AvgNormIw,VarRet,VarNormIw,AvgEpLen,AvgRet,eRenyi2,VarDiscRet,BatchSize,VarVanillaIw,VarJ,MaxNormIw,ESSClassic,AvgVanillaIw,AvgDiscRet,MaxVanillaIw,Bound,ESSRenyi,MinNormIw,J,MinVanillaIw
0.01,4230828.776786032,0.000107066386,200.0,-1608.5544895009277,1.9701487,4230828.776786032,100,1.0331465,133.0361,0.027373813,48.54469472603262,0.98232317,-1608.5544895009277,2.688993,-751.1789,50.757590471963574,1.5039806e-12,-56.685745,1.477395e-10
0.01,101591.73075115394,4.555607e-06,200.0,-43.55691637573986,1.0440261,101591.73075115394,100,0.04496795,45.070107,0.011926691,95.68458749096352,0.9935242,-43.55691637573986,1.1849456,-290.75183,95.7830426975519,0.0013758723,-15.738632,0.13669623
0.010000002,80.88475727615855,0.00012672404,200.0,-11.135073768318192,2.2729447,80.88475727615855,100,1.1816553,10.189683,0.033901114,44.35439003563855,0.9656415,-11.135073768318192,3.273632,-11.996604,43.99579122751424,4.3649134e-08,-7.987996,4.2149413e-06
0.009999999,83.20269548921426,0.00023142481,200.0,-9.519782060692785,nan,83.20269548921426,100,0.00048379772,35.01619,0.10631079,30.384928689973133,0.014458623,-9.519782060692785,0.15371077,-8.943787,nan,0.004149901,-12.122688,0.0060001854
0.01,1883253.0306939548,0.00023148756,200.0,-2998.2091621422496,nan,1883253.0306939548,100,,3521.5571,0.12241868,inf,8.381253e-30,-2998.2091621422496,1.026022e-28,-588.7844,nan,0.003851441,-2213.8733,3.2279902e-30
