WReturnMean,InitialReturnMean,MaxIW,ReturnMeanIW,StdWReturnMean,MeanEntropy,InitialReturnMax,Iteration,MeanIW,Epsilon,InitialReturnStd,EmpiricalD2Arithmetic,OptimizationReturnMean,EpisodesSoFar,ESSRenyiHarmonic,EmpiricalD2Harmonic,InitialReturnMin,OptimizationReturnMax,ESSRenyiArithmetic,OptimizationReturnMin,InitialBound,MinTargetPdf,VarianceInitializer,Penalization,DivergenceHarmonic,TimeElapsed,EpLenMean,MinIW,LearnableVariance,TimestepsSoFar,StdIW,Weights,Bound,Inner Iteration,MinBehavPdf,EpThisIter,ReturnStepMax,MeanD2-0,ReturnStepMaxmin,EpRewMean
24993814.0,4999.3813,28503.496,32836580000.0,,0.4189424,4999.661,234,1313.8196,1e-07,0.17982592,1.0,0.48771486,11700,50.0,1.0,4998.8936,0.7675781,50.0,,-27034824.0,-251.08223,-1.0,True,1343026000000000.0,2701.2115621566772,500.0,0.06815269,,3504810,4275.478,[-0.071  1.408 -2.926 -2.902],-74828720000000.0,1,-251.08223,50,10.0,1.0,10.0,4999.381290159651
24392862.0,4893.573,53811.88,21752054000.0,,0.4189424,4999.6274,235,1090.2316,1e-07,667.6868,1.0,4643.7705,11750,50.0,1.0,249.8023,4749.825,50.0,,-26433844.0,-261.61703,-1.0,True,173451130000.0,2720.5816526412964,489.46,0.2585592,,3529283,7531.829,[-0.072  1.305 -2.931 -2.973],-871750600000.0,1,-261.61703,50,10.0,1.0,10.0,4893.573153349452
24993366.0,4999.3364,531.26904,615446100.0,,0.4189424,4999.658,236,24.623564,1e-07,0.18367347,1.0,0.46552736,11800,50.0,1.0,4998.871,0.7871094,50.0,,-27034372.0,-246.70688,-1.0,True,205518660.0,2739.017091035843,500.0,0.12897241,,3554283,90.07176,[-0.028  1.272 -2.934 -3.003],-29874522000.0,1,-246.70688,50,10.0,1.0,10.0,4999.33659640581
24992870.0,4999.287,4974.524,5792329000.0,,0.4189424,4999.645,237,231.76268,1e-07,0.1848279,1.0,0.4938672,11850,50.0,1.0,4998.793,0.8520508,50.0,,-27033868.0,-253.18178,-1.0,True,28596245000000.0,2757.2313952445984,500.0,0.09267449,,3579283,712.2992,[ 0.025  1.242 -2.929 -3.013],-10919875000000.0,1,-253.18178,50,10.0,1.0,10.0,4999.286809622979
24493300.0,4899.5293,18673.092,21774463000.0,,0.4189424,4999.68,238,871.2629,1e-07,698.50714,1.0,4889.55,11900,50.0,1.0,9.97985,4989.7,50.0,,-26534324.0,-280.40692,-1.0,True,628093400000000.0,2774.636143922806,490.04,0.0017458837,,3603785,2741.5508,[-0.017  1.356 -2.937 -2.985],-51172396000000.0,1,-280.40692,50,10.0,1.0,10.0,4899.52958989181
24494304.0,4904.1113,10352.623,12136001000.0,,0.4189424,4999.584,239,485.75204,1e-07,666.3309,1.0,4664.3154,11950,50.0,1.0,239.79549,4759.7886,50.0,,-26535250.0,-236.6818,-1.0,True,7.6670973e+25,2791.6952633857727,490.5,0.05502859,,3628310,1542.0767,[-1.729e-03  1.263e+00 -2.938e+00 -3.067e+00],-1.7870536e+19,1,-236.6818,50,10.0,1.0,10.0,4904.11144522499
24363032.0,4885.966,8468325.0,5436750000000.0,,0.4189424,4999.586,240,221827.36,1e-07,700.26715,1.0,4885.966,12000,50.0,1.0,,4999.586,50.0,,-26403978.0,-248.724,-1.0,True,1.0340282e+34,2811.103606939316,488.74,0.13986585,,3652747,1196066.8,[-0.074  1.186 -2.939 -3.134],-2.075337e+23,1,-248.724,50,10.0,1.0,10.0,4885.965432597272
24992660.0,4999.266,208026.83,133670600000.0,,0.4189424,4999.624,241,5348.897,1e-07,0.24173912,1.0,0.5736035,12050,50.0,1.0,4998.6924,0.9316406,50.0,,-27033642.0,-236.78732,-1.0,True,7.3128195e+17,2829.8083806037903,500.0,0.018441834,,3677747,29095.676,[-0.012  1.189 -2.94  -3.127],-1745439400000000.0,1,-236.78732,50,10.0,1.0,10.0,4999.266046355074
24993194.0,4999.32,2590.929,3120357600.0,,0.4189424,4999.5947,242,124.84829,1e-07,0.18980718,1.0,0.4876172,12100,50.0,1.0,4998.832,0.7626953,50.0,,-27034144.0,-236.88324,-1.0,True,3.831e+17,2848.9462180137634,500.0,0.056299187,,3702747,416.25558,[-0.041  1.089 -2.921 -3.192],-1263226100000000.0,1,-236.88324,50,10.0,1.0,10.0,4999.319696711952
24992436.0,4999.2437,144.604,189959120.0,,0.4189424,4999.5625,243,7.6007667,1e-07,0.22652793,1.0,0.85216796,12150,50.0,1.0,4998.3916,1.1708984,50.0,,-27033364.0,-245.64714,-1.0,True,142581300.0,2866.483951330185,500.0,0.0792179,,3727747,20.516563,[ 0.007  1.056 -2.923 -3.215],-24559630000.0,1,-245.64714,50,10.0,1.0,10.0,4999.2437809897465
24992434.0,4999.2437,12227321.0,6179208000000.0,,0.4189424,4999.5537,244,247279.94,1e-07,0.21979877,1.0,0.60068357,12200,50.0,1.0,4998.6426,0.9111328,50.0,,-27033352.0,-246.74837,-1.0,True,2.2476994e+35,2884.0893318653107,500.0,0.11824343,,3752747,1711467.6,[-0.033  1.018 -2.926 -3.243],-9.67578e+23,1,-246.74837,50,10.0,1.0,10.0,4999.243314672252
24992562.0,4999.2563,6881.616,9886770000.0,,0.4189424,4999.6396,245,395.594,1e-07,0.22250931,1.0,0.62874025,12250,50.0,1.0,4998.6274,1.012207,50.0,,-27033548.0,-238.5048,-1.0,True,1.4032028e+18,2901.120728492737,500.0,0.15477014,,3777747,1283.5706,[ 0.022  1.045 -2.923 -3.233],-2417651900000000.0,1,-238.5048,50,10.0,1.0,10.0,4999.25622861207
23994010.0,4804.6606,13512.671,24608890000.0,,0.4189424,4999.658,246,984.71326,1e-07,953.5437,1.0,4794.6797,12300,50.0,1.0,9.980852,4989.6772,50.0,,-26035010.0,-238.87903,-1.0,True,8.8490654e+16,2919.94020318985,480.58,0.035044547,,3801776,2860.7778,[ 0.005  1.242 -3.002 -3.365],-607157400000000.0,1,-238.87903,50,10.0,1.0,10.0,4804.660807398866
24993048.0,4999.305,167501.5,126216050000.0,,0.4189424,4999.587,247,5050.754,1e-07,0.22766343,1.0,0.7930469,12350,50.0,1.0,4998.5117,1.0751953,50.0,,-27033992.0,-241.24742,-1.0,True,5.990254e+24,2937.8835661411285,500.0,0.0115681095,,3826776,24301.66,[-0.011  1.359 -3.014 -3.326],-4.995112e+18,1,-241.24742,50,10.0,1.0,10.0,4999.3048057103515
24692078.0,4967.7417,129241.72,96994880000.0,,0.4189424,4999.6523,248,4268.775,1e-07,116.72164,1.0,608.3666,12400,50.0,1.0,4359.375,640.27734,50.0,,-26733076.0,-243.95236,-1.0,True,1.1018948e+24,2957.08788728714,496.92,0.035917234,,3851622,19083.873,[-0.086  1.283 -3.018 -3.391],-2.1424175e+18,1,-243.95236,50,10.0,1.0,10.0,4967.741562123634
18223540.0,4202.878,5466.7812,5117459000.0,,0.4189424,4999.576,249,319.6501,1e-07,747.9032,1.0,1663.1812,12450,50.0,1.0,2539.6965,2459.8796,50.0,,-20264468.0,-236.31161,-1.0,True,101566680000.0,2973.8974182605743,421.04,0.100880034,,3872674,925.97943,[-0.14   1.255 -3.022 -3.404],-655541140000.0,1,-236.31161,50,10.0,1.0,10.0,4202.8777125551305
23559764.0,4838.3433,3860198.8,3021151400000.0,,0.4189424,4999.6177,250,155316.11,1e-07,387.5525,1.0,1338.8,12500,50.0,1.0,3499.5435,1500.0742,50.0,,-25600728.0,-252.13191,-1.0,True,2.337433e+23,2991.055626630783,484.08,0.07336974,,3896878,618594.2,[-0.094  1.236 -3.03  -3.367],-9.867313e+17,1,-252.13191,50,10.0,1.0,10.0,4838.34340445861
24492194.0,4899.219,17437.668,10799682000.0,,0.4189424,4999.5684,251,432.15152,1e-07,699.88855,1.0,4899.219,12550,50.0,1.0,,4999.5684,50.0,,-26533116.0,-263.26544,-1.0,True,2.5219133e+21,3010.255821466446,490.02,0.19654545,,3921379,2447.7512,[-0.042  1.158 -3.014 -3.448],-1.0249071e+17,1,-263.26544,50,10.0,1.0,10.0,4899.219373921133
22467654.0,4710.927,452214.38,427687940000.0,,0.4189424,4999.6045,252,25767.613,1e-07,524.2382,1.0,1951.2358,12600,50.0,1.0,2759.691,2239.9136,50.0,,-24508610.0,-246.07063,-1.0,True,8.5136195e+30,3028.6278421878815,471.5,0.013008757,,3944954,77774.79,[-0.094  1.133 -3.012 -3.472],-5.955014e+21,1,-246.07063,50,10.0,1.0,10.0,4710.92660643242
24350542.0,4883.8657,280.69482,538385000.0,,0.4189424,4999.541,253,21.562464,1e-07,705.9735,1.0,4883.8657,12650,50.0,1.0,,4999.541,50.0,,-26391440.0,-256.83173,-1.0,True,8.25665e+19,3046.2878654003143,488.5,0.04569555,,3969379,55.43968,[-0.032  1.125 -3.013 -3.478],-1.854456e+16,1,-256.83173,50,10.0,1.0,10.0,4883.865790439356
21808006.0,4550.1636,10049635.0,4172012800000.0,,0.4189424,4999.574,254,235339.55,1e-07,1050.7242,1.0,4550.1636,12700,50.0,1.0,,4999.574,50.0,,-23848936.0,-244.4213,-1.0,True,1.1496368e+22,3063.5519812107086,455.4,0.081954844,,3992149,1416074.5,[-0.09   1.147 -3.023 -3.48 ],-2.1883107e+17,1,-244.4213,50,10.0,1.0,10.0,4550.163408609247
24105246.0,4856.9414,49520.902,38246390000.0,,0.4189424,4999.601,255,1623.1595,1e-07,717.89374,1.0,4856.9414,12750,50.0,1.0,,4999.601,50.0,,-26146202.0,-250.02075,-1.0,True,1.1453655e+33,3081.3201491832733,485.86,0.073807664,,4016442,7464.7856,[-0.069  1.239 -3.022 -3.398],-6.907122e+22,1,-250.02075,50,10.0,1.0,10.0,4856.940990235298
19443612.0,4340.858,1545117.2,329379970000.0,,0.4189424,4999.5806,256,38943.914,1e-07,774.9618,1.0,1841.2427,12800,50.0,1.0,2499.615,2499.9656,50.0,,-21484546.0,-236.81549,-1.0,True,3.781317e+23,3098.9588499069214,434.7,0.09698578,,4038177,216446.22,[-0.131  1.241 -3.025 -3.392],-1.2549982e+18,1,-236.81549,50,10.0,1.0,10.0,4340.857731004022
24444816.0,4940.9023,360338.72,200475300000.0,,0.4189424,4999.5757,257,8126.6724,1e-07,179.71927,1.0,751.5881,12850,50.0,1.0,4189.3145,810.2612,50.0,,-26485748.0,-253.74124,-1.0,True,1.6618008e+28,3118.8261847496033,494.28,0.8597944,,4062891,50384.293,[-0.069  1.247 -3.029 -3.385],-2.6309353e+20,1,-253.74124,50,10.0,1.0,10.0,4940.902515160717
21284664.0,4559.4014,453984.3,175905820000.0,,0.4189424,4999.648,258,15297.514,1e-07,704.64386,1.0,1899.7264,12900,50.0,1.0,2659.6748,2339.9731,50.0,,-23325652.0,-240.89241,-1.0,True,1.9143785e+18,3137.7838542461395,456.46,0.004098762,,4085714,66499.04,[-0.129  1.263 -3.027 -3.378],-2824061500000000.0,1,-240.89241,50,10.0,1.0,10.0,4559.401239665703
23893270.0,4832.9897,1094282.1,617197540000.0,,0.4189424,4999.659,259,27900.973,1e-07,731.7673,1.0,4823.009,12950,50.0,1.0,9.980831,4989.678,50.0,,-25934274.0,-241.18532,-1.0,True,4.6591762e+21,3157.7752089500427,483.54,0.04664376,,4109891,154341.83,[-0.1    1.329 -3.022 -3.276],-1.39313e+17,1,-241.18532,50,10.0,1.0,10.0,4832.98960501855
23994002.0,4803.7,12886.013,12343847000.0,,0.4189424,4999.532,260,494.08527,1e-07,958.3678,1.0,4803.7,13000,50.0,1.0,,4999.532,50.0,,-26034904.0,-240.53189,-1.0,True,7.009964e+24,3174.281225204468,480.48,0.060159225,,4133915,1972.2262,[-0.048  1.219 -3.026 -3.304],-5.403448e+18,1,-240.53189,50,10.0,1.0,10.0,4803.700095644096
22859026.0,4760.032,7105.2646,4367305700.0,,0.4189424,4999.6143,261,217.88826,1e-07,448.464,1.0,1630.8126,13050,50.0,1.0,3129.2192,1870.395,50.0,,-24899990.0,-239.87294,-1.0,True,6850472300000.0,3193.693375349045,476.36,0.11118795,,4157733,1005.187,[-0.109  1.22  -3.024 -3.318],-5346167000000.0,1,-239.87294,50,10.0,1.0,10.0,4760.032028838603
15721042.0,3864.719,132116.95,119512736000.0,,0.4189424,4999.619,262,11701.072,1e-07,885.99695,1.0,1525.217,13100,50.0,1.0,2339.5017,2660.1174,50.0,,-17762004.0,-237.11578,-1.0,True,3.9927743e+20,3207.20307803154,387.28,0.14526448,,4177097,29311.441,[-0.148  1.157 -3.064 -3.225],-4.078185e+16,1,-237.11578,50,10.0,1.0,10.0,3864.7186288067687
23174958.0,4754.2285,179818.08,113101230000.0,,0.4189424,4999.63,263,4558.498,1e-07,756.48346,1.0,4744.2495,13150,50.0,1.0,9.979563,4989.6504,50.0,,-25215936.0,-247.26363,-1.0,True,1640667300000000.0,3227.160756587982,475.7,0.027112577,,4200882,25134.484,[-0.087  1.173 -3.063 -3.221],-82781650000000.0,1,-247.26363,50,10.0,1.0,10.0,4754.228954033321
21573346.0,4557.2017,75722.664,89518810000.0,,0.4189424,4999.6094,264,6029.8726,1e-07,897.3611,1.0,4547.2217,13200,50.0,1.0,9.980195,4989.6294,50.0,,-23614302.0,-237.2739,-1.0,True,6.3388783e+24,3244.7948331832886,456.1,0.07695186,,4223687,16714.33,[-0.103  1.074 -3.063 -3.296],-5.138457e+18,1,-237.2739,50,10.0,1.0,10.0,4557.2019814206615
24493428.0,4899.3423,3771.2754,2014369300.0,,0.4189424,4999.6553,265,80.6146,1e-07,699.9061,1.0,4899.3423,13250,50.0,1.0,,4999.6553,50.0,,-26534426.0,-247.57631,-1.0,True,132059416.0,3262.4215960502625,490.02,0.12910236,,4248188,527.3154,[-0.042  1.072 -3.061 -3.308],-25468492000.0,1,-247.57631,50,10.0,1.0,10.0,4899.342782284742
23493416.0,4699.541,386964.72,360121400000.0,,0.4189424,4999.5635,266,14409.388,1e-07,1186.4784,1.0,4699.541,13300,50.0,1.0,,4999.5635,50.0,,-25534336.0,-245.82114,-1.0,True,6.5211004e+17,3280.857026576996,470.08,0.0709953,,4271692,59911.426,[-0.019  1.105 -3.064 -3.261],-1648442700000000.0,1,-245.82114,50,10.0,1.0,10.0,4699.541076451562
24492000.0,4899.3994,315253.66,188670000000.0,,0.4189424,4999.5527,267,7551.0693,1e-07,698.48846,1.0,4889.419,13350,50.0,1.0,9.980468,4989.5723,50.0,,-26532910.0,-249.04927,-1.0,True,1.7004625e+19,3300.651711463928,490.04,0.111310184,,4296194,44076.87,[ 0.006  1.02  -3.061 -3.349],-8416081300000000.0,1,-249.04927,50,10.0,1.0,10.0,4899.399419054648
24990086.0,4999.009,1789.7616,3225748000.0,,0.4189424,4999.5435,268,129.08234,1e-07,0.31143466,1.0,0.9109375,13400,50.0,1.0,4998.0977,1.4458008,50.0,,-27030990.0,-240.04562,-1.0,True,14790670000.0,3323.897447824478,500.0,0.10996303,,4321194,322.00787,[ 0.076  0.925 -3.038 -3.383],-251429860000.0,1,-240.04562,50,10.0,1.0,10.0,4999.00856020483
22664948.0,4575.0747,133987464.0,86678350000000.0,,0.4189424,4999.3896,269,3475476.2,1e-07,1316.6782,1.0,4575.0747,13450,50.0,1.0,,4999.3896,50.0,,-24705718.0,-242.38315,-1.0,True,8.0721093e+34,3343.600536108017,457.72,0.07200995,,4344080,19409746.0,[ 0.068  0.905 -3.038 -3.506],-5.7980484e+23,1,-242.38315,50,10.0,1.0,10.0,4575.074543317479
21452686.0,4435.9126,215522.97,284934500000.0,,0.4189424,4999.508,270,12347.402,1e-07,1332.4279,1.0,4425.9326,13500,50.0,1.0,9.980345,4989.5273,50.0,,-23493550.0,-243.78526,-1.0,True,1.1579039e+23,3360.16512298584,443.96,0.36065394,,4366278,40678.734,[ 0.085  0.811 -3.032 -3.587],-6.944569e+17,1,-243.78526,50,10.0,1.0,10.0,4435.912837671176
23993402.0,4806.83,177392.6,91453180000.0,,0.4189424,4999.4307,271,3660.2024,1e-07,942.2234,1.0,4806.83,13550,50.0,1.0,,4999.4307,50.0,,-26034206.0,-258.63,-1.0,True,3.4540446e+29,3379.084259748459,480.82,0.45489478,,4390319,24821.328,[-0.01   0.77  -3.096 -3.562],-1.1993873e+21,1,-258.63,50,9.999999,1.0,9.999999,4806.8301083066945
18651496.0,4189.267,1478822.4,1211282000000.0,,0.4189424,4999.495,272,54386.58,1e-07,1049.5409,1.0,4189.267,13600,50.0,1.0,,4999.495,50.0,,-20692348.0,-256.50204,-1.0,True,1.8120158e+22,3396.620221853256,419.5,0.18333472,,4411294,244806.7,[-0.057  0.796 -3.093 -3.531],-2.7471958e+17,1,-256.50204,50,10.0,1.0,10.0,4189.267266816902
12070967.0,3257.3232,483101.56,103881040000.0,,0.4189424,4999.46,273,17759.188,1e-07,1208.6412,1.0,1837.6624,13650,50.0,1.0,1419.6609,3579.799,50.0,,-14111787.0,-241.39832,-1.0,True,4.6439586e+24,3411.1731584072113,326.54,0.0055833976,,4427621,69912.38,[-0.066  0.692 -3.1   -3.598],-4.3978937e+18,1,-241.39832,50,10.0,1.0,10.0,3257.323153197304
24638118.0,4959.9463,522.6176,475876060.0,,0.4189424,4999.4995,274,20.000395,1e-07,192.48811,1.0,1051.3458,13700,50.0,1.0,3908.6006,1090.8989,50.0,,-26678978.0,-252.51645,-1.0,True,101521890.0,3430.7689723968506,496.14,0.08153822,,4452428,76.33128,[-0.007  0.682 -3.099 -3.614],-21038914000.0,1,-252.51645,50,10.0,1.0,10.0,4959.946331873865
23541218.0,4737.417,308.97052,636828160.0,,0.4189424,4999.449,275,25.532177,1e-07,1047.904,1.0,4737.417,13750,50.0,1.0,,4999.449,50.0,,-25582034.0,-244.31314,-1.0,True,489988160.0,3447.9268975257874,473.92,0.022298114,,4476124,56.34451,[ 0.02   0.699 -3.102 -3.615],-45811134000.0,1,-244.31314,50,10.0,1.0,10.0,4737.416582410066
24228884.0,4875.6875,258.7382,420893980.0,,0.4189424,4999.464,276,17.212275,1e-07,675.6912,1.0,4476.045,13800,50.0,1.0,399.64236,4599.8213,50.0,,-26269712.0,-244.86902,-1.0,True,116232110.0,3468.2445001602173,487.72,0.026741154,,4500510,46.897713,[ 0.012  0.757 -3.106 -3.593],-22423003000.0,1,-244.86902,50,10.0,1.0,10.0,4875.687295214735
24778070.0,4976.4824,1739556.2,871362100000.0,,0.4189424,4999.4497,277,34880.496,1e-07,112.66924,1.0,678.2239,13850,50.0,1.0,4298.2583,701.1914,50.0,,-26818886.0,-251.34067,-1.0,True,2.481964e+18,3489.243583679199,497.82,0.017376922,,4525401,243525.73,[ 0.035  0.829 -3.101 -3.692],-3215986400000000.0,1,-251.34067,50,10.0,1.0,10.0,4976.482218474134
23734048.0,4823.33,105528040.0,59335862000000.0,,0.4189424,4999.372,278,2375951.5,1e-07,685.22174,1.0,3294.3396,13900,50.0,1.0,1528.9908,3470.3813,50.0,,-25774800.0,-235.78802,-1.0,True,4.575749e+31,3506.736070871353,482.56,0.008761162,,4549529,14811568.0,[ 0.087  0.84  -3.086 -3.721],-1.3804364e+22,1,-235.78802,50,10.0,1.0,10.0,4823.330631721652
22998510.0,4612.5684,160422.33,96929990000.0,,0.4189424,4999.4673,279,3879.0444,1e-07,1312.524,1.0,4612.5684,13950,50.0,1.0,,4999.4673,50.0,,-25039342.0,-245.43129,-1.0,True,1.160605e+21,3524.1662702560425,461.44,0.05555505,,4572601,22554.76,[ 0.007  0.92  -3.103 -3.67 ],-6.952559e+16,1,-245.43129,50,10.0,1.0,10.0,4612.568749964595
23946902.0,4836.9937,6449443.5,4073590600000.0,,0.4189424,4999.328,280,163096.11,1e-07,741.8821,1.0,4836.9937,14000,50.0,1.0,,4999.328,50.0,,-25987616.0,-260.64725,-1.0,True,6.1404317e+28,3541.0407972335815,483.92,1.0418664,,4596797,909657.9,[ 0.069  0.927 -3.098 -3.668],-5.056816e+20,1,-260.64725,50,10.0,1.0,10.0,4836.994233657526
17956944.0,3927.0354,10007.194,6576110600.0,,0.4189424,4999.3076,281,287.80054,1e-07,1592.2739,1.0,3927.0354,14050,50.0,1.0,,4999.3076,50.0,,-19997640.0,-238.1703,-1.0,True,5101130000.0,3556.3217554092407,393.26,0.020481892,,4616460,1412.4473,[ 0.144  0.835 -3.085 -3.703],-152325670000.0,1,-238.1703,50,10.0,1.0,10.0,3927.0352844317163
21973676.0,4558.2134,483072.06,309688600000.0,,0.4189424,4999.2705,282,12453.675,1e-07,1093.7843,1.0,4188.5137,14100,50.0,1.0,369.7,4629.5703,50.0,,-24014340.0,-243.89618,-1.0,True,1.3032054e+24,3573.897374868393,456.18,0.49067414,,4639269,68011.65,[ 0.119  0.886 -3.092 -3.679],-2.329561e+18,1,-243.89618,50,10.0,1.0,10.0,4558.213701712624
21181790.0,4446.143,2217.695,1623311500.0,,0.4189424,4999.427,283,67.66146,1e-07,1188.952,1.0,3766.646,14150,50.0,1.0,679.4968,4319.9297,50.0,,-23222588.0,-238.79839,-1.0,True,2881852400.0,3591.946135997772,444.96,0.018819345,,4661517,312.413,[ 0.131  0.777 -3.096 -3.62 ],-111177925000.0,1,-238.79839,50,10.0,1.0,10.0,4446.142736609835
23729532.0,4820.988,1481170.9,1213124800000.0,,0.4189424,4999.421,284,57319.875,1e-07,698.2879,1.0,4041.5164,14200,50.0,1.0,779.47144,4219.949,50.0,,-25770326.0,-246.2103,-1.0,True,5.326571e+19,3610.3140115737915,482.36,0.012666755,,4685635,278852.53,[ 0.103  0.825 -3.102 -3.593],-1.4895429e+16,1,-246.2103,50,10.0,1.0,10.0,4820.988023934452
24989504.0,4998.95,43887.82,44533043000.0,,0.4189424,4999.4863,285,1782.6011,1e-07,0.4478017,1.0,1.4376172,14250,50.0,1.0,4997.5127,1.9736328,50.0,,-27030350.0,-243.10258,-1.0,True,3.7788752e+24,3630.387014389038,500.0,0.034831304,,4710635,8389.808,[-0.019  0.84  -3.111 -3.568],-3.9672213e+18,1,-243.10258,50,10.0,1.0,10.0,4998.950321226968
23886880.0,4846.0093,250.89246,205705260.0,,0.4189424,4999.491,286,14.641458,1e-07,634.88165,1.0,3437.0188,14300,50.0,1.0,1408.9905,3590.5007,50.0,,-25927732.0,-240.3693,-1.0,True,3.4888674e+19,3648.587188243866,484.76,0.025885217,,4734873,42.783108,[ 0.037  0.841 -3.105 -3.595],-1.2054472e+16,1,-240.3693,50,10.0,1.0,10.0,4846.009098102513
24838746.0,4982.525,10376558.0,4891404000000.0,,0.4189424,4999.5195,287,258276.92,1e-07,114.85768,1.0,803.99896,14350,50.0,1.0,4178.526,820.99365,50.0,,-26879626.0,-240.98303,-1.0,True,2.393938e+29,3666.6605973243713,498.38,0.07204952,,4759792,1483854.5,[-0.013  0.806 -3.114 -3.605],-9.985443e+20,1,-240.98303,50,10.0,1.0,10.0,4982.52479830925
23598344.0,4765.475,128481464.0,64254260000000.0,,0.4189424,4999.378,288,2571528.0,1e-07,942.65015,1.0,4395.7876,14400,50.0,1.0,369.68777,4629.69,50.0,,-25639106.0,-242.14429,-1.0,True,5.74518e+28,3685.0865547657013,476.72,0.04633024,,4783628,17987136.0,[ 0.041  0.812 -3.109 -3.574],-4.8914563e+20,1,-242.14429,50,9.999999,1.0,9.999999,4765.475448415077
19703258.0,4209.678,455.7239,433246050.0,,0.4189424,4999.401,289,24.207119,1e-07,1407.7878,1.0,3839.9744,14450,50.0,1.0,369.70404,4629.697,50.0,,-21744032.0,-243.70558,-1.0,True,42358170000.0,3702.885023355484,421.42,0.24296802,,4804699,66.73452,[ 0.156  0.764 -3.106 -3.564],-420442570000.0,1,-243.70558,50,10.0,1.0,10.0,4209.678560983072
23559602.0,4748.2646,7667556.0,12881793000000.0,,0.4189424,4999.39,290,516005.12,1e-07,1006.76965,1.0,4748.2646,14500,50.0,1.0,,4999.39,50.0,,-25600376.0,-257.4789,-1.0,True,1.5184504e+35,3721.2671389579773,475.02,0.54130656,,4828450,1566090.5,[ 0.117  0.806 -3.114 -3.542],-7.952226e+23,1,-257.4789,50,10.0,1.0,10.0,4748.264632630954
23241720.0,4722.672,85928.18,46947230000.0,,0.4189424,4999.292,291,1935.0134,1e-07,968.5511,1.0,4702.7114,14550,50.0,1.0,19.959751,4979.332,50.0,,-25282410.0,-252.97726,-1.0,True,371978100000.0,3741.1165902614594,472.5,0.032261897,,4852075,12021.539,[ 0.056  0.712 -3.126 -3.596],-1291548000000.0,1,-252.97726,50,10.0,1.0,10.0,4722.671755904892
23746520.0,4811.866,199.86417,237298500.0,,0.4189424,4999.522,292,13.901677,1e-07,769.7161,1.0,4811.866,14600,50.0,1.0,,4999.522,50.0,,-25787404.0,-266.89075,-1.0,True,168965820.0,3758.9798500537872,481.36,0.2666121,,4876143,36.357277,[-0.006  0.665 -3.109 -3.499],-26765680000.0,1,-266.89075,50,10.0,1.0,10.0,4811.866478015944
23076460.0,4640.467,31663032.0,10542951000000.0,,0.4189424,4999.5396,293,946686.3,1e-07,1241.9854,1.0,4640.467,14650,50.0,1.0,,4999.5396,50.0,,-25117352.0,-248.38515,-1.0,True,4.502396e+35,3778.1851007938385,464.22,0.80529004,,4899354,4622722.5,[ 0.022  0.679 -3.106 -3.496],-1.3694187e+24,1,-248.38515,50,10.0,1.0,10.0,4640.466913271549
22887686.0,4682.822,11437.995,12671394000.0,,0.4189424,4999.2134,294,590.44257,1e-07,979.2161,1.0,4652.871,14700,50.0,1.0,29.950443,4969.2627,50.0,,-24928306.0,-247.58446,-1.0,True,315749100000.0,3795.132148742676,468.62,0.019526072,,4922785,2249.2703,[ 0.087  0.581 -3.112 -3.538],-1159315700000.0,1,-247.58446,50,10.0,1.0,10.0,4682.821937797259
18429732.0,4009.3538,5225.9995,5274895000.0,,0.4189424,4999.4756,295,301.09094,1e-07,1534.542,1.0,3569.7588,14750,50.0,1.0,439.59485,4559.881,50.0,,-20470568.0,-246.23012,-1.0,True,8123494000.0,3809.5640330314636,401.48,0.019564247,,4942859,999.3861,[ 0.123  0.625 -3.109 -3.512],-189214260000.0,1,-246.23012,50,10.0,1.0,10.0,4009.3535081425357
21272888.0,4434.06,804.2751,1400194000.0,,0.4189424,4999.1855,296,74.84257,1e-07,1269.6459,1.0,4044.4019,14800,50.0,1.0,389.6578,4609.528,50.0,,-23313492.0,-265.2268,-1.0,True,82629120000.0,3829.0450649261475,443.76,0.11944025,,4965047,149.42262,[ 0.095  0.573 -3.122 -3.499],-587969600000.0,1,-265.2268,50,9.999999,1.0,9.999999,4434.059948698644
23254036.0,4732.79,2261.9873,2098203900.0,,0.4189424,4999.5005,297,87.30229,1e-07,924.51733,1.0,4233.081,14850,50.0,1.0,499.7089,4499.7915,50.0,,-25294888.0,-239.26912,-1.0,True,3616959000.0,3845.6019735336304,473.48,0.035070226,,4988721,327.73062,[ 0.047  0.533 -3.127 -3.492],-124836300000.0,1,-239.26912,50,10.0,1.0,10.0,4732.790346523487
24489338.0,4898.9336,1747644.2,875350400000.0,,0.4189424,4999.45,298,35031.977,1e-07,699.8478,1.0,4898.9336,14900,50.0,1.0,,4999.45,50.0,,-26530158.0,-246.68565,-1.0,True,7.7238696e+18,3864.9855098724365,490.02,0.19500402,,5013222,244659.08,[ 0.028  0.588 -3.128 -3.468],-5672615600000000.0,1,-246.68565,50,10.0,1.0,10.0,4898.9337881860665
23968014.0,4833.304,139.0813,454075300.0,,0.4189424,4999.418,299,18.316734,1e-07,779.2191,1.0,4833.304,14950,50.0,1.0,,4999.418,50.0,,-26008810.0,-233.04042,-1.0,True,17274341000.0,3882.4835674762726,483.52,0.5633853,,5037398,32.981953,[ 0.071  0.625 -3.129 -3.442],-268675860000.0,1,-233.04042,50,10.0,1.0,10.0,4833.304340905297
