EpLenMean,StdIW,MinBehavPdf,Penalization,MeanIW,DivergenceHarmonic,TimestepsSoFar,ESSRenyiArithmetic,MinTargetPdf,MinIW,OptimizationReturnMax,WReturnMean,TimeElapsed,InitialReturnMean,InitialReturnStd,MeanEntropy,MeanD2-0,Bound,InitialReturnMax,VarianceInitializer,ReturnMeanIW,Iteration,Epsilon,EmpiricalD2Arithmetic,EpisodesSoFar,ESSRenyiHarmonic,InitialReturnMin,StdWReturnMean,MaxIW,OptimizationReturnMin,EpThisIter,OptimizationReturnMean,InitialBound,EmpiricalD2Harmonic,EpRewMean,ReturnStepMax,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin
500.0,39.002525,-239.80586,True,23.400103,1.8167309e+22,3484049,50.0,-239.80586,0.8098247,0.80566406,24993556.0,7421.082082271576,4999.356,0.16575569,0.4189424,1.0,-2.7509187e+17,4999.6436,-1.0,584810430.0,208,1.0,1.0,10400,50.0,4998.838,,167.55429,,50,0.51777345,-27034542.0,1.0,4999.355648488194,10.0,1,[ 0.012  0.579 -3.249 -3.049],,10.0
449.22,39352.066,-243.74603,True,8728.931,6.73809e+22,3506510,50.0,-243.74603,0.047757175,2940.054,20768428.0,7500.406802892685,4487.2573,795.5806,0.4189424,1.0,-5.2977583e+17,4999.593,-1.0,149476670000.0,209,1.0,1.0,10450,50.0,2059.5388,,278745.78,,50,2427.7185,-22809374.0,1.0,4487.25760201301,10.0,1,[-0.036  0.578 -3.248 -3.01 ],,10.0
500.0,1426.0331,-260.4913,True,375.12863,859730000000000.0,3531510,50.0,-260.4913,0.098826244,0.83984375,24993194.0,7567.065966844559,4999.32,0.19879247,0.4189424,1.0,-59850940000000.0,4999.583,-1.0,9375449000.0,210,1.0,1.0,10500,50.0,4998.743,,8471.77,,50,0.5762793,-27034128.0,1.0,4999.319470301091,10.0,1,[ 0.005  0.66  -3.259 -3.093],,10.0
500.0,4692958.5,-243.95564,True,679745.5,3.8106607e+29,3556510,50.0,-243.95564,0.12930346,0.88183594,24992226.0,7629.389620065689,4999.2227,0.23538205,0.4189424,1.0,-1.2598441e+21,4999.5527,-1.0,16989648000000.0,211,1.0,1.0,10550,50.0,4998.671,,33529690.0,,50,0.55178714,-27033140.0,1.0,4999.222715453186,10.0,1,[ 0.059  0.647 -3.249 -3.065],,10.0
494.06,682.82513,-249.00388,True,132.08748,72260680000.0,3581213,50.0,-249.00388,0.13744552,2980.6748,24569956.0,7702.743817329407,4939.2207,417.20374,0.4189424,1.0,-551895040000.0,4999.4707,-1.0,3298023400.0,212,1.0,1.0,10600,50.0,2018.7958,,4856.621,,50,2920.4243,-26610800.0,1.0,4939.220413859071,10.0,1,[ 0.165  0.595 -3.239 -3.104],,10.0
479.24,411.17746,-257.29562,True,193.66864,4.0796177e+22,3605175,50.0,-257.29562,0.06614663,4989.5415,23853642.0,7785.57272028923,4790.8115,949.61536,0.4189424,1.0,-4.1221234e+17,4999.5215,-1.0,4546545000.0,213,1.0,1.0,10650,50.0,9.979901,,1876.8564,,50,4780.831,-25894530.0,1.0,4790.8112363755445,10.0,1,[ 0.164  0.655 -3.24  -3.085],,10.0
500.0,470912.78,-248.09134,True,70113.56,1.6425924e+22,3630175,50.0,-248.09134,0.43287307,0.77783203,24992536.0,7850.740810394287,4999.254,0.2110382,0.4189424,1.0,-2.6156634e+17,4999.5376,-1.0,1752166300000.0,214,1.0,1.0,10700,50.0,4998.76,,3365589.8,,50,0.4938867,-27033434.0,1.0,4999.253716028363,10.0,1,[ 0.061  0.593 -3.245 -3.051],,10.0
500.0,182228.61,-238.70134,True,39761.89,1.5114474e+32,3655175,50.0,-238.70134,0.1200835,1.1264648,24991884.0,7911.82084608078,4999.188,0.25582427,0.4189424,1.0,-2.509099e+22,4999.579,-1.0,993592930000.0,215,1.0,1.0,10750,50.0,4998.4526,,1275330.4,,50,0.73586917,-27032816.0,1.0,4999.188476000697,10.0,1,[ 0.046  0.473 -3.25  -3.083],,10.0
477.6,167506.36,-234.31839,True,24369.3,7.949537e+20,3679055,50.0,-234.31839,0.06338587,4599.7783,23661986.0,7963.092931270599,4774.57,930.3047,0.4189424,1.0,-5.754247e+16,4999.5312,-1.0,608912930000.0,216,1.0,1.0,10800,50.0,399.7527,,1196746.5,,50,4374.8174,-25702878.0,1.0,4774.569931531115,10.0,1,[ 0.04   0.364 -3.261 -3.142],,10.0
471.5,3792.2786,-238.24902,True,930.6379,30777027000000.0,3702630,50.0,-238.24902,0.4101738,4589.758,23299898.0,8024.495660543442,4712.925,1043.1881,0.4189424,1.0,-11339344000000.0,4999.4785,-1.0,17501247000.0,217,1.0,1.0,10850,50.0,409.72046,,25623.77,,50,4303.204,-25340748.0,1.0,4712.924636945987,10.0,1,[ 0.093  0.393 -3.261 -3.127],,10.0
500.0,2198.3215,-240.66354,True,569.3501,2.7025532e+24,3727630,50.0,-240.66354,0.19934836,1.0722656,24991840.0,8091.13916516304,4999.1846,0.23998468,0.4189424,1.0,-3.355099e+18,4999.5615,-1.0,14226557000.0,218,1.0,1.0,10900,50.0,4998.4893,,15100.718,,50,0.69492185,-27032752.0,1.0,4999.184145463137,10.0,1,[ 0.034  0.374 -3.262 -3.129],,10.0
291.88,33.412594,-229.80508,True,16.986715,8718218000.0,3742224,50.0,-229.80508,0.025287902,4549.8706,11186857.0,8134.245761871338,2910.5774,1647.8461,0.4189424,1.0,-190706450000.0,4999.582,-1.0,144747340.0,219,1.0,1.0,10950,50.0,449.71146,,199.0394,,50,2460.8662,-13227773.0,1.0,2910.5775180018773,9.999999,1,[-0.023  0.35  -3.26  -3.122],,9.999999
401.98,101559.234,-240.5818,True,15129.329,4.453787e+18,3762323,50.0,-240.5818,0.04720223,4999.5723,19026022.0,8194.196803092957,4016.1943,1701.824,0.4189424,1.0,-4307446900000000.0,4999.5723,-1.0,348370400000.0,220,1.0,1.0,11000,50.0,,,725863.44,,50,4016.1943,-21066940.0,1.0,4016.1944332203125,10.0,1,[ 0.007  0.354 -3.26  -3.121],,10.0
490.04,2243.2598,-239.9026,True,461.0628,284223900000000.0,3786825,50.0,-239.9026,0.04164311,4989.559,24491662.0,8262.020700454712,4899.3657,698.4834,0.4189424,1.0,-34418370000000.0,4999.541,-1.0,11519449000.0,221,1.0,1.0,11050,50.0,9.981803,,15688.372,,50,4889.3833,-26532562.0,1.0,4899.365528111379,10.0,1,[ 0.046  0.403 -3.262 -3.117],,10.0
438.06,325.3182,-244.24619,True,99.15025,9621887000.0,3808728,50.0,-244.24619,0.12546296,4499.791,20615638.0,8313.274312973022,4377.1733,1206.6459,0.4189424,1.0,-202231530000.0,4999.5854,-1.0,2036858000.0,222,1.0,1.0,11100,50.0,499.7946,,2025.9005,,50,3877.3784,-22656568.0,1.0,4377.1732112602,10.0,1,[-2.979e-03  3.670e-01 -3.264e+00 -3.130e+00],,10.0
482.08,22659110.0,-239.1028,True,3414620.5,1.8427135e+29,3832832,50.0,-239.1028,0.04803196,4499.76,24002602.0,8376.353786706924,4819.612,879.73895,0.4189424,1.0,-8.760846e+20,4999.555,-1.0,85334050000000.0,223,1.0,1.0,11150,50.0,499.79553,,161792450.0,,50,4319.817,-26043508.0,1.0,4819.612205745643,10.0,1,[ 0.028  0.372 -3.265 -3.133],,10.0
477.84,623.4894,-240.03053,True,199.66673,5529743000000000.0,3856724,50.0,-240.03053,0.044304512,4989.545,23574596.0,8442.55195236206,4776.47,871.7396,0.4189424,1.0,-151765700000000.0,4999.5264,-1.0,3171976200.0,224,1.0,1.0,11200,50.0,9.981421,,4126.1655,,50,4766.489,-25615480.0,1.0,4776.4702400886345,10.0,1,[ 0.087  0.354 -3.263 -3.137],,10.0
490.8,11476.717,-266.48734,True,2632.7175,1.621588e+17,3881264,50.0,-266.48734,0.2528782,4609.783,24494568.0,8492.814279079437,4906.9473,645.3172,0.4189424,1.0,-821891100000000.0,4999.5103,-1.0,65793593000.0,225,1.0,1.0,11250,50.0,389.7269,,61861.53,,50,4517.22,-26535442.0,1.0,4906.9474032533235,10.0,1,[ 0.029  0.342 -3.266 -3.154],,10.0
477.6,5687.934,-250.3505,True,1142.9634,455309080000000.0,3905144,50.0,-250.3505,0.029024594,4999.4673,23633770.0,8565.767107963562,4774.301,916.4181,0.4189424,1.0,-43575065000000.0,4999.4673,-1.0,28385767000.0,226,1.0,1.0,11300,50.0,,,37296.02,,50,4774.301,-25674610.0,1.0,4774.300923327848,10.0,1,[ 0.084  0.371 -3.267 -3.149],,10.0
480.84,2629.572,-246.82436,True,451.1329,633451260.0,3929186,50.0,-246.82436,0.021465493,4989.612,23993838.0,8623.635979652405,4807.0723,941.2199,0.4189424,1.0,-62639694000.0,4999.5913,-1.0,11273187000.0,227,1.0,1.0,11350,50.0,9.97963,,18765.066,,50,4797.0923,-26034774.0,1.0,4807.072243321447,10.0,1,[ 0.064  0.429 -3.268 -3.14 ],,10.0
490.5,216.37184,-253.56563,True,52.06857,30117540000.0,3953711,50.0,-253.56563,0.07966641,4519.8916,24443628.0,8685.495824575424,4903.3677,632.93854,0.4189424,1.0,-355476730000.0,4999.5117,-1.0,1300550800.0,228,1.0,1.0,11400,50.0,479.62012,,1536.9026,,50,4423.748,-26484502.0,1.0,4903.367980538249,10.0,1,[ 0.11   0.459 -3.258 -3.168],,10.0
395.22,705.90753,-233.80013,True,211.58017,2242439000000.0,3973472,50.0,-233.80013,0.13463087,4979.449,17971654.0,8734.585847377777,3946.903,1547.1304,0.4189424,1.0,-3059569000000.0,4999.41,-1.0,3576699400.0,229,1.0,1.0,11450,50.0,19.961052,,4559.032,,50,3926.9421,-20012440.0,1.0,3946.9028672813165,10.0,1,[ 0.141  0.407 -3.258 -3.186],,10.0
472.88,187.02292,-255.9286,True,73.654205,29174632000.0,3997116,50.0,-255.9286,0.091933645,4949.6543,23347702.0,8790.234899282455,4726.946,1001.8426,0.4189424,1.0,-350414400000.0,4999.5693,-1.0,1818501200.0,230,1.0,1.0,11500,50.0,49.915104,,996.1523,,50,4677.031,-25388622.0,1.0,4726.945440763096,10.0,1,[ 0.092  0.446 -3.264 -3.18 ],,10.0
500.0,175.35269,-246.94058,True,43.775883,8796443000.0,4022116,50.0,-246.94058,0.090408966,1.5039062,24990500.0,8857.682498931885,4999.05,0.33300397,0.4189424,1.0,-192501810000.0,4999.496,-1.0,1093684100.0,231,1.0,1.0,11550,50.0,4997.992,,1118.5012,,50,1.0577832,-27031362.0,1.0,4999.050044030626,10.0,1,[ 0.087  0.501 -3.263 -3.151],,10.0
490.02,33058.773,-257.53278,True,8048.1177,2.3451112e+24,4046617,50.0,-257.53278,0.032467335,4999.605,24492334.0,8930.834767103195,4899.233,699.8905,0.4189424,1.0,-3.1254138e+18,4999.605,-1.0,201118350000.0,232,1.0,1.0,11600,50.0,,,199831.67,,50,4899.233,-26533284.0,1.0,4899.233469554623,10.0,1,[ 0.026  0.493 -3.266 -3.138],,10.0
485.56,47.753387,-250.4257,True,26.608208,1.8837956e+16,4070895,50.0,-250.4257,0.003628643,4989.594,24144364.0,8991.892599582672,4854.5063,760.34875,0.4189424,1.0,-280116270000000.0,4999.574,-1.0,664508500.0,233,1.0,1.0,11650,50.0,9.980136,,222.84215,,50,4844.527,-26185294.0,1.0,4854.506523536652,10.0,1,[ 0.01   0.615 -3.276 -3.16 ],,10.0
429.32,106.19248,-260.3227,True,53.26123,1661920000.0,4092361,50.0,-260.3227,0.13800454,3689.877,19438430.0,9040.235793352127,4288.0195,1025.3398,0.4189424,1.0,-83929820000.0,4999.55,-1.0,730217860.0,234,1.0,1.0,11700,50.0,1309.6729,,461.18027,,50,2978.3462,-21479334.0,1.0,4288.019113687082,10.0,1,[-0.026  0.569 -3.279 -3.181],,10.0
496.86,2936.9165,-241.91806,True,829.8657,4.445543e+34,4117204,50.0,-241.91806,0.4864695,890.1172,24700914.0,9099.507189035416,4967.524,156.90373,0.4189424,1.0,-4.3031055e+23,4999.5693,-1.0,20736480000.0,235,1.0,1.0,11750,50.0,4109.452,,14786.517,,50,858.0719,-26741836.0,1.0,4967.524039769653,10.0,1,[ 0.004  0.566 -3.28  -3.189],,10.0
333.52,242702.34,-245.81248,True,59095.176,1.2956288e+30,4133880,50.0,-245.81248,0.13736166,4989.589,12795577.0,9137.111773967743,3327.5732,1312.5674,0.4189424,1.0,-2.3230562e+21,4999.5684,-1.0,350758040000.0,236,1.0,1.0,11800,50.0,9.979732,,1699752.2,,50,3317.5938,-14836489.0,1.0,3327.573239468928,10.0,1,[-0.05   0.535 -3.287 -3.185],,10.0
500.0,1534.6875,-257.68246,True,280.1963,1.9908714e+22,4158880,50.0,-257.68246,0.021425571,0.87841797,24993006.0,9186.764521121979,4999.3003,0.19698684,0.4189424,1.0,-2.8796727e+17,4999.5806,-1.0,7001566000.0,237,1.0,1.0,11850,50.0,4998.702,,10986.059,,50,0.59856445,-27033934.0,1.0,4999.300756098053,10.0,1,[ 0.011  0.546 -3.287 -3.179],,10.0
384.6,32.61803,-226.72748,True,21.117043,198523340.0,4178110,50.0,-226.72748,0.1328149,3869.7715,15996534.0,9237.702634572983,3838.9185,1122.1588,0.4189424,1.0,-28959470000.0,4999.6084,-1.0,203226130.0,238,1.0,1.0,11900,50.0,1129.8369,,156.18015,,50,2709.0813,-18037482.0,1.0,3838.9183627868797,10.0,1,[-0.048  0.56  -3.289 -3.163],,10.0
469.12,40.436977,-234.70752,True,20.508814,383329700.0,4201566,50.0,-234.70752,0.14547741,4999.547,22787672.0,9299.962869167328,4688.5493,897.3163,0.4189424,1.0,-40300802000.0,4999.547,-1.0,342968420.0,239,1.0,1.0,11950,50.0,,,191.80025,,50,4688.5493,-24828572.0,1.0,4688.549529572872,10.0,1,[-0.017  0.565 -3.29  -3.161],,10.0
480.08,3258263.8,-251.95905,True,682705.25,1.116538e+34,4225570,50.0,-251.95905,0.054573704,4989.5513,23993202.0,9356.652342557907,4799.719,977.7011,0.4189424,1.0,-2.156502e+23,4999.532,-1.0,17062513000000.0,240,1.0,1.0,12000,50.0,9.980847,,20749920.0,,50,4789.7383,-26034096.0,1.0,4799.718956430342,10.0,1,[ 0.009  0.582 -3.289 -3.157],,10.0
480.04,819859.4,-238.42139,True,139917.4,4.0061965e+25,4249572,50.0,-238.42139,0.019606085,4999.5127,23992206.0,9424.234457015991,4799.2207,979.63684,0.4189424,1.0,-1.2917427e+19,4999.5127,-1.0,3497071500000.0,241,1.0,1.0,12050,50.0,,,5861364.0,,50,4799.2207,-26033080.0,1.0,4799.220525502988,10.0,1,[ 0.07   0.577 -3.288 -3.165],,10.0
473.76,2267768.8,-241.26588,True,430098.1,1.3131484e+36,4273260,50.0,-241.26588,0.22840759,4689.812,23516472.0,9499.05574631691,4736.056,1042.2311,0.4189424,1.0,-2.3386786e+24,4999.535,-1.0,10742525000000.0,242,1.0,1.0,12100,50.0,309.72336,,15841687.0,,50,4426.333,-25557368.0,1.0,4736.0560985357215,10.0,1,[ 0.157  0.664 -3.29  -3.138],,10.0
481.36,768.2598,-251.52525,True,190.34145,1.6498904e+16,4297328,50.0,-251.52525,0.23048724,4999.518,23999734.0,9568.554368972778,4812.293,917.3703,0.4189424,1.0,-262147690000000.0,4999.518,-1.0,4755667500.0,243,1.0,1.0,12150,50.0,,,4651.79,,50,4812.293,-26040618.0,1.0,4812.293409924752,10.0,1,[ 0.165  0.783 -3.294 -3.104],,10.0
441.14,169458.11,-229.98534,True,27027.068,3.022509e+22,4319385,50.0,-229.98534,0.014616767,4999.423,21485592.0,9638.355015039444,4408.5015,1432.0298,0.4189424,1.0,-3.5479598e+17,4999.423,-1.0,649892500000.0,244,1.0,1.0,12200,50.0,,,1211518.8,,50,4408.5015,-23526396.0,1.0,4408.50117138633,10.0,1,[ 0.271  0.844 -3.279 -3.083],,10.0
487.7,6421845.0,-249.58003,True,1329016.8,5.3124847e+28,4343770,50.0,-249.58003,0.0882069,4659.7603,24236190.0,9707.636931657791,4875.6167,681.57635,0.4189424,1.0,-4.703845e+20,4999.4805,-1.0,33198132000000.0,245,1.0,1.0,12250,50.0,339.72043,,33308382.0,,50,4535.897,-26277040.0,1.0,4875.617221515785,10.0,1,[ 0.184  0.765 -3.302 -3.117],,10.0
499.1,297130.12,-246.09714,True,71254.336,3.3386127e+21,4368725,50.0,-246.09714,0.040041674,460.62793,24903014.0,9771.18001484871,4989.8765,64.41598,0.4189424,1.0,-1.1792714e+17,4999.5977,-1.0,1719424600000.0,246,1.0,1.0,12300,50.0,4538.9697,,1801525.5,,50,450.90656,-26943970.0,1.0,4989.876282870284,10.0,1,[ 0.205  0.862 -3.302 -3.041],,10.0
472.7,113067.53,-230.96416,True,32059.787,7.8214874e+26,4392360,50.0,-230.96416,0.23993224,4989.5513,23507808.0,9828.258182287216,4725.4434,1085.3534,0.4189424,1.0,-5.707656e+19,4999.532,-1.0,800923500000.0,247,1.0,1.0,12350,50.0,9.980745,,687569.3,,50,4715.4624,-25548700.0,1.0,4725.443572210215,10.0,1,[ 0.194  0.777 -3.292 -3.131],,10.0
481.62,764874.94,-244.73747,True,121619.85,9.382716e+33,4416441,50.0,-244.73747,0.2399469,4989.4854,24000902.0,9901.682700395584,4814.6636,905.4937,0.4189424,1.0,-1.9768134e+23,4999.465,-1.0,3037376000000.0,248,1.0,1.0,12400,50.0,9.979414,,5468729.5,,50,4804.684,-26041740.0,1.0,4814.663476643687,10.0,1,[ 0.18   0.66  -3.3   -3.172],,10.0
466.22,97531.734,-246.56975,True,14286.602,3.3866897e+20,4439752,50.0,-246.56975,0.06791393,4999.512,22956604.0,9956.75022649765,4659.744,1115.0726,0.4189424,1.0,-3.7557913e+16,4999.512,-1.0,356747500000.0,249,1.0,1.0,12450,50.0,,,696970.44,,50,4659.744,-24997486.0,1.0,4659.744465836701,10.0,1,[ 0.236  0.738 -3.281 -3.094],,10.0
452.34,109197850.0,-243.0556,True,15710789.0,3.453543e+36,4462369,50.0,-243.0556,1.4264737,4699.709,22019860.0,10016.75827741623,4520.7896,1257.9045,0.4189424,1.0,-3.7925465e+24,4999.448,-1.0,392439400000000.0,250,1.0,1.0,12500,50.0,299.73944,,780085900.0,,50,4221.0503,-24060682.0,1.0,4520.789373828078,10.0,1,[ 0.266  0.845 -3.296 -3.148],,10.0
437.3,313.25116,-249.56593,True,80.96647,392199900.0,4484234,50.0,-249.56593,0.21086249,4390.184,20874496.0,10079.30186676979,4369.7964,1333.931,0.4189424,1.0,-42083144000.0,4999.642,-1.0,1664108300.0,251,1.0,1.0,12550,50.0,609.45807,,2166.7188,,50,3760.3389,-22915478.0,1.0,4369.796654854908,10.0,1,[ 0.302  0.962 -3.275 -3.133],,10.0
490.02,56742.99,-250.95807,True,8245.865,99836160000.0,4508735,50.0,-250.95807,0.09077943,4999.5874,24491750.0,10148.09767794609,4899.175,699.88214,0.4189424,1.0,-850956400000.0,4999.5874,-1.0,206094650000.0,252,1.0,1.0,12600,50.0,,,405436.56,,50,4899.175,-26532696.0,1.0,4899.175041279484,10.0,1,[ 0.187  0.985 -3.299 -3.097],,10.0
484.78,93702.77,-258.95728,True,15459.242,1.794751e+17,4532974,50.0,-258.95728,0.08220533,4390.1084,24061778.0,10207.688255548477,4846.6157,756.3668,0.4189424,1.0,-865006200000000.0,4999.591,-1.0,385944650000.0,253,1.0,1.0,12650,50.0,609.4823,,669881.4,,50,4237.1333,-26102726.0,1.0,4846.6160095976375,10.0,1,[ 0.243  1.024 -3.295 -2.992],,10.0
490.02,501877.9,-244.41827,True,84334.25,9.66789e+21,4557475,50.0,-244.41827,0.0174444,4999.5684,24491486.0,10274.566447496414,4899.1484,699.8784,0.4189424,1.0,-2.006734e+17,4999.5684,-1.0,2107115700000.0,254,1.0,1.0,12700,50.0,,,3584839.2,,50,4899.1484,-26532416.0,1.0,4899.148572393683,10.0,1,[ 0.212  0.944 -3.314 -3.081],,10.0
490.02,5181.313,-251.21999,True,1816.244,1.2868035e+21,4581976,50.0,-251.21999,0.017418334,4999.627,24492524.0,10341.409058570862,4899.252,699.89325,0.4189424,1.0,-7.321262e+16,4999.627,-1.0,45392000000.0,255,1.0,1.0,12750,50.0,,,33007.168,,50,4899.252,-26533504.0,1.0,4899.252326056486,10.0,1,[ 0.184  1.041 -3.315 -3.008],,10.0
500.0,3594.7402,-246.58275,True,1490.4983,918964760000000.0,4606976,50.0,-246.58275,0.02182283,1.0678711,24992584.0,10418.546555042267,4999.2583,0.22799265,0.4189424,1.0,-61906560000000.0,4999.6055,-1.0,37251270000.0,256,1.0,1.0,12800,50.0,4998.5376,,13609.926,,50,0.72083986,-27033550.0,1.0,4999.258444992425,10.0,1,[ 0.206  1.156 -3.303 -2.964],,10.0
480.04,549.40015,-250.24422,True,255.76366,112860450000.0,4630978,50.0,-250.24422,0.0003849151,4999.5454,23992878.0,10502.615830898285,4799.2876,979.6506,0.4189424,1.0,-692015600000.0,4999.5454,-1.0,6391211000.0,257,1.0,1.0,12850,50.0,,,3136.4358,,50,4799.2876,-26033794.0,1.0,4799.2879267020035,10.0,1,[ 0.239  1.218 -3.304 -2.861],,10.0
473.0,5988.6484,-241.93944,True,1653.2394,8.067069e+16,4654628,50.0,-241.93944,0.097812094,4989.6646,23515482.0,10595.061998844147,4728.6377,1074.9281,0.4189424,1.0,-579724550000000.0,4999.646,-1.0,41297433000.0,258,1.0,1.0,12900,50.0,9.981557,,34061.164,,50,4718.6562,-25556480.0,1.0,4728.6375416062665,10.0,1,[ 0.263  1.256 -3.308 -2.744],,10.0
496.46,34704.97,-260.23853,True,7307.2075,4.3974602e+18,4679451,50.0,-260.23853,0.14798498,1630.6199,24687266.0,10689.348760604858,4963.3545,228.86215,0.4189424,1.0,-4280096500000000.0,4999.653,-1.0,182600400000.0,259,1.0,1.0,12950,50.0,3369.033,,234641.52,,50,1594.3215,-26728272.0,1.0,4963.354529432124,10.0,1,[ 0.269  1.16  -3.303 -2.823],,10.0
490.52,52947.684,-253.72275,True,10881.673,3.4948927e+19,4703977,50.0,-253.72275,0.07045356,4749.8545,24492312.0,10784.40762591362,4904.1016,664.90674,0.4189424,1.0,-1.206572e+16,4999.6094,-1.0,271841300000.0,260,1.0,1.0,13000,50.0,249.75493,,332152.16,,50,4654.3467,-26533280.0,1.0,4904.101604956747,10.0,1,[ 0.311  1.058 -3.294 -2.883],,10.0
500.0,13499.619,-237.95833,True,3697.8826,3.0409291e+32,4728977,50.0,-237.95833,0.048377663,2.0253906,24991204.0,10882.965674877167,4999.12,0.38426888,0.4189424,1.0,-3.5590074e+22,4999.605,-1.0,92397036000.0,261,1.0,1.0,13050,50.0,4997.5796,,90763.79,,50,1.540791,-27032166.0,1.0,4999.120345994215,10.0,1,[ 0.245  0.96  -3.305 -2.921],,10.0
490.5,16506462.0,-246.85693,True,3759526.5,3.7963208e+28,4753502,50.0,-246.85693,2.5852678,4759.815,24490840.0,10991.294670820236,4903.764,666.28546,0.4189424,1.0,-3.9765215e+20,4999.582,-1.0,93958520000000.0,262,1.0,1.0,13100,50.0,239.76718,,107688250.0,,50,4663.997,-26531780.0,1.0,4903.7644523574245,10.0,1,[ 0.264  0.848 -3.3   -2.974],,10.0
421.96,1453.8761,-232.63837,True,341.38757,14867840000000.0,4774600,50.0,-232.63837,0.090436555,4999.545,19579566.0,11081.091321468353,4215.1724,1346.0635,0.4189424,1.0,-7875295000000.0,4999.545,-1.0,5937709000.0,263,1.0,1.0,13150,50.0,,,9483.3,,50,4215.1724,-21620468.0,1.0,4215.172753962928,10.0,1,[ 0.31   0.849 -3.312 -3.22 ],,10.0
492.02,528514.56,-251.23978,True,94440.15,2.0888812e+28,4799201,50.0,-251.23978,0.07802783,4000.4934,24510698.0,11192.724791288376,4919.0547,559.99817,0.4189424,1.0,-2.9496811e+20,4999.5615,-1.0,2358298800000.0,264,1.0,1.0,13200,50.0,999.0681,,3736868.8,,50,3919.9866,-26551620.0,1.0,4919.054702038024,10.0,1,[ 0.19   0.875 -3.333 -3.229],,10.0
500.0,8411.259,-246.22928,True,2366.11,1.2833044e+17,4824201,50.0,-246.22928,0.18185806,1.1464844,24991976.0,11286.948513031006,4999.1973,0.2557516,0.4189424,1.0,-731182750000000.0,4999.6064,-1.0,59134030000.0,265,1.0,1.0,13250,50.0,4998.46,,45802.145,,50,0.7377148,-27032938.0,1.0,4999.197729812838,10.0,1,[ 0.148  0.977 -3.345 -3.172],,10.0
490.02,389.93304,-262.96677,True,103.33267,4612795400000000.0,4848702,50.0,-262.96677,0.07791837,4999.5645,24491666.0,11375.790629386902,4899.166,699.88104,0.4189424,1.0,-138614570000000.0,4999.5645,-1.0,2581835800.0,266,1.0,1.0,13300,50.0,,,2079.7107,,50,4899.166,-26532588.0,1.0,4899.166462403123,10.0,1,[ 0.128  0.91  -3.349 -3.275],,10.0
500.0,82670.31,-242.6971,True,18473.582,6.3313655e+31,4873702,50.0,-242.6971,0.010838419,1.9345703,24989122.0,11469.110995292664,4998.912,0.46052372,0.4189424,1.0,-1.6238539e+22,4999.447,-1.0,461492620000.0,267,1.0,1.0,13350,50.0,4997.512,,549635.44,,50,1.3998437,-27029954.0,1.0,4998.912106777167,10.0,1,[ 0.182  0.807 -3.342 -3.231],,10.0
480.64,1243.8845,-275.2347,True,441.7777,853357200000000.0,4897734,50.0,-275.2347,0.23951526,4989.5205,23991414.0,11537.755936861038,4804.968,950.63135,0.4189424,1.0,-59628440000000.0,4999.5005,-1.0,11037592000.0,268,1.0,1.0,13400,50.0,9.9798975,,7441.483,,50,4794.9873,-26032284.0,1.0,4804.967563771909,10.0,1,[ 0.227  0.922 -3.333 -3.217],,10.0
469.62,4089.3115,-247.10124,True,960.4201,1525009700000000.0,4921215,50.0,-247.10124,0.03278295,4709.5034,23161252.0,11627.104674339294,4694.1646,1061.1671,0.4189424,1.0,-79706900000000.0,4999.338,-1.0,14733878000.0,269,1.0,1.0,13450,50.0,289.83447,,24868.02,,50,4404.3296,-25201986.0,1.0,4694.16418452609,10.0,1,[ 0.243  0.886 -3.327 -3.335],,10.0
500.0,8895.898,-233.45778,True,3079.6755,3.138745e+21,4946215,50.0,-233.45778,0.11322189,1.2792969,24992290.0,11723.069827318192,4999.2285,0.22935262,0.4189424,1.0,-1.1434103e+17,4999.5938,-1.0,76957830000.0,270,1.0,1.0,13500,50.0,4998.3145,,47510.562,,50,0.9146094,-27033236.0,1.0,4999.229058151087,10.0,1,[ 0.13   0.926 -3.344 -3.305],,10.0
480.06,11475.896,-243.53693,True,2673.4587,3.3042201e+16,4970218,50.0,-243.53693,0.37128562,4999.5957,23992854.0,11813.597050666809,4799.485,978.6727,0.4189424,1.0,-371053730000000.0,4999.5957,-1.0,66804376000.0,271,1.0,1.0,13550,50.0,,,78599.86,,50,4799.485,-26033804.0,1.0,4799.484889203734,10.0,1,[ 0.138  1.005 -3.348 -3.208],,10.0
490.04,2154.4739,-238.9296,True,703.65717,8787840000000.0,4994720,50.0,-238.9296,0.063941516,4989.608,24492928.0,11903.970829963684,4899.4917,698.5018,0.4189424,1.0,-6067703500000.0,4999.588,-1.0,17585265000.0,272,1.0,1.0,13600,50.0,9.979769,,12295.168,,50,4889.5117,-26533874.0,1.0,4899.49190489006,10.0,1,[ 0.154  1.08  -3.366 -3.111],,10.0
490.56,925973.7,-245.06291,True,138611.81,3.507758e+18,5019248,50.0,-245.06291,0.19313842,4729.8745,24493784.0,11982.994896411896,4904.628,662.125,0.4189424,1.0,-3825938000000000.0,4999.628,-1.0,3463613500000.0,273,1.0,1.0,13650,50.0,269.75354,,6613882.5,,50,4634.8745,-26534764.0,1.0,4904.627960452703,10.0,1,[ 0.215  1.135 -3.322 -3.027],,10.0
