EmpiricalD2Harmonic,VarianceInitializer,ReturnStepMaxmin,MinBehavPdf,InitialReturnMean,LearnableVariance,ReturnStepMax,OptimizationReturnMax,MeanEntropy,InitialReturnMin,MeanIW,ESSRenyiHarmonic,EmpiricalD2Arithmetic,EpRewMean,ReturnMeanIW,MeanD2-0,StdIW,EpisodesSoFar,Bound,DivergenceHarmonic,ESSRenyiArithmetic,Weights,Penalization,StdWReturnMean,Inner Iteration,OptimizationReturnMean,EpLenMean,WReturnMean,MinIW,MaxIW,EpThisIter,InitialReturnStd,InitialBound,TimeElapsed,MinTargetPdf,Epsilon,Iteration,OptimizationReturnMin,InitialReturnMax,TimestepsSoFar
1.0,-1.0,10.0,-255.33733,4607.2666,,10.0,4829.55,0.4189424,169.83394,3.0993295,50.0,1.0,4607.26630318065,74348860.0,1.0,3.9612117,10900,-76296815000.0,1395054800.0,50.0,[-0.008  1.059 -2.643 -1.856],True,,1,4437.432,460.96,22644190.0,0.06981575,20.248013,50,1190.4989,-24684976.0,3099.1347620487213,-255.33733,1e-07,218,,4999.384,4022798
1.0,-1.0,10.0,-232.54308,4379.7144,,10.0,4989.4136,0.4189424,9.981161,51536.71,50.0,1.0,4379.714470246986,1287425900000.0,1.0,205672.53,10950,-1.1710473e+23,3.292839e+33,50.0,[-0.062  1.069 -2.649 -1.827],True,,1,4369.7334,438.22,21286252.0,0.036261957,1170523.2,50,1450.6392,-23327046.0,3116.477789878845,-232.54308,1e-07,219,,4999.3945,4044709
1.0,-1.0,10.0,-245.74751,4652.8574,,10.0,4999.5156,0.4189424,,754738.0,50.0,1.0,4652.857093001526,18859627000000.0,1.0,3721928.8,11000,-6.4444125e+20,9.971171e+28,50.0,[ 0.003  1.002 -2.662 -1.91 ],True,,1,4652.8574,465.48,23019064.0,0.054655373,21055468.0,50,1170.464,-25059958.0,3135.4874396324158,-245.74751,1e-07,220,,4999.5156,4067983
1.0,-1.0,10.0,-242.47943,4750.775,,10.0,4489.7666,0.4189424,509.73242,28805.777,50.0,1.0,4750.774907138163,719652260000.0,1.0,190445.12,11050,-17291500000000.0,65936694000000.0,50.0,[ 0.119  0.982 -2.643 -1.946],True,,1,4241.042,475.32,23208220.0,0.091611564,1360734.5,50,798.97327,-25249102.0,3154.9869344234467,-242.47943,1e-07,221,,4999.499,4091749
1.0,-1.0,10.0,-237.2458,4639.385,,10.0,4999.5303,0.4189424,,614.9815,50.0,1.0,4639.385186094953,15368938000.0,1.0,3399.555,11100,-6739262400000.0,10854656000000.0,50.0,[ 0.09   0.906 -2.718 -2.004],True,,1,4639.385,464.1,23043198.0,0.048906118,24211.283,50,1232.601,-25084104.0,3174.256458044052,-237.2458,1e-07,222,,4999.5303,4114954
1.0,-1.0,10.0,-231.8674,4351.814,,10.0,4989.522,0.4189424,9.979442,13823.665,50.0,1.0,4351.813924994347,344201700000.0,1.0,65430.496,11150,-14707605000000.0,49533526000000.0,50.0,[ 0.229  1.011 -2.775 -2.175],True,,1,4341.8345,435.48,20863450.0,0.14338382,427651.72,50,1387.5038,-22904330.0,3192.6538650989532,-231.8674,1e-07,223,,4999.5015,4136728
1.0,-1.0,10.0,-245.827,4900.2476,,10.0,4729.784,0.4189424,269.7512,30939450.0,50.0,1.0,4900.2474445048965,771823100000000.0,1.0,209884240.0,11200,-3.9341216e+23,3.7159367e+34,50.0,[ 0.147  0.93  -2.795 -2.218],True,,1,4630.497,490.16,24450874.0,0.029772798,1499759400.0,50,662.15594,-26491786.0,3212.3208215236664,-245.827,1e-07,224,,4999.535,4161236
1.0,-1.0,10.0,-237.01733,4122.612,,10.0,4989.518,0.4189424,9.979841,112261.21,50.0,1.0,4122.611835496371,2759495800000.0,1.0,768051.4,11250,-5.1521385e+23,6.3732466e+34,50.0,[ 0.284  0.741 -2.712 -2.181],True,,1,4112.632,412.7,19147218.0,0.09474778,5488458.5,50,1466.7275,-21188090.0,3227.879138469696,-237.01733,1e-07,225,,4999.498,4181871
1.0,-1.0,10.0,-252.98376,4485.424,,10.0,4709.6787,0.4189424,289.81183,183.0502,50.0,1.0,4485.424071091105,2567855400.0,1.0,878.63245,11300,-82383540000.0,1529553300.0,50.0,[ 0.243  0.649 -2.73  -2.252],True,,1,4195.6123,448.86,21472442.0,0.0809358,6080.98,50,1163.3634,-23513310.0,3246.330942630768,-252.98376,1e-07,226,,4999.4907,4204314
1.0,-1.0,10.0,-254.66013,4999.1284,,10.0,1.2133789,0.4189424,4998.2705,256.63583,50.0,1.0,4999.128572411352,6413252000.0,1.0,612.1643,11350,-4230093200000000.0,4.2962452e+18,50.0,[ 0.128  0.628 -2.767 -2.226],True,,1,0.8580371,500.0,24991286.0,0.07473696,3325.8032,50,0.2576086,-27032156.0,3263.2629687786102,-254.66013,1e-07,227,,4999.484,4229314
1.0,-1.0,10.0,-232.34045,4673.3857,,10.0,4659.899,0.4189424,339.73862,27436.252,50.0,1.0,4673.385593069764,685245000000.0,1.0,117878.12,11400,-1.2314361e+18,3.6404945e+23,50.0,[ 0.126  0.504 -2.766 -2.208],True,,1,4333.647,467.5,23140016.0,0.041937713,779950.75,50,1139.949,-25181008.0,3281.088960170746,-232.34045,1e-07,228,,4999.6377,4252689
1.0,-1.0,10.0,-231.87799,4899.5596,,10.0,4989.6567,0.4189424,9.979913,13.53354,50.0,1.0,4899.5592266655385,337707970.0,1.0,30.919855,11450,-440319870000.0,46473736000.0,50.0,[ 0.044  0.42  -2.766 -2.252],True,,1,4889.579,490.04,24493596.0,0.09728815,175.92793,50,698.51135,-26534588.0,3299.5021364688873,-231.87799,1e-07,229,,4999.6367,4277191
1.0,-1.0,10.0,-250.59732,4846.052,,10.0,4989.6294,0.4189424,9.979454,597.65894,50.0,1.0,4846.052090023315,12245828000.0,1.0,3341.3618,11500,-2562774300000.0,1561735300000.0,50.0,[-0.007  0.454 -2.78  -2.253],True,,1,4836.0728,484.76,24014012.0,0.012142158,23851.93,50,727.86804,-26054982.0,3319.468538045883,-250.59732,1e-07,230,,4999.609,4301429
1.0,-1.0,10.0,-253.5176,4999.39,,10.0,0.6357422,0.4189424,4998.9834,22.036596,50.0,1.0,4999.390220086471,550751800.0,1.0,34.255444,11550,-1.120222e+21,3.0126711e+29,50.0,[ 0.017  0.452 -2.808 -2.133],True,,1,0.406875,500.0,24993900.0,0.068760626,149.08955,50,0.14560124,-27034880.0,3338.534743309021,-253.5176,1e-07,231,,4999.619,4326429
1.0,-1.0,10.0,-256.12775,4018.5662,,10.0,4549.9707,0.4189424,449.669,4260.889,50.0,1.0,4018.5659619553458,33591036000.0,1.0,12569.675,11600,-1.3328046e+17,4.2645117e+21,50.0,[-0.037  0.474 -2.81  -2.109],True,,1,3568.8972,402.46,17507376.0,0.07661444,81380.0,50,1165.5483,-19548364.0,3355.6844086647034,-256.12775,1e-07,232,,4999.6396,4346552
1.0,-1.0,10.0,-236.84267,4899.4253,,10.0,4999.647,0.4189424,,36.2484,50.0,1.0,4899.425342508252,905492350.0,1.0,137.91982,11650,-34236672000.0,266707520.0,50.0,[ 0.009  0.515 -2.81  -2.099],True,,1,4899.4253,490.02,24494252.0,0.08035007,747.7704,50,699.9179,-26535254.0,3375.5910568237305,-236.84267,1e-07,233,,4999.647,4371053
1.0,-1.0,10.0,-233.7087,4799.355,,10.0,4999.677,0.4189424,,21623.135,50.0,1.0,4799.355064543556,540427120000.0,1.0,139907.72,11700,-2.2071641e+17,1.1694744e+22,50.0,[ 0.04   0.568 -2.813 -2.085],True,,1,4799.355,480.04,23993552.0,0.01953382,999766.56,50,979.66425,-26034576.0,3393.996851682663,-233.7087,1e-07,234,,4999.677,4395055
1.0,-1.0,10.0,-234.74539,4925.832,,10.0,3670.0813,0.4189424,1329.4998,1910.3203,50.0,1.0,4925.831490693318,47698575000.0,1.0,6466.441,11750,-5853287000000000.0,8.225256e+18,50.0,[ 0.117  0.648 -2.809 -2.029],True,,1,3596.3318,492.68,24527766.0,0.41462898,41531.867,50,513.7617,-26568718.0,3412.2473051548004,-234.74539,1e-07,235,,4999.581,4419689
1.0,-1.0,10.0,-239.14264,4713.6763,,10.0,4989.561,0.4189424,9.980472,7679.0312,50.0,1.0,4713.676329227799,191880170000.0,1.0,35615.727,11800,-7606292700000.0,13198484000000.0,50.0,[ 0.122  0.744 -2.813 -1.948],True,,1,4703.696,471.5,23498724.0,0.032790955,251004.84,50,1131.3627,-25539640.0,3430.7853286266327,-239.14264,1e-07,236,,4999.5415,4443264
1.0,-1.0,10.0,-248.5542,4795.64,,10.0,4999.5557,0.4189424,,881.1771,50.0,1.0,4795.640087694512,22007054000.0,1.0,3856.4773,11850,-455255850000.0,45065105000.0,50.0,[ 0.139  0.663 -2.856 -2.032],True,,1,4795.64,479.7,23913124.0,0.005282223,25497.4,50,956.5372,-25954052.0,3450.4412236213684,-248.5542,1e-07,237,,4999.5557,4467249
1.0,-1.0,10.0,-245.47133,4905.7017,,10.0,4679.8003,0.4189424,319.74207,842.10693,50.0,1.0,4905.7017652285585,21040873000.0,1.0,2934.3782,11900,-20979932000000.0,105464620000000.0,50.0,[ 0.088  0.624 -2.885 -2.135],True,,1,4585.9595,490.66,24495116.0,0.028118724,17707.406,50,655.1371,-26536032.0,3470.152769088745,-245.47133,1e-07,238,,4999.5425,4491782
1.0,-1.0,10.0,-249.11906,4999.2456,,10.0,0.78515625,0.4189424,4998.784,31118.676,50.0,1.0,4999.245814124475,777741300000.0,1.0,168352.27,11950,-2921332000000000.0,2.0478186e+18,50.0,[ 0.095  0.5   -2.87  -2.134],True,,1,0.4615918,500.0,24992456.0,0.298218,1184140.2,50,0.1980507,-27033394.0,3488.4587728977203,-249.11906,1e-07,239,,4999.5693,4516782
1.0,-1.0,10.0,-237.4882,4999.3345,,10.0,0.7963867,0.4189424,4998.7705,869.37573,50.0,1.0,4999.334508007272,21729250000.0,1.0,3030.372,12000,-242533650000000.0,1.4119777e+16,50.0,[ 0.067  0.6   -2.865 -2.066],True,,1,0.56405276,500.0,24993346.0,0.111099765,20606.877,50,0.17437476,-27034284.0,3506.180328845978,-237.4882,1e-07,240,,4999.567,4541782
1.0,-1.0,10.0,-238.75493,4999.1895,,10.0,0.7080078,0.4189424,4998.8604,1859201.6,50.0,1.0,4999.189360985413,46460150000000.0,1.0,7971997.0,12050,-3.2327588e+24,2.5090413e+36,50.0,[ 0.124  0.692 -2.834 -2.013],True,,1,0.32904297,500.0,24991894.0,0.8429072,50114850.0,50,0.18536319,-27032834.0,3526.506276845932,-238.75493,1e-07,241,,4999.5684,4566782
1.0,-1.0,10.0,-232.2373,4105.733,,10.0,2860.0635,0.4189424,2139.6094,24767.018,50.0,1.0,4105.733134149626,292629940000.0,1.0,80403.12,12100,-6.6884694e+17,1.0739352e+23,50.0,[-0.073  0.664 -2.795 -2.159],True,,1,1966.1235,411.28,17632196.0,0.05583038,392411.34,50,880.428,-19673210.0,3543.3589236736298,-232.2373,1e-07,242,,4999.673,4587346
1.0,-1.0,10.0,-239.66212,4999.3623,,10.0,0.61083984,0.4189424,4999.0024,1297.2758,50.0,1.0,4999.362444022573,32423438000.0,1.0,7677.7,12150,-34745793000000.0,289293800000000.0,50.0,[-0.012  0.677 -2.795 -2.156],True,,1,0.35998046,500.0,24993624.0,0.029656725,54784.543,50,0.14414096,-27034600.0,3563.7212057113647,-239.66212,1e-07,243,,4999.6133,4612346
1.0,-1.0,10.0,-257.3646,4999.319,,10.0,0.74853516,0.4189424,4998.853,1246.5303,50.0,1.0,4999.319032590507,31154370000.0,1.0,5284.3345,12200,-701716500000000.0,1.1820465e+17,50.0,[ 0.032  0.638 -2.79  -2.177],True,,1,0.46602538,500.0,24993192.0,0.29311115,37256.203,50,0.1890457,-27034158.0,3583.852333545685,-257.3646,1e-07,244,,4999.6016,4637346
1.0,-1.0,10.0,-236.71727,4799.9033,,10.0,4999.5933,0.4189424,,8822.98,50.0,1.0,4799.9031761566575,220422680000.0,1.0,60767.734,12250,-16869478000000.0,66547507000000.0,50.0,[ 0.08   0.748 -2.785 -2.144],True,,1,4799.9033,480.1,23993060.0,0.08903447,434187.47,50,976.7238,-26034018.0,3602.707773923874,-236.71727,1e-07,245,,4999.5933,4661351
1.0,-1.0,10.0,-240.78651,4899.343,,10.0,4999.592,0.4189424,,7.6221375,50.0,1.0,4899.342983410465,189982500.0,1.0,12.330932,12300,-10002664000000.0,24019720000000.0,50.0,[-0.007  0.817 -2.799 -2.089],True,,1,4899.343,490.02,24493430.0,0.23752081,51.918568,50,699.9061,-26534388.0,3622.1011986732483,-240.78651,1e-07,246,,4999.592,4685852
1.0,-1.0,10.0,-242.38388,4800.635,,10.0,1650.1384,0.4189424,3349.5247,450399.75,50.0,1.0,4800.635319357876,9116890000000.0,1.0,1909068.6,12350,-2.5676533e+24,1.5827093e+36,50.0,[-0.068  0.832 -2.799 -2.089],True,,1,1451.1106,480.38,23207138.0,1.3551668,9963215.0,50,401.29697,-25248152.0,3641.6957199573517,-242.38388,1e-07,247,,4999.663,4709871
1.0,-1.0,10.0,-231.37477,3349.2166,,10.0,3289.7495,0.4189424,1709.8231,3364.1194,50.0,1.0,3349.2165030343417,21374212000.0,1.0,16097.825,12400,-386976220000000.0,3.5948455e+16,50.0,[-0.128  0.768 -2.817 -2.176],True,,1,1639.3934,335.8,12199851.0,0.007205196,115151.84,50,991.26135,-14240777.0,3653.7226355075836,-231.37477,1e-07,248,,4999.5728,4726661
1.0,-1.0,10.0,-230.67834,4340.071,,10.0,4999.6333,0.4189424,,139429.9,50.0,1.0,4340.070561549323,1606752700000.0,1.0,564928.9,12450,-1.6758865e+19,6.7426064e+25,50.0,[-0.07   0.789 -2.816 -2.163],True,,1,4340.071,434.48,19909262.0,0.08708885,3725254.5,50,1035.8811,-21950250.0,3669.363035917282,-230.67834,1e-07,249,,4999.6333,4748385
1.0,-1.0,10.0,-235.12091,4799.6187,,10.0,4999.6147,0.4189424,,11.356331,50.0,1.0,4799.618686371133,282834980.0,1.0,26.188772,12500,-14326999000000.0,49276336000000.0,50.0,[-0.008  0.791 -2.816 -2.163],True,,1,4799.6187,480.06,23994194.0,0.14579743,133.97377,50,978.69995,-26035170.0,3688.2565524578094,-235.12091,1e-07,250,,4999.6147,4772388
1.0,-1.0,10.0,-245.15749,4812.426,,10.0,2190.007,0.4189424,2809.639,1542.0015,50.0,1.0,4812.426040987356,33673560000.0,1.0,6338.0664,12550,-1064861900000000.0,2.7220328e+17,50.0,[-0.061  0.818 -2.829 -2.151],True,,1,2002.787,481.5,23390566.0,0.14897732,44429.55,50,480.7541,-25431568.0,3706.057640314102,-245.15749,1e-07,251,,4999.646,4796463
1.0,-1.0,10.0,-240.47263,4871.225,,10.0,4999.6675,0.4189424,,36.526485,50.0,1.0,4871.225012372684,912023360.0,1.0,139.62965,12600,-2.969184e+17,2.1164162e+22,50.0,[-0.021  0.772 -2.827 -2.26 ],True,,1,4871.225,487.24,24233010.0,0.18346347,979.90063,50,710.05365,-26274030.0,3722.030430316925,-240.47263,1e-07,252,,4999.6675,4820825
1.0,-1.0,10.0,-239.25084,4463.27,,10.0,4999.648,0.4189424,,21124.312,50.0,1.0,4463.270190200553,241750930000.0,1.0,64286.67,12650,-3.085499e+20,2.2855165e+28,50.0,[-0.073  0.766 -2.852 -2.237],True,,1,4463.27,446.86,20756096.0,0.08789788,402238.47,50,913.95544,-22797094.0,3740.519868373871,-239.25084,1e-07,253,,4999.648,4843168
1.0,-1.0,10.0,-238.70805,4899.4077,,10.0,4999.6523,0.4189424,,885.2807,50.0,1.0,4899.407592959981,22126344000.0,1.0,3379.1165,12700,-7.743551e+21,1.4395023e+31,50.0,[-0.012  0.779 -2.849 -2.233],True,,1,4899.4077,490.02,24494076.0,0.66192853,18596.889,50,699.9154,-26535084.0,3761.083613872528,-238.70805,1e-07,254,,4999.6523,4867669
1.0,-1.0,10.0,-244.55498,4459.2964,,10.0,2400.045,0.4189424,2599.5596,71522.89,50.0,1.0,4459.296726399289,893082900000.0,1.0,406413.03,12750,-1.3341914e+19,4.273511e+25,50.0,[-0.073  0.789 -2.858 -2.125],True,,1,1859.7372,446.42,20511352.0,0.05425487,2906282.2,50,791.21735,-22552316.0,3777.7884016036987,-244.55498,1e-07,255,,4999.6045,4889990
1.0,-1.0,10.0,-230.81227,4899.399,,10.0,4999.627,0.4189424,,4174.3833,50.0,1.0,4899.398705472608,104324415000.0,1.0,23635.69,12800,-6.619396e+17,1.0519072e+23,50.0,[-0.01   0.788 -2.86  -2.122],True,,1,4899.399,490.02,24493986.0,0.052455798,168691.62,50,699.9141,-26534972.0,3797.7404091358185,-230.81227,1e-07,256,,4999.627,4914491
1.0,-1.0,10.0,-253.9389,4880.595,,10.0,4969.666,0.4189424,29.951338,58759.65,50.0,1.0,4880.59543564398,1022593800000.0,1.0,358788.12,12850,-2.1144741e+21,1.0733687e+30,50.0,[-0.052  0.877 -2.855 -2.045],True,,1,4850.6445,488.16,24318826.0,0.07009755,2546146.5,50,706.1279,-26359806.0,3815.2802970409393,-253.9389,1e-07,257,,4999.617,4938899
1.0,-1.0,10.0,-247.0854,4999.3154,,10.0,0.6254883,0.4189424,4998.924,2.854029,50.0,1.0,4999.315549050333,71329020.0,1.0,2.1604307,12900,-30151155000000.0,218259750000000.0,50.0,[ 0.008  0.89  -2.858 -2.057],True,,1,0.39170897,500.0,24993156.0,0.004625975,10.767102,50,0.15823205,-27034080.0,3833.165615797043,-247.0854,1e-07,258,,4999.5493,4963899
1.0,-1.0,10.0,-235.68884,4894.393,,10.0,4759.8613,0.4189424,239.76767,1400.5619,50.0,1.0,4894.393247088062,33645191000.0,1.0,4206.251,12950,-5023734400000.0,5978012000000.0,50.0,[-0.045  0.858 -2.861 -2.048],True,,1,4654.6255,489.56,24401568.0,0.067562506,20033.916,50,668.1933,-26442558.0,3850.2270057201385,-235.68884,1e-07,259,,4999.629,4988377
1.0,-1.0,10.0,-244.20764,4876.331,,10.0,1560.1538,0.4189424,3439.4487,20181.46,50.0,1.0,4876.3315044488345,503150120000.0,1.0,136413.22,13000,-2.3004019e+16,1.2703922e+20,50.0,[-0.063  0.922 -2.86  -1.942],True,,1,1436.8827,487.84,23894016.0,0.1194439,974850.25,50,339.7172,-25934984.0,3870.172746181488,-244.20764,1e-07,260,,4999.6025,5012769
1.0,-1.0,10.0,-241.09866,4101.675,,10.0,4999.6274,0.4189424,,1652.7522,50.0,1.0,4101.6751191135645,21259560000.0,1.0,3949.4797,13050,-42458550000000.0,432350530000000.0,50.0,[-0.117  0.937 -2.856 -1.915],True,,1,4101.675,410.86,17753210.0,0.1376176,22719.42,50,964.09155,-19794190.0,3886.077495098114,-241.09866,1e-07,261,,4999.6274,5033312
1.0,-1.0,10.0,-269.17374,4899.448,,10.0,2790.001,0.4189424,2209.5332,24593.463,50.0,1.0,4899.448129891335,553663140000.0,1.0,100161.195,13100,-8368425400000000.0,1.6811371e+19,50.0,[-0.066  0.966 -2.859 -1.893],True,,1,2689.915,490.12,24183066.0,0.0054144226,593409.56,50,422.4624,-26223978.0,3902.5106794834137,-269.17374,1e-07,262,,4999.534,5057818
1.0,-1.0,10.0,-261.57028,4720.168,,10.0,4989.4507,0.4189424,9.980751,93.962006,50.0,1.0,4720.168039041987,2118854400.0,1.0,530.4235,13150,-4.798455e+22,5.528554e+32,50.0,[-0.051  1.065 -2.851 -1.819],True,,1,4710.187,472.2,23450602.0,0.054969847,3781.5322,50,1081.9506,-25491430.0,3921.0347924232483,-261.57028,1e-07,263,,4999.4316,5081428
1.0,-1.0,10.0,-242.29298,4663.052,,10.0,2819.9722,0.4189424,2179.5024,2228373.5,50.0,1.0,4663.0518377833,52542540000000.0,1.0,9647110.0,13200,-8.4090266e+21,1.6977949e+31,50.0,[-0.113  1.075 -2.853 -1.817],True,,1,2483.5496,466.72,22147670.0,0.19422005,62588210.0,50,635.3107,-24188532.0,3940.2370295524597,-242.29298,1e-07,264,,4999.4746,5104764
1.0,-1.0,10.0,-232.36974,3849.0784,,10.0,4789.6743,0.4189424,209.78342,3324.4321,50.0,1.0,3849.0783037161973,28840985000.0,1.0,13280.261,13250,-151415720000000.0,5502703500000000.0,50.0,[-0.187  1.155 -2.885 -1.765],True,,1,3639.295,385.7,15889394.0,0.117987506,92193.11,50,1036.3356,-17930234.0,3954.93190908432,-232.36974,1e-07,265,,4999.4575,5124049
1.0,-1.0,10.0,-233.90843,4469.5537,,10.0,4529.562,0.4189424,469.88303,376150.12,50.0,1.0,4469.553774996767,5876476000000.0,1.0,2248812.2,13300,-5.113808e+19,6.279035e+26,50.0,[-0.126  1.163 -2.88  -1.77 ],True,,1,3999.6707,447.4,21069048.0,0.094410084,16040657.0,50,1045.0548,-23109884.0,3971.3824229240417,-233.90843,1e-07,266,,4999.445,5146419
1.0,-1.0,10.0,-258.68378,4885.3647,,10.0,4999.476,0.4189424,,20.549194,50.0,1.0,4885.36451486398,513021120.0,1.0,74.75141,13350,-53389940000000.0,684390360000000.0,50.0,[-0.063  1.099 -2.878 -1.857],True,,1,4885.3647,488.66,24363186.0,0.05509917,472.607,50,704.55585,-26404052.0,3990.144026041031,-258.68378,1e-07,267,,4999.476,5170852
1.0,-1.0,10.0,-247.11497,4788.9863,,10.0,1689.8164,0.4189424,3309.6606,2215.5288,50.0,1.0,4788.986400754766,51352610000.0,1.0,8012.202,13400,-1.984449e+16,9.4551975e+19,50.0,[-0.113  1.129 -2.882 -1.835],True,,1,1479.3258,479.28,23100900.0,0.3235941,47674.68,50,408.05533,-25141766.0,4009.2328491210938,-247.11497,1e-07,268,,4999.477,5194816
1.0,-1.0,10.0,-246.35733,4164.9546,,10.0,2629.605,0.4189424,2369.8657,22761.887,50.0,1.0,4164.954574917128,365462060000.0,1.0,85247.78,13450,-7.275624e+16,1.270958e+21,50.0,[-0.169  1.114 -2.884 -1.856],True,,1,1795.0891,417.28,17913510.0,0.60558736,457922.12,50,752.771,-19954364.0,4028.4524223804474,-246.35733,1e-07,269,,4999.4707,5215680
1.0,-1.0,10.0,-237.17375,4509.154,,10.0,4999.5703,0.4189424,,521.34766,50.0,1.0,4509.153751098427,9982202000.0,1.0,1623.1282,13500,-654338400000000.0,1.0279028e+17,50.0,[-0.108  1.069 -2.892 -1.955],True,,1,4509.154,451.44,21050518.0,0.012701593,8705.818,50,847.37866,-23091456.0,4047.339998960495,-237.17375,1e-07,270,,4999.5703,5238252
1.0,-1.0,10.0,-218.27055,3936.0613,,10.0,4999.492,0.4189424,,107.255615,50.0,1.0,3936.0611849695742,1650119700.0,1.0,228.72461,13550,-45401715000.0,459595200.0,50.0,[-0.165  1.089 -2.894 -1.936],True,,1,3936.0613,394.42,16583658.0,0.023690628,1444.8444,50,1044.5479,-18624526.0,4063.4739413261414,-218.27055,1e-07,271,,4999.492,5257973
1.0,-1.0,10.0,-248.70195,4466.8687,,10.0,4989.5103,0.4189424,9.981918,2112.9246,50.0,1.0,4466.868657209444,26983950000.0,1.0,10596.154,13600,-238642100000000.0,1.3670474e+16,50.0,[-0.127  1.12  -2.896 -1.897],True,,1,4456.8867,447.26,20679590.0,0.14123842,75570.3,50,852.4522,-22720462.0,4079.2736217975616,-248.70195,1e-07,272,,4999.492,5280336
1.0,-1.0,10.0,-253.68759,4402.5977,,10.0,4999.51,0.4189424,,185.24765,50.0,1.0,4402.597629434842,4627635000.0,1.0,580.3035,13650,-425623500000000.0,4.34934e+16,50.0,[-0.079  1.147 -2.891 -1.867],True,,1,4402.5977,440.48,21654972.0,0.17381108,3130.7935,50,1507.351,-23695860.0,4097.5384130477905,-253.68759,1e-07,273,,4999.51,5302360
1.0,-1.0,10.0,-235.42412,4625.767,,10.0,4989.57,0.4189424,9.980761,29278.1,50.0,1.0,4625.766845615985,731076360000.0,1.0,179034.83,13700,-1.4919778e+17,5.344263e+21,50.0,[-0.025  1.177 -2.886 -1.863],True,,1,4615.786,462.76,22857250.0,0.0439651,1277083.0,50,1208.1106,-24898174.0,4113.549613714218,-235.42412,1e-07,274,,4999.551,5325498
1.0,-1.0,10.0,-236.49695,4868.5947,,10.0,4789.6445,0.4189424,209.88557,77.905304,50.0,1.0,4868.594747685724,1946574700.0,1.0,272.6358,13750,-1278485100000.0,391239140000.0,50.0,[ 0.006  1.085 -2.9   -1.94 ],True,,1,4658.709,486.98,24205454.0,0.19355737,1521.3169,50,708.68866,-26246364.0,4131.746668100357,-236.49695,1e-07,275,,4999.5303,5349847
1.0,-1.0,10.0,-232.84314,4899.104,,10.0,4999.5654,0.4189424,,86.63324,50.0,1.0,4899.1042420461,2164582400.0,1.0,182.57408,13800,-41179440000.0,365445250.0,50.0,[ 0.096  1.002 -2.898 -1.915],True,,1,4899.104,490.02,24491044.0,0.018313961,869.8146,50,699.8721,-26531982.0,4149.009180307388,-232.84314,1e-07,276,,4999.5654,5374348
1.0,-1.0,10.0,-242.05469,4699.905,,10.0,4829.7207,0.4189424,169.87085,158.24463,50.0,1.0,4699.905063392506,3811130000.0,1.0,628.8232,13850,-41024942000.0,332476830.0,50.0,[ 0.178  0.983 -2.901 -2.007],True,,1,4530.034,470.16,23222234.0,0.0039435457,4266.2476,50,1064.4839,-25263192.0,4167.197507143021,-242.05469,1e-07,277,,4999.592,5397856
1.0,-1.0,10.0,-241.34982,4903.4834,,10.0,4299.891,0.4189424,699.7186,340.50143,50.0,1.0,4903.483583662024,8508489700.0,1.0,871.2467,13900,-24011710000000.0,138320080000000.0,50.0,[ 0.097  1.013 -2.908 -1.917],True,,1,4203.7646,490.48,24409312.0,0.017224338,4100.182,50,604.2859,-26450288.0,4184.0899250507355,-241.34982,1e-07,278,,4999.61,5422380
1.0,-1.0,10.0,-242.63197,4266.056,,10.0,4849.611,0.4189424,149.87485,4910.58,50.0,1.0,4266.0565690474505,118628385000.0,1.0,27825.379,13950,-1.0739669e+21,2.7693113e+29,50.0,[ 0.157  1.122 -2.903 -1.907],True,,1,4116.1816,426.94,20535590.0,0.30976662,198300.78,50,1528.513,-22576456.0,4199.824144363403,-242.63197,1e-07,279,,4999.486,5443727
1.0,-1.0,10.0,-258.42236,4810.5156,,10.0,4989.5386,0.4189424,9.979209,7397.517,50.0,1.0,4810.515946084964,172367820000.0,1.0,33661.29,14000,-8.152479e+17,1.5957248e+23,50.0,[-0.073  1.031 -2.928 -1.884],True,,1,4800.537,481.28,23686148.0,0.016662844,187569.88,50,738.2995,-25727046.0,4218.960905313492,-258.42236,1e-07,280,,4999.5176,5467791
1.0,-1.0,10.0,-253.9132,4333.8447,,10.0,4989.621,0.4189424,9.980485,4934.1367,50.0,1.0,4333.844386910542,66598474000.0,1.0,17480.684,14050,-3.7533685e+16,3.3821315e+20,50.0,[-0.126  1.007 -2.934 -1.907],True,,1,4323.8643,433.96,19625148.0,0.17103285,116000.12,50,918.1188,-21666110.0,4235.43745136261,-253.9132,1e-07,281,,4999.6016,5489489
1.0,-1.0,10.0,-248.9037,4839.8345,,10.0,4999.598,0.4189424,,4554.6597,50.0,1.0,4839.834514685966,113757200000.0,1.0,29522.146,14100,-5.7117804e+18,7.8323815e+24,50.0,[-0.065  1.019 -2.936 -1.904],True,,1,4839.8345,484.16,23971632.0,0.037552588,210941.97,50,740.0238,-26012596.0,4253.348681926727,-248.9037,1e-07,282,,4999.598,5513697
1.0,-1.0,10.0,-246.25449,4288.241,,10.0,4989.6235,0.4189424,9.979781,1153042.8,50.0,1.0,4288.2413476805195,26289904000000.0,1.0,6278474.5,14150,-1.8557118e+23,8.267421e+33,50.0,[-0.119  0.994 -2.93  -1.923],True,,1,4278.2617,429.38,19371232.0,0.17354605,44427760.0,50,991.0698,-21412194.0,4268.731368780136,-246.25449,1e-07,283,,4999.6035,5535166
