LearnableVariance,TimestepsSoFar,DivergenceHarmonic,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,Epsilon,VarianceInitializer,MinIW,EpisodesSoFar,InitialReturnMean,InitialReturnStd,StdWReturnMean,WReturnMean,OptimizationReturnMean,Penalization,MaxIW,EpThisIter,InitialReturnMin,EpLenMean,TimeElapsed,EmpiricalD2Arithmetic,Bound,Weights,ESSRenyiHarmonic,InitialReturnMax,MinBehavPdf,EpRewMean,MeanEntropy,EmpiricalD2Harmonic,OptimizationReturnMin,StdIW,InitialBound,Iteration,ReturnStepMax,MeanD2-0,ReturnMeanIW,MeanIW,ESSRenyiArithmetic,MinTargetPdf
,18807781,2.2403388e+24,9.999999,0.9326172,1,1.0,-1.0,1.0079662,41900,4998.7036,0.2539461,,24987040.0,0.5161523,True,6229495.5,50,4998.1875,500.0,44024.79538154602,1.0,-3.0542124e+18,[ 0.01   1.275 -5.094 -4.895],50.0,4999.12,-249.1483,4998.703640006851,0.4189424,1.0,,1182818.6,-27027548.0,838,9.999999,1.0,6427655500000.0,257283.64,50.0,-249.1483
,18832781,2.5315967e+28,10.0,1.3178711,1,1.0,-1.0,0.019730331,41950,4998.667,0.2797113,,24986668.0,0.73248047,True,410587400.0,50,4997.934,500.0,44077.519297361374,1.0,-3.246848e+20,[ 0.067  1.33  -5.099 -4.798],50.0,4999.252,-255.91566,4998.666612429684,0.4189424,1.0,,57486976.0,-27027294.0,839,10.0,1.0,223980010000000.0,8964789.0,50.0,-255.91566
,18857348,1.7839382e+22,10.0,4339.8237,1,1.0,-1.0,0.059749383,42000,4912.0137,607.5143,,24496946.0,4252.5996,True,1772080.4,50,659.41345,491.34,44130.64792895317,1.0,-2.7255503e+17,[ 0.057  1.453 -5.098 -4.782],50.0,4999.2373,-239.65094,4912.013208256977,0.4189424,1.0,,265500.3,-26537564.0,840,10.0,1.0,1494125200000.0,59794.453,50.0,-239.65094
,18882348,482407900000.0,10.0,1.7241211,1,1.0,-1.0,0.09288684,42050,4998.6177,0.31380087,,24986176.0,1.0491406,True,11594.387,50,4997.5684,500.0,44190.4462018013,1.0,-1440285900000.0,[ 0.082  1.369 -5.094 -4.871],50.0,4999.2925,-242.72435,4998.617447356295,0.4189424,1.0,,2267.4995,-27026822.0,841,10.0,1.0,22930620000.0,917.8784,50.0,-242.72435
,18907348,1.8713611e+24,10.0,1.4819336,1,1.0,-1.0,0.60790193,42100,4998.7993,0.30636722,,24987992.0,0.8729785,True,6005674.5,50,4997.9263,500.0,44250.72480368614,1.0,-2.7917136e+18,[ 0.047  1.379 -5.107 -4.752],50.0,4999.408,-255.50726,4998.799240358753,0.4189424,1.0,,841197.3,-27028746.0,842,10.0,1.0,3389815500000.0,135642.4,50.0,-255.50726
,18930383,3.3033372e+22,10.0,4999.0947,1,1.0,-1.0,0.11021837,42150,4604.819,1335.5917,,22988164.0,4604.819,True,11685.679,50,,460.7,44294.8148522377,1.0,-3.7086304e+17,[ 0.115  1.293 -5.098 -4.81 ],50.0,4999.0947,-243.71928,4604.818967245595,0.4189424,1.0,,1824.3492,-25028654.0,843,10.0,1.0,16292211000.0,652.28796,50.0,-243.71928
,18955383,1547924600000000.0,10.0,1.2919922,1,1.0,-1.0,0.01252033,42200,4998.786,0.2603673,,24987866.0,0.767959,True,303.0777,50,4998.0186,500.0,44350.233756780624,1.0,-80288170000000.0,[ 0.018  1.368 -5.109 -4.829],50.0,4999.3105,-243.16988,4998.786530178946,0.4189424,1.0,,52.693596,-27028542.0,844,10.0,1.0,373437470.0,14.946315,50.0,-243.16988
,18979584,7610237000000000.0,9.999999,4999.4487,1,1.0,-1.0,0.04127745,42250,4838.345,754.9625,,23979550.0,4838.345,True,1496.7257,50,,484.02,44405.742502212524,1.0,-178033240000000.0,[-0.041  1.346 -5.11  -4.832],50.0,4999.4487,-247.60654,4838.345015975348,0.4189424,1.0,,248.22412,-26020342.0,845,9.999999,1.0,1399072300.0,80.85953,50.0,-247.60654
,19004584,2.521076e+18,9.999999,1.152832,1,1.0,-1.0,0.032437626,42300,4998.833,0.27475843,,24988332.0,0.6982715,True,1396.2092,50,4998.135,500.0,44462.43653321266,1.0,-3240139400000000.0,[-0.007  1.383 -5.108 -4.794],50.0,4999.2876,-249.67575,4998.833018589535,0.4189424,1.0,,194.97739,-27028986.0,846,9.999999,1.0,994571000.0,39.80174,50.0,-249.67575
,19029017,4.5061606e+19,10.0,4999.3896,1,1.0,-1.0,0.046545647,42350,4884.985,702.3513,,24356374.0,4884.985,True,179949.83,50,,488.66,44513.04193711281,1.0,-1.3699388e+16,[-0.068  1.397 -5.113 -4.8  ],50.0,4999.3896,-240.94312,4884.984798585175,0.4189424,1.0,,31366.918,-26397118.0,847,10.0,1.0,299580100000.0,12070.949,50.0,-240.94312
,19053698,2760139800.0,9.999999,1250.8735,1,1.0,-1.0,0.07074226,42400,4933.9717,234.08337,,24398870.0,1185.6298,True,105.07702,50,3748.3418,493.62,44564.26202869415,1.0,-107337744000.0,[-0.057  1.333 -5.138 -4.904],50.0,4999.2153,-247.63895,4933.971591322261,0.4189424,1.0,,15.2182,-26439466.0,848,9.999999,1.0,130631040.0,5.6652656,50.0,-247.63895
,19078199,4.5901383e+23,10.0,4999.177,1,1.0,-1.0,0.19095238,42450,4898.801,699.82874,,24488008.0,4898.801,True,110738.76,50,,490.02,44621.2873044014,1.0,-1.3824972e+18,[-0.027  1.331 -5.137 -4.913],50.0,4999.177,-254.73732,4898.800736869685,0.4189424,1.0,,15620.446,-26528560.0,849,10.0,1.0,65845723000.0,2635.0254,50.0,-254.73732
,19103199,193731550000000.0,10.0,0.7792969,1,1.0,-1.0,0.052109566,42500,4998.819,0.19770253,,24988192.0,0.44307616,True,58782.406,50,4998.376,500.0,44679.506826877594,1.0,-28459980000000.0,[ 0.024  1.347 -5.14  -4.881],50.0,4999.1553,-245.71121,4998.819075604711,0.4189424,1.0,,9217.939,-27028740.0,850,10.0,1.0,58053685000.0,2323.3882,50.0,-245.71121
,19127700,1.0400792e+36,10.0,4999.3794,1,1.0,-1.0,0.26595387,42550,4898.9697,699.85284,,24489698.0,4898.9697,True,285640740.0,50,,490.02,44735.119621276855,1.0,-2.0812285e+24,[-0.023  1.379 -5.154 -4.77 ],50.0,4999.3794,-239.17041,4898.969718031691,0.4189424,1.0,,39989690.0,-26530424.0,851,10.0,1.0,142761100000000.0,5712886.0,50.0,-239.17041
,19152700,1.0550772e+21,9.999999,1.5380859,1,1.0,-1.0,0.06789321,42600,4998.8857,0.28718102,,24988860.0,1.0978417,True,13632.789,50,4997.788,500.0,44790.30346655846,1.0,-6.628565e+16,[ 0.037  1.392 -5.162 -4.765],50.0,4999.326,-246.98228,4998.885962645894,0.4189424,1.0,,2038.2225,-27029558.0,852,9.999999,1.0,13384431000.0,535.6106,50.0,-246.98228
,19177700,9.619674e+16,9.999999,1.2880859,1,1.0,-1.0,0.0116666695,42650,4998.7363,0.30868793,,24987364.0,0.7025781,True,1607305.2,50,4998.0337,500.0,44847.5341925621,1.0,-633758600000000.0,[ 0.151  1.358 -5.141 -4.731],50.0,4999.322,-242.12753,4998.736273640884,0.4189424,1.0,,224925.61,-27028064.0,853,9.999999,1.0,827115770000.0,33110.58,50.0,-242.12753
,19202700,1.1810413e+24,10.0,1.2329102,1,1.0,-1.0,1.4302498,42700,4998.917,0.214637,,24989176.0,0.74996096,True,6042258.0,50,4998.1675,500.0,44896.350439071655,1.0,-2.2178053e+18,[ 0.044  1.408 -5.15  -4.69 ],50.0,4999.4004,-240.56514,4998.917438640868,0.4189424,1.0,,845143.7,-27029928.0,854,10.0,1.0,3257903000000.0,130373.19,50.0,-240.56514
,19227700,3.7714326e+19,10.0,0.82128906,1,1.0,-1.0,0.05452709,42750,4999.045,0.21629679,,24990450.0,0.42637694,True,703123.1,50,4998.6187,500.0,44946.65437221527,1.0,-1.2533545e+16,[ 0.023  1.516 -5.122 -4.636],50.0,4999.44,-249.37877,4999.045008836444,0.4189424,1.0,,105299.39,-27031238.0,855,10.0,1.0,681382100000.0,27268.285,50.0,-249.37877
,19252700,4497456000000000.0,10.0,0.5961914,1,1.0,-1.0,0.088934,42800,4999.219,0.13317245,,24992190.0,0.3108301,True,5027279.0,50,4998.908,500.0,44996.88794851303,1.0,-139397770000000.0,[ 0.018  1.602 -5.105 -4.548],50.0,4999.5044,-238.0425,4999.219026240406,0.4189424,1.0,,703707.5,-27033034.0,856,10.0,1.0,2532978200000.0,101360.25,50.0,-238.0425
,19276703,598901800000.0,10.0,4999.4775,1,1.0,-1.0,0.059130825,42850,4799.523,978.6805,,23993240.0,4799.523,True,38629.348,50,,480.06,45046.665177345276,1.0,-1600887300000.0,[-0.037  1.673 -5.119 -4.462],50.0,4999.4775,-238.28886,4799.523305441273,0.4189424,1.0,,5398.1553,-26034074.0,857,10.0,1.0,21526370000.0,861.32666,50.0,-238.28886
,19300705,3869378800.0,10.0,4999.516,1,1.0,-1.0,0.08744838,42900,4799.2925,979.6515,,23992922.0,4799.2925,True,405.49008,50,,480.04,45092.16846036911,1.0,-127674050000.0,[-0.031  1.554 -5.153 -4.483],50.0,4999.516,-249.29907,4799.29236553137,0.4189424,1.0,,62.437378,-26033772.0,858,10.0,1.0,724555840.0,29.034674,50.0,-249.29907
,19325691,2052434300000000.0,10.0,150.17236,1,1.0,-1.0,0.06943752,42950,4996.24,20.991724,,24962856.0,146.93839,True,4251.95,50,4849.302,499.72,45136.93010401726,1.0,-92465670000000.0,[-0.059  1.439 -5.179 -4.455],50.0,4999.474,-241.44453,4996.240126400409,0.4189424,1.0,,856.2529,-27003676.0,859,10.0,1.0,9125096000.0,366.60068,50.0,-241.44453
,19350192,1.2139168e+18,10.0,4999.5044,1,1.0,-1.0,0.3723977,43000,4899.22,699.88855,,24492200.0,4899.22,True,6249680.0,50,,490.02,45178.99941802025,1.0,-2251755000000000.0,[-0.021  1.319 -5.182 -4.456],50.0,4999.5044,-239.99037,4899.220076001017,0.4189424,1.0,,874529.44,-26533052.0,860,10.0,1.0,3204070800000.0,128202.53,50.0,-239.99037
,19375192,1.6249693e+20,9.999999,0.57421875,1,1.0,-1.0,0.07311047,43050,4999.0903,0.15068102,,24990906.0,0.3130957,True,601137.9,50,4998.7773,500.0,45225.33844089508,1.0,-2.6014237e+16,[-0.044  1.244 -5.205 -4.551],50.0,4999.3516,-242.64928,4999.090436687447,0.4189424,1.0,,85786.91,-27031614.0,861,9.999999,1.0,405113470000.0,16211.202,50.0,-242.64928
,19399195,3.199055e+35,10.0,4999.3643,1,1.0,-1.0,0.00081035186,43100,4799.275,978.6298,,23990754.0,4799.275,True,357334660.0,50,,480.06,45274.37067556381,1.0,-1.1542364e+24,[ 0.017  1.252 -5.204 -4.56 ],50.0,4999.3643,-235.43536,4799.274853649676,0.4189424,1.0,,63716036.0,-26031474.0,862,10.0,1.0,340584200000000.0,13629204.0,50.0,-235.43536
,19422700,1.9233097e+17,9.999999,4999.384,1,1.0,-1.0,0.012669074,43150,4699.4614,1185.6178,,23490628.0,4699.4614,True,29805.842,50,,470.1,45320.62205505371,1.0,-895017100000000.0,[ 0.122  1.291 -5.204 -4.505],50.0,4999.384,-267.38727,4699.461395649424,0.4189424,1.0,,4551.0317,-25531368.0,863,9.999999,1.0,39925950000.0,1597.9219,50.0,-267.38727
,19447202,2.190176e+19,10.0,4989.487,1,1.0,-1.0,0.048795797,43200,4899.409,698.48987,,24492094.0,4889.4287,True,998577.44,50,9.979869,490.04,45363.40190529823,1.0,-9551361000000000.0,[ 0.043  1.361 -5.224 -4.441],50.0,4999.467,-253.35461,4899.409011168631,0.4189424,1.0,,139691.16,-26532904.0,864,10.0,1.0,528178220000.0,21133.783,50.0,-253.35461
,19472202,2.8803132e+24,10.0,1.2363281,1,1.0,-1.0,0.08556615,43250,4999.0337,0.20259534,,24990338.0,0.883291,True,1374171.9,50,4998.1504,500.0,45398.8426361084,1.0,-3.463441e+18,[ 0.161  1.32  -5.219 -4.431],50.0,4999.3867,-249.2897,4999.033670426756,0.4189424,1.0,,192172.55,-27031090.0,865,10.0,1.0,741688340000.0,29688.625,50.0,-249.2897
,19495706,1.098687e+22,10.0,4999.253,1,1.0,-1.0,0.06925975,43300,4699.163,1186.383,,23489640.0,4699.163,True,354319.4,50,,470.08,45442.36771273613,1.0,-2.1389585e+17,[ 0.192  1.206 -5.213 -4.471],50.0,4999.253,-242.94627,4699.163374857264,0.4189424,1.0,,55458.434,-25530278.0,866,10.0,1.0,379704930000.0,15194.293,50.0,-242.94627
,19519708,4.2566153e+24,9.999999,4999.329,1,1.0,-1.0,1.0033438,43350,4798.9937,979.5906,,23989940.0,4798.9937,True,2910187.5,50,,480.04,45484.94288063049,1.0,-4.2102725e+18,[ 0.236  1.269 -5.199 -4.374],50.0,4999.329,-241.38817,4798.993868913395,0.4189424,1.0,,406787.03,-26030642.0,867,9.999999,1.0,1659858200000.0,66418.83,50.0,-241.38817
,19543246,324691740000000.0,9.999998,4999.2046,1,1.0,-1.0,0.15589836,43400,4705.7793,1160.1473,,23490302.0,4705.7793,True,241720.73,50,,470.76,45524.726155519485,1.0,-36909854000000.0,[ 0.228  1.165 -5.202 -4.443],50.0,4999.2046,-232.03075,4705.779464153857,0.4189424,1.0,,33796.79,-25530902.0,868,9.999998,1.0,140009050000.0,5603.244,50.0,-232.03075
,19567748,1569761000000000.0,9.999999,4989.182,1,1.0,-1.0,0.14425723,43450,4898.8735,698.4133,,24486744.0,4888.893,True,9361.096,50,9.98093,490.04,45564.30755496025,1.0,-80869000000000.0,[ 0.205  1.137 -5.2   -4.562],50.0,4999.163,-253.92873,4898.873808943194,0.4189424,1.0,,1835.2875,-26527304.0,869,9.999999,1.0,21656263000.0,866.79553,50.0,-253.92873
,19592748,8.660793e+19,10.0,0.85253906,1,1.0,-1.0,0.32340652,43500,4998.944,0.21611166,,24989442.0,0.43735352,True,165497890.0,50,4998.507,500.0,45610.027772426605,1.0,-1.9076331e+16,[ 0.144  1.173 -5.217 -4.46 ],50.0,4999.3594,-263.79422,4998.944202899009,0.4189424,1.0,,23160390.0,-27030168.0,870,10.0,1.0,84714370000000.0,3390577.2,50.0,-263.79422
,19617249,4.8790148e+17,10.0,4999.3916,1,1.0,-1.0,0.81612635,43550,4899.143,699.8776,,24491430.0,4899.143,True,3532.3135,50,,490.02,45653.289415836334,1.0,-1425464000000000.0,[ 0.126  1.247 -5.226 -4.362],50.0,4999.3916,-256.61725,4899.14311258325,0.4189424,1.0,,543.5166,-26532194.0,871,10.0,1.0,4781790000.0,191.36383,50.0,-256.61725
,19642249,1.1607763e+17,10.0,0.64697266,1,1.0,-1.0,0.06300209,43600,4999.2163,0.15285718,,24992160.0,0.34804687,True,1911345.2,50,4998.868,500.0,45690.26874566078,1.0,-696528200000000.0,[ 0.032  1.29  -5.219 -4.292],50.0,4999.515,-239.90747,4999.216177468954,0.4189424,1.0,,269996.72,-27033020.0,872,10.0,1.0,1208675300000.0,48368.04,50.0,-239.90747
,19667249,1.899037e+27,10.0,0.47802734,1,1.0,-1.0,0.19368736,43650,4999.3296,0.1063607,,24993296.0,0.2828711,True,59571.59,50,4999.047,500.0,45734.11574316025,1.0,-8.89362e+19,[ 0.016  1.375 -5.199 -4.205],50.0,4999.525,-245.60936,4999.329723682096,0.4189424,1.0,,8367.866,-27034164.0,873,10.0,1.0,40055665000.0,1602.6697,50.0,-245.60936
,19692249,4.2798597e+17,10.0,0.52246094,1,1.0,-1.0,0.044891104,43700,4999.3276,0.102974474,,24993278.0,0.3395508,True,78174.055,50,4998.9883,500.0,45780.49350643158,1.0,-1335216700000000.0,[-0.053  1.297 -5.206 -4.274],50.0,4999.5107,-261.90204,4999.327827773994,0.4189424,1.0,,11288.929,-27034138.0,874,10.0,1.0,84949475000.0,3398.794,50.0,-261.90204
,19715653,9.547506e+21,10.0,4999.4546,1,1.0,-1.0,0.24895768,43750,4679.2495,1189.774,,23310936.0,4679.2495,True,8240.994,50,,468.08,45820.84094834328,1.0,-1.9940892e+17,[-0.029  1.226 -5.207 -4.374],50.0,4999.4546,-268.0789,4679.249393787624,0.4189424,1.0,,1202.8395,-25351734.0,875,10.0,1.0,6149369000.0,246.24844,50.0,-268.0789
,19739926,2.2174036e+33,10.0,1640.0676,1,1.0,-1.0,0.107160345,43800,4851.869,388.63394,,23691672.0,1492.4906,True,413365920.0,50,3359.3787,485.46,45864.265919685364,1.0,-9.609938e+22,[-0.083  1.219 -5.215 -4.345],50.0,4999.4463,-264.9467,4851.8693068158655,0.4189424,1.0,,64080290.0,-25732470.0,876,10.0,1.0,272146810000000.0,12512385.0,50.0,-264.9467
,19764427,3150716600000.0,10.0,4999.463,1,1.0,-1.0,0.06383429,43850,4899.256,699.8937,,24492554.0,4899.256,True,190.84564,50,,490.02,45901.08488059044,1.0,-3622753800000.0,[-0.021  1.223 -5.214 -4.353],50.0,4999.463,-237.48303,4899.255611449198,0.4189424,1.0,,27.172129,-26533366.0,877,10.0,1.0,275784830.0,11.055238,50.0,-237.48303
,19789367,98879590.0,10.0,610.2246,1,1.0,-1.0,0.060948294,43900,4987.074,85.404175,,24878198.0,597.8286,True,201.88713,50,4389.245,498.8,45946.238871097565,1.0,-20863961000.0,[-0.062  1.258 -5.22  -4.322],50.0,4999.4697,-248.14484,4987.07368400162,0.4189424,1.0,,45.51895,-26919016.0,878,10.0,1.0,570526340.0,22.827776,50.0,-248.14484
,19812576,1.7177427e+33,10.0,4999.4434,1,1.0,-1.0,0.80965173,43950,4638.098,875.7845,,22278952.0,4638.098,True,899637.56,50,,464.18,45977.11572790146,1.0,-8.458176e+22,[-0.086  1.221 -5.223 -4.366],50.0,4999.4434,-244.52237,4638.098015545758,0.4189424,1.0,,180541.52,-24319748.0,879,10.0,1.0,1098005500000.0,53018.23,50.0,-244.52237
,19833205,7.1523134e+22,10.0,4999.46,1,1.0,-1.0,0.064647876,44000,4118.439,1016.97284,,17995770.0,4118.439,True,30398.348,50,,412.58,46014.342428445816,1.0,-5.4578785e+17,[-0.147  1.212 -5.223 -4.375],50.0,4999.46,-242.51744,4118.438699437307,0.4189424,1.0,,5739.5664,-20036574.0,880,10.0,1.0,34777930000.0,1855.4794,50.0,-242.51744
,19857105,3.221234e+26,10.0,1929.9819,1,1.0,-1.0,0.056936756,44050,4775.6763,410.3623,,22975478.0,1706.237,True,10902452.0,50,3069.439,478.0,46047.184878349304,1.0,-3.6627307e+19,[-0.086  1.212 -5.225 -4.389],50.0,4999.421,-237.68231,4775.67605438272,0.4189424,1.0,,1526176.8,-25016258.0,881,10.0,1.0,4265203500000.0,219227.62,50.0,-237.68231
,19875617,1.0516038e+22,10.0,4999.42,1,1.0,-1.0,0.14404608,44100,3694.6582,1203.0955,,15097938.0,3694.6582,True,514910.66,50,,370.24,46077.22955465317,1.0,-2.0927644e+17,[-0.139  1.206 -5.225 -4.357],50.0,4999.42,-251.71674,3694.658245359213,0.4189424,1.0,,110810.72,-17138700.0,882,10.0,1.0,312849560000.0,41174.977,50.0,-251.71674
,19899939,104147950.0,10.0,1740.1709,1,1.0,-1.0,0.068806805,44150,4861.881,389.26434,,23789412.0,1602.5977,True,59.51222,50,3259.2832,486.44,46112.680235147476,1.0,-21029333000.0,[-0.077  1.211 -5.227 -4.358],50.0,4999.454,-235.27626,4861.880980995516,0.4189424,1.0,,13.474951,-25830214.0,883,10.0,1.0,202417540.0,8.240147,50.0,-235.27626
,19920624,2.1480549e+23,10.0,4989.482,1,1.0,-1.0,0.38275594,44200,4130.5786,1054.6053,,18173870.0,4120.5986,True,4185860.5,50,9.979834,413.7,46147.48259806633,1.0,-9.4585735e+17,[-0.108  1.21  -5.225 -4.363],50.0,4999.462,-229.28036,4130.578733501156,0.4189424,1.0,,797288.94,-20214680.0,884,10.0,1.0,4467525700000.0,198048.27,50.0,-229.28036
,19940647,5.2985263e+17,10.0,4999.51,1,1.0,-1.0,0.07881279,44250,3997.2754,1066.815,,17116306.0,3997.2754,True,43198.17,50,,400.46,46188.03757381439,1.0,-1485579100000000.0,[-0.156  1.305 -5.219 -4.296],50.0,4999.51,-237.73889,3997.2755104155226,0.4189424,1.0,,6750.9346,-19157164.0,885,10.0,1.0,30892603000.0,1819.4979,50.0,-237.73889
,19963774,1.1935917e+26,10.0,2629.969,1,1.0,-1.0,1.020813,44300,4621.1914,603.64526,,21719798.0,2251.6565,True,23052334.0,50,2369.535,462.54,46227.415544748306,1.0,-2.229648e+19,[-0.108  1.336 -5.218 -4.27 ],50.0,4999.504,-233.97447,4621.191428623886,0.4189424,1.0,,3226274.5,-23760654.0,886,10.0,1.0,11695206000000.0,469320.7,50.0,-233.97447
,19982425,1.3836882e+20,10.0,4999.5093,1,1.0,-1.0,0.015533375,44350,3722.4912,1187.1207,,15266195.0,3722.4912,True,78861.75,50,,373.02,46258.920587062836,1.0,-2.4006505e+16,[-0.165  1.314 -5.217 -4.285],50.0,4999.5093,-231.71924,3722.4910788609704,0.4189424,1.0,,11239.644,-17307046.0,887,10.0,1.0,39418730000.0,2967.2659,50.0,-231.71924
,20006380,6.974414e+28,10.0,1309.9595,1,1.0,-1.0,0.13031362,44400,4786.9775,380.43213,,23059880.0,1097.4198,True,1499682.8,50,3689.5576,479.1,46300.939411878586,1.0,-5.389697e+20,[-0.105  1.33  -5.217 -4.277],50.0,4999.517,-239.8212,4786.977315677929,0.4189424,1.0,,209722.11,-25100736.0,888,10.0,1.0,803030960000.0,35328.727,50.0,-239.8212
,20025274,3.306395e+20,10.0,4999.4814,1,1.0,-1.0,0.28450954,44450,3770.7034,1033.1903,,15285685.0,3770.7034,True,111653.28,50,,377.88,46327.33807396889,1.0,-3.7109273e+16,[-0.164  1.315 -5.217 -4.262],50.0,4999.4814,-224.26868,3770.7033363074174,0.4189424,1.0,,22406.107,-17326514.0,889,10.0,1.0,68407116000.0,6689.8174,50.0,-224.26868
,20048421,6.969412e+30,10.0,4999.539,1,1.0,-1.0,0.09233009,44500,4625.984,877.59314,,22169892.0,4625.984,True,1264826.5,50,,462.94,46362.616803884506,1.0,-5.387811e+21,[-0.102  1.305 -5.212 -4.264],50.0,4999.539,-254.45113,4625.983576922358,0.4189424,1.0,,213798.34,-24210768.0,890,10.0,1.0,1136563800000.0,59849.754,50.0,-254.45113
,20072923,2.9989723e+20,10.0,4989.5293,1,1.0,-1.0,0.111011654,44550,4899.4995,698.50256,,24493000.0,4889.5176,True,91690.86,50,9.981623,490.04,46397.801963567734,1.0,-3.5342493e+16,[-0.045  1.307 -5.224 -4.285],50.0,4999.5107,-232.54025,4899.499447772106,0.4189424,1.0,,18218.555,-26533862.0,891,10.0,1.0,127385100000.0,5096.8877,50.0,-232.54025
,20096428,1.3816618e+25,10.0,4999.493,1,1.0,-1.0,0.12725607,44600,4699.705,1185.6793,,23493062.0,4699.705,True,1271716.0,50,,470.1,46432.300746679306,1.0,-7.5859035e+18,[ 0.016  1.316 -5.221 -4.297],50.0,4999.493,-253.70023,4699.705204221513,0.4189424,1.0,,178770.42,-25533898.0,892,10.0,1.0,827961050000.0,33127.08,50.0,-253.70023
,20119434,1466747400.0,10.0,4999.4893,1,1.0,-1.0,0.14658262,44650,4599.7314,1354.9161,,22993328.0,4599.7314,True,23750.24,50,,460.12,46463.24377679825,1.0,-90972460000.0,[ 0.07   1.379 -5.223 -4.203],50.0,4999.4893,-250.39896,4599.7314723058125,0.4189424,1.0,,3322.2432,-25034162.0,893,10.0,1.0,12812692000.0,512.789,50.0,-250.39896
,20144434,63179750000.0,10.0,0.62841797,1,1.0,-1.0,0.12492809,44700,4999.203,0.16178243,,24992030.0,0.39003906,True,89253.055,50,4998.813,500.0,46496.997817993164,1.0,-558617460000.0,[ 0.127  1.397 -5.225 -4.313],50.0,4999.4414,-240.77873,4999.202988381239,0.4189424,1.0,,12490.763,-27032832.0,894,10.0,1.0,45654210000.0,1827.0289,50.0,-240.77873
,20169434,2.3239775e+25,10.0,0.7216797,1,1.0,-1.0,0.034852568,44750,4999.1753,0.17364946,,24991756.0,0.474375,True,589816.7,50,4998.701,500.0,46533.837804317474,1.0,-9.838074e+18,[ 0.245  1.44  -5.225 -4.319],50.0,4999.423,-253.12335,4999.175598807678,0.4189424,1.0,,83025.875,-27032540.0,895,10.0,1.0,482252320000.0,19298.783,50.0,-253.12335
,20193436,8336063000000000.0,10.0,4999.4473,1,1.0,-1.0,0.073007904,44800,4799.228,979.63824,,23992278.0,4799.228,True,172839.66,50,,480.04,46571.974021196365,1.0,-186422450000000.0,[ 0.055  1.47  -5.254 -4.476],50.0,4999.4473,-243.69695,4799.227874985342,0.4189424,1.0,,24159.24,-26033072.0,896,10.0,1.0,94149430000.0,3766.944,50.0,-243.69695
,20217438,209953940.0,9.999999,4999.366,1,1.0,-1.0,0.09565714,44850,4799.1445,979.62115,,23991438.0,4799.1445,True,409.19455,50,,480.04,46613.47444701195,1.0,-30028263000.0,[-0.009  1.418 -5.265 -4.57 ],50.0,4999.366,-248.88445,4799.143765321687,0.4189424,1.0,,60.546303,-26032172.0,897,9.999999,1.0,458606560.0,18.389341,50.0,-248.88445
,20241939,8.2730434e+32,10.0,4999.436,1,1.0,-1.0,0.3209387,44900,4899.1313,699.876,,24491316.0,4899.1313,True,62223.168,50,,490.02,46657.905285835266,1.0,-5.869878e+22,[ 0.041  1.452 -5.255 -4.557],50.0,4999.436,-276.69043,4899.131467136287,0.4189424,1.0,,9082.72,-26532094.0,898,10.0,1.0,42330386000.0,1693.9564,50.0,-276.69043
,20266342,1.2565237e+28,10.0,4989.404,1,1.0,-1.0,0.0775554,44950,4878.7915,700.6101,,24293460.0,4868.811,True,164973460.0,50,9.980613,488.06,46701.183029174805,1.0,-2.2875633e+20,[-0.071  1.468 -5.259 -4.61 ],50.0,4999.3843,-252.45557,4878.791281944661,0.4189424,1.0,,32245520.0,-26334204.0,899,10.0,1.0,176652560000000.0,7620198.0,50.0,-252.45557
,20291342,6.442408e+16,10.0,0.7729492,1,1.0,-1.0,0.026727285,45000,4999.1294,0.15465407,,24991298.0,0.49700195,True,179.52925,50,4998.633,500.0,46751.475494623184,1.0,-517982950000000.0,[-0.01   1.456 -5.259 -4.616],50.0,4999.406,-237.62787,4999.129749797413,0.4189424,1.0,,27.293262,-27032060.0,900,10.0,1.0,246208580.0,9.852081,50.0,-237.62787
,20316066,1.6476589e+17,10.0,1200.3623,1,1.0,-1.0,1.056017,45050,4943.0127,211.1341,,24477948.0,1143.8942,True,2160359.0,50,3799.1182,494.48,46803.87504529953,1.0,-829989140000000.0,[-0.07   1.467 -5.26  -4.602],50.0,4999.4805,-265.1848,4943.012370637513,0.4189424,1.0,,314723.9,-26518782.0,901,10.0,1.0,1593617800000.0,63824.004,50.0,-265.1848
,20340158,429159400000.0,10.0,4989.3955,1,1.0,-1.0,0.12692252,45100,4816.175,735.7156,,23736812.0,4806.195,True,10392.189,50,9.97942,481.84,46850.32596349716,1.0,-1344445100000.0,[-0.068  1.37  -5.272 -4.68 ],50.0,4999.375,-238.99979,4816.174389950322,0.4189424,1.0,,1546.1697,-25777546.0,902,10.0,1.0,7556863500.0,303.21765,50.0,-238.99979
,20363582,2.336965e+27,10.0,2260.279,1,1.0,-1.0,0.12581572,45150,4680.543,611.6518,,22281598.0,1941.4606,True,2562907.5,50,2739.0823,468.48,46900.97755908966,1.0,-9.865283e+19,[-0.099  1.316 -5.279 -4.676],50.0,4999.3613,-253.2601,4680.542754677926,0.4189424,1.0,,490213.2,-24322316.0,903,10.0,1.0,1557571000000.0,128806.44,50.0,-253.2601
