Iteration,InitialReturnMean,OptimizationReturnMin,WReturnMean,InitialReturnMin,ReturnStepMax,ReturnMeanIW,EpRewMean,EmpiricalD2Arithmetic,TimestepsSoFar,InitialBound,OptimizationReturnMean,InitialReturnStd,MeanIW,ESSRenyiHarmonic,MinTargetPdf,MeanD2-0,VarianceInitializer,InitialReturnMax,MeanEntropy,StdWReturnMean,StdIW,Bound,ESSRenyiArithmetic,TimeElapsed,EpLenMean,Penalization,DivergenceHarmonic,Weights,MinBehavPdf,EpisodesSoFar,LearnableVariance,MinIW,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,EpThisIter,Epsilon,EmpiricalD2Harmonic,MaxIW
739,4899.612,,24496118.0,,10.0,1617496700.0,4899.611792889792,1.0,16005276,-26537184.0,4899.612,699.9446,64.73037,50.0,-256.58752,1.0,-1.0,4999.7324,0.4189424,,300.27042,-141981220000000.0,50.0,38628.80093407631,490.02,True,4839006000000000.0,[-0.05   1.197 -4.782 -3.016],-256.58752,36950,,0.11690153,10.0,4999.7324,1,50,1.0,1.0,2114.461
740,4799.613,,23996126.0,,10.0,11104876000.0,4799.612657684541,1.0,16029278,-26037156.0,4799.613,979.71686,444.30078,50.0,-238.80888,1.0,-1.0,4999.69,0.4189424,,1781.2457,-211510870000.0,50.0,38664.88652038574,480.04,True,9641404000.0,[ 1.882e-03  1.176e+00 -4.781e+00 -3.044e+00],-238.80888,37000,,0.1884457,10.0,4999.69,1,50,1.0,1.0,12475.838
741,4899.575,,24495750.0,,10.0,5902216500000000.0,4899.574933246216,1.0,16053779,-26536758.0,4899.575,699.9393,236132350.0,50.0,-252.72278,1.0,-1.0,4999.661,0.4189424,,1652924800.0,-1.1462177e+20,50.0,38705.597274541855,490.02,True,3.153686e+27,[ 0.026  1.098 -4.8   -3.136],-252.72278,37050,,0.040434625,10.0,4999.661,1,50,1.0,1.0,11806606000.0
742,4899.551,,24495506.0,,10.0,19309849000.0,4899.550627541335,1.0,16078280,-26536512.0,4899.551,699.93585,772.57935,50.0,-247.55412,1.0,-1.0,4999.664,0.4189424,,2944.1567,-757744800000.0,50.0,38744.98916602135,490.02,True,130903876000.0,[ 0.113  1.018 -4.77  -3.163],-247.55412,37100,,0.03560185,10.0,4999.664,1,50,1.0,1.0,20070.02
743,4899.7637,,24495646.0,9.980831,10.0,61039362000000.0,4899.764149370646,1.0,16102782,-26536638.0,4889.7827,698.54047,2441951.2,50.0,-249.20634,1.0,-1.0,4999.6426,0.4189424,,10392748.0,-1.29541675e+23,50.0,38780.13496685028,490.04,True,4.0286026e+33,[ 0.117  1.11  -4.765 -3.079],-249.20634,37150,,1.0913814,10.0,4989.6616,1,50,1.0,1.0,57789310.0
744,4699.875,,23494760.0,,10.0,29140156000.0,4699.874746800055,1.0,16126287,-25535732.0,4699.875,1185.7222,1165.9436,50.0,-259.40848,1.0,-1.0,4999.625,0.4189424,,3474.8584,-15159258000000.0,50.0,38820.18645691872,470.1,True,54957403000000.0,[ 0.287  1.006 -4.754 -3.228],-259.40848,37200,,0.1820524,10.0,4999.625,1,50,1.0,1.0,20282.443
745,4899.3853,,24493852.0,,10.0,1570061300000.0,4899.385134953653,1.0,16150788,-26534796.0,4899.3853,699.91223,62816.45,50.0,-236.39288,1.0,-1.0,4999.59,0.4189424,,277507.75,-3.3413853e+18,50.0,38861.47479557991,490.02,True,2.6804422e+24,[ 0.272  0.916 -4.745 -3.314],-236.39288,37250,,0.26191056,10.0,4999.59,1,50,1.0,1.0,1511444.9
746,4999.1914,,24991916.0,4998.476,10.0,41700094000.0,4999.191597200224,1.0,16175788,-27032756.0,0.71558595,0.23458101,1668.5798,50.0,-246.19376,1.0,-1.0,4999.463,0.4189424,,6274.7456,-6.7643343e+17,50.0,38908.383662223816,500.0,True,1.0986211e+23,[ 0.505  0.99  -4.7   -3.289],-246.19376,37300,,0.08105444,10.0,0.9868164,1,50,1.0,1.0,33162.656
747,4206.6816,,19865456.0,239.7865,10.0,16765499000.0,4206.681377246126,1.0,16196841,-21906334.0,3966.8943,1472.8503,1149.1796,50.0,-238.26262,1.0,-1.0,4999.5156,0.4189424,,4694.6377,-616596300000000.0,50.0,38944.74995446205,421.06,True,9.127623e+16,[ 0.743  1.043 -4.646 -3.296],-238.26262,37350,,0.20191377,10.0,4759.729,1,50,1.0,1.0,26676.232
748,4809.3467,,23996752.0,,10.0,11788934000000.0,4809.346900719414,1.0,16220894,-26037666.0,4809.3467,931.0933,471948.72,50.0,-237.11862,1.0,-1.0,4999.5537,0.4189424,,3252090.2,-4.4882993e+19,50.0,38985.405911684036,481.06,True,4.8364825e+26,[ 0.674  1.145 -4.67  -3.3  ],-237.11862,37400,,0.23438853,10.0,4999.5537,1,50,1.0,1.0,23235972.0
749,4998.851,,24988514.0,4997.001,10.0,92616500000.0,4998.851152537717,1.0,16245894,-27029400.0,1.8501953,0.44426695,3706.944,50.0,-251.84793,1.0,-1.0,4999.5195,0.4189424,,18684.232,-1.8762968e+17,50.0,39028.20566678047,500.0,True,8.452415e+21,[ 0.651  1.038 -4.687 -3.357],-251.84793,37450,,0.11912719,10.0,2.5185547,1,50,1.0,1.0,132540.98
750,4830.9883,,24039248.0,9.981028,10.0,20869045000000.0,4830.988188115852,1.0,16270057,-26080096.0,4821.0073,837.13916,835525.8,50.0,-249.34724,1.0,-1.0,4999.4834,0.4189424,,2936430.8,-4.2161295e+21,50.0,39068.39530611038,483.26,True,4.2679434e+30,[ 0.589  0.987 -4.701 -3.453],-249.34724,37500,,0.22453731,10.0,4989.5024,1,50,1.0,1.0,14746262.0
751,4910.846,,24497490.0,589.6277,10.0,72211910000.0,4910.846036610831,1.0,16294617,-26538418.0,4321.2183,617.3171,2889.932,50.0,-259.58008,1.0,-1.0,4999.5776,0.4189424,,11671.993,-4385344000000000.0,50.0,39108.81686401367,491.2,True,4.6169054e+18,[ 0.622  1.087 -4.702 -3.386],-259.58008,37550,,0.19130234,10.0,4409.95,1,50,1.0,1.0,80786.125
752,4739.962,,23555252.0,,10.0,90492470000.0,4739.961742099211,1.0,16318324,-25596190.0,4739.962,1043.081,3623.983,50.0,-242.15015,1.0,-1.0,4999.58,0.4189424,,14772.586,-618867400000000.0,50.0,39151.56672501564,474.14,True,9.192326e+16,[ 0.677  1.198 -4.713 -3.372],-242.15015,37600,,0.44567448,10.0,4999.58,1,50,1.0,1.0,76638.64
753,4799.5356,,23993362.0,,10.0,4679799000.0,4799.535651816617,1.0,16342327,-26034290.0,4799.5356,978.68286,187.28139,50.0,-242.93346,1.0,-1.0,4999.566,0.4189424,,867.78046,-815636500000.0,50.0,39201.14520096779,480.06,True,157890990000.0,[ 0.655  1.257 -4.717 -3.264],-242.93346,37650,,0.010867565,10.0,4999.566,1,50,1.0,1.0,6202.241
754,4899.295,,24492952.0,,10.0,67639566000.0,4899.295264931361,1.0,16366828,-26533880.0,4899.295,699.8993,2706.4197,50.0,-239.49658,1.0,-1.0,4999.571,0.4189424,,9103.179,-825767700000000.0,50.0,39250.34705758095,490.02,True,1.6368356e+17,[ 0.584  1.18  -4.749 -3.323],-239.49658,37700,,0.07112541,10.0,4999.571,1,50,1.0,1.0,54272.01
755,4899.5483,,24493490.0,9.980196,10.0,72855555000000.0,4899.548357834835,1.0,16391330,-26534452.0,4889.5684,698.50977,2915412.5,50.0,-233.7767,1.0,-1.0,4999.61,0.4189424,,19547686.0,-8.5572165e+20,50.0,39299.337702035904,490.04,True,1.7579712e+29,[ 0.603  1.275 -4.748 -3.244],-233.7767,37750,,0.103001654,10.0,4989.63,1,50,1.0,1.0,139725170.0
756,4959.4136,,24672636.0,3018.8765,10.0,3020967000.0,4959.4138837132805,1.0,16416133,-26713572.0,1940.5374,277.21988,120.915306,50.0,-235.9856,1.0,-1.0,4999.5684,0.4189424,,249.36066,-65325547000000.0,50.0,39352.44739532471,496.06,True,1024441640000000.0,[ 0.813  1.02  -4.732 -2.869],-235.9856,37800,,0.069040276,10.0,1980.6919,1,50,1.0,1.0,1024.6105
757,3962.4907,,18388296.0,9.97969,10.0,241586130000.0,3962.4903986165077,1.0,16435970,-20429008.0,3952.511,1639.197,10308.536,50.0,-253.77682,1.0,-1.0,4999.3096,0.4189424,,39018.305,-6.5786354e+21,50.0,39392.17588639259,396.74,True,1.0392566e+31,[ 0.893  0.927 -4.711 -2.88 ],-253.77682,37850,,0.46086127,10.0,4989.33,1,50,1.0,1.0,253963.62
758,4105.004,,18937956.0,589.5571,10.0,1490037600.0,4105.003733747098,1.0,16456518,-20978718.0,3515.4463,1444.611,95.11956,50.0,-243.58984,1.0,-1.0,4999.372,0.4189424,,339.97092,-184793870000.0,50.0,39434.63007569313,410.96,True,8068122000.0,[ 0.818  0.849 -4.734 -2.939],-243.58984,37900,,0.1624801,10.0,4409.815,1,50,1.0,1.0,2209.521
759,4599.4395,,22605852.0,,10.0,238347630000.0,4599.439634697497,1.0,16479527,-24646740.0,4599.4395,1204.5776,9537.716,50.0,-254.29605,1.0,-1.0,4999.5205,0.4189424,,27446.012,-2.785334e+24,50.0,39484.3586435318,460.18,True,1.8626552e+36,[ 0.719  0.913 -4.759 -2.971],-254.29605,37950,,0.0427492,10.0,4999.5205,1,50,1.0,1.0,183252.8
760,2074.3486,,5989369.5,,10.0,139211980.0,2074.348662443938,1.0,16489950,-8029660.0,2074.3486,1298.6329,31.82029,50.0,-208.7787,1.0,-1.0,4998.8164,0.4189424,,61.88715,-18290859000000.0,50.0,39504.53968882561,208.46,True,80368175000000.0,[ 0.94   0.856 -4.719 -3.065],-208.7787,38000,,0.23608273,10.0,4998.8164,1,50,1.0,1.0,401.76093
761,4140.026,,19371034.0,239.79114,10.0,95042980000.0,4140.02571210694,1.0,16510672,-21411792.0,3900.235,1493.7269,3986.327,50.0,-244.1411,1.0,-1.0,4999.364,0.4189424,,10475.543,-2.550213e+18,50.0,39548.7923181057,414.44,True,1.5616557e+24,[ 0.85   0.918 -4.745 -3.01 ],-244.1411,38050,,0.015336015,10.0,4759.5728,1,50,1.0,1.0,64278.72
762,4975.8315,,24785302.0,3838.4463,10.0,82139170000.0,4975.831764806577,1.0,16535557,-26826192.0,1137.3855,162.48402,3287.113,50.0,-244.67686,1.0,-1.0,4999.514,0.4189424,,13252.121,-31416344000000.0,50.0,39595.59823703766,497.7,True,235731340000000.0,[ 0.767  0.996 -4.773 -2.967],-244.67686,38100,,0.37369552,10.0,1161.0679,1,50,1.0,1.0,83322.586
763,4542.904,,22080612.0,,10.0,5118082700000.0,4542.903600316355,1.0,16558284,-24121602.0,4542.904,1201.0985,212143.6,50.0,-241.22816,1.0,-1.0,4999.6494,0.4189424,,1350068.8,-1.5668485e+21,50.0,39640.935173511505,454.54,True,5.8936864e+29,[ 0.764  0.95  -4.785 -3.083],-241.22816,38150,,0.19321506,10.0,4999.6494,1,50,1.0,1.0,9646371.0
764,4622.4746,,23019320.0,,10.0,24067185000.0,4622.47419947052,1.0,16581404,-25060258.0,4622.4746,1285.3219,986.63086,50.0,-251.41705,1.0,-1.0,4999.585,0.4189424,,1809.74,-651120060000000.0,50.0,39685.89470243454,462.4,True,1.0177602e+17,[ 0.746  1.052 -4.793 -3.013],-251.41705,38200,,0.18751064,10.0,4999.585,1,50,1.0,1.0,8706.881
765,4899.221,,24492212.0,,10.0,192529730000.0,4899.22129593086,1.0,16605905,-26533194.0,4899.221,699.88885,7702.7305,50.0,-250.19235,1.0,-1.0,4999.63,0.4189424,,41315.332,-2555377000000000.0,50.0,39741.28236794472,490.02,True,1.5674166e+18,[ 0.761  1.158 -4.791 -2.949],-250.19235,38250,,0.09010873,10.0,4999.63,1,50,1.0,1.0,292185.47
766,4821.685,,24008544.0,219.81091,10.0,33496437000.0,4821.68522373703,1.0,16630020,-26049484.0,4601.8735,871.7196,1370.3389,50.0,-249.21704,1.0,-1.0,4999.582,0.4189424,,7670.439,-21398300000000.0,50.0,39798.473465681076,482.3,True,109585805000000.0,[ 0.795  1.076 -4.779 -3.037],-249.21704,38300,,0.24820665,10.0,4779.771,1,50,1.0,1.0,54828.027
767,4899.486,,24492864.0,9.981281,10.0,1399338400000.0,4899.485595392081,1.0,16654522,-26533796.0,4889.504,698.5007,55989.984,50.0,-248.28079,1.0,-1.0,4999.571,0.4189424,,145490.56,-7.1282045e+23,50.0,39856.34804916382,490.04,True,1.2198902e+35,[ 0.726  1.181 -4.783 -3.033],-248.28079,38350,,2.127983,10.0,4989.5894,1,50,1.0,1.0,749384.94
768,2393.267,,7396998.0,509.7678,9.999999,541475500.0,2393.267244584044,1.0,16666538,-9437630.0,1883.4995,1292.0023,93.72799,50.0,-228.59178,1.0,-1.0,4999.2285,0.4189424,,194.19118,-85548290000000.0,50.0,39883.24310994148,240.32,True,1757504600000000.0,[ 1.086  0.986 -4.591 -2.819],-228.59178,38400,,0.05510674,9.999999,4489.461,1,50,1.0,1.0,1298.098
769,4101.412,,19114480.0,449.64142,10.0,154451870000.0,4101.4117159509215,1.0,16687067,-21155314.0,3651.77,1514.2327,7379.911,50.0,-244.80843,1.0,-1.0,4999.454,0.4189424,,39125.78,-1.6202969e+17,50.0,39924.05121707916,410.58,True,6.303609e+21,[ 1.011  1.07  -4.614 -2.769],-244.80843,38450,,0.39581087,10.0,4549.8125,1,50,1.0,1.0,277582.78
770,4341.1343,,21340204.0,,10.0,108593640000.0,4341.134627755044,1.0,16708785,-23381134.0,4341.1343,1579.4796,4377.1953,50.0,-245.72461,1.0,-1.0,4999.5684,0.4189424,,17002.32,-5.93981e+16,50.0,39972.769656181335,434.36,True,8.470416e+20,[ 0.947  1.164 -4.643 -2.726],-245.72461,38500,,0.23129755,10.0,4999.5684,1,50,1.0,1.0,102720.234
771,4899.2295,,24492300.0,,10.0,114516590000.0,4899.229945181873,1.0,16733286,-26533306.0,4899.2295,699.89,4582.9907,50.0,-272.71713,1.0,-1.0,4999.6514,0.4189424,,22299.64,-5727543400000.0,50.0,40029.53581690788,490.02,True,7563567000000.0,[ 0.928  1.284 -4.647 -2.697],-272.71713,38550,,0.15134184,10.0,4999.6514,1,50,1.0,1.0,145643.33
772,4999.324,,24993244.0,4998.984,10.0,14027095000.0,4999.324290621393,1.0,16758286,-27034244.0,0.34036133,0.17492662,561.2556,50.0,-246.69302,1.0,-1.0,4999.644,0.4189424,,1418.8638,-24467093000000.0,50.0,40090.438672065735,500.0,True,143549470000000.0,[ 0.879  1.345 -4.663 -2.601],-246.69302,38600,,0.012357482,10.0,0.66015625,1,50,1.0,1.0,8545.252
773,4999.3745,,24993742.0,4998.9497,10.0,30001224000.0,4999.374361596192,1.0,16783286,-27034712.0,0.4246289,0.15853292,1200.4287,50.0,-247.88963,1.0,-1.0,4999.606,0.4189424,,4812.017,-22840982000000.0,50.0,40143.947442531586,500.0,True,124921180000000.0,[ 0.856  1.439 -4.67  -2.522],-247.88963,38650,,0.018882051,10.0,0.65625,1,50,1.0,1.0,33426.832
774,4846.917,,24106498.0,,10.0,19766952000.0,4846.916540031956,1.0,16807526,-26147438.0,4846.917,783.51654,791.25055,50.0,-240.74268,1.0,-1.0,4999.574,0.4189424,,2775.6174,-410759530000000.0,50.0,40196.15237545967,484.8,True,4.0503513e+16,[ 0.872  1.331 -4.68  -2.581],-240.74268,38700,,0.98913425,10.0,4999.574,1,50,1.0,1.0,17989.002
775,4899.6064,,24494072.0,9.980043,10.0,53628000000.0,4899.606683511761,1.0,16832028,-26535068.0,4889.6265,698.5181,2145.6987,50.0,-237.23987,1.0,-1.0,4999.6387,0.4189424,,12200.039,-46927280000000.0,50.0,40244.53544545174,490.04,True,527465900000000.0,[ 0.703  1.164 -4.616 -2.539],-237.23987,38750,,0.054137442,10.0,4989.6587,1,50,1.0,1.0,87158.91
776,4999.39,,24993902.0,4999.0605,10.0,12977235000.0,4999.390273671996,1.0,16857028,-27034880.0,0.32972658,0.1358902,519.21844,50.0,-240.40129,1.0,-1.0,4999.6177,0.4189424,,1251.4008,-4585784000000.0,50.0,40301.99639415741,500.0,True,5020070700000.0,[ 0.695  1.258 -4.613 -2.457],-240.40129,38800,,0.028675068,10.0,0.5571289,1,50,1.0,1.0,7203.9536
777,4899.3687,,24493684.0,,10.0,446266180.0,4899.368468877457,1.0,16881529,-26534678.0,4899.3687,699.9098,17.873997,50.0,-242.81012,1.0,-1.0,4999.6367,0.4189424,,20.004839,-51290124000.0,50.0,40354.98391413689,490.02,True,620603800.0,[ 0.705  1.189 -4.612 -2.561],-242.81012,38850,,0.032160647,10.0,4999.6367,1,50,1.0,1.0,73.38469
778,4738.592,,23551796.0,9.980388,10.0,66058793000.0,4738.591572810461,1.0,16905229,-25592742.0,4728.6113,1047.6382,2646.1187,50.0,-252.98862,1.0,-1.0,4999.581,0.4189424,,14275.76,-12608973000000.0,50.0,40407.165762901306,474.0,True,37770590000000.0,[ 0.936  1.212 -4.523 -2.533],-252.98862,38900,,0.21370646,10.0,4989.6006,1,50,1.0,1.0,101734.414
779,4899.147,,24491470.0,,10.0,15953426000.0,4899.146787591937,1.0,16929730,-26532392.0,4899.147,699.8782,638.4154,50.0,-245.71779,1.0,-1.0,4999.55,0.4189424,,1636.3763,-5184273000000.0,50.0,40457.98603105545,490.02,True,6413075600000.0,[ 0.877  1.139 -4.552 -2.61 ],-245.71779,38950,,0.08821498,10.0,4999.55,1,50,1.0,1.0,7719.756
780,4898.1987,,24482042.0,,10.0,70125950000.0,4898.198969303934,1.0,16954227,-26522966.0,4898.1987,699.77765,2806.196,50.0,-246.97948,1.0,-1.0,4999.5527,0.4189424,,6787.7417,-4458770600000000.0,50.0,40509.36640334129,489.94,True,4.77291e+18,[ 0.925  1.191 -4.542 -2.508],-246.97948,39000,,0.043307267,10.0,4999.5527,1,50,1.0,1.0,34659.9
781,4999.174,,24991738.0,4998.4614,10.0,42498765000.0,4999.173936507517,1.0,16979227,-27032752.0,0.71249026,0.29171163,1700.624,50.0,-260.9417,1.0,-1.0,4999.6597,0.4189424,,4548.0537,-1233089000000000.0,50.0,40559.67165327072,500.0,True,3.649963e+17,[ 0.891  1.121 -4.564 -2.603],-260.9417,39050,,0.15597449,10.0,1.1982422,1,50,1.0,1.0,23358.49
782,4903.4546,,24493454.0,209.86884,10.0,33269516000.0,4903.454645183961,1.0,17003749,-26534410.0,4693.586,670.51227,1331.4175,50.0,-255.86586,1.0,-1.0,4999.591,0.4189424,,5408.4478,-3356164000000.0,50.0,40612.250296115875,490.44,True,2650858600000.0,[ 0.853  1.207 -4.581 -2.523],-255.86586,39100,,0.4608472,10.0,4789.722,1,50,1.0,1.0,37236.88
783,4999.2373,,24992372.0,4998.622,10.0,16726883000.0,4999.237331975732,1.0,17028749,-27033284.0,0.6152246,0.19953941,669.3098,50.0,-254.45752,1.0,-1.0,4999.534,0.4189424,,1146.0349,-142766810000000.0,50.0,40664.9013273716,500.0,True,4892444000000000.0,[ 0.875  1.264 -4.546 -2.42 ],-254.45752,39150,,0.03556493,10.0,0.9121094,1,50,1.0,1.0,4850.2515
784,4708.295,,23497050.0,,10.0,27827557000000.0,4708.294752657719,1.0,17052297,-25538030.0,4708.295,1152.8275,1113679.9,50.0,-248.62419,1.0,-1.0,4999.6196,0.4189424,,7479571.5,-8.599553e+19,50.0,40709.7224252224,470.96,True,1.7753948e+27,[ 0.88   1.332 -4.507 -2.323],-248.62419,39200,,0.17111115,10.0,4999.6196,1,50,1.0,1.0,53451270.0
785,4702.517,,23493710.0,,10.0,81774060000.0,4702.517280676153,1.0,17075816,-25534632.0,4702.517,1174.7523,3272.253,50.0,-248.52022,1.0,-1.0,4999.549,0.4189424,,10866.343,-139781820000000.0,50.0,40761.454375743866,470.38,True,4685556000000000.0,[ 0.88   1.574 -4.531 -2.381],-248.52022,39250,,0.0034535055,10.0,4999.549,1,50,1.0,1.0,66588.87
786,4899.285,,24492848.0,,10.0,4574335500.0,4899.284901206863,1.0,17100317,-26533824.0,4899.285,699.8979,183.06369,50.0,-263.8762,1.0,-1.0,4999.6143,0.4189424,,644.28094,-629117350000.0,50.0,40819.67070174217,490.02,True,93641850000.0,[ 0.863  1.486 -4.545 -2.468],-263.8762,39300,,0.16253467,10.0,4999.6143,1,50,1.0,1.0,3482.0103
787,4806.888,,23995816.0,,10.0,49216836000.0,4806.887781365787,1.0,17124357,-26036792.0,4806.888,943.2106,1969.5897,50.0,-248.92203,1.0,-1.0,4999.617,0.4189424,,7138.2217,-353380880000000.0,50.0,40870.51928400993,480.8,True,2.9971562e+16,[ 0.867  1.361 -4.54  -2.463],-248.92203,39350,,0.003289229,10.0,4999.617,1,50,1.0,1.0,46448.234
788,4999.227,,24992266.0,4998.5615,10.0,67117970000.0,4999.226844519872,1.0,17149357,-27033202.0,0.6653711,0.23887885,2685.854,50.0,-255.73842,1.0,-1.0,4999.5654,0.4189424,,11304.683,-1486660000000000.0,50.0,40918.68240261078,500.0,True,5.305744e+17,[ 0.876  1.256 -4.54  -2.531],-255.73842,39400,,0.12655509,10.0,1.0039062,1,50,1.0,1.0,79749.97
789,4803.0977,,23993654.0,9.980267,10.0,180850740000.0,4803.097437683123,1.0,17173378,-26034616.0,4793.117,961.20233,7236.098,50.0,-259.10855,1.0,-1.0,4999.5986,0.4189424,,32482.836,-1.1048392e+16,50.0,40968.222749233246,480.42,True,2.930453e+19,[ 0.859  1.335 -4.543 -2.435],-259.10855,39450,,0.22624314,10.0,4989.618,1,50,1.0,1.0,219981.78
790,4799.4546,,23992554.0,,10.0,80388840000.0,4799.454903031401,1.0,17197381,-26033520.0,4799.4546,978.6666,3216.571,50.0,-238.16162,1.0,-1.0,4999.6045,0.4189424,,13790.594,-1415543400000000.0,50.0,41021.57428789139,480.06,True,4.8100067e+17,[ 0.881  1.239 -4.548 -2.512],-238.16162,39500,,0.011685198,10.0,4999.6045,1,50,1.0,1.0,93185.95
791,4845.3867,,24081072.0,209.85036,10.0,3360014300.0,4845.386684990235,1.0,17221614,-26122000.0,4635.536,776.7243,134.46886,50.0,-245.09492,1.0,-1.0,4999.5605,0.4189424,,347.44376,-112010740000.0,50.0,41076.2702357769,484.66,True,2834191400.0,[ 0.852  1.163 -4.561 -2.605],-245.09492,39550,,0.04966718,10.0,4789.71,1,50,1.0,1.0,1959.3201
792,4999.199,,24991988.0,4997.915,10.0,27184568000.0,4999.198942608729,1.0,17246614,-27032914.0,1.2838672,0.27447698,1087.7871,50.0,-244.9098,1.0,-1.0,4999.556,0.4189424,,3652.521,-1.6882598e+18,50.0,41130.301438093185,500.0,True,6.842961e+23,[ 0.891  1.19  -4.538 -2.492],-244.9098,39600,,0.026878608,10.0,1.6411133,1,50,1.0,1.0,24432.469
793,4929.5146,,24537440.0,1519.421,10.0,402504400000.0,4929.514840066912,1.0,17271267,-26578376.0,3410.0938,487.15637,16106.076,50.0,-242.31735,1.0,-1.0,4999.5684,0.4189424,,56176.625,-1233773800000000.0,50.0,41180.77676963806,493.06,True,3.6521523e+17,[ 0.875  1.071 -4.548 -2.526],-242.31735,39650,,0.9343809,10.0,3480.1475,1,50,1.0,1.0,315398.0
794,4856.244,,24153810.0,9.980624,10.0,34763158000.0,4856.244102607385,1.0,17295554,-26194830.0,4846.2637,755.4505,1397.0142,50.0,-245.7979,1.0,-1.0,4999.668,0.4189424,,4208.538,-805604300000000.0,50.0,41228.43025445938,485.74,True,1.5578753e+17,[ 0.863  1.026 -4.581 -2.282],-245.7979,39700,,0.28705618,10.0,4989.6875,1,50,1.0,1.0,26164.262
795,4775.196,,23718268.0,,10.0,20118178000.0,4775.1957768851535,1.0,17319437,-25759256.0,4775.196,956.9605,805.09283,50.0,-245.86746,1.0,-1.0,4999.632,0.4189424,,2513.8396,-133058095000000.0,50.0,41283.73502802849,477.66,True,4249036000000000.0,[ 0.842  0.93  -4.588 -2.359],-245.86746,39750,,0.20093027,10.0,4999.632,1,50,1.0,1.0,15425.361
796,4903.3374,,24492290.0,209.83481,10.0,850946700000.0,4903.337582467996,1.0,17343959,-26533236.0,4693.5024,670.5004,34053.81,50.0,-245.5174,1.0,-1.0,4999.575,0.4189424,,172734.53,-1.2635959e+18,50.0,41336.773455142975,490.44,True,3.8333163e+23,[ 0.907  1.003 -4.589 -2.281],-245.5174,39800,,0.057191003,10.0,4789.74,1,50,1.0,1.0,1146098.1
797,4817.5073,,24009340.0,9.981506,10.0,13614811000.0,4817.50735117942,1.0,17368052,-26050282.0,4807.526,894.966,544.852,50.0,-234.2527,1.0,-1.0,4999.573,0.4189424,,1569.215,-7510238400000.0,50.0,41393.502697229385,481.86,True,13492455000000.0,[ 0.887  1.215 -4.642 -2.401],-234.2527,39850,,0.15579373,10.0,4989.592,1,50,1.0,1.0,8987.105
798,4799.297,,23992970.0,,10.0,32805760000.0,4799.296988154837,1.0,17392054,-26033896.0,4799.297,979.6524,1312.6375,50.0,-239.07454,1.0,-1.0,4999.555,0.4189424,,4432.348,-136167020000000.0,50.0,41447.42278981209,480.04,True,4449388800000000.0,[ 0.839  1.131 -4.656 -2.479],-239.07454,39900,,0.0034995503,10.0,4999.555,1,50,1.0,1.0,24558.805
799,4999.2773,,24992772.0,4998.3413,10.0,10146162000.0,4999.277058258523,1.0,17417054,-27033732.0,0.9357422,0.21233848,405.9742,50.0,-249.68242,1.0,-1.0,4999.5947,0.4189424,,1226.9246,-1329710200000.0,50.0,41500.345537662506,500.0,True,418035400000.0,[ 0.867  1.227 -4.647 -2.405],-249.68242,39950,,0.054372553,10.0,1.253418,1,50,1.0,1.0,7402.073
800,4699.7773,,23493788.0,,10.0,1218526200000.0,4699.777602986656,1.0,17440559,-25534712.0,4699.7773,1185.6976,48757.324,50.0,-245.53735,1.0,-1.0,4999.5513,0.4189424,,323031.2,-613250260000000.0,50.0,41547.39397883415,470.1,True,8.9932166e+16,[ 0.855  1.257 -4.649 -2.284],-245.53735,40000,,0.019367618,10.0,4999.5513,1,50,1.0,1.0,2307916.0
801,4902.715,,24493742.0,169.89618,10.0,36913490000.0,4902.714473231519,1.0,17465077,-26534650.0,4732.8184,676.11694,1477.0272,50.0,-251.45184,1.0,-1.0,4999.5293,0.4189424,,3547.5618,-109312714000000.0,50.0,41600.419343948364,490.36,True,2866967400000000.0,[ 0.859  1.356 -4.643 -2.208],-251.45184,40050,,0.1774611,10.0,4829.6333,1,50,1.0,1.0,17403.111
802,4854.679,,24072020.0,1139.6624,10.0,11811897000.0,4854.679355459389,1.0,17489356,-26112918.0,3715.0168,710.0068,474.65552,50.0,-245.29507,1.0,-1.0,4999.517,0.4189424,,1757.6381,-68742660000.0,50.0,41648.64226794243,485.58,True,778167360.0,[ 0.856  1.422 -4.642 -2.102],-245.29507,40100,,0.08206245,10.0,3859.8547,1,50,1.0,1.0,11532.631
803,4899.5996,,24494002.0,9.98021,10.0,23262560000.0,4899.59971041215,1.0,17513858,-26534942.0,4889.6196,698.5171,930.71857,50.0,-245.62242,1.0,-1.0,4999.5693,0.4189424,,4299.1274,-53461220000000.0,50.0,41700.09891676903,490.04,True,685583750000000.0,[ 0.66   1.282 -4.691 -2.059],-245.62242,40150,,0.3966936,10.0,4989.5894,1,50,1.0,1.0,30678.87
804,4799.5503,,23993508.0,,10.0,126339660000.0,4799.550242417819,1.0,17537861,-26034462.0,4799.5503,978.6861,5054.9336,50.0,-255.19968,1.0,-1.0,4999.587,0.4189424,,17461.537,-192020290000000.0,50.0,41753.25724720955,480.06,True,8840510500000000.0,[ 0.685  1.376 -4.692 -1.981],-255.19968,40200,,0.12985708,10.0,4999.587,1,50,1.0,1.0,99189.875
