StdWReturnMean,OptimizationReturnMin,EpLenMean,WReturnMean,ESSRenyiHarmonic,MeanIW,MaxIW,OptimizationReturnMax,MeanEntropy,ESSRenyiArithmetic,ReturnStepMax,DivergenceHarmonic,MinIW,Epsilon,EpThisIter,TimestepsSoFar,EpisodesSoFar,Weights,EmpiricalD2Harmonic,ReturnStepMaxmin,Iteration,VarianceInitializer,InitialReturnMin,TimeElapsed,ReturnMeanIW,Bound,InitialBound,MinBehavPdf,MeanD2-0,EmpiricalD2Arithmetic,StdIW,Inner Iteration,InitialReturnStd,InitialReturnMax,LearnableVariance,InitialReturnMean,OptimizationReturnMean,EpRewMean,Penalization,MinTargetPdf
,,499.48,24938200.0,50.0,11228.832,536919.56,270.14258,0.4189424,50.0,10.0,9.974176e+32,0.10292938,1.0,50,18291006,40550,[ 0.016  0.679 -4.608 -4.017],1.0,10.0,811,-1.0,4729.284,43127.53361558914,280608440000.0,-6.4451537e+22,-26978986.0,-243.04095,1.0,1.0,75127.25,1,37.77039,4999.427,,4993.6733,264.38904,4993.673170970409,True,-243.04095
,,405.98,18270670.0,50.0,34.292927,462.73105,4999.4395,0.4189424,50.0,10.0,9887939000.0,0.1488092,1.0,50,18311305,40600,[-0.038  0.665 -4.611 -4.045],1.0,10.0,812,-1.0,,43172.60589122772,526507400.0,-203458180000.0,-20311460.0,-230.4041,1.0,1.0,83.98953,1,1352.7917,4999.4395,,4054.7039,4054.7039,4054.703932276076,True,-230.4041
,,468.68,22736206.0,50.0,7780.862,118446.945,4989.406,0.4189424,50.0,10.0,2.5791872e+27,0.045747176,1.0,50,18334739,40650,[-0.008  0.672 -4.611 -4.046],1.0,10.0,813,-1.0,9.981226,43228.276428461075,161268060000.0,-1.0364047e+20,-24776954.0,-240.5166,1.0,1.0,25813.074,1,890.82,4999.387,,4684.298,4674.3164,4684.297980053684,True,-240.5166
,,490.02,24490456.0,50.0,79.42978,1327.4021,4999.334,0.4189424,50.0,10.0,1.2771174e+26,0.25403842,1.0,50,18359240,40700,[ 0.04   0.634 -4.607 -4.055],1.0,10.0,814,-1.0,,43288.204052209854,1984416800.0,-2.3061847e+19,-26531162.0,-240.89479,1.0,1.0,203.71054,1,699.86365,4999.334,,4899.0454,4899.0454,4899.045533514146,True,-240.89479
,,441.68,20561658.0,50.0,2194.4204,53528.523,3819.727,0.4189424,50.0,10.0,2.6824175e+16,0.032982647,1.0,50,18381324,40750,[-0.022  0.627 -4.609 -4.063],1.0,10.0,815,-1.0,1179.7506,43344.01083731651,51414640000.0,-334297840000000.0,-22602478.0,-235.36511,1.0,1.0,9174.087,1,1042.5234,4999.4775,,4413.0264,3233.2764,4413.026689879994,True,-235.36511
,,467.38,23131188.0,50.0,222.71225,4686.2715,4999.279,0.4189424,50.0,9.999999,1.0454271e+25,0.23882914,1.0,50,18404693,40800,[ 0.02   0.603 -4.615 -4.101],1.0,9.999999,816,-1.0,,43401.46862530708,5549829600.0,-6.5980555e+18,-25171848.0,-244.7894,1.0,1.0,770.1084,1,1141.7837,4999.279,,4671.9927,4671.9927,4671.992837048521,True,-244.7894
,,437.4,20147322.0,50.0,246.69601,9615.6045,3620.0132,0.4189424,50.0,10.0,5419176000.0,0.33275732,1.0,50,18426563,40850,[-0.027  0.641 -4.62  -4.088],1.0,10.0,817,-1.0,1379.3599,43453.90602397919,5625949000.0,-155854370000.0,-22188058.0,-237.62968,1.0,1.0,1348.2563,1,1029.1882,4999.373,,4368.992,2989.6326,4368.992306046596,True,-237.62968
,,467.96,22690446.0,50.0,89103.93,4099390.5,4999.474,0.4189424,50.0,10.0,8.853102e+35,0.18715048,1.0,50,18449961,40900,[ 4.340e-03  6.423e-01 -4.618e+00 -4.090e+00],1.0,10.0,818,-1.0,,43509.85806751251,2226394500000.0,-1.9202192e+24,-24731268.0,-239.33693,1.0,1.0,573490.44,1,904.076,4999.474,,4676.868,4676.868,4676.86796648984,True,-239.33693
,,304.0,10496637.0,50.0,15920.921,221964.38,3699.6484,0.4189424,50.0,10.0,8.810349e+22,0.0253443,1.0,50,18465161,40950,[-0.052  0.616 -4.616 -4.096],1.0,10.0,819,-1.0,1299.6544,43538.04492402077,239861550000.0,-6.0571724e+17,-12537315.0,-215.21707,1.0,1.0,49134.086,1,1145.9834,4999.3027,,3030.4055,1730.7515,3030.4058819692514,True,-215.21707
,,213.48,5562056.0,50.0,995.6309,14761.83,4339.275,0.4189424,50.0,9.999999,1.7446853e+21,0.16223238,1.0,50,18475835,41000,[-0.105  0.594 -4.616 -4.121],1.0,9.999999,820,-1.0,659.78827,43565.39496922493,4056590300.0,-8.522954e+16,-7602537.5,-209.33734,1.0,1.0,2446.5122,1,1023.7756,4999.063,,2124.6035,1464.8153,2124.6034505429384,True,-209.33734
,,349.64,13880935.0,50.0,32119.525,604892.0,3769.6252,0.4189424,50.0,10.0,3.541187e+30,0.064539455,1.0,50,18493317,41050,[-0.044  0.603 -4.616 -4.108],1.0,10.0,821,-1.0,1229.6677,43608.79748034477,368887460000.0,-3.8401302e+21,-15921603.0,-228.47606,1.0,1.0,122298.47,1,1306.9786,4999.293,,3488.9456,2259.278,3488.9457535797123,True,-228.47606
,,481.38,23808476.0,50.0,51947.23,2440995.0,4539.662,0.4189424,50.0,9.999999,1.7354115e+36,0.23910627,1.0,50,18517386,41100,[ 0.015  0.589 -4.617 -4.123],1.0,9.999999,822,-1.0,459.68237,43659.625436306,1297375300000.0,-2.688325e+24,-25849178.0,-252.43327,1.0,1.0,341460.94,1,807.241,4999.3447,,4812.1553,4352.4727,4812.1551972431835,True,-252.43327
,,344.4,13931737.0,50.0,2348.1729,47883.92,4999.291,0.4189424,50.0,9.999998,1176361500000000.0,0.048051022,1.0,50,18534606,41150,[-0.047  0.597 -4.618 -4.121],1.0,9.999998,823,-1.0,,43696.03533267975,30342451000.0,-70021240000000.0,-15972406.0,-229.7724,1.0,1.0,7254.5425,1,1457.5916,4999.291,,3436.1553,3436.1553,3436.1553661039,True,-229.7724
,,474.9,23332444.0,50.0,48.581905,644.7364,4999.395,0.4189424,50.0,10.0,274621020000.0,0.037260354,1.0,50,18558351,41200,[-0.007  0.644 -4.617 -4.11 ],1.0,10.0,824,-1.0,,43756.070650815964,1198789000.0,-1070638200000.0,-25373208.0,-238.37187,1.0,1.0,113.01455,1,895.3524,4999.395,,4746.661,4746.661,4746.660863937976,True,-238.37187
,,376.94,15854293.0,50.0,35.559902,750.6971,4459.483,0.4189424,50.0,10.0,214785950.0,0.05884639,1.0,50,18577198,41250,[-0.035  0.602 -4.619 -4.146],1.0,10.0,825,-1.0,539.70966,43801.878121852875,564340700.0,-30470246000.0,-17894880.0,-240.73193,1.0,1.0,120.66857,1,1303.9391,4999.1924,,3762.1853,3222.4756,3762.1850756154563,True,-240.73193
,,437.34,20361466.0,50.0,20.188759,285.2152,3839.5708,0.4189424,50.0,9.999999,4566913000.0,0.046083465,1.0,50,18599065,41300,[-0.006  0.612 -4.617 -4.142],1.0,9.999999,826,-1.0,1159.7328,43854.07902431488,265236050.0,-138171760000.0,-22402142.0,-240.56998,1.0,1.0,51.480644,1,1126.6372,4999.3037,,4369.457,3209.724,4369.457134276634,True,-240.56998
,,490.04,24488332.0,50.0,92033.99,4301109.5,4989.2944,0.4189424,50.0,10.0,1.418793e+27,0.0644863,1.0,50,18623567,41350,[ 0.024  0.616 -4.617 -4.148],1.0,10.0,827,-1.0,9.981249,43910.018525123596,2299886600000.0,-7.6864905e+19,-26528984.0,-237.42337,1.0,1.0,602475.25,1,698.4359,4999.276,,4899.0327,4889.0513,4899.032437653095,True,-237.42337
,,490.04,24485434.0,50.0,295.71127,12465.562,4989.118,0.4189424,50.0,10.0,54990057000.0,0.11150738,1.0,50,18648069,41400,[ 0.086  0.622 -4.615 -4.15 ],1.0,10.0,828,-1.0,9.980334,43964.45953774452,7388514300.0,-485886230000.0,-26525940.0,-249.27312,1.0,1.0,1744.9751,1,698.39465,4999.0986,,4898.7427,4888.762,4898.742792066684,True,-249.27312
,,477.52,23701810.0,50.0,779.6932,26388.79,4999.3105,0.4189424,50.0,10.0,1295913200000.0,0.093815565,1.0,50,18671945,41450,[ 0.134  0.582 -4.608 -4.153],1.0,10.0,829,-1.0,,44021.1580491066,11889947000.0,-2334961400000.0,-25742498.0,-252.86334,1.0,1.0,3713.6997,1,959.5399,4999.3105,,4772.9546,4772.9546,4772.954341587012,True,-252.86334
,,481.02,23987272.0,50.0,1199.4878,14485.922,4989.2725,0.4189424,50.0,9.999999,1.579102e+20,0.10966477,1.0,50,18695996,41500,[ 0.093  0.534 -4.609 -4.154],1.0,9.999999,830,-1.0,9.979474,44076.547416210175,29960272000.0,-2.564307e+16,-26027906.0,-275.79517,1.0,1.0,3532.7134,1,932.6475,4999.252,,4808.0605,4798.0806,4808.060247892439,True,-275.79517
,,432.28,20607750.0,50.0,5026.599,151833.83,4989.261,0.4189424,50.0,9.999997,1.3010093e+19,0.15732741,1.0,50,18717610,41550,[ 0.153  0.523 -4.603 -4.165],1.0,9.999997,831,-1.0,9.980087,44128.66766858101,125017104000.0,-7360548000000000.0,-22648370.0,-235.1764,1.0,1.0,21972.016,1,1398.8152,4999.241,,4318.6885,4308.708,4318.688015861824,True,-235.1764
,,477.18,23522826.0,50.0,193.7196,4336.342,4999.18,0.4189424,50.0,9.999999,6269484700000.0,0.105928056,1.0,50,18741469,41600,[ 0.165  0.581 -4.612 -4.147],1.0,9.999999,832,-1.0,,44186.20282077789,4806722000.0,-5114183000000.0,-25563398.0,-237.49693,1.0,1.0,695.83795,1,882.21643,4999.18,,4769.122,4769.122,4769.121758070798,True,-237.49693
,,500.0,24984732.0,50.0,201.79807,2758.5347,1.6069336,0.4189424,50.0,10.0,773686760000.0,0.010274142,1.0,50,18766469,41650,[ 0.118  0.61  -4.616 -4.118],1.0,10.0,833,-1.0,4997.554,44241.91238951683,5041154000.0,-1799903800000.0,-27025294.0,-250.95645,1.0,1.0,477.69424,1,0.40685293,4999.161,,4998.4727,0.9188086,4998.4730257376,True,-250.95645
,,484.68,24091428.0,50.0,248.25578,5756.126,4989.1587,0.4189424,50.0,10.0,20421456000.0,0.027232818,1.0,50,18790703,41700,[ 0.14   0.665 -4.615 -4.099],1.0,10.0,834,-1.0,9.979701,44294.58277988434,5899152000.0,-297499500000.0,-26131978.0,-239.30502,1.0,1.0,832.73193,1,786.629,4999.138,,4844.8574,4834.878,4844.857523479648,True,-239.30502
,,482.6,24020780.0,50.0,26.109863,315.44925,4999.3096,0.4189424,50.0,10.0,8285231600.0,0.050004818,1.0,50,18814833,41750,[ 0.13   0.727 -4.616 -4.093],1.0,10.0,835,-1.0,,44350.03253078461,650834370.0,-186399950000.0,-26061468.0,-238.74553,1.0,1.0,54.259254,1,863.70624,4999.3096,,4824.3955,4824.3955,4824.395478929599,True,-238.74553
,,496.14,24673060.0,50.0,784069.1,30480720.0,1940.4163,0.4189424,50.0,9.999999,8.646584e+32,1.4753356,1.0,50,18839640,41800,[ 0.142  0.665 -4.62  -4.094],1.0,9.999999,836,-1.0,3058.8792,44410.26637220383,19589593000000.0,-6.0005943e+22,-26713736.0,-250.25139,1.0,1.0,4327126.5,1,271.55606,4999.2954,,4959.77,1900.8907,4959.769836890883,True,-250.25139
,,440.74,21111312.0,50.0,262529.56,6605813.5,4989.3135,0.4189424,50.0,10.0,1.0538598e+28,0.01950761,1.0,50,18861677,41850,[ 0.237  0.716 -4.628 -4.031],1.0,10.0,837,-1.0,9.980512,44455.10900974274,6557630000000.0,-2.0948992e+20,-23151982.0,-229.77397,1.0,1.0,1274473.9,1,1310.852,4999.294,,4403.746,4393.7656,4403.745966791464,True,-229.77397
,,273.0,9821776.0,50.0,12.67764,86.19824,4998.6074,0.4189424,50.0,10.0,8505423000.0,0.027957007,1.0,50,18875327,41900,[ 0.358  0.695 -4.622 -4.055],1.0,10.0,838,-1.0,,44481.00486636162,118877730.0,-188267220000.0,-11861885.0,-220.73314,1.0,1.0,22.759865,1,1556.7166,4998.6074,,2720.002,2720.002,2720.001852231816,True,-220.73314
,,365.88,16007157.0,50.0,18284.045,720973.4,4988.9136,0.4189424,50.0,10.0,2.4599034e+26,1.0430621,1.0,50,18893621,41950,[ 0.312  0.735 -4.631 -4.042],1.0,10.0,839,-1.0,9.979128,44518.899096012115,202254860000.0,-3.2000813e+19,-18047500.0,-237.359,1.0,1.0,101188.414,1,1634.0125,4998.8926,,3652.0076,3642.0283,3652.0076152795186,True,-237.359
,,487.2,24242000.0,50.0,256.1712,10316.039,4999.0703,0.4189424,50.0,10.0,119895080000.0,0.24550967,1.0,50,18917981,42000,[ 0.197  0.772 -4.652 -4.066],1.0,10.0,840,-1.0,,44573.54305386543,6394531300.0,-712929300000.0,-26282492.0,-247.74544,1.0,1.0,1447.7024,1,723.5713,4999.0703,,4870.158,4870.158,4870.158560878991,True,-247.74544
,,460.18,22986136.0,50.0,35.65083,664.3708,4999.1113,0.4189424,50.0,10.0,103026336000.0,0.05306927,1.0,50,18940990,42050,[ 0.17   0.715 -4.657 -4.069],1.0,10.0,841,-1.0,,44626.77713227272,888717100.0,-655847700000.0,-25026652.0,-244.64703,1.0,1.0,107.04823,1,1352.6752,4999.1113,,4599.6094,4599.6094,4599.609352597688,True,-244.64703
,,433.36,21146228.0,50.0,189.23828,3215.0303,4999.214,0.4189424,50.0,9.999999,127733250000.0,0.026690606,1.0,50,18962658,42100,[ 0.202  0.667 -4.652 -4.091],1.0,9.999999,842,-1.0,,44674.97895216942,4667966500.0,-733974040000.0,-23186828.0,-248.81577,1.0,1.0,629.66656,1,1547.5887,4999.214,,4330.265,4330.265,4330.26555639998,True,-248.81577
,,483.98,23972612.0,50.0,34.439693,386.9214,4999.1104,0.4189424,50.0,10.0,264340570000.0,0.013281128,1.0,50,18986857,42150,[ 0.18   0.724 -4.66  -4.087],1.0,10.0,843,-1.0,,44731.629509449005,855286700.0,-1049966940000.0,-26013136.0,-244.21513,1.0,1.0,66.48927,1,754.5629,4999.1104,,4837.69,4837.69,4837.690217973078,True,-244.21513
,,462.98,22473514.0,50.0,429.01727,6103.29,4049.813,0.4189424,50.0,10.0,3939565600000.0,0.013234196,1.0,50,19010006,42200,[ 0.176  0.665 -4.661 -4.106],1.0,10.0,844,-1.0,949.2954,44787.09658908844,9111628000.0,-4059191600000.0,-24514038.0,-235.2636,1.0,1.0,1121.2944,1,1031.8839,4999.1084,,4626.957,3677.6611,4626.956682322847,True,-235.2636
,,490.92,24489618.0,50.0,8038411.0,401664100.0,4549.512,0.4189424,50.0,10.0,2.3332816e+28,0.051778257,1.0,50,19034552,42250,[ 0.184  0.722 -4.656 -4.081],1.0,10.0,845,-1.0,449.70963,44834.68779921532,200766820000000.0,-3.1170447e+20,-26530228.0,-246.32811,1.0,1.0,56232250.0,1,636.83466,4999.2217,,4907.5513,4457.842,4907.551326996452,True,-246.32811
,,500.0,24988922.0,50.0,194144.4,8916535.0,1.0952148,0.4189424,50.0,10.0,2.0832447e+27,0.11558896,1.0,50,19059552,42300,[ 0.062  0.742 -4.669 -4.091],1.0,10.0,846,-1.0,4998.2324,44884.432097673416,4850234400000.0,-9.314246e+19,-27029622.0,-239.4142,1.0,1.0,1248854.8,1,0.27770692,4999.3276,,4998.8926,0.6597559,4998.892182146187,True,-239.4142
,,489.64,24450932.0,50.0,156.48645,2334.289,4999.393,0.4189424,50.0,10.0,4.4918136e+24,0.12006885,1.0,50,19084034,42350,[ 0.021  0.626 -4.655 -4.077],1.0,10.0,847,-1.0,,44936.816383600235,3908335000.0,-4.3251365e+18,-26491690.0,-245.63748,1.0,1.0,444.01486,1,699.84717,4999.393,,4895.0127,4895.0127,4895.012374556275,True,-245.63748
,,415.64,18474382.0,50.0,10511.312,220943.9,3849.8027,0.4189424,50.0,9.999999,5.090501e+32,0.17588674,1.0,50,19104816,42400,[-0.035  0.622 -4.661 -4.049],1.0,9.999999,848,-1.0,1149.6205,44977.177171230316,172315250000.0,-4.604415e+22,-20515156.0,-250.07423,1.0,1.0,36155.484,1,1116.2758,4999.4233,,4150.7,3001.0793,4150.699859431468,True,-250.07423
,,498.64,24862112.0,50.0,98.36498,1458.3555,690.1548,0.4189424,50.0,10.0,3313872000.0,0.06538797,1.0,50,19129748,42450,[ 0.017  0.641 -4.665 -4.019],1.0,10.0,849,-1.0,4309.3135,45023.52396249771,2362245400.0,-119843840000.0,-26902928.0,-238.77675,1.0,1.0,248.9743,1,96.56363,4999.4683,,4985.2573,675.9436,4985.2570853695715,True,-238.77675
,,488.38,24335056.0,50.0,2024.5725,73469.11,4989.3403,0.4189424,50.0,9.999999,1.1368279e+17,0.23198324,1.0,50,19154167,42500,[ 0.049  0.59  -4.66  -4.035],1.0,9.999999,850,-1.0,9.979947,45069.60678291321,39280054000.0,-688095100000000.0,-26375748.0,-244.69804,1.0,1.0,10807.403,1,705.9155,4999.3203,,4882.2886,4872.308,4882.288299230331,True,-244.69804
,,470.1,23489714.0,50.0,37922252.0,1870243800.0,4999.345,0.4189424,50.0,10.0,9.253e+33,0.13761342,1.0,50,19177672,42550,[ 0.1    0.625 -4.654 -4.038],1.0,10.0,851,-1.0,,45107.17484354973,947384760000000.0,-1.9630074e+23,-25530432.0,-249.36006,1.0,1.0,261766770.0,1,1185.5947,4999.345,,4699.37,4699.37,4699.370233436653,True,-249.36006
,,500.0,24989982.0,50.0,2606.1047,68032.89,1.1586914,0.4189424,50.0,10.0,3.0144277e+24,0.04479941,1.0,50,19202672,42600,[ 0.079  0.719 -4.648 -3.958],1.0,10.0,852,-1.0,4998.293,45156.116201877594,65125290000.0,-3.543248e+18,-27030796.0,-245.1398,1.0,1.0,10024.774,1,0.22040142,4999.4517,,4998.998,0.7050977,4998.998058100707,True,-245.1398
,,480.04,23989510.0,50.0,45138.035,750827.06,4999.446,0.4189424,50.0,10.0,7.228339e+32,0.5369302,1.0,50,19226674,42650,[ 0.17   0.796 -4.638 -3.993],1.0,10.0,853,-1.0,,45201.77116537094,1127925700000.0,-5.4867778e+22,-26030310.0,-248.9724,1.0,1.0,139452.12,1,979.58185,4999.446,,4798.951,4798.951,4798.950886975403,True,-248.9724
,,486.28,24129788.0,50.0,2382461400.0,118926330000.0,4519.6987,0.4189424,50.0,10.0,4.599283e+36,0.28822365,1.0,50,19250988,42700,[ 0.177  0.674 -4.646 -4.017],1.0,10.0,854,-1.0,479.6149,45244.09672284126,5.9504693e+16,-4.3764318e+24,-26170480.0,-243.91255,1.0,1.0,16649139000.0,1,707.693,4999.3135,,4860.963,4381.348,4860.962910999844,True,-243.91255
,,500.0,24990336.0,50.0,34747.69,1299373.2,1.0009766,0.4189424,50.0,10.0,5.984179e+19,0.060311798,1.0,50,19275988,42750,[ 0.092  0.753 -4.665 -3.975],1.0,10.0,855,-1.0,4998.486,45288.978192567825,868468100000.0,-1.5788155e+16,-27031170.0,-243.21973,1.0,1.0,184155.2,1,0.24377637,4999.487,,4999.0337,0.54770505,4999.033589975625,True,-243.21973
,,500.0,24987666.0,50.0,260406.06,10941449.0,1.7504883,0.4189424,50.0,10.0,1.562272e+29,0.09968345,1.0,50,19300988,42800,[ 0.136  0.699 -4.672 -4.078],1.0,10.0,856,-1.0,4997.666,45335.81628870964,6507325300000.0,-8.066244e+20,-27028440.0,-257.30637,1.0,1.0,1535275.4,1,0.3928891,4999.4165,,4998.7666,1.1005957,4998.766687500729,True,-257.30637
,,468.32,23265982.0,50.0,101.94416,2030.1089,4989.4243,0.4189424,50.0,10.0,347003800.0,0.035119493,1.0,50,19324404,42850,[ 0.202  0.759 -4.679 -3.991],1.0,10.0,857,-1.0,9.979769,45375.6136174202,2541043000.0,-40556310000.0,-25306744.0,-246.25284,1.0,1.0,370.31842,1,1163.0934,4999.4043,,4681.1533,4671.1733,4681.153134691459,True,-246.25284
,,500.0,24986340.0,50.0,4594056.0,107520776.0,1.4155273,0.4189424,50.0,10.0,3.907199e+31,0.041404877,1.0,50,19349404,42900,[ 0.181  0.703 -4.681 -4.008],1.0,10.0,858,-1.0,4997.838,45420.559556007385,114762540000000.0,-1.2755498e+22,-27026978.0,-253.64786,1.0,1.0,20372682.0,1,0.3635459,4999.2534,,4998.634,0.79600585,4998.633853754287,True,-253.64786
,,500.0,24990892.0,50.0,33171.87,617161.3,0.8173828,0.4189424,50.0,10.0,2.4506664e+22,0.040315107,1.0,50,19374404,42950,[ 0.099  0.787 -4.684 -3.966],1.0,10.0,859,-1.0,4998.6826,45467.790538311005,828918660000.0,-3.1948516e+17,-27031734.0,-236.74434,1.0,1.0,117682.17,1,0.21778606,4999.5,,4999.089,0.40655273,4999.089168816803,True,-236.74434
,,500.0,24992166.0,50.0,1602.4816,31993.596,0.7807617,0.4189424,50.0,10.0,1220912400000000.0,0.20553832,1.0,50,19399404,43000,[ 0.045  0.879 -4.682 -3.9  ],1.0,10.0,860,-1.0,4998.6855,45511.92668700218,40046820000.0,-71348970000000.0,-27032988.0,-253.38022,1.0,1.0,5259.457,1,0.14868754,4999.4663,,4999.217,0.53125,4999.2167990955895,True,-253.38022
,,490.02,24493556.0,50.0,4835.1255,65179.473,4999.4897,0.4189424,50.0,10.0,1.6477597e+18,0.00945661,1.0,50,19423905,43050,[-2.662e-03  9.055e-01 -4.666e+00 -3.789e+00],1.0,10.0,861,-1.0,,45552.52371287346,120847830000.0,-2619827500000000.0,-26534404.0,-244.18655,1.0,1.0,12471.319,1,699.90796,4999.4897,,4899.3555,4899.3555,4899.355677457259,True,-244.18655
,,490.02,24494104.0,50.0,5.0159397,99.48796,4999.5117,0.4189424,50.0,10.0,67702430000.0,0.21591565,1.0,50,19448406,43100,[ 0.026  1.001 -4.653 -3.715],1.0,10.0,862,-1.0,,45597.03614449501,124876240.0,-531145900000.0,-26534976.0,-257.70993,1.0,1.0,13.933303,1,699.9157,4999.5117,,4899.41,4899.41,4899.410298871925,True,-257.70993
,,478.74,23869200.0,50.0,101617.23,1894041.8,4999.578,0.4189424,50.0,10.0,3.747072e+36,0.10442592,1.0,50,19472343,43150,[-0.035  1.002 -4.657 -3.701],1.0,10.0,863,-1.0,,45644.48276424408,2536641400000.0,-3.9506371e+24,-25910124.0,-243.67657,1.0,1.0,345326.06,1,980.4585,4999.578,,4786.2197,4786.2197,4786.219894039343,True,-243.67657
,,398.14,17183654.0,50.0,13693.523,233762.4,4999.5273,0.4189424,50.0,10.0,6.1416474e+24,0.041368246,1.0,50,19492250,43200,[-0.086  0.909 -4.662 -3.767],1.0,10.0,864,-1.0,,45682.509558439255,165574410000.0,-5.0577194e+18,-19224528.0,-227.01884,1.0,1.0,37715.805,1,1176.9973,4999.5273,,3974.7112,3974.7112,3974.711352083123,True,-227.01884
,,477.18,23744216.0,50.0,353887.75,12549795.0,4999.532,0.4189424,50.0,10.0,5.693177e+32,0.096472144,1.0,50,19516109,43250,[-0.027  0.891 -4.659 -3.775],1.0,10.0,865,-1.0,,45728.34488224983,5761422000000.0,-4.8695684e+22,-25785098.0,-245.82228,1.0,1.0,1848961.9,1,993.807,4999.532,,4770.3843,4770.3843,4770.384179329557,True,-245.82228
,,490.04,24493636.0,50.0,7.85379,96.810356,4989.579,0.4189424,50.0,10.0,395408220.0,0.07394519,1.0,50,19540611,43300,[ 0.031  0.872 -4.659 -3.789],1.0,10.0,866,-1.0,9.979513,45774.069476127625,195726880.0,-40778387000.0,-26534544.0,-236.76387,1.0,1.0,15.454404,1,698.51196,4999.5586,,4899.563,4889.584,4899.563127052065,True,-236.76387
,,488.74,24371964.0,50.0,39.30548,560.48157,4999.5176,0.4189424,50.0,10.0,2.6968883e+19,0.03648062,1.0,50,19565048,43350,[-0.014  0.898 -4.668 -3.755],1.0,10.0,867,-1.0,,45809.36116480827,981104500.0,-1.0598444e+16,-26412834.0,-246.09114,1.0,1.0,105.09774,1,703.9518,4999.5176,,4886.3496,4886.3496,4886.349810247415,True,-246.09114
,,440.16,19982704.0,50.0,2524.0996,84585.66,2650.0898,0.4189424,50.0,10.0,262603460000000.0,0.04736095,1.0,50,19587056,43400,[-0.057  0.862 -4.667 -3.782],1.0,10.0,868,-1.0,2349.4546,45842.62206888199,30507290000.0,-33102886000000.0,-22023596.0,-240.00624,1.0,1.0,12042.239,1,808.62286,4999.5444,,4396.457,2047.0022,4396.4569667137075,True,-240.00624
,,498.82,24875694.0,50.0,32926.363,1587464.9,350.33008,0.4189424,50.0,10.0,2.9081564e+33,0.117265984,1.0,50,19611997,43450,[-0.019  0.894 -4.667 -3.744],1.0,10.0,869,-1.0,4649.2383,45880.32777094841,819709500000.0,-1.1005969e+23,-26916594.0,-255.73523,1.0,1.0,222177.12,1,60.460636,4999.5684,,4987.1875,337.94904,4987.187263891716,True,-255.73523
,,380.72,16337268.0,50.0,16806.357,287453.72,4999.573,0.4189424,50.0,10.0,3.3863631e+25,0.37134224,1.0,50,19631033,43500,[-0.081  0.886 -4.668 -3.744],1.0,10.0,870,-1.0,,45908.67795920372,261459410000.0,-1.187646e+19,-18378180.0,-240.71191,1.0,1.0,54948.31,1,1377.5842,4999.573,,3799.9382,3799.9382,3799.9381610446503,True,-240.71191
,,475.48,23638858.0,50.0,392186.56,19573220.0,4989.609,0.4189424,50.0,10.0,1.1268684e+33,0.049276154,1.0,50,19654807,43550,[-0.022  0.876 -4.672 -3.761],1.0,10.0,871,-1.0,9.979839,45951.098974227905,9801889000000.0,-6.851088e+22,-25679784.0,-261.28766,1.0,1.0,2740151.0,1,1020.81696,4999.589,,4753.608,4743.628,4753.608224915475,True,-261.28766
,,412.46,17855856.0,50.0,706.7265,12292.918,3480.0024,0.4189424,50.0,10.0,2442825500000000.0,0.030813655,1.0,50,19675430,43600,[-0.078  0.866 -4.679 -3.735],1.0,10.0,872,-1.0,1519.609,45984.28880524635,10661807000.0,-100883230000000.0,-19896794.0,-241.30244,1.0,1.0,2128.6633,1,946.234,4999.6113,,4118.3125,2598.7034,4118.312439902165,True,-241.30244
,,322.56,12164232.0,50.0,3197.4065,137805.05,4989.5786,0.4189424,50.0,10.0,22388163000000.0,0.010990972,1.0,50,19691558,43650,[-0.118  0.797 -4.711 -3.645],1.0,10.0,873,-1.0,9.979585,46011.33825182915,11120164000.0,-9667777000000.0,-14205127.0,-227.52634,1.0,1.0,19260.059,1,1347.6853,4999.558,,3216.827,3206.8474,3216.82698393637,True,-227.52634
,,413.22,17804010.0,50.0,9794.631,130372.69,2769.858,0.4189424,50.0,10.0,3.2583763e+23,0.085154556,1.0,50,19712219,43700,[-0.063  0.784 -4.712 -3.673],1.0,10.0,874,-1.0,2229.7383,46048.88498330116,132994330000.0,-1.1649973e+18,-19844940.0,-256.64926,1.0,1.0,26191.014,1,886.5564,4999.596,,4125.291,1895.5531,4125.2913478963965,True,-256.64926
,,496.8,24724000.0,50.0,325.92303,9415.532,1610.1833,0.4189424,50.0,10.0,2.0914371e+19,0.51285857,1.0,50,19737059,43750,[-0.013  0.818 -4.711 -3.658],1.0,10.0,875,-1.0,3389.382,46096.15274143219,5602652700.0,-9333435000000000.0,-26764910.0,-248.11938,1.0,1.0,1396.9713,1,225.40428,4999.5654,,4967.2114,1577.8298,4967.211946053928,True,-248.11938
,,500.0,24993772.0,50.0,346427.0,17257498.0,0.3881836,0.4189424,50.0,10.0,4.1590386e+19,0.13990854,1.0,50,19762059,43800,[ 0.028  0.713 -4.716 -3.604],1.0,10.0,876,-1.0,4999.153,46131.55127930641,8658076300000.0,-1.3170331e+16,-27034666.0,-248.084,1.0,1.0,2415872.8,1,0.09828853,4999.541,,4999.3774,0.22458984,4999.377423590587,True,-248.084
