Weights,WReturnMean,TimeElapsed,OptimizationReturnMean,Epsilon,EpLenMean,InitialBound,EmpiricalD2Arithmetic,InitialReturnStd,MeanD2-0,ESSRenyiArithmetic,MinTargetPdf,OptimizationReturnMax,EmpiricalD2Harmonic,Penalization,StdIW,ESSRenyiHarmonic,InitialReturnMax,EpisodesSoFar,ReturnStepMaxmin,Inner Iteration,MeanIW,InitialReturnMean,MinBehavPdf,EpRewMean,Iteration,OptimizationReturnMin,Bound,MinIW,VarianceInitializer,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,MeanEntropy,EpThisIter,LearnableVariance,TimestepsSoFar,MaxIW,InitialReturnMin,StdWReturnMean
[-0.099  0.572 -1.743 -1.699],8759315.0,1169.0907068252563,2709.1216,1.0,271.86,-10799854.0,1.0,1191.6276,1.0,50.0,-249.29881,4999.104,1.0,True,439.9892,50.0,4999.104,2750,10.0,1,146.571,2709.1216,-249.29881,2709.121444981809,55,,-513643840000.0,0.14799626,-1.0,63171160000.0,10.0,784702100.0,0.4189424,50,,459685,3054.258,,
[-0.053  0.604 -1.76  -1.719],12606887.0,1193.0674691200256,2908.6487,1.0,316.68,-14647471.0,1.0,1622.0005,1.0,50.0,-217.6478,4749.32,1.0,True,271594.4,50.0,4999.1523,2800,10.0,1,44360.137,3158.481,-217.6478,3158.4809056907525,56,,-2.8560884e+18,0.04746006,-1.0,1.9590644e+24,10.0,1045969000000.0,0.4189424,50,,475519,1941029.9,249.8324,
[-0.051  0.495 -1.777 -1.778],13257794.0,1224.7067098617554,3412.0376,1.0,344.08,-15298566.0,1.0,1216.2086,1.0,50.0,-229.42416,4979.4175,1.0,True,8101.7646,50.0,4999.381,2850,10.0,1,4023.5627,3432.0012,-229.42416,3432.000976571522,57,,-1.831937e+20,0.19918722,-1.0,8.0583754e+27,10.0,44065915000.0,0.4189424,50,,492723,45580.438,19.96347,
[ 0.008  0.508 -1.784 -1.765],12797506.0,1257.798094511032,2812.215,1.0,310.94,-14838159.0,1.0,1781.884,1.0,50.0,-234.54103,4709.456,1.0,True,14.531898,50.0,4999.2397,2900,10.0,1,10.362665,3101.9988,-234.54103,3101.99869555026,58,,-3.1716705e+18,0.9023226,-1.0,2.4157474e+24,10.0,170701020.0,0.4189424,50,,508270,81.59965,289.78372,
[-0.05   0.487 -1.795 -1.766],14538670.0,1292.5524063110352,2671.3984,1.0,365.92,-16579413.0,1.0,1100.0791,1.0,50.0,-242.45682,4019.9202,1.0,True,4311.885,50.0,4999.3433,2950,10.0,1,2448.1719,3650.8213,-242.45682,3650.8213582813933,59,,-3.6673793e+18,0.12577349,-1.0,3.2296176e+24,10.0,31952181000.0,0.4189424,50,,526566,22052.697,979.4231,
[ 0.009  0.507 -1.795 -1.763],14237371.0,1326.977817773819,3334.4575,1.0,334.14,-16278068.0,1.0,1766.0024,1.0,50.0,-227.18915,4999.289,1.0,True,6576.089,50.0,4999.289,3000,10.0,1,1914.0367,3334.4575,-227.18915,3334.4574411490585,60,,-3.5883888e+19,0.01074456,-1.0,3.0921264e+26,10.0,34643608000.0,0.4189424,50,,543273,39691.71,,
[-0.049  0.61  -1.83  -1.747],15668576.0,1365.5204937458038,3434.2195,1.0,372.18,-17709260.0,1.0,1369.1016,1.0,50.0,-231.83601,4719.442,1.0,True,107.29793,50.0,4999.2686,3050,10.0,1,34.953537,3714.0461,-231.83601,3714.045953335553,61,,-518707280000.0,0.051304813,-1.0,64444047000.0,10.0,672773760.0,0.4189424,50,,561882,741.589,279.82672,
[-0.089  0.649 -1.855 -1.733],11964662.0,1397.1430101394653,3173.4893,1.0,322.24,-14005173.0,1.0,1280.0457,1.0,50.0,-230.34036,4959.122,1.0,True,4154.3335,50.0,4999.0645,3100,10.0,1,1655.5626,3213.432,-230.34036,3213.4318962080333,62,,-713510430000000.0,0.036159188,-1.0,1.2226811e+17,10.0,19498596000.0,0.4189424,50,,577994,22980.217,39.942196,
[-0.033  0.675 -1.858 -1.722],18046548.0,1441.9283640384674,3740.2664,1.0,396.56,-20087360.0,1.0,1537.5404,1.0,50.0,-260.1226,4779.573,1.0,True,574735.25,50.0,4999.423,3150,10.0,1,92917.8,3960.116,-260.1226,3960.1159946733837,63,,-1.0580979e+23,0.053514883,-1.0,2.6882125e+33,10.0,2302947400000.0,0.4189424,50,,597822,4105024.2,219.84943,
[-0.041  0.565 -1.874 -1.779],16238648.0,1480.28551197052,3682.2932,1.0,369.92,-18279398.0,1.0,1614.2401,1.0,50.0,-243.74059,4989.371,1.0,True,84900.36,50.0,4999.351,3200,10.0,1,18202.578,3692.2727,-243.74059,3692.272779847296,64,,-1.1887567e+24,0.16844292,-1.0,3.3933026e+35,10.0,292345540000.0,0.4189424,50,,616318,603435.4,9.980012,
[ 0.018  0.585 -1.876 -1.772],15717048.0,1518.580994129181,3506.993,1.0,353.36,-17757850.0,1.0,1810.4203,1.0,50.0,-230.22713,4979.4536,1.0,True,1322607.0,50.0,4999.418,3250,10.0,1,194196.69,3526.9573,-230.22713,3526.957207669193,65,,-1.2526019e+19,0.17606933,-1.0,3.767379e+25,10.0,4550288700000.0,0.4189424,50,,633986,9451136.0,19.964293,
[-0.042  0.525 -1.897 -1.861],17263338.0,1558.1688809394836,3687.914,1.0,398.46,-19304264.0,1.0,1200.5775,1.0,50.0,-228.71614,4709.798,1.0,True,124415.38,50.0,4999.5654,3300,10.0,1,33052.254,3977.682,-228.71614,3977.681819966006,66,,-2.8613376e+24,0.0868924,-1.0,1.965624e+36,10.0,333061500000.0,0.4189424,50,,653909,838784.8,289.76758,
[ 0.02   0.532 -1.898 -1.856],17415990.0,1602.6631634235382,3616.5393,1.0,387.2,-19456798.0,1.0,1570.8579,1.0,50.0,-251.4722,4749.643,1.0,True,17.208668,50.0,4999.419,3350,10.0,1,9.895139,3866.3157,-251.4722,3866.315517871408,67,,-1230301200000.0,0.1413117,-1.0,363321980000.0,10.0,204395250.0,0.4189424,50,,673269,93.03344,249.77611,
[-0.035  0.556 -1.907 -1.844],18713056.0,1645.629073858261,4077.2446,1.0,408.28,-20753898.0,1.0,1445.3835,1.0,50.0,-250.58217,4999.4595,1.0,True,255447.22,50.0,4999.4595,3400,10.0,1,60793.445,4077.2446,-250.58217,4077.244784257593,68,,-1.6217832e+22,0.1552811,-1.0,6.315163e+31,10.0,860217300000.0,0.4189424,50,,693683,1635409.1,,
[ 0.025  0.551 -1.913 -1.858],17465582.0,1686.1055314540863,3804.7402,1.0,380.98,-19506428.0,1.0,1729.027,1.0,50.0,-252.32918,4999.4683,1.0,True,3.7656713,50.0,4999.4683,3450,10.0,1,3.7271574,3804.7402,-252.32918,3804.7403183461665,69,,-1212487300000000.0,0.24368088,-1.0,3.529802e+17,10.0,58024990.0,0.4189424,50,,712732,21.304735,,
[-0.034  0.553 -1.924 -1.842],20696364.0,1727.3934116363525,3528.0781,1.0,440.18,-22737250.0,1.0,1164.9377,1.0,50.0,-241.61862,4129.94,1.0,True,26639.035,50.0,4999.5073,3500,10.0,1,4627.1045,4397.6455,-241.61862,4397.645310851694,70,,-1246789000000000.0,0.056421306,-1.0,3.7316074e+17,10.0,103868420000.0,0.4189424,50,,734741,190372.56,869.5675,
[ 0.007  0.594 -1.947 -1.836],19592412.0,1768.73113489151,3878.6152,1.0,416.26,-21633242.0,1.0,1516.455,1.0,50.0,-242.59665,4719.5986,1.0,True,143064160.0,50.0,4999.442,3550,10.0,1,20455728.0,4158.459,-242.59665,4158.458513661091,71,,-2.6691644e+22,0.10331016,-1.0,1.7106289e+32,10.0,510991620000000.0,0.4189424,50,,755554,1021904800.0,279.84332,
[ 0.076  0.581 -2.011 -1.918],10812002.0,1799.387818813324,2739.758,1.0,275.76,-12852758.0,1.0,1803.0369,1.0,50.0,-233.45796,4989.391,1.0,True,1261.7524,50.0,4999.371,3600,10.0,1,330.72052,2749.738,-233.45796,2749.73822089595,72,,-20823564000000.0,0.040246267,-1.0,104087266000000.0,10.0,3410385200.0,0.4189424,50,,769342,8793.533,9.979871,
[-0.017  0.631 -2.029 -1.852],20323268.0,1840.2389092445374,4039.7393,1.0,430.3,-22364204.0,1.0,1355.4111,1.0,50.0,-250.21414,4739.76,1.0,True,216067.06,50.0,4999.5703,3650,10.0,1,59337.547,4299.55,-250.21414,4299.549888321818,73,,-3.5385863e+23,0.32112852,-1.0,3.0062156e+34,10.0,1470597200000.0,0.4189424,50,,790857,1254792.1,259.8106,
[ 0.009  0.734 -2.035 -1.788],15494270.0,1874.628387928009,3474.872,1.0,349.08,-17535024.0,1.0,1830.3204,1.0,50.0,-245.91943,4989.377,1.0,True,17468.541,50.0,4999.3574,3700,10.0,1,3400.123,3484.8528,-245.91943,3484.852832405374,74,,-2.5465873e+17,0.089227594,-1.0,1.5572252e+22,10.0,82563920000.0,0.4189424,50,,808311,122670.19,9.980352,
[-0.053  0.82  -2.051 -1.723],15847003.0,1910.9261167049408,3597.1309,1.0,361.36,-17887836.0,1.0,1683.9641,1.0,50.0,-232.2035,4989.469,1.0,True,64907.1,50.0,4999.4517,3750,10.0,1,20889.883,3607.1135,-232.2035,3607.1134946818725,75,,-8.451062e+17,0.25350404,-1.0,1.7148412e+23,10.0,436681600000.0,0.4189424,50,,826379,351830.4,9.982522,
[-0.064  0.919 -2.082 -1.654],11704944.0,1947.3983252048492,2846.0256,1.0,305.42,-13745460.0,1.0,1558.1377,1.0,50.0,-237.44595,4799.2563,1.0,True,165612.84,50.0,4999.0723,3800,10.0,1,36791.82,3045.8418,-237.44595,3045.841573496166,76,,-2.822806e+23,0.35013565,-1.0,1.9137959e+34,10.0,808089350000.0,0.4189424,50,,841650,881295.25,199.81601,
[-0.112  0.847 -2.116 -1.738],14629012.0,1988.8662099838257,3594.765,1.0,361.38,-16669602.0,1.0,1278.595,1.0,50.0,-223.0328,4989.1724,1.0,True,258.2902,50.0,4999.1553,3850,10.0,1,118.88927,3604.7478,-223.0328,3604.7478801399093,77,,-979239440000.0,0.54511935,-1.0,229615650000.0,10.0,1443081500.0,0.4189424,50,,859719,1184.4231,9.982955,
[-0.063  0.815 -2.117 -1.76 ],15834489.0,2031.292002439499,3456.6677,1.0,369.36,-17875188.0,1.0,1498.1118,1.0,50.0,-227.86252,4769.476,1.0,True,4905.5493,50.0,4999.2905,3900,10.0,1,944.4911,3686.4824,-227.86252,3686.4822531316336,78,,-8.991502e+17,0.44431642,-1.0,1.9414323e+23,10.0,22165019000.0,0.4189424,50,,878187,34787.06,229.81448,
[-0.125  0.816 -2.123 -1.754],12061591.0,2068.3349475860596,3255.4773,1.0,327.54,-14102284.0,1.0,1182.5293,1.0,50.0,-237.93967,4989.3047,1.0,True,1016402.8,50.0,4999.2856,3950,10.0,1,148197.83,3265.4575,-237.93967,3265.457827255915,79,,-7284316600000000.0,0.029979762,-1.0,1.2734791e+19,10.0,2057011700000.0,0.4189424,50,,894564,7262599.0,9.980745,
[-0.083  0.721 -2.143 -1.821],16385560.0,2105.149097442627,3808.296,1.0,384.54,-18426388.0,1.0,1285.8696,1.0,50.0,-240.14148,4969.4976,1.0,True,23978.57,50.0,4999.444,4000,10.0,1,5722.197,3838.242,-240.14148,3838.241747943645,80,,-1.3646414e+22,0.23686211,-1.0,4.4713804e+31,10.0,75593030000.0,0.4189424,50,,913791,166792.47,29.946095,
[-0.02   0.72  -2.145 -1.821],19965596.0,2145.0629720687866,4172.608,1.0,418.68,-22006424.0,1.0,1572.113,1.0,50.0,-231.7117,4989.4595,1.0,True,204.62126,50.0,4999.441,4050,10.0,1,63.327396,4182.59,-231.7117,4182.589586470452,81,,-1.0274538e+22,0.024109274,-1.0,2.5347207e+31,10.0,1550236300.0,0.4189424,50,,934725,1368.6193,9.981412,
[-0.078  0.729 -2.144 -1.799],17943796.0,2188.5062482357025,3827.1775,1.0,409.36,-19984626.0,1.0,1113.698,1.0,50.0,-234.57199,4739.6323,1.0,True,6460.331,50.0,4999.443,4100,10.0,1,2666.82,4086.988,-234.57199,4086.988171475426,82,,-8.538922e+17,0.12727548,-1.0,1.7506967e+23,10.0,32060852000.0,0.4189424,50,,955193,34257.14,259.81058,
[-0.023  0.749 -2.151 -1.818],21949370.0,2233.060310602188,4506.9136,1.0,453.0,-23990242.0,1.0,1206.9491,1.0,50.0,-238.31506,4979.524,1.0,True,10.034421,50.0,4999.49,4150,10.0,1,6.667372,4526.8804,-238.31506,4526.8802115841445,83,,-97423060000.0,0.08784962,-1.0,2271519000.0,10.0,156396370.0,0.4189424,50,,977843,43.33328,19.966093,
[-0.058  0.799 -2.161 -1.823],21303644.0,2279.7374742031097,4421.0576,1.0,444.5,-23344498.0,1.0,1257.3474,1.0,50.0,-246.9894,4979.498,1.0,True,1126.2432,50.0,4999.468,4200,10.0,1,281.9628,4441.0273,-246.9894,4441.027267636174,84,,-1886770700000.0,0.056280293,-1.0,849482550000.0,10.0,5812438000.0,0.4189424,50,,1000068,7789.569,19.969837,
[-0.014  0.764 -2.169 -1.85 ],20374646.0,2329.8903188705444,4320.7207,1.0,432.52,-22415454.0,1.0,1306.1473,1.0,50.0,-240.8943,4999.412,1.0,True,491.99252,50.0,4999.412,4250,10.0,1,92.19577,4320.7207,-240.8943,4320.720393932702,85,,-50859405000000.0,0.052404594,-1.0,621039300000000.0,10.0,2282290700.0,0.4189424,50,,1021694,3516.1807,,
[ 0.039  0.796 -2.17  -1.846],17657126.0,2365.804447889328,3847.853,1.0,386.26,-19697800.0,1.0,1665.6057,1.0,50.0,-235.03569,4989.2744,1.0,True,208189.28,50.0,4999.2554,4300,10.0,1,33539.42,3857.834,-235.03569,3857.8341029611415,86,,-2.3246718e+17,0.016444108,-1.0,1.2977476e+22,10.0,805062800000.0,0.4189424,50,,1041007,1484338.4,9.981074,
[ 0.019  0.684 -2.183 -1.896],21852470.0,2408.5423946380615,4286.3574,1.0,451.88,-23893300.0,1.0,1206.939,1.0,50.0,-248.66336,4769.627,1.0,True,19336.656,50.0,4999.437,4350,10.0,1,4525.381,4516.168,-248.66336,4516.16753500607,87,,-2.2455122e+20,0.19034149,-1.0,1.2107034e+28,10.0,112686670000.0,0.4189424,50,,1063601,119934.63,229.81021,
[-0.059  0.588 -2.196 -1.879],17801260.0,2450.6478383541107,4010.33,1.0,403.66,-19842086.0,1.0,1248.19,1.0,50.0,-236.22108,4979.4736,1.0,True,49082.105,50.0,4999.4395,4400,10.0,1,12021.874,4030.2954,-236.22108,4030.2956642503386,88,,-1.9975698e+22,0.059532788,-1.0,9.580981e+31,10.0,106215055000.0,0.4189424,50,,1083784,345721.03,19.96561,
[ 2.165e-03  6.017e-01 -2.196e+00 -1.874e+00],21795480.0,2506.281403064728,4208.303,1.0,446.04,-23836378.0,1.0,1385.8674,1.0,50.0,-245.35909,4749.7046,1.0,True,261990.55,50.0,4999.5234,4450,10.0,1,39035.32,4458.122,-245.35909,4458.122038282686,89,,-891283160000000.0,0.19728461,-1.0,1.9030794e+17,10.0,975687450000.0,0.4189424,50,,1106086,1871404.4,249.81885,
[ 0.061  0.621 -2.205 -1.881],19938620.0,2565.966452598572,4167.877,1.0,418.14,-21979474.0,1.0,1576.1066,1.0,50.0,-249.70575,4989.4917,1.0,True,5499.3667,50.0,4999.4736,4500,10.0,1,1548.2239,4177.859,-249.70575,4177.858944432438,90,,-6.3490536e+17,0.17382698,-1.0,9.678587e+22,10.0,37116610000.0,0.4189424,50,,1126993,36358.75,9.981911,
[-0.023  0.533 -2.22  -1.905],22811768.0,2636.4249715805054,3807.1448,1.0,471.96,-24852712.0,1.0,752.0249,1.0,50.0,-229.52432,4090.1313,1.0,True,2419.8198,50.0,4999.577,4550,10.0,1,951.27893,4716.5903,-229.52432,4716.59058923168,91,,-31555043000000.0,0.49768677,-1.0,238768420000000.0,10.0,18843716000.0,0.4189424,50,,1150591,13624.888,909.44586,
[-0.027  0.592 -2.237 -1.796],23069420.0,2694.1987812519073,3533.951,1.0,474.62,-25110296.0,1.0,753.0863,1.0,50.0,-233.85579,3789.786,1.0,True,8467299.0,50.0,4999.4917,4600,10.0,1,1896426.5,4743.6567,-233.85579,4743.656726130739,92,,-3.1398045e+20,0.07701295,-1.0,2.3669712e+28,10.0,24476069000000.0,0.4189424,50,,1174322,46713600.0,1209.7058,
[ 0.032  0.61  -2.234 -1.784],20944410.0,2749.2432384490967,4060.8118,1.0,435.38,-22985294.0,1.0,1420.1959,1.0,50.0,-250.72227,4709.749,1.0,True,4.857459,50.0,4999.5063,4650,10.0,1,4.49053,4350.569,-250.72227,4350.569245613894,93,,-210624230000.0,0.1969297,-1.0,10641531000.0,10.0,95828110.0,0.4189424,50,,1196091,23.062643,289.75732,
[-0.029  0.619 -2.232 -1.776],22084816.0,2806.5978770256042,3837.7578,1.0,460.02,-24125788.0,1.0,974.2323,1.0,50.0,-241.81175,4240.0127,1.0,True,13210.33,50.0,4999.6113,4700,10.0,1,3584.599,4597.3564,-241.81175,4597.356601751718,94,,-1.2448644e+17,0.16971739,-1.0,3.7204025e+21,10.0,69412010000.0,0.4189424,50,,1219092,71964.586,759.5989,
[ 0.02   0.6   -2.246 -1.806],22352892.0,2858.837204694748,4112.8994,1.0,462.5,-24393810.0,1.0,992.2557,1.0,50.0,-246.09444,4489.8564,1.0,True,1051.4146,50.0,4999.5454,4750,10.0,1,355.83737,4622.5884,-246.09444,4622.588320423151,95,,-21012763000000.0,0.09492722,-1.0,105917880000000.0,10.0,8858274000.0,0.4189424,50,,1242217,6715.0283,509.6889,
[ 0.063  0.636 -2.254 -1.694],19105226.0,2903.1217062473297,3903.2402,1.0,412.78,-21145858.0,1.0,1450.8812,1.0,50.0,-250.37871,4779.314,1.0,True,29.624302,50.0,4999.2,4800,10.0,1,15.585322,4123.1265,-250.37871,4123.126249348853,96,,-10628603000000.0,0.56973064,-1.0,27128305000000.0,10.0,230506530.0,0.4189424,50,,1262856,183.3553,219.88626,
[-0.033  0.584 -2.279 -1.639],22518290.0,2960.237330675125,2895.2124,1.0,469.82,-24559190.0,1.0,691.5289,1.0,50.0,-239.63342,3200.0464,1.0,True,2584.939,50.0,4999.52,4850,10.0,1,840.73694,4694.686,-239.63342,4694.686283856789,97,,-1.5055699e+16,0.06476438,-1.0,5.442257e+19,10.0,13991089000.0,0.4189424,50,,1286347,15280.586,1799.4736,
[ 0.014  0.561 -2.278 -1.673],23515688.0,3033.520956516266,4757.051,1.0,475.88,-25556476.0,1.0,941.3581,1.0,50.0,-247.0806,4999.382,1.0,True,199.03375,50.0,4999.382,4900,10.0,1,36.20329,4757.051,-247.0806,4757.050838416204,98,,-718650100000.0,0.1845585,-1.0,123699495000.0,10.0,903809900.0,0.4189424,50,,1310141,1425.5295,,
[ 0.063  0.571 -2.285 -1.636],21809170.0,3103.2353496551514,4254.112,1.0,451.68,-23849940.0,1.0,1197.1598,1.0,50.0,-251.77226,4739.499,1.0,True,3238.7546,50.0,4999.3633,4950,10.0,1,690.8465,4513.976,-251.77226,4513.975992406614,99,,-4698805400000.0,0.071053825,-1.0,5262909400000.0,10.0,17178642000.0,0.4189424,50,,1332725,21858.39,259.86438,
[ 0.107  0.473 -2.349 -1.632],19460732.0,3162.0193960666656,3915.7698,1.0,422.0,-21501598.0,1.0,1299.992,1.0,50.0,-237.83582,4699.719,1.0,True,40900.434,50.0,4999.4863,5000,10.0,1,9693.958,4215.537,-237.83582,4215.537104516401,100,,-2.954731e+18,0.032599382,-1.0,2.096166e+24,10.0,84503750000.0,0.4189424,50,,1353825,286001.2,299.7672,
[ 0.036  0.39  -2.368 -1.688],24464342.0,3222.9657533168793,4582.813,1.0,490.38,-26505238.0,1.0,655.0255,1.0,50.0,-240.92287,4679.747,1.0,True,39.460686,50.0,4999.514,5050,10.0,1,13.73641,4902.5796,-240.92287,4902.57935319233,101,,-470407970000.0,0.058742326,-1.0,53052666000.0,10.0,336832160.0,0.4189424,50,,1378344,275.36652,319.76685,
[-0.007  0.348 -2.377 -1.703],23320680.0,3279.0776381492615,2380.8918,1.0,479.26,-25361662.0,1.0,610.2509,1.0,50.0,-234.77359,2590.0764,1.0,True,38.616703,50.0,4999.62,5100,10.0,1,17.81377,4790.4355,-234.77359,4790.435638185632,102,,-250393380000.0,0.20185217,-1.0,15017478000.0,10.0,285763500.0,0.4189424,50,,1402307,188.97943,2409.5437,
[ 0.024  0.349 -2.377 -1.706],23842432.0,3342.7949504852295,4415.484,1.0,482.66,-25883336.0,1.0,748.3549,1.0,50.0,-245.1419,4589.827,1.0,True,1236316.6,50.0,4999.527,5150,10.0,1,224031.27,4825.1836,-245.1419,4825.183591363607,103,,-8.577714e+17,0.024174107,-1.0,1.7664982e+23,10.0,5598293300000.0,0.4189424,50,,1426440,8766250.0,409.6995,
[-0.003  0.438 -2.387 -1.622],23263674.0,3410.1427488327026,4720.825,1.0,472.28,-25304586.0,1.0,988.6773,1.0,50.0,-259.22095,4999.534,1.0,True,657412.2,50.0,4999.534,5200,10.0,1,120291.87,4720.825,-259.22095,4720.825201870834,104,,-6.976228e+17,0.05194761,-1.0,1.1684538e+23,10.0,2271162100000.0,0.4189424,50,,1450054,4580603.5,,
[ 0.05   0.405 -2.391 -1.631],23948492.0,3482.8392934799194,3000.1284,1.0,486.12,-25989348.0,1.0,576.75085,1.0,50.0,-246.40454,3139.976,1.0,True,28.53549,50.0,4999.462,5250,10.0,1,11.668118,4859.6143,-246.40454,4859.614396985403,105,,-885558740000.0,0.115328215,-1.0,188174660000.0,10.0,277178400.0,0.4189424,50,,1474360,189.17563,1859.4858,
[-0.01   0.421 -2.391 -1.624],22510992.0,3547.404381752014,2174.7815,1.0,469.72,-24551888.0,1.0,687.62775,1.0,50.0,-243.95497,2479.8171,1.0,True,111942696.0,50.0,4999.5176,5300,10.0,1,16317727.0,4694.482,-243.95497,4694.482032988513,106,,-1.411605e+21,0.103225075,-1.0,4.7841524e+29,10.0,363166360000000.0,0.4189424,50,,1497846,799853400.0,2519.7004,
[ 0.051  0.324 -2.402 -1.673],23663590.0,3612.124370098114,3972.4111,1.0,480.38,-25704416.0,1.0,777.416,1.0,50.0,-255.10818,4169.8403,1.0,True,30033.748,50.0,4999.4307,5350,10.0,1,4416.544,4802.002,-255.10818,4802.001446084051,107,,-184004510000.0,0.043588366,-1.0,1302058000.0,10.0,110365040000.0,0.4189424,50,,1521865,214610.67,829.59045,
[ 0.084  0.372 -2.38  -1.674],23485380.0,3678.796882867813,4415.2456,1.0,478.7,-25526224.0,1.0,767.99243,1.0,50.0,-246.47873,4629.7666,1.0,True,2123492.5,50.0,4999.452,5400,10.0,1,374079.7,4784.9316,-246.47873,4784.931495333612,108,,-3.211639e+20,0.9635413,-1.0,2.476595e+28,10.0,6462151000000.0,0.4189424,50,,1545800,15131475.0,369.6855,
[-0.003  0.285 -2.395 -1.687],19660418.0,3733.9173979759216,3114.946,1.0,429.88,-21701334.0,1.0,1102.7264,1.0,50.0,-247.1256,3819.7979,1.0,True,10869879.0,50.0,4999.548,5450,10.0,1,2316530.0,4294.696,-247.1256,4294.696009033446,109,,-4.907121e+22,0.023469709,-1.0,5.7812527e+32,10.0,29329958000000.0,0.4189424,50,,1567294,73421320.0,1179.75,
[ 0.057  0.299 -2.392 -1.68 ],23854836.0,3796.3853878974915,4769.695,1.0,480.12,-25895728.0,1.0,904.56744,1.0,50.0,-235.30176,4969.5596,1.0,True,946806.3,50.0,4999.51,5500,10.0,1,217345.44,4799.6455,-235.30176,4799.64507546893,110,,-9.4551266e+23,0.6070491,-1.0,2.1464276e+35,10.0,5431703400000.0,0.4189424,50,,1591300,6295045.5,29.9504,
[ 0.14   0.206 -2.392 -1.67 ],10423795.0,3832.1400809288025,2754.4597,1.0,279.32,-12464542.0,1.0,1634.2769,1.0,50.0,-237.42676,4969.4097,1.0,True,15.276074,50.0,4999.3594,5550,10.0,1,12.834053,2784.4092,-237.42676,2784.4093256446968,111,,-3724339600000.0,0.047939703,-1.0,3330489500000.0,10.0,104306980.0,0.4189424,50,,1605266,64.30682,29.949629,
[ 0.079  0.217 -2.4   -1.671],20151648.0,3884.6052939891815,3932.779,1.0,427.66,-22192502.0,1.0,1377.3506,1.0,50.0,-247.35973,4659.716,1.0,True,3059.08,50.0,4999.4717,5600,10.0,1,1143.4438,4272.535,-247.35973,4272.534890145833,112,,-1278414500000000.0,0.13297713,-1.0,3.9239632e+17,10.0,19507124000.0,0.4189424,50,,1626649,13988.702,339.75574,
[ 0.016  0.194 -2.429 -1.569],20870654.0,3933.3530349731445,3872.2534,1.0,433.48,-22911572.0,1.0,1450.4686,1.0,50.0,-236.70644,4539.738,1.0,True,22531.844,50.0,4999.5503,5650,10.0,1,5773.7246,4332.066,-236.70644,4332.065868841123,113,,-3.0227193e+20,0.3260425,-1.0,2.1936285e+28,10.0,132590810000.0,0.4189424,50,,1648323,150896.11,459.81232,
[ 0.076  0.188 -2.428 -1.587],20759846.0,3986.8916852474213,3941.4731,1.0,435.46,-22800738.0,1.0,1351.7408,1.0,50.0,-235.93521,4589.8247,1.0,True,39621.258,50.0,4999.517,5700,10.0,1,6311.9883,4351.166,-235.93521,4351.165781320429,114,,-2455878400000000.0,0.30548579,-1.0,1.4478961e+18,10.0,156275670000.0,0.4189424,50,,1670096,282695.03,409.69226,
[ 0.015  0.196 -2.438 -1.583],20270456.0,4044.117057323456,4217.7983,1.0,427.08,-22311398.0,1.0,1434.2435,1.0,50.0,-240.77715,4949.6606,1.0,True,2730717.5,50.0,4999.578,5750,10.0,1,532921.2,4267.7163,-240.77715,4267.716065236595,115,,-1.1429489e+23,0.018510625,-1.0,3.1362555e+33,10.0,11774424000000.0,0.4189424,50,,1691450,19298602.0,49.917404,
[ 0.077  0.198 -2.435 -1.578],19975070.0,4096.7840275764465,4174.826,1.0,418.86,-22015924.0,1.0,1569.222,1.0,50.0,-250.80202,4989.492,1.0,True,115.12021,50.0,4999.4736,5800,10.0,1,37.96429,4184.8076,-250.80202,4184.807308899066,116,,-684352700000.0,0.039986722,-1.0,112146210000.0,10.0,920848260.0,0.4189424,50,,1712393,793.1845,9.981263,
[ 0.129  0.226 -2.443 -1.599],14318388.0,4132.136085987091,3415.0715,1.0,342.26,-16359116.0,1.0,1629.6243,1.0,50.0,-250.67867,4999.327,1.0,True,45.563343,50.0,4999.327,5850,10.0,1,24.605696,3415.0715,-250.67867,3415.0713720609306,117,,-319593580000.0,0.36000514,-1.0,24472380000.0,10.0,354840770.0,0.4189424,50,,1729506,199.48636,,
[ 0.069  0.229 -2.454 -1.611],23231312.0,4185.467920780182,4258.0137,1.0,470.96,-25272150.0,1.0,1033.2842,1.0,50.0,-242.47717,4549.632,1.0,True,545.5034,50.0,4999.445,5900,10.0,1,136.57211,4707.8267,-242.47717,4707.827031727758,118,,-8838939000000.0,0.070114665,-1.0,18747629000000.0,10.0,2625518600.0,0.4189424,50,,1753054,3006.3557,449.81323,
[ 0.035  0.179 -2.458 -1.627],23575900.0,4243.837133169174,3773.9824,1.0,479.54,-25616916.0,1.0,771.7502,1.0,50.0,-248.48032,3979.8677,1.0,True,172855.03,50.0,4999.6626,5950,10.0,1,39406.977,4793.7773,-248.48032,4793.777490101896,119,,-5.981759e+19,0.034841936,-1.0,8.589864e+26,10.0,984833850000.0,0.4189424,50,,1777031,888912.3,1019.79486,
[ 0.096  0.193 -2.46  -1.628],19440840.0,4283.384622097015,4146.5566,1.0,417.16,-21481620.0,1.0,1442.5466,1.0,50.0,-270.153,4979.4185,1.0,True,5928.25,50.0,4999.383,6000,10.0,1,1319.6937,4166.521,-270.153,4166.521207633276,120,,-2586732100000.0,0.08678904,-1.0,1582253200000.0,10.0,19736222000.0,0.4189424,50,,1797889,40836.848,19.964163,
