EpLenMean,InitialReturnMin,MinIW,Epsilon,EmpiricalD2Arithmetic,Weights,InitialReturnMax,DivergenceHarmonic,ReturnMeanIW,InitialReturnStd,EpThisIter,MinBehavPdf,TimestepsSoFar,InitialReturnMean,MeanIW,ESSRenyiHarmonic,EpRewMean,OptimizationReturnMean,TimeElapsed,StdIW,Penalization,MaxIW,EpisodesSoFar,StdWReturnMean,OptimizationReturnMax,OptimizationReturnMin,VarianceInitializer,ReturnStepMax,Inner Iteration,EmpiricalD2Harmonic,LearnableVariance,Bound,MinTargetPdf,InitialBound,WReturnMean,MeanD2-0,Iteration,MeanEntropy,ReturnStepMaxmin,ESSRenyiArithmetic
500.0,4999.1245,0.26847365,1.0,1.0,[ 0.931  1.26  -5.032 -2.146],4999.642,7.380475e+28,230473010000000.0,0.1255427,50,-240.72037,17709448,4999.391,9221080.0,50.0,4999.391318469079,0.26680663,42097.962352752686,49772620.0,True,353408800.0,40300,,0.5175781,,-1.0,10.0,1,1.0,,-5.544656e+20,-240.72037,-27034916.0,24993914.0,1.0,806,0.4189424,10.0,50.0
485.2,,0.71001565,1.0,1.0,[ 1.183  1.438 -4.96  -2.533],4999.503,2699212000000000.0,105748010000.0,733.8253,50,-242.24603,17733708,4850.6113,4242.526,50.0,4850.61139450789,4850.6113,42154.43512511253,15075.074,True,93985.63,40350,,4999.503,,-1.0,10.0,1,1.0,,-106135200000000.0,-242.24603,-26107814.0,24066930.0,1.0,807,0.4189424,10.0,50.0
489.18,,0.8701418,1.0,1.0,[ 1.17   1.327 -4.933 -2.583],4999.439,2.9411145e+23,150232070000.0,701.2207,50,-236.54146,17758167,4890.443,6012.175,50.0,4890.442808452955,4890.443,42202.656423807144,26843.578,True,179204.52,40400,,4999.439,,-1.0,10.0,1,1.0,,-1.1067586e+18,-236.54146,-26448972.0,24408140.0,1.0,808,0.4189424,10.0,50.0
486.52,1759.5544,0.23956642,1.0,1.0,[ 1.193  1.23  -4.921 -2.657],4999.4634,4.9538144e+31,130113150000000.0,526.5779,50,-246.45958,17782493,4863.365,5212873.0,50.0,4863.365575930394,3103.811,42253.70938539505,36410596.0,True,260086770.0,40450,,3239.909,,-1.0,10.0,1,1.0,,-1.4363855e+22,-246.45958,-25970460.0,23929610.0,1.0,809,0.4189424,10.0,50.0
482.3,,0.25448847,1.0,1.0,[ 1.177  1.338 -4.926 -2.597],4999.5903,2.452511e+20,138937630000.0,876.2743,50,-247.24057,17806608,4821.6924,5560.1523,50.0,4821.692023543961,4821.6924,42305.19908308983,24060.084,True,167834.08,40500,,4999.5903,,-1.0,10.0,1,1.0,,-3.1961753e+16,-247.24057,-26057526.0,24016572.0,1.0,810,0.4189424,10.0,50.0
470.4,239.83533,0.060562633,1.0,1.0,[ 1.158  1.235 -4.93  -2.665],4999.656,4.7189747e+17,37475630000.0,1061.4109,50,-237.34247,17830128,4702.306,1519.3237,50.0,4702.306249663001,4462.4707,42360.50318288803,5717.794,True,39433.34,40550,,4759.8203,,-1.0,10.0,1,1.0,,-1402071000000000.0,-237.34247,-25279282.0,23238276.0,1.0,811,0.4189424,10.0,50.0
458.28,,0.4719055,1.0,1.0,[ 1.109  1.128 -4.951 -2.7  ],4999.477,5.8980152e+19,66634170000.0,1192.1628,50,-255.82312,17853042,4580.51,2858.7869,50.0,4580.510015746734,4580.51,42415.18189740181,8329.079,True,43475.906,40600,,4999.477,,-1.0,10.0,1,1.0,,-1.5673223e+16,-255.82312,-24443180.0,22402324.0,1.0,812,0.4189424,10.0,50.0
467.24,9.980361,0.33153084,1.0,1.0,[ 1.128  1.251 -4.945 -2.709],4999.5146,2.4257465e+17,444483240000.0,1081.7197,50,-234.10922,17876404,4670.5244,17817.14,50.0,4670.5241574952615,4660.544,42472.618714571,95096.65,True,645635.7,40650,,4989.534,,-1.0,10.0,1,1.0,,-1005598750000000.0,-234.10922,-25024802.0,22983912.0,1.0,813,0.4189424,10.0,50.0
490.86,419.65192,0.021315353,1.0,1.0,[ 1.063  1.344 -4.954 -2.657],4999.6553,5995694000000000.0,6498854400000.0,641.14764,50,-240.95625,17900947,4907.6855,260053.28,50.0,4907.684960044593,4488.033,42523.73474597931,1813381.4,True,12953702.0,40700,,4580.0034,,-1.0,10.0,1,1.0,,-164534190000000.0,-240.95625,-26537454.0,24496444.0,1.0,814,0.4189424,10.0,50.0
481.0,,0.33305198,1.0,1.0,[ 1.007  1.269 -4.975 -2.737],4999.587,6.537861e+21,44820860000.0,933.8778,50,-250.80014,17924997,4808.8643,1793.499,50.0,4808.86443180984,4808.8643,42575.02792048454,5396.948,True,29566.674,40750,,4999.587,,-1.0,10.0,1,1.0,,-1.6502153e+17,-250.80014,-26038256.0,23997304.0,1.0,815,0.4189424,10.0,50.0
485.8,,0.040963724,1.0,1.0,[ 1.001  1.156 -4.964 -2.788],4999.648,7.598228e+18,77167250000.0,754.5954,50,-257.6904,17949287,4856.7583,3087.6248,50.0,4856.758184690911,4856.7583,42629.83810901642,16594.902,True,118230.26,40800,,4999.648,,-1.0,10.0,1,1.0,,-5625943300000000.0,-257.6904,-26198512.0,24157514.0,1.0,816,0.4189424,10.0,50.0
481.9,449.64362,0.023518464,1.0,1.0,[ 0.942  1.089 -4.983 -2.873],4999.5903,23330885000000.0,5514849300.0,888.5838,50,-239.28421,17973382,4817.7803,224.87488,50.0,4817.780137068479,4368.1367,42678.65074324608,660.5345,True,4191.527,40850,,4549.947,,-1.0,10.0,1,1.0,,-9863515000000.0,-239.28421,-26041534.0,24000586.0,1.0,817,0.4189424,10.0,50.0
493.08,1529.2332,0.079690725,1.0,1.0,[ 0.864  1.036 -5.011 -2.952],4999.558,18942146000000.0,8243403000.0,485.78018,50,-253.6539,17998036,4929.694,329.8609,50.0,4929.693619950882,3400.4602,42733.21519994736,732.93604,True,4423.2183,40900,,3470.325,,-1.0,10.0,1,1.0,,-8890683000000.0,-253.6539,-26578786.0,24537864.0,1.0,818,0.4189424,10.0,50.0
491.68,829.36584,0.16380943,1.0,1.0,[ 0.862  0.998 -5.022 -3.07 ],4999.5635,4.3235917e+30,11854786000000.0,583.7318,50,-242.8706,18022620,4915.4873,474581.03,50.0,4915.487083887008,4086.1216,42790.42241048813,2766030.8,True,19478474.0,40950,,4170.1978,,-1.0,10.0,1,1.0,,-4.2436628e+21,-242.8706,-26543680.0,24502754.0,1.0,819,0.4189424,10.0,50.0
490.02,,0.026617398,1.0,1.0,[ 0.847  1.12  -5.032 -3.049],4999.622,1.1461567e+27,112057795000.0,699.8793,50,-236.0761,18047121,4899.1543,4484.489,50.0,4899.15439520409,4899.1543,42844.18132972717,19748.785,True,135812.53,41000,,4999.622,,-1.0,10.0,1,1.0,,-6.909565e+19,-236.0761,-26532520.0,24491546.0,1.0,820,0.4189424,10.0,50.0
466.82,,0.045174208,1.0,1.0,[ 0.846  1.019 -5.03  -3.123],4999.5093,1.7272089e+31,312890100000.0,1154.563,50,-244.41603,18070462,4666.0454,12525.678,50.0,4666.045693729596,4666.0454,42895.07385253906,42868.367,True,284807.94,41050,,4999.5093,,-1.0,10.0,1,1.0,,-8.481674e+21,-244.41603,-25145876.0,23104998.0,1.0,821,0.4189424,10.0,50.0
368.26,,0.25485376,1.0,1.0,[ 0.894  0.922 -5.011 -3.183],4999.5537,1.0302634e+26,315410600000.0,1722.5034,50,-252.35112,18088875,3676.4265,12924.671,50.0,3676.426624864949,3676.4265,42931.93864393234,48538.023,True,311647.38,41100,,4999.5537,,-1.0,10.0,1,1.0,,-2.071529e+19,-252.35112,-18524034.0,16483131.0,1.0,822,0.4189424,10.0,50.0
479.04,,0.10662211,1.0,1.0,[ 0.815  1.011 -5.03  -3.148],4999.591,5.4156672e+23,1137924400000.0,934.1931,50,-239.73244,18112827,4788.807,45583.77,50.0,4788.807056965639,4788.807,42971.261882305145,191298.22,True,1303981.2,41150,,4999.591,,-1.0,10.0,1,1.0,,-1.5019296e+18,-239.73244,-25846332.0,23805388.0,1.0,823,0.4189424,10.0,50.0
500.0,4998.5195,0.034172203,1.0,1.0,[ 0.824  1.107 -5.03  -3.069],4999.635,330286000000000.0,6568099000.0,0.2907766,50,-247.50691,18137827,4999.1475,262.81287,50.0,4999.147653302401,0.6281445,43018.39721989632,681.98846,True,3025.7766,41200,,1.1152344,,-1.0,10.0,1,1.0,,-37098204000000.0,-247.50691,-27032464.0,24991478.0,1.0,824,0.4189424,10.0,50.0
490.68,1029.4484,0.07222784,1.0,1.0,[ 0.976  1.255 -5.011 -3.199],4999.5664,5.1721306e+27,372526200000.0,562.55853,50,-238.5761,18162361,4905.3657,15041.298,50.0,4905.366184302586,3875.9182,43067.63090920448,38981.656,True,182465.95,41250,,3970.1182,,-1.0,10.0,1,1.0,,-1.46775575e+20,-238.5761,-26420016.0,24379088.0,1.0,825,0.4189424,10.0,50.0
424.98,249.79047,0.038199876,1.0,1.0,[ 0.987  1.169 -5.005 -3.29 ],4999.498,2.7248912e+23,4325438700000.0,1446.2921,50,-240.92513,18183610,4246.1973,178432.12,50.0,4246.19756419349,3996.4072,43105.48444104195,1130156.0,True,8064026.5,41300,,4749.7075,,-1.0,10.0,1,1.0,,-1.0653284e+18,-240.92513,-22162816.0,20121952.0,1.0,826,0.4189424,10.0,50.0
500.0,4998.801,0.048777927,1.0,1.0,[ 0.758  1.17  -5.091 -3.34 ],4999.629,5.56812e+21,716491100000.0,0.20985965,50,-251.00293,18208610,4999.246,28669.055,50.0,4999.245985499998,0.4452246,43160.86221194267,100361.586,True,524385.75,41350,,0.828125,,-1.0,10.0,1,1.0,,-1.5229521e+17,-251.00293,-27033438.0,24992462.0,1.0,827,0.4189424,10.0,50.0
500.0,4998.74,0.1132599,1.0,1.0,[ 0.579  1.157 -5.163 -3.498],4999.555,3.074371e+16,2788870300000.0,0.20120555,50,-244.90807,18233610,4999.2896,111610.89,50.0,4999.289798736874,0.54951173,43225.676218509674,684980.44,True,4868741.0,41400,,0.8149414,,-1.0,10.0,1,1.0,,-360634100000000.0,-244.90807,-27033814.0,24992898.0,1.0,828,0.4189424,10.0,50.0
490.04,9.9802885,0.08248175,1.0,1.0,[ 0.332  1.182 -5.194 -3.491],4999.616,1.5941554e+26,9794705000000.0,698.5249,50,-242.38177,18258112,4899.655,391884.72,50.0,4899.65482114311,4889.6743,43287.191376924515,1144095.8,True,5282227.5,41450,,4989.6357,,-1.0,10.0,1,1.0,,-2.576874e+19,-242.38177,-26535518.0,24494556.0,1.0,829,0.4189424,10.0,50.0
480.06,,0.07551646,1.0,1.0,[ 0.479  1.002 -4.867 -3.194],4999.613,1.2822e+31,835413200000000.0,978.69714,50,-254.87364,18282115,4799.6045,33430042.0,50.0,4799.604549092642,4799.6045,43336.04309272766,223447570.0,True,1596436900.0,41500,,4999.613,,-1.0,10.0,1,1.0,,-7.3081093e+21,-254.87364,-26035020.0,23994054.0,1.0,830,0.4189424,10.0,50.0
480.04,,0.035905175,1.0,1.0,[ 0.301  1.158 -4.945 -3.182],4999.639,2.1298264e+16,53631513000.0,979.6995,50,-239.0237,18306117,4799.528,2145.7964,50.0,4799.527663078718,4799.528,43390.52179789543,6460.3853,True,40451.1,41550,,4999.639,,-1.0,10.0,1,1.0,,-297907900000000.0,-239.0237,-26036262.0,23995276.0,1.0,831,0.4189424,10.0,50.0
490.02,,1.1069988,1.0,1.0,[ 0.273  1.39  -4.882 -3.245],4999.6484,5.1316367e+32,2.0019898e+18,699.9374,50,-239.3107,18330618,4899.5615,80097450000.0,50.0,4899.561703631186,4899.5615,43450.84417676926,560537530000.0,True,4003860000000.0,41600,,4999.6484,,-1.0,10.0,1,1.0,,-4.623598e+22,-239.3107,-26536612.0,24495618.0,1.0,832,0.4189424,10.0,50.0
500.0,4999.314,0.69726086,1.0,1.0,[ 0.136  1.521 -4.89  -3.082],4999.6963,5.11138e+23,7780604000000.0,0.07721229,50,-243.01591,18355618,4999.591,311283.28,50.0,4999.590924157611,0.27692384,43515.19931793213,1401812.2,True,9831526.0,41650,,0.38232422,,-1.0,10.0,1,1.0,,-1.4591939e+18,-243.01591,-27036948.0,24995908.0,1.0,833,0.4189424,10.0,50.0
490.04,9.980069,0.03894973,1.0,1.0,[ 0.273  1.492 -4.928 -3.286],4999.6855,1.136919e+19,5774675000000.0,698.53986,50,-246.48868,18380120,4899.7593,231032.84,50.0,4899.758972801526,4889.7793,43573.87725996971,1220764.1,True,8645895.0,41700,,4989.7056,,-1.0,10.0,1,1.0,,-6887613600000000.0,-246.48868,-26536620.0,24495594.0,1.0,834,0.4189424,10.0,50.0
500.0,4999.3037,0.24654579,1.0,1.0,[ 0.344  1.515 -4.882 -3.52 ],4999.6514,110209696000.0,32960367000.0,0.09315147,50,-231.77766,18405120,4999.4727,1318.7013,50.0,4999.472040473542,0.16833985,43638.40741586685,5700.7495,True,39405.67,41750,,0.34765625,,-1.0,10.0,1,1.0,,-710514050000.0,-231.77766,-27035716.0,24994720.0,1.0,835,0.4189424,10.0,50.0
480.04,,1.1466323,1.0,1.0,[ 0.356  1.575 -4.876 -3.411],4999.659,4.0449794e+28,5894293000000.0,979.70044,50,-252.41373,18429122,4799.532,235830.23,50.0,4799.53231918971,4799.532,43696.972606658936,1298765.1,True,9167067.0,41800,,4999.659,,-1.0,10.0,1,1.0,,-4.1048126e+20,-252.41373,-26036326.0,23995324.0,1.0,836,0.4189424,10.0,50.0
490.02,,0.27172124,1.0,1.0,[ 0.029  1.463 -5.134 -3.158],4999.7026,238587950000.0,10317838000.0,699.94434,50,-253.6356,18453623,4899.611,412.79333,50.0,4899.610351785253,4899.611,43756.645379304886,2391.758,True,16801.4,41850,,4999.7026,,-1.0,10.0,1,1.0,,-1007253100000.0,-253.6356,-26537146.0,24496102.0,1.0,837,0.4189424,10.0,50.0
470.12,9.979454,0.02705472,1.0,1.0,[ 0.122  1.391 -5.129 -3.116],4999.702,21014210000.0,6635077000.0,1184.9683,50,-251.0004,18477129,4700.219,265.5209,50.0,4700.219400575272,4690.24,43814.53368163109,1035.7755,True,7319.1855,41900,,4989.7227,,-1.0,10.0,1,1.0,,-302503850000.0,-251.0004,-25537250.0,23496210.0,1.0,838,0.4189424,10.0,50.0
500.0,4999.4424,0.13320051,1.0,1.0,[ 0.144  1.299 -5.136 -3.198],4999.6816,1186551900.0,17085355000.0,0.0589123,50,-244.4575,18502129,4999.577,683.5182,50.0,4999.577037924356,0.13464844,43870.626910209656,2797.1597,True,18796.016,41950,,0.23925781,,-1.0,10.0,1,1.0,,-87389750000.0,-244.4575,-27036794.0,24995770.0,1.0,839,0.4189424,10.0,50.0
500.0,4999.3687,0.0010485452,1.0,1.0,[ 0.193  1.229 -5.139 -3.289],4999.6504,2.0484793e+32,4647284500000000.0,0.06055786,50,-247.3718,18527129,4999.541,185933620.0,50.0,4999.541140616547,0.17249024,43917.645072221756,1263524900.0,True,9028987000.0,42000,,0.28173828,,-1.0,10.0,1,1.0,,-2.9211205e+22,-247.3718,-27036406.0,24995412.0,1.0,840,0.4189424,10.0,50.0
500.0,4999.1914,0.105180725,1.0,1.0,[ 0.281  1.004 -5.109 -3.345],4999.62,7512166400.0,17752308000.0,0.09624265,50,-248.81136,18552129,4999.4614,710.2937,50.0,4999.461598489678,0.27023438,43977.64098095894,3997.3425,True,28588.867,42050,,0.42871094,,-1.0,10.0,1,1.0,,-194645460000.0,-248.81136,-27035586.0,24994616.0,1.0,841,0.4189424,10.0,50.0
480.04,,0.16389444,1.0,1.0,[ 0.27   0.896 -5.107 -3.12 ],4999.6377,2.8978705e+22,78048760000.0,979.69275,50,-237.03137,18576131,4799.494,3122.7522,50.0,4799.494591700918,4799.494,44030.18008518219,11126.298,True,76697.13,42100,,4999.6377,,-1.0,10.0,1,1.0,,-3.47433e+17,-237.03137,-26035932.0,23994944.0,1.0,842,0.4189424,10.0,50.0
500.0,4999.3926,0.05455372,1.0,1.0,[ 0.097  0.732 -5.038 -3.1  ],4999.6875,87580670000.0,21815187000.0,0.066941805,50,-243.62541,18601131,4999.547,872.767,50.0,4999.546603741144,0.15405273,44078.417885780334,3176.2722,True,21603.072,42150,,0.29492188,,-1.0,10.0,1,1.0,,-625825350000.0,-243.62541,-27036490.0,24995466.0,1.0,843,0.4189424,10.0,50.0
500.0,4999.408,0.055641584,1.0,1.0,[ 0.061  0.81  -5.049 -3.01 ],4999.6895,1.4648563e+19,47008535000.0,0.057943743,50,-241.09143,18626131,4999.572,1880.6694,50.0,4999.571605588024,0.16335937,44132.35651564598,10317.781,True,73406.36,42200,,0.28125,,-1.0,10.0,1,1.0,,-7811610300000000.0,-241.09143,-27036744.0,24995716.0,1.0,844,0.4189424,10.0,50.0
500.0,4999.3203,0.052200288,1.0,1.0,[ 0.185  0.807 -5.039 -3.018],4999.67,6.3672114e+17,768650050000.0,0.08469924,50,-238.24146,18651131,4999.53,30751.14,50.0,4999.52988563635,0.20963867,44191.36199116707,103882.35,True,522692.2,42250,,0.34960938,,-1.0,10.0,1,1.0,,-1629358400000000.0,-238.24146,-27036306.0,24995298.0,1.0,845,0.4189424,10.0,50.0
490.04,9.981904,0.050159182,1.0,1.0,[ 0.206  0.853 -5.032 -3.263],4999.6416,1.6753186e+33,1181417700000000.0,698.52814,50,-252.3779,18675633,4899.6787,47264292.0,50.0,4899.678869187105,4889.697,44246.05721116066,329286460.0,True,2352263200.0,42300,,4989.6597,,-1.0,10.0,1,1.0,,-8.353737e+22,-252.3779,-26535774.0,24494794.0,1.0,846,0.4189424,10.0,50.0
470.06,,0.0194452,1.0,1.0,[ 0.434  0.924 -5.022 -3.19 ],4999.587,120503075000.0,7073678000.0,1187.2935,50,-245.56482,18699136,4699.4434,283.08005,50.0,4699.443141681208,4699.4434,44294.601996421814,596.57635,True,2524.3533,42350,,4999.587,,-1.0,10.0,1,1.0,,-715544100000.0,-245.56482,-25535368.0,23494432.0,1.0,847,0.4189424,10.0,50.0
500.0,4999.0386,0.097196154,1.0,1.0,[ 0.372  0.835 -5.042 -3.249],4999.622,5.454557e+32,108955385000000.0,0.13619426,50,-244.87816,18724136,4999.3926,4359687.5,50.0,4999.393046943494,0.3544629,44351.437688827515,16280374.0,True,91796340.0,42400,,0.5834961,,-1.0,10.0,1,1.0,,-4.766597e+22,-244.87816,-27034900.0,24993930.0,1.0,848,0.4189424,10.0,50.0
500.0,4999.3013,0.023312664,1.0,1.0,[ 0.201  0.9   -5.073 -3.081],4999.6655,482429860000.0,58837914000.0,0.07498201,50,-241.2765,18749136,4999.5513,2354.0803,50.0,4999.551243398535,0.24994141,44404.4863884449,9483.621,True,53477.91,42450,,0.3642578,,-1.0,10.0,1,1.0,,-1476437000000.0,-241.2765,-27036524.0,24995512.0,1.0,849,0.4189424,10.0,50.0
490.02,,0.069160484,1.0,1.0,[ 0.206  0.992 -5.07  -2.996],4999.688,14239915000.0,47935205000.0,699.9396,50,-249.31454,18773637,4899.5767,1917.8553,50.0,4899.57686392235,4899.5767,44456.4478533268,10260.564,True,73124.64,42500,,4999.688,,-1.0,10.0,1,1.0,,-291488430000.0,-249.31454,-26536796.0,24495768.0,1.0,850,0.4189424,10.0,50.0
490.02,,1.0663576,1.0,1.0,[ 0.247  1.067 -5.084 -2.906],4999.694,5.0667972e+36,1.0005761e+16,699.9402,50,-243.20236,18798138,4899.581,400312700.0,50.0,4899.581035455976,4899.581,44509.30656313896,2492544000.0,True,17785584000.0,42550,,4999.694,,-1.0,10.0,1,1.0,,-4.5941795e+24,-243.20236,-26536842.0,24495810.0,1.0,851,0.4189424,10.0,50.0
500.0,4999.4453,0.084036715,1.0,1.0,[ 0.185  1.152 -5.098 -2.68 ],4999.7217,267721970.0,5109111000.0,0.05516031,50,-245.89099,18823138,4999.6157,204.39851,50.0,4999.615683979566,0.17035156,44564.46182823181,574.1033,True,2656.5024,42600,,0.2763672,,-1.0,10.0,1,1.0,,-38504616000.0,-245.89099,-27037220.0,24996156.0,1.0,852,0.4189424,10.0,50.0
500.0,4999.455,0.041882716,1.0,1.0,[ 0.13   1.055 -5.095 -2.737],4999.703,993474200.0,4028736800.0,0.051412653,50,-255.90193,18848138,4999.614,161.17393,50.0,4999.613952439539,0.15886718,44622.2952914238,477.1357,True,2718.9187,42650,,0.24804688,,-1.0,10.0,1,1.0,,-68359856000.0,-255.90193,-27037186.0,24996140.0,1.0,853,0.4189424,10.0,50.0
490.04,9.981114,0.0532721,1.0,1.0,[ 0.173  0.973 -5.092 -2.821],4999.694,2.1954828e+27,9.996352e+16,698.5461,50,-256.83682,18872640,4899.8037,3999356000.0,50.0,4899.803730961853,4889.8223,44676.41328716278,27817904000.0,True,198720910000.0,42700,,4989.713,,-1.0,10.0,1,1.0,,-9.573262e+19,-256.83682,-26537076.0,24496044.0,1.0,854,0.4189424,10.0,50.0
500.0,4999.5063,0.53182584,1.0,1.0,[ 0.048  1.012 -5.114 -2.609],4999.715,5.6878457e+34,2772020000000.0,0.049750037,50,-245.77036,18897640,4999.634,110897.71,50.0,4999.633575467523,0.1272168,44732.737880945206,421376.03,True,2633953.8,42750,,0.2084961,,-1.0,10.0,1,1.0,,-4.867643e+23,-245.77036,-27037390.0,24996334.0,1.0,855,0.4189424,10.0,50.0
490.04,9.982015,0.44825244,1.0,1.0,[ 0.197  0.954 -5.094 -2.418],4999.705,3.0594736e+30,7911794000000.0,698.54675,50,-239.11821,18922142,4899.8096,316522.53,50.0,4899.809228952541,4889.8276,44785.82041454315,1429995.0,True,9983303.0,42800,,4989.723,,-1.0,10.0,1,1.0,,-3.569986e+21,-239.11821,-26537146.0,24496096.0,1.0,856,0.4189424,10.0,50.0
500.0,4999.415,0.01493602,1.0,1.0,[ 0.345  0.859 -5.071 -2.594],4999.6816,2.3934323e+18,1596601700000.0,0.05855769,50,-250.47952,18947142,4999.5645,63875.63,50.0,4999.564378598124,0.14933594,44837.011816740036,362234.25,True,2571996.2,42850,,0.26660156,,-1.0,10.0,1,1.0,,-3159142300000000.0,-250.47952,-27036672.0,24995644.0,1.0,857,0.4189424,10.0,50.0
500.0,4999.2603,0.0966696,1.0,1.0,[ 0.554  0.987 -5.036 -2.564],4999.6816,14977766000.0,3794502400.0,0.09377215,50,-241.49152,18972142,4999.5073,151.81075,50.0,4999.506961016507,0.24672851,44882.086746931076,325.52158,True,1978.7894,42900,,0.42138672,,-1.0,10.0,1,1.0,,-253577330000.0,-241.49152,-27036096.0,24995068.0,1.0,858,0.4189424,10.0,50.0
500.0,4999.034,0.06812358,1.0,1.0,[ 0.591  0.885 -5.03  -2.625],4999.6987,595096500.0,4539347500.0,0.12641974,50,-244.72488,18997142,4999.4663,181.62306,50.0,4999.466183475895,0.43203124,44932.60625386238,416.0722,True,2456.0383,42950,,0.6645508,,-1.0,10.0,1,1.0,,-54328615000.0,-244.72488,-27035702.0,24994662.0,1.0,859,0.4189424,10.0,50.0
490.02,,0.027030786,1.0,1.0,[ 0.54   0.931 -5.045 -2.521],4999.681,767479900.0,1987336000.0,699.92993,50,-251.88934,19021643,4899.5093,79.52653,50.0,4899.509368707874,4899.5093,44975.429643154144,196.22638,True,907.6438,43000,,4999.681,,-1.0,10.0,1,1.0,,-58529505000.0,-251.88934,-26536120.0,24495092.0,1.0,860,0.4189424,10.0,50.0
500.0,4998.9556,0.044404678,1.0,1.0,[ 0.74   0.986 -5.024 -2.661],4999.6504,594708400.0,2800954600.0,0.15970634,50,-236.18488,19046643,4999.356,112.06533,50.0,4999.356034900612,0.4004883,45015.28149724007,362.19333,True,2442.286,43050,,0.6948242,,-1.0,10.0,1,1.0,,-52573024000.0,-236.18488,-27034562.0,24993560.0,1.0,861,0.4189424,10.0,50.0
497.6,3788.9941,0.006707583,1.0,1.0,[ 0.882  0.902 -4.997 -2.475],4999.618,1.5325017e+16,18949286000.0,169.43831,50,-270.82578,19071523,4975.061,794.14954,50.0,4975.061305667312,1186.0671,45061.904376745224,1533.6676,True,7613.5366,43100,,1210.624,,-1.0,10.0,1,1.0,,-252674300000000.0,-270.82578,-26820922.0,24779944.0,1.0,862,0.4189424,10.0,50.0
490.02,,0.01646168,1.0,1.0,[ 0.858  1.014 -5.001 -2.424],4999.5815,230872720.0,1279796600.0,699.909,50,-239.33131,19096024,4899.3633,51.228535,50.0,4899.363114015936,4899.3633,45111.754724264145,162.92477,True,1075.9148,43150,,4999.5815,,-1.0,10.0,1,1.0,,-32290245000.0,-239.33131,-26534582.0,24493632.0,1.0,863,0.4189424,10.0,50.0
500.0,4998.702,0.1570348,1.0,1.0,[ 0.899  1.131 -4.994 -2.439],4999.6245,3.2751527e+16,69636350000.0,0.1797003,50,-250.10791,19121024,4999.3643,2786.2324,50.0,4999.363994732114,0.6618457,45161.57234430313,11157.45,True,63394.277,43200,,0.9223633,,-1.0,10.0,1,1.0,,-369425440000000.0,-250.10791,-27034622.0,24993638.0,1.0,864,0.4189424,10.0,50.0
500.0,4998.8516,0.12839513,1.0,1.0,[ 0.866  1.036 -5.007 -2.513],4999.6934,2.2269899e+28,326158570000000.0,0.18806519,50,-235.85437,19146024,4999.3594,13049239.0,50.0,4999.359297493923,0.50771487,45208.06073284149,88688240.0,True,633740900.0,43250,,0.8417969,,-1.0,10.0,1,1.0,,-3.045795e+20,-235.85437,-27034634.0,24993592.0,1.0,865,0.4189424,10.0,50.0
500.0,4998.3955,0.0945629,1.0,1.0,[ 0.867  1.027 -4.996 -2.763],4999.636,1.0771524e+18,69563350000.0,0.26626748,50,-245.77875,19171024,4999.21,2783.6616,50.0,4999.2103294525405,0.81481445,45250.57161450386,10972.653,True,59537.062,43300,,1.2407227,,-1.0,10.0,1,1.0,,-2118283000000000.0,-245.77875,-27033096.0,24992104.0,1.0,866,0.4189424,10.0,50.0
462.16,,0.03381998,1.0,1.0,[ 0.909  0.928 -4.97  -2.821],4999.487,1531334600000.0,364497900000.0,1230.0902,50,-252.7905,19194132,4619.4736,14588.714,50.0,4619.473289830222,4619.4736,45290.25613236427,101911.766,True,727970.94,43350,,4999.487,,-1.0,10.0,1,1.0,,-2889956500000.0,-252.7905,-24893514.0,22852654.0,1.0,867,0.4189424,10.0,50.0
446.28,9.979529,0.0777521,1.0,1.0,[ 1.017  0.963 -4.959 -2.771],4999.6377,2.9319694e+26,13295561000000.0,1297.6217,50,-250.14217,19216446,4459.6763,533282.2,50.0,4459.6762746001505,4449.697,45323.61692619324,2821136.8,True,19091238.0,43400,,4989.658,,-1.0,10.0,1,1.0,,-3.4947117e+19,-250.14217,-23613518.0,21572534.0,1.0,868,0.4189424,10.0,50.0
483.44,,0.019212207,1.0,1.0,[ 0.961  1.06  -4.973 -2.717],4999.669,2.543998e+29,3913697000000.0,830.68134,50,-262.73874,19240618,4833.1636,156692.73,50.0,4833.163337771018,4833.1636,45362.40997886658,996742.1,True,7114307.0,43450,,4999.669,,-1.0,10.0,1,1.0,,-1.02942626e+21,-262.73874,-26090516.0,24049498.0,1.0,869,0.4189424,10.0,50.0
500.0,4998.3535,0.063079044,1.0,1.0,[ 0.981  1.161 -4.969 -2.647],4999.5884,785938000000.0,29429076000.0,0.26198694,50,-262.9267,19265618,4999.213,1177.5768,50.0,4999.212860210284,0.859375,45406.140802145004,4424.905,True,30462.426,43500,,1.2348633,,-1.0,10.0,1,1.0,,-1838756000000.0,-262.9267,-27033080.0,24992128.0,1.0,870,0.4189424,10.0,50.0
490.02,,0.24024732,1.0,1.0,[ 0.982  1.128 -4.978 -2.767],4999.561,4272014300.0,1545955000.0,699.88184,50,-262.39514,19290119,4899.173,61.889164,50.0,4899.17307108178,4899.173,45449.51748037338,196.7289,True,1281.3118,43550,,4999.561,,-1.0,10.0,1,1.0,,-134939390000.0,-262.39514,-26532662.0,24491732.0,1.0,871,0.4189424,10.0,50.0
