VarVanillaIw,AvgVanillaIw,VarNormIw,MinVanillaIw,MinNormIw,AvgDiscRet,AvgNormIw,Bound,ESSRenyi,VarRet,eRenyi2,MaxVanillaIw,AvgRet,AvgEpLen,VarJ,VarDiscRet,ESSClassic,J,MaxNormIw,VanillaAvgRet,BatchSize
1.2906749,0.86453974,0.00017268196,1.376501e-13,1.5921779e-15,-2205.289335665965,0.01,-857.0596,38.422476820623004,5466384.709018622,2.6026433,3.6387095,-2205.289335665965,200.0,207.27979,5466384.709018622,36.906479286450235,-75.09867,0.0420884,-2205.289335665965,100
0.074536234,1.0065562,7.3568417e-06,0.07571651,0.0007522333,-68.80841870432374,0.01,-298.74002,92.70614238666755,177605.79851475934,1.0786772,1.2653819,-68.80841870432374,200.0,48.314598,177605.79851475934,93.21116771488244,-15.336317,0.012571399,-68.80841870432374,100
0.20395008,1.0135933,1.985164e-05,0.024265848,0.0002394042,-10.103487820427329,0.01,-14.027122,84.2053868268474,83.2828020611986,1.1875725,1.4751656,-10.103487820427329,200.0,8.092292,83.2828020611986,83.57492275205782,-9.072778,0.014553822,-10.103487820427329,100
0.36661083,1.0276401,3.4715482e-05,0.00029399368,2.8608624e-06,-8.875476313485011,0.010000002,-10.437073,72.26721078519422,65.32859717095512,1.3837534,1.8017074,-8.875476313485011,200.0,7.644792,65.32859717095512,74.42230567258494,-7.6259627,0.017532475,-8.875476313485011,100
0.28961238,1.0256578,2.753038e-05,0.008831367,8.6104425e-05,-8.730718114190953,0.010000002,-10.675884,77.02415231826997,61.28466158723819,1.2982941,1.6671259,-8.730718114190953,200.0,8.080356,61.28466158723819,78.58233033831722,-8.048621,0.016254213,-8.730718114190953,100
0.17254554,1.0112307,1.6873426e-05,0.061946016,0.00061258045,-7.193046062926459,0.01,-8.840561,85.98675358749317,52.26611184524411,1.1629698,1.4622791,-7.193046062926459,200.0,6.683043,52.26611184524411,85.68636541835676,-6.501054,0.01446039,-7.193046062926459,100
0.724175,0.9456801,8.097574e-05,0.00018025903,1.9061312e-06,-6.93598839308172,0.010000002,-8.727478,53.508293024824376,40.41682477216325,1.8688692,2.6203406,-6.93598839308172,200.0,7.3142734,40.41682477216325,55.504361553159576,-6.0225387,0.02770853,-6.93598839308172,100
0.012376999,0.9899941,1.2628452e-06,0.6807398,0.0068762004,-8.319639687997864,0.010000002,-10.276601,98.81986672536371,54.761446550105134,1.0119423,1.1598192,-8.319639687997864,200.0,7.4190326,54.761446550105134,98.7652157919585,-8.29651,0.011715416,-8.319639687997864,100
6.208183,0.9555404,0.00067993347,,,-8.904745738137112,0.010000002,-9.095841,13.333875890132248,51.91898315180356,7.499695,10.585167,-8.904745738137112,200.0,11.9976425,51.91898315180356,12.934365111637529,-3.6974413,0.11077676,-8.904745738137112,100
0.015389537,1.0145906,1.4950094e-06,0.57688093,0.005685849,-7.097546755523582,0.01,-9.007458,98.35421059289995,50.41841022917388,1.0167333,1.1254655,-7.097546755523582,200.0,7.034412,50.41841022917388,98.54153348804327,-7.0570474,0.011092804,-7.097546755523582,100
