IterType,J,AvgVanillaIw,AvgEpLen,ESSRenyi,AvgNormIw,VarJ,AvgDiscRet,VarRet,MaxVanillaIw,BatchSize,Bound,ESSClassic,VarVanillaIw,VarDiscRet,Delta,MinNormIw,AvgRet,eRenyi2,VarNormIw,MinVanillaIw,EpsThisIter,VanillaAvgRet,MaxNormIw
2,1408.15,1.0,154.7,500.0,0.00333333,360.771,1420.58603163,143691.320012,1.0,500,1108.59,299.999969474,,143691.320012,0.3,0.00333333,1420.58603163,1.0,5.43914e-20,1.0,100,1420.58603163,0.00333333
2,1390.01,1.0,146.03,500.0,0.0025,334.836,1335.58422691,54590.5381684,1.0,500,1130.58,400.0,,54590.5381684,0.3,0.0025,1335.58422691,1.0,5.4346e-20,1.0,100,1335.58422691,0.0025
1,2833.01,2.36666,149.65,499.999880791,0.002,8931.5,1370.67415971,112380.687599,833.54,500,2600.97,2.01036739295,1390.23,112380.687599,0.3,3.30925e-07,1370.67415971,1.0,0.000992829,0.000391594,100,1370.67415971,0.704401
2,1396.99,1.0,152.08,500.0,0.01,465.151,1396.99171657,218550.900775,1.0,500,944.993,100.0,,218550.900775,0.3,0.01,1396.99171657,1.0,3.50449e-18,1.0,100,1396.99171657,0.01
2,1390.46,1.0,150.8,500.0,0.005,448.831,1383.91999061,188331.261716,1.0,500,1070.84,200.000000102,,188331.261716,0.3,0.005,1383.91999061,1.0,2.1793e-19,1.0,100,1383.91999061,0.005
2,1375.26,1.0,146.82,500.0,0.00333333,417.36,1344.8755533,119479.024156,1.0,500,1114.3,299.999969474,,119479.024156,0.3,0.00333333,1344.8755533,1.0,5.43914e-20,1.0,100,1344.8755533,0.00333333
2,1355.11,1.0,141.42,500.0,0.0025,404.585,1294.64392002,128599.356875,1.0,500,1106.11,400.0,,128599.356875,0.3,0.0025,1294.64392002,1.0,5.4346e-20,1.0,100,1294.64392002,0.0025
1,2529.98,3.32425,156.73,65.9361583027,0.002,7384.45,1437.47774003,224309.82187,1183.09,500,1916.68,1.97140172475,2797.29,224309.82187,0.3,2.74725e-07,1437.47774003,7.58309,0.00101253,0.000456627,100,1437.47774003,0.711796
2,1418.97,1.0,154.84,500.0,0.01,411.403,1418.96667898,170962.169605,1.0,500,967.309,100.0,,170962.169605,0.3,0.01,1418.96667898,1.0,3.50449e-18,1.0,100,1418.96667898,0.01
2,1431.82,1.0,157.47,500.0,0.005,378.624,1444.67216432,118312.467438,1.0,500,1112.45,200.000000102,,118312.467438,0.3,0.005,1444.67216432,1.0,2.1793e-19,1.0,100,1444.67216432,0.005
2,1416.15,1.0,151.0,500.0,0.00333333,383.774,1384.81870243,155213.825471,1.0,500,1126.84,299.999969474,,155213.825471,0.3,0.00333333,1384.81870243,1.0,5.43914e-20,1.0,100,1384.81870243,0.00333333
2,1411.38,1.0,152.2,500.0,0.0025,374.47,1397.07728908,119991.916334,1.0,500,1160.83,400.0,,119991.916334,0.3,0.0025,1397.07728908,1.0,5.4346e-20,1.0,100,1397.07728908,0.0025
1,1531.38,1.05369,152.51,258.778408882,0.002,1496.12,1399.30052599,199137.758919,15.6192,500,1219.87,207.693991117,1.56571,199137.758919,0.3,1.01387e-05,1399.30052599,1.93216,5.64083e-06,0.00534155,100,1399.30052599,0.0296465
2,1399.97,1.0,152.6,500.0,0.01,298.745,1399.9695976,90149.9822827,1.0,500,1059.81,100.0,,90149.9822827,0.3,0.01,1399.9695976,1.0,3.50449e-18,1.0,100,1399.9695976,0.01
2,1435.09,1.0,160.29,500.0,0.005,365.489,1470.21898063,177220.889791,1.0,500,1095.27,200.000000102,,177220.889791,0.3,0.005,1470.21898063,1.0,2.1793e-19,1.0,100,1470.21898063,0.005
2,1435.71,1.0,156.67,500.0,0.00333333,368.598,1436.92661642,141845.716286,1.0,500,1158.24,299.999969474,,141845.716286,0.3,0.00333333,1436.92661642,1.0,5.43914e-20,1.0,100,1436.92661642,0.00333333
2,1447.09,1.0,161.35,500.0,0.0025,377.766,1481.25071486,163310.931539,1.0,500,1192.63,400.0,,163310.931539,0.3,0.0025,1481.25071486,1.0,5.4346e-20,1.0,100,1481.25071486,0.0025
1,1496.87,1.00602,157.21,396.760309439,0.002,511.793,1442.07310186,110481.443492,3.85671,500,1241.38,391.845323578,0.279908,110481.443492,0.3,0.000327035,1442.07310186,1.26021,1.10627e-06,0.164502,100,1442.07310186,0.00766725
2,1479.31,1.0,161.19,500.0,0.01,434.417,1479.31198016,190623.988337,1.0,500,944.637,100.0,,190623.988337,0.3,0.01,1479.31198016,1.0,3.50449e-18,1.0,100,1479.31198016,0.01
2,1439.2,1.0,152.63,500.0,0.005,421.235,1399.09414886,164589.031787,1.0,500,1061.13,200.000000102,,164589.031787,0.3,0.005,1399.09414886,1.0,2.1793e-19,1.0,100,1399.09414886,0.005
2,1470.06,1.0,166.8,500.0,0.00333333,453.927,1531.76901797,260161.33906,1.0,500,1161.36,299.999969474,,260161.33906,0.3,0.00333333,1531.76901797,1.0,5.43914e-20,1.0,100,1531.76901797,0.00333333
2,1439.27,1.0,147.15,500.0,0.0025,454.144,1346.91243724,197436.721858,1.0,500,1133.25,400.0,,197436.721858,0.3,0.0025,1346.91243724,1.0,5.4346e-20,1.0,100,1346.91243724,0.0025
1,2667.05,2.82027,151.03,69.6283681734,0.002,8445.72,1381.5236336,157441.032516,908.339,500,1933.57,2.39757611357,1654.1,157441.032516,0.3,9.09457e-07,1381.5236336,7.18098,0.00083184,0.00128246,100,1381.5236336,0.64415
2,1486.09,1.0,161.95,500.0,0.01,399.56,1486.09273371,161260.741343,1.0,500,1008.59,100.0,,161260.741343,0.3,0.01,1486.09273371,1.0,3.50449e-18,1.0,100,1486.09273371,0.01
2,1418.37,1.0,147.74,500.0,0.005,384.333,1350.64877276,127882.068501,1.0,500,1068.67,200.000000102,,127882.068501,0.3,0.005,1350.64877276,1.0,2.1793e-19,1.0,100,1350.64877276,0.005
2,1421.43,1.0,155.56,500.0,0.00333333,375.657,1427.55621366,129166.696301,1.0,500,1135.9,299.999969474,,129166.696301,0.3,0.00333333,1427.55621366,1.0,5.43914e-20,1.0,100,1427.55621366,0.00333333
2,1428.97,1.0,158.08,500.0,0.0025,394.171,1451.56790025,199440.631301,1.0,500,1181.69,400.0,,199440.631301,0.3,0.0025,1451.56790025,1.0,5.4346e-20,1.0,100,1451.56790025,0.0025
1,1693.33,0.870404,158.9,140.795296798,0.002,2637.69,1458.06117361,182112.564291,31.4675,500,1276.54,87.7393638888,3.56688,182112.564291,0.3,5.58169e-11,1458.06117361,3.55125,1.88325e-05,2.42916e-08,100,1458.06117361,0.0723056
2,1424.33,1.0,155.29,500.0,0.01,424.425,1424.33241945,181956.064921,1.0,500,929.648,100.0,,181956.064921,0.3,0.01,1424.33241945,1.0,3.50449e-18,1.0,100,1424.33241945,0.01
2,1458.35,1.0,162.56,500.0,0.005,422.703,1492.37351081,176670.862302,1.0,500,1108.56,200.000000102,,176670.862302,0.3,0.005,1492.37351081,1.0,2.1793e-19,1.0,100,1492.37351081,0.005
2,1456.89,1.0,158.4,500.0,0.00333333,436.31,1453.95498463,215890.653381,1.0,500,1165.57,299.999969474,,215890.653381,0.3,0.00333333,1453.95498463,1.0,5.43914e-20,1.0,100,1453.95498463,0.00333333
2,1444.15,1.0,153.22,500.0,0.0025,420.21,1405.94438283,134606.111089,1.0,500,1191.86,400.0,,134606.111089,0.3,0.0025,1405.94438283,1.0,5.4346e-20,1.0,100,1405.94438283,0.0025
1,1840.77,1.36164,155.23,154.002059674,0.002,6637.87,1424.55685898,146567.713375,111.741,500,1394.9,19.5091867226,45.7554,146567.713375,0.3,4.53036e-06,1424.55685898,3.24671,9.87132e-05,0.00308437,100,1424.55685898,0.164126
2,1465.71,1.0,159.72,500.0,0.01,499.866,1465.70718969,252390.386207,1.0,500,901.978,100.0,,252390.386207,0.3,0.01,1465.70718969,1.0,3.50449e-18,1.0,100,1465.70718969,0.01
2,1463.46,1.0,159.32,500.0,0.005,479.441,1461.21148306,211969.810912,1.0,500,1055.95,200.000000102,,211969.810912,0.3,0.005,1461.21148306,1.0,2.1793e-19,1.0,100,1461.21148306,0.005
2,1474.57,1.0,162.62,500.0,0.00333333,449.288,1496.79902454,146576.658661,1.0,500,1141.84,299.999969474,,146576.658661,0.3,0.00333333,1496.79902454,1.0,5.43914e-20,1.0,100,1496.79902454,0.00333333
2,1462.23,1.0,155.48,500.0,0.0025,449.94,1425.20819037,204420.674836,1.0,500,1174.08,400.0,,204420.674836,0.3,0.0025,1425.20819037,1.0,5.4346e-20,1.0,100,1425.20819037,0.0025
1,1529.0,1.04158,154.02,349.68120373,0.002,1721.1,1411.97788463,152077.58142,20.5528,500,1220.81,240.420729602,1.17368,152077.58142,0.3,0.000181748,1411.97788463,1.42987,4.32741e-06,0.0946522,100,1411.97788463,0.0394649
2,1452.59,1.0,158.55,500.0,0.01,434.728,1452.59267727,190897.097228,1.0,500,918.567,100.0,,190897.097228,0.3,0.01,1452.59267727,1.0,3.50449e-18,1.0,100,1452.59267727,0.01
2,1459.73,1.0,159.8,500.0,0.005,414.285,1466.87623074,155732.029338,1.0,500,1082.12,200.000000102,,155732.029338,0.3,0.005,1466.87623074,1.0,2.1793e-19,1.0,100,1466.87623074,0.005
2,1436.86,1.0,151.9,500.0,0.00333333,384.216,1391.11519099,97436.585945,1.0,500,1128.54,299.999969474,,97436.585945,0.3,0.00333333,1391.11519099,1.0,5.43914e-20,1.0,100,1391.11519099,0.00333333
2,1438.02,1.0,157.22,500.0,0.0025,408.08,1441.50937648,225491.011467,1.0,500,1171.01,400.0,,225491.011467,0.3,0.0025,1441.50937648,1.0,5.4346e-20,1.0,100,1441.50937648,0.0025
1,1772.81,1.5177,160.94,174.177372635,0.002,4351.36,1474.50274298,214476.049282,234.59,500,1368.17,10.167924516,111.187,214476.049282,0.3,2.93454e-05,1474.50274298,2.87064,0.000193083,0.0222687,100,1474.50274298,0.30914
2,1472.62,1.0,160.26,500.0,0.01,404.464,1472.62206677,165243.58417,1.0,500,992.518,100.0,,165243.58417,0.3,0.01,1472.62206677,1.0,3.50449e-18,1.0,100,1472.62206677,0.01
2,1479.99,1.0,161.89,500.0,0.005,416.778,1487.36272465,185563.126949,1.0,500,1103.76,200.000000102,,185563.126949,0.3,0.005,1487.36272465,1.0,2.1793e-19,1.0,100,1487.36272465,0.005
2,1481.12,1.0,161.49,500.0,0.00333333,411.441,1483.36111299,162056.677863,1.0,500,1171.44,299.999969474,,162056.677863,0.3,0.00333333,1483.36111299,1.0,5.43914e-20,1.0,100,1483.36111299,0.00333333
2,1468.33,1.0,155.86,500.0,0.0025,391.144,1429.97957134,103194.161277,1.0,500,1200.15,400.0,,103194.161277,0.3,0.0025,1429.97957134,1.0,5.4346e-20,1.0,100,1429.97957134,0.0025
1,1487.43,1.00578,149.33,421.943113435,0.002,463.824,1367.17188898,181551.041594,2.8025,500,1225.66,417.00678684,0.201731,181551.041594,0.3,0.000235674,1367.17188898,1.18499,7.9768e-07,0.118518,100,1367.17188898,0.00557279
2,1409.58,1.0,153.71,500.0,0.01,380.934,1409.58345833,146576.394785,1.0,500,934.491,100.0,,146576.394785,0.3,0.01,1409.58345833,1.0,3.50449e-18,1.0,100,1409.58345833,0.01
2,1433.83,1.0,159.02,500.0,0.005,385.895,1458.0720889,153073.810706,1.0,500,1094.72,200.000000102,,153073.810706,0.3,0.005,1458.0720889,1.0,2.1793e-19,1.0,100,1458.0720889,0.005
2,1427.55,1.0,154.62,500.0,0.00333333,383.317,1415.00124651,144173.076965,1.0,500,1150.67,299.999969474,,144173.076965,0.3,0.00333333,1415.00124651,1.0,5.43914e-20,1.0,100,1415.00124651,0.00333333
2,1419.25,1.0,152.54,500.0,0.0025,394.409,1394.34125589,182433.607107,1.0,500,1172.19,400.0,,182433.607107,0.3,0.0025,1394.34125589,1.0,5.4346e-20,1.0,100,1394.34125589,0.0025
1,1445.78,0.999383,152.83,433.238580022,0.002,468.995,1400.19296257,91108.459414,2.76595,500,1208.38,434.835105831,0.149976,91108.459414,0.3,0.000268795,1400.19296257,1.1541,6.00644e-07,0.134315,100,1400.19296257,0.00553532
2,1349.92,1.0,147.47,500.0,0.01,386.606,1349.91841511,150974.078965,1.0,500,842.089,100.0,,150974.078965,0.3,0.01,1349.91841511,1.0,3.50449e-18,1.0,100,1349.91841511,0.01
2,1410.79,1.0,160.35,500.0,0.005,436.768,1471.66222486,226926.386237,1.0,500,1049.55,200.000000102,,226926.386237,0.3,0.005,1471.66222486,1.0,2.1793e-19,1.0,100,1471.66222486,0.005
2,1413.67,1.0,154.79,500.0,0.00333333,411.804,1419.41447367,128451.327671,1.0,500,1114.12,299.999969474,,128451.327671,0.3,0.00333333,1419.41447367,1.0,5.43914e-20,1.0,100,1419.41447367,0.00333333
2,1423.57,1.0,158.44,500.0,0.0025,438.772,1453.28291141,262786.293703,1.0,500,1066.83,400.0,,262786.293703,0.3,0.0025,1453.28291141,1.0,5.4346e-20,1.0,100,1453.28291141,0.0025
1,3565.41,2.74201,155.46,37.7026392452,0.002,16429.2,1424.75602134,236694.972588,904.936,500,2403.42,2.2868745108,1639.62,236694.972588,0.3,2.7849e-09,1424.75602134,13.2617,0.000872301,3.81811e-06,100,1424.75602134,0.660054
2,1436.44,1.0,156.62,500.0,0.01,483.959,1436.44401618,236581.809099,1.0,500,899.254,100.0,,236581.809099,0.3,0.01,1436.44401618,1.0,3.50449e-18,1.0,100,1436.44401618,0.01
2,1467.14,1.0,162.91,500.0,0.005,460.139,1497.84561098,189248.017316,1.0,500,1087.29,200.000000102,,189248.017316,0.3,0.005,1497.84561098,1.0,2.1793e-19,1.0,100,1497.84561098,0.005
2,1483.7,1.0,165.44,500.0,0.00333333,475.203,1516.80820352,254902.375711,1.0,500,1163.53,299.999969474,,254902.375711,0.3,0.00333333,1516.80820352,1.0,5.43914e-20,1.0,100,1516.80820352,0.00333333
2,1453.51,1.0,149.01,500.0,0.0025,453.327,1362.94040951,134981.83366,1.0,500,1176.23,400.0,,134981.83366,0.3,0.0025,1362.94040951,1.0,5.4346e-20,1.0,100,1362.94040951,0.0025
1,1466.71,1.00996,154.87,459.418709867,0.002,499.207,1421.92863519,162580.884358,2.72515,500,1207.98,455.670593612,0.0994308,162580.884358,0.3,0.000525837,1421.92863519,1.08833,3.89914e-07,0.265538,100,1421.92863519,0.00539653
2,1414.24,1.0,154.08,500.0,0.01,404.101,1414.23842716,164947.242198,1.0,500,960.087,100.0,,164947.242198,0.3,0.01,1414.23842716,1.0,3.50449e-18,1.0,100,1414.23842716,0.01
2,1437.59,1.0,159.13,500.0,0.005,410.815,1460.94438022,174898.970697,1.0,500,1089.77,200.000000102,,174898.970697,0.3,0.005,1460.94438022,1.0,2.1793e-19,1.0,100,1460.94438022,0.005
2,1452.45,1.0,161.75,500.0,0.00333333,457.408,1482.17869358,291720.926767,1.0,500,1100.9,299.999969474,,291720.926767,0.3,0.00333333,1482.17869358,1.0,5.43914e-20,1.0,100,1482.17869358,0.00333333
2,1434.0,1.0,150.59,500.0,0.0025,435.346,1378.63148247,127626.491291,1.0,500,1129.54,400.0,,127626.491291,0.3,0.0025,1378.63148247,1.0,5.4346e-20,1.0,100,1378.63148247,0.0025
1,1839.0,1.18816,152.7,130.251990453,0.002,5882.66,1399.18528054,200286.565704,126.752,500,1305.47,20.3176593473,33.3964,200286.565704,0.3,2.76692e-06,1399.18528054,3.83871,9.46258e-05,0.00164377,100,1399.18528054,0.213359
2,1403.46,1.0,153.24,500.0,0.01,408.442,1403.45934596,168510.089358,1.0,500,924.156,100.0,,168510.089358,0.3,0.01,1403.45934596,1.0,3.50449e-18,1.0,100,1403.45934596,0.01
2,1391.56,1.0,150.65,500.0,0.005,389.354,1379.66841653,137460.171433,1.0,500,1052.65,200.000000102,,137460.171433,0.3,0.005,1379.66841653,1.0,2.1793e-19,1.0,100,1379.66841653,0.005
2,1388.17,1.0,150.9,500.0,0.00333333,407.69,1381.39254561,197344.13569,1.0,500,1072.93,299.999969474,,197344.13569,0.3,0.00333333,1381.39254561,1.0,5.43914e-20,1.0,100,1381.39254561,0.00333333
2,1385.77,1.0,150.73,500.0,0.0025,407.977,1378.56216342,168765.391018,1.0,500,1112.77,400.0,,168765.391018,0.3,0.0025,1378.56216342,1.0,5.4346e-20,1.0,100,1378.56216342,0.0025
1,1443.48,1.07388,152.68,370.629469499,0.002,839.89,1398.48112379,107731.869997,15.6197,500,1159.86,277.80094001,0.924244,107731.869997,0.3,0.000397642,1398.48112379,1.34906,3.20581e-06,0.213509,100,1398.48112379,0.0290904
2,1471.95,1.0,160.32,500.0,0.01,370.04,1471.95361636,138312.649969,1.0,500,1067.79,100.0,,138312.649969,0.3,0.01,1471.95361636,1.0,3.50449e-18,1.0,100,1471.95361636,0.01
2,1447.63,1.0,155.27,500.0,0.005,461.237,1423.31199483,290270.075073,1.0,500,1037.97,200.000000102,,290270.075073,0.3,0.005,1423.31199483,1.0,2.1793e-19,1.0,100,1423.31199483,0.005
2,1406.47,1.0,144.74,500.0,0.00333333,422.009,1324.1358513,99623.7521014,1.0,500,1071.98,299.999969474,,99623.7521014,0.3,0.00333333,1324.1358513,1.0,5.43914e-20,1.0,100,1324.1358513,0.00333333
2,1387.23,1.0,145.54,500.0,0.0025,393.61,1329.53532656,81818.4781592,1.0,500,1097.56,400.0,,81818.4781592,0.3,0.0025,1329.53532656,1.0,5.4346e-20,1.0,100,1329.53532656,0.0025
1,1779.4,1.154,162.27,130.140010449,0.002,4906.66,1489.67856218,299373.516495,61.061,500,1260.6,56.6891412492,10.4349,299373.516495,0.3,4.25133e-06,1489.67856218,3.84202,3.13428e-05,0.00245301,100,1489.67856218,0.105825
2,1466.84,1.0,159.83,500.0,0.01,403.868,1466.8356469,164756.937971,1.0,500,929.491,100.0,,164756.937971,0.3,0.01,1466.8356469,1.0,3.50449e-18,1.0,100,1466.8356469,0.01
2,1497.35,1.0,166.19,500.0,0.005,471.734,1527.87281381,282923.950303,1.0,500,1116.04,200.000000102,,282923.950303,0.3,0.005,1527.87281381,1.0,2.1793e-19,1.0,100,1527.87281381,0.005
2,1468.61,1.0,154.11,500.0,0.00333333,448.366,1411.1229738,154618.144888,1.0,500,1157.27,299.999969474,,154618.144888,0.3,0.00333333,1411.1229738,1.0,5.43914e-20,1.0,100,1411.1229738,0.00333333
2,1467.47,1.0,159.46,500.0,0.0025,439.594,1464.05973762,171577.041519,1.0,500,1197.84,400.0,,171577.041519,0.3,0.0025,1464.05973762,1.0,5.4346e-20,1.0,100,1464.05973762,0.0025
1,1634.28,1.12658,154.46,224.490995267,0.002,1801.52,1414.22760073,134863.552015,35.1629,500,1274.36,125.306369502,3.80274,134863.552015,0.3,1.67438e-05,1414.22760073,2.22726,1.19849e-05,0.0094316,100,1414.22760073,0.0624242
2,1403.39,1.0,153.43,500.0,0.01,432.88,1403.3874979,189278.188543,1.0,500,908.572,100.0,,189278.188543,0.3,0.01,1403.3874979,1.0,3.50449e-18,1.0,100,1403.3874979,0.01
2,1490.12,1.0,171.52,500.0,0.005,553.6,1576.85438878,414661.361647,1.0,500,1029.1,200.000000102,,414661.361647,0.3,0.005,1576.85438878,1.0,2.1793e-19,1.0,100,1576.85438878,0.005
2,1476.45,1.0,158.03,500.0,0.00333333,538.122,1449.12135651,257233.57591,1.0,500,1100.03,299.999969474,,257233.57591,0.3,0.00333333,1449.12135651,1.0,5.43914e-20,1.0,100,1449.12135651,0.00333333
2,1465.11,1.0,156.26,500.0,0.0025,530.516,1431.05957986,258098.255578,1.0,500,1139.11,400.0,,258098.255578,0.3,0.0025,1431.05957986,1.0,5.4346e-20,1.0,100,1431.05957986,0.0025
1,1509.73,1.02378,157.33,426.95053596,0.002,711.777,1443.8824778,295003.663994,2.81182,500,1194.19,428.802927439,0.174375,295003.663994,0.3,0.000259035,1443.8824778,1.1711,6.65478e-07,0.132597,100,1443.8824778,0.00549303
2,1388.65,1.0,151.65,500.0,0.01,422.898,1388.64990069,180649.114251,1.0,500,872.946,100.0,,180649.114251,0.3,0.01,1388.64990069,1.0,3.50449e-18,1.0,100,1388.64990069,0.01
2,1405.21,1.0,155.06,500.0,0.005,369.505,1421.76246771,94623.2620584,1.0,500,1040.55,200.000000102,,94623.2620584,0.3,0.005,1421.76246771,1.0,2.1793e-19,1.0,100,1421.76246771,0.005
2,1425.5,1.0,159.69,500.0,0.00333333,406.867,1466.09627542,223316.607067,1.0,500,1127.76,299.999969474,,223316.607067,0.3,0.00333333,1466.09627542,1.0,5.43914e-20,1.0,100,1466.09627542,0.00333333
2,1444.35,1.0,163.57,500.0,0.0025,439.094,1500.89452123,273057.003869,1.0,500,1172.6,400.0,,273057.003869,0.3,0.0025,1500.89452123,1.0,5.4346e-20,1.0,100,1500.89452123,0.0025
1,1444.1,1.0,157.21,500.0,0.002,438.164,1443.10815589,190629.163841,1.0,500,1190.65,500.000006643,,190629.163841,0.3,0.002,1443.10815589,1.0,5.43187e-20,1.0,100,1443.10815589,0.002
2,1423.58,1.0,155.2,500.0,0.01,439.306,1423.58396167,194938.756754,1.0,500,951.777,100.0,,194938.756754,0.3,0.01,1423.58396167,1.0,3.50449e-18,1.0,100,1423.58396167,0.01
2,1446.97,1.0,160.39,500.0,0.005,457.686,1470.3548373,227140.624215,1.0,500,1057.62,200.000000102,,227140.624215,0.3,0.005,1470.3548373,1.0,2.1793e-19,1.0,100,1470.3548373,0.005
2,1463.23,1.0,162.99,500.0,0.00333333,490.433,1495.7413331,304077.210541,1.0,500,1086.02,299.999969474,,304077.210541,0.3,0.00333333,1495.7413331,1.0,5.43914e-20,1.0,100,1495.7413331,0.00333333
2,1458.31,1.0,157.38,500.0,0.0025,481.092,1443.54770035,205993.816049,1.0,500,1131.63,400.0,,205993.816049,0.3,0.0025,1443.54770035,1.0,5.4346e-20,1.0,100,1443.54770035,0.0025
1,1466.79,1.0,163.59,500.0,0.002,487.853,1500.72548772,265420.372905,1.0,500,1174.6,500.000006643,,265420.372905,0.3,0.002,1500.72548772,1.0,5.43187e-20,1.0,100,1500.72548772,0.002
2,1406.72,1.0,153.38,500.0,0.01,447.491,1406.72042062,202270.586725,1.0,500,872.199,100.0,,202270.586725,0.3,0.01,1406.72042062,1.0,3.50449e-18,1.0,100,1406.72042062,0.01
2,1395.23,1.0,151.14,500.0,0.005,391.898,1383.7454768,107733.151988,1.0,500,1017.27,200.000000102,,107733.151988,0.3,0.005,1383.7454768,1.0,2.1793e-19,1.0,100,1383.7454768,0.005
2,1427.87,1.0,162.37,500.0,0.00333333,401.598,1493.13278061,172006.858319,1.0,500,1119.26,299.999969474,,172006.858319,0.3,0.00333333,1493.13278061,1.0,5.43914e-20,1.0,100,1493.13278061,0.00333333
2,1434.32,1.0,158.62,500.0,0.0025,428.699,1453.68832875,253319.90995,1.0,500,1090.42,400.0,,253319.90995,0.3,0.0025,1453.68832875,1.0,5.4346e-20,1.0,100,1453.68832875,0.0025
1,1434.83,1.0,156.91,500.0,0.002,439.518,1436.88579216,233073.665772,1.0,500,1115.57,500.000006643,,233073.665772,0.3,0.002,1436.88579216,1.0,5.43187e-20,1.0,100,1436.88579216,0.002
2,1424.22,1.0,155.39,500.0,0.01,393.471,1424.22390674,156383.56861,1.0,500,910.102,100.0,,156383.56861,0.3,0.01,1424.22390674,1.0,3.50449e-18,1.0,100,1424.22390674,0.01
2,1434.57,1.0,157.52,500.0,0.005,437.338,1444.92315678,229793.503353,1.0,500,1048.48,200.000000102,,229793.503353,0.3,0.005,1444.92315678,1.0,2.1793e-19,1.0,100,1444.92315678,0.005
2,1410.59,1.0,149.03,500.0,0.00333333,430.903,1362.62613034,172779.904243,1.0,500,1078.13,299.999969474,,172779.904243,0.3,0.00333333,1362.62613034,1.0,5.43914e-20,1.0,100,1362.62613034,0.00333333
2,1425.67,1.0,160.11,500.0,0.0025,460.431,1470.89329632,291137.209075,1.0,500,1137.75,400.0,,291137.209075,0.3,0.0025,1470.89329632,1.0,5.4346e-20,1.0,100,1470.89329632,0.0025
1,1420.47,1.0,152.69,500.0,0.002,445.414,1399.69397069,144892.553266,1.0,500,1162.95,500.000006643,,144892.553266,0.3,0.002,1399.69397069,1.0,5.43187e-20,1.0,100,1399.69397069,0.002
2,1395.74,1.0,152.21,500.0,0.01,443.917,1395.7395872,199052.823287,1.0,500,891.428,100.0,,199052.823287,0.3,0.01,1395.7395872,1.0,3.50449e-18,1.0,100,1395.7395872,0.01
2,1420.27,1.0,157.58,500.0,0.005,493.449,1444.80514104,291633.650282,1.0,500,1022.9,200.000000102,,291633.650282,0.3,0.005,1444.80514104,1.0,2.1793e-19,1.0,100,1444.80514104,0.005
2,1454.26,1.0,165.84,500.0,0.00333333,474.91,1522.23560838,184548.883489,1.0,500,1094.2,299.999969474,,184548.883489,0.3,0.00333333,1522.23560838,1.0,5.43914e-20,1.0,100,1522.23560838,0.00333333
2,1435.9,1.0,150.78,500.0,0.0025,451.348,1380.83472622,135554.630005,1.0,500,1124.08,400.0,,135554.630005,0.3,0.0025,1380.83472622,1.0,5.4346e-20,1.0,100,1380.83472622,0.0025
1,1432.92,1.0,155.01,500.0,0.002,441.559,1421.00734872,161447.069961,1.0,500,1154.02,500.000006643,,161447.069961,0.3,0.002,1421.00734872,1.0,5.43187e-20,1.0,100,1421.00734872,0.002
2,1458.5,1.0,159.22,500.0,0.01,559.306,1458.49543455,315983.274717,1.0,500,879.553,100.0,,315983.274717,0.3,0.01,1458.49543455,1.0,3.50449e-18,1.0,100,1458.49543455,0.01
2,1476.34,1.0,162.67,500.0,0.005,520.562,1494.19477182,230817.236263,1.0,500,1066.97,200.000000102,,230817.236263,0.3,0.005,1494.19477182,1.0,2.1793e-19,1.0,100,1494.19477182,0.005
2,1474.93,1.0,160.5,500.0,0.00333333,514.447,1472.0911795,254532.01711,1.0,500,1140.67,299.999969474,,254532.01711,0.3,0.00333333,1472.0911795,1.0,5.43914e-20,1.0,100,1472.0911795,0.00333333
2,1488.97,1.0,166.73,500.0,0.0025,517.921,1531.11322738,279425.583872,1.0,500,1199.5,400.0,,279425.583872,0.3,0.0025,1531.11322738,1.0,5.4346e-20,1.0,100,1531.11322738,0.0025
1,1486.19,1.0,160.81,500.0,0.002,527.332,1475.05734361,320476.133417,1.0,500,1206.85,500.000006643,,320476.133417,0.3,0.002,1475.05734361,1.0,5.43187e-20,1.0,100,1475.05734361,0.002
2,1415.45,1.0,154.55,500.0,0.01,434.041,1415.45176414,190294.181833,1.0,500,908.353,100.0,,190294.181833,0.3,0.01,1415.45176414,1.0,3.50449e-18,1.0,100,1415.45176414,0.01
2,1418.38,1.0,154.89,500.0,0.005,408.904,1421.31759168,147471.874739,1.0,500,1059.81,200.000000102,,147471.874739,0.3,0.005,1421.31759168,1.0,2.1793e-19,1.0,100,1421.31759168,0.005
2,1417.03,1.0,154.1,500.0,0.00333333,421.778,1414.30842948,201285.170258,1.0,500,1070.86,299.999969474,,201285.170258,0.3,0.00333333,1414.30842948,1.0,5.43914e-20,1.0,100,1414.30842948,0.00333333
2,1424.48,1.0,157.68,500.0,0.0025,418.969,1446.82977984,169480.596164,1.0,500,1124.69,400.0,,169480.596164,0.3,0.0025,1446.82977984,1.0,5.4346e-20,1.0,100,1446.82977984,0.0025
1,1428.65,1.0,157.69,500.0,0.002,417.97,1445.34727058,172733.502347,1.0,500,1160.51,500.000006643,,172733.502347,0.3,0.002,1445.34727058,1.0,5.43187e-20,1.0,100,1445.34727058,0.002
2,1452.19,1.0,158.47,500.0,0.01,499.683,1452.18650122,252205.300449,1.0,500,889.681,100.0,,252205.300449,0.3,0.01,1452.18650122,1.0,3.50449e-18,1.0,100,1452.18650122,0.01
