VarNormIw,AvgRet,MinNormIw,MaxVanillaIw,MinVanillaIw,BatchSize,MaxNormIw,VarJ,eRenyi2,Bound,ESSClassic,VarVanillaIw,AvgDiscRet,J,AvgEpLen,AvgNormIw,VarRet,VanillaAvgRet,ESSRenyi,VarDiscRet,AvgVanillaIw
0.00016432526,-2314.3654119311004,1.1372156e-14,3.6838052,9.948952e-13,100,0.042107757,212.38652,2.6314886,-861.6485,38.068846192672055,1.2576895,-2314.3654119311004,-75.291885,200.0,0.01,5635865.156847778,-2314.3654119311004,38.00130521488887,5635865.156847778,0.87485194
1.574546e-05,-130.93621624188293,0.00013650529,1.3578265,0.01316864,100,0.014075143,57.358913,1.1240903,-326.40295,86.5141680026619,0.14653395,-130.93621624188293,-18.686335,200.0,0.01,358717.0171200698,-130.93621624188293,88.96082348760328,358717.0171200698,0.9646982
3.8091082e-06,-40.05101675039317,0.0008635436,1.1534349,0.084628,100,0.011769642,28.009607,1.0323249,-276.82315,96.36603877962595,0.036583308,-40.05101675039317,-11.823778,200.0,0.009999999,95536.09416905766,-40.05101675039317,96.86872709884062,95536.09416905766,0.9800085
3.0970143e-05,-11.381292149680146,0.0010054993,3.1106954,0.0954899,100,0.03275532,8.691079,1.3322107,-13.564114,76.53425188359958,0.27931517,-11.381292149680146,-10.69488,200.0,0.010000002,80.01630031843798,-11.381292149680146,75.0632035938244,80.01630031843798,0.94967645
1.0683574e-05,-9.939000377857687,0.0016421031,1.2766187,0.16017649,100,0.013087686,8.9724455,1.0841335,-13.467068,90.43494540100562,0.10165138,-9.939000377857687,-9.4115505,200.0,0.01,96.81407809843222,-9.939000377857687,92.2395622522987,96.81407809843222,0.975435
3.979883e-06,-7.785335372120184,0.0089682825,2.2918274,0.86117923,100,0.023866989,6.640027,1.0668225,-9.668281,96.20928522013818,0.036697704,-7.785335372120184,-7.6031365,200.0,0.01,47.864222964401336,-7.785335372120184,93.73630317764044,47.864222964401336,0.96024996
3.4909654e-06,-9.229093955312857,0.00019816376,1.3584684,0.03877672,200,0.006942289,7.4489493,1.1249975,-12.00694,175.6018244220801,0.13367163,-9.229093955312857,-8.653925,200.0,0.005,66.76358298365254,-9.229093955312857,177.77817337689302,66.76358298365254,0.97840095
1.2977802e-06,-8.63157550307472,0.0013817912,1.2895126,0.28202024,200,0.0063181184,7.731895,1.0602022,-10.094414,190.1770179872052,0.0540601,-8.63157550307472,-8.509108,200.0,0.005,58.557630610829534,-8.63157550307472,188.64325340600865,58.557630610829534,1.0204879
0.00010118473,-7.410744102896266,,6.2360387,,200,0.035252098,11.924424,4.4538655,-7.98204,39.783951507865815,3.1663773,-7.410744102896266,-4.489029,200.0,0.005,52.748924093374285,-7.410744102896266,44.90481329934062,52.748924093374285,0.88449186
9.939324e-07,-7.242818760007778,0.001003029,1.1730676,0.19976291,200,0.0058900868,6.961765,1.0377337,-8.625608,192.38934608044266,0.03942389,-7.242818760007778,-7.162415,200.0,0.005,48.75149098401903,-7.242818760007778,192.72767666830438,48.75149098401903,0.9957982
1.0357651e-06,-8.11186941875327,0.0027730602,3.0947852,0.82831293,300,0.010360849,7.182551,1.1240666,-9.159724,274.4970727828174,0.09241267,-8.11186941875327,-7.926456,200.0,0.003333333,50.250170871558886,-8.11186941875327,266.8881028329194,50.250170871558886,0.9956665
7.495779e-07,-7.576165579995377,0.0027584133,3.218844,0.8373219,300,0.010603929,6.7464066,1.0577576,-8.7310915,281.0996407384416,0.069068976,-7.576165579995377,-7.507283,200.0,0.0033333334,46.257872176922554,-7.576165579995377,283.61885128490405,46.257872176922554,1.01184
7.945229e-07,-7.273075304452885,0.0008961339,1.5366223,0.2753482,300,0.005001011,7.2270103,1.0744377,-8.377417,280.04182847499806,0.07501103,-7.273075304452885,-7.1870317,200.0,0.0033333332,51.13438055380656,-7.273075304452885,279.21580705815364,51.13438055380656,1.0242077
