IterType,AvgEpLen,MaxNormIw,Bound,AvgVanillaIw,VarVanillaIw,VarNormIw,BatchSize,eRenyi2,J,VarRet,AvgRet,VarJ,MinNormIw,MaxVanillaIw,MinVanillaIw,ESSClassic,AvgNormIw,VanillaAvgRet,ESSRenyi,AvgDiscRet,VarDiscRet,EpsThisIter
1,20.33,0.99137163,43.01507,99.31428,4846757.0,0.0019655675,500,2.0857878,52.100914,64.69064978106199,-4.645408471037771,11.09265,1.2930899e-06,49228.68,0.064211145,1.0174825535343304,0.002,-4.645408471037771,239.71758126145633,-4.645408471037771,64.69064978106199,100
2,25.96,0.01,-14.612122,1.0,,3.5044917e-18,500,1.0,-7.753194,205.12683303278914,-7.753193887681193,14.250459,0.01,1.0,1.0,100.0,0.009999998,-7.753193887681193,500.0,-7.753193887681193,205.12683303278914,100
2,23.58,0.005,-11.1866665,1.0,,2.179301e-19,500,1.0,-6.336673,51.468896471082026,-4.920151439951768,11.358759,0.005,1.0,1.0,200.00000010221265,0.0049999994,-4.920151439951768,500.0,-4.920151439951768,51.468896471082026,100
2,29.74,0.0033333334,-10.045878,1.0,,5.4391416e-20,500,1.0,-6.0858755,88.15014510919862,-5.584281980379218,10.734507,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-5.584281980379218,500.0,-5.584281980379218,88.15014510919862,100
2,24.43,0.0025,-9.450913,1.0,,5.434597e-20,500,1.0,-6.0214496,107.16869150973807,-5.828172221074052,10.628213,0.0025,1.0,1.0,400.0,0.0024999997,-5.828172221074052,500.0,-5.828172221074052,107.16869150973807,100
1,22.93,0.9893922,7.3867044,92.660446,4202204.0,0.0019577104,500,1.4984668,11.141573,66.88634044137866,-5.1409193049220505,3.6804092,3.4321235e-06,45838.76,0.15901105,1.0215576311741172,0.002,-5.1409193049220505,333.67438206893513,-5.1409193049220505,66.88634044137866,100
2,25.41,0.01,-12.668567,1.0,,3.5044917e-18,500,1.0,-6.600298,138.57254116285526,-6.600298405716888,11.712678,0.01,1.0,1.0,100.0,0.009999998,-6.600298405716888,500.0,-6.600298405716888,138.57254116285526,100
2,22.55,0.005,-12.712545,1.0,,2.179301e-19,500,1.0,-6.481118,198.07293893633056,-6.361937824372907,12.909444,0.005,1.0,1.0,200.00000010221265,0.0049999994,-6.361937824372907,500.0,-6.361937824372907,198.07293893633056,100
2,24.94,0.0033333334,-10.821526,1.0,,5.4391416e-20,500,1.0,-5.7335863,31.010498257458693,-4.238521630639434,11.065873,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-4.238521630639434,500.0,-4.238521630639434,31.010498257458693,100
2,23.65,0.0025,-9.970876,1.0,,5.434597e-20,500,1.0,-5.5645914,49.21838791459234,-5.057607942499307,10.203303,0.0025,1.0,1.0,400.0,0.0024999997,-5.057607942499307,500.0,-5.057607942499307,49.21838791459234,100
1,22.98,0.988473,16.808578,86.30502,3638744.0,0.001954067,500,1.7249677,21.984743,48.578299273767165,-3.911300884525636,6.907415,2.95606e-06,42655.094,0.1275614,1.0234584066342969,0.0019999999,-3.911300884525636,289.8604969510185,-3.911300884525636,48.578299273767165,100
2,22.24,0.01,-9.925858,1.0,,3.5044917e-18,500,1.0,-4.7222123,80.27908027091549,-4.722212254847624,8.9149475,0.01,1.0,1.0,100.0,0.009999998,-4.722212254847624,500.0,-4.722212254847624,80.27908027091549,100
2,22.97,0.005,-8.733943,1.0,,2.179301e-19,500,1.0,-5.0544105,61.35576652892541,-5.386608579283283,8.379714,0.005,1.0,1.0,200.00000010221265,0.0049999994,-5.386608579283283,500.0,-5.386608579283283,61.35576652892541,100
2,24.72,0.0033333334,-10.108547,1.0,,5.4391416e-20,500,1.0,-5.3719716,120.51728763446178,-6.007093801422157,9.315872,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-6.007093801422157,500.0,-6.007093801422157,120.51728763446178,100
2,28.04,0.0025,-9.450425,1.0,,5.434597e-20,500,1.0,-5.3484306,104.98866375141588,-5.277807908120914,9.543346,0.0025,1.0,1.0,400.0,0.0024999997,-5.277807908120914,500.0,-5.277807908120914,104.98866375141588,100
1,23.29,0.99301606,33.748817,136.17183,9142077.0,0.0019721065,500,2.1660903,39.148624,42.47530435879605,-4.022136742099727,6.970914,3.589037e-07,67610.41,0.024436286,1.0141153426776817,0.0019999999,-4.022136742099727,230.83064059610527,-4.022136742099727,42.47530435879605,100
2,24.49,0.01,-14.736464,1.0,,3.5044917e-18,500,1.0,-5.772916,134.2148706143813,-5.772915940765962,11.527042,0.01,1.0,1.0,100.0,0.009999998,-5.772915940765962,500.0,-5.772915940765962,134.2148706143813,100
2,23.31,0.005,-11.355537,1.0,,2.179301e-19,500,1.0,-5.0173526,68.29076301528342,-4.2617890697144265,10.040477,0.005,1.0,1.0,200.00000010221265,0.0049999994,-4.2617890697144265,500.0,-4.2617890697144265,68.29076301528342,100
2,22.69,0.0033333334,-9.893881,1.0,,5.4391416e-20,500,1.0,-4.718774,46.07343820215066,-4.121616819816957,9.087903,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-4.121616819816957,500.0,-4.121616819816957,46.07343820215066,100
2,24.33,0.0025,-9.492674,1.0,,5.434597e-20,500,1.0,-5.0108995,116.257213395417,-5.887280022029017,9.537932,0.0025,1.0,1.0,400.0,0.0024999997,-5.887280022029017,500.0,-5.887280022029017,116.257213395417,100
1,27.03,0.97025484,5.894325,34.484226,559667.25,0.0018825601,500,1.6308206,12.031379,238.52192077654232,-6.404849622662006,10.639366,4.1288904e-06,16729.244,0.0711908,1.0622504657964476,0.0019999996,-6.404849622662006,306.59410985785047,-6.404849622662006,238.52192077654232,100
2,26.29,0.01,-9.42924,1.0,,3.5044917e-18,500,1.0,-4.9385557,68.47098716034755,-4.93855570352299,8.233242,0.01,1.0,1.0,100.0,0.009999998,-4.93855570352299,500.0,-4.93855570352299,68.47098716034755,100
2,26.39,0.005,-10.838415,1.0,,2.179301e-19,500,1.0,-5.2067175,140.03671736622428,-5.474878783119468,10.162834,0.005,1.0,1.0,200.00000010221265,0.0049999994,-5.474878783119468,500.0,-5.474878783119468,140.03671736622428,100
2,26.21,0.0033333334,-9.644789,1.0,,5.4391416e-20,500,1.0,-5.046527,85.72494944299821,-4.726147007637471,9.858806,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-4.726147007637471,500.0,-4.726147007637471,85.72494944299821,100
2,26.45,0.0025,-8.864787,1.0,,5.434597e-20,500,1.0,-4.882576,115.59367520171652,-4.390723258961283,10.079042,0.0025,1.0,1.0,400.0,0.0024999997,-4.390723258961283,500.0,-4.390723258961283,115.59367520171652,100
1,26.41,0.99037784,20.325928,106.83984,5597853.5,0.0019616208,500,2.2222042,25.63552,118.84856000112991,-5.69232568112877,6.2077646,9.3858847e-07,52905.906,0.050139323,1.0195254063772758,0.0020000003,-5.69232568112877,225.0018239169152,-5.69232568112877,118.84856000112991,100
2,30.79,0.01,-10.600857,1.0,,3.5044917e-18,500,1.0,-5.518309,115.38190617748239,-5.518309230825265,10.687754,0.01,1.0,1.0,100.0,0.009999998,-5.518309230825265,500.0,-5.518309230825265,115.38190617748239,100
2,34.12,0.005,-13.573795,1.0,,2.179301e-19,500,1.0,-6.712326,253.17112086454938,-7.906342778681453,13.559477,0.005,1.0,1.0,200.00000010221265,0.0049999994,-7.906342778681453,500.0,-7.906342778681453,253.17112086454938,100
2,25.0,0.0033333334,-11.265736,1.0,,5.4391416e-20,500,1.0,-5.6633706,64.77503644865013,-3.565459652808312,12.089224,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-3.565459652808312,500.0,-3.565459652808312,64.77503644865013,100
2,30.7,0.0025,-10.509087,1.0,,5.434597e-20,500,1.0,-5.657295,132.9448151537977,-5.639068155275448,11.9380045,0.0025,1.0,1.0,400.0,0.0024999997,-5.639068155275448,500.0,-5.639068155275448,132.9448151537977,100
1,30.02,0.977879,15.211154,45.537178,991364.56,0.0019123225,500,1.6037222,23.68181,477.9611399453783,-8.438853653655467,14.368479,4.92786e-06,22264.926,0.112200424,1.045752901338387,0.002,-8.438853653655467,311.77469228603854,-8.438853653655467,477.9611399453783,100
2,34.15,0.01,-12.236841,1.0,,3.5044917e-18,500,1.0,-6.5423174,219.78276455379046,-6.542317594997405,14.750761,0.01,1.0,1.0,100.0,0.009999998,-6.542317594997405,500.0,-6.542317594997405,219.78276455379046,100
2,26.92,0.005,-9.888409,1.0,,2.179301e-19,500,1.0,-5.861772,100.31253853187187,-5.1812261069178405,12.605964,0.005,1.0,1.0,200.00000010221265,0.0049999994,-5.1812261069178405,500.0,-5.1812261069178405,100.31253853187187,100
2,29.66,0.0033333334,-9.003326,1.0,,5.4391416e-20,500,1.0,-5.6418552,117.5419084011933,-5.2020203517408525,12.034357,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-5.2020203517408525,500.0,-5.2020203517408525,117.5419084011933,100
2,30.69,0.0025,-8.465032,1.0,,5.434597e-20,500,1.0,-5.553912,108.49305356576743,-5.290084569340544,11.640212,0.0025,1.0,1.0,400.0,0.0024999997,-5.290084569340544,500.0,-5.290084569340544,108.49305356576743,100
1,31.42,0.9951235,12.509842,199.99704,19804446.0,0.0019805029,500,2.0540404,16.241566,94.01000663645534,-6.425027276267281,2.2805297,3.6981513e-07,99510.88,0.036980968,1.0098247633244777,0.0019999999,-6.425027276267281,243.42266696226585,-6.425027276267281,94.01000663645534,100
2,28.16,0.01,-11.224111,1.0,,3.5044917e-18,500,1.0,-4.9208875,107.59095985283729,-4.9208872702802156,10.320613,0.01,1.0,1.0,100.0,0.009999998,-4.9208872702802156,500.0,-4.9208872702802156,107.59095985283729,100
2,28.37,0.005,-9.494172,1.0,,2.179301e-19,500,1.0,-5.0371203,141.96031869630568,-5.1533531993566575,11.114918,0.005,1.0,1.0,200.00000010221265,0.0049999994,-5.1533531993566575,500.0,-5.1533531993566575,141.96031869630568,100
2,33.42,0.0033333334,-8.897116,1.0,,5.4391416e-20,500,1.0,-5.1840663,179.89759849663457,-5.477957178221791,11.906734,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-5.477957178221791,500.0,-5.477957178221791,179.89759849663457,100
2,26.88,0.0025,-8.380461,1.0,,5.434597e-20,500,1.0,-5.1648655,137.95942694230263,-5.107265268622248,11.852165,0.0025,1.0,1.0,400.0,0.0024999997,-5.107265268622248,500.0,-5.107265268622248,137.95942694230263,100
1,29.52,0.9894254,25.366861,99.41515,4837520.5,0.0019578417,500,1.7181766,30.8024,291.49297257180723,-5.539908796459265,8.279479,1.0227536e-06,49181.94,0.050838605,1.0214890921218116,0.002,-5.539908796459265,291.0061742399801,-5.539908796459265,291.49297257180723,100
2,30.1,0.01,-20.539062,1.0,,3.5044917e-18,500,1.0,-7.085617,426.07412786259783,-7.085617615003055,20.538095,0.01,1.0,1.0,100.0,0.009999998,-7.085617615003055,500.0,-7.085617615003055,426.07412786259783,100
2,30.1,0.005,-15.449103,1.0,,2.179301e-19,500,1.0,-5.936081,55.6790752402637,-4.786544766149347,15.485129,0.005,1.0,1.0,200.00000010221265,0.0049999994,-4.786544766149347,500.0,-4.786544766149347,55.6790752402637,100
2,30.83,0.0033333334,-13.944401,1.0,,5.4391416e-20,500,1.0,-6.1770515,287.56240533441246,-6.658993147988285,15.964687,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-6.658993147988285,500.0,-6.658993147988285,287.56240533441246,100
2,32.32,0.0025,-13.364952,1.0,,5.434597e-20,500,1.0,-6.6382294,213.79679702500476,-8.021761764130837,15.643086,0.0025,1.0,1.0,400.0,0.0024999997,-8.021761764130837,500.0,-8.021761764130837,213.79679702500476,100
1,36.94,0.96616596,5.7233424,29.969423,419150.38,0.0018666935,500,1.4213555,12.896327,432.96220280048215,-8.322334851152991,13.708947,1.4330004e-05,14477.719,0.21473098,1.0712599880214444,0.002,-8.322334851152991,351.7768812618498,-8.322334851152991,432.96220280048215,100
2,31.59,0.01,-8.126762,1.0,,3.5044917e-18,500,1.0,-4.6770697,102.90879583974369,-4.677069900768365,10.093548,0.01,1.0,1.0,100.0,0.009999998,-4.677069900768365,500.0,-4.677069900768365,102.90879583974369,100
2,35.73,0.005,-13.61463,1.0,,2.179301e-19,500,1.0,-5.871191,278.391367685799,-7.065313131963218,13.790195,0.005,1.0,1.0,200.00000010221265,0.0049999994,-7.065313131963218,500.0,-7.065313131963218,278.391367685799,100
2,32.83,0.0033333334,-13.808657,1.0,,5.4391416e-20,500,1.0,-6.3656936,575.278947744989,-7.354696720053782,17.807604,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-7.354696720053782,500.0,-7.354696720053782,575.278947744989,100
2,32.76,0.0025,-12.841057,1.0,,5.434597e-20,500,1.0,-6.395261,483.33399995104674,-6.483963104615442,18.906635,0.0025,1.0,1.0,400.0,0.0024999997,-6.483963104615442,500.0,-6.483963104615442,483.33399995104674,100
1,35.16,0.99425036,54.330032,161.90656,12956282.0,0.001977022,500,1.9881797,62.45926,122.40389584331994,-3.7151899424401984,8.565844,8.730312e-07,80487.83,0.07067474,1.0115992435253096,0.002,-3.7151899424401984,251.4863239489485,-3.7151899424401984,122.40389584331994,100
2,37.06,0.01,-38.4026,1.0,,3.5044917e-18,500,1.0,-10.470934,1487.8499523346688,-10.470933934433146,38.379307,0.01,1.0,1.0,100.0,0.009999998,-10.470933934433146,500.0,-10.470933934433146,1487.8499523346688,100
2,32.81,0.005,-28.229927,1.0,,2.179301e-19,500,1.0,-8.479258,341.6324073194181,-6.487579281884059,30.15892,0.005,1.0,1.0,200.00000010221265,0.0049999994,-6.487579281884059,500.0,-6.487579281884059,341.6324073194181,100
2,43.13,0.0033333334,-24.538216,1.0,,5.4391416e-20,500,1.0,-8.411862,679.9152051376902,-8.277072364901661,28.822817,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-8.277072364901661,500.0,-8.277072364901661,679.9152051376902,100
2,32.58,0.0025,-21.274931,1.0,,5.434597e-20,500,1.0,-7.3090982,156.6287482550227,-4.000807424090536,25.796896,0.0025,1.0,1.0,400.0,0.0024999997,-4.000807424090536,500.0,-4.000807424090536,156.6287482550227,100
1,39.61,0.9728477,75.12573,34.998444,579574.3,0.0018926555,500,2.1518197,93.4495,1681.2786576098897,-11.801673664445921,60.766964,1.8949744e-06,17024.078,0.03316058,1.0565966044507604,0.0019999999,-11.801673664445921,232.36147462280283,-11.801673664445921,1681.2786576098897,100
2,36.79,0.01,-39.013977,1.0,,3.5044917e-18,500,1.0,-10.2233305,1535.3021451320012,-10.223330156602772,38.986523,0.01,1.0,1.0,100.0,0.009999998,-10.223330156602772,500.0,-10.223330156602772,1535.3021451320012,100
2,37.59,0.005,-29.384136,1.0,,2.179301e-19,500,1.0,-9.026074,339.75639599395345,-7.828818205933153,30.489136,0.005,1.0,1.0,200.00000010221265,0.0049999994,-7.828818205933153,500.0,-7.828818205933153,339.75639599395345,100
2,35.38,0.0033333334,-24.061827,1.0,,5.4391416e-20,500,1.0,-7.439541,142.43718551056475,-4.266474366459359,25.9184,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-4.266474366459359,500.0,-4.266474366459359,142.43718551056475,100
2,34.92,0.0025,-20.696768,1.0,,5.434597e-20,500,1.0,-6.301445,313.1481200263266,-2.8871563363697295,24.191164,0.0025,1.0,1.0,400.0,0.0024999997,-2.8871563363697295,500.0,-2.8871563363697295,313.1481200263266,100
1,34.84,0.995314,108.904366,213.08533,22489982.0,0.0019812628,500,2.4843802,129.19873,176.6540206397664,-4.676061155293303,13.840606,7.778948e-09,106043.41,0.0008287899,1.0094381199113602,0.0019999999,-4.676061155293303,201.25743672462244,-4.676061155293303,176.6540206397664,100
2,39.56,0.01,-17.982029,1.0,,3.5044917e-18,500,1.0,-8.380532,393.7174630970071,-8.380532745677918,19.742853,0.01,1.0,1.0,100.0,0.009999998,-8.380532745677918,500.0,-8.380532745677918,393.7174630970071,100
2,35.01,0.005,-15.225884,1.0,,2.179301e-19,500,1.0,-6.1813974,356.44173974440343,-3.982261642340967,19.394974,0.005,1.0,1.0,200.00000010221265,0.0049999994,-3.982261642340967,500.0,-3.982261642340967,356.44173974440343,100
2,35.73,0.0033333334,-13.785017,1.0,,5.4391416e-20,500,1.0,-6.400225,231.67905011686221,-6.837880883780924,18.092169,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-6.837880883780924,500.0,-6.837880883780924,231.67905011686221,100
2,37.65,0.0025,-12.984346,1.0,,5.434597e-20,500,1.0,-6.588929,558.1084885696264,-7.155040413972506,19.589119,0.0025,1.0,1.0,400.0,0.0024999997,-7.155040413972506,500.0,-7.155040413972506,558.1084885696264,100
1,34.89,0.9790739,37.38797,44.509792,949456.8,0.0019170087,500,1.9491583,45.37412,580.8854310285778,-9.113685177284033,23.828024,3.1804198e-06,21789.188,0.07077991,1.0432019356990692,0.0020000003,-9.113685177284033,256.5209799565463,-9.113685177284033,580.8854310285778,100
2,32.68,0.01,-7.4976006,1.0,,3.5044917e-18,500,1.0,-4.07413,84.25938604881864,-4.074129913137021,9.133279,0.01,1.0,1.0,100.0,0.009999998,-4.074129913137021,500.0,-4.074129913137021,84.25938604881864,100
2,44.03,0.005,-17.699537,1.0,,2.179301e-19,500,1.0,-6.830077,685.0740768222128,-9.586024916740046,19.708256,0.005,1.0,1.0,200.00000010221265,0.0049999994,-9.586024916740046,500.0,-9.586024916740046,685.0740768222128,100
2,38.27,0.0033333334,-15.419915,1.0,,5.4391416e-20,500,1.0,-6.545039,413.97083680562787,-5.974962449902385,19.892622,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-5.974962449902385,500.0,-5.974962449902385,413.97083680562787,100
2,37.17,0.0025,-14.271469,1.0,,5.434597e-20,500,1.0,-6.5856,254.72596218897345,-6.70728210185793,18.969368,0.0025,1.0,1.0,400.0,0.0024999997,-6.70728210185793,500.0,-6.70728210185793,254.72596218897345,100
1,38.65,0.9866017,9.045665,64.39036,2017770.9,0.0019466603,500,1.7039906,18.019365,138.70158804831723,-2.395591644142666,6.6812162,2.7803674e-06,31763.818,0.08951442,1.0273442136725424,0.0019999999,-2.395591644142666,293.42885240346214,-2.395591644142666,138.70158804831723,100
2,41.69,0.01,-14.123661,1.0,,3.5044917e-18,500,1.0,-2.785193,288.1583366507372,-2.7851929264716513,16.890137,0.01,1.0,1.0,100.0,0.009999998,-2.7851929264716513,500.0,-2.7851929264716513,288.1583366507372,100
2,35.61,0.005,-12.390831,1.0,,2.179301e-19,500,1.0,-4.175157,504.33347903061053,-5.565121118205213,19.854858,0.005,1.0,1.0,200.00000010221265,0.0049999994,-5.565121118205213,500.0,-5.565121118205213,504.33347903061053,100
2,41.46,0.0033333334,-20.872587,1.0,,5.4391416e-20,500,1.0,-5.840202,1157.9218352869923,-9.170292225731375,25.5043,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-9.170292225731375,500.0,-9.170292225731375,1157.9218352869923,100
2,34.62,0.0025,-18.488205,1.0,,5.434597e-20,500,1.0,-5.469776,185.96687831178133,-4.3584994346377375,23.11472,0.0025,1.0,1.0,400.0,0.0024999997,-4.3584994346377375,500.0,-4.3584994346377375,185.96687831178133,100
1,36.65,0.9914265,117.490074,113.14723,6291641.0,0.0019657852,500,1.8957864,133.52246,166.8663091842959,-6.1713256484468015,26.634884,1.1393979e-06,56088.586,0.06445986,1.017369682976353,0.002,-6.1713256484468015,263.74279232313836,-6.1713256484468015,166.8663091842959,100
2,33.99,0.01,-11.316015,1.0,,3.5044917e-18,500,1.0,-3.207376,130.80487882901235,-3.2073760612009368,11.379667,0.01,1.0,1.0,100.0,0.009999998,-3.2073760612009368,500.0,-3.2073760612009368,130.80487882901235,100
2,39.9,0.005,-8.880083,1.0,,2.179301e-19,500,1.0,-3.146409,91.6206547197397,-3.085442334089557,10.493062,0.005,1.0,1.0,200.00000010221265,0.0049999994,-3.085442334089557,500.0,-3.085442334089557,91.6206547197397,100
2,34.25,0.0033333334,-7.2387533,1.0,,5.4391416e-20,500,1.0,-2.5572283,129.78848813791285,-1.3788661767419703,10.813297,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-1.3788661767419703,500.0,-1.3788661767419703,129.78848813791285,100
2,38.62,0.0025,-7.99088,1.0,,5.434597e-20,500,1.0,-2.9047778,309.27220680546924,-3.947427315368606,12.8297615,0.0025,1.0,1.0,400.0,0.0024999997,-3.947427315368606,500.0,-3.947427315368606,309.27220680546924,100
1,44.77,0.99616545,86.315704,254.96173,32253454.0,0.001984661,500,2.178351,96.41249,1093.0521020438432,-9.935575684906649,8.589919,6.903625e-07,126992.04,0.08800802,1.0077133802587968,0.0020000003,-9.935575684906649,229.531428641476,-9.935575684906649,1093.0521020438432,100
2,42.97,0.01,-16.498615,1.0,,3.5044917e-18,500,1.0,-7.09731,455.7582056057333,-7.097309817364535,21.241484,0.01,1.0,1.0,100.0,0.009999998,-7.097309817364535,500.0,-7.097309817364535,455.7582056057333,100
2,43.28,0.005,-12.34734,1.0,,2.179301e-19,500,1.0,-5.6996136,138.7145091416821,-4.301917275956556,17.210972,0.005,1.0,1.0,200.00000010221265,0.0049999994,-4.301917275956556,500.0,-4.301917275956556,138.7145091416821,100
2,41.77,0.0033333334,-9.942765,1.0,,5.4391416e-20,500,1.0,-4.5149198,168.57480482856514,-2.1455300065181446,15.997345,0.0033333334,1.0,1.0,299.999969473632,0.0033333336,-2.1455300065181446,500.0,-2.1455300065181446,168.57480482856514,100
2,40.63,0.0025,-9.039626,1.0,,5.434597e-20,500,1.0,-4.338974,143.1909870258324,-3.81114146266726,15.082072,0.0025,1.0,1.0,400.0,0.0024999997,-3.81114146266726,500.0,-3.81114146266726,143.1909870258324,100
1,43.43,0.9885273,34.26865,81.48631,3244117.8,0.0019542822,500,1.8485831,39.98505,228.28440969008957,-6.1287057952607515,10.949108,6.659869e-07,40275.723,0.027134407,1.0233459785501735,0.0020000003,-6.1287057952607515,270.4774264126117,-6.1287057952607515,228.28440969008957,100
2,44.92,0.01,-22.091839,1.0,,3.5044917e-18,500,1.0,-9.203412,505.17809390161534,-9.203412747484425,22.363503,0.01,1.0,1.0,100.0,0.009999998,-9.203412747484425,500.0,-9.203412747484425,505.17809390161534,100
2,39.74,0.005,-14.725056,1.0,,2.179301e-19,500,1.0,-5.611561,244.3229190241973,-2.019709351149816,19.59348,0.005,1.0,1.0,200.00000010221265,0.0049999994,-2.019709351149816,500.0,-2.019709351149816,244.3229190241973,100
