VarVanillaIw,AvgDiscRet,AvgVanillaIw,BatchSize,MinNormIw,VarJ,MaxNormIw,AvgNormIw,ESSClassic,ESSRenyi,VarNormIw,Bound,VarDiscRet,AvgRet,VarRet,J,MinVanillaIw,AvgEpLen,MaxVanillaIw,eRenyi2
1.423367,441.4374590172733,1.0114487,100,0.00022758816,286.12192,0.06687909,0.01,42.06251756595322,49.48473068996583,0.00013913267,268.848,42111.97451928649,672.05722876388,226311.3919804764,607.7513,0.023019375,68.19,6.7644773,2.0208254
0.5603938,578.4599337217998,1.0692269,100,6.4134115e-06,156.2653,0.02622644,0.010000002,67.32755550517903,63.55970530982845,4.901777e-05,430.02197,31150.65155222728,958.4844686734283,219611.43902654134,658.84375,0.0006857392,96.83,2.8042016,1.5733238
1.1662277,669.9083647969151,1.0099884,100,0.00018044811,158.60178,0.074927464,0.01,46.90779759754093,53.485963438859926,0.00011432748,543.3191,22655.343713152957,1220.110122699889,255090.19629155422,752.8374,0.018225051,122.86,7.5675874,1.8696494
3.317118,759.38377289143,1.0942777,100,4.3670934e-07,60.407387,0.07872083,0.01,26.72036303221538,23.417825692439596,0.0002770166,655.52094,15250.954949548854,1526.3435623194428,203944.88789374827,838.89185,4.778813e-05,153.39,8.614245,4.2702513
9.396264,812.9713561057,1.1202366,100,1.5249059e-08,12.461747,0.17920372,0.010000003,11.886924808856499,10.759666682810982,0.00074874813,729.5804,9831.36144606733,1757.3440149025141,146320.88458405063,863.0834,1.7082556e-06,176.16,20.075058,9.293968
1.5e-44,860.442486713591,1.2652643e-23,100,,,1.0,0.01,1.000381576249713,2.664737482001297e-07,0.010000003,839.77747,603.7364564549085,1969.4614673163462,16118.19681637267,865.899,,197.04,1.2652642e-21,375271500.0
0.54951596,866.0088379048893,0.96497184,100,0.00076293293,0.009329009,0.040798977,0.01,63.12200895775242,56.303410700389705,5.901345e-05,866.0011,8.382602788135858e-05,1999.9781770133973,0.0003529824347703716,866.01074,0.07362088,200.0,3.9369864,1.7760913
0.6641741,866.011055653671,1.0932916,100,0.0010817269,0.010037371,0.039056834,0.01,64.51178010894871,65.65516412288304,5.5566088e-05,866.0036,7.851848452085327e-05,1999.983774805069,0.00027549398817546997,866.0121,0.118264295,200.0,4.270051,1.5231094
1.9821495,862.0931337767679,1.0999591,100,3.2185246e-12,0.008633507,0.05417747,0.010000002,38.14057900855341,33.13217698251571,0.00016382615,829.14154,1535.0715130547326,1986.3821151371858,18503.71724189678,866.01196,3.5402456e-10,198.65,5.9593005,3.018214
0.38173136,866.0115714387924,0.98817843,100,0.003971091,0.007037879,0.060953625,0.010000002,72.09751747668815,81.98076503971205,3.9091934e-05,866.0052,5.665294667361179e-05,1999.9854908561706,0.00016499920585420574,866.01245,0.39241463,200.0,6.0233054,1.2197983
1.3531547,866.0109022194996,1.0311179,100,0.00028929292,0.008297729,0.07606927,0.01,44.248042553422955,52.90004684228276,0.00012727139,866.0043,6.149146768060019e-05,1999.9841929912568,0.00018881648331140852,866.013,0.02982951,200.0,7.843639,1.8903575
1.092758,866.0120422101588,0.83350784,100,1.7032994e-12,0.00762103,0.053483713,0.010000003,39.10551515076383,45.61342455647041,0.00015729126,866.0063,4.65031076270944e-05,1999.9868601036071,0.0001285469644691065,866.0142,1.4197134e-10,200.0,4.4579096,2.192337
1.4731672,866.0124531814952,1.0664941,100,6.1444993e-16,0.0068302737,0.048177283,0.01,43.81654794910803,45.81528863560621,0.0001295195,866.0067,4.62480034459746e-05,1999.9873936462402,0.0001310706348268661,866.0147,6.553072e-14,200.0,5.1380787,2.1826775
0.3495477,866.0119523492436,1.0450721,100,0.0008462592,0.0065051117,0.028490113,0.010000002,75.93897766126294,72.51438815276157,3.200472e-05,866.00616,4.7706846622176547e-05,1999.987279882431,0.00012119766452446075,866.0132,0.08844018,200.0,2.977422,1.3790367
0.16439447,866.0130265821994,1.0599604,100,0.005979255,0.0059247343,0.031915843,0.009999998,87.34707109874358,84.33225667036591,1.4632145e-05,866.00806,3.488399567484228e-05,1999.9890969085693,8.062943883212e-05,866.01337,0.6337773,200.0,3.3829532,1.1857859
1.9887505,866.0119558910824,0.38416982,100,1.526047e-19,0.007710654,0.3344639,0.009999999,6.973303146009019,99.00827759210154,0.001347516,866.0066,4.029126104967378e-05,1999.9872916221618,0.00010030883178768989,866.01404,5.862612e-18,200.0,12.8490925,1.0100166
0.11548719,866.0136399814332,1.0370414,100,0.0020986088,0.005316261,0.021372823,0.010000002,90.39051813588495,88.24981260898267,1.0738448e-05,866.00903,2.99409136477361e-05,1999.9902537822722,6.667684883126124e-05,866.01404,0.21763442,200.0,2.2164505,1.1331469
0.1970873,866.0130977033048,1.0461468,100,0.005093476,0.005279185,0.028873049,0.01,84.86928135786651,80.68487529857877,1.8008328e-05,866.0085,2.9299688594712617e-05,1999.9894445037842,6.501419623391209e-05,866.0136,0.53285235,200.0,3.0205448,1.2393897
0.3450344,866.0141034666409,0.9896932,100,0.0016853121,0.0050065825,0.03715752,0.010000002,74.14349312896336,73.78533927889119,3.5225836e-05,866.00964,2.8275983609786942e-05,1999.9909963321686,6.273019865827768e-05,866.0148,0.1667942,200.0,3.6774545,1.3552828
0.11144703,866.01368061346,0.99010605,100,0.002434475,0.005908137,0.023603765,0.010000002,89.88371169748997,91.51393086246173,1.1368549e-05,866.00854,3.625108950507096e-05,1999.990520544052,7.818916862175463e-05,866.01385,0.24103884,200.0,2.337023,1.0927298
0.27274168,866.0128464390367,0.9846206,100,0.0062227566,0.006175033,0.049847305,0.010000002,78.21573105447149,79.93476088679607,2.8132847e-05,866.0081,3.199581994726426e-05,1999.9891603946685,6.942364224083907e-05,866.0135,0.6127054,200.0,4.908068,1.2510202
0.32133314,866.0133873838516,1.0956787,100,0.00062993646,0.0057228636,0.027874397,0.01,79.05220696398295,75.52931289243607,2.6766347e-05,866.0087,3.0757216442772997e-05,1999.9899917793273,6.606425056117879e-05,866.01373,0.06902079,200.0,3.0541382,1.3239893
0.14178225,866.0121556816265,0.96357834,100,0.004946599,0.006032106,0.025965812,0.01,86.86768936616811,86.42318825290282,1.5270307e-05,866.0069,3.932864265335287e-05,1999.9881396961212,8.924557709408441e-05,866.0126,0.47664356,200.0,2.5020094,1.1570969
0.3441578,866.0133241267899,0.9619893,100,0.00026105865,0.006179879,0.02777485,0.01,73.09015416175379,70.62582677080499,3.7189224e-05,866.0078,4.194582739683437e-05,1999.9899421405792,9.432335160794297e-05,866.0142,0.025113564,200.0,2.6719108,1.4159126
0.086729445,866.0125672707873,0.9617421,100,0.0055818004,0.006254398,0.023628857,0.01,91.50563091382807,88.40073189826391,9.376684e-06,866.007,4.2408317921530794e-05,1999.9889496040344,9.14857527062519e-05,866.0128,0.53682524,200.0,2.2724867,1.1312124
0.27402928,866.0130225102351,0.9787868,100,0.0019021619,0.006068654,0.03299059,0.01,77.93166357204494,77.98994645971015,2.8603597e-05,866.0079,3.6755703802510056e-05,1999.989654941559,7.816419894861428e-05,866.0141,0.1861811,200.0,3.2290757,1.2822165
