AvgNormIw,AvgDiscRet,EpsThisIter,AvgRet,VarNormIw,VarDiscRet,J,VarJ,BatchSize,Delta,Bound,eRenyi2,AvgEpLen,VanillaAvgRet,IterType,MaxNormIw,MinVanillaIw,VarVanillaIw,VarRet,AvgVanillaIw,ESSClassic,ESSRenyi,MinNormIw,MaxVanillaIw
0.005,30.6956018924,100,30.6956018924,2.1793e-19,773.20121271,33.3145,25.3575,500,0.2,20.7465,1.0,500.0,30.6956018924,2,0.005,1.0,,773.20121271,1.0,200.000000102,500.0,0.005,1.0
0.00333333,40.5883397789,100,40.5883397789,5.43914e-20,449.642193259,35.7391,24.2654,500,0.2,25.4774,1.0,500.0,40.5883397789,2,0.00333333,1.0,,449.642193259,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,26.973259556,100,26.973259556,5.4346e-20,481.227628782,33.5476,23.9816,500,0.2,24.6607,1.0,500.0,26.973259556,2,0.0025,1.0,,481.227628782,1.0,400.0,500.0,0.0025,1.0
0.002,41.8118765338,100,41.8118765338,0.000146629,441.194599809,86.7232,13.4177,500,0.2,72.7038,3.11077,500.0,41.8118765338,1,0.0791404,0.0210982,3889.32,441.194599809,10.3005,13.3035599051,160.731909486,4.09656e-06,407.591
0.01,49.018468045,100,49.018468045,3.50449e-18,447.881635697,49.0185,21.0571,500,0.2,34.3044,1.0,500.0,49.018468045,2,0.01,1.0,,447.881635697,1.0,100.0,500.0,0.01,1.0
0.005,42.2029057612,100,42.2029057612,2.1793e-19,409.406803889,45.6107,20.8799,500,0.2,33.9687,1.0,500.0,42.2029057612,2,0.005,1.0,,409.406803889,1.0,200.000000102,500.0,0.005,1.0
0.00333333,25.5681328755,100,25.5681328755,5.43914e-20,315.436369335,38.9298,22.0002,500,0.2,29.4242,1.0,500.0,25.5681328755,2,0.00333333,1.0,,315.436369335,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,47.2642928886,100,47.2642928886,5.4346e-20,322.826779664,41.0134,21.3525,500,0.2,32.1,1.0,500.0,47.2642928886,2,0.0025,1.0,,322.826779664,1.0,400.0,500.0,0.0025,1.0
0.002,35.4954595558,100,35.4954595558,0.000157378,604.503464861,85.5997,22.8994,500,0.2,71.1094,3.3035,500.0,35.4954595558,1,0.0896823,0.00092867,1064.32,604.503464861,5.20107,12.4174642134,151.354550303,3.57107e-07,233.222
0.01,29.6661184193,100,29.6661184193,3.50449e-18,716.542920865,29.6661,26.6341,500,0.2,15.7591,1.0,500.0,29.6661184193,2,0.01,1.0,,716.542920865,1.0,100.0,500.0,0.01,1.0
0.005,35.1042621045,100,35.1042621045,2.1793e-19,524.478872504,32.3852,24.9339,500,0.2,22.1472,1.0,500.0,35.1042621045,2,0.005,1.0,,524.478872504,1.0,200.000000102,500.0,0.005,1.0
0.00333333,47.422813004,100,47.422813004,5.43914e-20,428.968076122,37.3977,24.6227,500,0.2,27.5622,1.0,500.0,47.422813004,2,0.00333333,1.0,,428.968076122,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,37.0778844765,100,37.0778844765,5.4346e-20,252.187066633,37.3178,22.7408,500,0.2,28.7999,1.0,500.0,37.0778844765,2,0.0025,1.0,,252.187066633,1.0,400.0,500.0,0.0025,1.0
0.002,51.5377594674,100,51.5377594674,0.000143138,552.94392372,86.0353,12.533,500,0.2,72.5122,2.94784,500.0,51.5377594674,1,0.0782092,0.0217519,2178.05,552.94392372,7.80165,13.6191981606,169.615980695,5.57622e-06,305.081
0.01,59.1972466312,100,59.1972466312,3.50449e-18,398.91264869,59.1972,19.8727,500,0.2,42.5665,1.0,500.0,59.1972466312,2,0.01,1.0,,398.91264869,1.0,100.0,500.0,0.01,1.0
0.005,44.9268724742,100,44.9268724742,2.1793e-19,379.765447975,52.0621,20.8891,500,0.2,40.3023,1.0,500.0,44.9268724742,2,0.005,1.0,,379.765447975,1.0,200.000000102,500.0,0.005,1.0
0.00333333,48.541767222,100,48.541767222,5.43914e-20,773.379800953,50.8886,23.4281,500,0.2,41.2513,1.0,500.0,48.541767222,2,0.00333333,1.0,,773.379800953,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,54.8662258961,100,54.8662258961,5.4346e-20,384.833532705,51.883,22.5803,500,0.2,43.3477,1.0,500.0,54.8662258961,2,0.0025,1.0,,384.833532705,1.0,400.0,500.0,0.0025,1.0
0.002,50.6236534236,100,50.6236534236,0.000153113,179.623146986,82.6197,17.3735,500,0.2,70.4796,2.5288,500.0,50.6236534236,1,0.088514,0.0183532,2913.7,179.623146986,8.72461,12.7545144589,197.722555869,4.20723e-06,386.125
0.01,56.249128237,100,56.249128237,3.50449e-18,289.698148688,56.2491,16.9352,500,0.2,39.9506,1.0,500.0,56.249128237,2,0.01,1.0,,289.698148688,1.0,100.0,500.0,0.01,1.0
0.005,49.1832622121,100,49.1832622121,2.1793e-19,518.193637218,52.7162,20.3073,500,0.2,40.1097,1.0,500.0,49.1832622121,2,0.005,1.0,,518.193637218,1.0,200.000000102,500.0,0.005,1.0
0.00333333,46.5339643928,100,46.5339643928,5.43914e-20,196.49045261,50.6555,18.6617,500,0.2,40.3623,1.0,500.0,46.5339643928,2,0.00333333,1.0,,196.49045261,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,54.0776705603,100,54.0776705603,5.4346e-20,590.620254945,51.511,20.2378,500,0.2,42.5969,1.0,500.0,54.0776705603,2,0.0025,1.0,,590.620254945,1.0,400.0,500.0,0.0025,1.0
0.002,48.2210971886,100,48.2210971886,0.000126256,462.103383084,85.8204,19.3076,500,0.2,72.2246,2.90782,500.0,48.2210971886,1,0.0735653,0.0232308,654.991,462.103383084,4.55536,15.3842302036,171.950163812,1.01993e-05,167.558
0.01,55.2780765107,100,55.2780765107,3.50449e-18,398.261570546,55.2781,19.8565,500,0.2,38.5353,1.0,500.0,55.2780765107,2,0.01,1.0,,398.261570546,1.0,100.0,500.0,0.01,1.0
0.005,59.6970465445,100,59.6970465445,2.1793e-19,287.386822105,57.4876,18.5547,500,0.2,45.0368,1.0,500.0,59.6970465445,2,0.005,1.0,,287.386822105,1.0,200.000000102,500.0,0.005,1.0
0.00333333,53.4918303338,100,53.4918303338,5.43914e-20,195.689684572,56.1557,17.2524,500,0.2,45.9897,1.0,500.0,53.4918303338,2,0.00333333,1.0,,195.689684572,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,58.5199168922,100,58.5199168922,5.4346e-20,696.206986236,56.7467,19.9146,500,0.2,47.5994,1.0,500.0,58.5199168922,2,0.0025,1.0,,696.206986236,1.0,400.0,500.0,0.0025,1.0
0.002,62.0432993029,100,62.0432993029,0.000153838,439.393418018,88.7375,17.4905,500,0.2,74.7477,2.92381,500.0,62.0432993029,1,0.0887235,0.0117766,1279.08,439.393418018,5.76696,12.6960113433,171.00985539,4.08416e-06,255.833
0.01,55.7266308111,100,55.7266308111,3.50449e-18,286.633653255,55.7266,16.8454,500,0.2,37.6505,1.0,500.0,55.7266308111,2,0.01,1.0,,286.633653255,1.0,100.0,500.0,0.01,1.0
0.005,67.9478251555,100,67.9478251555,2.1793e-19,331.015780216,61.8372,18.5223,500,0.2,49.0555,1.0,500.0,67.9478251555,2,0.005,1.0,,331.015780216,1.0,200.000000102,500.0,0.005,1.0
0.00333333,58.4568050835,100,58.4568050835,5.43914e-20,317.656196048,60.7104,18.3326,500,0.2,50.2742,1.0,500.0,58.4568050835,2,0.00333333,1.0,,317.656196048,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,64.1771828642,100,64.1771828642,5.4346e-20,378.482605323,61.5771,18.6545,500,0.2,52.4865,1.0,500.0,64.1771828642,2,0.0025,1.0,,378.482605323,1.0,400.0,500.0,0.0025,1.0
0.002,47.823972182,100,47.823972182,0.000156779,355.576563662,86.4,14.3699,500,0.2,74.1258,2.27882,500.0,47.823972182,1,0.0895498,0.0259254,2203.38,355.576563662,7.49774,12.4637091529,219.412256315,6.91553e-06,335.711
0.01,66.8647766495,100,66.8647766495,3.50449e-18,410.206458745,66.8648,20.152,500,0.2,48.7549,1.0,500.0,66.8647766495,2,0.01,1.0,,410.206458745,1.0,100.0,500.0,0.01,1.0
0.005,61.7361484089,100,61.7361484089,2.1793e-19,392.493034677,64.3005,20.0976,500,0.2,51.2801,1.0,500.0,61.7361484089,2,0.005,1.0,,392.493034677,1.0,200.000000102,500.0,0.005,1.0
0.00333333,50.201615955,100,50.201615955,5.43914e-20,97.7176957231,59.6008,18.5929,500,0.2,48.9698,1.0,500.0,50.201615955,2,0.00333333,1.0,,97.7176957231,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,59.1580307001,100,59.1580307001,5.4346e-20,438.8186503,59.4901,19.1811,500,0.2,50.0252,1.0,500.0,59.1580307001,2,0.0025,1.0,,438.8186503,1.0,400.0,500.0,0.0025,1.0
0.002,58.1894655489,100,58.1894655489,0.000135986,215.906071643,88.581,11.8934,500,0.2,75.0867,2.54088,500.0,58.1894655489,1,0.0762839,0.0541347,1375.6,215.906071643,6.36104,14.3149212353,196.782404555,1.70207e-05,242.623
0.01,55.4411207047,100,55.4411207047,3.50449e-18,476.646380003,55.4411,21.7228,500,0.2,39.0636,1.0,500.0,55.4411207047,2,0.01,1.0,,476.646380003,1.0,100.0,500.0,0.01,1.0
0.005,63.1229139446,100,63.1229139446,2.1793e-19,145.283749942,59.282,17.9613,500,0.2,46.6724,1.0,500.0,63.1229139446,2,0.005,1.0,,145.283749942,1.0,200.000000102,500.0,0.005,1.0
0.00333333,74.1956851038,100,74.1956851038,5.43914e-20,337.597287401,64.2532,19.3883,500,0.2,53.9575,1.0,500.0,74.1956851038,2,0.00333333,1.0,,337.597287401,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,60.1184848622,100,60.1184848622,5.4346e-20,223.999352965,63.2196,18.4547,500,0.2,54.3032,1.0,500.0,60.1184848622,2,0.0025,1.0,,223.999352965,1.0,400.0,500.0,0.0025,1.0
0.002,55.6309149731,100,55.6309149731,0.000137292,909.177366796,95.4057,13.6803,500,0.2,79.9479,3.13177,500.0,55.6309149731,1,0.0766388,0.00020393,2669.94,909.177366796,8.81979,14.182628394,159.654252171,4.62437e-08,337.969
0.01,62.2687398244,100,62.2687398244,3.50449e-18,456.531558436,62.2687,21.2595,500,0.2,44.2027,1.0,500.0,62.2687398244,2,0.01,1.0,,456.531558436,1.0,100.0,500.0,0.01,1.0
0.005,47.6865302614,100,47.6865302614,2.1793e-19,555.631803881,54.9776,23.541,500,0.2,42.203,1.0,500.0,47.6865302614,2,0.005,1.0,,555.631803881,1.0,200.000000102,500.0,0.005,1.0
0.00333333,71.2040982735,100,71.2040982735,5.43914e-20,177.484098598,60.3865,22.0575,500,0.2,49.5189,1.0,500.0,71.2040982735,2,0.00333333,1.0,,177.484098598,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,71.1195491592,100,71.1195491592,5.4346e-20,147.670361104,63.0697,20.5682,500,0.2,53.6582,1.0,500.0,71.1195491592,2,0.0025,1.0,,147.670361104,1.0,400.0,500.0,0.0025,1.0
0.002,67.478660411,100,67.478660411,0.000134322,439.519079282,88.9422,8.359,500,0.2,76.2252,2.2822,500.0,67.478660411,1,0.0758241,0.00815052,4507.56,439.519079282,11.5858,14.4871399273,219.086539074,1.40698e-06,439.242
0.01,69.4076437786,100,69.4076437786,3.50449e-18,264.765285315,69.4076,16.19,500,0.2,50.5994,1.0,500.0,69.4076437786,2,0.01,1.0,,264.765285315,1.0,100.0,500.0,0.01,1.0
0.005,70.6282601923,100,70.6282601923,2.1793e-19,161.647101059,70.0179,14.5412,500,0.2,56.7185,1.0,500.0,70.6282601923,2,0.005,1.0,,161.647101059,1.0,200.000000102,500.0,0.005,1.0
0.00333333,66.7224094173,100,66.7224094173,5.43914e-20,500.080947104,68.9194,17.5615,500,0.2,58.0605,1.0,500.0,66.7224094173,2,0.00333333,1.0,,500.080947104,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,67.3813888789,100,67.3813888789,5.4346e-20,125.775179123,68.5349,16.2135,500,0.2,59.1308,1.0,500.0,67.3813888789,2,0.0025,1.0,,125.775179123,1.0,400.0,500.0,0.0025,1.0
0.002,71.802295158,100,71.802295158,0.000157923,436.411750937,92.2103,11.8371,500,0.2,79.0597,2.43205,500.0,71.802295158,1,0.0898692,0.0526337,2442.1,436.411750937,7.86481,12.3756847672,205.587597251,1.33846e-05,353.402
0.01,72.895447782,100,72.895447782,3.50449e-18,166.889710495,72.8954,12.8538,500,0.2,54.4401,1.0,500.0,72.895447782,2,0.01,1.0,,166.889710495,1.0,100.0,500.0,0.01,1.0
0.005,71.1116106957,100,71.1116106957,2.1793e-19,58.254066002,72.0035,10.5944,500,0.2,58.9536,1.0,500.0,71.1116106957,2,0.005,1.0,,58.254066002,1.0,200.000000102,500.0,0.005,1.0
0.00333333,65.8966427837,100,65.8966427837,5.43914e-20,117.199176765,69.9679,11.0359,500,0.2,59.3127,1.0,500.0,65.8966427837,2,0.00333333,1.0,,117.199176765,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,71.3924691353,100,71.3924691353,5.4346e-20,281.94734546,70.324,12.7085,500,0.2,61.0964,1.0,500.0,71.3924691353,2,0.0025,1.0,,281.94734546,1.0,400.0,500.0,0.0025,1.0
0.002,70.0405164417,100,70.0405164417,0.000119675,290.063050178,89.7802,14.1464,500,0.2,75.7259,2.89966,500.0,70.0405164417,1,0.0783004,0.000675632,256.889,290.063050178,2.93023,16.2028281498,172.434300674,4.61146e-07,114.719
0.01,75.0059310429,100,75.0059310429,3.50449e-18,83.5279922597,75.0059,9.09355,500,0.2,57.9375,1.0,500.0,75.0059310429,2,0.01,1.0,,83.5279922597,1.0,100.0,500.0,0.01,1.0
0.005,68.179725211,100,68.179725211,2.1793e-19,242.268203329,71.5928,13.1498,500,0.2,59.5236,1.0,500.0,68.179725211,2,0.005,1.0,,242.268203329,1.0,200.000000102,500.0,0.005,1.0
0.00333333,77.2866437523,100,77.2866437523,5.43914e-20,237.001271457,73.4908,14.1666,500,0.2,62.7998,1.0,500.0,77.2866437523,2,0.00333333,1.0,,237.001271457,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,77.3882486101,100,77.3882486101,5.4346e-20,162.901513997,74.4651,13.9171,500,0.2,65.0895,1.0,500.0,77.3882486101,2,0.0025,1.0,,162.901513997,1.0,400.0,500.0,0.0025,1.0
