AvgNormIw,AvgDiscRet,EpsThisIter,AvgRet,VarNormIw,VarDiscRet,J,VarJ,BatchSize,Delta,Bound,eRenyi2,AvgEpLen,VanillaAvgRet,IterType,MaxNormIw,MinVanillaIw,VarVanillaIw,VarRet,AvgVanillaIw,ESSClassic,ESSRenyi,MinNormIw,MaxVanillaIw
0.01,-5.14520982434,100,-5.14520982434,0.000358126,85.479104066,8.27306,0.000119129,100,0.2,4.03038,1.0,500.0,-5.14520982434,1,0.0454545,2.58757e-11,1.66675e+07,85.479104066,2157.33,22.000048123,99.9999642372,1.19943e-16,9806.05
0.01,1.0860806988,100,-5.14520982434,0.000357968,47.1896358726,-3.13832,15.423,200,0.2,-inf,nan,500.0,-5.14520982434,,0.0454467,0.000101978,2.58855e+20,85.479104066,8.50367e+09,22.0076228149,nan,1.19922e-16,3.86463e+10
0.005,-6.82180592305,100,-6.82180592305,0.000449946,148.453307245,17.3371,2.55974,200,0.2,12.6979,1.60985,500.0,-6.82180592305,1,0.0972285,0.0454808,8788.32,148.453307245,22.0975,10.5776175373,124.235090611,1.0291e-05,429.701
0.01,-1.24846039467,100,-1.24846039467,3.50449e-18,449.967153876,-1.24846,21.1061,200,0.2,-13.2053,1.0,500.0,-1.24846039467,2,0.01,1.0,,449.967153876,1.0,100.0,200.0,0.01,1.0
0.005,-7.07947841734,100,-6.82180592305,6.1101e-05,222.282492715,-9.177,19.9425,300,0.2,-19.708,1.55144,500.0,-6.82180592305,,0.0316865,0.0023272,29.42,148.453307245,3.4695,58.2781360854,193.368548078,3.35379e-06,21.9873
0.00333333,1.09962608198,100,1.09962608198,0.000303631,363.60068486,17.4728,2.38965,300,0.2,11.4983,1.77278,500.0,1.09962608198,1,0.0970124,0.0298093,10428.4,363.60068486,19.5351,10.6248630472,169.225400045,5.08646e-06,568.543
0.01,0.842415138788,100,0.842415138788,3.50449e-18,179.769822277,0.842415,13.3406,300,0.2,-3.87,1.0,500.0,0.842415138788,2,0.01,1.0,,179.769822277,1.0,100.0,300.0,0.01,1.0
0.005,-0.00252776949648,100,-0.00252776949648,2.1793e-19,381.588710013,0.419944,16.6749,300,0.2,-6.48489,1.0,500.0,-0.00252776949648,2,0.005,1.0,,381.588710013,1.0,200.000000102,300.0,0.005,1.0
0.00333333,-2.93819820298,100,1.09962608198,3.25259e-05,81.5956075792,0.28193,34.8239,400,0.2,-7.23999,1.78009,500.0,1.09962608198,,0.0298548,0.00175888,41.0675,363.60068486,3.74553,76.5779369837,224.707517004,1.56532e-06,33.5466
0.0025,-2.56319410037,100,-2.56319410037,0.000231965,51.7204381988,17.4724,2.74625,400,0.2,12.0641,1.93694,500.0,-2.56319410037,1,0.0974945,0.0304009,22608.2,51.7204381988,24.6809,10.5203705853,206.51161119,3.07939e-06,962.503
0.01,-1.72667653487,100,-1.72667653487,3.50449e-18,162.342472801,-1.72668,12.6775,400,0.2,-7.27583,1.0,500.0,-1.72667653487,2,0.01,1.0,,162.342472801,1.0,100.0,400.0,0.01,1.0
0.005,1.59787435367,100,1.59787435367,2.1793e-19,87.6709075744,-0.0644011,11.2481,400,0.2,-3.98825,1.0,500.0,1.59787435367,2,0.005,1.0,,87.6709075744,1.0,200.000000102,400.0,0.005,1.0
0.00333333,1.32163424525,100,1.32163424525,5.43914e-20,166.20924995,0.397611,11.8162,400,0.2,-2.91078,1.0,500.0,1.32163424525,2,0.00333333,1.0,,166.20924995,1.0,299.999969474,400.0,0.00333333,1.0
0.0025,-4.52135423401,100,-2.56319410037,1.8583e-05,82.1767737388,-1.50052,18.8514,500,0.2,-5.4134,1.86509,500.0,-2.56319410037,,0.0254995,0.00103896,30.9229,51.7204381988,3.22494,100.861433194,268.084192789,8.05408e-07,32.8937
0.002,-4.54870537809,100,-4.54870537809,0.000184161,41.2602706965,17.4217,3.3939,500,0.2,12.0618,2.37799,500.0,-4.54870537809,1,0.0968982,0.00899079,28259.2,41.2602706965,24.7749,10.6500732551,210.261311705,7.25798e-07,1200.32
0.01,-2.22729306199,100,-2.22729306199,3.50449e-18,71.4970393235,-2.22729,8.41321,500,0.2,-5.37704,1.0,500.0,-2.22729306199,2,0.01,1.0,,71.4970393235,1.0,100.0,500.0,0.01,1.0
0.005,-4.05356570525,100,-4.05356570525,2.1793e-19,121.192302265,-3.14043,9.80893,500,0.2,-5.95582,1.0,500.0,-4.05356570525,2,0.005,1.0,,121.192302265,1.0,200.000000102,500.0,0.005,1.0
0.00333333,0.451136036761,100,0.451136036761,5.43914e-20,36.339503072,-1.94324,8.8883,500,0.2,-4.242,1.0,500.0,0.451136036761,2,0.00333333,1.0,,36.339503072,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,-0.296601108708,100,-0.296601108708,5.4346e-20,48.0256959946,-1.53158,8.46441,500,0.2,-3.52236,1.0,500.0,-0.296601108708,2,0.0025,1.0,,48.0256959946,1.0,400.0,500.0,0.0025,1.0
0.002,-1.99425092205,100,-1.99425092205,0.000147299,95.2764449358,12.8371,3.58529,500,0.2,9.89709,2.72617,500.0,-1.99425092205,1,0.0793165,0.0109342,7699.82,95.2764449358,14.4601,13.2446247853,183.407358536,1.51233e-06,573.461
0.01,-3.24409360262,100,-3.24409360262,3.50449e-18,28.7392546856,-3.24409,5.33403,500,0.2,-5.80812,1.0,500.0,-3.24409360262,2,0.01,1.0,,28.7392546856,1.0,100.0,500.0,0.01,1.0
0.005,2.89087649075,100,2.89087649075,2.1793e-19,165.503865745,-0.176609,10.2742,500,0.2,-4.32661,1.0,500.0,2.89087649075,2,0.005,1.0,,165.503865745,1.0,200.000000102,500.0,0.005,1.0
0.00333333,-2.67309236425,100,-2.67309236425,5.43914e-20,80.226711669,-1.00877,9.91126,500,0.2,-4.39723,1.0,500.0,-2.67309236425,2,0.00333333,1.0,,80.226711669,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,-1.5740514155,100,-1.5740514155,5.4346e-20,27.244651963,-1.15009,8.97094,500,0.2,-4.08459,1.0,500.0,-1.5740514155,2,0.0025,1.0,,27.244651963,1.0,400.0,500.0,0.0025,1.0
0.002,-6.15627483816,100,-6.15627483816,0.00018374,27.0417165269,28.3626,6.87821,500,0.2,22.2998,5.33579,500.0,-6.15627483816,1,0.0967894,0.0030501,4171.26,27.0417165269,9.52931,10.6739314519,93.7067832806,6.40152e-07,461.168
0.01,5.56144243734,100,5.56144243734,3.50449e-18,133.70728581,5.56144,11.5052,500,0.2,0.895164,1.0,500.0,5.56144243734,2,0.01,1.0,,133.70728581,1.0,100.0,500.0,0.01,1.0
0.005,5.44973358984,100,5.44973358984,2.1793e-19,122.531408444,5.50559,11.2624,500,0.2,2.20603,1.0,500.0,5.44973358984,2,0.005,1.0,,122.531408444,1.0,200.000000102,500.0,0.005,1.0
0.00333333,2.56246778318,100,2.56246778318,5.43914e-20,109.058461356,4.52455,11.0668,500,0.2,1.58509,1.0,500.0,2.56246778318,2,0.00333333,1.0,,109.058461356,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,-0.920511983328,100,-0.920511983328,5.4346e-20,173.843281708,3.16328,11.8508,500,0.2,0.617639,1.0,500.0,-0.920511983328,2,0.0025,1.0,,173.843281708,1.0,400.0,500.0,0.0025,1.0
0.002,-3.72405864387,100,-3.72405864387,0.00017516,53.4247614897,24.4561,6.82348,500,0.2,20.801,2.57704,500.0,-3.72405864387,1,0.0945485,0.0146509,9502.8,53.4247614897,14.7312,11.1850624688,194.021409641,1.98909e-06,696.406
0.01,7.07406320636,100,7.07406320636,3.50449e-18,275.484435292,7.07406,16.5145,500,0.2,1.23364,1.0,500.0,7.07406320636,2,0.01,1.0,,275.484435292,1.0,100.0,500.0,0.01,1.0
0.005,-4.37073702943,100,-4.37073702943,2.1793e-19,75.4122244245,1.35166,14.368,500,0.2,-2.77814,1.0,500.0,-4.37073702943,2,0.005,1.0,,75.4122244245,1.0,200.000000102,500.0,0.005,1.0
0.00333333,0.771320875553,100,0.771320875553,5.43914e-20,126.752895474,1.15822,13.3989,500,0.2,-2.21375,1.0,500.0,0.771320875553,2,0.00333333,1.0,,126.752895474,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,1.18117686978,100,1.18117686978,5.4346e-20,171.494316705,1.16396,13.3076,500,0.2,-1.75625,1.0,500.0,1.18117686978,2,0.0025,1.0,,171.494316705,1.0,400.0,500.0,0.0025,1.0
0.002,13.3823954204,100,13.3823954204,0.000152088,518.597188481,53.9839,9.96323,500,0.2,43.5627,4.39979,500.0,13.3823954204,1,0.0805647,0.0228961,8421.82,518.597188481,14.8828,12.838268139,113.641878565,3.07685e-06,599.514
0.01,-2.39933278931,100,-2.39933278931,3.50449e-18,302.214758214,-2.39933,17.2972,500,0.2,-10.0839,1.0,500.0,-2.39933278931,2,0.01,1.0,,302.214758214,1.0,100.0,500.0,0.01,1.0
0.005,5.1700271479,100,5.1700271479,2.1793e-19,310.93590511,1.38535,17.8279,500,0.2,-4.04844,1.0,500.0,5.1700271479,2,0.005,1.0,,310.93590511,1.0,200.000000102,500.0,0.005,1.0
0.00333333,10.1793502548,100,10.1793502548,5.43914e-20,321.540540466,4.31668,18.308,500,0.2,-1.47554,1.0,500.0,10.1793502548,2,0.00333333,1.0,,321.540540466,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,-3.29043682096,100,-3.29043682096,5.4346e-20,172.027761817,2.4149,17.4589,500,0.2,-2.60131,1.0,500.0,-3.29043682096,2,0.0025,1.0,,172.027761817,1.0,400.0,500.0,0.0025,1.0
0.002,2.63225741451,100,2.63225741451,0.000180051,263.623363071,48.5701,11.0606,500,0.2,38.6798,4.85935,500.0,2.63225741451,1,0.0958313,0.0010219,6161.24,263.623363071,11.6995,10.8878591766,102.894314738,1.74691e-07,560.588
0.01,24.5212049331,100,24.5212049331,3.50449e-18,621.814579734,24.5212,24.8112,500,0.2,10.7212,1.0,500.0,24.5212049331,2,0.01,1.0,,621.814579734,1.0,100.0,500.0,0.01,1.0
0.005,16.7844440667,100,16.7844440667,2.1793e-19,439.761259533,20.6528,23.2475,500,0.2,10.8947,1.0,500.0,16.7844440667,2,0.005,1.0,,439.761259533,1.0,200.000000102,500.0,0.005,1.0
0.00333333,11.524230271,100,11.524230271,5.43914e-20,135.673459799,17.61,20.5812,500,0.2,9.64251,1.0,500.0,11.524230271,2,0.00333333,1.0,,135.673459799,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,14.3786474648,100,14.3786474648,5.4346e-20,577.453046747,16.8021,21.5074,500,0.2,9.90212,1.0,500.0,14.3786474648,2,0.0025,1.0,,577.453046747,1.0,400.0,500.0,0.0025,1.0
0.002,24.5885643555,100,24.5885643555,0.000129086,321.840552618,65.4297,21.1515,500,0.2,52.7807,4.20074,500.0,24.5885643555,1,0.0743141,0.0013409,618.13,321.840552618,4.37653,15.0571095785,119.026543549,6.12769e-07,162.619
0.01,18.1794996364,100,18.1794996364,3.50449e-18,351.812684714,18.1795,18.6626,500,0.2,8.64348,1.0,500.0,18.1794996364,2,0.01,1.0,,351.812684714,1.0,100.0,500.0,0.01,1.0
0.005,13.1794468088,100,13.1794468088,2.1793e-19,175.798573898,15.6795,16.3529,500,0.2,8.93649,1.0,500.0,13.1794468088,2,0.005,1.0,,175.798573898,1.0,200.000000102,500.0,0.005,1.0
0.00333333,6.72813749117,100,6.72813749117,5.43914e-20,269.655643479,12.6957,16.884,500,0.2,7.19007,1.0,500.0,6.72813749117,2,0.00333333,1.0,,269.655643479,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,33.3800477537,100,33.3800477537,5.4346e-20,426.639233494,17.8668,19.9904,500,0.2,11.753,1.0,500.0,33.3800477537,2,0.0025,1.0,,426.639233494,1.0,400.0,500.0,0.0025,1.0
0.002,11.8772578135,100,11.8772578135,0.000144903,334.893453184,59.6219,9.47421,500,0.2,49.0745,3.72026,500.0,11.8772578135,1,0.0786769,0.00291687,2917.06,334.893453184,8.97353,13.4577159717,134.399177642,6.50106e-07,353.005
0.01,26.6558716948,100,26.6558716948,3.50449e-18,547.045025407,26.6559,23.2718,500,0.2,10.7303,1.0,500.0,26.6558716948,2,0.01,1.0,,547.045025407,1.0,100.0,500.0,0.01,1.0
0.005,25.392425526,100,25.392425526,2.1793e-19,694.321847506,26.0241,24.7967,500,0.2,14.763,1.0,500.0,25.392425526,2,0.005,1.0,,694.321847506,1.0,200.000000102,500.0,0.005,1.0
0.00333333,39.8598039988,100,39.8598039988,5.43914e-20,599.353933453,30.636,25.4999,500,0.2,21.4414,1.0,500.0,39.8598039988,2,0.00333333,1.0,,599.353933453,1.0,299.999969474,500.0,0.00333333,1.0
0.0025,35.9761577701,100,35.9761577701,5.4346e-20,505.805368923,31.9711,24.8639,500,0.2,24.0083,1.0,500.0,35.9761577701,2,0.0025,1.0,,505.805368923,1.0,400.0,500.0,0.0025,1.0
0.002,25.236941364,100,25.236941364,0.000132164,379.311728864,75.8555,22.8065,500,0.2,61.9623,3.80524,500.0,25.236941364,1,0.0751985,0.0165217,2647.22,379.311728864,8.95094,14.7167648341,131.397792614,3.69162e-06,336.549
0.01,35.9333629613,100,35.9333629613,3.50449e-18,511.941643183,35.9334,22.5127,500,0.2,21.245,1.0,500.0,35.9333629613,2,0.01,1.0,,511.941643183,1.0,100.0,500.0,0.01,1.0
