Bound,VarRet,AvgEpLen,MaxNormIw,Delta,VarJ,MinVanillaIw,J,BatchSize,VarVanillaIw,AvgNormIw,VarDiscRet,VarNormIw,AvgRet,AvgVanillaIw,MaxVanillaIw,EpsThisIter,MinNormIw,eRenyi2,ESSRenyi,IterType,VanillaAvgRet,AvgDiscRet,ESSClassic
-425.935,2407.3811972,500.0,0.00654521,0.6,51.6914,0.0575719,-401.248,400,0.14153,0.0025,2407.3811972,8.90029e-07,-399.882892683,0.996923,2.61003,100,0.000144374,1.13634,352.00838582,1,-399.882892683,-399.882892683,350.247741142
-452.465,2382.38848725,500.0,0.01,0.6,48.5651,1.0,-404.57,400,,0.01,2382.38848725,3.50449e-18,-404.569990665,1.0,1.0,100,0.01,1.0,400.0,2,-404.569990665,-404.569990665,100.0
-436.74,2308.52106302,500.0,0.005,0.6,48.217,1.0,-402.872,400,,0.005,2308.52106302,2.1793e-19,-401.174873035,1.0,1.0,100,0.005,1.0,400.0,2,-401.174873035,-401.174873035,200.000000102
-431.178,2451.82997483,500.0,0.00333333,0.6,48.5786,1.0,-403.525,400,,0.00333333,2451.82997483,5.43914e-20,-404.831460487,1.0,1.0,100,0.00333333,1.0,400.0,2,-404.831460487,-404.831460487,299.999969474
-427.81,2527.52951462,500.0,0.00559961,0.6,49.3391,0.430079,-402.835,400,0.0763276,0.0025,2527.52951462,4.74348e-07,-408.193272054,1.00284,2.24621,100,0.00107215,1.07673,371.494553812,1,-408.193272054,-408.193272054,371.848829932
-447.096,2072.39823834,500.0,0.01,0.6,45.2954,1.0,-402.164,400,,0.01,2072.39823834,3.50449e-18,-402.16424618,1.0,1.0,100,0.01,1.0,400.0,2,-402.16424618,-402.16424618,100.0
-435.598,2439.01834389,500.0,0.005,0.6,47.2571,1.0,-402.455,400,,0.005,2439.01834389,2.1793e-19,-402.745053018,1.0,1.0,100,0.005,1.0,400.0,2,-402.745053018,-402.745053018,200.000000102
-429.477,2344.55920911,500.0,0.00333333,0.6,47.635,1.0,-400.643,400,,0.00333333,2344.55920911,5.43914e-20,-397.019138846,1.0,1.0,100,0.00333333,1.0,400.0,2,-397.019138846,-397.019138846,299.999969474
-423.131,2049.66716912,500.0,0.0138824,0.6,51.8589,0.222131,-395.538,400,0.269672,0.0025,2049.66716912,1.63462e-06,-398.39895692,1.01543,5.63866,100,0.000546888,1.22106,327.584092079,1,-398.39895692,-398.39895692,317.237597372
-459.837,2779.87259122,500.0,0.01,0.6,52.4602,1.0,-410.802,400,,0.01,2779.87259122,3.50449e-18,-410.80240767,1.0,1.0,100,0.01,1.0,400.0,2,-410.80240767,-410.80240767,100.0
-442.677,2308.614987,500.0,0.005,0.6,50.2656,1.0,-408.004,400,,0.005,2308.614987,2.1793e-19,-405.20499193,1.0,1.0,100,0.005,1.0,400.0,2,-405.20499193,-405.20499193,200.000000102
-434.774,2341.84173449,500.0,0.00333333,0.6,49.6183,1.0,-406.464,400,,0.00333333,2341.84173449,5.43914e-20,-403.384579618,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.384579618,-403.384579618,299.999969474
-429.906,3121.12646812,500.0,0.0078588,0.6,51.7721,0.202332,-403.627,400,0.164854,0.0025,3121.12646812,9.61968e-07,-409.34328009,1.03493,3.25331,100,0.000488761,1.14889,348.160796877,1,-409.34328009,-409.34328009,346.761665611
-447.1,2048.89701472,500.0,0.01,0.6,45.0378,1.0,-403.646,400,,0.01,2048.89701472,3.50449e-18,-403.645872697,1.0,1.0,100,0.01,1.0,400.0,2,-403.645872697,-403.645872697,100.0
-440.474,2793.675102,500.0,0.005,0.6,49.0806,1.0,-407.085,400,,0.005,2793.675102,2.1793e-19,-410.524906591,1.0,1.0,100,0.005,1.0,400.0,2,-410.524906591,-410.524906591,200.000000102
-434.515,2946.08853136,500.0,0.00333333,0.6,50.776,1.0,-407.253,400,,0.00333333,2946.08853136,5.43914e-20,-407.588376169,1.0,1.0,100,0.00333333,1.0,400.0,2,-407.588376169,-407.588376169,299.999969474
-429.077,2459.17060341,500.0,0.005337,0.6,51.1018,0.110827,-404.301,400,0.089208,0.0025,2459.17060341,5.58864e-07,-404.461581559,0.998824,2.13229,100,0.000277393,1.09157,366.445375999,1,-404.461581559,-404.461581559,367.243810351
-444.551,2546.01618735,500.0,0.01,0.6,50.2051,1.0,-397.359,400,,0.01,2546.01618735,3.50449e-18,-397.358806803,1.0,1.0,100,0.01,1.0,400.0,2,-397.358806803,-397.358806803,100.0
-438.138,2244.17031266,500.0,0.005,0.6,49.2549,1.0,-404.768,400,,0.005,2244.17031266,2.1793e-19,-412.177560508,1.0,1.0,100,0.005,1.0,400.0,2,-412.177560508,-412.177560508,200.000000102
-432.023,2318.52742257,500.0,0.00333333,0.6,48.8237,1.0,-403.968,400,,0.00333333,2318.52742257,5.43914e-20,-402.368492265,1.0,1.0,100,0.00333333,1.0,400.0,2,-402.368492265,-402.368492265,299.999969474
-427.457,2229.01928023,500.0,0.00923154,0.6,49.0465,0.586189,-402.042,400,0.0957164,0.0025,2229.01928023,6.01547e-07,-404.823606774,0.997237,3.68241,100,0.00146953,1.09421,365.561487655,1,-404.823606774,-404.823606774,364.96136866
-458.081,2905.80943676,500.0,0.01,0.6,53.6354,1.0,-411.691,400,,0.01,2905.80943676,3.50449e-18,-411.691358715,1.0,1.0,100,0.01,1.0,400.0,2,-411.691358715,-411.691358715,100.0
-439.374,2816.71441921,500.0,0.005,0.6,53.5825,1.0,-405.492,400,,0.005,2816.71441921,2.1793e-19,-399.292136894,1.0,1.0,100,0.005,1.0,400.0,2,-399.292136894,-399.292136894,200.000000102
-433.923,1690.26282109,500.0,0.00333333,0.6,49.7294,1.0,-406.258,400,,0.00333333,1690.26282109,5.43914e-20,-407.789568227,1.0,1.0,100,0.00333333,1.0,400.0,2,-407.789568227,-407.789568227,299.999969474
-427.512,2448.75132842,500.0,0.00829738,0.6,51.3135,0.212971,-402.275,400,0.132994,0.0025,2448.75132842,7.78463e-07,-399.297512705,1.03333,3.42956,100,0.000515256,1.10959,360.49427282,1,-399.297512705,-399.297512705,355.794944512
-449.286,1992.78575059,500.0,0.01,0.6,44.4169,1.0,-401.64,400,,0.01,1992.78575059,3.50449e-18,-401.64046994,1.0,1.0,100,0.01,1.0,400.0,2,-401.64046994,-401.64046994,100.0
-438.93,2998.20696264,500.0,0.005,0.6,49.7449,1.0,-403.644,400,,0.005,2998.20696264,2.1793e-19,-405.648533762,1.0,1.0,100,0.005,1.0,400.0,2,-405.648533762,-405.648533762,200.000000102
-432.808,2490.75794469,500.0,0.00333333,0.6,49.7183,1.0,-403.998,400,,0.00333333,2490.75794469,5.43914e-20,-404.704986704,1.0,1.0,100,0.00333333,1.0,400.0,2,-404.704986704,-404.704986704,299.999969474
-426.421,2218.66487422,500.0,0.00729844,0.6,49.524,0.0686268,-399.738,400,0.161486,0.0025,2218.66487422,1.01009e-06,-399.624474962,0.999605,2.91822,100,0.000171635,1.14369,349.744871103,1,-399.624474962,-399.624474962,344.468266015
-458.226,2909.7596307,500.0,0.01,0.6,53.6718,1.0,-411.074,400,,0.01,2909.7596307,3.50449e-18,-411.073537369,1.0,1.0,100,0.01,1.0,400.0,2,-411.073537369,-411.073537369,100.0
-441.802,2551.34168032,500.0,0.005,0.6,52.0584,1.0,-408.46,400,,0.005,2551.34168032,2.1793e-19,-405.846286579,1.0,1.0,100,0.005,1.0,400.0,2,-405.846286579,-405.846286579,200.000000102
-439.534,2472.7216018,500.0,0.00333333,0.6,51.5011,1.0,-412.31,400,,0.00333333,2472.7216018,5.43914e-20,-420.010389627,1.0,1.0,100,0.00333333,1.0,400.0,2,-420.010389627,-420.010389627,299.999969474
-427.387,1863.04402477,500.0,0.228175,0.6,192.963,0.0510969,-393.399,400,26.842,0.0025,1863.04402477,0.000130262,-396.922594677,1.13485,103.577,100,0.000112563,2.07821,192.473098912,1,-396.922594677,-396.922594677,18.357135114
-468.417,3105.9796688,500.0,0.01,0.6,55.452,1.0,-418.973,400,,0.01,3105.9796688,3.50449e-18,-418.972799227,1.0,1.0,100,0.01,1.0,400.0,2,-418.972799227,-418.972799227,100.0
-446.528,1989.8784786,500.0,0.005,0.6,50.7672,1.0,-411.566,400,,0.005,1989.8784786,2.1793e-19,-404.159288436,1.0,1.0,100,0.005,1.0,400.0,2,-404.159288436,-404.159288436,200.000000102
-435.237,1221.38811541,500.0,0.00333333,0.6,46.5706,1.0,-406.69,400,,0.00333333,1221.38811541,5.43914e-20,-396.93764611,1.0,1.0,100,0.00333333,1.0,400.0,2,-396.93764611,-396.93764611,299.999969474
-429.644,2943.47832878,500.0,0.00496501,0.6,49.2042,0.157497,-403.796,400,0.0898238,0.0025,2943.47832878,5.68952e-07,-404.085891039,0.99334,1.97278,100,0.000396383,1.09322,365.892784784,1,-404.085891039,-404.085891039,366.701539184
-450.5,1900.00614365,500.0,0.01,0.6,43.3706,1.0,-404.634,400,,0.01,1900.00614365,3.50449e-18,-404.634390772,1.0,1.0,100,0.01,1.0,400.0,2,-404.634390772,-404.634390772,100.0
-443.754,3207.87688429,500.0,0.005,0.6,50.3221,1.0,-406.612,400,,0.005,3207.87688429,2.1793e-19,-408.589533273,1.0,1.0,100,0.005,1.0,400.0,2,-408.589533273,-408.589533273,200.000000102
-438.092,2156.53780034,500.0,0.00333333,0.6,49.0156,1.0,-407.766,400,,0.00333333,2156.53780034,5.43914e-20,-410.0741212,1.0,1.0,100,0.00333333,1.0,400.0,2,-410.0741212,-410.0741212,299.999969474
-433.236,3034.19151285,500.0,0.00581036,0.6,49.5765,0.634319,-406.272,400,0.0561423,0.0025,3034.19151285,3.62412e-07,-407.502951244,0.983974,2.2869,100,0.00161162,1.05407,379.482126773,1,-407.502951244,-407.502951244,378.128739434
-446.622,2079.92551075,500.0,0.01,0.6,45.3776,1.0,-402.79,400,,0.01,2079.92551075,3.50449e-18,-402.790214361,1.0,1.0,100,0.01,1.0,400.0,2,-402.790214361,-402.790214361,100.0
-436.782,2470.24513867,500.0,0.005,0.6,47.5269,1.0,-405.335,400,,0.005,2470.24513867,2.1793e-19,-407.879374219,1.0,1.0,100,0.005,1.0,400.0,2,-407.879374219,-407.879374219,200.000000102
-438.398,3004.60313695,500.0,0.00333333,0.6,50.3489,1.0,-409.672,400,,0.00333333,3004.60313695,5.43914e-20,-418.346357761,1.0,1.0,100,0.00333333,1.0,400.0,2,-418.346357761,-418.346357761,299.999969474
-431.483,3148.23316559,500.0,0.00583385,0.6,56.2299,0.0106693,-403.413,400,0.278558,0.0025,3148.23316559,1.82448e-06,-407.176317368,0.97685,2.27952,100,2.73054e-05,1.27311,314.19087154,1,-407.176317368,-407.176317368,309.792411318
-449.105,2758.79470454,500.0,0.01,0.6,52.2609,1.0,-402.653,400,,0.01,2758.79470454,3.50449e-18,-402.653437433,1.0,1.0,100,0.01,1.0,400.0,2,-402.653437433,-402.653437433,100.0
-442.812,2420.92956102,500.0,0.005,0.6,51.1608,1.0,-409.966,400,,0.005,2420.92956102,2.1793e-19,-417.277856011,1.0,1.0,100,0.005,1.0,400.0,2,-417.277856011,-417.277856011,200.000000102
-436.524,2516.4697771,500.0,0.00333333,0.6,50.7496,1.0,-409.705,400,,0.00333333,2516.4697771,5.43914e-20,-409.182387109,1.0,1.0,100,0.00333333,1.0,400.0,2,-409.182387109,-409.182387109,299.999969474
-431.394,3395.74325412,500.0,0.00497074,0.6,49.6509,0.220397,-405.219,400,0.14132,0.0025,3395.74325412,8.66987e-07,-407.185762885,1.00934,2.00686,100,0.000545896,1.15036,347.717311973,1,-407.185762885,-407.185762885,351.379207746
-451.672,2406.27917591,500.0,0.01,0.6,48.808,1.0,-404.415,400,,0.01,2406.27917591,3.50449e-18,-404.414762257,1.0,1.0,100,0.01,1.0,400.0,2,-404.414762257,-404.414762257,100.0
-437.785,2271.18069932,500.0,0.005,0.6,48.118,1.0,-404.369,400,,0.005,2271.18069932,2.1793e-19,-404.322843414,1.0,1.0,100,0.005,1.0,400.0,2,-404.322843414,-404.322843414,200.000000102
-433.85,2431.54029821,500.0,0.00333333,0.6,48.5133,1.0,-406.314,400,,0.00333333,2431.54029821,5.43914e-20,-410.204993412,1.0,1.0,100,0.00333333,1.0,400.0,2,-410.204993412,-410.204993412,299.999969474
-428.436,2390.21287313,500.0,0.0152188,0.6,50.2939,0.0174101,-402.526,400,0.258888,0.0025,2390.21287313,1.51089e-06,-406.421996957,1.03486,6.2997,100,4.20593e-05,1.1806,338.811581726,1,-406.421996957,-406.421996957,322.284989059
-451.325,2503.53343982,500.0,0.01,0.6,49.7845,1.0,-406.346,400,,0.01,2503.53343982,3.50449e-18,-406.345918671,1.0,1.0,100,0.01,1.0,400.0,2,-406.345918671,-406.345918671,100.0
-435.455,2427.09935426,500.0,0.005,0.6,49.4766,1.0,-403.65,400,,0.005,2427.09935426,2.1793e-19,-400.954136819,1.0,1.0,100,0.005,1.0,400.0,2,-400.954136819,-400.954136819,200.000000102
-427.928,1627.56031709,500.0,0.00333333,0.6,46.6573,1.0,-401.668,400,,0.00333333,1627.56031709,5.43914e-20,-397.705190859,1.0,1.0,100,0.00333333,1.0,400.0,2,-397.705190859,-397.705190859,299.999969474
-422.541,2616.32540771,500.0,0.00788033,0.6,50.7374,0.000877265,-395.926,400,0.384202,0.0025,2616.32540771,2.46777e-06,-406.185552901,0.986433,3.10937,100,2.22333e-06,1.36961,292.053927184,1,-406.185552901,-406.185552901,286.97378015
-448.9,2253.57082784,500.0,0.01,0.6,47.2338,1.0,-405.057,400,,0.01,2253.57082784,3.50449e-18,-405.056885257,1.0,1.0,100,0.01,1.0,400.0,2,-405.056885257,-405.056885257,100.0
-434.746,2248.04933833,500.0,0.005,0.6,47.2231,1.0,-403.745,400,,0.005,2248.04933833,2.1793e-19,-402.432762893,1.0,1.0,100,0.005,1.0,400.0,2,-402.432762893,-402.432762893,200.000000102
-431.045,2127.49950003,500.0,0.00333333,0.6,46.7842,1.0,-403.797,400,,0.00333333,2127.49950003,5.43914e-20,-403.901873049,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.901873049,-403.901873049,299.999969474
-428.626,2592.60768154,500.0,0.005888,0.6,49.0172,0.238113,-403.435,400,0.129814,0.0025,2592.60768154,8.03096e-07,-415.378160752,1.00512,2.36726,100,0.000592251,1.13962,350.994684833,1,-415.378160752,-415.378160752,354.555211197
-453.531,2613.26165703,500.0,0.01,0.6,50.8638,1.0,-407.9,400,,0.01,2613.26165703,3.50449e-18,-407.899565203,1.0,1.0,100,0.01,1.0,400.0,2,-407.899565203,-407.899565203,100.0
-444.747,2618.77990546,500.0,0.005,0.6,51.0964,1.0,-412.481,400,,0.005,2618.77990546,2.1793e-19,-417.061506118,1.0,1.0,100,0.005,1.0,400.0,2,-417.061506118,-417.061506118,200.000000102
-434.385,1946.76431606,500.0,0.00333333,0.6,49.2184,1.0,-408.039,400,,0.00333333,1946.76431606,5.43914e-20,-399.156592176,1.0,1.0,100,0.00333333,1.0,400.0,2,-399.156592176,-399.156592176,299.999969474
-431.835,3136.89351817,500.0,0.00694316,0.6,51.0759,0.0344446,-405.34,400,0.155766,0.0025,3136.89351817,9.50361e-07,-410.185520521,1.01212,2.81092,100,8.50802e-05,1.14878,348.194649448,1,-410.185520521,-410.185520521,347.319512481
-447.839,1822.53390618,500.0,0.01,0.6,42.4772,1.0,-404.183,400,,0.01,1822.53390618,3.50449e-18,-404.183488584,1.0,1.0,100,0.01,1.0,400.0,2,-404.183488584,-404.183488584,100.0
-438.815,2773.77878647,500.0,0.005,0.6,47.7517,1.0,-406.43,400,,0.005,2773.77878647,2.1793e-19,-408.677024446,1.0,1.0,100,0.005,1.0,400.0,2,-408.677024446,-408.677024446,200.000000102
-431.577,2298.89581982,500.0,0.00333333,0.6,47.8849,1.0,-403.767,400,,0.00333333,2298.89581982,5.43914e-20,-398.440983008,1.0,1.0,100,0.00333333,1.0,400.0,2,-398.440983008,-398.440983008,299.999969474
-427.928,2728.55222123,500.0,0.00619645,0.6,49.3146,0.148532,-401.213,400,0.0811549,0.0025,2728.55222123,5.17525e-07,-402.647541477,0.989992,2.45377,100,0.000375085,1.09058,366.776393563,1,-402.647541477,-402.647541477,369.481820839
-447.378,2110.87559948,500.0,0.01,0.6,45.714,1.0,-402.059,400,,0.01,2110.87559948,3.50449e-18,-402.059278786,1.0,1.0,100,0.01,1.0,400.0,2,-402.059278786,-402.059278786,100.0
-437.251,2797.4467932,500.0,0.005,0.6,49.3155,1.0,-403.609,400,,0.005,2797.4467932,2.1793e-19,-405.159266316,1.0,1.0,100,0.005,1.0,400.0,2,-405.159266316,-405.159266316,200.000000102
-432.203,2417.16362026,500.0,0.00333333,0.6,49.1885,1.0,-403.113,400,,0.00333333,2417.16362026,5.43914e-20,-402.119157379,1.0,1.0,100,0.00333333,1.0,400.0,2,-402.119157379,-402.119157379,299.999969474
-425.998,1934.89629879,500.0,0.00518957,0.6,47.9235,0.0490713,-398.799,400,0.161747,0.0025,1934.89629879,1.00348e-06,-401.114268085,1.0037,2.0835,100,0.000122226,1.16562,343.165370873,1,-401.114268085,-401.114268085,344.781475237
-446.861,2112.01481856,500.0,0.01,0.6,45.7263,1.0,-404.392,400,,0.01,2112.01481856,3.50449e-18,-404.391725307,1.0,1.0,100,0.01,1.0,400.0,2,-404.391725307,-404.391725307,100.0
-430.787,2107.58910078,500.0,0.005,0.6,46.0744,1.0,-398.548,400,,0.005,2107.58910078,2.1793e-19,-392.705200556,1.0,1.0,100,0.005,1.0,400.0,2,-392.705200556,-392.705200556,200.000000102
-426.843,2875.16280031,500.0,0.00333333,0.6,48.7012,1.0,-400.52,400,,0.00333333,2875.16280031,5.43914e-20,-404.462173758,1.0,1.0,100,0.00333333,1.0,400.0,2,-404.462173758,-404.462173758,299.999969474
-410.636,3151.17383951,500.0,0.0818208,0.6,102.599,4.54376e-06,-386.002,400,6.39376,0.0025,3151.17383951,4.25429e-05,-408.60455163,0.969181,31.7197,100,1.17206e-08,1.00013,399.94717342,1,-408.60455163,-408.60455163,51.3489390158
-454.01,2369.3268806,500.0,0.01,0.6,48.4317,1.0,-407.369,400,,0.01,2369.3268806,3.50449e-18,-407.368931857,1.0,1.0,100,0.01,1.0,400.0,2,-407.368931857,-407.368931857,100.0
-438.49,2519.6390176,500.0,0.005,0.6,49.229,1.0,-405.51,400,,0.005,2519.6390176,2.1793e-19,-403.6503337,1.0,1.0,100,0.005,1.0,400.0,2,-403.6503337,-403.6503337,200.000000102
-434.281,2442.15375646,500.0,0.00333333,0.6,49.2171,1.0,-404.896,400,,0.00333333,2442.15375646,5.43914e-20,-403.669525508,1.0,1.0,100,0.00333333,1.0,400.0,2,-403.669525508,-403.669525508,299.999969474
-422.846,2731.05285648,500.0,0.442131,0.6,220.835,0.116087,-383.384,400,225.072,0.0025,2731.05285648,0.000486636,-408.515549543,1.7002,300.684,100,0.000170696,2.40465,166.344161908,1,-408.515549543,-408.515549543,5.08472267062
-444.779,1991.04312318,500.0,0.01,0.6,44.3974,1.0,-402.4,400,,0.01,1991.04312318,3.50449e-18,-402.40046927,1.0,1.0,100,0.01,1.0,400.0,2,-402.40046927,-402.40046927,100.0
-435.069,2161.74450936,500.0,0.005,0.6,45.3652,1.0,-403.94,400,,0.005,2161.74450936,2.1793e-19,-405.479038418,1.0,1.0,100,0.005,1.0,400.0,2,-405.479038418,-405.479038418,200.000000102
-436.688,2929.00116617,500.0,0.00333333,0.6,48.5605,1.0,-407.066,400,,0.00333333,2929.00116617,5.43914e-20,-413.319406168,1.0,1.0,100,0.00333333,1.0,400.0,2,-413.319406168,-413.319406168,299.999969474
-430.108,1984.21956342,500.0,0.00503595,0.6,47.4747,0.702347,-403.868,400,0.0394982,0.0025,1984.21956342,2.53972e-07,-399.103448607,0.985908,1.98599,100,0.00178097,1.0463,382.300426798,1,-399.103448607,-399.103448607,384.418005588
-436.995,1975.69796482,500.0,0.01,0.6,44.226,1.0,-393.736,400,,0.01,1975.69796482,3.50449e-18,-393.736534633,1.0,1.0,100,0.01,1.0,400.0,2,-393.736534633,-393.736534633,100.0
-435.687,2699.1537522,500.0,0.005,0.6,48.81,1.0,-402.005,400,,0.005,2699.1537522,2.1793e-19,-410.273194562,1.0,1.0,100,0.005,1.0,400.0,2,-410.273194562,-410.273194562,200.000000102
-428.323,2284.22148166,500.0,0.00333333,0.6,48.4239,1.0,-400.822,400,,0.00333333,2284.22148166,5.43914e-20,-398.455668871,1.0,1.0,100,0.00333333,1.0,400.0,2,-398.455668871,-398.455668871,299.999969474
-424.124,2307.29329986,500.0,0.00669341,0.6,49.1229,0.116268,-398.503,400,0.162982,0.0025,2307.29329986,1.01128e-06,-404.662009897,1.00363,2.68709,100,0.000289619,1.15721,345.658601781,1,-404.662009897,-404.662009897,344.411878173
-446.184,2205.16444035,500.0,0.01,0.6,46.7238,1.0,-402.331,400,,0.01,2205.16444035,3.50449e-18,-402.331462293,1.0,1.0,100,0.01,1.0,400.0,2,-402.331462293,-402.331462293,100.0
-434.641,1952.08735789,500.0,0.005,0.6,45.4154,1.0,-400.159,400,,0.005,1952.08735789,2.1793e-19,-397.986099054,1.0,1.0,100,0.005,1.0,400.0,2,-397.986099054,-397.986099054,200.000000102
-433.744,3179.18022522,500.0,0.00333333,0.6,49.4576,1.0,-403.467,400,,0.00333333,3179.18022522,5.43914e-20,-410.083629718,1.0,1.0,100,0.00333333,1.0,400.0,2,-410.083629718,-410.083629718,299.999969474
-429.172,2060.93993635,500.0,0.0127271,0.6,52.3029,0.349399,-401.556,400,0.139096,0.0025,2060.93993635,8.34541e-07,-404.795016387,1.02064,5.19593,100,0.000855832,1.10922,360.614026839,1,-404.795016387,-404.795016387,352.984813522
-447.256,2586.58818539,500.0,0.01,0.6,50.6036,1.0,-404.385,400,,0.01,2586.58818539,3.50449e-18,-404.384514755,1.0,1.0,100,0.01,1.0,400.0,2,-404.384514755,-404.384514755,100.0
-445.033,2882.73640582,500.0,0.005,0.6,52.4607,1.0,-411.078,400,,0.005,2882.73640582,2.1793e-19,-417.771790619,1.0,1.0,100,0.005,1.0,400.0,2,-417.771790619,-417.771790619,200.000000102
