AvgNormIw,MinVanillaIw,ESSRenyi,AvgVanillaIw,Bound,AvgRet,AvgDiscRet,BatchSize,VanillaAvgRet,ESSClassic,VarNormIw,MaxVanillaIw,J,VarDiscRet,AvgEpLen,MinNormIw,VarVanillaIw,VarJ,VarRet,MaxNormIw,eRenyi2
0.01,0.99793124,99.99988079085256,1.0002887,4579.115,4999.925613404998,4999.925613404998,100,4999.925613404998,99.99982838840072,1.7275927e-10,1.0053693,4999.926,0.0048263003480012185,500.0,0.009976432,1.7286e-06,0.069099255,0.0048263003480012185,0.01005079,1.0000012
0.010000002,0.99092776,99.99992847447743,0.9998844,4579.1016,4999.911553028412,4999.911553028412,100,4999.911553028412,99.99973294085814,2.4798358e-10,1.0016767,4999.912,0.011940856940877615,500.0,0.009910423,2.4792798e-06,0.10819666,0.011940856940877615,0.010017925,1.0000007
0.01,0.9951632,99.99995231630692,1.0000015,4579.1313,4999.94138000467,4999.94138000467,100,4999.94138000467,99.99990081810378,1.0044319e-10,1.0022726,4999.942,0.0032637524755218224,500.0,0.009951616,1.0044296e-06,0.056833085,0.0032637524755218224,0.01002271,1.0000005
0.009999998,1.0,100.0,1.0,4579.1104,4999.920899980358,4999.920899980358,100,4999.920899980358,100.0,3.5044917e-18,1.0,4999.921,0.006269212238464103,500.0,0.01,,0.07874417,0.006269212238464103,0.01,1.0
0.009999999,0.99900854,99.99998807907247,0.99999124,4579.1235,4999.9336425886795,4999.9336425886795,100,4999.9336425886795,100.0,1.0748767e-11,1.0006347,4999.934,0.00584788727034804,500.0,0.009990173,1.07486464e-07,0.07606487,0.00584788727034804,0.010006434,1.0000001
0.009999998,1.0,100.0,1.0,4579.1113,4999.922172558671,4999.922172558671,100,4999.922172558671,100.0,3.5044917e-18,1.0,4999.922,0.006863314815089107,500.0,0.01,,0.08244796,0.006863314815089107,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.122,4999.932677528004,4999.932677528004,100,4999.932677528004,100.0,3.5044917e-18,1.0,4999.9326,0.005172615583776919,500.0,0.01,,0.07156564,0.005172615583776919,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1016,4999.911972356175,4999.911972356175,100,4999.911972356175,100.0,3.5044917e-18,1.0,4999.912,0.007077720238892014,500.0,0.01,,0.083718605,0.007077720238892014,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1216,4999.931859699134,4999.931859699134,100,4999.931859699134,100.0,3.5044917e-18,1.0,4999.932,0.004800785944310164,500.0,0.01,,0.06892346,0.004800785944310164,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.116,4999.926698939764,4999.926698939764,100,4999.926698939764,100.0,3.5044917e-18,1.0,4999.927,0.006060241190681671,500.0,0.01,,0.07745783,0.006060241190681671,0.01,1.0
0.01,0.9992708,100.0,0.9999668,4579.1113,4999.921688427276,4999.921688427276,100,4999.921688427276,100.0,6.7226767e-12,1.0007075,4999.922,0.00689685851781479,500.0,0.00999304,6.722402e-08,0.08260561,0.00689685851781479,0.0100074075,1.0
0.010000002,0.99806,99.99997615814777,0.99996954,4579.121,4999.931076291671,4999.931076291671,100,4999.931076291671,99.99993896301365,3.8609525e-11,1.0009018,4999.9316,0.006834932957080395,500.0,0.009980904,3.8607362e-07,0.082199454,0.006834932957080395,0.010009323,1.0000002
0.01,0.9996787,100.0,1.0000125,4579.121,4999.931239126702,4999.931239126702,100,4999.931239126702,100.00000381464965,1.156619e-12,1.0004427,4999.9316,0.004739062861688218,500.0,0.009996662,1.1568226e-08,0.06849241,0.004739062861688218,0.0100043025,1.0
0.009999998,1.0,100.0,1.0,4579.1157,4999.926084568958,4999.926084568958,100,4999.926084568958,100.0,3.5044917e-18,1.0,4999.9263,0.006536574558259924,500.0,0.01,,0.08042459,0.006536574558259924,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1064,4999.916727776852,4999.916727776852,100,4999.916727776852,100.0,3.5044917e-18,1.0,4999.917,0.007262343004890631,500.0,0.01,,0.0848061,0.007262343004890631,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1255,4999.9358801550425,4999.9358801550425,100,4999.9358801550425,100.0,3.5044917e-18,1.0,4999.936,0.004459123845836295,500.0,0.01,,0.0664421,0.004459123845836295,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1143,4999.924772283449,4999.924772283449,100,4999.924772283449,100.0,3.5044917e-18,1.0,4999.925,0.004982737908184116,500.0,0.01,,0.0702473,0.004982737908184116,0.01,1.0
0.010000002,0.99975294,100.0,0.9999989,4579.11,4999.919983720001,4999.919983720001,100,4999.919983720001,99.99999618529877,1.4211709e-13,1.0000333,4999.9204,0.022707748040653206,500.0,0.00999754,1.4214723e-09,0.14988339,0.022707748040653206,0.010000343,1.0
0.009999998,1.0,100.0,1.0,4579.126,4999.9364450744215,4999.9364450744215,100,4999.9364450744215,100.0,3.5044917e-18,1.0,4999.9365,0.004630793558441924,500.0,0.01,,0.06770704,0.004630793558441924,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.11,4999.920294351352,4999.920294351352,100,4999.920294351352,100.0,3.5044917e-18,1.0,4999.9204,0.0057632925534012395,500.0,0.01,,0.07553162,0.0057632925534012395,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1123,4999.92300997741,4999.92300997741,100,4999.92300997741,100.0,3.5044917e-18,1.0,4999.923,0.007582359186001045,500.0,0.01,,0.08665149,0.007582359186001045,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.135,4999.945337986775,4999.945337986775,100,4999.945337986775,100.0,3.5044917e-18,1.0,4999.9453,0.0036455619415985325,500.0,0.01,,0.060099967,0.0036455619415985325,0.01,1.0
0.010000002,0.99674475,99.99998807907247,1.0000247,4579.1084,4999.918571236148,4999.918571236148,100,4999.918571236148,99.99990844959154,6.971916e-11,1.001412,4999.919,0.005798263874163659,500.0,0.009967201,6.972321e-07,0.07572978,0.005798263874163659,0.010013873,1.0000001
0.01,0.99382454,99.99998807907247,0.999985,4579.1157,4999.925136738687,4999.925136738687,100,4999.925136738687,99.99996948197018,6.176599e-11,1.0006154,4999.9263,0.012070477027692981,500.0,0.009938395,6.176406e-07,0.10898616,0.012070477027692981,0.010006304,1.0000001
0.009999998,1.0,100.0,1.0,4579.1216,4999.931894733397,4999.931894733397,100,4999.931894733397,100.0,3.5044917e-18,1.0,4999.932,0.005042154146355002,500.0,0.01,,0.07066545,0.005042154146355002,0.01,1.0
0.010000002,0.9981241,99.99998807907247,0.99998796,4579.119,4999.9288414304665,4999.9288414304665,100,4999.9288414304665,99.99995422309671,2.0007131e-11,1.0005215,4999.9297,0.0084096544136535,500.0,0.009981361,2.0006476e-07,0.091176964,0.0084096544136535,0.010005336,1.0000001
0.01,0.19151962,95.68600110781485,0.9865112,4560.393,4951.814458847872,4951.814458847872,100,4951.814458847872,94.92595503499071,5.3992703e-06,1.3232327,4990.585,231368.92097614356,495.2,0.0019413832,0.052545927,93.69266,231368.92097614356,0.013413256,1.045085
0.01,0.9996905,100.0,0.9999862,4579.112,4999.9219707602015,4999.9219707602015,100,4999.9219707602015,100.00000381475006,6.243637e-13,1.0002096,4999.9224,0.005265288989910232,500.0,0.009997043,6.2433463e-09,0.07221991,0.005265288989910232,0.010002234,1.0
0.009999998,1.0,100.0,1.0,4579.1284,4999.938984201808,4999.938984201808,100,4999.938984201808,100.0,3.5044917e-18,1.0,4999.939,0.0038965986907421174,500.0,0.01,,0.062121928,0.0038965986907421174,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1177,4999.9280124253,4999.9280124253,100,4999.9280124253,100.0,3.5044917e-18,1.0,4999.928,0.0065983643339516335,500.0,0.01,,0.08084844,0.0065983643339516335,0.01,1.0
0.01,0.9986131,99.99998807907247,1.0000285,4579.122,4999.9314716445515,4999.9314716445515,100,4999.9314716445515,99.9999465957835,4.053701e-11,1.0019075,4999.9326,0.005182635385657464,500.0,0.0099858465,4.053924e-07,0.07158911,0.005182635385657464,0.010018789,1.0000001
0.009999998,1.0,100.0,1.0,4579.1226,4999.932942695434,4999.932942695434,100,4999.932942695434,100.0,3.5044917e-18,1.0,4999.933,0.004674088549759919,500.0,0.01,,0.06803382,0.004674088549759919,0.01,1.0
0.009999999,0.99595875,99.99997615814777,0.99986845,4579.1035,4999.9134064612435,4999.9134064612435,100,4999.9134064612435,99.99993895684264,7.14504e-11,1.0010157,4999.914,0.007246165278731916,500.0,0.009960897,7.1431487e-07,0.084584124,0.007246165278731916,0.010011474,1.0000002
0.01,0.9977766,99.99994039539075,1.0000647,4579.1016,4999.911934055967,4999.911934055967,100,4999.911934055967,99.99991226769666,6.667829e-11,1.0019321,4999.912,0.006702778908418668,500.0,0.009977121,6.668679e-07,0.08143456,0.006702778908418668,0.010018674,1.0000006
0.010000002,0.99756026,99.99994039539075,0.99997157,4579.123,4999.933259609566,4999.933259609566,100,4999.933259609566,99.99985885233386,1.2149118e-10,1.0039575,4999.9336,0.004185773577508094,500.0,0.009975887,1.2148416e-06,0.06437478,0.004185773577508094,0.01003986,1.0000006
0.009999998,1.0,100.0,1.0,4579.1216,4999.932227679429,4999.932227679429,100,4999.932227679429,100.0,3.5044917e-18,1.0,4999.932,0.004457708339649716,500.0,0.01,,0.066423215,0.004457708339649716,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.124,4999.934292128602,4999.934292128602,100,4999.934292128602,100.0,3.5044917e-18,1.0,4999.9346,0.0037562288145413267,500.0,0.01,,0.06100214,0.0037562288145413267,0.01,1.0
0.01,0.9978057,99.99997615814777,1.0000129,4579.12,4999.929907002356,4999.929907002356,100,4999.929907002356,99.99996566817612,3.7455823e-11,1.0010933,4999.9307,0.005996174836328309,500.0,0.009977928,3.745679e-07,0.07703012,0.005996174836328309,0.010010804,1.0000002
0.009999998,1.0,100.0,1.0,4579.107,4999.917714332241,4999.917714332241,100,4999.917714332241,100.0,3.5044917e-18,1.0,4999.9175,0.006580550544507993,500.0,0.01,,0.08070178,0.006580550544507993,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.119,4999.92938431558,4999.92938431558,100,4999.92938431558,100.0,3.5044917e-18,1.0,4999.9297,0.004831531289449276,500.0,0.01,,0.06916172,0.004831531289449276,0.01,1.0
0.01,0.99932086,100.0,0.9999852,4579.117,4999.92731113757,4999.92731113757,100,4999.92731113757,99.99997711148156,6.0131444e-12,1.0004648,4999.9277,0.0050123104153236625,500.0,0.009993357,6.0129146e-08,0.07043635,0.0050123104153236625,0.010004796,1.0
0.010000002,0.9993011,100.0,0.999994,4579.1235,4999.9334003505555,4999.9334003505555,100,4999.9334003505555,99.99999618527985,3.9323263e-12,1.0004078,4999.934,0.003319034024316394,500.0,0.009993071,3.932362e-08,0.057306956,0.003319034024316394,0.010004139,1.0
0.009999998,1.0,100.0,1.0,4579.127,4999.937617046346,4999.937617046346,100,4999.937617046346,100.0,3.5044917e-18,1.0,4999.9375,0.003914202861022845,500.0,0.01,,0.06225044,0.003914202861022845,0.01,1.0
0.01,0.9913573,99.99978542373924,0.99999285,4579.1167,4999.927166808824,4999.927166808824,100,4999.927166808824,99.99980544932808,2.0373317e-10,1.0017631,4999.9277,0.006757190247760348,500.0,0.009913645,2.0373036e-06,0.08152904,0.006757190247760348,0.010017703,1.0000021
0.009999998,1.0,100.0,1.0,4579.1104,4999.920657112874,4999.920657112874,100,4999.920657112874,100.0,3.5044917e-18,1.0,4999.921,0.005252375876617854,500.0,0.01,,0.07211003,0.005252375876617854,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.122,4999.9321226154825,4999.9321226154825,100,4999.9321226154825,100.0,3.5044917e-18,1.0,4999.9326,0.004836405266589489,500.0,0.01,,0.069212176,0.004836405266589489,0.01,1.0
0.01,0.99719,99.99997615814777,0.99990195,4579.1157,4999.925734064331,4999.925734064331,100,4999.925734064331,99.99996184929805,4.179567e-11,1.0010922,4999.9263,0.005806278532459745,500.0,0.009972878,4.1787567e-07,0.075780936,0.005806278532459745,0.010011904,1.0000002
0.01,0.999488,99.99998807907247,1.0000225,4579.129,4999.938961714551,4999.938961714551,100,4999.938961714551,99.99998092694567,1.1432961e-11,1.0010266,4999.9395,0.004113392448602163,500.0,0.009994655,1.1433491e-07,0.06380161,0.004113392448602163,0.010010041,1.0000001
0.009999998,1.0,100.0,1.0,4579.13,4999.940194958359,4999.940194958359,100,4999.940194958359,100.0,3.5044917e-18,1.0,4999.9404,0.003930349339123904,500.0,0.01,,0.062386256,0.003930349339123904,0.01,1.0
0.010000002,0.99951196,100.0,0.9999991,4579.113,4999.922574985291,4999.922574985291,100,4999.922574985291,100.00000762940195,2.0304292e-12,1.0004283,4999.9233,0.006141920248698943,500.0,0.009995129,2.03052e-08,0.077964164,0.006141920248698943,0.010004292,1.0
0.01,0.99839044,99.99998807907247,0.99998987,4579.1157,4999.925634600407,4999.925634600407,100,4999.925634600407,99.99995422318403,2.9830933e-11,1.0013219,4999.9263,0.005275817098445349,500.0,0.009984005,2.9830468e-07,0.072260484,0.005275817098445349,0.0100133205,1.0000001
0.010000002,0.99459255,99.9997377402508,1.0001663,4579.118,4999.928470594808,4999.928470594808,100,4999.928470594808,99.99975208637197,2.4493121e-10,1.0038171,4999.929,0.004776977439717056,500.0,0.009944271,2.4501378e-06,0.06871549,0.004776977439717056,0.010036501,1.0000026
0.01,0.99941677,99.99998807907247,1.0000125,4579.128,4999.938042125224,4999.938042125224,100,4999.938042125224,100.00000381464965,6.4691217e-12,1.000711,4999.9385,0.005468471071592888,500.0,0.009994043,6.469079e-08,0.07354981,0.005468471071592888,0.010006985,1.0000001
0.01,0.9961288,99.99990463265931,0.99983907,4579.1094,4999.920037083709,4999.920037083709,100,4999.920037083709,99.99986264893958,1.4955333e-10,1.0016795,4999.9204,0.005267558704963716,500.0,0.009962891,1.4950524e-06,0.072158635,0.005267558704963716,0.010018407,1.000001
0.01,0.99732065,99.99995231630692,1.0000584,4579.1167,4999.927092604118,4999.927092604118,100,4999.927092604118,99.99991989608692,1.09315466e-10,1.002894,4999.9272,0.005431725860102079,500.0,0.009972624,1.0932843e-06,0.07329714,0.005431725860102079,0.010028355,1.0000005
0.01,0.9937908,99.99982118638542,0.99973387,4579.133,4999.942812738731,4999.942812738731,100,4999.942812738731,99.99970619077126,2.7996105e-10,1.0042981,4999.944,0.0036222600125727414,500.0,0.009940553,2.7981268e-06,0.059930064,0.0036222600125727414,0.010045654,1.0000018
0.01,0.9997365,100.0,0.99999064,4579.124,4999.9342496544095,4999.9342496544095,100,4999.9342496544095,100.00001144420017,6.0072796e-13,1.0001913,4999.9346,0.005416813004031655,500.0,0.009997459,6.0081375e-09,0.07321873,0.005416813004031655,0.010002007,1.0
0.01,0.9974183,99.99998807907247,1.0000664,4579.134,4999.943801392602,4999.943801392602,100,4999.943801392602,99.99996185557012,2.9359355e-11,1.0009211,4999.9443,0.004468491609709133,500.0,0.00997352,2.9362965e-07,0.066484116,0.004468491609709133,0.0100085465,1.0000001
0.010000002,0.99808455,99.99996423722592,1.0000666,4579.1206,4999.930210842331,4999.930210842331,100,4999.930210842331,99.999927525624,4.8112292e-11,1.0019364,4999.931,0.004029129473898729,500.0,0.00998018,4.8118295e-07,0.063155815,0.004029129473898729,0.010018696,1.0000004
0.01,0.99827045,99.99998807907247,1.0000669,4579.106,4999.916499443926,4999.916499443926,100,4999.916499443926,99.99997329891106,1.5867398e-11,1.000539,4999.9165,0.006359471157181043,500.0,0.009982036,1.5869603e-07,0.079302125,0.006359471157181043,0.01000472,1.0000001
0.009999998,1.0,100.0,1.0,4579.119,4999.929481662391,4999.929481662391,100,4999.929481662391,100.0,3.5044917e-18,1.0,4999.9297,0.004103381695106299,500.0,0.01,,0.063758105,0.004103381695106299,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1196,4999.930267482381,4999.930267482381,100,4999.930267482381,100.0,3.5044917e-18,1.0,4999.93,0.004356643016588786,500.0,0.01,,0.06563228,0.004356643016588786,0.01,1.0
0.009999999,0.9966102,99.99991655356695,1.000001,4579.131,4999.941087701472,4999.941087701472,100,4999.941087701472,99.99987792991102,1.3863911e-10,1.00245,4999.9414,0.00418425821136219,500.0,0.009966093,1.3864011e-06,0.06430174,0.00418425821136219,0.010024491,1.0000008
0.010000002,0.9996771,100.0,1.0000119,4579.1206,4999.930890171572,4999.930890171572,100,4999.930890171572,99.99999237069729,2.2970178e-12,1.0004611,4999.931,0.004730430514833665,500.0,0.009996652,2.2971236e-08,0.068406284,0.004730430514833665,0.010004492,1.0
0.009999999,0.9995803,100.0,0.99999976,4579.1226,4999.932754128799,4999.932754128799,100,4999.932754128799,100.0000305175921,6.2802297e-13,1.0001096,4999.933,0.004039935397284234,500.0,0.009995805,6.279748e-09,0.063245855,0.004039935397284234,0.010001098,1.0
0.01,0.99926084,99.99998807907247,0.9999821,4579.1123,4999.922196507315,4999.922196507315,100,4999.922196507315,99.99995803759414,3.477475e-11,1.002185,4999.923,0.007533351545955863,500.0,0.009992787,3.4774038e-07,0.08644858,0.007533351545955863,0.010022028,1.0000001
0.009999998,0.9970611,99.99995231630692,0.9999469,4579.1167,4999.926671355109,4999.926671355109,100,4999.926671355109,99.9999656659103,6.7549286e-11,1.0012151,4999.9272,0.006164749951544931,500.0,0.00997114,6.754214e-07,0.0780592,0.006164749951544931,0.0100126825,1.0000005
0.01,0.99819595,99.99998807907247,0.9999894,4579.122,4999.932020034645,4999.932020034645,100,4999.932020034645,99.9999771115776,3.0769415e-11,1.0017498,4999.9326,0.003983417740918164,500.0,0.009982065,3.076891e-07,0.06280441,0.003983417740918164,0.010017604,1.0000001
0.01,0.9949495,99.9997377402508,0.99995637,4579.1064,4999.916736545858,4999.916736545858,100,4999.916736545858,99.99966429283553,3.3452646e-10,1.0026478,4999.9175,0.006004134768525082,500.0,0.009949929,3.3449778e-06,0.07704911,0.006004134768525082,0.010026915,1.0000026
0.01,0.99385846,99.99967813595418,1.0001154,4579.123,4999.933382775329,4999.933382775329,100,4999.933382775329,99.99970630283742,3.0535333e-10,1.0024226,4999.934,0.007395467248643578,500.0,0.009937438,3.0542362e-06,0.08535091,0.007395467248643578,0.01002307,1.0000032
0.01,0.99513227,99.99994039539075,0.9998103,4579.1045,4999.914935896074,4999.914935896074,100,4999.914935896074,99.99975962889678,2.2050572e-10,1.0039709,4999.915,0.006191115549563983,500.0,0.009953211,2.2042145e-06,0.07817987,0.006191115549563983,0.010041614,1.0000006
0.009999998,1.0,100.0,1.0,4579.109,4999.918933644042,4999.918933644042,100,4999.918933644042,100.0,3.5044917e-18,1.0,4999.9194,0.007137017844395079,500.0,0.01,,0.08403431,0.007137017844395079,0.01,1.0
0.010000002,0.9973955,99.99997615814777,0.99994016,4579.122,4999.932033779024,4999.932033779024,100,4999.932033779024,99.99995803583322,3.881018e-11,1.0008683,4999.9326,0.004527345394870623,500.0,0.009974551,3.8805595e-07,0.06694714,0.004527345394870623,0.010009282,1.0000002
0.009999998,1.0,100.0,1.0,4579.11,4999.920312514399,4999.920312514399,100,4999.920312514399,100.0,3.5044917e-18,1.0,4999.9204,0.004851352046442803,500.0,0.01,,0.0692934,0.004851352046442803,0.01,1.0
0.009999999,0.99836624,99.99996423722592,1.000019,4579.113,4999.923315448518,4999.923315448518,100,4999.923315448518,99.99998474150256,2.8988308e-11,1.001339,4999.9233,0.005802715915169499,500.0,0.0099834725,2.898918e-07,0.075754136,0.005802715915169499,0.010013199,1.0000004
0.01,0.9948467,99.99992847447743,1.0001237,4579.1196,4999.929288061328,4999.929288061328,100,4999.929288061328,99.99980166058153,1.8271504e-10,1.003706,4999.93,0.004613509418589144,500.0,0.009947236,1.8276006e-06,0.067516066,0.004613509418589144,0.0100358175,1.0000007
0.010000002,0.9994992,100.0,1.0000092,4579.127,4999.936830263998,4999.936830263998,100,4999.936830263998,99.99997711203163,6.3697155e-12,1.0009348,4999.9375,0.003833389973607556,500.0,0.0099949,6.369961e-08,0.061577857,0.003833389973607556,0.010009256,1.0
0.010000002,0.99977577,100.0,1.0000106,4579.114,4999.9239332227435,4999.9239332227435,100,4999.9239332227435,99.9999847413745,4.6553706e-13,1.0001808,4999.9243,0.004269888491790744,500.0,0.009997652,4.6550244e-09,0.06501115,0.004269888491790744,0.010001702,1.0
0.010000002,0.9935599,99.99966621510339,0.9999157,4579.131,4999.94136995821,4999.94136995821,100,4999.94136995821,99.99969479918741,3.1159786e-10,1.0049303,4999.942,0.0029653033325137443,500.0,0.009936437,3.11545e-06,0.05412439,0.0029653033325137443,0.01005015,1.0000033
0.01,0.9965951,99.99995231630692,1.000026,4579.108,4999.917940610475,4999.917940610475,100,4999.917940610475,99.99994278104982,7.232977e-11,1.0016193,4999.9185,0.006675288739374143,500.0,0.009965693,7.233388e-07,0.08119557,0.006675288739374143,0.010015934,1.0000005
0.010000002,0.99631274,99.99991655356695,0.9999624,4579.116,4999.926415793971,4999.926415793971,100,4999.926415793971,99.99983977688092,1.5536268e-10,1.0044942,4999.927,0.005502901495615473,500.0,0.009963502,1.5535e-06,0.07379007,0.005502901495615473,0.01004532,1.0000008
0.010000002,0.9971533,99.99997615814777,1.0000634,4579.1255,4999.935171239414,4999.935171239414,100,4999.935171239414,99.99995422655407,5.0006936e-11,1.0022908,4999.936,0.005689320967248108,500.0,0.0099709,5.00134e-07,0.075019084,0.005689320967248108,0.010022272,1.0000002
0.009999999,0.9981335,100.0,0.99998075,4579.1084,4999.918867196397,4999.918867196397,100,4999.918867196397,100.00000762954166,1.0071247e-11,1.0005679,4999.919,0.007493402901723692,500.0,0.009981527,1.00709705e-07,0.08609996,0.007493402901723692,0.010005872,1.0
0.01,0.99409753,99.99992847447743,1.0000162,4579.1284,4999.938611960847,4999.938611960847,100,4999.938611960847,99.99979782463696,1.8882838e-10,1.002789,4999.939,0.004025110102759429,500.0,0.009940814,1.888355e-06,0.06306201,0.004025110102759429,0.010027727,1.0000007
0.01,0.4302284,95.89097844232577,1.0161732,4539.6274,4949.931144826782,4949.931144826782,100,4949.931144826782,96.31772712113433,3.861681e-06,1.588939,4969.3594,249993.0495738765,495.01,0.0042338097,0.039876036,305.45404,249993.0495738765,0.015636496,1.042851
0.01,0.994006,99.99992847447743,0.9998678,4579.1274,4999.937383744542,4999.937383744542,100,4999.937383744542,99.99985883768649,1.5717518e-10,1.0019068,4999.938,0.008169475703930243,500.0,0.009941374,1.5713345e-06,0.089663655,0.008169475703930243,0.010020392,1.0000007
0.01,0.99950683,100.0,1.0000172,4579.1123,4999.922583007774,4999.922583007774,100,4999.922583007774,100.0,1.2263746e-11,1.0010521,4999.923,0.003659302523417111,500.0,0.009994897,1.2264161e-07,0.060198475,0.003659302523417111,0.01001035,1.0
0.009999998,1.0,100.0,1.0,4579.128,4999.938415979412,4999.938415979412,100,4999.938415979412,100.0,3.5044917e-18,1.0,4999.9385,0.0035637612341622624,500.0,0.01,,0.059403606,0.0035637612341622624,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.12,4999.930657201157,4999.930657201157,100,4999.930657201157,100.0,3.5044917e-18,1.0,4999.9307,0.0043530705639540255,500.0,0.01,,0.06565399,0.0043530705639540255,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.125,4999.935326653825,4999.935326653825,100,4999.935326653825,100.0,3.5044917e-18,1.0,4999.9355,0.004624473769760723,500.0,0.01,,0.06767437,0.004624473769760723,0.01,1.0
0.010000002,0.99938625,100.0,1.0000428,4579.1235,4999.933161372291,4999.933161372291,100,4999.933161372291,99.99997711279993,7.557626e-12,1.0008398,4999.934,0.0038479465371971527,500.0,0.009993435,7.5583664e-08,0.061730117,0.0038479465371971527,0.01000797,1.0
0.009999998,1.0,100.0,1.0,4579.128,4999.938298939971,4999.938298939971,100,4999.938298939971,100.0,3.5044917e-18,1.0,4999.9385,0.0040188223541038634,500.0,0.01,,0.063075446,0.0040188223541038634,0.01,1.0
0.01,0.9967979,99.99995231630692,0.9999885,4579.1284,4999.938206379101,4999.938206379101,100,4999.938206379101,99.99990844627375,9.5775464e-11,1.0026693,4999.939,0.0030812576290999176,500.0,0.009968094,9.577273e-07,0.055222146,0.0030812576290999176,0.010026809,1.0000005
0.01,0.9994607,100.0,0.9999935,4579.1265,4999.9365984902015,4999.9365984902015,100,4999.9365984902015,100.0,3.2860225e-12,1.0004303,4999.937,0.004109147046192813,500.0,0.009994672,3.2859568e-08,0.06377824,0.004109147046192813,0.010004369,1.0
0.010000002,0.99647456,99.99992847447743,0.99985605,4579.1235,4999.933170948436,4999.933170948436,100,4999.933170948436,99.99985502078935,1.4860191e-10,1.0050262,4999.934,0.003813643592612798,500.0,0.009966181,1.4855966e-06,0.061479542,0.003813643592612798,0.01005171,1.0000007
0.01,0.9993693,99.99998807907247,0.99998206,4579.1196,4999.92990925561,4999.92990925561,100,4999.92990925561,99.99998092617443,7.667782e-12,1.0009342,4999.93,0.0046212487990814335,500.0,0.009993873,7.6674475e-08,0.06762634,0.0046212487990814335,0.010009522,1.0000001
0.009999998,1.0,100.0,1.0,4579.124,4999.93437934946,4999.93437934946,100,4999.93437934946,100.0,3.5044917e-18,1.0,4999.9346,0.004600893729185475,500.0,0.01,,0.06748681,0.004600893729185475,0.01,1.0
0.010000002,0.99611455,99.99990463265931,0.9998989,4579.1196,4999.92943337215,4999.92943337215,100,4999.92943337215,99.99982832148919,1.5234702e-10,1.0033326,4999.93,0.005287102269581312,500.0,0.009962153,1.5231593e-06,0.07229446,0.005287102269581312,0.01003434,1.000001
0.009999998,1.0,100.0,1.0,4579.129,4999.939455351596,4999.939455351596,100,4999.939455351596,100.0,3.5044917e-18,1.0,4999.9395,0.0029817167322841605,500.0,0.01,,0.054342214,0.0029817167322841605,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.128,4999.938897617536,4999.938897617536,100,4999.938897617536,100.0,3.5044917e-18,1.0,4999.9385,0.004435731195336035,500.0,0.01,,0.06626554,0.004435731195336035,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1274,4999.937686189567,4999.937686189567,100,4999.937686189567,100.0,3.5044917e-18,1.0,4999.938,0.003512308913538583,500.0,0.01,,0.05896764,0.003512308913538583,0.01,1.0
0.01,0.9996514,100.0,0.99999666,4579.1167,4999.926626343291,4999.926626343291,100,4999.926626343291,99.9999771117435,2.7824579e-12,1.0004413,4999.9272,0.005364538248896679,500.0,0.009996547,2.782529e-08,0.07287674,0.005364538248896679,0.010004447,1.0
0.009999998,1.0,100.0,1.0,4579.1226,4999.93313162617,4999.93313162617,100,4999.93313162617,100.0,3.5044917e-18,1.0,4999.933,0.004765221003669155,500.0,0.01,,0.06867592,0.004765221003669155,0.01,1.0
0.010000002,0.99722034,99.99971389852362,0.99996793,4579.1343,4999.944716013007,4999.944716013007,100,4999.944716013007,99.99988555551306,8.873873e-11,1.002125,4999.9453,0.004006327384071319,500.0,0.009972523,8.873324e-07,0.06294973,0.004006327384071319,0.010021571,1.0000029
0.010000002,0.9991261,99.99998807907247,1.0000912,4579.129,4999.938677536708,4999.938677536708,100,4999.938677536708,99.99993897044048,3.3956258e-11,1.0015899,4999.9395,0.00345409914819357,500.0,0.009990349,3.396269e-07,0.058479674,0.00345409914819357,0.010014985,1.0000001
0.01,0.99621254,99.99990463265931,0.9999507,4579.124,4999.933965203489,4999.933965203489,100,4999.933965203489,99.99983214525875,1.7055816e-10,1.003673,4999.9346,0.004703523878712727,500.0,0.0099626165,1.705422e-06,0.06819298,0.004703523878712727,0.010037224,1.000001
0.009999998,1.0,100.0,1.0,4579.118,4999.928138723477,4999.928138723477,100,4999.928138723477,100.0,3.5044917e-18,1.0,4999.9287,0.004179697054475933,500.0,0.01,,0.064336054,0.004179697054475933,0.01,1.0
