VarJ,J,AvgEpLen,AvgDiscRet,ESSRenyi,MinVanillaIw,IterType,BatchSize,VarRet,VarNormIw,VarDiscRet,AvgRet,VanillaAvgRet,AvgVanillaIw,eRenyi2,VarVanillaIw,Bound,AvgNormIw,MinNormIw,MaxVanillaIw,ESSClassic,MaxNormIw,EpsThisIter,Delta
18.3783,-96.7498,43.4,-99.0492400013,67.8665972732,0.0663694,1,100,42.7117034642,0.000431067,42.7117034642,-99.0492400013,-99.0492400013,1.22515,1.47348,6.47028,-103.903,0.01,0.000541724,26.1253,18.9841306391,0.213242,100,0.8
13.587,-96.7827,39.57,-98.9631211821,66.2321411991,0.041918,1,100,66.1385517512,6.86956e-05,66.1385517512,-98.9631211821,-98.9631211821,1.02164,1.50984,0.717009,-103.831,0.01,0.000410301,4.38744,59.520757675,0.0429451,100,0.8
56.3593,-87.741,43.74,-98.116199772,25.846273147,0.0270538,1,100,63.0300906861,0.00226717,63.0300906861,-98.116199772,-98.116199772,2.18046,3.86903,107.791,-98.7577,0.01,0.000124074,103.706,4.26529948311,0.475614,100,0.8
14.319,-96.3431,41.3,-98.4158703321,68.1301181194,0.0368304,1,100,39.1343891851,9.91138e-05,39.1343891851,-98.4158703321,-98.4158703321,1.03945,1.46778,1.07088,-103.075,0.01,0.000354326,9.07814,50.4737828391,0.087336,100,0.8
11.6975,-96.5116,43.07,-97.7495621404,76.6489826974,0.0346405,1,100,48.9718224149,3.14813e-05,48.9718224149,-97.7495621404,-97.7495621404,1.01154,1.30465,0.322118,-102.901,0.01,0.000342455,4.18077,76.2390072966,0.0413309,100,0.8
64.0789,-85.796,42.52,-98.3036146042,17.0057653232,1.16814e-09,1,100,89.9134008994,0.000837053,89.9134008994,-98.3036146042,-98.3036146042,1.01516,5.88036,8.6263,-99.2488,0.01,1.15069e-11,22.236,10.7679483916,0.219039,100,0.8
14.3829,-96.4984,43.88,-97.5228812369,81.8515133041,0.229365,1,100,117.826555955,2.38112e-05,117.826555955,-97.5228812369,-97.5228812369,1.03312,1.22172,0.254148,-102.797,0.01,0.00222011,2.90645,80.9237396779,0.0281327,100,0.8
8.61717,-98.3193,41.44,-99.1198000019,85.1554151335,0.14723,1,100,51.3569623894,1.70785e-05,51.3569623894,-99.1198000019,-99.1198000019,0.904579,1.17432,0.139747,-104.499,0.01,0.00162761,2.05794,85.5375232841,0.0227502,100,0.8
7.79081,-97.6881,43.15,-98.5769469047,87.602136343,0.217325,1,100,54.3726591117,1.12102e-05,54.3726591117,-98.5769469047,-98.5769469047,0.984376,1.14152,0.108626,-103.896,0.01,0.00220775,2.03558,90.0105631201,0.0206789,100,0.8
8.39669,-97.8733,38.74,-99.231494892,76.5554375244,0.0263829,1,100,41.771622162,3.37438e-05,41.771622162,-99.231494892,-99.231494892,0.984432,1.30624,0.327013,-104.149,0.01,0.000268002,2.16824,74.9589586617,0.0220253,100,0.8
18.2044,-96.1364,44.57,-97.9722235329,68.2168752316,0.14873,1,100,47.7497738277,8.5506e-05,47.7497738277,-97.9722235329,-97.9722235329,1.00901,1.46591,0.870529,-102.956,0.01,0.00147402,7.91084,54.1562333637,0.0784024,100,0.8
43.7718,-90.6799,43.93,-96.5780750067,32.8132412564,0.000511924,1,100,106.296594749,0.000192283,106.296594749,-96.5780750067,-96.5780750067,1.06607,3.04755,2.18529,-100.435,0.01,4.80199e-06,7.35716,34.4399777569,0.0690122,100,0.8
7.94075,-97.5367,43.91,-98.1664843103,90.2488203845,0.489654,1,100,56.3940846087,1.90666e-05,56.3940846087,-98.1664843103,-98.1664843103,1.10312,1.10805,0.232016,-103.523,0.01,0.0044388,3.45504,84.1213489091,0.0313206,100,0.8
9.50048,-96.2353,40.56,-97.1763057137,83.4494391546,0.143072,1,100,66.2499876441,2.59275e-05,66.2499876441,-97.1763057137,-97.1763057137,1.00185,1.19833,0.260235,-102.297,0.01,0.00142808,3.56978,79.5746135545,0.0356319,100,0.8
10.2736,-96.1094,41.84,-97.2321427472,78.5535434042,0.0157239,1,100,77.0885837656,3.35029e-05,77.0885837656,-97.2321427472,-97.2321427472,0.947579,1.27302,0.300824,-102.386,0.01,0.000165938,3.2087,75.0932156057,0.0338621,100,0.8
13.2725,-96.3873,39.05,-98.9401652535,65.9418722235,0.00502938,1,100,55.5903533411,9.2317e-05,55.5903533411,-98.9401652535,-98.9401652535,1.05021,1.51649,1.0182,-103.527,0.01,4.78894e-05,6.05208,52.2483007603,0.0576274,100,0.8
14.4269,-97.4714,40.59,-98.5731449455,78.2408391496,0.227893,1,100,52.3875577295,3.22737e-05,52.3875577295,-98.5731449455,-98.5731449455,0.990375,1.2781,0.316554,-104.188,0.01,0.00230108,4.01459,75.7857229406,0.0405361,100,0.8
6.93105,-98.8596,40.88,-99.2423259459,93.2771901983,0.226714,1,100,38.500676494,1.30164e-05,38.500676494,-99.2423259459,-99.2423259459,1.04008,1.07207,0.140807,-104.473,0.01,0.00217977,3.24695,88.5847985535,0.0312182,100,0.8
8.55304,-97.4911,41.71,-98.1466489673,88.8478409887,0.241361,1,100,59.3189619403,1.00835e-05,59.3189619403,-98.1466489673,-98.1466489673,1.05943,1.12552,0.113176,-103.705,0.01,0.00227822,1.57368,90.9233818697,0.0148541,100,0.8
108.076,-63.4854,45.75,-97.3724361147,5.19242828977,3.01053e-11,1,100,76.6521714236,0.00505076,76.6521714236,-97.3724361147,-97.3724361147,1.27097,19.2588,81.5887,-87.6394,0.01,2.36868e-13,89.9558,1.96068667256,0.707771,100,0.8
6.59276,-105.565,45.75,-99.0648177654,nan,0.0111166,,200,76.6521714236,0.0047875,41.9885115049,-97.3724361147,-97.3724361147,6.26034e+08,nan,1.87631e+19,-inf,0.01,1.77571e-13,3.32167e+10,2.06627639615,0.53059,100,0.8
183.44,-61.9898,44.26,-97.3278235775,10.0071548118,1.70093e-08,1,200,78.0058137765,0.00214296,78.0058137765,-97.3278235775,-97.3278235775,1.67686,19.9857,241.027,-79.577,0.005,5.07178e-11,218.856,2.3177756046,0.652577,100,0.8
8.25092,-98.3096,44.03,-98.3096363657,200.0,1.0,2,200,68.7653767505,3.50449e-18,68.7653767505,-98.3096363657,-98.3096363657,1.0,1.0,,-104.084,0.01,0.01,1.0,100.0,0.01,100,0.8
28.4168,-102.84,44.26,-97.39286513,247.809412885,0.00456922,,300,78.0058137765,0.00377472,60.5766373695,-97.3278235775,-97.3278235775,341449.0,1.21061,1.76034e+13,-107.332,0.005,6.69093e-11,5.87914e+07,1.32245624171,0.860909,100,0.8
144.444,-88.2303,41.64,-99.4988564135,59.727483559,1.22519e-05,1,300,39.1662957551,0.000118831,39.1662957551,-99.4988564135,-99.4988564135,1.00181,5.02281,10.7335,-95.5112,0.00333333,4.07659e-08,54.5534,25.7308179402,0.181517,100,0.8
7.38454,-98.6956,41.63,-98.695587099,300.0,1.0,2,300,55.0822184901,3.50449e-18,55.0822184901,-98.695587099,-98.695587099,1.0,1.0,,-104.291,0.01,0.01,1.0,100.0,0.01,100,0.8
7.24381,-98.605,42.75,-98.5144223138,300.0,1.0,2,300,50.9069242846,2.1793e-19,50.9069242846,-98.5144223138,-98.5144223138,1.0,1.0,,-102.562,0.005,0.005,1.0,200.000000102,0.005,100,0.8
0.454434,-99.455,41.64,-98.4882780386,nan,0.0183307,,400,39.1662957551,0.00312416,39.1271334903,-99.4988564135,-99.4988564135,281.006,nan,2.22027e+07,-inf,0.00333333,2.17441e-07,81620.3,1.06671582213,0.968192,100,0.8
246.798,-60.3545,41.64,-97.7863970591,8.93377100669,2.8183e-28,1,400,59.3818204745,0.00115046,59.3818204745,-97.7863970591,-97.7863970591,1.47202,44.7739,398.858,-79.1804,0.0025,4.78645e-31,397.183,2.16669518439,0.674554,100,0.8
7.43357,-98.6357,40.61,-98.6356851484,400.0,1.0,2,400,55.8161266936,3.50449e-18,55.8161266936,-98.6356851484,-98.6356851484,1.0,1.0,,-104.289,0.01,0.01,1.0,100.0,0.01,100,0.8
7.5241,-98.8345,45.1,-99.0333293786,400.0,1.0,2,400,58.4718620795,2.1793e-19,58.4718620795,-99.0333293786,-99.0333293786,1.0,1.0,,-102.944,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.05868,-98.6965,41.78,-98.4205346923,400.0,1.0,2,400,36.501670925,5.43914e-20,36.501670925,-98.4205346923,-98.4205346923,1.0,1.0,,-102.052,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
6.36025e-10,-97.6273,41.64,-97.8031350765,1.33157414263e-09,0.00251773,,500,59.3818204745,0.0025,59.7474196698,-97.7863970591,-97.7863970591,8.8706e+24,3.75495e+11,inf,-1.78065e+06,0.0025,7.09573e-31,3.54824e+27,,1.0,100,0.8
94.9028,-93.1943,40.13,-98.5195870272,120.905746129,6.34545e-06,1,500,46.0993588618,3.9498e-05,46.0993588618,-98.5195870272,-98.5195870272,1.17959,4.13545,13.7397,-98.3117,0.002,1.07587e-08,52.1686,46.0627775948,0.0884521,100,0.8
7.94023,-98.7951,41.24,-98.7950749921,500.0,1.0,2,500,63.6840526846,3.50449e-18,63.6840526846,-98.7950749921,-98.7950749921,1.0,1.0,,-104.277,0.01,0.01,1.0,100.0,0.01,100,0.8
7.82827,-98.6998,44.05,-98.60458338,500.0,1.0,2,500,60.0992146829,2.1793e-19,60.0992146829,-98.60458338,-98.60458338,1.0,1.0,,-102.576,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.8249,-98.7475,41.71,-98.8428931665,500.0,1.0,2,500,61.7270495126,5.43914e-20,61.7270495126,-98.8428931665,-98.8428931665,1.0,1.0,,-102.026,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.73715,-98.9908,42.46,-99.720645449,500.0,1.0,2,500,55.6128766587,5.4346e-20,55.6128766587,-99.720645449,-99.720645449,1.0,1.0,,-101.84,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
11.441,-97.7186,47.88,-96.6852090532,352.483699651,0.0891232,1,500,93.8401555607,1.84835e-06,93.8401555607,-96.6852090532,-96.6852090532,0.981799,1.41851,0.445421,-100.754,0.002,0.000181551,6.07395,342.192734766,0.0123731,100,0.8
8.82434,-98.8035,43.54,-98.8035220583,500.0,1.0,2,500,78.6555289327,3.50449e-18,78.6555289327,-98.8035220583,-98.8035220583,1.0,1.0,,-104.39,0.01,0.01,1.0,100.0,0.01,100,0.8
7.95404,-98.6216,39.38,-98.4396610818,500.0,1.0,2,500,49.0890763158,2.1793e-19,49.0890763158,-98.4396610818,-98.4396610818,1.0,1.0,,-102.592,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.08183,-98.6035,40.58,-98.567246244,500.0,1.0,2,500,70.1138929046,5.43914e-20,70.1138929046,-98.567246244,-98.567246244,1.0,1.0,,-101.845,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.05143,-98.5989,42.97,-98.5853097233,500.0,1.0,2,500,63.993490411,5.4346e-20,63.993490411,-98.5853097233,-98.5853097233,1.0,1.0,,-101.406,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
34.054,-96.8394,44.86,-98.398640086,236.081462352,0.0138183,1,500,52.1177914531,6.1372e-06,52.1177914531,-98.398640086,-98.398640086,1.00451,2.11791,1.54818,-100.494,0.002,2.75123e-05,23.4658,197.532210512,0.0467208,100,0.8
7.28401,-98.2598,42.61,-98.2597502294,500.0,1.0,2,500,53.5927434527,3.50449e-18,53.5927434527,-98.2597502294,-98.2597502294,1.0,1.0,,-103.898,0.01,0.01,1.0,100.0,0.01,100,0.8
7.40401,-98.4091,41.64,-98.5584373419,500.0,1.0,2,500,57.1084809232,2.1793e-19,57.1084809232,-98.5584373419,-98.5584373419,1.0,1.0,,-102.396,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.30637,-98.4634,41.01,-98.5721310794,500.0,1.0,2,500,51.0024666435,5.43914e-20,51.0024666435,-98.5721310794,-98.5721310794,1.0,1.0,,-101.719,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.22617,-98.5769,43.74,-98.9175052457,500.0,1.0,2,500,49.0570418096,5.4346e-20,49.0570418096,-98.9175052457,-98.9175052457,1.0,1.0,,-101.47,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.8837,-98.3085,44.36,-99.2825950748,417.333424741,0.160964,1,500,49.3370719554,9.95246e-07,49.3370719554,-99.2825950748,-99.2825950748,1.00954,1.19808,0.253579,-101.141,0.002,0.000318886,6.15016,400.540249059,0.0121841,100,0.8
7.34681,-98.9864,43.44,-98.9864166578,500.0,1.0,2,500,54.5207666794,3.50449e-18,54.5207666794,-98.9864166578,-98.9864166578,1.0,1.0,,-104.536,0.01,0.01,1.0,100.0,0.01,100,0.8
7.29016,-98.8438,43.17,-98.7012911208,500.0,1.0,2,500,52.804607979,2.1793e-19,52.804607979,-98.7012911208,-98.7012911208,1.0,1.0,,-102.897,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.30083,-98.7934,40.16,-98.6926350284,500.0,1.0,2,500,101.417551645,5.43914e-20,101.417551645,-98.6926350284,-98.6926350284,1.0,1.0,,-102.103,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.07007,-98.8114,40.14,-98.8653747332,500.0,1.0,2,500,54.3321933775,5.4346e-20,54.3321933775,-98.8653747332,-98.8653747332,1.0,1.0,,-101.678,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
18.5869,-97.6491,42.58,-98.4164956916,299.405287425,0.082211,1,500,63.0993990164,7.9859e-06,63.0993990164,-98.4164956916,-98.4164956916,1.03647,1.66998,2.14475,-100.962,0.002,0.000158636,29.6081,167.085345189,0.0571326,100,0.8
9.57911,-97.9418,44.26,-97.9418439293,500.0,1.0,2,500,92.6862680949,3.50449e-18,92.6862680949,-97.9418439293,-97.9418439293,1.0,1.0,,-103.536,0.01,0.01,1.0,100.0,0.01,100,0.8
8.50157,-98.3892,41.71,-98.8365716741,500.0,1.0,2,500,52.9230855647,2.1793e-19,52.9230855647,-98.8365716741,-98.8365716741,1.0,1.0,,-102.345,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.36515,-97.9863,42.62,-97.1805207091,500.0,1.0,2,500,65.0500316995,5.43914e-20,65.0500316995,-97.1805207091,-97.1805207091,1.0,1.0,,-101.222,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.51645,-98.2376,42.39,-98.9913366516,500.0,1.0,2,500,80.2374892844,5.4346e-20,80.2374892844,-98.9913366516,-98.9913366516,1.0,1.0,,-101.04,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
40.1418,-96.3475,41.72,-97.800405708,240.293290104,0.121079,1,500,61.9542045975,2.24451e-05,61.9542045975,-97.800405708,-97.800405708,1.09367,2.08079,6.71169,-99.9627,0.002,0.000221419,53.2222,75.7568380565,0.097328,100,0.8
7.66908,-98.3638,40.44,-98.3638400815,500.0,1.0,2,500,59.4088657803,3.50449e-18,59.4088657803,-98.3638400815,-98.3638400815,1.0,1.0,,-104.004,0.01,0.01,1.0,100.0,0.01,100,0.8
7.96275,-98.3481,42.29,-98.3322916169,500.0,1.0,2,500,68.6823131871,2.1793e-19,68.6823131871,-98.3322916169,-98.3322916169,1.0,1.0,,-102.433,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.03789,-98.2692,45.56,-98.1114325037,500.0,1.0,2,500,67.651305138,5.43914e-20,67.651305138,-98.1114325037,-98.1114325037,1.0,1.0,,-101.604,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.8597,-98.3227,43.3,-98.4833237248,500.0,1.0,2,500,53.7800324922,5.4346e-20,53.7800324922,-98.4833237248,-98.4833237248,1.0,1.0,,-101.211,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.67266,-97.9949,42.3,-97.444510201,468.322312813,0.103458,1,500,69.3983222163,2.79814e-07,69.3983222163,-97.444510201,-97.444510201,0.999628,1.06764,0.0699013,-100.664,0.002,0.000206994,1.55477,467.371034369,0.00311071,100,0.8
8.04768,-98.6555,42.02,-98.6555053714,500.0,1.0,2,500,65.4193755553,3.50449e-18,65.4193755553,-98.6555053714,-98.6555053714,1.0,1.0,,-104.151,0.01,0.01,1.0,100.0,0.01,100,0.8
7.64513,-99.0647,41.24,-99.4739584924,500.0,1.0,2,500,52.3192604503,2.1793e-19,52.3192604503,-99.4739584924,-99.4739584924,1.0,1.0,,-103.019,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.98379,-99.0147,40.66,-98.9145785951,500.0,1.0,2,500,75.0621833439,5.43914e-20,75.0621833439,-98.9145785951,-98.9145785951,1.0,1.0,,-102.249,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
9.00248,-98.826,43.62,-98.2600618981,500.0,1.0,2,500,133.867340611,5.4346e-20,133.867340611,-98.2600618981,-98.2600618981,1.0,1.0,,-101.724,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
208.648,-82.7177,45.06,-96.9964251544,37.7279089869,0.00387971,1,500,86.7729646291,0.000338896,86.7729646291,-96.9964251544,-96.9964251544,1.37182,13.2528,159.442,-92.1531,0.002,5.65628e-06,280.239,5.84423073179,0.408564,100,0.8
5.98645,-99.5377,40.82,-99.5376697965,500.0,1.0,2,500,36.1995759173,3.50449e-18,36.1995759173,-99.5376697965,-99.5376697965,1.0,1.0,,-104.889,0.01,0.01,1.0,100.0,0.01,100,0.8
6.9221,-99.2804,41.98,-99.0230743618,500.0,1.0,2,500,60.4657103232,2.1793e-19,60.4657103232,-99.0230743618,-99.0230743618,1.0,1.0,,-103.314,0.005,0.005,1.0,200.000000102,0.005,100,0.8
6.69142,-99.3553,41.7,-99.5051613089,500.0,1.0,2,500,38.8488898356,5.43914e-20,38.8488898356,-99.5051613089,-99.5051613089,1.0,1.0,,-102.649,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
6.56319,-99.0611,42.23,-98.1786250476,500.0,1.0,2,500,37.311370685,5.4346e-20,37.311370685,-98.1786250476,-98.1786250476,1.0,1.0,,-101.913,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.7196,-98.7517,37.64,-100.013719648,402.634308504,0.00381564,1,500,33.368312683,9.20678e-07,33.368312683,-100.013719648,-100.013719648,1.00843,1.24182,0.234068,-101.594,0.002,7.56746e-06,2.41714,406.600045068,0.00479385,100,0.8
7.95982,-98.7128,44.18,-98.7128060231,500.0,1.0,2,500,63.9986525714,3.50449e-18,63.9986525714,-98.7128060231,-98.7128060231,1.0,1.0,,-104.292,0.01,0.01,1.0,100.0,0.01,100,0.8
7.42099,-98.8997,42.3,-99.0867018776,500.0,1.0,2,500,47.185514583,2.1793e-19,47.185514583,-99.0867018776,-99.0867018776,1.0,1.0,,-102.845,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.13474,-98.3134,42.19,-97.1408022093,500.0,1.0,2,500,87.1890349817,5.43914e-20,87.1890349817,-97.1408022093,-97.1408022093,1.0,1.0,,-101.535,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.95449,-98.3268,41.48,-98.3667248202,500.0,1.0,2,500,55.1227352769,5.4346e-20,55.1227352769,-98.3667248202,-98.3667248202,1.0,1.0,,-101.117,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
18.7833,-95.6124,42.08,-98.0065362897,164.417323171,2.7585e-08,1,500,63.5767191422,1.00018e-05,63.5767191422,-98.0065362897,-98.0065362897,0.940502,3.04104,2.21176,-99.9935,0.002,5.86602e-11,8.01702,143.043149881,0.0170484,100,0.8
6.4542,-99.3623,41.71,-99.3623359842,500.0,1.0,2,500,42.0774902572,3.50449e-18,42.0774902572,-99.3623359842,-99.3623359842,1.0,1.0,,-104.967,0.01,0.01,1.0,100.0,0.01,100,0.8
6.49423,-99.5615,41.65,-99.7607485461,500.0,1.0,2,500,43.0444366944,2.1793e-19,43.0444366944,-99.7607485461,-99.7607485461,1.0,1.0,,-103.527,0.005,0.005,1.0,200.000000102,0.005,100,0.8
6.89116,-99.4346,42.23,-99.1807026096,500.0,1.0,2,500,58.6034141401,5.43914e-20,58.6034141401,-99.1807026096,-99.1807026096,1.0,1.0,,-102.833,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.23647,-99.0141,44.76,-97.7527105185,500.0,1.0,2,500,65.5357492663,5.4346e-20,65.5357492663,-97.7527105185,-97.7527105185,1.0,1.0,,-101.957,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.95093,-98.313,44.75,-97.3134271729,423.8792244,0.0412309,1,500,89.4910811573,8.01526e-07,89.4910811573,-97.3134271729,-97.3134271729,0.958904,1.17958,0.18425,-101.172,0.002,8.59959e-05,2.02413,416.673326287,0.00422176,100,0.8
9.33312,-98.2318,43.06,-98.2318012285,500.0,1.0,2,500,87.9869349171,3.50449e-18,87.9869349171,-98.2318012285,-98.2318012285,1.0,1.0,,-104.104,0.01,0.01,1.0,100.0,0.01,100,0.8
8.18998,-98.2175,40.61,-98.2032162898,500.0,1.0,2,500,47.5193268221,2.1793e-19,47.5193268221,-98.2032162898,-98.2032162898,1.0,1.0,,-102.37,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.06871,-98.3084,39.97,-98.4901341251,500.0,1.0,2,500,61.7284034228,5.43914e-20,61.7284034228,-98.4901341251,-98.4901341251,1.0,1.0,,-101.699,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.41653,-98.2257,43.64,-97.9778104251,500.0,1.0,2,500,88.8463092016,5.4346e-20,88.8463092016,-97.9778104251,-97.9778104251,1.0,1.0,,-101.162,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
10.1018,-97.7822,41.72,-98.7496322356,391.464782296,0.0037237,1,500,51.8281780271,1.13084e-06,51.8281780271,-98.7496322356,-98.7496322356,0.962463,1.27725,0.261885,-100.75,0.002,7.73785e-06,2.76993,389.971291765,0.00575592,100,0.8
7.41768,-98.2862,42.87,-98.2861682505,500.0,1.0,2,500,55.5777096719,3.50449e-18,55.5777096719,-98.2861682505,-98.2861682505,1.0,1.0,,-103.692,0.01,0.01,1.0,100.0,0.01,100,0.8
7.9409,-98.1212,42.17,-97.9563442322,500.0,1.0,2,500,71.7571574472,2.1793e-19,71.7571574472,-97.9563442322,-97.9563442322,1.0,1.0,,-102.214,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.58882,-98.3809,39.55,-98.9001933937,500.0,1.0,2,500,46.7175446444,5.43914e-20,46.7175446444,-98.9001933937,-98.9001933937,1.0,1.0,,-101.723,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.63637,-98.5531,41.97,-99.0697229805,500.0,1.0,2,500,60.7370823446,5.4346e-20,60.7370823446,-99.0697229805,-99.0697229805,1.0,1.0,,-101.447,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
38.0673,-96.174,42.89,-98.4294765547,185.097868369,7.29621e-05,1,500,91.9685114449,7.41125e-06,91.9685114449,-98.4294765547,-98.4294765547,1.0254,2.70127,1.94811,-100.474,0.002,1.4231e-07,18.3895,175.49363842,0.0358681,100,0.8
7.04977,-98.9305,43.14,-98.9305282036,500.0,1.0,2,500,50.2012508089,3.50449e-18,50.2012508089,-98.9305282036,-98.9305282036,1.0,1.0,,-104.675,0.01,0.01,1.0,100.0,0.01,100,0.8
7.46754,-98.4655,42.65,-98.0004093229,500.0,1.0,2,500,62.0165634238,2.1793e-19,62.0165634238,-98.0004093229,-98.0004093229,1.0,1.0,,-102.528,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.8107,-98.231,42.63,-97.7621658616,500.0,1.0,2,500,71.8817938686,5.43914e-20,71.8817938686,-97.7621658616,-97.7621658616,1.0,1.0,,-101.548,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.92056,-98.4294,41.94,-99.0243290566,500.0,1.0,2,500,68.1293683957,5.4346e-20,68.1293683957,-99.0243290566,-99.0243290566,1.0,1.0,,-101.302,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.39852,-98.1119,44.01,-98.330625334,448.815759076,0.193333,1,500,47.6869422131,4.95107e-07,47.6869422131,-98.330625334,-98.330625334,1.02815,1.11404,0.130844,-100.824,0.002,0.000376078,3.29182,445.026577571,0.00640337,100,0.8
7.81226,-99.0334,41.78,-99.0333593988,500.0,1.0,2,500,61.6478373351,3.50449e-18,61.6478373351,-99.0333593988,-99.0333593988,1.0,1.0,,-104.704,0.01,0.01,1.0,100.0,0.01,100,0.8
7.27953,-99.0948,40.39,-99.1562045259,500.0,1.0,2,500,45.3980514548,2.1793e-19,45.3980514548,-99.1562045259,-99.1562045259,1.0,1.0,,-103.105,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.04393,-98.948,41.53,-98.6543556657,500.0,1.0,2,500,43.1703236238,5.43914e-20,43.1703236238,-98.6543556657,-98.6543556657,1.0,1.0,,-102.223,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
6.71896,-99.0028,36.97,-99.1672042818,500.0,1.0,2,500,32.0106941776,5.4346e-20,32.0106941776,-99.1672042818,-99.1672042818,1.0,1.0,,-101.839,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
61.592,-95.374,39.26,-98.6611193743,140.700476569,0.0112338,1,500,55.1664096866,6.67019e-05,55.1664096866,-98.6611193743,-98.6611193743,1.16937,3.55365,22.8026,-100.157,0.002,1.92133e-05,105.555,28.3412755116,0.180533,100,0.8
6.30674,-98.8829,41.59,-98.8829217205,500.0,1.0,2,500,40.1766956968,3.50449e-18,40.1766956968,-98.8829217205,-98.8829217205,1.0,1.0,,-104.483,0.01,0.01,1.0,100.0,0.01,100,0.8
7.29377,-98.3725,43.79,-97.862099394,500.0,1.0,2,500,66.7699749894,2.1793e-19,66.7699749894,-97.862099394,-97.862099394,1.0,1.0,,-102.474,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.62852,-98.3323,40.73,-98.251699703,500.0,1.0,2,500,68.8636360923,5.43914e-20,68.8636360923,-98.251699703,-98.251699703,1.0,1.0,,-101.681,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.71416,-98.274,42.86,-98.0993178669,500.0,1.0,2,500,64.0499574129,5.4346e-20,64.0499574129,-98.0993178669,-98.0993178669,1.0,1.0,,-101.174,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
16.8769,-97.2166,40.24,-98.0809990375,302.880477757,0.000515795,1,500,83.0485841427,2.47764e-06,83.0485841427,-98.0809990375,-98.0809990375,0.984189,1.65082,0.599978,-100.549,0.002,1.04816e-06,7.36232,308.990865092,0.0149612,100,0.8
6.51543,-99.4895,42.72,-99.489484361,500.0,1.0,2,500,42.8796517688,3.50449e-18,42.8796517688,-99.489484361,-99.489484361,1.0,1.0,,-105.069,0.01,0.01,1.0,100.0,0.01,100,0.8
6.12732,-99.0903,39.19,-98.6911057211,500.0,1.0,2,500,32.644964167,2.1793e-19,32.644964167,-98.6911057211,-98.6911057211,1.0,1.0,,-103.036,0.005,0.005,1.0,200.000000102,0.005,100,0.8
6.55372,-98.9396,41.24,-98.6381143624,500.0,1.0,2,500,54.1711649707,5.43914e-20,54.1711649707,-98.6381143624,-98.6381143624,1.0,1.0,,-102.161,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
6.39536,-98.8118,41.41,-98.4283485023,500.0,1.0,2,500,34.9015799923,5.4346e-20,34.9015799923,-98.4283485023,-98.4283485023,1.0,1.0,,-101.602,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
9.46629,-97.8855,41.31,-98.2843546723,347.24529181,0.000439402,1,500,80.0010159533,1.75476e-06,80.0010159533,-98.2843546723,-98.2843546723,0.993223,1.4399,0.432764,-100.976,0.002,8.848e-07,2.82051,347.750661559,0.0056795,100,0.8
