VarVanillaIw,AvgVanillaIw,AvgDiscRet,VarJ,ESSRenyi,VarDiscRet,AvgRet,MinNormIw,AvgNormIw,MaxNormIw,Bound,VanillaAvgRet,eRenyi2,MinVanillaIw,VarRet,J,MaxVanillaIw,VarNormIw,ESSClassic,AvgEpLen,BatchSize
1.6609491,0.9989102,-2091.3704890246295,208.2415,37.74941246947145,5113440.000518177,-2091.3704890246295,5.567941e-24,0.01,0.037158623,-867.742,-2091.3704890246295,2.6490479,5.5618733e-22,5113440.000518177,-79.18251,3.7118127,0.00016645752,37.76535594931438,200.0,100
0.11605503,0.9952336,-97.99957066859166,49.359814,89.06955394762521,243904.66309820669,-97.99957066859166,0.0005634728,0.010000002,0.01361562,-287.25958,-97.99957066859166,1.1227181,0.056078706,243904.66309820669,-18.497452,1.3550723,1.1716929e-05,89.60591165073127,200.0,100
0.1452878,0.9939406,-10.035603945407901,8.426798,88.44946193453464,99.85154970756294,-10.035603945407901,0.00013697676,0.01,0.013776514,-14.744949,-10.035603945407901,1.1305891,0.013614675,99.85154970756294,-9.131824,1.3693036,1.4706466e-05,87.29096581025428,200.0,100
0.8886935,0.8459159,-8.369173102118168,9.485157,52.88578607749564,59.788242226350896,-8.369173102118168,4.983759e-12,0.01,0.030395513,-9.918015,-8.369173102118168,1.8908672,4.215841e-10,59.788242226350896,-6.665671,2.571205,0.00012419315,44.852861927896534,200.0,100
0.12043089,1.0128726,-10.543384014728671,8.087186,88.99790613332337,59.7573102189333,-10.543384014728671,0.007943255,0.009999999,0.029730849,-12.655974,-10.543384014728671,1.123622,0.80455047,59.7573102189333,-10.280219,3.011356,1.1738924e-05,89.58845089351739,200.0,100
0.21059977,0.9504057,-7.292356099062211,7.4237814,84.77967472756346,52.82095002507078,-7.292356099062211,0.00014686999,0.01,0.015374679,-9.160097,-7.292356099062211,1.179528,0.013958608,52.82095002507078,-6.8979983,1.4612184,2.3315237e-05,81.24660164034005,200.0,100
0.5126252,1.0243752,-7.398290905225349,8.604609,76.90799461536366,54.87420713049936,-7.398290905225349,0.00762392,0.010000002,0.07266256,-9.05453,-7.398290905225349,1.300255,0.78097546,54.87420713049936,-6.69895,7.4433722,4.8851947e-05,67.40204512076905,200.0,100
0.7512707,1.0097961,-8.601448878229697,9.290352,56.83578264612506,55.06787930614796,-8.601448878229697,9.97256e-07,0.010000002,0.024310848,-10.094862,-8.601448878229697,1.759455,0.000100702535,55.06787930614796,-7.34042,2.4549,7.367651e-05,57.82360349258476,200.0,100
0.038749717,1.0054609,-7.599317170705125,6.7002583,96.59407359778324,47.74752266193587,-7.599317170705125,0.007214822,0.010000002,0.016309083,-9.698744,-7.599317170705125,1.0352602,0.72542214,47.74752266193587,-7.530308,1.6398145,3.832994e-06,96.3440524257136,200.0,100
0.25944036,1.0555377,-8.66778151316891,7.320997,80.53177068733127,45.908818960687746,-8.66778151316891,0.0055252365,0.01,0.038640708,-10.505731,-8.66778151316891,1.241746,0.5832096,45.908818960687746,-8.198224,4.0786724,2.328574e-05,81.26588772522638,200.0,100
2.1852038,1.0269493,-7.297915641187157,9.515597,31.74367140340149,56.97965933821247,-7.297915641187157,7.140847e-32,0.01,0.04269837,-8.848665,-7.297915641187157,3.1502342,7.333288e-30,56.97965933821247,-4.918994,4.384906,0.000207202,32.77292251237043,200.0,100
0.05115681,1.0020146,-8.20732215759473,7.4982085,94.78218287387043,57.022372549221565,-8.20732215759473,0.0047369627,0.01,0.01605049,-10.247151,-8.20732215759473,1.0550506,0.4746506,57.022372549221565,-8.078807,1.6082824,5.0951307e-06,95.19803815648525,200.0,100
