AvgVanillaIw,VarNormIw,AvgEpLen,MaxVanillaIw,eRenyi2,VarDiscRet,MinNormIw,J,MinVanillaIw,ESSClassic,VarRet,Bound,BatchSize,VarVanillaIw,ESSRenyi,MaxNormIw,AvgDiscRet,AvgNormIw,VarJ,VanillaAvgRet,AvgRet
0.8366455,0.00080125185,200.0,11.298107,7.897773,4392402.075036766,,4024.096,,11.195210398348525,4392402.075036766,3497.295,100,5.6085663,12.661797530977497,0.13504055,9.094947017729283e-14,0.01,198.87727,-4066.23450637783,9.094947017729283e-14
1.1405753,0.0030928233,200.0,53.527092,54.7254,75.75346257382624,,7.2825203,,3.162658439210563,75.75346257382624,3.1664138,100,40.234943,1.8273050867719671,0.46929908,-1.8474111129762605e-15,0.01,11.569689,-9.209363998777405,-1.8474111129762605e-15
1.24616e-40,0.010000003,200.0,1.2461587e-38,nan,54.87625696609581,,8.06566,,inf,54.87625696609581,1.8354349,100,,nan,1.0,8.881784197001252e-16,0.01,,-8.229191906561585,8.881784197001252e-16
1.0480535,0.0043610437,200.0,55.859444,35.125507,417592.65487915045,,2519.7634,,2.263757966370897,417592.65487915045,2158.5425,100,47.902416,2.8469339671051324,0.53298277,-2.9103830456733704e-13,0.01,609.1578,-2612.537999750744,-2.9103830456733704e-13
0.93672425,0.00011853335,200.0,4.2826715,2.195283,97456.73185994977,1.8350536e-05,83.85485,0.0017189393,46.009158965542625,97456.73185994977,45.147335,100,1.0400738,45.55221486749545,0.04571966,6.963318810448982e-15,0.010000003,64.39994,-133.80471234394173,6.963318810448982e-15
1.1259885,0.0004825043,200.0,8.633822,6.134161,2199.261620811828,,15.982861,,17.31064545195374,2199.261620811828,6.503187,100,6.117431,16.302147934107094,0.07667772,-4.263256414560601e-15,0.01,45.81217,-40.1667367998283,-4.263256414560601e-15
0.79088885,0.0033969188,200.0,32.273193,27.06454,1053.3306338450006,,29.646357,,2.8877116545628656,1053.3306338450006,13.583714,100,21.247896,3.6948714743050797,0.40806234,2.2737367544323206e-15,0.010000002,21.235718,-33.98114742024409,2.2737367544323206e-15
0.9810437,0.0018867549,200.0,32.198044,23.483168,1047.5885216848728,,25.026726,,5.081591645517938,1047.5885216848728,12.951172,100,18.159012,4.258369292320473,0.32820192,2.2026824808563106e-15,0.01,33.85474,-32.298517179368126,2.2026824808563106e-15
0.40760627,0.007588152,200.0,35.111404,97.84359,998.9326024461348,,34.097717,,1.3136688036082167,998.9326024461348,10.905796,100,12.607172,1.0220393612098042,0.8614049,-1.7053025658242404e-15,0.01,37.246166,-37.184383564273816,-1.7053025658242404e-15
1.162687e-39,0.0055362927,200.0,8.369159e-38,nan,1148.3581795015416,,34.269558,,inf,1148.3581795015416,12.978193,100,,nan,0.7198118,,0.01,25.368279,-38.08707122332129,
3.5342329,0.0049503897,200.0,179.08089,127.04806,953.2186817476118,,35.11828,,1.9996460339688253,953.2186817476118,16.755802,100,618.34326,0.7871037300653123,0.50670373,8.526512829121202e-16,0.01,1.3715061,-35.70805206764862,8.526512829121202e-16
0.78371584,0.0026808453,200.0,26.25906,18.634226,1221.8113868445748,,29.797121,,3.6310333489159827,1221.8113868445748,14.369516,100,16.466032,5.3664692501848315,0.33505845,6.465938895416912e-15,0.010000002,27.07184,-37.615132038913096,6.465938895416912e-15
7.7035937,0.00012345682,200.0,17.119099,12.115341,1215.740248036649,,3.8358815,,44.9999949156947,1215.740248036649,-0.53557086,100,73.265884,8.253997841285354,0.022222225,-1.7763568394002505e-15,0.010000002,48.40458,-42.29798474449535,-1.7763568394002505e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1197.483610460141,0.01,2.3841858e-07,1.0,100.0,1197.483610460141,-2.9103568,100,,100.0,0.01,2.3447910280083307e-15,0.009999998,34.431217,-40.381947566369725,2.3447910280083307e-15
1.0,3.5044917e-18,200.0,1.0,1.0,923.1481918680686,0.01,-2.3841858e-07,1.0,100.0,923.1481918680686,-2.5553317,100,,100.0,0.01,7.815970093361102e-16,0.009999998,30.231056,-32.78861494519844,7.815970093361102e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1288.5716933226547,0.01,1.1920929e-07,1.0,100.0,1288.5716933226547,-3.0190187,100,,100.0,0.01,6.465938895416912e-15,0.009999998,35.716747,-40.56985868478222,6.465938895416912e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1223.2588315725861,0.01,-5.662441e-07,1.0,100.0,1223.2588315725861,-2.9415128,100,,100.0,0.01,-8.526512829121202e-16,0.009999998,34.7998,-39.748786875101565,-8.526512829121202e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1168.9667639669774,0.01,-1.3411045e-07,1.0,100.0,1168.9667639669774,-2.8754947,100,,100.0,0.01,1.2256862191861729e-14,0.009999998,34.018776,-41.37684178447319,1.2256862191861729e-14
1.0,3.5044917e-18,200.0,1.0,1.0,1192.0853287338273,0.01,-1.1920929e-07,1.0,100.0,1192.0853287338273,-2.90379,100,,100.0,0.01,-6.1817218011128716e-15,0.009999998,34.353523,-36.07611583880676,-6.1817218011128716e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1127.339264412312,0.01,5.9604645e-08,1.0,100.0,1127.339264412312,-2.823832,100,,100.0,0.01,5.684341886080802e-16,0.009999998,33.407574,-35.11207086640225,5.684341886080802e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1047.015626413226,0.01,-6.482005e-07,1.0,100.0,1047.015626413226,-2.721374,100,,100.0,0.01,-1.0587086762825493e-14,0.009999998,32.195427,-40.07397598286344,-1.0587086762825493e-14
1.0,3.5044917e-18,200.0,1.0,1.0,894.5814220626057,0.01,1.1920929e-07,1.0,100.0,894.5814220626057,-2.5154834,100,,100.0,0.01,6.394884621840901e-16,0.009999998,29.75963,-32.184785162330165,6.394884621840901e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1080.634608080802,0.01,5.662441e-07,1.0,100.0,1080.634608080802,-2.7647183,100,,100.0,0.01,3.552713678800501e-17,0.009999998,32.70823,-37.38986973067971,3.552713678800501e-17
1.0,3.5044917e-18,200.0,1.0,1.0,967.5910674505537,0.01,2.3841858e-07,1.0,100.0,967.5910674505537,-2.6161184,100,,100.0,0.01,4.547473508864641e-15,0.009999998,30.950203,-32.594649079897344,4.547473508864641e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1034.5700204081886,0.01,-5.9604645e-08,1.0,100.0,1034.5700204081886,-2.7051504,100,,100.0,0.01,-9.237055564881303e-16,0.009999998,32.003506,-41.05710772712092,-9.237055564881303e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1110.2382852413227,0.01,5.9604645e-07,1.0,100.0,1110.2382852413227,-2.8023314,100,,100.0,0.01,-6.0751403907488565e-15,0.009999998,33.153217,-32.684689905340306,-6.0751403907488565e-15
1.0,3.5044917e-18,200.0,1.0,1.0,965.0604841043283,0.01,4.7683716e-07,1.0,100.0,965.0604841043283,-2.612695,100,,100.0,0.01,-1.8474111129762605e-15,0.009999998,30.909704,-35.30283680097501,-1.8474111129762605e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1328.9424525007016,0.01,5.9604645e-08,1.0,100.0,1328.9424525007016,-3.0659466,100,,100.0,0.01,1.8474111129762605e-15,0.009999998,36.27193,-38.35860464271595,1.8474111129762605e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1270.8604572120994,0.01,-2.3841858e-07,1.0,100.0,1270.8604572120994,-2.9981992,100,,100.0,0.01,-4.6895820560166614e-15,0.009999998,35.470436,-38.30095098603766,-4.6895820560166614e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1081.5970144426738,0.01,,1.0,100.0,1081.5970144426738,-2.76595,100,,100.0,0.01,-8.597567102697212e-15,0.009999998,32.722794,-37.107985896794894,-8.597567102697212e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1078.9679485315726,0.01,-5.9604645e-08,1.0,100.0,1078.9679485315726,-2.762586,100,,100.0,0.01,-2.3092638912203257e-15,0.009999998,32.682995,-35.668359908593374,-2.3092638912203257e-15
1.0,3.5044917e-18,200.0,1.0,1.0,995.6229802548131,0.01,-1.7881393e-07,1.0,100.0,995.6229802548131,-2.653744,100,,100.0,0.01,-4.831690603168682e-15,0.009999998,31.39533,-35.779436103301805,-4.831690603168682e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1094.4990309599198,0.01,-3.1292439e-07,1.0,100.0,1094.4990309599198,-2.782398,100,,100.0,0.01,-8.881784197001252e-16,0.009999998,32.91738,-32.682307495637616,-8.881784197001252e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1090.4579544739943,0.01,,1.0,100.0,1090.4579544739943,-2.7772563,100,,100.0,0.01,3.552713678800501e-15,0.009999998,32.85656,-34.34135845566687,3.552713678800501e-15
1.0,3.5044917e-18,200.0,1.0,1.0,966.556989461039,0.01,-2.9802322e-07,1.0,100.0,966.556989461039,-2.6147206,100,,100.0,0.01,2.4868995751603505e-15,0.009999998,30.93366,-42.181347294240894,2.4868995751603505e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1083.1166944925112,0.01,3.2782555e-07,1.0,100.0,1083.1166944925112,-2.7678916,100,,100.0,0.01,-2.2026824808563106e-15,0.009999998,32.74577,-40.53041080999077,-2.2026824808563106e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1015.0036696296717,0.01,,1.0,100.0,1015.0036696296717,-2.679448,100,,100.0,0.01,3.907985046680551e-15,0.009999998,31.699427,-34.44515968683725,3.907985046680551e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1257.6911252135633,0.01,-1.7881393e-07,1.0,100.0,1257.6911252135633,-2.982624,100,,100.0,0.01,-2.2026824808563106e-15,0.009999998,35.286175,-37.65982905701871,-2.2026824808563106e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1054.323776029423,0.01,-1.7881393e-07,1.0,100.0,1054.323776029423,-2.7308543,100,,100.0,0.01,7.105427357601002e-16,0.009999998,32.30759,-32.45979544385216,7.105427357601002e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1087.2731325667528,0.01,1.1920929e-07,1.0,100.0,1087.2731325667528,-2.7731977,100,,100.0,0.01,3.623767952376511e-15,0.009999998,32.80854,-35.99741222905671,3.623767952376511e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1073.9263339662652,0.01,1.1920929e-07,1.0,100.0,1073.9263339662652,-2.756124,100,,100.0,0.01,-5.968558980384841e-15,0.009999998,32.606552,-37.23098032381306,-5.968558980384841e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1267.7268184513352,0.01,-2.9802322e-07,1.0,100.0,1267.7268184513352,-2.9945004,100,,100.0,0.01,-7.105427357601002e-17,0.009999998,35.426678,-38.54980320715359,-7.105427357601002e-17
1.0,3.5044917e-18,200.0,1.0,1.0,1054.206141004184,0.01,2.3841858e-07,1.0,100.0,1054.206141004184,-2.7307017,100,,100.0,0.01,4.014566457044566e-15,0.009999998,32.30579,-36.517652485847385,4.014566457044566e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1222.3253704327,0.01,1.7881393e-07,1.0,100.0,1222.3253704327,-2.9403896,100,,100.0,0.01,-4.938272013532696e-15,0.009999998,34.786522,-36.400859303186095,-4.938272013532696e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1178.4008707904477,0.01,5.9604645e-08,1.0,100.0,1178.4008707904477,-2.887075,100,,100.0,0.01,9.237055564881303e-16,0.009999998,34.155773,-41.113481989779274,9.237055564881303e-16
1.0,3.5044917e-18,200.0,1.0,1.0,1007.3659126290313,0.01,4.4703484e-07,1.0,100.0,1007.3659126290313,-2.669347,100,,100.0,0.01,-3.481659405224491e-15,0.009999998,31.579933,-35.98520025945434,-3.481659405224491e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1111.7484225377134,0.01,3.2782555e-07,1.0,100.0,1111.7484225377134,-2.8042371,100,,100.0,0.01,7.105427357601002e-17,0.009999998,33.17576,-38.21133634771771,7.105427357601002e-17
1.0,3.5044917e-18,200.0,1.0,1.0,1067.1150055044131,0.01,-2.3841858e-07,1.0,100.0,1067.1150055044131,-2.7473702,100,,100.0,0.01,1.9184653865522706e-15,0.009999998,32.502983,-40.50292835124509,1.9184653865522706e-15
1.0,3.5044917e-18,200.0,1.0,1.0,1061.433053649476,0.01,5.9604645e-07,1.0,100.0,1061.433053649476,-2.7400455,100,,100.0,0.01,-3.126388037344441e-15,0.009999998,32.416332,-42.22774055381985,-3.126388037344441e-15
1.0,3.5044917e-18,200.0,1.0,1.0,919.665014828746,0.01,2.9802322e-07,1.0,100.0,919.665014828746,-2.5505059,100,,100.0,0.01,8.917311333789257e-15,0.009999998,30.17397,-31.42568503799907,8.917311333789257e-15
1.0,3.5044917e-18,200.0,1.0,1.0,971.6784396573653,0.01,2.3841858e-07,1.0,100.0,971.6784396573653,-2.6216383,100,,100.0,0.01,2.7000623958883807e-15,0.009999998,31.015509,-34.81096157847765,2.7000623958883807e-15
