AvgVanillaIw,ESSRenyi,AvgRet,AvgDiscRet,VarDiscRet,AvgEpLen,VarNormIw,AvgNormIw,MaxVanillaIw,BatchSize,MinVanillaIw,eRenyi2,MaxNormIw,ESSClassic,MinNormIw,VarVanillaIw,J,Bound,Delta,VanillaAvgRet,VarJ,VarRet,IterType,EpsThisIter
6.76073,227.580941103,86.8148321488,86.8148321488,55.494354488,500.0,0.000156842,0.002,302.764,500,0.053113,2.19702,0.0895654,12.4588707809,1.57122e-05,1792.22,96.69,90.2135,0.5,86.8148321488,6.54629,55.494354488,1,100
1.0,500.0,87.612413969,87.612413969,59.3602680015,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,87.6124,77.6903,0.5,87.612413969,7.66594,59.3602680015,2,100
1.0,500.0,84.3295153097,84.3295153097,145.653258084,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.971,78.955,0.5,84.3295153097,10.2067,145.653258084,2,100
1.0,500.0,80.8623174542,80.8623174542,123.578744777,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.2681,78.5395,0.5,80.8623174542,10.7718,123.578744777,2,100
1.0,500.0,83.4452940944,83.4452940944,51.3348179026,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.0624,79.1013,0.5,83.4452940944,9.99279,51.3348179026,2,100
0.999991,500.0,85.0124859563,85.0124859563,22.7844868403,500.0,1.82888e-14,0.002,1.0001,500,0.999775,1.0,0.00200021,500.000381372,0.00199957,4.5724e-09,84.2529,79.8156,0.5,85.0124859563,9.19408,22.7844868403,1,100
1.0,500.0,91.2288124917,91.2288124917,19.6640393902,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,91.2288,81.7203,0.5,91.2288124917,4.41219,19.6640393902,2,100
1.0,500.0,88.5497045311,88.5497045311,52.4087035371,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,89.8893,83.0009,0.5,88.5497045311,6.12131,52.4087035371,2,100
1.0,500.0,83.9629972243,83.9629972243,115.900481921,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.9138,82.2822,0.5,83.9629972243,8.42805,115.900481921,2,100
1.0,500.0,86.6304129073,86.6304129073,93.4418626003,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.593,82.7159,0.5,86.6304129073,8.75841,93.4418626003,2,100
1.0,500.0,89.235911892,89.235911892,56.0977377465,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,87.9215,83.5369,0.5,89.235911892,8.53856,56.0977377465,1,100
1.0,500.0,87.3602579438,87.3602579438,69.1076958554,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,87.3603,77.685,0.5,87.3602579438,8.27143,69.1076958554,2,100
1.0,500.0,81.7759591079,81.7759591079,121.994759013,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.5681,77.7267,0.5,81.7759591079,10.1189,121.994759013,2,100
1.0,500.0,83.7512863422,83.7512863422,75.9189626958,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.2958,78.7098,0.5,83.7512863422,9.66761,75.9189626958,2,100
1.0,500.0,84.8576597815,84.8576597815,49.8682111602,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.4363,79.5987,0.5,84.8576597815,9.08288,49.8682111602,2,100
1.0,500.0,85.1513454936,85.1513454936,36.9376221822,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.5793,80.2524,0.5,85.1513454936,8.56705,36.9376221822,1,100
1.0,500.0,85.9490895416,85.9490895416,58.446569855,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.9491,76.0709,0.5,85.9490895416,7.60671,58.446569855,2,100
1.0,500.0,81.4709049018,81.4709049018,116.21155207,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.71,76.725,0.5,81.4709049018,9.56396,116.21155207,2,100
1.0,500.0,88.9438145941,88.9438145941,18.1159392344,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.4546,79.7514,0.5,88.9438145941,8.54664,18.1159392344,2,100
1.0,500.0,87.4820023221,87.4820023221,25.9658291073,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.9614,81.0223,0.5,87.4820023221,7.8728,25.9658291073,2,100
1.0,500.0,87.5399010352,87.5399010352,44.2300152944,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.2772,81.8595,0.5,87.5399010352,7.66427,44.2300152944,1,100
1.0,500.0,89.1501402588,89.1501402588,33.3569490122,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,89.1501,79.4465,0.5,89.1501402588,5.7466,33.3569490122,2,100
1.0,500.0,88.2008245075,88.2008245075,39.3116572593,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,88.6755,81.814,0.5,88.2008245075,6.01633,39.3116572593,2,100
1.0,500.0,87.041616751,87.041616751,30.8370194367,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,88.1309,82.5285,0.5,87.041616751,5.90765,30.8370194367,2,100
1.0,500.0,88.5133270761,88.5133270761,41.9178773001,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,88.2265,83.3747,0.5,88.5133270761,6.04792,41.9178773001,2,100
1.0,500.0,83.1050578038,83.1050578038,75.0363741384,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,87.2022,82.8626,0.5,83.1050578038,6.95095,75.0363741384,1,100
1.0,500.0,86.1600752865,86.1600752865,70.2722288809,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,86.1601,76.5101,0.5,86.1600752865,8.34083,70.2722288809,2,100
1.0,500.0,84.4236572266,84.4236572266,61.5958964945,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.2919,78.4683,0.5,84.4236572266,8.12579,61.5958964945,2,100
1.0,500.0,86.3450541172,86.3450541172,106.765152133,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.6429,80.0715,0.5,86.3450541172,8.91617,106.765152133,2,100
1.0,500.0,82.0064366538,82.0064366538,68.3714970082,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.7338,79.9088,0.5,82.0064366538,8.8896,68.3714970082,2,100
1.0,500.0,84.2309913671,84.2309913671,29.3496100183,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.6332,80.3176,0.5,84.2309913671,8.31094,29.3496100183,1,100
1.0,500.0,83.3357079862,83.3357079862,142.754591309,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.3357,73.8336,0.5,83.3357079862,11.8881,142.754591309,2,100
1.0,500.0,86.2029692789,86.2029692789,94.0007323837,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.7693,77.8304,0.5,86.2029692789,10.9201,94.0007323837,2,100
1.0,500.0,84.1821171953,84.1821171953,127.28928972,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.5736,78.908,0.5,84.1821171953,11.0264,127.28928972,2,100
1.0,500.0,86.3526810143,86.3526810143,57.5477689057,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.0184,80.1118,0.5,86.3526810143,10.2967,57.5477689057,2,100
1.0,500.0,87.7131254797,87.7131254797,47.344415812,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.5573,81.1687,0.5,87.7131254797,9.76495,47.344415812,1,100
1.0,500.0,89.9314115109,89.9314115109,21.2690637755,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,89.9314,80.2027,0.5,89.9314115109,4.58872,21.2690637755,2,100
1.0,500.0,81.8806773929,81.8806773929,63.1852840519,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.906,79.0268,0.5,81.8806773929,7.61633,63.1852840519,2,100
1.0,500.0,83.2703537723,83.2703537723,62.4817549207,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.0275,79.4106,0.5,83.2703537723,7.79968,62.4817549207,2,100
1.0,500.0,85.3200636034,85.3200636034,48.0082110538,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.1006,80.2363,0.5,85.3200636034,7.58448,48.0082110538,2,100
1.0,500.0,85.2649236444,85.2649236444,33.4246972267,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.1335,80.7827,0.5,85.2649236444,7.25547,33.4246972267,1,100
1.0,500.0,90.13601616,90.13601616,16.3840183195,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,90.136,80.4243,0.5,90.13601616,4.02743,16.3840183195,2,100
1.0,500.0,84.190155529,84.190155529,18.0658499236,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.1631,80.2959,0.5,84.190155529,5.08832,18.0658499236,2,100
1.0,500.0,83.2776873946,83.2776873946,63.0375656504,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.868,80.2609,0.5,83.2776873946,6.43567,63.0375656504,2,100
1.0,500.0,90.2077868308,90.2077868308,26.584193321,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.9529,82.0971,0.5,90.2077868308,6.41672,26.584193321,2,100
1.0,500.0,87.137978251,87.137978251,57.5289580911,500.0,3.22219e-19,0.002,1.0,500,0.999999,1.0,0.002,500.000006643,0.002,4.52668e-14,86.9899,82.6467,0.5,87.137978251,6.6585,57.5289580911,1,100
1.0,500.0,89.6838069746,89.6838069746,46.7238770138,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,89.6838,80.0226,0.5,89.6838069746,6.80122,46.7238770138,2,100
1.0,500.0,85.5863140003,85.5863140003,71.9080033459,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.6351,80.8036,0.5,85.5863140003,7.93222,71.9080033459,2,100
1.0,500.0,83.8687864594,83.8687864594,81.4510018427,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.3796,80.8017,0.5,83.8687864594,8.48397,81.4510018427,2,100
1.0,500.0,85.1137076766,85.1137076766,45.0850610294,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.0632,81.2326,0.5,85.1137076766,8.08964,45.0850610294,2,100
1.0,500.0,87.7989198177,87.7989198177,29.8070582664,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.4103,82.0897,0.5,87.7989198177,7.66406,29.8070582664,1,100
1.0,500.0,85.7623441664,85.7623441664,75.9639531574,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.7624,76.2533,0.5,85.7623441664,8.67204,75.9639531574,2,100
1.0,500.0,88.8877215506,88.8877215506,22.4093005965,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.325,80.5247,0.5,88.8877215506,7.151,22.4093005965,2,100
1.0,500.0,84.6872615471,84.6872615471,81.3461796644,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.4458,80.8933,0.5,84.6872615471,7.90453,81.3461796644,2,100
1.0,500.0,84.7322543824,84.7322543824,104.128356313,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.0174,81.2043,0.5,84.7322543824,8.55473,104.128356313,2,100
1.0,500.0,84.4052143095,84.4052143095,36.0822307369,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.695,81.39,0.5,84.4052143095,8.13062,36.0822307369,1,100
1.0,500.0,86.2374128566,86.2374128566,23.8298482225,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,86.2374,77.0775,0.5,86.2374128566,4.85711,23.8298482225,2,100
1.0,500.0,82.6581232032,82.6581232032,92.8281012984,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.4478,77.9682,0.5,82.6581232032,7.80695,92.8281012984,2,100
1.0,500.0,86.3623192955,86.3623192955,47.0982748164,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.086,79.6373,0.5,86.3623192955,7.54913,47.0982748164,2,100
1.0,500.0,85.7718678807,85.7718678807,79.477232485,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.2574,80.4678,0.5,85.7718678807,7.90575,79.477232485,2,100
1.0,500.0,81.5348419945,81.5348419945,109.415945547,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.5129,80.1577,0.5,81.5348419945,8.59548,109.415945547,1,100
1.0,500.0,87.9853947228,87.9853947228,86.7882232853,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,87.9854,78.2127,0.5,87.9853947228,9.26932,86.7882232853,2,100
1.0,500.0,82.4333948471,82.4333948471,85.5646444107,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.2094,78.2991,0.5,82.4333948471,9.64473,85.5646444107,2,100
1.0,500.0,84.2453341913,84.2453341913,100.009785899,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.8881,79.2064,0.5,84.2453341913,9.75826,100.009785899,2,100
1.0,500.0,88.349783543,88.349783543,23.2761222527,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.7535,80.833,0.5,88.349783543,8.9121,23.2761222527,2,100
1.0,500.0,80.9344080219,80.9344080219,114.861589912,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.7897,80.3887,0.5,80.9344080219,9.48677,114.861589912,1,100
1.0,500.0,85.443464441,85.443464441,62.1688366331,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.4435,75.934,0.5,85.443464441,7.8452,62.1688366331,2,100
1.0,500.0,88.2756415699,88.2756415699,26.6838459453,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.8596,80.0803,0.5,88.2756415699,6.7814,26.6838459453,2,100
1.0,500.0,87.4104410515,87.4104410515,13.0625775269,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.0432,81.508,0.5,87.4104410515,5.91915,13.0625775269,2,100
1.0,500.0,85.0811033744,85.0811033744,84.1673052052,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.5527,81.7524,0.5,85.0811033744,6.91596,84.1673052052,2,100
1.0,500.0,86.1488128024,86.1488128024,60.3870341852,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.4719,82.095,0.5,86.1488128024,7.08852,60.3870341852,1,100
1.0,500.0,85.8295159178,85.8295159178,114.187640952,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.8295,76.2834,0.5,85.8295159178,10.6323,114.187640952,2,100
1.0,500.0,88.8589289556,88.8589289556,58.1670787604,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.3442,80.4977,0.5,88.8589289556,9.36002,58.1670787604,2,100
1.0,500.0,89.3325000551,89.3325000551,20.5064502255,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,88.007,82.4168,0.5,89.3325000551,8.12725,20.5064502255,2,100
1.0,500.0,85.4775202668,85.4775202668,25.825168574,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.3746,82.5334,0.5,85.4775202668,7.55848,25.825168574,2,100
1.0,500.0,89.091671843,89.091671843,50.75792005,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,87.718,83.3879,0.5,89.091671843,7.49842,50.75792005,1,100
1.0,500.0,83.7703313358,83.7703313358,94.615248358,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.7703,73.9933,0.5,83.7703313358,9.67828,94.615248358,2,100
1.0,500.0,77.7540983986,77.7540983986,100.088248586,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,80.7622,73.8488,0.5,77.7540983986,10.2678,100.088248586,2,100
1.0,500.0,91.0495205374,91.0495205374,8.58839227939,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.1913,78.5465,0.5,91.0495205374,9.83038,8.58839227939,2,100
1.0,500.0,85.9966590055,85.9966590055,95.5553485359,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.6426,79.7541,0.5,85.9966590055,9.83556,95.5553485359,2,100
1.0,500.0,86.9113750417,86.9113750417,101.589902523,500.0,1.17328e-19,0.002,1.0,500,0.999999,1.0,0.002,500.000006643,0.002,1.8739e-14,85.0964,80.724,0.5,86.9113750417,9.9161,101.589902523,1,100
1.0,500.0,87.5281969297,87.5281969297,142.21591366,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,87.5282,77.7793,0.5,87.5281969297,11.8657,142.21591366,2,100
1.0,500.0,85.1859824147,85.1859824147,93.7349559308,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.3571,79.4636,0.5,85.1859824147,10.8705,93.7349559308,2,100
1.0,500.0,80.5703412791,80.5703412791,114.257837873,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.4282,78.7996,0.5,80.5703412791,11.1321,114.257837873,2,100
1.0,500.0,88.3239293095,88.3239293095,18.0752628372,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.4021,80.5276,0.5,88.3239293095,10.0131,18.0752628372,2,100
1.0,500.0,87.7122206612,87.7122206612,80.829808562,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.8641,81.5043,0.5,87.7122206612,9.85233,80.829808562,1,100
1.0,500.0,91.3439424179,91.3439424179,24.3382053035,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,91.3439,81.4961,0.5,91.3439424179,4.90865,24.3382053035,2,100
1.0,500.0,87.1927715011,87.1927715011,53.2462518994,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,89.2684,82.3049,0.5,87.1927715011,6.53547,53.2462518994,2,100
1.0,500.0,90.6011085478,90.6011085478,26.3820512413,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,89.7126,84.027,0.5,90.6011085478,6.1299,26.3820512413,2,100
1.0,500.0,86.8865078992,86.8865078992,16.3023207488,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,89.0061,84.0821,0.5,86.8865078992,5.80639,16.3023207488,2,100
1.0,500.0,84.8959661175,84.8959661175,57.9375698812,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,88.1841,83.78,0.5,84.8959661175,6.4145,57.9375698812,1,100
1.0,500.0,90.4508008865,90.4508008865,31.2592438996,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,90.4508,80.6616,0.5,90.4508008865,5.56297,31.2592438996,2,100
1.0,500.0,90.1803530336,90.1803530336,17.5959688506,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,90.3156,83.3936,0.5,90.1803530336,4.91951,17.5959688506,2,100
1.0,500.0,90.8498754099,90.8498754099,14.3114534346,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,90.4937,84.8419,0.5,90.8498754099,4.57391,14.3114534346,2,100
1.0,500.0,88.7109375516,88.7109375516,69.4471942188,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,90.048,85.1534,0.5,88.7109375516,5.78572,69.4471942188,2,100
1.0,500.0,85.3116702112,85.3116702112,187.551596764,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,89.1007,84.646,0.5,85.3116702112,8.21609,187.551596764,1,100
1.0,500.0,85.7909733268,85.7909733268,107.205903112,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.791,76.2646,0.5,85.7909733268,10.3021,107.205903112,2,100
1.0,500.0,88.0559866336,88.0559866336,89.4434833447,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.9235,80.0062,0.5,88.0559866336,9.93096,89.4434833447,2,100
1.0,500.0,88.2528317735,88.2528317735,31.0754023023,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.3666,81.7187,0.5,88.2528317735,8.74053,31.0754023023,2,100
1.0,500.0,86.2365223562,86.2365223562,82.7974038269,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.0841,82.1928,0.5,86.2365223562,8.83343,82.7974038269,2,100
1.0,500.0,80.7510168299,80.7510168299,105.289310317,500.0,7.40908e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,5.04072e-15,85.8175,81.4426,0.5,80.7510168299,9.47038,105.289310317,1,100
1.0,500.0,88.5955470557,88.5955470557,16.9107253446,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.5955,79.2586,0.5,88.5955470557,4.09165,16.9107253446,2,100
1.0,500.0,83.8262269143,83.8262269143,146.660928289,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.2109,79.4818,0.5,83.8262269143,9.30884,146.660928289,2,100
1.0,500.0,86.6841818915,86.6841818915,26.0686101514,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.3686,80.8743,0.5,86.6841818915,8.14998,26.0686101514,2,100
1.0,500.0,81.943626458,81.943626458,107.091821052,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.2624,80.4884,0.5,81.943626458,8.94389,107.091821052,2,100
1.0,500.0,83.7993669445,83.7993669445,78.0274470481,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.9698,80.5356,0.5,83.7993669445,8.93233,78.0274470481,1,100
1.0,500.0,84.0102452919,84.0102452919,136.084461647,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,84.0102,74.1066,0.5,84.0102452919,11.607,136.084461647,2,100
1.0,500.0,85.1854517201,85.1854517201,102.408914942,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.5978,77.5949,0.5,85.1854517201,10.8812,102.408914942,2,100
1.0,500.0,84.185991909,84.185991909,105.249019447,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.4606,78.7106,0.5,84.185991909,10.6632,105.249019447,2,100
1.0,500.0,89.0215350659,89.0215350659,41.557158333,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.6008,80.6211,0.5,89.0215350659,9.97311,41.557158333,2,100
1.0,500.0,88.6893794931,88.6893794931,22.3382629498,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.2185,81.7646,0.5,88.6893794931,9.24769,22.3382629498,1,100
1.0,500.0,92.179440882,92.179440882,17.8073825454,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,92.1794,82.4116,0.5,92.179440882,4.19873,17.8073825454,2,100
1.0,500.0,79.1677731872,79.1677731872,162.140904439,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.6736,78.7667,0.5,79.1677731872,11.463,162.140904439,2,100
1.0,500.0,81.5084966793,81.5084966793,115.650782058,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.2852,78.6458,0.5,81.5084966793,11.3851,115.650782058,2,100
1.0,500.0,84.7467767955,84.7467767955,110.356929342,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.4006,79.5167,0.5,84.7467767955,11.161,110.356929342,2,100
1.0,500.0,89.1272340433,89.1272340433,26.7181597082,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.3459,80.9776,0.5,89.1272340433,10.4173,26.7181597082,1,100
1.0,500.0,82.2321624911,82.2321624911,83.743310264,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,82.2322,72.7287,0.5,82.2321624911,9.10527,83.743310264,2,100
1.0,500.0,87.0378111095,87.0378111095,26.2137672053,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.635,77.7805,0.5,87.0378111095,7.75901,26.2137672053,2,100
1.0,500.0,81.0646384751,81.0646384751,89.2969365478,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,83.4449,77.8482,0.5,81.0646384751,8.51091,89.2969365478,2,100
1.0,500.0,91.351039727,91.351039727,23.0057521826,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.4214,80.4836,0.5,91.351039727,8.46999,23.0057521826,2,100
1.0,500.0,84.8007913351,84.8007913351,92.6503047934,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.2973,80.8808,0.5,84.8007913351,8.70626,92.6503047934,1,100
1.0,500.0,85.1615668246,85.1615668246,161.45710356,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.1616,75.5633,0.5,85.1615668246,12.6429,161.45710356,2,100
1.0,500.0,88.3754790155,88.3754790155,75.3102439745,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.7685,79.8187,0.5,88.3754790155,10.9445,75.3102439745,2,100
1.0,500.0,84.0184153896,84.0184153896,65.0941942747,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.8518,80.1774,0.5,84.0184153896,10.1497,65.0941942747,2,100
