Bound,Delta,VarRet,MinVanillaIw,MaxNormIw,J,eRenyi2,MinNormIw,VarNormIw,AvgNormIw,VarJ,AvgDiscRet,IterType,BatchSize,EpsThisIter,VarVanillaIw,MaxVanillaIw,AvgEpLen,VanillaAvgRet,ESSRenyi,ESSClassic,AvgVanillaIw,VarDiscRet,AvgRet
-100.238,0.6,1347.1949785,0.673525,0.0099509,-75.6201,1.04489,0.00338356,1.0102e-06,0.005,62.7595,-68.1575630011,1,200,100,0.0400281,1.98081,98.34,-68.1575630011,191.407830564,192.2696566,0.99529,1347.1949785,-68.1575630011
-122.401,0.6,8329.8952092,1.0,0.01,-88.3445,1.0,0.01,3.50449e-18,0.01,90.8108,-88.3444951203,2,200,100,,1.0,121.34,-88.3444951203,200.0,100.0,1.0,8329.8952092,-88.3444951203
-103.986,0.6,3788.87011439,0.135441,0.0116076,-77.6064,1.19972,0.000692957,4.82909e-06,0.005,67.0059,-75.088668552,1,200,100,0.184481,2.26874,106.88,-75.088668552,166.705991829,167.757404447,0.977267,3788.87011439,-75.088668552
-118.106,0.6,6017.24779402,1.0,0.01,-84.0483,1.0,0.01,3.50449e-18,0.01,77.1821,-84.0482943702,2,200,100,,1.0,117.22,-84.0482943702,200.0,100.0,1.0,6017.24779402,-84.0482943702
-103.872,0.6,7109.01402744,0.00261484,0.0168648,-74.4115,1.49634,1.36249e-05,1.43799e-05,0.005,45.702,-88.4482214518,1,200,100,0.529643,3.23663,122.5,-88.4482214518,133.659672137,127.200412975,0.959584,7109.01402744,-88.4482214518
-111.045,0.6,3746.05528968,1.0,0.01,-76.986,1.0,0.01,3.50449e-18,0.01,60.8982,-76.9859537505,2,200,100,,1.0,108.4,-76.9859537505,200.0,100.0,1.0,3746.05528968,-76.9859537505
-101.616,0.6,8237.27885865,0.000827469,0.0130119,-71.4617,1.56772,4.22826e-06,1.47001e-05,0.005,34.0023,-91.4138240458,1,200,100,0.562988,2.54643,125.55,-91.4138240458,127.574010337,126.178022732,0.978499,8237.27885865,-91.4138240458
-119.404,0.6,7246.52128075,1.0,0.01,-85.3447,1.0,0.01,3.50449e-18,0.01,84.6998,-85.344729211,2,200,100,,1.0,117.98,-85.344729211,200.0,100.0,1.0,7246.52128075,-85.344729211
-101.63,0.6,4926.66372894,1.38571e-06,0.0256083,-72.8669,1.42632,6.84342e-09,1.27116e-05,0.005,60.6158,-77.7450239158,1,200,100,0.521196,5.18538,109.06,-77.7450239158,140.221285513,132.808989362,1.01244,4926.66372894,-77.7450239158
-105.318,0.6,2569.53722654,1.0,0.01,-71.2589,1.0,0.01,3.50449e-18,0.01,50.4365,-71.2588512117,2,200,100,,1.0,101.79,-71.2588512117,200.0,100.0,1.0,2569.53722654,-71.2588512117
-96.6255,0.6,6060.07992181,4.34409e-05,0.0110625,-67.7352,1.43898,2.32544e-07,1.43109e-05,0.005,24.4518,-82.5585149483,1,200,100,0.499406,2.06656,114.74,-82.5585149483,138.987685288,127.422986008,0.934034,6060.07992181,-82.5585149483
-119.515,0.6,7207.44205424,1.0,0.01,-85.4555,1.0,0.01,3.50449e-18,0.01,84.4711,-85.4555426985,2,200,100,,1.0,117.57,-85.4555426985,200.0,100.0,1.0,7207.44205424,-85.4555426985
-109.868,0.6,8199.55905941,0.149897,0.0103462,-83.7481,1.17622,0.000743948,4.44936e-06,0.005,78.4479,-91.1645769195,1,200,100,0.180634,2.08465,125.41,-91.1645769195,170.036571024,169.9113083,1.00745,8199.55905941,-91.1645769195
-121.183,0.6,7142.8231689,1.0,0.01,-87.1231,1.0,0.01,3.50449e-18,0.01,84.0916,-87.1231035577,2,200,100,,1.0,120.72,-87.1231035577,200.0,100.0,1.0,7142.8231689,-87.1231035577
-105.044,0.6,4930.27409893,0.22897,0.0088109,-79.3409,1.13898,0.00112916,2.75906e-06,0.005,68.9344,-79.2332011592,1,200,100,0.11345,1.78666,110.71,-79.2332011592,175.595648524,180.210889705,1.01389,4930.27409893,-79.2332011592
-117.945,0.6,7286.6152798,1.0,0.01,-83.8851,1.0,0.01,3.50449e-18,0.01,84.9338,-83.8850784987,2,200,100,,1.0,115.72,-83.8850784987,200.0,100.0,1.0,7286.6152798,-83.8850784987
-100.337,0.6,3745.83201093,0.0786319,0.064403,-73.1258,1.27661,0.000351886,2.72664e-05,0.005,57.792,-76.3979469682,1,200,100,1.36151,14.3914,107.55,-76.3979469682,156.665471093,95.9139107011,1.11729,3745.83201093,-76.3979469682
-118.741,0.6,5989.97487595,1.0,0.01,-84.6836,1.0,0.01,3.50449e-18,0.01,77.007,-84.6836230437,2,200,100,,1.0,117.86,-84.6836230437,200.0,100.0,1.0,5989.97487595,-84.6836230437
-104.656,0.6,6105.31180357,0.0852733,0.0129967,-77.7433,1.24875,0.000421917,5.94064e-06,0.005,58.5891,-82.4127513728,1,200,100,0.242663,2.62674,114.25,-82.4127513728,160.160255566,161.75502099,1.01054,6105.31180357,-82.4127513728
-119.277,0.6,7229.17864937,1.0,0.01,-85.2179,1.0,0.01,3.50449e-18,0.01,84.5984,-85.2179440261,2,200,100,,1.0,117.6,-85.2179440261,200.0,100.0,1.0,7229.17864937,-85.2179440261
-109.241,0.6,8265.64765491,0.749743,0.0213669,-83.7425,1.12093,0.00364948,4.06031e-06,0.005,74.6464,-89.5637981945,1,200,100,0.171365,4.38959,123.43,-89.5637981945,178.423640993,172.176213039,1.02719,8265.64765491,-89.5637981945
-120.269,0.6,7169.72366034,1.0,0.01,-86.2105,1.0,0.01,3.50449e-18,0.01,84.2498,-86.2105532146,2,200,100,,1.0,119.12,-86.2105532146,200.0,100.0,1.0,7169.72366034,-86.2105532146
-106.942,0.6,9399.10553455,4.4386e-06,0.0167676,-77.3806,1.50656,2.45125e-08,1.57829e-05,0.005,73.1391,-92.4269660595,1,200,100,0.51749,3.03619,125.87,-92.4269660595,132.752701052,122.83803455,0.905372,9399.10553455,-92.4269660595
-112.714,0.6,4972.44390598,1.0,0.01,-78.6548,1.0,0.01,3.50449e-18,0.01,70.1621,-78.6547653185,2,200,100,,1.0,109.63,-78.6547653185,200.0,100.0,1.0,4972.44390598,-78.6547653185
-112.644,0.6,11300.231349,0.360166,0.0147794,-87.2291,1.11358,0.00187389,2.59753e-06,0.005,85.2382,-101.161558828,1,200,100,0.0959575,2.84064,136.51,-101.161558828,179.601639977,181.260938462,0.961013,11300.231349,-101.161558828
-102.272,0.6,1421.08979049,1.0,0.01,-68.2151,1.0,0.01,3.50449e-18,0.01,37.5084,-68.2151260817,2,200,100,,1.0,97.45,-68.2151260817,200.0,100.0,1.0,1421.08979049,-68.2151260817
-95.6152,0.6,3775.25669686,0.552306,0.0110473,-70.8583,1.05673,0.00280731,1.65158e-06,0.005,40.6964,-76.4790521747,1,200,100,0.0639262,2.17342,107.7,-76.4790521747,189.26245786,187.664233669,0.983692,3775.25669686,-76.4790521747
-122.196,0.6,7095.07955153,1.0,0.01,-88.1365,1.0,0.01,3.50449e-18,0.01,83.8101,-88.1365400663,2,200,100,,1.0,122.09,-88.1365400663,200.0,100.0,1.0,7095.07955153,-88.1365400663
-103.908,0.6,2592.7165492,0.819531,0.0112363,-79.199,1.05257,0.00417987,1.03581e-06,0.005,63.0437,-73.222745668,1,200,100,0.0398186,2.20305,104.5,-73.222745668,190.010709413,192.081391783,0.980331,2592.7165492,-73.222745668
-118.773,0.6,7202.65048669,1.0,0.01,-84.7133,1.0,0.01,3.50449e-18,0.01,84.443,-84.7132687226,2,200,100,,1.0,117.13,-84.7132687226,200.0,100.0,1.0,7202.65048669,-84.7132687226
-105.286,0.6,4945.62731592,0.669387,0.0180955,-79.9152,1.1098,0.00330221,3.78671e-06,0.005,71.7777,-80.1592375709,1,200,100,0.155599,3.66813,111.71,-80.1592375709,180.213447658,173.805629248,1.01354,4945.62731592,-80.1592375709
-109.262,0.6,3751.03558586,1.0,0.01,-75.2027,1.0,0.01,3.50449e-18,0.01,60.9387,-75.202749261,2,200,100,,1.0,106.53,-75.202749261,200.0,100.0,1.0,3751.03558586,-75.202749261
-96.7316,0.6,2583.9160289,0.852561,0.00771347,-72.2476,1.03353,0.00428529,5.20434e-07,0.005,50.3539,-71.2530319461,1,200,100,0.0205995,1.5346,101.61,-71.2530319461,193.511200944,195.941375163,0.994753,2583.9160289,-71.2530319461
-125.296,0.6,8229.73597286,1.0,0.01,-91.2369,1.0,0.01,3.50449e-18,0.01,90.2632,-91.236942469,2,200,100,,1.0,125.46,-91.236942469,200.0,100.0,1.0,8229.73597286,-91.236942469
-108.396,0.6,3775.50282065,0.615215,0.0115211,-83.9101,1.03372,0.0031009,7.82715e-07,0.005,75.0358,-78.0980667992,1,200,100,0.0308092,2.28576,110.49,-78.0980667992,193.476633589,193.957847027,0.991993,3775.50282065,-78.0980667992
-113.597,0.6,4909.34279964,1.0,0.01,-79.54,1.0,0.01,3.50449e-18,0.01,69.7155,-79.5399579623,2,200,100,,1.0,111.52,-79.5399579623,200.0,100.0,1.0,4909.34279964,-79.5399579623
-99.5035,0.6,3786.73574095,0.0170743,0.00923754,-72.4461,1.26222,8.39182e-05,6.05136e-06,0.005,50.0774,-75.7725915508,1,200,100,0.250511,1.8795,106.88,-75.7725915508,158.451548705,161.18059739,1.01732,3786.73574095,-75.7725915508
-112.443,0.6,4941.08697627,1.0,0.01,-78.3843,1.0,0.01,3.50449e-18,0.01,69.9405,-78.3843374087,2,200,100,,1.0,109.64,-78.3843374087,200.0,100.0,1.0,4941.08697627,-78.3843374087
-96.1138,0.6,1367.35281832,0.268264,0.00774156,-71.2244,1.06803,0.00132307,1.55862e-06,0.005,47.697,-67.267056874,1,200,100,0.0640765,1.56967,97.31,-67.267056874,187.260720223,188.318182946,1.01379,1367.35281832,-67.267056874
-112.508,0.6,5019.68368353,1.0,0.01,-78.4489,1.0,0.01,3.50449e-18,0.01,70.4946,-78.4489406694,2,200,100,,1.0,109.29,-78.4489406694,200.0,100.0,1.0,5019.68368353,-78.4489406694
-101.64,0.6,6087.6464414,0.0438976,0.0125352,-75.7608,1.15466,0.000221166,3.51143e-06,0.005,59.7678,-82.816655014,1,200,100,0.138334,2.48802,114.75,-82.816655014,173.21107434,175.476277463,0.992414,6087.6464414,-82.816655014
-122.3,0.6,7082.16817943,1.0,0.01,-88.2413,1.0,0.01,3.50449e-18,0.01,83.7338,-88.2413332115,2,200,100,,1.0,121.84,-88.2413332115,200.0,100.0,1.0,7082.16817943,-88.2413332115
-106.828,0.6,7195.41874829,0.00843847,0.00906088,-80.7684,1.17083,4.34737e-05,5.16704e-06,0.005,74.0081,-85.3572095446,1,200,100,0.194677,1.75876,117.75,-85.3572095446,170.819424801,165.885855782,0.970525,7195.41874829,-85.3572095446
-109.225,0.6,3764.42597594,1.0,0.01,-75.1661,1.0,0.01,3.50449e-18,0.01,61.0474,-75.1660792761,2,200,100,,1.0,106.23,-75.1660792761,200.0,100.0,1.0,3764.42597594,-75.1660792761
-98.3545,0.6,3740.54089557,0.450599,0.0299049,-73.3313,1.07954,0.00219995,4.76326e-06,0.005,51.1629,-75.4064183316,1,200,100,0.199829,6.12519,106.57,-75.4064183316,185.264746175,168.126850001,1.02411,3740.54089557,-75.4064183316
-129.037,0.6,9228.90796734,1.0,0.01,-94.9772,1.0,0.01,3.50449e-18,0.01,95.5857,-94.9771653791,2,200,100,,1.0,129.48,-94.9771653791,200.0,100.0,1.0,9228.90796734,-94.9771653791
-113.401,0.6,6013.9018171,0.842288,0.0136631,-88.8828,1.03643,0.00415188,1.10739e-06,0.005,84.4583,-84.6819408862,1,200,100,0.0455758,2.77182,117.16,-84.6819408862,192.970831495,191.557212063,1.01435,6013.9018171,-84.6819408862
-127.715,0.6,8667.67544267,1.0,0.01,-93.6553,1.0,0.01,3.50449e-18,0.01,92.6337,-93.6553022887,2,200,100,,1.0,128.69,-93.6553022887,200.0,100.0,1.0,8667.67544267,-93.6553022887
-111.009,0.6,6082.68518249,0.700431,0.00954912,-86.3223,1.05068,0.00354149,1.12737e-06,0.005,80.8578,-81.6813321325,1,200,100,0.0440986,1.88861,112.87,-81.6813321325,190.353533142,191.411448857,0.988893,6082.68518249,-81.6813321325
-110.799,0.6,3741.25289531,1.0,0.01,-76.743,1.0,0.01,3.50449e-18,0.01,60.8592,-76.7430156691,2,200,100,,1.0,108.53,-76.7430156691,200.0,100.0,1.0,3741.25289531,-76.7430156691
-105.553,0.6,9312.73185283,0.00366276,0.0143923,-78.8369,1.23058,1.72864e-05,5.68082e-06,0.005,66.232,-93.3247204399,1,200,100,0.255046,3.04953,127.36,-93.3247204399,162.525479951,163.11929717,1.05943,9312.73185283,-93.3247204399
-111.255,0.6,3745.60338978,1.0,0.01,-77.1955,1.0,0.01,3.50449e-18,0.01,60.8946,-77.195541268,2,200,100,,1.0,109.33,-77.195541268,200.0,100.0,1.0,3745.60338978,-77.195541268
-104.138,0.6,7224.39610011,0.129305,0.00889265,-77.7201,1.2032,0.000644369,4.22568e-06,0.005,64.9421,-84.9832414423,1,200,100,0.17016,1.78448,117.21,-84.9832414423,166.223143151,171.20616215,1.00335,7224.39610011,-84.9832414423
-112.753,0.6,4922.00881173,1.0,0.01,-78.6944,1.0,0.01,3.50449e-18,0.01,69.8054,-78.6943753104,2,200,100,,1.0,110.15,-78.6943753104,200.0,100.0,1.0,4922.00881173,-78.6943753104
-107.6,0.6,8260.42626419,0.824797,0.0143499,-82.939,1.04851,0.00406502,1.32084e-06,0.005,75.4511,-89.819074318,1,200,100,0.0543775,2.91161,123.32,-89.819074318,190.746140132,190.011235961,1.01451,8260.42626419,-89.819074318
-133.285,0.6,10221.1160266,1.0,0.01,-99.2252,1.0,0.01,3.50449e-18,0.01,100.593,-99.2252188964,2,200,100,,1.0,134.39,-99.2252188964,200.0,100.0,1.0,10221.1160266,-99.2252188964
-112.292,0.6,7146.03553702,0.0140943,0.0147501,-85.2365,1.26199,7.02643e-05,6.90003e-06,0.005,82.2072,-86.3608091784,1,200,100,0.277633,2.95872,119.57,-86.3608091784,158.479567904,156.909355872,1.00295,7146.03553702,-86.3608091784
-132.285,0.6,10305.6019009,1.0,0.01,-98.2251,1.0,0.01,3.50449e-18,0.01,101.008,-98.2250532211,2,200,100,,1.0,133.02,-98.2250532211,200.0,100.0,1.0,10305.6019009,-98.2250532211
-114.086,0.6,5967.79992178,0.408128,0.00973999,-89.131,1.07363,0.0020958,1.0674e-06,0.005,82.4337,-84.6953721708,1,200,100,0.0404781,1.89673,118.18,-84.6953721708,186.28387823,191.849725471,0.97368,5967.79992178,-84.6953721708
-116.361,0.6,6076.65670407,1.0,0.01,-82.3016,1.0,0.01,3.50449e-18,0.01,77.5622,-82.3016301878,2,200,100,,1.0,114.21,-82.3016301878,200.0,100.0,1.0,6076.65670407,-82.3016301878
-107.991,0.6,7134.71420299,0.149299,0.00754593,-83.1779,1.06152,0.000748891,1.44694e-06,0.005,77.9321,-87.0127780648,1,200,100,0.0575079,1.50436,119.73,-87.0127780648,188.40971201,189.109488005,0.996802,7134.71420299,-87.0127780648
-117.463,0.6,6037.96478979,1.0,0.01,-83.4034,1.0,0.01,3.50449e-18,0.01,77.3148,-83.4033911946,2,200,100,,1.0,115.99,-83.4033911946,200.0,100.0,1.0,6037.96478979,-83.4033911946
-105.368,0.6,6126.92936414,0.785329,0.0109258,-80.6556,1.05294,0.00400002,9.99389e-07,0.005,73.3811,-80.6133712617,1,200,100,0.0385225,2.14509,111.98,-80.6133712617,189.944623879,192.349159468,0.981657,6126.92936414,-80.6133712617
-121.098,0.6,7154.17769524,1.0,0.01,-87.0383,1.0,0.01,3.50449e-18,0.01,84.1584,-87.0382583617,2,200,100,,1.0,119.65,-87.0382583617,200.0,100.0,1.0,7154.17769524,-87.0382583617
-105.398,0.6,6040.41209737,0.0287037,0.0155759,-77.2771,1.36337,0.000143163,9.16163e-06,0.005,65.4022,-82.9081059958,1,200,100,0.368287,3.12292,115.32,-82.9081059958,146.695340251,146.559581898,1.00248,6040.41209737,-82.9081059958
-121.129,0.6,7133.69438899,1.0,0.01,-87.07,1.0,0.01,3.50449e-18,0.01,84.0378,-87.0700442453,2,200,100,,1.0,120.21,-87.0700442453,200.0,100.0,1.0,7133.69438899,-87.0700442453
-101.236,0.6,3819.03543861,0.0172604,0.0133583,-73.7322,1.30425,9.49937e-05,9.97577e-06,0.005,57.5286,-73.5464080153,1,200,100,0.32935,2.42721,103.61,-73.5464080153,153.34463775,143.16021237,0.908502,3819.03543861,-73.5464080153
-76.0043,0.6,177.956554527,1.0,0.01,-66.5564,1.0,0.01,3.50449e-18,0.01,13.2732,-66.5564434536,2,200,100,,1.0,96.94,-66.5564434536,200.0,100.0,1.0,177.956554527,-66.5564434536
-96.6367,0.6,7219.76371165,0.00672196,0.00984018,-68.6132,1.35394,3.25105e-05,8.1164e-06,0.005,27.3741,-85.9910277444,1,200,100,0.346983,2.03458,117.84,-85.9910277444,147.717526379,151.167826681,1.03381,7219.76371165,-85.9910277444
-125.884,0.6,9405.4920046,1.0,0.01,-91.8245,1.0,0.01,3.50449e-18,0.01,96.4958,-91.8244905922,2,200,100,,1.0,125.18,-91.8244905922,200.0,100.0,1.0,9405.4920046,-91.8244905922
-113.741,0.6,9391.33914489,0.637691,0.0184411,-88.0107,1.14138,0.00324577,3.38543e-06,0.005,85.4825,-91.8572826554,1,200,100,0.130677,3.6231,125.01,-91.8572826554,175.226963361,176.251885259,0.982342,9391.33914489,-91.8572826554
-106.251,0.6,2559.86626724,1.0,0.01,-72.1924,1.0,0.01,3.50449e-18,0.01,50.3415,-72.1924133444,2,200,100,,1.0,103.0,-72.1924133444,200.0,100.0,1.0,2559.86626724,-72.1924133444
-96.1412,0.6,3780.70243934,0.0887555,0.0158739,-70.8549,1.10238,0.000421871,3.2283e-06,0.005,45.6088,-74.7579422341,1,200,100,0.142891,3.33962,105.98,-74.7579422341,181.425224562,177.228602286,1.05193,3780.70243934,-74.7579422341
-113.916,0.6,4877.51907025,1.0,0.01,-79.8565,1.0,0.01,3.50449e-18,0.01,69.4892,-79.8564773251,2,200,100,,1.0,111.88,-79.8564773251,200.0,100.0,1.0,4877.51907025,-79.8564773251
-103.044,0.6,6060.11962392,0.224339,0.014197,-76.8101,1.1865,0.00115698,5.94147e-06,0.005,59.0869,-82.4487523805,1,200,100,0.223384,2.75281,114.91,-82.4487523805,168.562329633,161.750754275,0.969503,6060.11962392,-82.4487523805
-128.963,0.6,9288.52878309,1.0,0.01,-94.9089,1.0,0.01,3.50449e-18,0.01,95.8939,-94.9088560526,2,200,100,,1.0,130.05,-94.9088560526,200.0,100.0,1.0,9288.52878309,-94.9088560526
-103.694,0.6,3748.7137223,0.00688001,0.0129466,-74.6192,1.45748,3.45685e-05,1.18543e-05,0.005,54.82,-75.1712225266,1,200,100,0.469561,2.57671,106.45,-75.1712225266,137.223078078,135.888112796,0.995128,3748.7137223,-75.1712225266
-109.596,0.6,3768.02339001,1.0,0.01,-75.5392,1.0,0.01,3.50449e-18,0.01,61.0765,-75.5392139538,2,200,100,,1.0,106.54,-75.5392139538,200.0,100.0,1.0,3768.02339001,-75.5392139538
-101.127,0.6,6035.25015048,0.0464965,0.0149184,-75.0126,1.17595,0.000228361,4.6436e-06,0.005,55.3301,-84.3054866543,1,200,100,0.192509,3.03754,117.03,-84.3054866543,170.07544067,168.802675014,1.01805,6035.25015048,-84.3054866543
-118.456,0.6,7235.36254755,1.0,0.01,-84.3963,1.0,0.01,3.50449e-18,0.01,84.6346,-84.3963197196,2,200,100,,1.0,116.4,-84.3963197196,200.0,100.0,1.0,7235.36254755,-84.3963197196
-113.344,0.6,12349.9879704,0.024158,0.0269859,-85.4635,1.34019,0.000121957,1.07871e-05,0.005,88.691,-103.575443007,1,200,100,0.423271,5.34556,138.64,-103.575443007,149.232857633,139.925919072,0.990436,12349.9879704,-103.575443007
-109.819,0.6,3771.71317006,1.0,0.01,-75.7658,1.0,0.01,3.50449e-18,0.01,61.1064,-75.7658371368,2,200,100,,1.0,106.3,-75.7658371368,200.0,100.0,1.0,3771.71317006,-75.7658371368
-105.972,0.6,8211.05363744,0.0191983,0.00857278,-79.0681,1.24792,9.76698e-05,6.37056e-06,0.005,69.3826,-90.5456315334,1,200,100,0.24614,1.6851,123.98,-90.5456315334,160.266954673,159.547119509,0.982817,8211.05363744,-90.5456315334
-116.529,0.6,6066.46792944,1.0,0.01,-82.4693,1.0,0.01,3.50449e-18,0.01,77.4971,-82.4693107313,2,200,100,,1.0,114.36,-82.4693107313,200.0,100.0,1.0,6066.46792944,-82.4693107313
-106.188,0.6,5962.34900133,0.0603319,0.00729226,-80.7828,1.11276,0.000297793,2.73139e-06,0.005,68.8153,-85.9211759768,1,200,100,0.112111,1.47739,118.95,-85.9211759768,179.732956924,180.389954381,1.01298,5962.34900133,-85.9211759768
-106.651,0.6,2556.4627049,1.0,0.01,-72.5914,1.0,0.01,3.50449e-18,0.01,50.308,-72.5914031726,2,200,100,,1.0,103.37,-72.5914031726,200.0,100.0,1.0,2556.4627049,-72.5914031726
-97.8438,0.6,3751.39324031,0.806043,0.0191032,-73.2061,1.04653,0.00397641,1.99849e-06,0.005,49.6377,-76.0719473504,1,200,100,0.0821174,3.87234,107.45,-76.0719473504,191.108189969,185.264134228,1.01353,3751.39324031,-76.0719473504
-124.888,0.6,8211.79649614,1.0,0.01,-90.8282,1.0,0.01,3.50449e-18,0.01,90.1647,-90.8281638704,2,200,100,,1.0,124.94,-90.8281638704,200.0,100.0,1.0,8211.79649614,-90.8281638704
-105.474,0.6,3749.81046681,0.0334811,0.00955889,-79.0468,1.2041,0.000164398,5.18831e-06,0.005,66.003,-75.4049977863,1,200,100,0.215194,1.94675,106.31,-75.4049977863,166.0995541,165.769516715,1.01829,3749.81046681,-75.4049977863
-116.716,0.6,6060.61990059,1.0,0.01,-82.6565,1.0,0.01,3.50449e-18,0.01,77.4598,-82.6564602935,2,200,100,,1.0,114.61,-82.6564602935,200.0,100.0,1.0,6060.61990059,-82.6564602935
-102.36,0.6,4965.60575488,0.288021,0.0109562,-76.793,1.12695,0.0014234,2.8445e-06,0.005,62.0008,-77.5079358166,1,200,100,0.116466,2.21696,108.32,-77.5079358166,177.47006494,179.660426684,1.01173,4965.60575488,-77.5079358166
-121.386,0.6,7150.16452082,1.0,0.01,-87.3268,1.0,0.01,3.50449e-18,0.01,84.1348,-87.3267976585,2,200,100,,1.0,120.99,-87.3267976585,200.0,100.0,1.0,7150.16452082,-87.3267976585
-107.65,0.6,4926.20423145,0.872202,0.00906515,-83.3133,1.02112,0.0043983,4.57608e-07,0.005,75.71,-80.318661302,1,200,100,0.0179953,1.79766,113.06,-80.318661302,195.862894704,196.422612995,0.991522,4926.20423145,-80.318661302
-104.992,0.6,2575.72809573,1.0,0.01,-70.9328,1.0,0.01,3.50449e-18,0.01,50.4972,-70.9328397754,2,200,100,,1.0,101.25,-70.9328397754,200.0,100.0,1.0,2575.72809573,-70.9328397754
-97.2517,0.6,3745.24645352,0.803364,0.00969348,-72.6131,1.04664,0.00405435,9.3672e-07,0.005,49.554,-76.7732286236,1,200,100,0.0367784,1.92075,108.6,-76.7732286236,191.088316928,192.811661076,0.990744,3745.24645352,-76.7732286236
-124.415,0.6,8255.62251345,1.0,0.01,-90.3554,1.0,0.01,3.50449e-18,0.01,90.405,-90.3553694662,2,200,100,,1.0,123.56,-90.3553694662,200.0,100.0,1.0,8255.62251345,-90.3553694662
-107.708,0.6,4899.50358755,0.115237,0.00815798,-82.4524,1.09972,0.000573533,2.38538e-06,0.005,77.7578,-79.1349698557,1,200,100,0.0962996,1.63914,111.22,-79.1349698557,181.864908102,182.658653693,1.00462,4899.50358755,-79.1349698557
-123.403,0.6,8271.53766003,1.0,0.01,-89.3435,1.0,0.01,3.50449e-18,0.01,90.4921,-89.3434997356,2,200,100,,1.0,123.02,-89.3434997356,200.0,100.0,1.0,8271.53766003,-89.3434997356
-110.558,0.6,7242.40917347,0.768321,0.0092567,-85.8982,1.04841,0.00382702,1.07895e-06,0.005,85.8023,-85.0977011554,1,200,100,0.0434878,1.8584,117.67,-85.0977011554,190.765139493,191.765129481,1.00381,7242.40917347,-85.0977011554
-117.399,0.6,7276.16062329,1.0,0.01,-83.342,1.0,0.01,3.50449e-18,0.01,84.8728,-83.3419956002,2,200,100,,1.0,114.99,-83.3419956002,200.0,100.0,1.0,7276.16062329,-83.3419956002
-104.421,0.6,6108.52153706,0.53427,0.0154414,-79.1671,1.0995,0.00260693,2.79795e-06,0.005,73.6455,-80.7008116671,1,200,100,0.117518,3.16458,112.13,-80.7008116671,181.901071031,179.959976319,1.02471,6108.52153706,-80.7008116671
-124.016,0.6,8253.22286513,1.0,0.01,-89.9564,1.0,0.01,3.50449e-18,0.01,90.3919,-89.9563941015,2,200,100,,1.0,122.99,-89.9563941015,200.0,100.0,1.0,8253.22286513,-89.9563941015
-107.266,0.6,7208.01157526,0.00657605,0.0114627,-79.1586,1.36209,3.31367e-05,9.39088e-06,0.005,70.4788,-85.4997866254,1,200,100,0.369844,2.27481,117.43,-85.4997866254,146.833574771,145.586161516,0.992262,7208.01157526,-85.4997866254
-114.216,0.6,4923.13537819,1.0,0.01,-80.1564,1.0,0.01,3.50449e-18,0.01,69.8133,-80.1564033289,2,200,100,,1.0,111.92,-80.1564033289,200.0,100.0,1.0,4923.13537819,-80.1564033289
-106.881,0.6,7143.15220747,0.844061,0.0117244,-82.3082,1.04101,0.00423408,1.07771e-06,0.005,72.8177,-86.64353964,1,200,100,0.0428282,2.33725,120.15,-86.64353964,192.121373064,191.774308943,0.996747,7143.15220747,-86.64353964
-110.287,0.6,3729.2733027,1.0,0.01,-76.23,1.0,0.01,3.50449e-18,0.01,60.7617,-76.229973245,2,200,100,,1.0,107.51,-76.229973245,200.0,100.0,1.0,3729.2733027,-76.229973245
-107.366,0.6,9409.68068861,0.419362,0.00974178,-82.4946,1.06647,0.00205808,1.47911e-06,0.005,78.0662,-91.6752212957,1,200,100,0.0614118,1.98502,125.04,-91.6752212957,187.534278471,188.880957423,1.01882,9409.68068861,-91.6752212957
-104.714,0.6,2590.35478985,1.0,0.01,-70.6549,1.0,0.01,3.50449e-18,0.01,50.6404,-70.6548683628,2,200,100,,1.0,100.58,-70.6548683628,200.0,100.0,1.0,2590.35478985,-70.6548683628
-100.824,0.6,6035.38225577,0.664341,0.00631741,-76.5538,1.01557,0.00330783,3.48558e-07,0.005,64.1983,-83.2782464947,1,200,100,0.0140596,1.26878,115.6,-83.2782464947,196.934542088,197.263434433,1.0042,6035.38225577,-83.2782464947
-109.276,0.6,3774.08746598,1.0,0.01,-75.2178,1.0,0.01,3.50449e-18,0.01,61.1257,-75.2177554742,2,200,100,,1.0,106.18,-75.2177554742,200.0,100.0,1.0,3774.08746598,-75.2177554742
-102.659,0.6,6067.76395465,0.718397,0.00674488,-78.3742,1.01677,0.00358297,3.51146e-07,0.005,68.8881,-82.3621497837,1,200,100,0.0141166,1.35237,114.63,-82.3621497837,196.701986668,197.243391578,1.00251,6067.76395465,-82.3621497837
-116.108,0.6,6069.2784296,1.0,0.01,-82.0485,1.0,0.01,3.50449e-18,0.01,77.5151,-82.0484630318,2,200,100,,1.0,113.65,-82.0484630318,200.0,100.0,1.0,6069.2784296,-82.0484630318
-105.951,0.6,6055.16354066,0.283339,0.00872941,-80.6744,1.10152,0.00140184,2.53308e-06,0.005,69.9131,-83.5949016143,1,200,100,0.103483,1.76439,116.94,-83.5949016143,181.567652046,181.683326553,1.0106,6055.16354066,-83.5949016143
-117.963,0.6,6032.80417785,1.0,0.01,-83.9035,1.0,0.01,3.50449e-18,0.01,77.2818,-83.9034720664,2,200,100,,1.0,116.45,-83.9034720664,200.0,100.0,1.0,6032.80417785,-83.9034720664
