AvgRet,VarDiscRet,MinVanillaIw,IterType,VarJ,MaxNormIw,MinNormIw,MaxVanillaIw,ESSClassic,Bound,AvgVanillaIw,delta,AvgNormIw,AvgEpLen,VanillaAvgRet,J,VarVanillaIw,EpsThisIter,ESSRenyi,AvgDiscRet,renyi2,SamplesThisIter,VarNormIw,BatchSize,VarRet
1446.01992814,805897.044924,5.4794e-23,1,46046.7,0.0143541,1.47515e-28,5331.8,4.96400478452,2786.63,6.44874,0.4,1.73611e-05,156.25,1446.01992814,569890.0,6805.91,320,nan,1446.01992814,nan,50000,4.93278e-08,100,805897.044924
1510.76462095,806460.530839,,1,45079.0,0.0112737,,2480.25,3.15465628773,2695.98,3.99425,0.4,1.81554e-05,163.39869281,1510.76462095,560691.0,1790.07,306,nan,1510.76462095,nan,50000,3.69839e-08,100,806460.530839
1515.22244877,816634.329057,1.978e-29,1,40269.2,0.00754724,9.45321e-35,1579.19,2.75774276401,2651.11,3.81132,0.4,1.82149e-05,163.93442623,1515.22244877,550797.0,844.658,305,nan,1515.22244877,nan,50000,1.92924e-08,100,816634.329057
1582.24225546,721049.322308,,1,39776.3,0.0060689,,1052.64,3.83869960018,2573.96,3.30002,0.4,1.90259e-05,171.232876712,1582.24225546,524926.0,690.695,292,nan,1582.24225546,nan,50000,2.29585e-08,100,721049.322308
1511.41108324,787521.461227,1.4034e-29,1,43976.4,0.0188755,4.33849e-35,6105.76,3.48486153656,2634.91,5.87283,0.4,1.81554e-05,163.39869281,1511.41108324,551218.0,7917.75,306,nan,1511.41108324,nan,50000,7.56692e-08,100,787521.461227
1567.17011995,1050656.43175,8.96857e-28,1,39987.6,0.00749816,3.53249e-33,1903.69,2.94188931384,3108.32,4.78132,0.4,1.88324e-05,169.491525424,1567.17011995,610898.0,1648.37,295,nan,1567.17011995,nan,50000,2.55723e-08,100,1050656.43175
1658.79343757,1027852.5892,1.88218e-26,1,38906.2,0.0173708,1.10959e-31,2946.59,5.20071953822,2862.66,3.37771,0.4,1.99124e-05,179.211469534,1658.79343757,578757.0,1153.91,279,nan,1658.79343757,nan,50000,4.01027e-08,100,1027852.5892
1695.69682087,967940.634338,,1,38944.0,0.0247324,,6663.33,5.37702370226,2949.84,5.48265,0.4,2.035e-05,183.15018315,1695.69682087,595386.0,10244.1,273,nan,1695.69682087,nan,50000,1.41131e-07,100,967940.634338
1600.97615871,944857.509601,2.73287e-27,1,41383.0,0.00240365,2.03561e-32,322.698,1.73334435361,2711.25,2.5808,0.4,1.92234e-05,173.010380623,1600.97615871,530947.0,193.186,289,nan,1600.97615871,nan,50000,1.07183e-08,100,944857.509601
1658.91894026,827488.783194,1.00059e-28,1,38126.9,0.00392179,8.11787e-34,483.39,2.17754364856,2713.92,2.45435,0.4,1.99124e-05,179.211469534,1658.91894026,537713.0,152.681,279,nan,1658.91894026,nan,50000,1.00498e-08,100,827488.783194
1773.08753236,1084207.04523,4.34516e-37,1,36900.0,0.00700546,2.42985e-42,1252.82,2.58339703758,3140.75,3.80663,0.4,2.12857e-05,191.570881226,1773.08753236,621168.0,683.871,261,nan,1773.08753236,nan,50000,2.13829e-08,100,1084207.04523
1633.84886108,956028.815945,1.88065e-33,1,39849.9,0.0143294,5.42652e-39,4966.07,2.65414947797,3062.39,6.80342,0.4,1.96309e-05,176.67844523,1633.84886108,593246.0,6343.69,283,nan,1633.84886108,nan,50000,5.28165e-08,100,956028.815945
1677.28525203,842359.795771,1.57694e-27,1,38654.4,0.0036798,1.28206e-32,452.619,1.51635364982,2799.93,2.47587,0.4,2.01288e-05,181.15942029,1677.28525203,543543.0,225.109,276,nan,1677.28525203,nan,50000,1.4879e-08,100,842359.795771
1740.77555013,1151914.46785,3.54358e-37,1,35738.7,0.00494603,1.93099e-42,907.547,2.74087515978,3173.44,3.83229,0.4,2.08855e-05,187.969924812,1740.77555013,590230.0,646.497,266,nan,1740.77555013,nan,50000,1.92018e-08,100,1151914.46785
1773.17815337,1046633.68918,,1,37179.3,0.00428995,,577.074,3.67412090047,3067.31,2.8633,0.4,2.12857e-05,191.570881226,1773.17815337,606464.0,299.087,261,nan,1773.17815337,nan,50000,1.65287e-08,100,1046633.68918
1676.5365028,911256.990538,2.63321e-29,1,37163.2,0.00529235,1.27467e-34,1093.29,2.05022745503,2860.17,4.1582,0.4,2.01288e-05,181.15942029,1676.5365028,563859.0,961.662,276,nan,1676.5365028,nan,50000,2.25345e-08,100,911256.990538
1569.65289081,1089831.31454,4.77093e-38,1,42325.6,0.00358811,2.158e-43,793.572,2.42616526352,3054.86,4.16511,0.4,1.88324e-05,169.491525424,1569.65289081,586053.0,883.646,295,nan,1569.65289081,nan,50000,1.80649e-08,100,1089831.31454
1824.05749601,1370287.26871,7.54052e-22,1,32838.3,0.0017128,5.43521e-27,237.625,1.60357110523,3275.02,3.03444,0.4,2.18723e-05,196.850393701,1824.05749601,607814.0,227.373,254,nan,1824.05749601,nan,50000,1.18132e-08,100,1370287.26871
1773.6555119,1070595.44613,6.08217e-26,1,34586.6,0.00351913,3.93091e-31,544.503,1.53172096473,3151.03,3.29346,0.4,2.12857e-05,191.570881226,1773.6555119,590526.0,377.09,261,nan,1773.6555119,nan,50000,1.57513e-08,100,1070595.44613
1837.00713552,1136197.56518,5.12523e-27,1,32093.4,0.00183379,3.48766e-32,269.481,1.09900406085,3038.12,3.23971,0.4,2.20459e-05,198.412698413,1837.00713552,594497.0,264.426,252,nan,1837.00713552,nan,50000,1.22447e-08,100,1136197.56518
2002.22534395,1365144.85879,,1,29754.4,0.00524744,,635.293,2.09308726777,3301.27,2.91167,0.4,2.405e-05,216.45021645,2002.22534395,626638.0,195.236,231,nan,2002.22534395,nan,50000,1.33201e-08,100,1365144.85879
1937.60583946,1534107.95579,,1,31310.0,0.00165073,,215.31,1.41623167656,3390.25,3.03191,0.4,2.3245e-05,209.205020921,1937.60583946,625802.0,165.56,239,nan,1937.60583946,nan,50000,9.73153e-09,100,1534107.95579
1896.22271575,1227574.22717,3.1429e-27,1,31727.1,0.0033173,2.83745e-32,367.441,1.60423735042,3125.32,2.52198,0.4,2.27687e-05,204.918032787,1896.22271575,593398.0,155.079,244,nan,1896.22271575,nan,50000,1.264e-08,100,1227574.22717
1904.10061539,1305656.30573,2.46306e-20,1,29393.2,0.00207933,2.09826e-25,244.084,2.04583929065,3186.1,2.68372,0.4,2.28624e-05,205.761316872,1904.10061539,593047.0,137.493,243,nan,1904.10061539,nan,50000,9.97811e-09,100,1305656.30573
1964.6844137,1612404.51628,1.09285e-18,1,28932.8,0.00105936,1.08078e-23,107.119,1.60018543636,3362.99,2.38033,0.4,2.35405e-05,211.86440678,1964.6844137,617467.0,83.5276,236,nan,1964.6844137,nan,50000,8.1693e-09,100,1612404.51628
1727.34204319,1037188.02546,5.2285e-31,1,37874.5,0.00453967,2.79842e-36,848.182,1.49983652729,2889.54,3.87309,0.4,2.07297e-05,186.567164179,1727.34204319,580343.0,811.871,268,nan,1727.34204319,nan,50000,2.32572e-08,100,1037188.02546
1881.92989806,1378701.73995,3.21102e-28,1,35161.3,0.00940396,2.72906e-33,1106.47,3.77798625229,3282.18,2.65719,0.4,2.25836e-05,203.25203252,1881.92989806,610008.0,235.94,246,nan,1881.92989806,nan,50000,1.70428e-08,100,1378701.73995
2039.60484239,1459459.42087,6.809e-26,1,27627.2,0.00979384,6.26571e-31,1064.31,5.79086611668,3361.92,2.65959,0.4,2.44738e-05,220.264317181,2039.60484239,631088.0,244.527,227,nan,2039.60484239,nan,50000,2.07062e-08,100,1459459.42087
1890.37160094,1453494.97002,8.84339e-27,1,31453.5,0.00149647,6.58793e-32,200.881,1.45233089534,3304.77,3.0439,0.4,2.26757e-05,204.081632653,1890.37160094,620946.0,208.866,245,nan,1890.37160094,nan,50000,1.15912e-08,100,1453494.97002
2067.72829296,1681903.86605,9.07444e-33,1,28499.6,0.00096547,9.60853e-38,91.1804,1.74777903396,3505.02,2.3423,0.4,2.48016e-05,223.214285714,2067.72829296,640958.0,65.8848,224,nan,2067.72829296,nan,50000,7.38685e-09,100,1681903.86605
1914.93764119,1363232.46035,1.1157e-22,1,31926.1,0.00279089,9.56676e-28,325.483,1.62673752256,3298.16,2.6773,0.4,2.29568e-05,206.611570248,1914.93764119,620107.0,142.69,242,nan,1914.93764119,nan,50000,1.04912e-08,100,1363232.46035
1975.67517987,1502409.08794,2.22088e-23,1,30351.6,0.00109402,1.89516e-28,128.205,1.17099260135,3419.76,2.78222,0.4,2.37417e-05,213.675213675,1975.67517987,622095.0,141.067,234,nan,1975.67517987,nan,50000,1.02723e-08,100,1502409.08794
1780.11164631,1181523.17341,,1,33303.9,0.00404449,,530.993,1.34124711144,3033.81,2.8053,0.4,2.13675e-05,192.307692308,1780.11164631,581069.0,211.857,260,nan,1780.11164631,nan,50000,1.22912e-08,100,1181523.17341
