BatchSize,MinNormIw,J,AvgEpLen,VanillaAvgRet,AvgNormIw,AvgDiscRet,ESSRenyi,MinVanillaIw,VarRet,eRenyi2,Bound,AvgRet,VarJ,VarNormIw,VarVanillaIw,ESSClassic,AvgVanillaIw,VarDiscRet,MaxVanillaIw,MaxNormIw
100,,517.6344,8.06,70.55286922743636,0.010000002,70.55286922743636,2.6253725455359582,,5523.767704460462,38.089832,221.74713,70.55286922743636,498.3111,0.00773361,58.54655,1.2892794095702016,0.8700809,5523.767704460462,76.48789,0.8790895
100,2.7025255e-15,1638.038,24.95,239.39268196287395,0.01,239.39268196287395,5.5587645795005285,4.269127e-13,99400.77332288849,17.989609,856.29614,239.39268196287395,2498.714,0.0030355647,75.7492,3.2203959030170943,1.5796807,99400.77332288849,70.508484,0.44634646
100,1.1949987e-22,4687.79,79.67,786.7945012919606,0.01,786.7945012919606,4.002277907805804,8.5242465e-21,915685.4983769187,24.985771,2584.3362,786.7945012919606,2923.898,0.007995582,40.684334,1.2475634023777809,0.7133269,915685.4983769187,63.82458,0.89474523
100,4.423183e-19,4905.65,310.43,3098.3663569196574,0.01,3098.3663569196574,32.716879875195005,5.561336e-17,3284434.7754654796,3.0565262,4169.95,3098.3663569196574,333.1173,0.00017858713,2.823181,36.127002201356824,1.2573154,3284434.7754654796,4.9910097,0.039695766
100,1.9346548e-05,4957.3506,473.92,4737.492740085337,0.009999998,4737.492740085337,71.20390903876088,0.0018451731,603548.3995069884,1.4044173,4458.656,4737.492740085337,143.78177,4.657201e-05,0.4236354,68.4433302046065,0.9537479,603548.3995069884,2.0499017,0.021493118
100,0.005104636,4992.5063,498.71,4986.881636533696,0.01,4986.881636533696,98.89068443709249,0.50618243,16934.53510229232,1.0112176,4569.3423,4986.881636533696,73.8616,1.4553069e-06,0.0143099865,98.57972819224305,0.9916132,16934.53510229232,1.1343551,0.011439491
100,0.009998699,4999.8735,500.0,4999.872625889118,0.01,4999.872625889118,100.0,0.99987197,0.15496537564071994,1.0,4579.063,4999.872625889118,0.39164168,7.818144e-14,7.8177226e-10,99.99999237062163,1.000002,0.15496537564071994,1.0000312,0.010000291
100,0.003182359,4989.0283,496.66,4966.300604755627,0.01,4966.300604755627,96.38886249277682,0.32405245,110943.07394058786,1.0374643,4560.4077,4966.300604755627,106.24985,3.509436e-06,0.03638896,96.64231244662993,1.0182775,110943.07394058786,1.2700094,0.012472134
100,0.006190271,4993.473,498.97,4989.50987352123,0.01,4989.50987352123,99.16742286000438,0.624013,10816.525255906614,1.0083957,4570.9,4989.50987352123,64.30588,6.5578905e-07,0.006663957,99.35495401372414,1.0080544,10816.525255906614,1.0894352,0.010807306
100,0.0027468388,4991.8975,497.09,4970.695012644373,0.01,4970.695012644373,97.1437319620245,0.27687097,85321.89854385758,1.0294025,4564.9453,4970.695012644373,80.42806,2.8506602e-06,0.028962366,97.25529097543965,1.0079622,85321.89854385758,1.284344,0.012741986
