MaxVanillaIw,AvgDiscRet,eRenyi2,MinNormIw,AvgVanillaIw,ESSRenyi,Bound,VarVanillaIw,IterType,MinVanillaIw,AvgNormIw,ESSClassic,VanillaAvgRet,VarNormIw,J,VarRet,AvgRet,VarDiscRet,BatchSize,VarJ,Delta,AvgEpLen,EpsThisIter,MaxNormIw
13.8912,-790.743845552,4.27304,1.71817e-13,1.00439,117.012586673,-743.375,3.96206,1,8.62857e-11,0.002,101.633353153,-790.743845552,1.571e-05,-682.936,37225.7253489,-790.743845552,37225.7253489,500,202.144,0.9,500.0,100,0.0276609
1.0,-675.401758801,1.0,0.01,1.0,500.0,-740.788,,2,1.0,0.01,100.0,-675.401758801,3.50449e-18,-675.402,29854.4046685,-675.401758801,29854.4046685,500,171.918,0.9,500.0,100,0.01
1.0,-688.867532608,1.0,0.005,1.0,500.0,-728.378,,2,1.0,0.005,200.000000102,-688.867532608,2.1793e-19,-682.135,27688.546967,-688.867532608,27688.546967,500,168.906,0.9,500.0,100,0.005
1.0,-681.493442926,1.0,0.00333333,1.0,500.0,-719.678,,2,1.0,0.00333333,299.999969474,-681.493442926,5.43914e-20,-681.921,15621.7197087,-681.493442926,15621.7197087,500,155.482,0.9,500.0,100,0.00333333
1.0,-666.940932456,1.0,0.0025,1.0,500.0,-710.875,,2,1.0,0.0025,400.0,-666.940932456,5.4346e-20,-678.176,10003.9994653,-666.940932456,10003.9994653,500,143.698,0.9,500.0,100,0.0025
15.3612,-688.823144948,3.8159,4.05906e-08,1.04946,131.030561585,-673.423,3.51177,1,2.1299e-05,0.002,119.554161591,-688.823144948,1.27543e-05,-616.291,29387.2969326,-688.823144948,29387.2969326,500,157.164,0.9,500.0,100,0.0292746
1.0,-654.261212313,1.0,0.01,1.0,500.0,-694.961,,2,1.0,0.01,100.0,-654.261212313,3.50449e-18,-654.261,17349.3316727,-654.261212313,17349.3316727,500,131.057,0.9,500.0,100,0.01
1.0,-625.490235461,1.0,0.005,1.0,500.0,-668.655,,2,1.0,0.005,200.000000102,-625.490235461,2.1793e-19,-639.876,9522.04813881,-625.490235461,9522.04813881,500,116.225,0.9,500.0,100,0.005
1.0,-626.528603684,1.0,0.00333333,1.0,500.0,-658.925,,2,1.0,0.00333333,299.999969474,-626.528603684,5.43914e-20,-635.427,7315.36630004,-626.528603684,7315.36630004,500,107.048,0.9,500.0,100,0.00333333
1.0,-643.324250323,1.0,0.0025,1.0,500.0,-670.069,,2,1.0,0.0025,400.0,-643.324250323,5.4346e-20,-637.401,23901.9299809,-643.324250323,23901.9299809,500,120.506,0.9,500.0,100,0.0025
8.00711,-637.981707279,2.27922,1.95986e-06,1.00801,219.373100761,-648.527,1.43063,1,0.000987781,0.002,207.886423387,-637.981707279,5.6319e-06,-604.415,10734.6888342,-637.981707279,10734.6888342,500,114.147,0.9,500.0,100,0.0158869
1.0,-601.656929279,1.0,0.01,1.0,500.0,-633.049,,2,1.0,0.01,100.0,-601.656929279,3.50449e-18,-601.657,4819.05832057,-601.656929279,4819.05832057,500,69.0715,0.9,500.0,100,0.01
1.0,-617.585332141,1.0,0.005,1.0,500.0,-636.81,,2,1.0,0.005,200.000000102,-617.585332141,2.1793e-19,-609.621,6628.92499409,-617.585332141,6628.92499409,500,75.698,0.9,500.0,100,0.005
1.0,-602.081502376,1.0,0.00333333,1.0,500.0,-629.307,,2,1.0,0.00333333,299.999969474,-602.081502376,5.43914e-20,-607.108,4236.60267919,-602.081502376,4236.60267919,500,72.3245,0.9,500.0,100,0.00333333
1.0,-612.014496845,1.0,0.0025,1.0,500.0,-629.662,,2,1.0,0.0025,400.0,-612.014496845,5.4346e-20,-608.335,13538.9266783,-612.014496845,13538.9266783,500,85.3143,0.9,500.0,100,0.0025
10.2558,-607.090430485,3.82821,7.67097e-13,0.981686,130.609389705,-605.872,2.75858,1,3.76524e-10,0.002,129.643126785,-607.090430485,1.14499e-05,-568.548,3767.56691317,-607.090430485,3767.56691317,500,103.942,0.9,500.0,100,0.0208943
1.0,-578.54638172,1.0,0.01,1.0,500.0,-619.868,,2,1.0,0.01,100.0,-578.54638172,3.50449e-18,-578.546,8655.34005994,-578.54638172,8655.34005994,500,92.5677,0.9,500.0,100,0.01
1.0,-590.845199719,1.0,0.005,1.0,500.0,-613.915,,2,1.0,0.005,200.000000102,-590.845199719,2.1793e-19,-584.696,7406.31987578,-590.845199719,7406.31987578,500,89.3775,0.9,500.0,100,0.005
1.0,-582.607063733,1.0,0.00333333,1.0,500.0,-607.857,,2,1.0,0.00333333,299.999969474,-582.607063733,5.43914e-20,-584.0,4916.42058797,-582.607063733,4916.42058797,500,83.3603,0.9,500.0,100,0.00333333
1.0,-601.467822359,1.0,0.0025,1.0,500.0,-609.028,,2,1.0,0.0025,400.0,-601.467822359,5.4346e-20,-588.367,11487.4377245,-601.467822359,11487.4377245,500,90.067,0.9,500.0,100,0.0025
82.5156,-595.061237274,3.04338,1.58672e-06,1.23485,164.290991607,-590.853,21.8016,1,0.000979681,0.002,32.7462052258,-595.061237274,5.71901e-05,-558.615,3610.26688374,-595.061237274,3610.26688374,500,249.999,0.9,500.0,100,0.133645
1.0,-568.529415059,1.0,0.01,1.0,500.0,-591.768,,2,1.0,0.01,100.0,-568.529415059,3.50449e-18,-568.529,3386.29422124,-568.529415059,3386.29422124,500,57.9002,0.9,500.0,100,0.01
1.0,-574.032957073,1.0,0.005,1.0,500.0,-590.174,,2,1.0,0.005,200.000000102,-574.032957073,2.1793e-19,-571.281,3660.27696599,-574.032957073,3660.27696599,500,59.1238,0.9,500.0,100,0.005
1.0,-577.900400409,1.0,0.00333333,1.0,500.0,-588.913,,2,1.0,0.00333333,299.999969474,-577.900400409,5.43914e-20,-573.488,3958.1733708,-577.900400409,3958.1733708,500,60.385,0.9,500.0,100,0.00333333
1.0,-584.635601132,1.0,0.0025,1.0,500.0,-597.167,,2,1.0,0.0025,400.0,-584.635601132,5.4346e-20,-576.275,8221.80318397,-584.635601132,8221.80318397,500,69.2312,0.9,500.0,100,0.0025
5.99364,-577.302524839,2.10155,4.04815e-07,1.05762,237.919403241,-587.727,1.1952,1,0.000214069,0.002,241.968126437,-577.302524839,4.2741e-06,-560.637,4075.47045572,-577.302524839,4075.47045572,500,84.5432,0.9,500.0,100,0.0113342
1.0,-569.859310997,1.0,0.01,1.0,500.0,-612.71,,2,1.0,0.01,100.0,-569.859310997,3.50449e-18,-569.859,9269.98686121,-569.859310997,9269.98686121,500,95.7982,0.9,500.0,100,0.01
1.0,-567.27075227,1.0,0.005,1.0,500.0,-598.865,,2,1.0,0.005,200.000000102,-567.27075227,2.1793e-19,-568.565,3497.39112287,-567.27075227,3497.39112287,500,79.508,0.9,500.0,100,0.005
1.0,-564.412648793,1.0,0.00333333,1.0,500.0,-591.921,,2,1.0,0.00333333,299.999969474,-564.412648793,5.43914e-20,-567.181,4186.55160582,-564.412648793,4186.55160582,500,74.8315,0.9,500.0,100,0.00333333
1.0,-576.295350675,1.0,0.0025,1.0,500.0,-590.885,,2,1.0,0.0025,400.0,-576.295350675,5.4346e-20,-569.46,4176.00604395,-576.295350675,4176.00604395,500,72.4496,0.9,500.0,100,0.0025
77.5936,-569.967946944,3.83511,4.14577e-06,1.09519,130.374407289,-573.603,13.7619,1,0.0022702,0.002,40.1586373043,-569.967946944,4.58943e-05,-536.074,4013.07059346,-569.967946944,4013.07059346,500,261.659,0.9,500.0,100,0.141699
1.0,-543.45988368,1.0,0.01,1.0,500.0,-566.639,,2,1.0,0.01,100.0,-543.45988368,3.50449e-18,-543.46,3829.15511473,-543.45988368,3829.15511473,500,61.57,0.9,500.0,100,0.01
1.0,-558.947813186,1.0,0.005,1.0,500.0,-568.28,,2,1.0,0.005,200.000000102,-558.947813186,2.1793e-19,-551.204,3316.79813157,-558.947813186,3316.79813157,500,59.9768,0.9,500.0,100,0.005
1.0,-558.497817314,1.0,0.00333333,1.0,500.0,-567.679,,2,1.0,0.00333333,299.999969474,-558.497817314,5.43914e-20,-553.635,3941.39747904,-558.497817314,3941.39747904,500,60.9149,0.9,500.0,100,0.00333333
1.0,-553.702082514,1.0,0.0025,1.0,500.0,-565.814,,2,1.0,0.0025,400.0,-553.702082514,5.4346e-20,-553.652,2872.01674702,-553.702082514,2872.01674702,500,59.1083,0.9,500.0,100,0.0025
351.495,-556.74283586,9.71774,1.52732e-07,1.72933,51.4522870442,-537.654,252.338,1,0.000132062,0.002,5.86791079991,-556.74283586,0.000337512,-503.743,3374.02167155,-556.74283586,3374.02167155,500,510.593,0.9,500.0,100,0.406511
1.0,-534.864361985,1.0,0.01,1.0,500.0,-558.687,,2,1.0,0.01,100.0,-534.864361985,3.50449e-18,-534.864,3199.80987735,-534.864361985,3199.80987735,500,56.2833,0.9,500.0,100,0.01
1.0,-527.533233882,1.0,0.005,1.0,500.0,-548.63,,2,1.0,0.005,200.000000102,-527.533233882,2.1793e-19,-531.199,2925.09570786,-527.533233882,2925.09570786,500,55.1839,0.9,500.0,100,0.005
1.0,-533.670129884,1.0,0.00333333,1.0,500.0,-546.255,,2,1.0,0.00333333,299.999969474,-533.670129884,5.43914e-20,-532.023,2305.15269599,-533.670129884,2305.15269599,500,52.8416,0.9,500.0,100,0.00333333
1.0,-535.476178477,1.0,0.0025,1.0,500.0,-545.212,,2,1.0,0.0025,400.0,-535.476178477,5.4346e-20,-532.886,2368.42160144,-535.476178477,2368.42160144,500,51.7938,0.9,500.0,100,0.0025
733.357,-538.86261569,7.58741,2.20433e-07,2.31239,65.8986153684,-470.119,1074.34,1,0.000254863,0.002,2.48117402712,-538.86261569,0.000803677,-439.751,3296.16836262,-538.86261569,3296.16836262,500,732.684,0.9,500.0,100,0.634286
1.0,-532.741152861,1.0,0.01,1.0,500.0,-555.155,,2,1.0,0.01,100.0,-532.741152861,3.50449e-18,-532.741,2854.88010766,-532.741152861,2854.88010766,500,53.1632,0.9,500.0,100,0.01
1.0,-522.960809627,1.0,0.005,1.0,500.0,-545.283,,2,1.0,0.005,200.000000102,-522.960809627,2.1793e-19,-527.851,2889.01289841,-522.960809627,2889.01289841,500,53.5457,0.9,500.0,100,0.005
1.0,-524.402515405,1.0,0.00333333,1.0,500.0,-540.935,,2,1.0,0.00333333,299.999969474,-524.402515405,5.43914e-20,-526.702,3708.09702045,-524.402515405,3708.09702045,500,56.0155,0.9,500.0,100,0.00333333
1.0,-525.658216215,1.0,0.0025,1.0,500.0,-538.922,,2,1.0,0.0025,400.0,-525.658216215,5.4346e-20,-526.441,3475.68877778,-525.658216215,3475.68877778,500,56.6899,0.9,500.0,100,0.0025
45.1734,-520.517126021,6.39371,4.38067e-16,0.96068,78.2018269337,-521.727,8.08276,1,2.10421e-13,0.002,51.332516481,-520.517126021,3.50317e-05,-493.004,3676.88768934,-520.517126021,3676.88768934,500,134.222,0.9,500.0,100,0.0940446
1.0,-525.419352596,1.0,0.01,1.0,500.0,-547.678,,2,1.0,0.01,100.0,-525.419352596,3.50449e-18,-525.419,2915.41319695,-525.419352596,2915.41319695,500,53.7239,0.9,500.0,100,0.01
1.0,-510.073487647,1.0,0.005,1.0,500.0,-534.243,,2,1.0,0.005,200.000000102,-510.073487647,2.1793e-19,-517.746,3381.85319323,-510.073487647,3381.85319323,500,56.3562,0.9,500.0,100,0.005
1.0,-518.021974616,1.0,0.00333333,1.0,500.0,-531.308,,2,1.0,0.00333333,299.999969474,-518.021974616,5.43914e-20,-517.838,3117.61989941,-518.021974616,3117.61989941,500,56.0908,0.9,500.0,100,0.00333333
1.0,-517.854008629,1.0,0.0025,1.0,500.0,-529.618,,2,1.0,0.0025,400.0,-517.854008629,5.4346e-20,-517.842,2665.55813619,-517.854008629,2665.55813619,500,54.9487,0.9,500.0,100,0.0025
25.0708,-521.11880122,5.11276,7.37756e-11,1.19401,97.7944633413,-518.567,6.89806,1,4.40442e-08,0.002,85.7799692639,-521.11880122,1.93542e-05,-494.521,3366.06089621,-521.11880122,3366.06089621,500,136.399,0.9,500.0,100,0.0419944
1.0,-506.233254868,1.0,0.01,1.0,500.0,-527.887,,2,1.0,0.01,100.0,-506.233254868,3.50449e-18,-506.233,2925.94502949,-506.233254868,2925.94502949,500,53.8209,0.9,500.0,100,0.01
1.0,-507.340060789,1.0,0.005,1.0,500.0,-523.315,,2,1.0,0.005,200.000000102,-507.340060789,2.1793e-19,-506.787,2990.75821659,-507.340060789,2990.75821659,500,54.1209,0.9,500.0,100,0.005
1.0,-509.309439412,1.0,0.00333333,1.0,500.0,-521.123,,2,1.0,0.00333333,299.999969474,-509.309439412,5.43914e-20,-507.628,3168.94837391,-509.309439412,3168.94837391,500,54.7712,0.9,500.0,100,0.00333333
1.0,-515.788539225,1.0,0.0025,1.0,500.0,-521.429,,2,1.0,0.0025,400.0,-515.788539225,5.4346e-20,-509.668,4020.76970389,-515.788539225,4020.76970389,500,57.0749,0.9,500.0,100,0.0025
13.7723,-515.608086661,3.29595,7.85972e-08,1.00942,151.701256555,-515.243,2.71127,1,3.96689e-05,0.002,136.77738262,-515.608086661,1.06436e-05,-494.98,4458.25816432,-515.608086661,4458.25816432,500,88.5062,0.9,500.0,100,0.0272874
1.0,-505.144212519,1.0,0.01,1.0,500.0,-527.731,,2,1.0,0.01,100.0,-505.144212519,3.50449e-18,-505.144,3006.71164441,-505.144212519,3006.71164441,500,54.5586,0.9,500.0,100,0.01
1.0,-510.090042073,1.0,0.005,1.0,500.0,-524.412,,2,1.0,0.005,200.000000102,-510.090042073,2.1793e-19,-507.617,3229.1767657,-510.090042073,3229.1767657,500,55.6137,0.9,500.0,100,0.005
1.0,-513.9296585,1.0,0.00333333,1.0,500.0,-523.434,,2,1.0,0.00333333,299.999969474,-513.9296585,5.43914e-20,-509.721,3487.19816741,-513.9296585,3487.19816741,500,56.7587,0.9,500.0,100,0.00333333
1.0,-512.150280913,1.0,0.0025,1.0,500.0,-522.804,,2,1.0,0.0025,400.0,-512.150280913,5.4346e-20,-510.329,3770.30101706,-512.150280913,3770.30101706,500,57.8828,0.9,500.0,100,0.0025
15.4881,-509.864831277,3.66925,2.5766e-07,0.927532,136.267531802,-515.494,2.41229,1,0.000119494,0.002,131.635979241,-509.864831277,1.12158e-05,-494.12,2744.70421606,-509.864831277,2744.70421606,500,90.1045,0.9,500.0,100,0.0333963
1.0,-501.901763742,1.0,0.01,1.0,500.0,-525.242,,2,1.0,0.01,100.0,-501.901763742,3.50449e-18,-501.902,3167.3109474,-501.901763742,3167.3109474,500,55.9968,0.9,500.0,100,0.01
1.0,-497.363046073,1.0,0.005,1.0,500.0,-516.136,,2,1.0,0.005,200.000000102,-497.363046073,2.1793e-19,-499.632,2644.30462943,-497.363046073,2644.30462943,500,53.6833,0.9,500.0,100,0.005
1.0,-518.33160075,1.0,0.00333333,1.0,500.0,-526.049,,2,1.0,0.00333333,299.999969474,-518.33160075,5.43914e-20,-505.865,6276.13419582,-518.33160075,6276.13419582,500,63.7973,0.9,500.0,100,0.00333333
1.0,-509.821654562,1.0,0.0025,1.0,500.0,-524.334,,2,1.0,0.0025,400.0,-509.821654562,5.4346e-20,-506.854,3572.76690169,-509.821654562,3572.76690169,500,62.7675,0.9,500.0,100,0.0025
320.519,-500.753456579,1.0,,1.07812,499.999582768,-483.474,215.667,1,,0.002,2.68565499507,-500.753456579,0.000742182,-467.84,2609.83060415,-500.753456579,2609.83060415,500,409.587,0.9,500.0,100,0.594589
1.0,-505.970627718,1.0,0.01,1.0,500.0,-532.669,,2,1.0,0.01,100.0,-505.970627718,3.50449e-18,-505.971,4910.80283567,-505.970627718,4910.80283567,500,69.7259,0.9,500.0,100,0.01
1.0,-511.636167273,1.0,0.005,1.0,500.0,-527.682,,2,1.0,0.005,200.000000102,-511.636167273,2.1793e-19,-508.803,2905.34218007,-511.636167273,2905.34218007,500,62.2657,0.9,500.0,100,0.005
1.0,-495.334063305,1.0,0.00333333,1.0,500.0,-519.728,,2,1.0,0.00333333,299.999969474,-495.334063305,5.43914e-20,-504.314,2833.49555673,-495.334063305,2833.49555673,500,59.6661,0.9,500.0,100,0.00333333
1.0,-503.791285539,1.0,0.0025,1.0,500.0,-517.532,,2,1.0,0.0025,400.0,-503.791285539,5.4346e-20,-504.183,3287.90661435,-503.791285539,3287.90661435,500,59.0241,0.9,500.0,100,0.0025
61.064,-497.992664213,3.12567,1.65768e-06,1.08903,159.965571375,-507.739,8.28262,1,0.000902633,0.002,62.737058188,-497.992664213,2.79349e-05,-486.63,3107.57545288,-497.992664213,3107.57545288,500,157.78,0.9,500.0,100,0.112144
1.0,-505.999063399,1.0,0.01,1.0,500.0,-530.189,,2,1.0,0.01,100.0,-505.999063399,3.50449e-18,-505.999,3502.76330199,-505.999063399,3502.76330199,500,58.8875,0.9,500.0,100,0.01
1.0,-501.845995383,1.0,0.005,1.0,500.0,-521.028,,2,1.0,0.005,200.000000102,-501.845995383,2.1793e-19,-503.923,3461.02657356,-501.845995383,3461.02657356,500,58.7485,0.9,500.0,100,0.005
1.0,-490.325717135,1.0,0.00333333,1.0,500.0,-513.357,,2,1.0,0.00333333,299.999969474,-490.325717135,5.43914e-20,-499.39,2078.62878998,-490.325717135,2078.62878998,500,55.0269,0.9,500.0,100,0.00333333
1.0,-494.241939983,1.0,0.0025,1.0,500.0,-510.198,,2,1.0,0.0025,400.0,-494.241939983,5.4346e-20,-498.103,2575.76955172,-494.241939983,2575.76955172,500,53.9763,0.9,500.0,100,0.0025
9.67099,-499.003371138,2.9472,4.44875e-09,0.97721,169.652355987,-504.762,1.79617,1,2.17368e-06,0.002,173.782422613,-499.003371138,7.52369e-06,-486.19,2979.00226986,-499.003371138,2979.00226986,500,77.6606,0.9,500.0,100,0.019793
1.0,-493.580903228,1.0,0.01,1.0,500.0,-517.187,,2,1.0,0.01,100.0,-493.580903228,3.50449e-18,-493.581,3357.77214696,-493.580903228,3357.77214696,500,57.6558,0.9,500.0,100,0.01
1.0,-498.568485737,1.0,0.005,1.0,500.0,-512.767,,2,1.0,0.005,200.000000102,-498.568485737,2.1793e-19,-496.075,2909.12639856,-498.568485737,2909.12639856,500,55.7524,0.9,500.0,100,0.005
1.0,-497.344386551,1.0,0.00333333,1.0,500.0,-510.127,,2,1.0,0.00333333,299.999969474,-497.344386551,5.43914e-20,-496.498,2715.23760776,-497.344386551,2715.23760776,500,54.4849,0.9,500.0,100,0.00333333
1.0,-489.507000166,1.0,0.0025,1.0,500.0,-506.553,,2,1.0,0.0025,400.0,-489.507000166,5.4346e-20,-494.75,2721.02749783,-489.507000166,2721.02749783,500,53.9358,0.9,500.0,100,0.0025
9.7846,-494.889799756,2.59144,7.45893e-10,0.936868,192.942567544,-500.494,1.41811,1,3.49401e-07,0.002,191.391865773,-494.889799756,6.46269e-06,-482.447,3700.26764209,-494.889799756,3700.26764209,500,86.806,0.9,500.0,100,0.0208879
1.0,-497.366156216,1.0,0.01,1.0,500.0,-519.949,,2,1.0,0.01,100.0,-497.366156216,3.50449e-18,-497.366,2486.03435539,-497.366156216,2486.03435539,500,49.6102,0.9,500.0,100,0.01
1.0,-501.68605955,1.0,0.005,1.0,500.0,-516.425,,2,1.0,0.005,200.000000102,-501.68605955,2.1793e-19,-499.526,4073.09959102,-501.68605955,4073.09959102,500,57.0214,0.9,500.0,100,0.005
1.0,-498.381783974,1.0,0.00333333,1.0,500.0,-512.943,,2,1.0,0.00333333,299.999969474,-498.381783974,5.43914e-20,-499.145,3479.21818052,-498.381783974,3479.21818052,500,57.5852,0.9,500.0,100,0.00333333
1.0,-501.245111601,1.0,0.0025,1.0,500.0,-511.633,,2,1.0,0.0025,400.0,-501.245111601,5.4346e-20,-499.67,3627.98001789,-501.245111601,3627.98001789,500,58.1876,0.9,500.0,100,0.0025
33.8635,-491.830534224,5.12663,3.3218e-09,0.990256,97.5300049287,-499.635,6.18575,1,1.64472e-06,0.002,68.5357018228,-491.830534224,2.52323e-05,-475.408,2971.34960379,-491.830534224,2971.34960379,500,112.562,0.9,500.0,100,0.0683935
1.0,-487.051479552,1.0,0.01,1.0,500.0,-507.983,,2,1.0,0.01,100.0,-487.051479552,3.50449e-18,-487.051,2777.38713629,-487.051479552,2777.38713629,500,52.4368,0.9,500.0,100,0.01
1.0,-485.126524949,1.0,0.005,1.0,500.0,-501.747,,2,1.0,0.005,200.000000102,-485.126524949,2.1793e-19,-486.089,3079.51154707,-485.126524949,3079.51154707,500,53.8525,0.9,500.0,100,0.005
