Delta,MaxNormIw,AvgNormIw,AvgEpLen,AvgVanillaIw,AvgDiscRet,VarRet,VarNormIw,VarVanillaIw,ESSRenyi,VarDiscRet,IterType,J,VarJ,MinNormIw,ESSClassic,eRenyi2,EpsThisIter,AvgRet,VanillaAvgRet,MaxVanillaIw,BatchSize,Bound,MinVanillaIw
0.2,0.01,0.009999998,500.0,1.0,4999.961937430365,0.0012676170439217917,3.5044917e-18,,100.0,0.0012676170439217917,1,4999.962,0.035418198,0.01,100.0,1.0,100,4999.961937430365,4999.961937430365,1.0,100,3999.962,1.0
0.2,0.010008937,0.010000002,500.0,1.0000067,4999.952258596191,0.0043412749450346955,5.908199e-11,5.908206e-07,99.99996423722592,0.0043412749450346955,1,4999.953,0.06546093,0.009968137,99.99991226260968,1.0000004,100,4999.952258596191,4999.952258596191,1.0009004,100,3999.9531,0.99682045
0.2,0.010015062,0.010000002,500.0,0.99995065,4999.954967316942,0.002738563746956583,2.6857598e-11,2.685485e-07,99.99997615814777,0.002738563746956583,1,4999.9556,0.052059337,0.009987024,99.99996948092237,1.0000002,100,4999.954967316942,4999.954967316942,1.0014567,100,3999.9556,0.9986531
0.2,0.010095477,0.010000002,500.0,1.0001152,4999.964248858288,0.0012858679515715757,2.3500993e-10,2.350643e-06,99.99992847447743,0.0012858679515715757,1,4999.965,0.035683602,0.009978874,99.99977114492191,1.0000007,100,4999.964248858288,4999.964248858288,1.009664,100,3999.9644,0.9980023
0.2,0.01,0.009999998,500.0,1.0,4999.950076054575,0.0022948229115011664,3.5044917e-18,,100.0,0.0022948229115011664,1,4999.95,0.04766628,0.01,100.0,1.0,100,4999.950076054575,4999.950076054575,1.0,100,3999.9502,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.93912253315,0.004758481298748411,3.5044917e-18,,100.0,0.004758481298748411,1,4999.9395,0.06861519,0.01,100.0,1.0,100,4999.93912253315,4999.93912253315,1.0,100,3999.9395,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.958346473401,0.0015752842763595552,3.5044917e-18,,100.0,0.0015752842763595552,1,4999.9585,0.039479613,0.01,100.0,1.0,100,4999.958346473401,4999.958346473401,1.0,100,3999.9585,1.0
0.2,0.010013007,0.010000002,500.0,1.0000473,4999.953427620872,0.0024037097124648453,3.4131267e-11,3.4133765e-07,99.99997615814777,0.0024037097124648453,1,4999.954,0.04879268,0.009983798,99.99996185484261,1.0000002,100,4999.953427620872,4999.953427620872,1.001348,100,3999.954,0.998427
0.2,0.010001326,0.01,500.0,0.9999943,4999.946599443345,0.0054061895017867715,9.700256e-13,9.699736e-09,100.0,0.0054061895017867715,1,4999.9473,0.07315698,0.009996485,100.0,1.0,100,4999.946599443345,4999.946599443345,1.0001268,100,3999.9473,0.9996428
0.2,0.010009473,0.010000002,500.0,1.0000169,4999.94258773537,0.0030123415253794136,1.0687316e-11,1.0687794e-07,99.99998807907247,0.0030123415253794136,1,4999.9434,0.054628767,0.009991764,99.99997329757676,1.0000001,100,4999.94258773537,4999.94258773537,1.0009643,100,3999.9434,0.9991934
0.2,0.01,0.009999998,500.0,1.0,4999.950935232365,0.0025378739663272872,3.5044917e-18,,100.0,0.0025378739663272872,1,4999.951,0.05012035,0.01,100.0,1.0,100,4999.950935232365,4999.950935232365,1.0,100,3999.9512,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.953336883198,0.002327409849993775,3.5044917e-18,,100.0,0.002327409849993775,1,4999.9536,0.04796915,0.01,100.0,1.0,100,4999.953336883198,4999.953336883198,1.0,100,3999.9536,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.945515634699,0.004513331319323274,3.5044917e-18,,100.0,0.004513331319323274,1,4999.946,0.0668395,0.01,100.0,1.0,100,4999.945515634699,4999.945515634699,1.0,100,3999.9458,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.953234023166,0.003193136623334942,3.5044917e-18,,100.0,0.003193136623334942,1,4999.953,0.05620734,0.01,100.0,1.0,100,4999.953234023166,4999.953234023166,1.0,100,3999.9531,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.952840445425,0.002936304097106179,3.5044917e-18,,100.0,0.002936304097106179,1,4999.9526,0.05388968,0.01,100.0,1.0,100,4999.952840445425,4999.952840445425,1.0,100,3999.9526,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.948680942634,0.003922761321899331,3.5044917e-18,,100.0,0.003922761321899331,1,4999.948,0.062329557,0.01,100.0,1.0,100,4999.948680942634,4999.948680942634,1.0,100,3999.9482,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.952452451162,0.0023540320438108302,3.5044917e-18,,100.0,0.0023540320438108302,1,4999.9526,0.048266273,0.01,100.0,1.0,100,4999.952452451162,4999.952452451162,1.0,100,3999.9526,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.946969285374,0.003672093753852813,3.5044917e-18,,100.0,0.003672093753852813,1,4999.947,0.06029064,0.01,100.0,1.0,100,4999.946969285374,4999.946969285374,1.0,100,3999.9468,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.94991774815,0.003236423120576869,3.5044917e-18,,100.0,0.003236423120576869,1,4999.95,0.056612477,0.01,100.0,1.0,100,4999.94991774815,4999.94991774815,1.0,100,3999.9502,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.95299579676,0.0027762520611812748,3.5044917e-18,,100.0,0.0027762520611812748,1,4999.952,0.052424423,0.01,100.0,1.0,100,4999.95299579676,4999.95299579676,1.0,100,3999.9521,1.0
0.2,0.010001032,0.009999999,500.0,0.99999475,4999.939380154216,0.003965684702157338,2.9654233e-13,2.965771e-09,100.0,0.003965684702157338,1,4999.9395,0.062638104,0.009997198,100.00001525887113,1.0,100,4999.939380154216,4999.939380154216,1.0000979,100,3999.9395,0.99971455
0.2,0.01,0.009999998,500.0,1.0,4999.956068504206,0.0020113966044694094,3.5044917e-18,,100.0,0.0020113966044694094,1,4999.956,0.044611994,0.01,100.0,1.0,100,4999.956068504206,4999.956068504206,1.0,100,3999.956,1.0
0.2,0.010937186,0.01,498.55,1.0048847,4985.3395272569605,21349.92955435174,6.6540906e-07,0.0067192568,99.43208811215999,21349.92955435174,1,4993.0464,69.076126,0.004726028,99.34554624248744,1.0057116,100,4985.3395272569605,4985.3395272569605,1.0990611,100,3990.1948,0.47491133
0.2,0.01,0.009999998,500.0,1.0,4999.953716703104,0.004745013031727199,3.5044917e-18,,100.0,0.004745013031727199,1,4999.9536,0.06855614,0.01,100.0,1.0,100,4999.953716703104,4999.953716703104,1.0,100,3999.9536,1.0
0.2,0.010001788,0.01,500.0,0.9999915,4999.947906794471,0.003702175972934203,1.4360693e-12,1.4359787e-08,100.0,0.003702175972934203,1,4999.948,0.060524307,0.009993279,100.00002670311439,1.0,100,4999.947906794471,4999.947906794471,1.0001702,100,3999.9482,0.99931943
0.2,0.010011139,0.01,500.0,1.0000285,4999.9573025845275,0.0025307245259514103,1.654499e-11,1.6545596e-07,99.99998807907247,0.0025307245259514103,1,4999.958,0.050074466,0.00999108,99.99998474164806,1.0000001,100,4999.9573025845275,4999.9573025845275,1.0011425,100,3999.958,0.99913645
0.2,0.01,0.009999998,500.0,1.0,4999.9501744212375,0.0026392354050751507,3.5044917e-18,,100.0,0.0026392354050751507,1,4999.9507,0.051136896,0.01,100.0,1.0,100,4999.9501744212375,4999.9501744212375,1.0,100,3999.9507,1.0
0.2,0.0100107845,0.01,500.0,1.0000048,4999.948668875841,0.0022408763394822714,1.934441e-11,1.9344684e-07,99.99998807907247,0.0022408763394822714,1,4999.949,0.04706906,0.0099854935,99.99996948257554,1.0000001,100,4999.948668875841,4999.948668875841,1.0010833,100,3999.9492,0.99855417
0.2,0.01,0.009999998,500.0,1.0,4999.948847427092,0.0043953903349481845,3.5044917e-18,,100.0,0.0043953903349481845,1,4999.949,0.065968655,0.01,100.0,1.0,100,4999.948847427092,4999.948847427092,1.0,100,3999.9492,1.0
0.2,0.010012727,0.01,500.0,0.9999332,4999.937740039415,0.0075043686402173635,1.7112682e-10,1.711038e-06,99.99997615814777,0.0075043686402173635,1,4999.9385,0.08581684,0.009921342,99.99983214231311,1.0000002,100,4999.937740039415,4999.937740039415,1.0012058,100,3999.9385,0.9920679
0.2,0.010010882,0.010000002,500.0,0.999943,4999.944259693668,0.0024423410560437176,5.2225658e-11,5.222e-07,99.99996423722592,0.0024423410560437176,1,4999.945,0.049149264,0.009966172,99.99993133157106,1.0000004,100,4999.944259693668,4999.944259693668,1.0010312,100,3999.9448,0.9965604
0.2,0.010008731,0.01,500.0,1.000019,4999.958415503007,0.001998315673777045,5.8864385e-12,5.8868718e-08,100.0,0.001998315673777045,1,4999.959,0.044518292,0.009996227,100.00000762925062,1.0,100,4999.958415503007,4999.958415503007,1.000892,100,3999.959,0.9996416
0.2,0.010003416,0.01,500.0,0.99995005,4999.956012390803,0.0022560107134911773,3.6152869e-12,3.61504e-08,100.0,0.0022560107134911773,1,4999.9565,0.04726518,0.0099930195,100.0,1.0,100,4999.956012390803,4999.956012390803,1.0002916,100,3999.9565,0.999252
0.2,0.01,0.009999998,500.0,1.0,4999.948821212313,0.0019227169683755448,3.5044917e-18,,100.0,0.0019227169683755448,1,4999.9487,0.043595504,0.01,100.0,1.0,100,4999.948821212313,4999.948821212313,1.0,100,3999.9487,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.946923748592,0.0022929370726046438,3.5044917e-18,,100.0,0.0022929370726046438,1,4999.9473,0.047632005,0.01,100.0,1.0,100,4999.946923748592,4999.946923748592,1.0,100,3999.9473,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.953101780496,0.0035168028705862987,3.5044917e-18,,100.0,0.0035168028705862987,1,4999.953,0.05900895,0.01,100.0,1.0,100,4999.953101780496,4999.953101780496,1.0,100,3999.9531,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.950201289413,0.0024437512452340953,3.5044917e-18,,100.0,0.0024437512452340953,1,4999.95,0.04917089,0.01,100.0,1.0,100,4999.950201289413,4999.950201289413,1.0,100,3999.9502,1.0
0.2,0.01000224,0.01,500.0,1.0000141,4999.963000216265,0.001242432916671339,1.2112573e-12,1.2112565e-08,100.0,0.001242432916671339,1,4999.9634,0.03508072,0.00999615,100.0,1.0,100,4999.963000216265,4999.963000216265,1.0002381,100,3999.9634,0.9996291
0.2,0.01,0.009999998,500.0,1.0,4999.949276324448,0.0027972469880985155,3.5044917e-18,,100.0,0.0027972469880985155,1,4999.949,0.05262229,0.01,100.0,1.0,100,4999.949276324448,4999.949276324448,1.0,100,3999.9492,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.954924539266,0.002769463293298788,3.5044917e-18,,100.0,0.002769463293298788,1,4999.955,0.052351445,0.01,100.0,1.0,100,4999.954924539266,4999.954924539266,1.0,100,3999.955,1.0
0.2,0.010003242,0.01,500.0,1.0000317,4999.953149869573,0.003140587228557196,4.4092655e-12,4.409663e-08,100.0,0.003140587228557196,1,4999.9536,0.055738382,0.009992898,100.0,1.0,100,4999.953149869573,4999.953149869573,1.0003558,100,3999.9536,0.99932146
0.2,0.010017387,0.01,500.0,0.99996257,4999.955846161846,0.0019278855139383678,1.4770333e-11,1.476933e-07,99.99998807907247,0.0019278855139383678,1,4999.956,0.04367342,0.0099891145,99.99998474064107,1.0000001,100,4999.955846161846,4999.955846161846,1.0017011,100,3999.956,0.998874
0.2,0.010003519,0.01,500.0,0.9999973,4999.9587098403235,0.0038358955157086687,2.1392428e-12,2.1392117e-08,100.0,0.0038358955157086687,1,4999.9595,0.061643437,0.0099962605,99.99998092646547,1.0,100,4999.9587098403235,4999.9587098403235,1.0003493,100,3999.9595,0.9996234
0.2,0.010003756,0.01,500.0,0.99999374,4999.953041808854,0.0026571852188991335,3.976923e-12,3.9767063e-08,100.0,0.0026571852188991335,1,4999.9536,0.051287916,0.009993394,99.99998855583759,1.0,100,4999.953041808854,4999.953041808854,1.0003693,100,3999.9536,0.99933314
0.2,0.01,0.009999998,500.0,1.0,4999.9476105521735,0.002622429891994693,3.5044917e-18,,100.0,0.002622429891994693,1,4999.9478,0.0509908,0.01,100.0,1.0,100,4999.9476105521735,4999.9476105521735,1.0,100,3999.9478,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.951350258937,0.00392233097875277,3.5044917e-18,,100.0,0.00392233097875277,1,4999.9517,0.062330455,0.01,100.0,1.0,100,4999.951350258937,4999.951350258937,1.0,100,3999.9517,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.950523747137,0.0020785743656321037,3.5044917e-18,,100.0,0.0020785743656321037,1,4999.9507,0.04537919,0.01,100.0,1.0,100,4999.950523747137,4999.950523747137,1.0,100,3999.9507,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.9482583469035,0.002851867778140254,3.5044917e-18,,100.0,0.002851867778140254,1,4999.948,0.053154007,0.01,100.0,1.0,100,4999.9482583469035,4999.9482583469035,1.0,100,3999.9482,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.951528901605,0.006370947577262864,3.5044917e-18,,100.0,0.006370947577262864,1,4999.9517,0.079430185,0.01,100.0,1.0,100,4999.951528901605,4999.951528901605,1.0,100,3999.9517,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.951662950595,0.002254203910494714,3.5044917e-18,,100.0,0.002254203910494714,1,4999.9517,0.047260504,0.01,100.0,1.0,100,4999.951662950595,4999.951662950595,1.0,100,3999.9517,1.0
0.2,0.010016023,0.01,500.0,0.9999831,4999.962737896321,0.0012803989351811026,7.360724e-12,7.360405e-08,100.0,0.0012803989351811026,1,4999.9634,0.035602525,0.0099918125,99.99998855571535,1.0,100,4999.962737896321,4999.962737896321,1.0015854,100,3999.9634,0.99916434
0.2,0.01,0.009999998,500.0,1.0,4999.953225838437,0.0028883317791943246,3.5044917e-18,,100.0,0.0028883317791943246,1,4999.953,0.05346528,0.01,100.0,1.0,100,4999.953225838437,4999.953225838437,1.0,100,3999.9531,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.953485112224,0.002344364482595481,3.5044917e-18,,100.0,0.002344364482595481,1,4999.9536,0.048170622,0.01,100.0,1.0,100,4999.953485112224,4999.953485112224,1.0,100,3999.9536,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.95316954217,0.002006351677945205,3.5044917e-18,,100.0,0.002006351677945205,1,4999.9536,0.044593316,0.01,100.0,1.0,100,4999.95316954217,4999.95316954217,1.0,100,3999.9536,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.952658794077,0.002268222904686521,3.5044917e-18,,100.0,0.002268222904686521,1,4999.953,0.04740454,0.01,100.0,1.0,100,4999.952658794077,4999.952658794077,1.0,100,3999.9531,1.0
0.2,0.01000408,0.01,500.0,0.999982,4999.943759831472,0.010829766171091616,9.051653e-12,9.051749e-08,100.0,0.010829766171091616,1,4999.9443,0.10344483,0.009985924,100.00000381476606,1.0,100,4999.943759831472,4999.943759831472,1.0003899,100,3999.9443,0.9985744
0.2,0.01,0.009999998,500.0,1.0,4999.945704004679,0.005375606731423754,3.5044917e-18,,100.0,0.005375606731423754,1,4999.9453,0.07295083,0.01,100.0,1.0,100,4999.945704004679,4999.945704004679,1.0,100,3999.9453,1.0
0.2,0.010003022,0.01,500.0,0.9999931,4999.93692315044,0.0031886577853129762,2.6248355e-12,2.6248612e-08,100.0,0.0031886577853129762,1,4999.937,0.056170937,0.009996445,100.00000381472385,1.0,100,4999.93692315044,4999.93692315044,1.0002953,100,3999.937,0.99963754
0.2,0.010012193,0.01,500.0,0.99996847,4999.949025056846,0.0026492113870696136,4.0401796e-11,4.0399362e-07,99.99996423722592,0.0026492113870696136,1,4999.9497,0.051180594,0.009973736,99.9999542222061,1.0000004,100,4999.949025056846,4999.949025056846,1.0011877,100,3999.9497,0.99734217
0.2,0.010008212,0.01,500.0,1.0000093,4999.951546432838,0.00222226634054479,1.6462153e-11,1.6462451e-07,99.99998807907247,0.00222226634054479,1,4999.952,0.046898067,0.009983575,99.99999237067692,1.0000001,100,4999.951546432838,4999.951546432838,1.0008305,100,3999.9521,0.99836683
0.2,0.010009343,0.010000002,500.0,1.0000263,4999.953464026509,0.002763706661633847,3.8750152e-11,3.8751847e-07,99.99997615814777,0.002763706661633847,1,4999.954,0.052263677,0.009976382,99.99994278107165,1.0000002,100,4999.953464026509,4999.953464026509,1.0009606,100,3999.954,0.9976645
0.2,0.01,0.009999998,500.0,1.0,4999.958036068144,0.001887941921885152,3.5044917e-18,,100.0,0.001887941921885152,1,4999.9585,0.043236937,0.01,100.0,1.0,100,4999.958036068144,4999.958036068144,1.0,100,3999.9585,1.0
0.2,0.010004763,0.01,500.0,1.0000173,4999.942356026903,0.00414399990081201,4.5793144e-12,4.5796288e-08,100.0,0.00414399990081201,1,4999.943,0.064040594,0.00999225,99.99999618536862,1.0,100,4999.942356026903,4999.942356026903,1.0004935,100,3999.9429,0.99924225
0.2,0.010014259,0.010000002,500.0,0.9999028,4999.950346302051,0.0029895337810110223,5.6301908e-11,5.629136e-07,99.99997615814777,0.0029895337810110223,1,4999.9507,0.054359935,0.009975456,99.9999389589386,1.0000002,100,4999.950346302051,4999.950346302051,1.0013286,100,3999.9507,0.9974486
0.2,0.0100018745,0.01,500.0,0.99998355,4999.945930469366,0.004370887992792238,1.8968522e-12,1.8968132e-08,100.0,0.004370887992792238,1,4999.9463,0.06573803,0.009994569,100.00000381476023,1.0,100,4999.945930469366,4999.945930469366,1.000171,100,3999.9463,0.9994405
0.2,0.010005875,0.009999999,500.0,0.9999608,4999.957110837251,0.001894816148390706,7.469256e-12,7.468624e-08,99.99998807907247,0.001894816148390706,1,4999.958,0.0433512,0.009993699,99.99999618515325,1.0000001,100,4999.957110837251,4999.957110837251,1.0005482,100,3999.958,0.99933076
0.2,0.010024298,0.009999999,500.0,0.99998695,4999.950684965504,0.002072977103223052,3.718915e-11,3.718845e-07,99.99997615814777,0.002072977103223052,1,4999.951,0.045294236,0.009986354,99.9999847410136,1.0000002,100,4999.950684965504,4999.950684965504,1.0024167,100,3999.9512,0.9986224
0.2,0.01,0.009999998,500.0,1.0,4999.949006531725,0.0022857268951471774,3.5044917e-18,,100.0,0.0022857268951471774,1,4999.949,0.04757769,0.01,100.0,1.0,100,4999.949006531725,4999.949006531725,1.0,100,3999.9492,1.0
0.2,0.010007775,0.01,500.0,0.9999771,4999.959436945242,0.0017641833157972968,1.4636363e-11,1.4635627e-07,99.99998807907247,0.0017641833157972968,1,4999.9595,0.041779403,0.009985901,99.99998092607983,1.0000001,100,4999.959436945242,4999.959436945242,1.0007546,100,3999.9595,0.9985673
0.2,0.01,0.009999998,500.0,1.0,4999.947321294258,0.002508968735887792,3.5044917e-18,,100.0,0.002508968735887792,1,4999.9473,0.04981943,0.01,100.0,1.0,100,4999.947321294258,4999.947321294258,1.0,100,3999.9473,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.9502556659645,0.0024011779339635185,3.5044917e-18,,100.0,0.0024011779339635185,1,4999.95,0.04876341,0.01,100.0,1.0,100,4999.9502556659645,4999.9502556659645,1.0,100,3999.9502,1.0
0.2,0.0112667,0.01,497.28,0.98902273,4972.647356410841,74587.10300791374,1.5919501e-06,0.015571917,98.90551552826668,74587.10300791374,1,4992.3184,76.56476,0.002797103,98.44840521317902,1.011066,100,4972.647356410841,4972.647356410841,1.1143023,100,3986.8008,0.27663985
0.2,0.01,0.009999998,500.0,1.0,4999.951183058045,0.0023074524460832873,3.5044917e-18,,100.0,0.0023074524460832873,1,4999.9507,0.04778979,0.01,100.0,1.0,100,4999.951183058045,4999.951183058045,1.0,100,3999.9507,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.955970806063,0.0021021798964701997,3.5044917e-18,,100.0,0.0021021798964701997,1,4999.956,0.045594722,0.01,100.0,1.0,100,4999.955970806063,4999.955970806063,1.0,100,3999.956,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.961868552317,0.001416543282300554,3.5044917e-18,,100.0,0.001416543282300554,1,4999.9624,0.03746193,0.01,100.0,1.0,100,4999.961868552317,4999.961868552317,1.0,100,3999.9624,1.0
0.2,0.010001669,0.01,500.0,0.99998116,4999.935382843235,0.019476191180307745,2.5277564e-12,2.5276542e-08,100.0,0.019476191180307745,1,4999.936,0.13874137,0.009988733,100.00000762953874,1.0,100,4999.935382843235,4999.935382843235,1.000148,100,3999.936,0.99885446
0.2,0.010009368,0.01,500.0,0.99996114,4999.953471460793,0.0019195354951951178,2.2166477e-11,2.2164465e-07,99.99998807907247,0.0019195354951951178,1,4999.9536,0.043586813,0.009982166,99.99997711093147,1.0000001,100,4999.953471460793,4999.953471460793,1.0008979,100,3999.9536,0.9981778
0.2,0.01,0.009999998,500.0,1.0,4999.953118712246,0.003126770226499572,3.5044917e-18,,100.0,0.003126770226499572,1,4999.953,0.055624664,0.01,100.0,1.0,100,4999.953118712246,4999.953118712246,1.0,100,3999.9531,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.94383841065,0.0035211783323718607,3.5044917e-18,,100.0,0.0035211783323718607,1,4999.9434,0.059048306,0.01,100.0,1.0,100,4999.94383841065,4999.94383841065,1.0,100,3999.9434,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.947664629072,0.0023445460157709027,3.5044917e-18,,100.0,0.0023445460157709027,1,4999.9478,0.048186976,0.01,100.0,1.0,100,4999.947664629072,4999.947664629072,1.0,100,3999.9478,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.9490898214835,0.0031866448206794877,3.5044917e-18,,100.0,0.0031866448206794877,1,4999.949,0.05614784,0.01,100.0,1.0,100,4999.9490898214835,4999.9490898214835,1.0,100,3999.9492,1.0
0.2,0.010003715,0.01,500.0,0.99997747,4999.948305614727,0.00232968348730925,3.768397e-12,3.7681282e-08,100.0,0.00232968348730925,1,4999.9487,0.04801908,0.00999385,100.0,1.0,100,4999.948305614727,4999.948305614727,1.0003489,100,3999.9487,0.9993625
0.2,0.01,0.009999998,500.0,1.0,4999.961959788567,0.0015340757171311394,3.5044917e-18,,100.0,0.0015340757171311394,1,4999.962,0.03897295,0.01,100.0,1.0,100,4999.961959788567,4999.961959788567,1.0,100,3999.962,1.0
0.2,0.010010414,0.01,500.0,1.0000172,4999.9477914896015,0.0026931645734768104,1.5498117e-11,1.5498674e-07,99.99998807907247,0.0026931645734768104,1,4999.948,0.051633116,0.009984831,99.99998092684382,1.0000001,100,4999.9477914896015,4999.9477914896015,1.0010586,100,3999.9482,0.9985003
0.2,0.010002265,0.010000002,500.0,0.99999356,4999.958787284795,0.0019081319243200666,1.3115221e-12,1.3115342e-08,100.0,0.0019081319243200666,1,4999.959,0.043471653,0.009996767,99.99997711167364,1.0,100,4999.958787284795,4999.958787284795,1.0002201,100,3999.959,0.9996703
0.2,0.01,0.009999998,500.0,1.0,4999.953226499872,0.002840204686319258,3.5044917e-18,,100.0,0.002840204686319258,1,4999.953,0.05301185,0.01,100.0,1.0,100,4999.953226499872,4999.953226499872,1.0,100,3999.9531,1.0
0.2,0.010011646,0.010000002,500.0,0.99992543,4999.945823007915,0.005262782513069244,5.286102e-11,5.2852903e-07,99.99997615814777,0.005262782513069244,1,4999.9463,0.07208652,0.009974481,99.99993133036601,1.0000002,100,4999.945823007915,4999.945823007915,1.0010899,100,3999.9463,0.9973737
0.2,0.01,0.009999998,500.0,1.0,4999.958557590922,0.00201772543211579,3.5044917e-18,,100.0,0.00201772543211579,1,4999.959,0.04472925,0.01,100.0,1.0,100,4999.958557590922,4999.958557590922,1.0,100,3999.959,1.0
0.2,0.010019585,0.01,500.0,0.99996847,4999.955604335317,0.0021349081874117116,2.7168932e-11,2.7167408e-07,99.99997615814777,0.0021349081874117116,1,4999.956,0.045971267,0.009988308,99.99997329628307,1.0000002,100,4999.955604335317,4999.955604335317,1.0019269,100,3999.956,0.9987993
0.2,0.0100073395,0.010000002,500.0,0.99995196,4999.939395339498,0.003985930065873553,1.998361e-11,1.9981485e-07,99.99998807907247,0.003985930065873553,1,4999.94,0.06279462,0.009984782,99.99996185120463,1.0000001,100,4999.939395339498,4999.939395339498,1.0006858,100,3999.94,0.9984302
0.2,0.010004307,0.010000002,500.0,0.999978,4999.953397119862,0.0015814125262424647,2.6083922e-12,2.6083942e-08,100.0,0.0015814125262424647,1,4999.954,0.039575685,0.009994665,99.99999237043826,1.0,100,4999.953397119862,4999.953397119862,1.0004088,100,3999.954,0.99944454
0.2,0.010012197,0.009999999,500.0,0.99997306,4999.952119056477,0.002656666140126507,2.0240627e-11,2.023966e-07,99.99998807907247,0.002656666140126507,1,4999.953,0.051275615,0.009985802,99.99999237040042,1.0000001,100,4999.952119056477,4999.952119056477,1.0011928,100,3999.9531,0.9985533
0.2,0.010010624,0.01,500.0,0.9998785,4999.9315334347975,0.05479311031597488,1.8114069e-10,1.8109681e-06,99.99998807907247,0.05479311031597488,1,4999.932,0.23061506,0.009897215,99.99981687254008,1.0000001,100,4999.9315334347975,4999.9315334347975,1.0009408,100,3999.9321,0.9896013
0.2,0.01001209,0.010000002,500.0,0.99990726,4999.935876809357,0.0055943549623364746,6.102676e-11,6.1014975e-07,99.99998807907247,0.0055943549623364746,1,4999.9365,0.07428842,0.009962305,99.99990843883405,1.0000001,100,4999.935876809357,4999.935876809357,1.0011162,100,3999.9365,0.99613816
0.2,0.012505309,0.01,495.01,0.9977637,4949.953322828881,249995.28726723994,7.5903165e-07,0.007556406,99.3152974134313,249995.28726723994,1,4957.065,427.365,0.007464483,99.25418006168259,1.0068942,100,4949.953322828881,4949.953322828881,1.2477343,100,3953.6238,0.744779
0.2,0.010036776,0.01,500.0,1.0000811,4999.950126795539,0.0021890910643853076,1.1764952e-10,1.1766948e-06,99.99994039539075,0.0021890910643853076,1,4999.9507,0.04654377,0.009974192,99.99987793968909,1.0000006,100,4999.950126795539,4999.950126795539,1.0037589,100,3999.9507,0.9975
0.2,0.01,0.009999998,500.0,1.0,4999.9619427024645,0.0012594189825771579,3.5044917e-18,,100.0,0.0012594189825771579,1,4999.962,0.035280574,0.01,100.0,1.0,100,4999.9619427024645,4999.9619427024645,1.0,100,3999.962,1.0
0.2,0.010003792,0.009999998,500.0,1.0000335,4999.954731756169,0.0020273408029918413,4.6377307e-12,4.6380613e-08,100.0,0.0020273408029918413,1,4999.955,0.044786382,0.009992106,100.00000381456961,1.0,100,4999.954731756169,4999.954731756169,1.0004127,100,3999.955,0.99924403
0.2,0.01,0.009999998,500.0,1.0,4999.9582120751475,0.001811505178733402,3.5044917e-18,,100.0,0.001811505178733402,1,4999.9585,0.042331617,0.01,100.0,1.0,100,4999.9582120751475,4999.9582120751475,1.0,100,3999.9585,1.0
0.2,0.010008232,0.010000002,500.0,0.99999803,4999.946544082778,0.0021434133286238463,7.1366225e-12,7.1366486e-08,100.0,0.0021434133286238463,1,4999.9473,0.046039313,0.009991635,99.99998474118242,1.0,100,4999.946544082778,4999.946544082778,1.0008212,100,3999.9473,0.9991615
0.2,0.010006304,0.009999999,500.0,1.0000076,4999.941099912545,0.005894263373863303,1.3574079e-11,1.357413e-07,100.0,0.005894263373863303,1,4999.9414,0.07633902,0.009982343,100.0,1.0,100,4999.941099912545,4999.941099912545,1.000638,100,3999.9414,0.9982419
0.2,0.01,0.009999998,500.0,1.0,4999.946776381628,0.002865639246149835,3.5044917e-18,,100.0,0.002865639246149835,1,4999.947,0.053245768,0.01,100.0,1.0,100,4999.946776381628,4999.946776381628,1.0,100,3999.9468,1.0
0.2,0.010013293,0.01,500.0,0.9998481,4999.935476307852,0.03686576765996954,1.3824407e-10,1.3820351e-06,99.99996423722592,0.03686576765996954,1,4999.936,0.19010319,0.009944826,99.99987028071463,1.0000004,100,4999.935476307852,4999.935476307852,1.0011772,100,3999.936,0.99433154
