AvgNormIw,EpsThisIter,ESSClassic,delta,MaxNormIw,VarDiscRet,AvgDiscRet,VarJ,BatchSize,renyi2,VarRet,ESSRenyi,VanillaAvgRet,VarVanillaIw,SamplesThisIter,VarNormIw,Bound,IterType,AvgEpLen,AvgVanillaIw,MaxVanillaIw,MinVanillaIw,J,MinNormIw,AvgRet
5.52486e-05,100,3.99925647042,0.7,0.245354,88.5018470852,-3.81179594892,30.2846,100,nan,88.5018470852,nan,-3.81179594892,inf,50000,1.33037e-05,18.0768,1,500.0,2.1335e+15,9.47466e+18,,4474.41,,-3.81179594892
5.52486e-05,100,3.92278985767,0.7,0.20566,79.8922385746,-1.56592105124,16.3726,100,nan,79.8922385746,nan,-1.56592105124,inf,50000,9.52866e-06,13.4499,1,500.0,1.09335e+20,4.06993e+23,,3628.94,,-1.56592105124
5.52486e-05,100,1.3506095168,0.7,0.00722693,45.3982473073,-3.50965112359,31.6952,100,nan,45.3982473073,nan,-3.50965112359,564.705,50000,3.96279e-08,1.81264,1,500.0,6.59526,862.708,1.40689e-19,863.652,1.17855e-24,-3.50965112359
5.52486e-05,100,3.99989962624,0.7,0.248748,56.5948667035,-3.7710713031,nan,100,nan,56.5948667035,nan,-3.7710713031,inf,50000,1.36722e-05,nan,1,500.0,4.70241e+16,2.11718e+20,,nan,,-3.7710713031
5.52486e-05,100,0.836951637053,0.7,0.00109352,22.7750532816,-4.10052556203,28.5547,100,nan,22.7750532816,nan,-4.10052556203,31.8977,50000,1.51054e-08,-2.08243,1,500.0,2.53884,50.2506,1.31521e-12,62.9792,2.86207e-17,-4.10052556203
5.52486e-05,100,3.99996275595,0.7,0.249242,81.8318705766,0.440551081646,nan,100,nan,81.8318705766,nan,0.440551081646,inf,50000,1.37264e-05,nan,1,500.0,7.82249e+20,3.52894e+24,,nan,,0.440551081646
5.52486e-05,100,1.68117482139,0.7,0.0194357,57.9807598017,-5.84753665506,nan,100,nan,57.9807598017,nan,-5.84753665506,7662.19,50000,2.0073e-07,nan,1,500.0,10.7942,3797.26,,nan,,-5.84753665506
5.52486e-05,100,1.66265569665,0.7,0.0833796,18.3381919643,-5.20098657124,10.0118,100,nan,18.3381919643,nan,-5.20098657124,inf,50000,3.69338e-06,1.50017,1,500.0,1.71873e+18,2.59386e+21,,988.686,,-5.20098657124
5.52486e-05,100,3.9923714623,0.7,0.232454,31.764295259,-2.77979783287,27.4398,100,nan,31.764295259,nan,-2.77979783287,1.90688e+22,50000,1.19738e-05,3.58206,1,500.0,2.20478e+09,9.27643e+12,,1201.18,,-2.77979783287
5.52486e-05,100,0.566986152431,0.7,0.00531078,34.5731000308,-3.97510119808,47.7189,100,nan,34.5731000308,nan,-3.97510119808,992.605,50000,5.44796e-08,0.590134,1,500.0,7.45749,716.852,6.98635e-16,712.517,5.17582e-21,-3.97510119808
5.52486e-05,100,2.1211286109,0.7,0.128779,73.8521967584,-4.58111140279,29.9016,100,nan,73.8521967584,nan,-4.58111140279,1.95836e+32,50000,6.9087e-06,16.8185,1,500.0,2.94151e+14,6.85635e+17,,4182.98,,-4.58111140279
5.52486e-05,100,4.0,0.7,0.249994,46.2559422584,-2.98453949102,13.0779,100,nan,46.2559422584,nan,-2.98453949102,inf,50000,1.38092e-05,8.38558,1,500.0,2.3157e+19,1.04783e+23,,2227.97,,-2.98453949102
5.52486e-05,100,3.99997025034,0.7,0.249222,86.3167620859,-0.421539367715,34.3686,100,nan,86.3167620859,nan,-0.421539367715,6.95385e+32,50000,1.37241e-05,21.6832,1,500.0,3.93271e+14,1.77401e+18,,5465.3,,-0.421539367715
5.52486e-05,100,0.879777840626,0.7,0.00306352,116.846238949,-4.24461581168,74.5154,100,nan,116.846238949,nan,-4.24461581168,251.528,50000,3.22711e-08,3.94042,1,500.0,4.87761,270.462,,1680.82,,-4.24461581168
5.52486e-05,100,2.49295713051,0.7,0.12107,59.8563394863,-3.39794982273,nan,100,nan,59.8563394863,nan,-3.39794982273,inf,50000,5.19479e-06,nan,1,500.0,5.52752e+17,1.21128e+21,,nan,,-3.39794982273
5.52486e-05,100,4.0,0.7,0.25,94.1726532279,1.16738099544,61.1268,100,nan,94.1726532279,nan,1.16738099544,2.22495e+27,50000,1.38098e-05,17.5311,1,500.0,7.01273e+11,3.17326e+15,,4172.76,,1.16738099544
