Delta,AvgDiscRet,VarNormIw,VarRet,AvgRet,ESSRenyi,VarDiscRet,AvgNormIw,IterType,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,ESSClassic,VarJ,Bound,MaxNormIw,eRenyi2,VarVanillaIw,AvgEpLen,J,MinNormIw,BatchSize,EpsThisIter,AvgVanillaIw
0.7,-87.0128191784,6.5128e-06,7157.66605942,-87.0128191784,195.860684378,7157.66605942,0.00333333,1,2.93534,-87.0128191784,0.00729613,189.370245956,45.2755,-90.8422,0.0096602,1.5317,0.60133,120.03,-71.3292,2.40115e-05,300,100,1.01286
0.7,-71.3662752165,3.50449e-18,1392.85448838,-71.3662752165,300.0,1392.85448838,0.01,2,1.0,-71.3662752165,1.0,100.0,37.1339,-98.6695,0.01,1.0,,102.1,-71.3663,0.01,300,100,1.0
0.7,-76.0906260246,2.1793e-19,4979.25118961,-76.0906260246,300.0,4979.25118961,0.005,2,1.0,-76.0906260246,1.0,200.000000102,56.2119,-93.0382,0.005,1.0,,106.28,-73.7284,0.005,300,100,1.0
0.7,-74.9536286888,2.97838e-06,3774.73195133,-74.9536286888,260.752559156,3774.73195133,0.00333333,1,7.38593,-74.9536286888,0.146605,236.749754435,47.4167,-88.3149,0.0236973,1.15052,0.289329,105.38,-71.4036,0.000470374,300,100,1.03893
0.7,-74.4711086999,3.50449e-18,3762.61850896,-74.4711086999,300.0,3762.61850896,0.01,2,1.0,-74.4711086999,1.0,100.0,61.0327,-101.776,0.01,1.0,,104.7,-74.4711,0.01,300,100,1.0
0.7,-89.351984898,2.1793e-19,8268.31279801,-89.351984898,300.0,8268.31279801,0.005,2,1.0,-89.351984898,1.0,200.000000102,77.5285,-101.221,0.005,1.0,,122.43,-81.9115,0.005,300,100,1.0
0.7,-83.0879123539,1.0914e-05,6061.01308808,-83.0879123539,151.071008253,6061.01308808,0.00333333,1,3.87694,-83.0879123539,0.000302485,151.593156233,58.0063,-95.365,0.0129811,1.98582,0.973498,115.45,-73.147,1.01281e-06,300,100,0.995532
0.7,-84.4963190454,3.50449e-18,7240.99327184,-84.4963190454,300.0,7240.99327184,0.01,2,1.0,-84.4963190454,1.0,100.0,84.6675,-111.804,0.01,1.0,,116.06,-84.4963,0.01,300,100,1.0
0.7,-98.2356867792,2.1793e-19,11499.751839,-98.2356867792,300.0,11499.751839,0.005,2,1.0,-98.2356867792,1.0,200.000000102,96.5601,-110.676,0.005,1.0,,131.98,-91.366,0.005,300,100,1.0
0.7,-86.0956588434,2.80577e-06,7197.52790115,-86.0956588434,243.616696466,7197.52790115,0.00333333,1,3.09475,-86.0956588434,0.182055,239.678313353,91.6693,-103.752,0.0104024,1.23144,0.248336,118.28,-86.2563,0.000611939,300,100,0.991681
0.7,-78.7146685201,3.50449e-18,4937.95332176,-78.7146685201,300.0,4937.95332176,0.01,2,1.0,-78.7146685201,1.0,100.0,69.9183,-106.023,0.01,1.0,,109.7,-78.7147,0.01,300,100,1.0
0.7,-71.4109249413,2.1793e-19,2573.19539352,-71.4109249413,300.0,2573.19539352,0.005,2,1.0,-71.4109249413,1.0,200.000000102,61.0848,-94.3728,0.005,1.0,,101.4,-75.0628,0.005,300,100,1.0
0.7,-78.5374915653,4.08079e-06,4982.57910718,-78.5374915653,227.103635913,4982.57910718,0.00333333,1,3.26748,-78.5374915653,0.045229,219.61185809,43.9641,-89.6136,0.0107374,1.32098,0.377891,109.44,-71.4925,0.00014863,300,100,1.01436
0.7,-90.1444903851,3.50449e-18,8277.29213043,-90.1444903851,300.0,8277.29213043,0.01,2,1.0,-90.1444903851,1.0,100.0,90.5236,-117.453,0.01,1.0,,122.57,-90.1445,0.01,300,100,1.0
0.7,-79.081572585,2.1793e-19,4973.49652115,-79.081572585,300.0,4973.49652115,0.005,2,1.0,-79.081572585,1.0,200.000000102,81.1772,-103.923,0.005,1.0,,109.65,-84.613,0.005,300,100,1.0
0.7,-75.6106198665,5.3637e-07,3755.35703819,-75.6106198665,282.119057855,3755.35703819,0.00333333,1,2.21111,-75.6106198665,0.8026,286.228891843,70.3929,-96.645,0.00744006,1.06338,0.047373,106.7,-80.3865,0.00270063,300,100,0.990632
0.7,-74.5979499508,3.50449e-18,3805.46510784,-74.5979499508,300.0,3805.46510784,0.01,2,1.0,-74.5979499508,1.0,100.0,61.3792,-101.906,0.01,1.0,,105.23,-74.598,0.01,300,100,1.0
0.7,-78.2048018876,2.1793e-19,4983.60469667,-78.2048018876,300.0,4983.60469667,0.005,2,1.0,-78.2048018876,1.0,200.000000102,65.9837,-95.7113,0.005,1.0,,108.68,-76.4014,0.005,300,100,1.0
0.7,-73.3443492453,1.14779e-06,3816.11299951,-73.3443492453,271.405808013,3816.11299951,0.00333333,1,2.81663,-73.3443492453,0.57254,271.996210491,58.0086,-90.2082,0.00928931,1.10536,0.105525,103.21,-73.632,0.00188825,300,100,1.01071
0.7,-80.9841367722,3.50449e-18,6109.19113602,-80.9841367722,300.0,6109.19113602,0.01,2,1.0,-80.9841367722,1.0,100.0,77.7695,-108.292,0.01,1.0,,111.9,-80.9841,0.01,300,100,1.0
0.7,-81.8186913893,2.1793e-19,6082.26911246,-81.8186913893,300.0,6082.26911246,0.005,2,1.0,-81.8186913893,1.0,200.000000102,77.6849,-100.711,0.005,1.0,,113.26,-81.4014,0.005,300,100,1.0
0.7,-74.7251294044,5.98258e-06,3790.96196895,-74.7251294044,197.967386364,3790.96196895,0.00333333,1,2.91963,-74.7251294044,2.29777e-05,195.231455803,57.8019,-92.0539,0.00954602,1.5154,0.559628,104.93,-72.6451,7.5128e-08,300,100,1.01949
0.7,-74.6272342245,3.50449e-18,3755.3626365,-74.6272342245,300.0,3755.3626365,0.01,2,1.0,-74.6272342245,1.0,100.0,60.9738,-101.936,0.01,1.0,,104.8,-74.6272,0.01,300,100,1.0
0.7,-76.058908637,2.1793e-19,3797.36106663,-76.058908637,300.0,3797.36106663,0.005,2,1.0,-76.058908637,1.0,200.000000102,61.1483,-94.653,0.005,1.0,,106.99,-75.3431,0.005,300,100,1.0
0.7,-86.6984683028,7.86741e-07,7170.52850479,-86.6984683028,277.159460206,7170.52850479,0.00333333,1,2.2404,-86.6984683028,0.125408,280.224295479,66.3411,-93.9931,0.0075226,1.08241,0.0697827,119.24,-77.5898,0.000421082,300,100,0.992743
0.7,-70.647742904,3.50449e-18,2572.29229897,-70.647742904,300.0,2572.29229897,0.01,2,1.0,-70.647742904,1.0,100.0,50.4635,-97.9562,0.01,1.0,,100.58,-70.6477,0.01,300,100,1.0
0.7,-81.1333711322,2.1793e-19,6119.15950809,-81.1333711322,300.0,6119.15950809,0.005,2,1.0,-81.1333711322,1.0,200.000000102,65.8009,-95.2005,0.005,1.0,,111.61,-75.8906,0.005,300,100,1.0
0.7,-85.3421158296,1.13343e-06,7223.86557945,-85.3421158296,268.844817041,7223.86557945,0.00333333,1,3.30385,-85.3421158296,0.75001,272.314259268,62.762,-93.517,0.0110625,1.11589,0.101094,117.05,-76.862,0.00251132,300,100,0.995506
0.7,-77.7126289989,3.50449e-18,4978.18163046,-77.7126289989,300.0,4978.18163046,0.01,2,1.0,-77.7126289989,1.0,100.0,70.2026,-105.02,0.01,1.0,,108.29,-77.7126,0.01,300,100,1.0
0.7,-79.3718773206,2.1793e-19,6170.06291485,-79.3718773206,300.0,6170.06291485,0.005,2,1.0,-79.3718773206,1.0,200.000000102,74.2904,-97.8522,0.005,1.0,,109.77,-78.5423,0.005,300,100,1.0
0.7,-81.3557423593,2.65222e-06,6122.90640768,-81.3557423593,243.110193852,6122.90640768,0.00333333,1,1.95241,-81.3557423593,0.0185936,242.345189557,69.5959,-92.7555,0.00654867,1.23401,0.235745,112.48,-75.2412,6.23658e-05,300,100,0.993793
0.7,-74.2036734886,3.50449e-18,3766.44564443,-74.2036734886,300.0,3766.44564443,0.01,2,1.0,-74.2036734886,1.0,100.0,61.0637,-101.512,0.01,1.0,,104.86,-74.2037,0.01,300,100,1.0
0.7,-82.1938005191,2.1793e-19,6088.29525727,-82.1938005191,300.0,6088.29525727,0.005,2,1.0,-82.1938005191,1.0,200.000000102,69.9575,-97.5087,0.005,1.0,,113.61,-78.1987,0.005,300,100,1.0
0.7,-77.3172907209,6.12056e-06,4968.25868295,-77.3172907209,204.39214718,4968.25868295,0.00333333,1,5.96679,-77.3172907209,1.51778e-05,193.671574948,58.4574,-91.9331,0.0192862,1.46777,0.58584,108.24,-72.8318,4.90585e-08,300,100,1.03127
0.7,-91.6696013616,3.50449e-18,9434.19844046,-91.6696013616,300.0,9434.19844046,0.01,2,1.0,-91.6696013616,1.0,100.0,96.6429,-118.978,0.01,1.0,,124.58,-91.6696,0.01,300,100,1.0
0.7,-81.1437500478,2.1793e-19,6122.85610342,-81.1437500478,300.0,6122.85610342,0.005,2,1.0,-81.1437500478,1.0,200.000000102,87.9116,-105.717,0.005,1.0,,112.46,-86.4067,0.005,300,100,1.0
0.7,-83.1765556467,1.27455e-05,6057.07303465,-83.1765556467,145.006322103,6057.07303465,0.00333333,1,3.23185,-83.1765556467,1.45576e-05,139.972849067,46.7883,-92.156,0.0109683,2.06888,1.10657,115.52,-69.4781,4.9406e-08,300,100,0.982178
0.7,-77.5189727354,3.50449e-18,4948.68636722,-77.5189727354,300.0,4948.68636722,0.01,2,1.0,-77.5189727354,1.0,100.0,69.9943,-104.827,0.01,1.0,,108.37,-77.519,0.01,300,100,1.0
0.7,-77.7459201254,2.1793e-19,4982.45441325,-77.7459201254,300.0,4982.45441325,0.005,2,1.0,-77.7459201254,1.0,200.000000102,70.1137,-96.9424,0.005,1.0,,107.8,-77.6324,0.005,300,100,1.0
0.7,-85.3061374933,5.7766e-06,7201.52750698,-85.3061374933,198.507264781,7201.52750698,0.00333333,1,2.67364,-85.3061374933,0.00618482,197.60754353,58.1384,-91.6625,0.00881458,1.51128,0.531465,117.5,-72.2801,2.03904e-05,300,100,1.01107
0.7,-95.3510508558,3.50449e-18,10434.9812224,-95.3510508558,300.0,10434.9812224,0.01,2,1.0,-95.3510508558,1.0,100.0,101.64,-122.659,0.01,1.0,,128.65,-95.3511,0.01,300,100,1.0
0.7,-72.4090495946,2.1793e-19,2554.75723555,-72.4090495946,300.0,2554.75723555,0.005,2,1.0,-72.4090495946,1.0,200.000000102,81.0031,-103.19,0.005,1.0,,103.43,-83.8801,0.005,300,100,1.0
0.7,-79.2692333773,7.45097e-06,4922.44457187,-79.2692333773,173.34662935,4922.44457187,0.00333333,1,2.80095,-79.2692333773,0.000885062,179.818143199,66.7625,-95.3857,0.00880628,1.73064,0.753771,110.15,-74.6445,2.78266e-06,300,100,1.06021
0.7,-76.651073043,3.50449e-18,3782.58120327,-76.651073043,300.0,3782.58120327,0.01,2,1.0,-76.651073043,1.0,100.0,61.1944,-103.959,0.01,1.0,,107.86,-76.6511,0.01,300,100,1.0
0.7,-72.197885157,2.1793e-19,2584.70014469,-72.197885157,300.0,2584.70014469,0.005,2,1.0,-72.197885157,1.0,200.000000102,56.1851,-93.7344,0.005,1.0,,103.03,-74.4245,0.005,300,100,1.0
0.7,-80.2570296231,3.73379e-07,6149.28313521,-80.2570296231,289.001247149,6149.28313521,0.00333333,1,2.34478,-80.2570296231,0.849369,290.278033541,59.7637,-91.7316,0.00782653,1.03806,0.0335131,110.68,-75.6679,0.00283507,300,100,0.998645
0.7,-91.2007329606,3.50449e-18,8223.86347055,-91.2007329606,300.0,8223.86347055,0.01,2,1.0,-91.2007329606,1.0,100.0,90.231,-118.509,0.01,1.0,,124.49,-91.2007,0.01,300,100,1.0
0.7,-75.5697479205,2.1793e-19,4987.31639697,-75.5697479205,300.0,4987.31639697,0.005,2,1.0,-75.5697479205,1.0,200.000000102,81.2442,-102.695,0.005,1.0,,104.87,-83.3852,0.005,300,100,1.0
0.7,-77.9340857361,5.25339e-06,4941.06900677,-77.9340857361,215.862607284,4941.06900677,0.00333333,1,4.6826,-77.9340857361,0.000156062,203.911238999,60.5783,-92.6944,0.0161994,1.38977,0.438953,108.37,-74.1075,5.39892e-07,300,100,0.963536
0.7,-69.57673987,3.50449e-18,2602.71579998,-69.57673987,300.0,2602.71579998,0.01,2,1.0,-69.57673987,1.0,100.0,50.7611,-96.8851,0.01,1.0,,98.17,-69.5767,0.01,300,100,1.0
0.7,-92.0764282951,2.1793e-19,8156.4997935,-92.0764282951,300.0,8156.4997935,0.005,2,1.0,-92.0764282951,1.0,200.000000102,73.8402,-100.137,0.005,1.0,,125.68,-80.8266,0.005,300,100,1.0
0.7,-85.271323985,3.70107e-06,7241.68761091,-85.271323985,232.210409237,7241.68761091,0.00333333,1,2.66673,-85.271323985,0.0836824,225.227709184,61.4809,-94.6589,0.00862562,1.29193,0.353755,116.97,-76.7382,0.000270674,300,100,1.03054
0.7,-90.0322287537,3.50449e-18,8246.23637419,-90.0322287537,300.0,8246.23637419,0.01,2,1.0,-90.0322287537,1.0,100.0,90.3536,-117.341,0.01,1.0,,123.29,-90.0322,0.01,300,100,1.0
0.7,-73.9012723306,2.1793e-19,3786.50244721,-73.9012723306,300.0,3786.50244721,0.005,2,1.0,-73.9012723306,1.0,200.000000102,77.5968,-101.277,0.005,1.0,,103.69,-81.9668,0.005,300,100,1.0
0.7,-76.0524185778,9.30424e-07,3752.81712506,-76.0524185778,278.159127676,3752.81712506,0.00333333,1,3.17953,-76.0524185778,0.785365,276.890868846,68.2534,-94.9067,0.0104884,1.07852,0.0855036,106.9,-78.5329,0.00259072,300,100,1.01049
0.7,-62.0475968231,3.50449e-18,105.01881208,-62.0475968231,300.0,105.01881208,0.01,2,1.0,-62.0475968231,1.0,100.0,10.1965,-68.3959,0.01,1.0,,90.51,-62.0476,0.01,300,100,1.0
0.7,-82.3393001534,2.1793e-19,6046.92262351,-82.3393001534,300.0,6046.92262351,0.005,2,1.0,-82.3393001534,1.0,200.000000102,56.1084,-91.5032,0.005,1.0,,114.48,-72.1935,0.005,300,100,1.0
0.7,-80.5321566081,3.48609e-06,6121.54064612,-80.5321566081,231.788730546,6121.54064612,0.00333333,1,3.89976,-80.5321566081,0.0296013,228.53625929,51.5557,-88.759,0.013835,1.29428,0.276986,110.95,-70.8222,0.000105015,300,100,0.939589
0.7,-72.0015895495,3.50449e-18,2608.32701246,-72.0015895495,300.0,2608.32701246,0.01,2,1.0,-72.0015895495,1.0,100.0,50.8158,-99.3099,0.01,1.0,,102.38,-72.0016,0.01,300,100,1.0
0.7,-76.3122276047,2.1793e-19,3762.20535098,-76.3122276047,300.0,3762.20535098,0.005,2,1.0,-76.3122276047,1.0,200.000000102,56.1966,-93.4669,0.005,1.0,,107.84,-74.1569,0.005,300,100,1.0
0.7,-70.8373889019,4.24928e-07,2558.68472637,-70.8373889019,288.728793929,2558.68472637,0.00333333,1,1.72632,-70.8373889019,0.515307,288.985057693,51.5807,-88.5155,0.00584244,1.03904,0.0370994,100.33,-72.4442,0.00174398,300,100,0.984928
0.7,-87.5386387788,3.50449e-18,7166.84656481,-87.5386387788,300.0,7166.84656481,0.01,2,1.0,-87.5386387788,1.0,100.0,84.2329,-114.849,0.01,1.0,,120.21,-87.5386,0.01,300,100,1.0
0.7,-81.7505926853,2.1793e-19,6089.36690221,-81.7505926853,300.0,6089.36690221,0.005,2,1.0,-81.7505926853,1.0,200.000000102,81.0568,-103.956,0.005,1.0,,113.05,-84.6446,0.005,300,100,1.0
0.7,-87.9392419001,1.22934e-05,8354.59242784,-87.9392419001,143.433208366,8354.59242784,0.00333333,1,3.57016,-87.9392419001,5.64028e-06,142.672413119,35.096,-91.9304,0.0119949,2.09157,1.08907,120.53,-69.1265,1.895e-08,300,100,0.992133
0.7,-74.0124663824,3.50449e-18,3794.35760879,-74.0124663824,300.0,3794.35760879,0.01,2,1.0,-74.0124663824,1.0,100.0,61.2896,-101.32,0.01,1.0,,103.82,-74.0125,0.01,300,100,1.0
0.7,-71.8288627429,2.1793e-19,2594.51354893,-71.8288627429,300.0,2594.51354893,0.005,2,1.0,-71.8288627429,1.0,200.000000102,56.2466,-92.2306,0.005,1.0,,101.9,-72.9207,0.005,300,100,1.0
0.7,-81.9361897801,5.28338e-07,6115.18390911,-81.9361897801,284.906581664,6115.18390911,0.00333333,1,2.2862,-81.9361897801,0.81795,286.425757263,59.644,-91.1834,0.00761087,1.05298,0.0476729,113.2,-75.0047,0.00272299,300,100,1.00129
0.7,-84.7631461088,3.50449e-18,7243.81252147,-84.7631461088,300.0,7243.81252147,0.01,2,1.0,-84.7631461088,1.0,100.0,84.684,-112.071,0.01,1.0,,116.67,-84.7631,0.01,300,100,1.0
0.7,-85.3035494359,2.1793e-19,7246.04495916,-85.3035494359,300.0,7246.04495916,0.005,2,1.0,-85.3035494359,1.0,200.000000102,84.6909,-104.343,0.005,1.0,,116.97,-85.0333,0.005,300,100,1.0
0.7,-89.4083667441,8.84511e-06,8287.35318472,-89.4083667441,226.044463686,8287.35318472,0.00333333,1,15.0971,-89.4083667441,0.134573,167.27946658,80.0254,-100.239,0.0496906,1.32717,0.816477,121.73,-82.075,0.000442934,300,100,1.01274
0.7,-74.4650790296,3.50449e-18,3784.9087798,-74.4650790296,300.0,3784.9087798,0.01,2,1.0,-74.4650790296,1.0,100.0,61.2132,-101.773,0.01,1.0,,105.19,-74.4651,0.01,300,100,1.0
0.7,-68.3370191546,2.1793e-19,1359.99085742,-68.3370191546,300.0,1359.99085742,0.005,2,1.0,-68.3370191546,1.0,200.000000102,50.558,-90.7107,0.005,1.0,,98.18,-71.401,0.005,300,100,1.0
0.7,-78.5176807021,1.89473e-06,4935.15543574,-78.5176807021,257.07000053,4935.15543574,0.00333333,1,2.2995,-78.5176807021,0.164784,256.419702306,46.162,-88.4302,0.00755924,1.167,0.175331,109.74,-71.3982,0.000541702,300,100,1.01399
0.7,-69.0143018416,3.50449e-18,2580.49374997,-69.0143018416,300.0,2580.49374997,0.01,2,1.0,-69.0143018416,1.0,100.0,50.5439,-96.3226,0.01,1.0,,97.55,-69.0143,0.01,300,100,1.0
0.7,-78.3680327646,2.1793e-19,4973.50683793,-78.3680327646,300.0,4973.50683793,0.005,2,1.0,-78.3680327646,1.0,200.000000102,61.3278,-93.0011,0.005,1.0,,109.36,-73.6912,0.005,300,100,1.0
0.7,-80.2807890356,4.85321e-06,6146.15173883,-80.2807890356,219.521174268,6146.15173883,0.00333333,1,4.22542,-80.2807890356,0.063399,209.010752355,54.481,-89.831,0.0139355,1.36661,0.446194,110.48,-71.3996,0.000209091,300,100,1.01071
0.7,-82.3854095186,3.50449e-18,6104.60394323,-82.3854095186,300.0,6104.60394323,0.01,2,1.0,-82.3854095186,1.0,100.0,77.7403,-109.694,0.01,1.0,,114.05,-82.3854,0.01,300,100,1.0
0.7,-74.0967572406,2.1793e-19,3787.05664169,-74.0967572406,300.0,3787.05664169,0.005,2,1.0,-74.0967572406,1.0,200.000000102,70.0967,-97.5511,0.005,1.0,,104.27,-78.2411,0.005,300,100,1.0
0.7,-76.8959503278,1.79652e-06,4956.88614192,-76.8959503278,257.501963817,4956.88614192,0.00333333,1,2.93057,-76.8959503278,0.262142,258.364920598,61.1714,-92.3844,0.00977319,1.16504,0.161535,107.75,-75.3664,0.000874221,300,100,0.999528
0.7,-82.3608743735,3.50449e-18,6130.58230168,-82.3608743735,300.0,6130.58230168,0.01,2,1.0,-82.3608743735,1.0,100.0,77.9056,-109.669,0.01,1.0,,113.68,-82.3609,0.01,300,100,1.0
0.7,-84.7991199647,2.1793e-19,7253.09335728,-84.7991199647,300.0,7253.09335728,0.005,2,1.0,-84.7991199647,1.0,200.000000102,81.4027,-102.89,0.005,1.0,,116.34,-83.58,0.005,300,100,1.0
0.7,-69.140217943,2.24162e-06,2600.28440506,-69.140217943,253.567093077,2600.28440506,0.00333333,1,3.49695,-69.140217943,0.0734056,249.776594256,65.881,-92.3623,0.011347,1.18312,0.212902,97.82,-75.2129,0.000238188,300,100,1.02728
0.7,-70.8805156477,3.50449e-18,2575.99332839,-70.8805156477,300.0,2575.99332839,0.01,2,1.0,-70.8805156477,1.0,100.0,50.4998,-98.1887,0.01,1.0,,100.78,-70.8805,0.01,300,100,1.0
0.7,-82.0116661499,2.1793e-19,6102.46622539,-82.0116661499,300.0,6102.46622539,0.005,2,1.0,-82.0116661499,1.0,200.000000102,65.7785,-95.7561,0.005,1.0,,113.3,-76.4461,0.005,300,100,1.0
0.7,-78.5563293608,5.54151e-06,4916.84302315,-78.5563293608,195.935421052,4916.84302315,0.00333333,1,2.75266,-78.5563293608,0.0048508,200.391031081,46.865,-90.0528,0.00887928,1.53112,0.532573,110.04,-70.5436,1.56472e-05,300,100,1.03337
0.7,-96.3430722454,3.50449e-18,10398.0813159,-96.3430722454,300.0,10398.0813159,0.01,2,1.0,-96.3430722454,1.0,100.0,101.46,-123.651,0.01,1.0,,130.52,-96.3431,0.01,300,100,1.0
0.7,-81.7765232602,2.1793e-19,6082.28753905,-81.7765232602,300.0,6082.28753905,0.005,2,1.0,-81.7765232602,1.0,200.000000102,90.6136,-108.37,0.005,1.0,,113.04,-89.0598,0.005,300,100,1.0
0.7,-84.680394575,4.6442e-06,7235.77465604,-84.680394575,258.401113702,7235.77465604,0.00333333,1,8.94659,-84.680394575,0.761739,211.776895894,79.9893,-101.53,0.0276806,1.16099,0.485149,116.34,-84.5413,0.00235681,300,100,1.07736
0.7,-77.3420162387,3.50449e-18,4949.64954046,-77.3420162387,300.0,4949.64954046,0.01,2,1.0,-77.3420162387,1.0,100.0,70.0011,-104.65,0.01,1.0,,107.82,-77.342,0.01,300,100,1.0
0.7,-81.1576291707,2.1793e-19,6074.019224,-81.1576291707,300.0,6074.019224,0.005,2,1.0,-81.1576291707,1.0,200.000000102,73.8942,-98.5596,0.005,1.0,,112.63,-79.2498,0.005,300,100,1.0
0.7,-74.7430782491,3.58096e-06,3794.0294378,-74.7430782491,236.074712175,3794.0294378,0.00333333,1,2.47005,-74.7430782491,0.0193988,227.064194473,62.432,-90.7103,0.00845209,1.27078,0.305831,104.83,-72.937,6.63795e-05,300,100,0.974137
0.7,-82.5656478891,3.50449e-18,6052.10093153,-82.5656478891,300.0,6052.10093153,0.01,2,1.0,-82.5656478891,1.0,100.0,77.4053,-109.874,0.01,1.0,,114.49,-82.5657,0.01,300,100,1.0
0.7,-71.9909250373,2.1793e-19,2568.32447769,-71.9909250373,300.0,2568.32447769,0.005,2,1.0,-71.9909250373,1.0,200.000000102,65.5368,-96.588,0.005,1.0,,101.92,-77.2783,0.005,300,100,1.0
0.7,-72.2344552544,1.08795e-06,2596.58104343,-72.2344552544,274.970244856,2596.58104343,0.00333333,1,1.57197,-72.2344552544,0.0926451,273.326300961,57.57,-90.9094,0.00520545,1.09103,0.0992151,101.82,-74.4411,0.000306787,300,100,1.00662
0.7,-70.2310377292,3.50449e-18,2586.10026108,-70.2310377292,300.0,2586.10026108,0.01,2,1.0,-70.2310377292,1.0,100.0,50.5988,-97.5392,0.01,1.0,,99.44,-70.231,0.01,300,100,1.0
0.7,-92.0010606328,2.1793e-19,9410.63534458,-92.0010606328,300.0,9410.63534458,0.005,2,1.0,-92.0010606328,1.0,200.000000102,77.8259,-100.426,0.005,1.0,,125.38,-81.1161,0.005,300,100,1.0
0.7,-90.4022934973,1.48234e-06,8244.96503659,-90.4022934973,266.03509582,8244.96503659,0.00333333,1,2.04356,-90.4022934973,0.0474262,264.791723665,77.285,-98.2047,0.00685955,1.12767,0.131562,123.72,-81.462,0.000159194,300,100,0.993048
0.7,-80.2333018713,3.50449e-18,6144.94517377,-80.2333018713,300.0,6144.94517377,0.01,2,1.0,-80.2333018713,1.0,100.0,77.9968,-107.541,0.01,1.0,,111.0,-80.2333,0.01,300,100,1.0
0.7,-69.5382811777,2.1793e-19,1354.57836873,-69.5382811777,300.0,1354.57836873,0.005,2,1.0,-69.5382811777,1.0,200.000000102,61.1626,-94.1955,0.005,1.0,,99.12,-74.8858,0.005,300,100,1.0
0.7,-74.6301590006,1.10777e-05,3782.98750461,-74.6301590006,170.727602768,3782.98750461,0.00333333,1,2.84623,-74.6301590006,7.61076e-09,150.4763576,31.8789,-87.9617,0.00891393,1.75719,1.12941,104.87,-67.0619,2.38357e-11,300,100,1.06434
0.7,-73.5633081183,3.50449e-18,3792.731391,-73.5633081183,300.0,3792.731391,0.01,2,1.0,-73.5633081183,1.0,100.0,61.2765,-100.871,0.01,1.0,,103.73,-73.5633,0.01,300,100,1.0
0.7,-82.0633148612,2.1793e-19,6073.82494449,-82.0633148612,300.0,6073.82494449,0.005,2,1.0,-82.0633148612,1.0,200.000000102,70.0143,-97.1233,0.005,1.0,,113.44,-77.8133,0.005,300,100,1.0
0.7,-82.0576487494,1.95986e-06,6080.80270415,-82.0576487494,271.334524298,6080.80270415,0.00333333,1,3.02331,-82.0576487494,0.376529,255.145750612,67.2301,-93.7529,0.00987694,1.10565,0.183631,113.75,-77.1744,0.00123009,300,100,1.02033
0.7,-84.4927183747,3.50449e-18,7242.05535943,-84.4927183747,300.0,7242.05535943,0.01,2,1.0,-84.4927183747,1.0,100.0,84.6737,-111.801,0.01,1.0,,116.46,-84.4927,0.01,300,100,1.0
0.7,-72.4861276899,2.1793e-19,2542.09922162,-72.4861276899,300.0,2542.09922162,0.005,2,1.0,-72.4861276899,1.0,200.000000102,69.8512,-97.7994,0.005,1.0,,103.07,-78.4894,0.005,300,100,1.0
0.7,-81.1656552655,8.55289e-07,6144.1040181,-81.1656552655,287.196477841,6144.1040181,0.00333333,1,1.26963,-81.1656552655,0.221577,278.624029493,72.8496,-94.8323,0.00413531,1.04458,0.0806221,111.83,-78.7181,0.000721697,300,100,1.02341
0.7,-70.1342808053,3.50449e-18,2576.70163766,-70.1342808053,300.0,2576.70163766,0.01,2,1.0,-70.1342808053,1.0,100.0,50.5068,-97.4427,0.01,1.0,,99.75,-70.1343,0.01,300,100,1.0
0.7,-74.4870344813,2.1793e-19,3801.96158202,-74.4870344813,300.0,3801.96158202,0.005,2,1.0,-74.4870344813,1.0,200.000000102,56.2332,-91.6206,0.005,1.0,,104.73,-72.3107,0.005,300,100,1.0
0.7,-72.73664652,1.45659e-06,2572.7681173,-72.73664652,281.687414106,2572.7681173,0.00333333,1,2.11483,-72.73664652,0.118911,265.332769165,46.6717,-86.2982,0.00658225,1.06501,0.150363,102.76,-70.0273,0.000370102,300,100,1.07098
0.7,-78.5090630531,3.50449e-18,4955.32125537,-78.5090630531,300.0,4955.32125537,0.01,2,1.0,-78.5090630531,1.0,100.0,70.0412,-105.817,0.01,1.0,,109.61,-78.5091,0.01,300,100,1.0
0.7,-77.8610206179,2.1793e-19,4962.79399525,-77.8610206179,300.0,4962.79399525,0.005,2,1.0,-77.8610206179,1.0,200.000000102,70.0683,-97.4949,0.005,1.0,,108.54,-78.185,0.005,300,100,1.0
0.7,-69.7826762372,1.76947e-06,2604.54934447,-69.7826762372,261.843289347,2604.54934447,0.00333333,1,2.06209,-69.7826762372,0.0287673,258.905964433,53.1904,-88.6635,0.00598182,1.14572,0.210277,99.05,-71.7874,8.34498e-05,300,100,1.14909
0.7,-64.4712182468,3.50449e-18,127.388399106,-64.4712182468,300.0,127.388399106,0.01,2,1.0,-64.4712182468,1.0,100.0,11.2301,-70.9968,0.01,1.0,,93.22,-64.4712,0.01,300,100,1.0
0.7,-78.3423717952,2.1793e-19,4940.21051398,-78.3423717952,300.0,4940.21051398,0.005,2,1.0,-78.3423717952,1.0,200.000000102,50.5625,-90.7153,0.005,1.0,,109.09,-71.4068,0.005,300,100,1.0
0.7,-86.5384299687,6.51626e-07,7163.10281551,-86.5384299687,284.774044032,7163.10281551,0.00333333,1,2.57902,-86.5384299687,0.144061,283.43309649,58.6109,-91.313,0.00824134,1.05347,0.0638133,119.2,-75.1307,0.000460351,300,100,1.04312
