AvgEpLen,AvgNormIw,VarVanillaIw,MinVanillaIw,Bound,MinNormIw,J,AvgRet,MaxNormIw,VarJ,EpsThisIter,Delta,MaxVanillaIw,AvgVanillaIw,VarDiscRet,VanillaAvgRet,IterType,VarRet,ESSRenyi,BatchSize,VarNormIw,ESSClassic,AvgDiscRet,eRenyi2
500.0,0.01,4139.06,0.00277387,13.5709,4.0004e-06,29.4454,-5.47064262736,0.928512,23.3665,100,0.4,643.829,6.93398,163.278736907,-5.47064262736,1,163.278736907,18.7490975919,100,0.00860867,1.15974482839,-5.47064262736,5.33359
500.0,0.01,2233.69,0.00155321,-119.951,9.10932e-07,-18.8539,-5.47064262736,0.211432,89.2544,100,0.4,360.507,17.0508,256.190681248,-5.47064262736,,163.278736907,1.04891836695,200,0.000768308,11.6194611624,-2.36619866919,190.673
500.0,0.005,72426.4,0.0646078,5.51081,1.61524e-05,13.1833,-2.1457563658,0.951751,10.6013,100,0.4,3806.89,19.9994,92.6326558115,-2.1457563658,1,92.6326558115,80.2610726036,200,0.00452691,1.10392912784,-2.1457563658,2.49187
