TimestepsSoFar,InitialReturnMin,MinTargetPdf,ReturnStepMax,StdWReturnMean,EpRewMean,Bound,Iteration,WReturnMean,InitialReturnMax,OptimizationReturnMin,MaxIW,InitialReturnMean,EmpiricalD2Arithmetic,OptimizationReturnMax,EpLenMean,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimeElapsed,EpisodesSoFar,InitialBound,MinBehavPdf,MeanD2-0,MinIW,Epsilon,LearnableVariance,ESSRenyiHarmonic,InitialReturnStd,Weights,DivergenceHarmonic,EmpiricalD2Harmonic,MeanIW,ESSRenyiArithmetic,Inner Iteration,Penalization,StdIW,ReturnStepMaxmin,EpThisIter,VarianceInitializer
16195018,9.981499,-252.73277,10.0,,4867.650508174314,-2.1622364e+24,381,24225118.0,4999.5083,,4721492000.0,4867.6504,1.0,4989.527,486.88,0.4189424,4857.669,2415175000000000.0,68576.02398252487,38050,-26266010.0,-252.73277,1.0,0.0050901063,1.0,,50.0,728.76385,[ 0.347  0.277 -4.16  -1.086],1.1225053e+36,1.0,96655680.0,50.0,1,True,660768960.0,10.0,50,-1.0
16220018,4999.2627,-251.22003,10.0,,4999.441033344085,-inf,381,4310602.5,4999.583,,6.897875,4999.441,5351503600000.0,0.3203125,500.0,0.4189424,0.17835937,4310602.5,68637.87553477287,38100,-inf,-241.48969,5351503600000.0,8.384274e-23,1.0,,9.343169e-12,0.07602412,[ 0.129  0.371 -4.214 -1.143],inf,5351503600000.0,0.17246675,9.343169e-12,2,True,0.97516936,10.0,50,-1.0
16245018,4999.288,-242.20195,10.0,,4999.456866119772,-29293960000000.0,382,24994570.0,4999.618,,4659.32,4999.457,1.0,0.33007812,500.0,0.4189424,0.1687793,6248764400.0,68712.97546434402,38150,-27035554.0,-242.20195,1.0,0.084546044,1.0,,50.0,0.07627819,[ 0.129  0.371 -4.214 -1.143],205927730000000.0,1.0,250.01483,50.0,1,True,791.03253,10.0,50,-1.0
16270018,4999.333,-259.60345,10.0,,4999.5223812644645,-inf,382,78418100.0,4999.618,,94.689026,4999.5225,9.818884e+29,0.28515625,500.0,0.4189424,0.1894043,78418100.0,68788.66673660278,38200,-inf,-261.87875,9.818884e+29,,1.0,,5.0922286e-29,0.06571275,[ 0.022  0.331 -4.217 -1.191],inf,9.818884e+29,3.1374254,5.0922286e-29,2,True,14.907586,10.0,50,-1.0
16294520,9.981674,-238.04477,10.0,,4899.737769395837,-2644099000000000.0,383,24495382.0,4999.628,,225411.66,4899.738,1.0,4989.6465,490.04,0.4189424,4889.7563,139536100000.0,68855.86358380318,38250,-26536372.0,-238.04477,1.0,0.20658219,1.0,,50.0,698.5366,[ 0.022  0.331 -4.217 -1.191],1.6782246e+18,1.0,5582.679,50.0,1,True,32218.045,10.0,50,-1.0
16319520,4999.368,-264.5779,10.0,,4999.49899847506,-445151700000000.0,383,250022540.0,4999.657,,865.2344,4999.499,37.430305,0.2890625,500.0,0.4189424,0.13078125,441574300.0,68927.41983437538,38300,-868469300000000.0,-264.62466,37.430305,0.00030536763,1.0,,1.335816,0.07611902,[ 0.08   0.32  -4.217 -1.212],4.7571354e+16,37.430305,17.66598,1.335816,2,True,121.084305,10.0,50,-1.0
16344520,4999.306,-246.83972,10.0,,4999.514920555174,-23563243000000.0,384,24995148.0,4999.6567,,5782.889,4999.5146,1.0,0.35058594,500.0,0.4189424,0.20875,18862920000.0,69003.91621828079,38350,-27036162.0,-246.83972,1.0,0.036440566,1.0,,50.0,0.07032098,[ 0.079  0.337 -4.216 -1.194],133077610000000.0,1.0,754.6644,50.0,1,True,1604.2107,10.0,50,-1.0
16369022,9.979227,-250.22195,10.0,,4899.768883876563,-inf,384,181280300.0,4999.6914,,180.46306,4899.7686,1156402.5,4989.7124,490.04,0.4189424,4889.79,181280300.0,69072.37566590309,38400,-inf,-248.30614,1156402.5,1.09635655e-13,1.0,,4.3237542e-05,698.5414,[ 0.039  0.256 -4.227 -1.28 ],inf,1156402.5,7.2743597,4.3237542e-05,2,True,33.198723,10.0,50,-1.0
16394022,4999.3765,-249.97325,10.0,,4999.573699654787,-1.4688678e+17,385,24995736.0,4999.6846,,1175355.5,4999.5737,1.0,0.30810547,500.0,0.4189424,0.19720703,614067800000.0,69153.48910713196,38450,-27036774.0,-249.97325,1.0,0.22719103,1.0,,50.0,0.059378777,[ 0.039  0.256 -4.227 -1.28 ],5.1794385e+21,1.0,24567.83,50.0,1,True,164415.39,10.0,50,-1.0
16419022,4999.1904,-259.3444,10.0,,4999.520741997414,-inf,385,746142200.0,4999.6553,,1387.9675,4999.521,2010621000.0,0.46484375,500.0,0.4189424,0.3303418,746142200.0,69234.66149067879,38500,-inf,-250.29947,2010621000.0,1.0595664e-18,1.0,,2.4867939e-08,0.0881212,[ 0.09   0.16  -4.244 -1.339],inf,2010621000.0,29.851099,2.4867939e-08,2,True,194.18155,10.0,50,-1.0
16444022,4999.322,-249.42578,10.0,,4999.544734469408,-2.945405e+17,386,24995448.0,4999.7183,,6122070.5,4999.545,1.0,0.39648438,500.0,0.4189424,0.22292969,4897735000000.0,69304.99061489105,38550,-27036512.0,-249.42578,1.0,0.0051031713,1.0,,50.0,0.075926654,[ 0.09   0.16  -4.244 -1.339],2.0824987e+22,1.0,195946.34,50.0,1,True,896598.94,10.0,50,-1.0
16469022,4999.343,-251.92601,10.0,,4999.562073533011,-inf,386,275295100.0,4999.6875,,550.0604,4999.562,6929498.0,0.34472656,500.0,0.4189424,0.21930665,275295100.0,69377.82068252563,38600,-inf,-241.117,6929498.0,7.313865e-17,1.0,,7.2155303e-06,0.07673131,[ 0.069  0.17  -4.269 -1.586],inf,6929497.5,11.01369,7.21553e-06,2,True,77.0067,10.0,50,-1.0
16493585,619.8225,-250.58217,10.0,,4911.977486044602,-26030176000000.0,387,24503492.0,4999.6714,,352.13467,4911.977,1.0,4379.8486,491.26,0.4189424,4292.155,864603260.0,69473.77937412262,38650,-26544516.0,-250.58217,1.0,0.2358235,1.0,,50.0,613.1649,[ 0.069  0.17  -4.269 -1.586],162648780000000.0,1.0,34.614334,50.0,1,True,63.010647,10.0,50,-1.0
16515165,649.8944,-261.4158,10.0,,4312.6624498485835,-inf,387,110537890.0,4999.703,,130.04616,4312.662,17725022000.0,4349.8086,431.6,0.4189424,3662.7678,110537890.0,69557.83580827713,38700,-inf,-254.0312,17725022000.0,8.503237e-20,1.0,,2.8208709e-09,1211.8739,[ 0.008  0.181 -4.271 -1.589],inf,17725022000.0,4.4223514,2.8208709e-09,2,True,20.564245,10.0,50,-1.0
16536207,779.87976,-243.92303,10.0,,4204.8705523078725,-1.8252835e+22,388,19456022.0,4999.736,,9575684.0,4204.8706,1.0,4219.856,420.84,0.4189424,3424.9907,6476547000000.0,69644.09134721756,38750,-21497090.0,-243.92303,1.0,0.11040352,1.0,,50.0,1332.3239,[ 0.008  0.181 -4.271 -1.589],7.9976725e+31,1.0,314909.0,50.0,1,True,1400675.2,10.0,50,-1.0
16561207,4999.3574,-244.20897,10.0,,4999.581627102668,-122963260000000.0,388,35531180.0,4999.708,,57.45459,4999.5815,278.5484,0.35058594,500.0,0.4189424,0.22421876,31154934.0,69747.6122868061,38800,-7329303000000000.0,-240.28088,278.5484,3.2119879e-06,1.0,,0.17950201,0.07123024,[ 0.062  0.21  -4.271 -1.575],3629637000000000.0,278.5484,1.2463462,0.17950201,2,True,8.034483,10.0,50,-1.0
16586207,4999.3335,-272.51453,10.0,,4999.576895168946,-5771164000000000.0,389,24995768.0,4999.677,,1418.6725,4999.5767,1.0,0.34326172,500.0,0.4189424,0.24335937,2164242700.0,69843.1770670414,38850,-27036796.0,-272.51453,1.0,0.79195887,1.0,,50.0,0.0656574,[ 0.057  0.185 -4.271 -1.582],7.995581e+18,1.0,86.58856,50.0,1,True,235.86017,10.0,50,-1.0
16605771,869.88586,-277.67175,10.0,,3907.9130834407924,-inf,389,559290240.0,4999.745,,1094.961,3907.9133,197667910000.0,4129.8594,391.28,0.4189424,3038.027,559290240.0,69918.98496770859,38900,-inf,-279.09354,197667910000.0,1.9329644e-13,1.0,,2.529495e-10,1430.0997,[-2.559e-03  1.978e-01 -4.272e+00 -1.569e+00],inf,197667910000.0,22.375154,2.529495e-10,2,True,153.24567,10.0,50,-1.0
16625458,1159.8904,-252.26561,10.0,,3932.110893468682,-73376780000.0,390,17265080.0,4999.736,,103.76572,3932.1108,1.0,3839.8455,393.74,0.4189424,2772.2202,326231460.0,69997.95463585854,38950,-19306146.0,-252.26561,1.0,0.102653325,1.0,,50.0,1342.9752,[-2.559e-03  1.978e-01 -4.272e+00 -1.569e+00],1281002500.0,1.0,23.219345,50.0,1,True,28.554857,10.0,50,-1.0
16650343,3919.7148,-248.76309,10.0,,4976.204815605088,-62165443000.0,390,18392112.0,4999.7114,,24.52759,4976.205,10.086398,1079.9966,497.7,0.4189424,1056.49,16156920.0,70082.45462679863,39000,-102029206000.0,-247.40094,10.086398,0.004001982,1.0,,4.957171,151.45204,[ 0.027  0.208 -4.272 -1.564],927221950.0,10.086398,0.8360064,4.957171,2,True,3.4572773,10.0,50,-1.0
16674518,689.8431,-247.23651,10.0,,4834.018468757106,-5.332525e+19,391,23894656.0,4999.6865,,1414637.8,4834.0186,1.0,4309.8433,483.5,0.4189424,4144.175,1422706500000.0,70178.48149585724,39050,-25935690.0,-247.23651,1.0,0.015155958,1.0,,50.0,725.894,[ 0.026  0.197 -4.272 -1.568],6.8263084e+26,1.0,57509.684,50.0,1,True,274264.16,10.0,50,-1.0
16699518,4999.3325,-255.62608,10.0,,4999.559962229126,-7.2105634e+19,391,210158460.0,4999.683,,239.20609,4999.56,1486.7892,0.35058594,500.0,0.4189424,0.2274707,210158460.0,70292.49675869942,39100,-7.2105634e+19,-249.39893,1486.7892,1.4447991e-06,1.0,,0.033629514,0.075876236,[ 0.083  0.181 -4.273 -1.547],1.2481297e+27,1486.7892,8.407614,0.033629514,2,True,35.82302,10.0,50,-1.0
16724019,,-243.77594,10.0,,4899.569676724902,-212099090000.0,392,24495698.0,4999.708,,1855.8964,4899.57,1.0,4999.708,490.02,0.4189424,4899.57,1644378200.0,70396.5426466465,39150,-26536750.0,-243.77594,1.0,0.07893796,1.0,,50.0,699.9385,[ 0.083  0.181 -4.273 -1.547],10632367000.0,1.0,65.80494,50.0,1,True,274.32767,10.0,50,-1.0
16749019,4999.1377,-245.16905,10.0,,4999.496439908305,-17377574000000.0,392,38444696.0,4999.6606,,42.66927,4999.497,39.31246,0.5229492,500.0,0.4189424,0.35876954,39824740.0,70516.22401452065,39200,-19766601000000.0,-243.09056,39.31246,5.640865e-08,1.0,,1.2718613,0.11069451,[ 0.139  0.178 -4.273 -1.573],72494560000000.0,39.31246,1.5932808,1.2718613,2,True,6.3044634,10.0,50,-1.0
16774019,4998.9473,-244.45757,10.0,,4999.499046842911,-36205744000.0,393,24994990.0,4999.6943,,35237.957,4999.499,1.0,0.7470703,500.0,0.4189424,0.5517285,17955631000.0,70621.14164566994,39250,-27036032.0,-244.45757,1.0,0.11328755,1.0,,50.0,0.12627287,[ 0.139  0.174 -4.273 -1.564],79955530.0,1.0,718.525,50.0,1,True,4931.6167,10.0,50,-1.0
16799019,4999.2617,-243.5487,10.0,,4999.51289417623,-32180617000.0,393,23929652.0,4999.683,,18.160728,4999.5127,12.630034,0.42138672,500.0,0.4189424,0.25118163,26499910.0,70727.64510631561,39300,-31257428000.0,-241.99652,12.630034,8.20157e-05,1.0,,3.9588177,0.0902904,[ 0.132  0.225 -4.275 -1.528],248195890.0,12.6300335,1.0602026,3.9588175,2,True,2.9737628,10.0,50,-1.0
16824019,4999.241,-248.75934,10.0,,4999.506891676921,-2961833300000000.0,394,24995068.0,4999.6626,,580017.2,4999.507,1.0,0.42138672,500.0,0.4189424,0.26567382,339248970000.0,70841.09125351906,39350,-27036086.0,-248.75934,1.0,0.040166512,1.0,,50.0,0.10367652,[ 0.144  0.22  -4.274 -1.516],2.1054754e+18,1.0,13573.157,50.0,1,True,81233.94,10.0,50,-1.0
16849019,4999.295,-250.4742,10.0,,4999.507634155241,-1.9981637e+21,394,9347766000.0,4999.655,,18657.713,4999.5073,9266.662,0.35986328,500.0,0.4189424,0.21274415,9347766000.0,70931.5512611866,39400,-1.9981637e+21,-244.10185,9266.662,3.174093e-07,1.0,,0.0053956863,0.08041733,[ 0.156  0.34  -4.267 -1.483],9.5850265e+29,9266.662,373.9905,0.0053956863,2,True,2611.962,10.0,50,-1.0
16873520,,-242.19304,10.0,,4899.509926716966,-1741607400000.0,395,24495100.0,4999.6826,,2405939.2,4899.51,1.0,4999.6826,490.02,0.4189424,4899.51,1212784600000.0,71020.99355506897,39450,-26536134.0,-242.19304,1.0,0.087424375,1.0,,50.0,699.93,[ 0.156  0.34  -4.267 -1.483],67133915000.0,1.0,48518.06,50.0,1,True,336777.1,10.0,50,-1.0
16898520,4999.169,-253.78687,10.0,,4999.442846924662,-2422783000000000.0,395,31159060.0,4999.596,,149.78731,4999.443,308.8422,0.4272461,500.0,0.4189424,0.2738867,111112350.0,71103.37444519997,39500,-1086676200000000.0,-246.06961,308.8422,3.8971905e-08,1.0,,0.16189498,0.0996435,[ 0.252  0.412 -4.24  -1.459],1.4092259e+18,308.8422,4.445314,0.16189498,2,True,21.928019,10.0,50,-1.0
16923520,4999.3657,-233.5243,10.0,,4999.529804364027,-473748080000.0,396,24995298.0,4999.661,,11403.143,4999.53,1.0,0.29541016,500.0,0.4189424,0.16408204,10430548000.0,71183.57883167267,39550,-27036316.0,-233.5243,1.0,0.04713601,1.0,,50.0,0.06922974,[ 0.139  0.429 -4.25  -1.423],51533124000.0,1.0,417.3185,50.0,1,True,1674.8308,10.0,50,-1.0
16948520,4999.4185,-245.49364,10.0,,4999.564704133203,-inf,396,14547851000.0,4999.7075,,29084.31,4999.565,28449720.0,0.2890625,500.0,0.4189424,0.14625977,14547851000.0,71261.94031643867,39600,-inf,-238.65411,28449720.0,1.5906737e-14,1.0,,1.7574865e-06,0.061542694,[ 0.057  0.377 -4.258 -1.501],inf,28449720.0,582.03815,1.7574865e-06,2,True,4071.7534,10.0,50,-1.0
16973520,4999.46,-248.79323,10.0,,4999.5758710711825,-1275916200000.0,397,24995758.0,4999.679,,148.29997,4999.5757,1.0,0.21923828,500.0,0.4189424,0.11586914,672107970.0,71342.93728137016,39650,-27036790.0,-248.79323,1.0,0.026715053,1.0,,50.0,0.054305613,[ 0.057  0.377 -4.258 -1.501],390399520000.0,1.0,26.888983,50.0,1,True,35.602795,10.0,50,-1.0
16998499,4839.5767,-253.75893,10.0,,4995.013350132858,-inf,397,53706736.0,4999.7188,,75.03331,4995.013,3811640000000000.0,160.14209,499.58,0.4189424,155.4367,53706736.0,71422.8111922741,39700,-inf,-248.67659,3811640000000000.0,9.103452e-20,1.0,,1.3117712e-14,24.270203,[-0.005  0.401 -4.273 -1.607],inf,3811640400000000.0,2.148564,1.3117713e-14,2,True,10.56153,10.0,50,-1.0
17023282,4099.729,-249.308,10.0,,4955.612089654993,-9258464000000.0,398,24589576.0,4999.7256,,3573.1877,4955.6123,1.0,899.9966,495.66,0.4189424,855.8832,3916722200.0,71495.91290855408,39750,-26630644.0,-249.308,1.0,0.03425678,1.0,,50.0,177.43266,[-0.005  0.401 -4.273 -1.607],20559706000000.0,1.0,196.3919,50.0,1,True,617.65466,10.0,50,-1.0
17048282,4999.459,-251.66438,10.0,,4999.582009873254,-5.078376e+22,398,290001340.0,4999.7046,,1898671.6,4999.582,17.451332,0.24560547,500.0,0.4189424,0.12307617,1256909700000.0,71558.99163746834,39800,-3277273400000.0,-249.75784,17.451332,0.21877436,1.0,,2.8651109,0.052746445,[ 0.023  0.444 -4.271 -1.572],6.1910395e+32,17.451332,50286.35,2.8651109,2,True,269088.16,10.0,50,-1.0
17059506,1129.7795,-180.63777,10.0,,2234.6252938653492,-407676800000.0,399,5667805.5,4309.6807,,5727.8267,2234.6252,1.0,3179.9011,224.48,0.4189424,1104.8457,941288500.0,71593.21690273285,39850,-7184331.0,-180.63777,1.0,0.5943457,1.0,,50.0,821.13074,[-0.096  0.414 -4.272 -1.591],71934160000.0,1.0,306.02402,50.0,1,True,888.59796,10.0,50,-1.0
17079361,2119.8018,-231.28622,10.0,,3963.877439952422,-inf,399,10826502.0,4999.6924,,32.607517,3963.8772,21898780.0,2879.8906,397.1,0.4189424,1844.0758,10826502.0,71650.44837164879,39900,-inf,-226.83946,21898780.0,3.3202538e-18,1.0,,2.283232e-06,973.0879,[-0.045  0.447 -4.273 -1.578],inf,21898780.0,1.3376782,2.283232e-06,2,True,5.4998794,10.0,50,-1.0
17099190,1899.8232,-254.34818,10.0,,3959.2812424358713,-1.4827395e+23,400,16694018.0,4999.728,,203860.1,3959.2812,1.0,3099.9048,396.58,0.4189424,2059.458,151445930000.0,71710.95973157883,39950,-18735078.0,-254.34818,1.0,0.015306092,1.0,,50.0,1009.0152,[-0.045  0.447 -4.273 -1.578],5.277588e+33,1.0,14955.648,50.0,1,True,34946.875,10.0,50,-1.0
17124190,4999.4595,-243.13788,10.0,,4999.600246366701,-inf,400,2304489.0,4999.718,,0.8494404,4999.6,3404684.8,0.25830078,500.0,0.4189424,0.14082031,2304489.0,71782.25155591965,40000,-inf,-238.74362,3404684.8,4.8086702e-05,1.0,,1.4685647e-05,0.05655823,[ 0.017  0.45  -4.274 -1.576],inf,3404684.8,0.092193514,1.4685647e-05,2,True,0.1701534,10.0,50,-1.0
17149190,4999.4707,-239.77118,10.0,,4999.59261604884,-7.961717e+23,401,24995926.0,4999.6855,,159506280000.0,4999.5923,1.0,0.21484375,500.0,0.4189424,0.12196289,7.9773005e+16,71853.90832948685,40050,-27036964.0,-239.77118,1.0,0.015756337,1.0,,50.0,0.053838495,[ 0.017  0.45  -4.274 -1.576],1.521717e+35,1.0,3191589400.0,50.0,1,True,22330675000.0,10.0,50,-1.0
17173692,9.979922,-242.82207,10.0,,4899.758606180155,-1.476867e+19,401,28196656.0,4999.6826,,52.386486,4899.759,2522.6284,4989.7026,490.04,0.4189424,4889.779,28196656.0,71927.70382881165,40100,-1.476867e+19,-238.85089,2522.6284,5.458847e-10,1.0,,0.019820597,698.5398,[ 0.074  0.551 -4.278 -1.528],5.2360553e+25,2522.6284,1.1426004,0.019820597,2,True,7.3250327,10.0,50,-1.0
17198692,4999.294,-236.74954,10.0,,4999.553746682537,-312590040000.0,402,24995536.0,4999.658,,2505.7026,4999.554,1.0,0.3642578,500.0,0.4189424,0.2598047,2671403800.0,72012.11814570427,40150,-27036552.0,-236.74954,1.0,0.10600891,1.0,,50.0,0.067413025,[ 0.074  0.551 -4.278 -1.528],23058199000.0,1.0,106.87458,50.0,1,True,363.58734,10.0,50,-1.0
17223573,3799.6987,-274.4972,10.0,,4975.542708004942,-inf,402,159939550.0,4999.6777,,154.19815,4975.543,104691810000000.0,1199.979,497.62,0.4189424,1175.844,159939550.0,72095.2394990921,40200,-inf,-251.13348,104691810000000.0,5.3334713e-25,1.0,,4.775923e-13,167.97772,[-0.004  0.641 -4.273 -1.492],inf,104691810000000.0,6.398664,4.775923e-13,2,True,27.305244,10.0,50,-1.0
17248573,4999.4404,-240.2289,10.0,,4999.552484092085,-271074500000000.0,403,24995524.0,4999.701,,85.11734,4999.5527,1.0,0.2607422,500.0,0.4189424,0.11202148,161576800.0,72180.03469944,40250,-27036576.0,-240.2289,1.0,0.26289552,1.0,,50.0,0.05394105,[-0.004  0.641 -4.273 -1.492],1.7639727e+16,1.0,6.4642887,50.0,1,True,12.334463,10.0,50,-1.0
17270704,2769.7517,-232.46796,10.0,,4420.206548483419,-inf,403,31179152.0,4999.666,,20.891392,4420.207,292439.53,2229.9143,442.62,0.4189424,1650.4548,31179152.0,72251.25826072693,40300,-inf,-232.29977,292439.53,7.806827e-11,1.0,,0.00017097552,686.3686,[-0.055  0.633 -4.266 -1.457],inf,292439.53,1.2474012,0.00017097552,2,True,3.9122188,10.0,50,-1.0
17293923,3039.725,-245.62651,10.0,,4639.577356046463,-3.53408e+21,404,21821326.0,4999.6445,,502100.9,4639.5776,1.0,1959.9194,464.38,0.4189424,1599.8522,735407100000.0,72333.79029846191,40350,-23862326.0,-245.62651,1.0,0.11755262,1.0,,50.0,543.7357,[-0.055  0.633 -4.266 -1.457],2.9983857e+30,1.0,44645.48,50.0,1,True,118841.4,10.0,50,-1.0
17318923,4999.3867,-240.059,10.0,,4999.526242957164,-9.860362e+18,404,63875010.0,4999.6377,,115.785515,4999.5264,864.29346,0.25097656,500.0,0.4189424,0.13949218,63875010.0,72420.32137680054,40400,-9.860362e+18,-238.92656,864.29346,0.00030387097,1.0,,0.057850722,0.0555325,[ 3.963e-03  6.516e-01 -4.264e+00 -1.449e+00],2.334118e+25,864.29346,2.555457,0.057850722,2,True,16.185688,10.0,50,-1.0
17343923,4999.316,-247.90692,10.0,,4999.523852249765,-1069865550000000.0,405,24995236.0,4999.6426,,7034.9272,4999.524,1.0,0.32666016,500.0,0.4189424,0.20791993,11538963000.0,72514.57215428352,40450,-27036240.0,-247.90692,1.0,0.050406236,1.0,,50.0,0.065053396,[ 3.963e-03  6.516e-01 -4.264e+00 -1.449e+00],2.747796e+17,1.0,461.63922,50.0,1,True,1286.5808,10.0,50,-1.0
17368621,4129.63,-256.88696,10.0,,4937.885243622389,-inf,405,80805820.0,4999.619,,138.40384,4937.8853,4856420.0,869.98926,493.96,0.4189424,808.2553,80805820.0,72603.28962373734,40500,-inf,-238.39319,4856420.0,8.6399584e-17,1.0,,1.029565e-05,197.68755,[-0.038  0.738 -4.264 -1.369],inf,4856420.0,3.2328873,1.029565e-05,2,True,19.558544,10.0,50,-1.0
17393101,9.981016,-248.24315,10.0,,4895.079963345979,-2.188741e+24,406,24449868.0,4999.5957,,47407260.0,4895.08,1.0,4989.6147,489.6,0.4189424,4885.099,23861087000000.0,72687.77380371094,40550,-26490832.0,-248.24315,1.0,0.1832732,1.0,,50.0,698.6129,[-0.038  0.738 -4.264 -1.369],1.1501127e+36,1.0,1039845.44,50.0,1,True,6645616.5,10.0,50,-1.0
17418101,4999.188,-250.8379,10.0,,4999.432751847357,-6.7215757e+16,406,7371602.0,4999.6304,,2.1337993,4999.4326,132.246,0.4423828,500.0,0.4189424,0.24479492,7371602.0,72793.55544066429,40600,-6.7215757e+16,-248.91905,132.246,0.010224098,1.0,,0.37808326,0.08737181,[ 0.022  0.751 -4.264 -1.361],1.0846306e+21,132.246,0.2949271,0.37808326,2,True,0.39808542,10.0,50,-1.0
17442603,9.979202,-240.458,10.0,,4899.665926235774,-387871750000000.0,407,24494664.0,4999.623,,66749.6,4899.666,1.0,4989.644,490.04,0.4189424,4889.687,45341147000.0,72890.01352739334,40650,-26535650.0,-240.458,1.0,0.14055474,1.0,,50.0,698.52673,[ 0.022  0.751 -4.264 -1.361],3.610913e+16,1.0,1814.0093,50.0,1,True,9404.707,10.0,50,-1.0
17467603,4999.074,-252.00038,10.0,,4999.330954547995,-3.1894396e+17,407,7591755.0,4999.5483,,5.0479794,4999.331,2617.0273,0.4741211,500.0,0.4189424,0.25670898,7591755.0,72983.06933546066,40700,-3.1894396e+17,-245.809,2617.0273,1.001951e-08,1.0,,0.019105647,0.101220004,[ 0.098  0.785 -4.268 -1.267],2.4422886e+22,2617.0273,0.3037351,0.019105647,2,True,0.92320305,10.0,50,-1.0
17491791,9.980853,-236.77191,10.0,,4836.351536988584,-82076040000000.0,408,24007222.0,4999.48,,21423.186,4836.351,1.0,4989.499,483.76,0.4189424,4826.371,54952677000.0,73077.00474381447,40750,-26048090.0,-236.77191,1.0,0.26990306,1.0,,50.0,785.44714,[ 0.098  0.785 -4.268 -1.267],1615261800000000.0,1.0,2208.7598,50.0,1,True,5098.3403,10.0,50,-1.0
17516381,1819.7299,-263.64584,10.0,,4916.770810642855,-inf,408,42321200.0,4999.42,,45.358868,4916.7705,3828238.5,3179.69,491.8,0.4189424,3097.041,42321200.0,73190.10637283325,40800,-inf,-251.31635,3828238.5,2.70812e-21,1.0,,1.3060837e-05,461.58115,[ 0.072  0.834 -4.277 -1.155],inf,3828238.5,1.6933168,1.3060837e-05,2,True,6.9368563,10.0,50,-1.0
17540415,119.94076,-241.95908,10.0,,4805.3726912214825,-10353345000000.0,409,23837098.0,4999.418,,71.63881,4805.3726,1.0,4879.477,480.68,0.4189424,4685.4316,235804240.0,73295.6151483059,40850,-25877916.0,-241.95908,1.0,0.14295126,1.0,,50.0,863.41907,[ 0.072  0.834 -4.277 -1.155],25736832000000.0,1.0,9.852729,50.0,1,True,14.938306,10.0,50,-1.0
17564718,1599.7852,-277.2748,10.0,,4859.055789251998,-inf,409,19723960.0,4999.486,,11.966202,4859.0557,4.3853093e+35,3399.7007,486.06,0.4189424,3259.2705,19723960.0,73408.08363938332,40900,-inf,-245.40178,4.3853093e+35,,1.0,,1.1401704e-34,591.3257,[-0.045  0.839 -4.28  -1.197],inf,4.3853093e+35,0.9575821,1.1401704e-34,2,True,2.5633154,10.0,50,-1.0
17589102,419.89117,-240.63823,10.0,,4875.681544702066,-8.3270534e+23,410,24227606.0,4999.448,,145020980.0,4875.6816,1.0,4579.557,487.68,0.4189424,4455.7905,101499180000000.0,73591.2119410038,40950,-26268450.0,-240.63823,1.0,0.032697026,1.0,,50.0,674.7879,[-0.045  0.839 -4.28  -1.197],1.6648905e+35,1.0,4061235.5,50.0,1,True,21330888.0,10.0,50,-1.0
17614102,4999.1416,-267.1989,10.0,,4999.377809582834,-inf,410,219385740.0,4999.527,,206.87035,4999.3774,755448.8,0.3852539,500.0,0.4189424,0.23620117,219385740.0,73758.15708255768,41000,-inf,-262.50003,755448.8,1.1411677e-10,1.0,,6.618582e-05,0.084013976,[ 0.012  0.782 -4.286 -1.292],inf,755448.8,8.777863,6.618582e-05,2,True,39.33035,10.0,50,-1.0
17639102,4999.192,-250.67024,10.0,,4999.378644229957,-1.5860667e+17,411,24993788.0,4999.59,,723430.9,4999.379,1.0,0.39794922,500.0,0.4189424,0.18678711,376433500000.0,73921.83836317062,41050,-27034748.0,-250.67024,1.0,0.05718054,1.0,,50.0,0.09482736,[ 0.012  0.782 -4.286 -1.292],6.0394104e+21,1.0,15061.508,50.0,1,True,101218.54,10.0,50,-1.0
17663523,,-246.15169,10.0,,4883.099273678164,-4991407000000000.0,411,48423520.0,4999.5083,,7292732000.0,4883.0996,120.28987,4999.5083,488.42,0.4189424,4883.0996,3691112000000000.0,74081.4287815094,41100,-554372170000000.0,-246.29233,120.28987,1.0398599,1.0,,0.4156626,706.73627,[ 0.118  0.794 -4.259 -1.232],4.0594347e+17,120.28987,147695360.0,0.4156626,2,True,1020732400.0,10.0,50,-1.0
17687131,3129.6416,-238.87845,10.0,,4718.131366503058,-2.7243524e+21,412,22562132.0,4999.5986,,1928865.6,4718.1313,1.0,1869.957,472.16,0.4189424,1588.4899,1030818230000.0,74254.09402537346,41150,-24603096.0,-238.87845,1.0,0.11321152,1.0,,50.0,548.97156,[-0.052  0.673 -4.268 -1.37 ],1.7818749e+30,1.0,69079.38,50.0,1,True,276882.66,10.0,50,-1.0
17712131,4999.249,-255.45494,10.0,,4999.474498989525,-inf,412,19440128.0,4999.618,,14.84227,4999.4746,67905.51,0.36914062,500.0,0.4189424,0.22546875,19440128.0,74412.27523374557,41200,-inf,-252.429,67905.51,0.0023534335,1.0,,0.0007363173,0.089073904,[ 0.008  0.677 -4.266 -1.351],inf,67905.51,0.77775645,0.0007363173,2,True,2.5089657,10.0,50,-1.0
