Weights,MeanIW,MeanD2-0,VarianceInitializer,InitialReturnStd,InitialBound,TimestepsSoFar,Epsilon,WReturnMean,MinIW,EpLenMean,ReturnMeanIW,EpThisIter,OptimizationReturnMean,Penalization,OptimizationReturnMin,LearnableVariance,OptimizationReturnMax,Bound,EmpiricalD2Arithmetic,EpisodesSoFar,Inner Iteration,MinTargetPdf,InitialReturnMin,MeanEntropy,Iteration,ReturnStepMax,StdWReturnMean,StdIW,DivergenceHarmonic,ESSRenyiArithmetic,ReturnStepMaxmin,EmpiricalD2Harmonic,MinBehavPdf,EpRewMean,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyiHarmonic
[ 0.176  0.263 -2.861 -2.153],68.50434,1.0,-1.0,1556.7944,-17176582.0,7889432,1.0,15135736.0,0.016022054,357.28,1141297800.0,50,3565.4072,True,,,4999.4766,-427246160000.0,1.0,23450,1,-236.93695,,0.4189424,235,10.0,,331.40463,43593940000.0,50.0,10.0,1.0,-236.93695,3565.4072188610457,3565.4072,4999.4766,2375.5393,38693.559185028076,50.0
[ 0.122  0.292 -2.866 -2.146],0.7596868,282.29022,-1.0,708.19415,-1.3969819e+16,7913829,1.0,17777696.0,1.9123483e-05,487.94,17777696.0,50,4877.824,True,,,4999.5215,-1.3969819e+16,282.29022,23500,2,-255.69443,,0.4189424,235,10.0,,2.4618664,4.6855336e+19,0.17712268,10.0,282.29022,-252.31693,4877.824429478101,4877.824,4999.5215,15.6206875,38758.90642595291,0.17712268
[ 0.122  0.292 -2.866 -2.146],91.64131,1.0,-1.0,1009.5575,-25390298.0,7937466,1.0,23349398.0,0.037361693,472.74,2142697500.0,50,4725.4834,True,,,4999.5273,-26353949000.0,1.0,23550,1,-247.21344,,0.4189424,236,10.0,,349.93793,140737520.0,50.0,10.0,1.0,-247.21344,4725.483348702456,4725.4834,4999.5273,2091.4856,38820.3224337101,50.0
[ 0.079  0.337 -2.868 -2.138],4.2137475,40.52987,-1.0,978.67676,-32262314000000.0,7961469,1.0,52151750.0,1.4365288e-05,480.06,104270440.0,50,4799.505,True,,,4999.689,-217932510000000.0,40.52987,23600,2,-262.83905,,0.4189424,236,10.0,,18.208065,1.1401524e+16,1.2336581,10.0,40.52987,-258.36575,4799.504801870746,4799.505,4999.689,128.06123,38879.4411945343,1.2336581
[ 0.058  0.285 -2.867 -2.152],391301.25,1.0,-1.0,0.24245505,-27033984.0,7986469,1.0,24992974.0,0.014112255,500.0,9778208000000.0,50,0.6977051,True,,,1.0581055,-3.0536158e+20,1.0,23650,1,-264.7118,4998.5996,0.4189424,237,10.0,,1996471.9,2.2385099e+28,50.0,10.0,1.0,-264.7118,4999.297249642168,4999.2974,4999.6577,14237716.0,38948.21490263939,50.0
[ 1.515e-03  3.757e-01 -2.866e+00 -2.086e+00],0.12336486,675370240000.0,-1.0,749.3922,-inf,8009932,1.0,3083198.5,3.923253e-21,469.26,3083198.5,50,2450.4194,True,,,2760.0088,-inf,675370240000.0,23700,2,-250.44653,2239.626,0.4189424,237,10.0,,0.53838366,inf,7.403347e-11,10.0,675370240000.0,-243.28238,4690.045410646337,4690.0454,4999.635,3.6422532,39004.554721832275,7.403347e-11
[ 1.515e-03  3.757e-01 -2.866e+00 -2.086e+00],652684.94,1.0,-1.0,554.0716,-26382270.0,8034449,1.0,24341272.0,0.07819469,490.34,10485114000000.0,50,3752.6875,True,,,3849.853,-1.7838218e+19,1.0,23750,1,-238.1901,1149.7886,0.4189424,238,10.0,,4524354.0,7.639029e+25,50.0,10.0,1.0,-238.1901,4902.476369910929,4902.476,4999.6416,32322034.0,39083.03670525551,50.0
[ 0.062  0.377 -2.868 -2.101],0.51492536,1267.5406,-1.0,978.6799,-5.5658814e+19,8058452,1.0,11895811.0,9.452922e-05,480.06,11895811.0,50,4799.52,True,,,4999.579,-5.5658814e+19,1267.5406,23800,2,-248.39758,,0.4189424,238,10.0,,1.7884135,7.4374734e+26,0.039446466,10.0,1267.5406,-246.91882,4799.519727064306,4799.52,4999.579,12.75585,39159.21385741234,0.039446466
[ 0.062  0.377 -2.868 -2.101],12331425.0,1.0,-1.0,0.19425146,-27034012.0,8083452,1.0,24993036.0,0.020460652,500.0,308180200000000.0,50,0.6453516,True,,,0.95410156,-9.104393e+20,1.0,23850,1,-249.13132,4998.658,0.4189424,239,10.0,,85793080.0,1.9899756e+29,50.0,10.0,1.0,-249.13132,4999.303605635356,4999.303,4999.6123,612875970.0,39236.515238046646,50.0
[ 0.136  0.466 -2.857 -2.056],2.032884,159985.19,-1.0,0.2041759,-2.0554677e+24,8108452,1.0,50809060.0,7.335275e-15,500.0,50809060.0,50,0.45703125,True,,,0.7265625,-2.0554677e+24,159985.19,23900,2,-248.3709,4998.7734,0.4189424,239,10.0,,9.74909,1.0143932e+36,0.00031252892,10.0,159985.19,-242.04335,4999.230500156911,4999.2305,4999.5,65.97059,39304.14026904106,0.00031252892
[ 0.136  0.466 -2.857 -2.056],84308.57,1.0,-1.0,690.9035,-26242932.0,8132812,1.0,24201998.0,0.0812253,487.2,2106407800000.0,50,4511.007,True,,,4639.7734,-1.0630775e+17,1.0,23950,1,-242.76459,359.78894,0.4189424,240,10.0,,586613.2,2.7131632e+21,50.0,10.0,1.0,-242.76459,4870.795676062313,4870.796,4999.5625,4190589.8,39381.30429530144,50.0
[ 0.036  0.4   -2.863 -2.089],11391.629,8.665181e+32,-1.0,0.15718356,-inf,8157812,1.0,284724000000.0,,500.0,284724000000.0,50,0.46768555,True,,,0.7392578,-inf,8.665181e+32,24000,2,-311.69754,4998.8984,0.4189424,240,10.0,,79711.44,inf,5.7702196e-32,10.0,8.665181e+32,-260.07645,4999.36610650724,4999.3657,4999.6377,569371.75,39466.73499965668,5.7702196e-32
[ 0.036  0.4   -2.863 -2.089],3239.5889,1.0,-1.0,0.18401167,-27034590.0,8182812,1.0,24993584.0,0.053734176,500.0,80966210000.0,50,0.42486328,True,,,0.71777344,-3621455800000000.0,1.0,24050,1,-250.67899,4998.9336,0.4189424,241,10.0,,9019.784,3.1483232e+18,50.0,10.0,1.0,-250.67899,4999.358518710611,4999.3584,4999.6514,47526.51,39555.78851079941,50.0
[ 0.065  0.493 -2.849 -2.013],2.4206145,70804.68,-1.0,0.14297108,-1.6811094e+23,8207812,1.0,60503104.0,1.895594e-11,500.0,60503104.0,50,0.40396485,True,,,0.6274414,-1.6811094e+23,70804.68,24100,2,-242.82892,4998.9263,0.4189424,241,10.0,,15.547967,6.785131e+33,0.000706168,10.0,70804.68,-233.3942,4999.330222089578,4999.33,4999.5537,111.06138,39642.761338472366,0.000706168
[ 0.065  0.493 -2.849 -2.013],3100.4595,1.0,-1.0,0.18676268,-27034042.0,8232812,1.0,24993066.0,0.039137993,500.0,77470695000.0,50,0.69326174,True,,,0.99902344,-6.314194e+23,1.0,24150,1,-245.3716,4998.6133,0.4189424,242,10.0,,18493.12,9.571537e+34,50.0,10.0,1.0,-245.3716,4999.30646699847,4999.306,4999.6123,131867.22,39736.88540792465,50.0
[-0.042  0.501 -2.84  -1.95 ],14.109722,inf,-1.0,898.5768,-inf,8254037,1.0,352640770.0,1.3355769e-31,424.5,352640770.0,50,2319.1743,True,,,3079.9504,-inf,inf,24200,2,-246.48201,1919.7507,0.4189424,242,10.0,,58.8846,inf,,10.0,inf,-246.64296,4238.925059562548,4238.925,4999.701,352.13467,39812.269319057465,
[-0.042  0.501 -2.84  -1.95 ],16360.942,1.0,-1.0,1077.6814,-20674408.0,8274966,1.0,18633416.0,0.06973057,418.58,217016550000.0,50,4179.9546,True,,,4999.6416,-4.46628e+21,1.0,24250,1,-239.56606,,0.4189424,243,10.0,,39358.207,4.788811e+30,50.0,10.0,1.0,-239.56606,4179.954503365473,4179.9546,4999.6416,191614.06,39886.81360268593,50.0
[ 0.017  0.502 -2.845 -1.932],62.011703,1653.8718,-1.0,1185.7142,-8.342031e+19,8298471,1.0,1548487600.0,0.0005073065,470.1,1548487600.0,50,4699.8374,True,,,4999.6245,-8.342031e+19,1653.8718,24300,2,-241.27574,,0.4189424,243,10.0,,433.17328,1.670649e+27,0.030232089,10.0,1653.8718,-237.81093,4699.83742332382,4699.8374,4999.6245,3094.224,39960.11070680618,0.030232089
[ 0.017  0.502 -2.845 -1.932],283.18848,1.0,-1.0,0.12011838,-27034714.0,8323471,1.0,24993768.0,0.13982743,500.0,7077714400.0,50,0.30623046,True,,,0.50683594,-1.120195e+22,1.0,24350,1,-248.59038,4999.0703,0.4189424,244,10.0,,927.80255,3.0126274e+31,50.0,10.0,1.0,-248.59038,4999.37651145989,4999.3765,4999.577,4951.9556,40057.501245975494,50.0
[-0.05   0.485 -2.838 -1.828],15.53233,47275586000.0,-1.0,881.2573,-inf,8344054,1.0,388205220.0,1.615767e-13,411.66,388205220.0,50,2209.163,True,,,3099.795,-inf,47275586000.0,24400,2,-235.36446,1899.809,0.4189424,244,10.0,,87.34847,inf,1.0576283e-09,10.0,47275586000.0,-229.9165,4108.971974806635,4108.9717,4999.604,622.4257,40136.25754952431,1.0576283e-09
[-0.05   0.485 -2.838 -1.828],7368.0767,1.0,-1.0,1057.65,-16971300.0,8362672,1.0,14930311.0,0.1572938,372.36,62386440000.0,50,1826.6913,True,,,3109.9268,-1.0988384e+20,1.0,24450,1,-242.66298,1889.7168,0.4189424,245,10.0,,15784.939,2.8986963e+27,50.0,10.0,1.0,-242.66298,3716.408131046135,3716.4082,4999.6436,83281.91,40200.89434146881,50.0
[ 0.012  0.484 -2.841 -1.837],0.86821765,2538859.0,-1.0,978.6987,-inf,8386675,1.0,20745174.0,6.849391e-08,480.06,20745174.0,50,4799.613,True,,,4999.633,-inf,2538859.0,24500,2,-267.2831,,0.4189424,245,10.0,,3.905596,inf,1.9693885e-05,10.0,2538859.0,-264.39453,4799.612844554777,4799.613,4999.633,27.218422,40281.06246614456,1.9693885e-05
[ 0.012  0.484 -2.841 -1.837],179.63245,1.0,-1.0,0.14153653,-27034814.0,8411675,1.0,24993822.0,0.06064771,500.0,4489643500.0,50,0.51325196,True,,,0.76171875,-35019784000.0,1.0,24550,1,-253.13025,4998.869,0.4189424,246,10.0,,1178.4608,223767570.0,50.0,10.0,1.0,-253.13025,4999.382427076962,4999.3823,4999.631,8422.532,40379.2675614357,50.0
[ 0.044  0.433 -2.842 -1.852],11.195691,14.932163,-1.0,0.16440405,-99310500000.0,8436675,1.0,116349090.0,0.0017420519,500.0,279813100.0,50,0.38702148,True,,,0.6464844,-376314100000000.0,14.932163,24600,2,-254.91928,4998.928,0.4189424,246,10.0,,52.66363,3.3998471e+16,3.3484766,10.0,14.932162,-252.36499,4999.315243168554,4999.3154,4999.5747,354.71243,40479.46732068062,3.348477
[ 0.08   0.483 -2.841 -1.835],944.9537,1.0,-1.0,0.19253641,-27033654.0,8461675,1.0,24992764.0,0.16159002,500.0,23616618000.0,50,0.71387696,True,,,0.9433594,-346120040000000.0,1.0,24650,1,-248.3424,4998.5625,0.4189424,247,10.0,,2344.36,2.8759226e+16,50.0,10.0,1.0,-248.3424,4999.276365056517,4999.2764,4999.506,13349.131,40568.02244472504,50.0
[ 0.144  0.399 -2.841 -1.902],0.6533818,194507840.0,-1.0,736.69696,-inf,8485955,1.0,16294799.0,4.1610874e-17,485.6,16294799.0,50,4494.9224,True,,,4639.7617,-inf,194507840.0,24700,2,-247.16751,359.8114,0.4189424,247,10.0,,3.0784597,inf,2.5705904e-07,10.0,194507840.0,-241.78772,4854.73382277136,4854.734,4999.573,16.485146,40651.37121772766,2.5705904e-07
[ 0.144  0.399 -2.841 -1.902],15586.796,1.0,-1.0,652.37714,-26362520.0,8510403,1.0,24321558.0,0.07906333,488.96,389216440000.0,50,4468.6353,True,,,4579.883,-1.841067e+16,1.0,24750,1,-249.69812,419.71426,0.4189424,248,10.0,,53650.902,8.1371425e+19,50.0,10.0,1.0,-249.69812,4888.349587507744,4888.3496,4999.597,320257.25,40745.51272511482,50.0
[ 0.196  0.465 -2.864 -1.813],1.3222176,195009.56,-1.0,993.86,-inf,8534030,1.0,32749012.0,8.3466685e-11,472.54,32749012.0,50,4403.703,True,,,4679.6343,-inf,195009.56,24800,2,-251.24254,319.77103,0.4189424,248,10.0,,6.455405,inf,0.00025639767,10.0,195009.56,-247.1974,4723.474116686024,4723.4736,4999.4053,38.99811,40842.04790472984,0.00025639767
[ 0.196  0.465 -2.864 -1.813],49849.83,1.0,-1.0,1061.9695,-24461384.0,8557114,1.0,22420500.0,0.3963064,461.68,1237326500000.0,50,3845.0945,True,,,4230.1943,-583789340000000.0,1.0,24850,1,-244.03653,769.3093,0.4189424,249,10.0,,213066.36,8.1480374e+16,50.0,10.0,1.0,-244.03653,4614.403825591353,4614.404,4999.504,1183381.6,40932.03927588463,50.0
[ 0.105  0.532 -2.866 -1.758],10.018737,11940.855,-1.0,0.2053244,-7.660488e+21,8582114,1.0,250376740.0,1.1615541e-12,500.0,250376740.0,50,0.62539065,True,,,1.0288086,-7.660488e+21,11940.855,24900,2,-259.91916,4998.6177,0.4189424,249,10.0,,57.893433,1.4087923e+31,0.0041873045,10.0,11940.855,-257.49698,4999.243035987305,4999.2437,4999.6465,411.2853,41025.98691534996,0.0041873045
[ 0.105  0.532 -2.866 -1.758],2828.4333,1.0,-1.0,699.8921,-26533380.0,8606615,1.0,24492448.0,0.00046659732,490.02,70682714000.0,50,4899.2446,True,,,4999.5586,-33450684000000.0,1.0,24950,1,-242.8682,,0.4189424,250,10.0,,14253.437,267508350000000.0,50.0,10.0,1.0,-242.8682,4899.244783857465,4899.2446,4999.5586,99514.305,41117.831584215164,50.0
[ 0.16   0.462 -2.866 -1.846],242.4191,52506.7,-1.0,655.1133,-9.216341e+22,8631148,1.0,6059078700.0,4.123349e-12,490.66,6059078700.0,50,4585.7925,True,,,4679.7104,-9.216341e+22,52506.7,25000,2,-250.03908,319.78183,0.4189424,250,10.0,,1375.0065,2.0394109e+33,0.00095225946,10.0,52506.7,-244.6974,4905.574235839377,4905.574,4999.492,9615.312,41215.98618078232,0.00095225946
[ 0.16   0.462 -2.866 -1.846],9899.588,1.0,-1.0,0.26770043,-27032022.0,8656148,1.0,24991132.0,0.15225445,500.0,247367470000.0,50,0.8025098,True,,,1.1972656,-3.50054e+16,1.0,25050,1,-243.45993,4998.3105,0.4189424,251,10.0,,34580.18,2.9420241e+20,50.0,10.0,1.0,-243.45993,4999.113059775296,4999.1133,4999.508,178653.0,41303.65484690666,50.0
[ 0.124  0.54  -2.87  -1.755],0.8028318,157873.05,-1.0,1053.571,-inf,8679752,1.0,19332746.0,2.7936425e-10,472.08,19332746.0,50,4719.2476,True,,,4999.643,-inf,157873.05,25100,2,-249.44012,,0.4189424,251,10.0,,3.032864,inf,0.00031671018,10.0,157873.05,-246.34683,4719.247487426526,4719.2476,4999.643,19.531244,41391.77753353119,0.00031671018
[ 0.124  0.54  -2.87  -1.755],942.57306,1.0,-1.0,0.23078442,-27032264.0,8704752,1.0,24991378.0,0.103711344,500.0,23554763000.0,50,0.5709473,True,,,0.93603516,-1846941000000000.0,1.0,25150,1,-241.5115,4998.567,0.4189424,252,10.0,,2405.4453,8.189906e+17,50.0,10.0,1.0,-241.5115,4999.1378495648405,4999.1377,4999.503,13210.127,41497.51637673378,50.0
[ 0.184  0.643 -2.858 -1.717],0.053818297,816178.3,-1.0,859.1745,-inf,8728799,1.0,1101972.2,3.5363832e-13,480.94,1101972.2,50,4797.9023,True,,,4989.447,-inf,816178.3,25200,2,-245.2797,9.981938,0.4189424,252,10.0,,0.20222342,inf,6.1261126e-05,10.0,816178.3,-232.25917,4807.884397198138,4807.8843,4999.4287,1.168619,41591.167437791824,6.1261126e-05
[ 0.184  0.643 -2.858 -1.717],22288660000.0,1.0,-1.0,1377.9183,-24216680.0,8751324,1.0,22175782.0,0.08291837,450.5,5.5695813e+17,50,4503.0127,True,,,4999.521,-3.4237866e+22,1.0,25250,1,-239.06924,,0.4189424,253,10.0,,155998390000.0,2.8143428e+32,50.0,10.0,1.0,-239.06924,4503.012771479391,4503.0127,4999.521,1114277400000.0,41687.36570739746,50.0
[ 0.023  0.744 -3.    -1.638],2.2824526,9.2343406e+29,-1.0,571.1664,-inf,8775917,1.0,57011110.0,,491.86,57011110.0,50,3998.164,True,,,4080.0984,-inf,9.2343406e+29,25300,2,-264.5121,919.4978,0.4189424,253,10.0,,10.855632,inf,5.414572e-29,10.0,9.2343406e+29,-244.3064,4917.6620447170435,4917.662,4999.596,57.8328,41791.14455604553,5.414572e-29
[ 0.023  0.744 -3.    -1.638],3.356646,1.0,-1.0,832.22186,-26090310.0,8800087,1.0,24049316.0,0.02144716,483.4,82723130.0,50,4832.8794,True,,,4999.635,-8.6706566e+17,1.0,25350,1,-253.53188,,0.4189424,254,10.0,,4.4707794,1.804854e+23,50.0,10.0,1.0,-253.53188,4832.879448604985,4832.8794,4999.635,28.510736,41893.64357805252,50.0
[-0.033  0.771 -3.    -1.641],3.9125094,429943780.0,-1.0,54.568954,-inf,8825049,1.0,97780940.0,1.16820954e-14,499.24,97780940.0,50,381.98117,True,,,390.06445,-inf,429943780.0,25400,2,-246.31651,4609.4824,0.4189424,254,10.0,,8.794377,inf,1.16294274e-07,10.0,429943780.0,-248.01976,4991.463627043774,4991.464,4999.547,44.7894,42003.64219546318,1.16294274e-07
[-0.033  0.771 -3.    -1.641],308156000.0,1.0,-1.0,0.17053339,-27033556.0,8850049,1.0,24992606.0,0.012937098,500.0,7701922700000000.0,50,0.53000975,True,,,0.8491211,-8.580614e+19,1.0,25450,1,-254.37494,4998.7305,0.4189424,255,10.0,,2155258000.0,1.7673234e+27,50.0,10.0,1.0,-254.37494,4999.260431725278,4999.2607,4999.5796,15394958000.0,42110.947212934494,50.0
[ 0.021  0.844 -2.979 -1.558],109.47123,735921.25,-1.0,483.36694,-inf,8874596,1.0,2735930600.0,4.132027e-11,490.94,2735930600.0,50,3118.5994,True,,,3209.9062,-inf,735921.25,25500,2,-247.58315,1789.5723,0.4189424,255,10.0,,766.21234,inf,6.7942055e-05,10.0,735921.25,-243.74638,4908.171154344389,4908.1714,4999.4785,5472.958,42215.24522233009,6.7942055e-05
[ 0.021  0.844 -2.979 -1.558],40838.523,1.0,-1.0,794.20667,-25456636.0,8898471,1.0,23415694.0,0.13886636,477.5,1020429000000.0,50,3053.9326,True,,,3280.1472,-1.7479731e+19,1.0,25550,1,-249.5451,1719.4241,0.4189424,256,10.0,,285607.1,7.335498e+25,50.0,10.0,1.0,-249.5451,4773.356381307635,4773.3564,4999.5713,2040087.9,42306.79689216614,50.0
[ 0.133  0.792 -2.988 -1.545],85578380.0,17.51322,-1.0,523.7624,-119857980000.0,8922942,1.0,24353724.0,2.3941946,489.42,2138416700000000.0,50,2853.442,True,,,2960.0852,-9.9686594e+20,17.51322,25600,2,-254.4235,2039.3875,0.4189424,256,10.0,,346614200.0,2.3859766e+29,2.8549862,10.0,17.51322,-253.07509,4892.829501238972,4892.8296,4999.4727,2141760100.0,42395.34652638435,2.8549862
[-0.037  0.943 -3.008 -1.444],38780.594,1.0,-1.0,1062.6368,-24243980.0,8945907,1.0,22203088.0,0.013374269,459.3,968259900000.0,50,3780.838,True,,,4189.718,-1.4277272e+20,1.0,25650,1,-240.47305,809.7932,0.4189424,257,10.0,,186654.53,4.8940868e+27,50.0,10.0,1.0,-240.47305,4590.630925046399,4590.631,4999.5107,1245635.4,42490.588819503784,50.0
[ 0.019  0.874 -3.021 -1.53 ],0.6304819,157594.19,-1.0,964.95917,-inf,8969720,1.0,15389730.0,4.9163954e-14,476.26,15389730.0,50,4531.3193,True,,,4769.619,-inf,157594.19,25700,2,-258.0269,229.82733,0.4189424,257,10.0,,3.057401,inf,0.00031727058,10.0,157594.19,-249.56479,4761.146470009501,4761.1465,4999.4463,19.424248,42567.05108475685,0.00031727058
[ 0.019  0.874 -3.021 -1.53 ],3.0493574,1.0,-1.0,831.359,-25807536.0,8993746,1.0,23766750.0,0.028299509,480.52,74297420.0,50,4803.706,True,,,4999.3784,-80038310000.0,1.0,25750,1,-241.66719,,0.4189424,258,10.0,,2.9946222,1535381900.0,50.0,10.0,1.0,-241.66719,4803.706300204265,4803.706,4999.3784,17.103172,42647.13417124748,50.0
[-0.035  0.848 -3.021 -1.548],2.7421148,1069266.5,-1.0,700.1396,-inf,9018203,1.0,67960730.0,3.6781152e-19,489.14,67960730.0,50,4880.236,True,,,4989.599,-inf,1069266.5,25800,2,-242.54771,9.980101,0.4189424,258,10.0,,7.9893413,inf,4.6761026e-05,10.0,1069266.5,-242.23161,4890.216056851461,4890.216,4999.579,43.510845,42740.73976564407,4.6761026e-05
[-0.035  0.848 -3.021 -1.548],33903.027,1.0,-1.0,63.005333,-26946700.0,9043159,1.0,24905798.0,0.117169395,499.12,701734450000.0,50,441.03546,True,,,450.38086,-74624090000000.0,1.0,25850,1,-253.92725,4549.1377,0.4189424,259,10.0,,237116.7,1311989200000000.0,50.0,10.0,1.0,-253.92725,4990.173121550913,4990.1733,4999.5186,1693719.8,42835.35075569153,50.0
[ 0.018  0.816 -3.019 -1.54 ],2.479981,15.670647,-1.0,447.94675,-12493761000000.0,9067840,1.0,79476536.0,0.03520856,493.62,61952664.0,50,3135.627,True,,,3199.9907,-9191506000000.0,15.670647,25900,2,-253.46152,1799.5565,0.4189424,259,10.0,,13.381964,20283178000000.0,3.1906788,10.0,15.670647,-252.87547,4935.183785762614,4935.1836,4999.5474,95.84906,42939.35248208046,3.1906788
[ 0.018  0.832 -3.019 -1.528],3576.731,1.0,-1.0,1084.576,-25335080.0,9091364,1.0,23294286.0,0.20245674,470.48,88940814000.0,50,4692.9927,True,,,4989.409,-1.937648e+16,1.0,25950,1,-232.80252,9.982894,0.4189424,260,10.0,,16408.229,9.015053e+19,50.0,10.0,1.0,-232.80252,4702.975847888927,4702.9756,4999.392,116767.29,43041.22603082657,50.0
[ 0.024  0.739 -3.017 -1.612],11.449154,135834.62,-1.0,128.34483,-2.927477e+24,9116245,1.0,286147200.0,7.027122e-12,497.62,286147200.0,50,826.1925,True,,,850.6748,-2.927477e+24,135834.62,26000,2,-278.42252,4148.876,0.4189424,260,10.0,,57.719967,2.0575688e+36,0.00036809465,10.0,135834.62,-271.47345,4975.06846074619,4975.0684,4999.551,363.9785,43136.735459566116,0.00036809465
[ 0.024  0.739 -3.017 -1.612],2727.7598,1.0,-1.0,695.9599,-26299480.0,9140630,1.0,24258542.0,0.005033262,487.7,68149410000.0,50,4686.023,True,,,4809.709,-112436810000000.0,1.0,26050,1,-238.53555,189.85437,0.4189424,261,10.0,,8576.542,3031470600000000.0,50.0,10.0,1.0,-238.53555,4875.877625748257,4875.8774,4999.5635,54101.688,43226.742228507996,50.0
[ 0.066  0.673 -3.02  -1.709],1.7473007,9355.746,-1.0,698.50415,-8.152557e+19,9165132,1.0,43280820.0,2.2621535e-10,490.04,43280820.0,50,4889.5293,True,,,4989.5957,-8.152557e+19,9355.746,26100,2,-265.40323,9.979455,0.4189424,261,10.0,,11.737627,1.5956828e+27,0.0053443094,10.0,9355.746,-257.95786,4899.508627077948,4899.509,4999.575,83.88983,43302.296389341354,0.0053443094
[ 0.066  0.673 -3.02  -1.709],7149.4673,1.0,-1.0,923.7526,-26040984.0,9189193,1.0,24000066.0,0.04538009,481.22,178666800000.0,50,4811.1064,True,,,4999.5405,-344406050000000.0,1.0,26150,1,-250.0793,,0.4189424,262,10.0,,29216.887,2.8448648e+16,50.0,10.0,1.0,-250.0793,4811.106775435597,4811.1064,4999.5405,170555.14,43383.070086956024,50.0
[ 0.048  0.569 -3.014 -1.776],34.494293,206633.08,-1.0,0.16460302,-inf,9214193,1.0,862123260.0,3.772741e-13,500.0,862123260.0,50,0.62240237,True,,,0.8808594,-inf,206633.08,26200,2,-250.09396,4998.757,0.4189424,262,10.0,,235.20358,inf,0.0002419748,10.0,206633.08,-238.94489,4999.379266678227,4999.379,4999.6377,1680.7098,43464.158866882324,0.0002419748
[ 0.048  0.569 -3.014 -1.776],6164.254,1.0,-1.0,0.14737554,-27034876.0,9239193,1.0,24993896.0,0.024050487,500.0,154054180000.0,50,0.30429688,True,,,0.53271484,-23891080000000.0,1.0,26250,1,-235.9719,4999.0854,0.4189424,263,10.0,,33061.09,135268460000000.0,50.0,10.0,1.0,-235.9719,4999.389746737074,4999.39,4999.618,231822.97,43573.56594944,50.0
[ 0.011  0.671 -3.027 -1.714],0.44416648,33678.363,-1.0,0.16567937,-2.1715896e+22,9264193,1.0,11100513.0,3.3035005e-11,500.0,11100513.0,50,0.45563477,True,,,0.7319336,-2.1715896e+22,33678.363,26300,2,-255.752,4998.884,0.4189424,263,10.0,,1.8791785,1.1321401e+32,0.0014846327,10.0,33678.363,-248.64653,4999.339436812773,4999.3394,4999.6157,10.070404,43685.422424554825,0.0014846327
[ 0.011  0.671 -3.027 -1.714],7.8815837,1.0,-1.0,0.12457577,-27034900.0,9289193,1.0,24993900.0,0.012514218,500.0,196985170.0,50,0.29216796,True,,,0.5419922,-33652392000000.0,1.0,26350,1,-241.63226,4999.0977,0.4189424,264,10.0,,16.316797,271871210000000.0,50.0,10.0,1.0,-241.63226,4999.389801781467,4999.39,4999.6396,96.48885,43798.96640634537,50.0
[-0.03   0.642 -3.034 -1.75 ],6.352062,248637.48,-1.0,552.0984,-inf,9313700,1.0,129425390.0,1.7139904e-11,490.14,129425390.0,50,3790.4312,True,,,3889.823,-inf,248637.48,26400,2,-245.88141,1109.7991,0.4189424,264,10.0,,20.317741,inf,0.00020109599,10.0,248637.48,-247.15686,4900.230231815952,4900.2305,4999.622,126.58473,43903.351377248764,0.00020109599
[-0.03   0.642 -3.034 -1.75 ],6.037484,1.0,-1.0,78.99338,-26913306.0,9338638,1.0,24872302.0,0.11701931,498.76,143483740.0,50,547.3843,True,,,560.4424,-48118833000.0,1.0,26450,1,-236.55028,4439.204,0.4189424,265,10.0,,12.74705,552548400.0,50.0,10.0,1.0,-236.55028,4986.588373055073,4986.588,4999.6465,65.043015,44006.33426260948,50.0
[-2.463e-04  6.382e-01 -3.033e+00 -1.758e+00],525450.6,2.3306816,-1.0,0.14687152,-334801540.0,9363638,1.0,18521492.0,1.6817526,500.0,13133108000000.0,50,0.33347657,True,,,0.6220703,-1.6666619e+17,2.3306816,26500,2,-244.28328,4999.042,0.4189424,265,10.0,,3128621.0,6.6673704e+21,21.452951,10.0,2.3306816,-243.51997,4999.3754305986595,4999.3755,4999.664,22309022.0,44116.17956376076,21.452951
[-0.125  0.639 -3.034 -1.753],309.13876,1.0,-1.0,930.9058,-11764434.0,9378566,1.0,9723565.0,0.037573222,298.56,1933305100.0,50,1496.1981,True,,,3519.6353,-245059800000000.0,1.0,26550,1,-235.06056,1479.8696,0.4189424,266,10.0,,526.97784,1.4418516e+16,50.0,10.0,1.0,-235.06056,2976.0677642374817,2976.0679,4999.505,3000.7644,44177.72488284111,50.0
[-0.067  0.659 -3.033 -1.742],0.6974455,3022660.8,-1.0,795.185,-inf,9400438,1.0,6715445.5,1.955136e-15,437.44,6715445.5,50,2479.1309,True,,,3109.84,-inf,3022660.8,26600,2,-253.64467,1889.7634,0.4189424,266,10.0,,3.021304,inf,1.6541717e-05,10.0,3022660.8,-239.13034,4368.894431617163,4368.8945,4999.6035,18.173203,44256.43493151665,1.6541717e-05
[-0.067  0.659 -3.033 -1.742],578.2611,1.0,-1.0,898.7621,-20916996.0,9421723,1.0,18876066.0,0.11469644,425.7,8506397000.0,50,2480.8499,True,,,3229.7317,-28377835000000.0,1.0,26650,1,-245.0414,1769.8318,0.4189424,267,10.0,,1392.8127,193224000000000.0,50.0,10.0,1.0,-245.0414,4250.681611336677,4250.6816,4999.5635,7684.9683,44334.78477358818,50.0
