Penalization,MinIW,OptimizationReturnMin,InitialReturnMin,Bound,TimestepsSoFar,InitialReturnMean,TimeElapsed,MeanEntropy,EmpiricalD2Arithmetic,InitialReturnStd,DivergenceHarmonic,ReturnMeanIW,OptimizationReturnMax,MaxIW,EpLenMean,MinBehavPdf,EpThisIter,Weights,StdWReturnMean,OptimizationReturnMean,StdIW,Iteration,EpRewMean,EpisodesSoFar,Inner Iteration,VarianceInitializer,ReturnStepMaxmin,WReturnMean,LearnableVariance,Epsilon,ReturnStepMax,InitialBound,ESSRenyiHarmonic,EmpiricalD2Harmonic,MeanD2-0,ESSRenyiArithmetic,MeanIW,MinTargetPdf,InitialReturnMax
True,0.00040396655,,449.70413,-inf,1507769,3715.1106,6327.806440591812,0.4189424,5345415.5,1682.1598,inf,4009716.0,4549.672,3.5480137,372.02,-239.37273,50,[-0.005  0.731 -1.987 -1.813],,3265.4065,0.5085354,77,3715.1106935733947,7700,2,-1.0,10.0,4009716.0,,1.0,10.0,-inf,9.35381e-06,5345415.5,5345415.5,9.35381e-06,0.20919241,-241.84035,4999.376
True,0.058970436,,9.981477,-1.578746e+17,1525975,3636.1807,6381.158550739288,0.4189424,1.0,1859.0142,5.98501e+21,272900160000.0,4989.355,373323.34,364.12,-245.58852,50,[-0.005  0.731 -1.987 -1.813],,3626.1995,52972.61,78,3636.1806525575,7750,1,-1.0,10.0,16677742.0,,1.0,10.0,-18718480.0,50.0,1.0,1.0,50.0,11102.781,-245.58852,4999.3364
True,1.0138369e-12,,329.80176,-inf,1548139,4429.918,6450.055196762085,0.4189424,3182170.2,1302.5558,inf,446961000.0,4669.6875,833.23126,443.28,-236.60126,50,[-0.011  0.622 -2.038 -1.848],,4100.1167,116.8225,78,4429.918166630676,7800,2,-1.0,10.0,446961000.0,,1.0,10.0,-inf,1.5712547e-05,3182170.2,3182170.2,1.5712547e-05,19.169231,-241.00612,4999.4893
True,0.24150431,,,-1.0854755e+17,1570043,4377.589,6516.402283668518,0.4189424,1.0,1329.3904,2.82893e+21,18100177000.0,4999.508,17122.848,438.08,-241.67744,50,[-0.011  0.622 -2.038 -1.848],,4377.589,3284.5627,79,4377.588844715618,7850,1,-1.0,10.0,20930562.0,,1.0,10.0,-22971446.0,50.0,1.0,1.0,50.0,724.7042,-241.67744,4999.508
True,0.009929818,,9.984046,-7924654500000.0,1589034,3793.3054,6577.4765157699585,0.4189424,10.8341675,1774.5858,15079353000000.0,37965490.0,4989.3975,113.079185,379.82,-238.51152,50,[ 0.051  0.618 -2.041 -1.848],,3783.3213,15.800388,79,3793.305167748582,7900,2,-1.0,10.0,21216072.0,,1.0,10.0,-6539048400000.0,4.6150293,10.8341675,10.8341675,4.6150293,3.022706,-239.20003,4999.3813
True,0.6121091,,19.962751,-3.6967186e+19,1609739,4136.6694,6655.641401290894,0.4189424,1.0,1543.1234,3.2815695e+26,7203014000.0,4979.3535,13418.566,414.1,-255.39523,50,[ 0.049  0.599 -2.04  -1.858],,4116.706,1880.8539,80,4136.669532727454,7950,1,-1.0,10.0,19493264.0,,1.0,10.0,-21533990.0,50.0,1.0,1.0,50.0,381.9779,-255.39523,4999.3164
True,3.2384033e-28,,219.8498,-inf,1630376,4120.127,6744.622489690781,0.4189424,6.243654e+31,1104.5608,inf,1255250300.0,4779.658,2910.394,412.74,-228.57498,50,[-0.06   0.657 -2.062 -1.854],,3900.277,407.39328,80,4120.126897069241,8000,2,-1.0,10.0,1255250300.0,,1.0,10.0,-inf,8.008131e-31,6.243654e+31,6.243654e+31,8.008131e-31,58.661606,-243.27917,4999.508
True,0.040952474,,,-1.706312e+17,1650526,4023.1633,6834.002489089966,0.4189424,1.0,1358.9471,6.990721e+21,1791183400000.0,4999.416,2655098.0,403.0,-234.68617,50,[-0.06   0.657 -2.062 -1.854],,4023.1633,378316.22,81,4023.1633566565206,8050,1,-1.0,10.0,18032580.0,,1.0,10.0,-20073386.0,50.0,1.0,1.0,50.0,72689.51,-234.68617,4999.416
True,7.745914e-14,,299.7968,-inf,1673399,4571.313,6902.237576961517,0.4189424,582671400.0,1088.1188,inf,2954787.0,4699.817,3.5604875,457.46,-250.01974,50,[-0.02   0.572 -2.054 -1.935],,4271.516,0.61582124,81,4571.312845222576,8100,2,-1.0,10.0,2954787.0,,1.0,10.0,-inf,8.5811656e-08,582671400.0,582671400.0,8.5811656e-08,0.14303029,-254.62587,4999.614
True,0.3626848,,,-5.195454e+17,1697207,4759.4756,7049.628947973251,0.4189424,1.0,879.21606,6.4799314e+22,10498202000000.0,4999.6265,20882690.0,476.16,-257.51224,50,[-0.02   0.572 -2.054 -1.935],,4759.4756,2923226.0,82,4759.475507926111,8150,1,-1.0,10.0,23425628.0,,1.0,10.0,-25466614.0,50.0,1.0,1.0,50.0,420209.6,-257.51224,4999.6265
True,1.3810783e-15,,,-inf,1718708,4295.989,7214.448063611984,0.4189424,6673310.0,1278.6,inf,9523552.0,4999.4814,12.269053,430.02,-233.9081,50,[-0.018  0.472 -2.089 -2.002],,4295.989,1.8440784,82,4295.988506944748,8200,2,-1.0,10.0,9523552.0,,1.0,10.0,-inf,7.4925338e-06,6673310.0,6673310.0,7.4925338e-06,0.50474596,-244.5442,4999.4814
True,0.14831048,,1309.6375,-27084184000.0,1740588,4371.7573,7350.450904130936,0.4189424,1.0,1074.2888,171090740.0,388991780.0,3689.9333,528.27,437.6,-244.12042,50,[-0.018  0.472 -2.089 -2.002],,3062.1204,84.6915,83,4371.757771736631,8250,1,-1.0,10.0,20266362.0,,1.0,10.0,-22307296.0,50.0,1.0,1.0,50.0,36.78324,-244.12042,4999.571
True,0.00039988212,,9.979652,-3181167000000000.0,1763593,4598.898,7512.660635709763,0.4189424,69.51258,1281.1311,2.4297728e+18,348811040.0,4989.498,828.5403,460.1,-241.80434,50,[ 0.012  0.468 -2.089 -2.006],,4588.919,115.909775,83,4598.898343639474,8300,2,-1.0,10.0,347271780.0,,1.0,10.0,-3227673800000000.0,0.71929425,69.51258,69.51258,0.71929425,17.55842,-242.08386,4999.4775
True,0.08844681,,679.5364,-177571880000000.0,1787876,4855.1733,7656.070619344711,0.4189424,1.0,719.1806,7473595300000000.0,1145670700000.0,4319.911,2192237.8,485.66,-247.70607,50,[ 0.012  0.469 -2.089 -2.004],,4175.6367,306930.66,84,4855.173405542702,8350,1,-1.0,10.0,24089930.0,,1.0,10.0,-26130770.0,50.0,1.0,1.0,50.0,45862.25,-247.70607,4999.4473
True,9.613053e-09,,419.72205,-7.40881e+19,1810411,4503.969,7807.953691244125,0.4189424,1730.0459,1140.7505,1.3180466e+27,32577590.0,4579.637,24.242575,450.7,-235.43188,50,[ 0.052  0.383 -2.105 -1.925],,4084.247,4.215371,84,4503.96925170426,8400,2,-1.0,10.0,32577590.0,,1.0,10.0,-7.40881e+19,0.028900968,1730.0459,1730.0459,0.028900968,1.3495959,-238.26521,4999.3594
True,0.02768025,,289.80484,-216619610000.0,1832857,4485.5073,7933.218107223511,0.4189424,1.0,1193.3534,11235163000.0,302207520.0,4709.662,193.53181,448.92,-236.73451,50,[ 0.052  0.383 -2.105 -1.925],,4195.7026,34.204792,85,4485.507317565099,8450,1,-1.0,10.0,21543868.0,,1.0,10.0,-23584722.0,50.0,1.0,1.0,50.0,15.977922,-236.73451,4999.467
True,5.669664e-16,,2039.6603,-inf,1856866,4799.517,8103.4793865680695,0.4189424,3024319200.0,604.29785,inf,42264644.0,2959.8813,43.0788,480.18,-257.6512,50,[-6.769e-04  3.576e-01 -2.109e+00 -1.946e+00],,2759.857,6.2330146,85,4799.516881405549,8500,2,-1.0,10.0,42264644.0,,1.0,10.0,-inf,1.6532645e-08,3024319200.0,3024319200.0,1.6532645e-08,1.692075,-259.78802,4999.5415
True,0.18155307,,2159.5308,-26574990000.0,1880471,4718.3364,8232.990947723389,0.4189424,1.0,675.0206,159013330.0,840075000.0,2839.9604,1051.4083,472.1,-241.55986,50,[-6.769e-04  3.576e-01 -2.109e+00 -1.946e+00],,2558.8057,160.92725,86,4718.336558522146,8550,1,-1.0,10.0,22718352.0,,1.0,10.0,-24759226.0,50.0,1.0,1.0,50.0,45.103252,-241.55986,4999.491
True,0.0043422547,,399.69952,-1202529800000.0,1905012,4906.93,8373.02583360672,0.4189424,9.910398,643.89014,347087440000.0,186869490.0,4599.808,289.44598,490.82,-232.00574,50,[ 0.029  0.36  -2.109 -1.938],,4507.231,41.014034,86,4906.930237695214,8600,2,-1.0,10.0,257680690.0,,1.0,10.0,-1630142900000.0,5.045206,9.910398,9.910398,5.045206,7.482781,-232.90564,4999.508
True,0.05500844,,,-35388514000.0,1928220,4638.4634,8524.388136386871,0.4189424,1.0,987.83673,269666850.0,1875287800.0,4999.4707,2699.2422,464.16,-258.78894,50,[ 0.029  0.354 -2.109 -1.944],,4638.4634,376.02673,87,4638.463664904148,8650,1,-1.0,10.0,22491168.0,,1.0,10.0,-24532024.0,50.0,1.0,1.0,50.0,76.152145,-258.78894,4999.4707
True,1.0843265e-08,,39.93729,-5312214700000000.0,1948777,4107.3545,8634.183553218842,0.4189424,277.88556,1559.0594,6.7761395e+18,63310520.0,4959.4297,86.299576,411.14,-239.62929,50,[ 0.048  0.3   -2.101 -1.968],,4067.417,12.217242,87,4107.354390026865,8700,2,-1.0,10.0,58863052.0,,1.0,10.0,-4772154000000000.0,0.17993018,277.88556,277.88556,0.17993018,2.7172272,-239.95244,4999.367
True,0.035783757,,19.961374,-393406870000.0,1971024,4446.3,8762.342809677124,0.4189424,1.0,1342.9875,36694532000.0,2458695000.0,4979.602,3090.355,444.94,-248.03714,50,[ 0.039  0.298 -2.102 -1.968],,4426.338,440.89047,88,4446.2994834974825,8750,1,-1.0,10.0,21573194.0,,1.0,10.0,-23614122.0,50.0,1.0,1.0,50.0,106.44134,-248.03714,4999.5635
True,2.3513984e-09,,459.82144,-9.946002e+20,1994004,4593.091,8876.945127010345,0.4189424,6300.752,1085.4004,2.3752782e+29,985994430.0,4539.5854,1408.7065,459.6,-260.35208,50,[ 0.038  0.236 -2.102 -1.973],,4133.2695,206.72256,88,4593.090790285812,8800,2,-1.0,10.0,985994430.0,,1.0,10.0,-9.946002e+20,0.00793556,6300.752,6300.752,0.00793556,39.61227,-263.4081,4999.4067
True,0.080997564,,19.96576,-36026905000.0,2014082,4011.6965,8978.62649512291,0.4189424,1.0,1683.0122,285011330.0,1572681500.0,4979.5566,1566.2113,401.56,-248.40956,50,[ 0.038  0.236 -2.102 -1.973],,3991.731,269.63895,89,4011.6967739676247,8850,1,-1.0,10.0,18926240.0,,1.0,10.0,-20967130.0,50.0,1.0,1.0,50.0,64.451355,-248.40956,4999.5225
True,6.941113e-07,,9.980527,-427081180000000.0,2036324,4445.159,9090.7804312706,0.4189424,125.04845,1170.4945,4.379283e+16,56797816.0,4989.5273,42.896446,444.84,-245.7171,50,[ 0.007  0.272 -2.118 -2.01 ],,4435.1787,7.253707,89,4445.158972968641,8900,2,-1.0,10.0,86533230.0,,1.0,10.0,-2765959200000000.0,0.39984506,125.04844,125.04845,0.39984503,2.7310476,-246.71738,4999.508
True,0.06613856,,409.74777,-61151710000.0,2056602,4051.66,9206.473926782608,0.4189424,1.0,1563.4519,841266240.0,1957443000.0,4589.7837,6378.455,405.56,-241.23225,50,[ 0.008  0.254 -2.118 -2.01 ],,3641.9126,891.60876,90,4051.660052078496,8950,1,-1.0,10.0,18860330.0,,1.0,10.0,-20901228.0,50.0,1.0,1.0,50.0,144.25752,-241.23225,4999.5312
True,0.00029718527,,9.980071,-574427000000.0,2078094,4295.28,9322.150278806686,0.4189424,9.406426,1569.18,79211820000.0,36260452.0,4989.5483,29.78795,429.84,-239.5727,50,[ 0.039  0.256 -2.12  -2.011],,4285.3,4.8894305,90,4295.279916786839,9000,2,-1.0,10.0,38629372.0,,1.0,10.0,-601218500000.0,5.315515,9.406426,9.406426,5.315515,1.5158072,-240.24619,4999.5283
True,0.24616237,,,-4.705971e+18,2100478,4474.17,9435.795050859451,0.4189424,1.0,1362.6882,5.316823e+24,40530110000.0,4999.59,63541.48,447.68,-246.92535,50,[ 0.039  0.253 -2.119 -2.013],,4474.17,8885.715,91,4474.169968128822,9050,1,-1.0,10.0,21875114.0,,1.0,10.0,-23916064.0,50.0,1.0,1.0,50.0,1628.0989,-246.92535,4999.59
True,4.3955963e-13,,539.8216,-inf,2115220,2939.7563,9510.640493154526,0.4189424,382180820000.0,1478.1097,inf,14043805.0,4459.693,14.655481,294.84,-229.43391,50,[-0.022  0.263 -2.124 -2.006],,2399.9346,2.5361876,91,2939.7560854225508,9100,2,-1.0,10.0,14043805.0,,1.0,10.0,-inf,1.3082813e-10,382180820000.0,382180820000.0,1.3082813e-10,0.5776374,-228.23517,4999.5146
True,0.045110833,,379.71094,-7.410902e+20,2128998,2747.1675,9590.24029660225,0.4189424,1.0,1528.3865,1.3185654e+29,43604636000.0,4619.8623,118964.07,275.56,-241.84187,50,[-0.022  0.263 -2.124 -2.006],,2367.4563,18825.541,92,2747.1672687212076,9150,1,-1.0,10.0,9882894.0,,1.0,10.0,-11923815.0,50.0,1.0,1.0,50.0,6044.631,-241.84187,4999.573
True,3.30609e-08,,19.966942,-inf,2150094,4215.814,9692.332024335861,0.4189424,399163.56,1538.2719,inf,1724230300000.0,4979.5195,10767381.0,421.92,-247.4547,50,[ 0.037  0.283 -2.124 -2.001],,4195.8467,1507433.2,92,4215.813489841178,9200,2,-1.0,10.0,1724230300000.0,,1.0,10.0,-inf,0.00012526194,399163.56,399163.56,0.00012526194,215348.44,-254.62941,4999.4863
True,0.04982963,,879.7666,-308877850000.0,2173327,4644.366,9837.782493591309,0.4189424,1.0,995.596,22441420000.0,3151355100.0,4119.7354,2729.6433,464.66,-235.3492,50,[ 0.037  0.283 -2.124 -2.001],,3764.5996,441.5806,93,4644.366455994745,9250,1,-1.0,10.0,22561350.0,,1.0,10.0,-24602230.0,50.0,1.0,1.0,50.0,128.0622,-235.3492,4999.502
True,8.253627e-08,,,-2.3958188e+18,2196525,4636.741,9990.847659111023,0.4189424,1074.3683,972.7192,1.3780646e+24,88251220.0,4999.5674,72.503174,463.96,-235.43266,50,[ 0.002  0.331 -2.142 -2.011],,4636.741,12.359912,93,4636.741441821885,9300,2,-1.0,10.0,88251220.0,,1.0,10.0,-2.3958188e+18,0.046538975,1074.3683,1074.3683,0.046538975,3.5544105,-241.8305,4999.5674
True,0.2591991,,2799.4177,-1.2878581e+21,2220250,4742.5864,10113.101729154587,0.4189424,1.0,619.4336,3.981938e+29,542484270000.0,2200.1584,526373.94,474.5,-251.75568,50,[ 0.002  0.331 -2.142 -2.011],,1943.169,84945.05,94,4742.586542842258,9350,1,-1.0,10.0,22875826.0,,1.0,10.0,-24916770.0,50.0,1.0,1.0,50.0,23436.303,-251.75568,4999.576
True,1.5780893e-30,,439.79947,-inf,2242241,4394.411,10242.22654223442,0.4189424,6.3843516e+16,1260.1991,inf,5578862.5,4559.7954,5.723952,439.82,-246.8505,50,[ 0.024  0.222 -2.169 -2.06 ],,3954.6118,1.0392709,94,4394.4112585163,9400,2,-1.0,10.0,5578862.5,,1.0,10.0,-inf,7.831648e-16,6.384352e+16,6.3843516e+16,7.8316486e-16,0.22425802,-264.1804,4999.5947
True,0.08666465,,479.84814,-21499644000.0,2263745,4297.815,10368.675881147385,0.4189424,1.0,1476.9967,109170930.0,175539250.0,4519.708,195.5563,430.08,-245.575,50,[ 0.024  0.222 -2.169 -2.06 ],,3817.9666,28.74441,95,4297.814845581405,9450,1,-1.0,10.0,20652732.0,,1.0,10.0,-22693654.0,50.0,1.0,1.0,50.0,8.525448,-245.575,4999.556
True,4.295101e-05,,419.7564,-4.222249e+17,2281504,3545.6987,10458.411241292953,0.4189424,338.9011,1641.2153,4.2801625e+22,37673024.0,4579.7793,38.037796,355.18,-228.89238,50,[-0.007  0.226 -2.172 -2.065],,3125.9421,5.4829955,95,3545.698788458447,9500,2,-1.0,10.0,37673024.0,,1.0,10.0,-4.222249e+17,0.14753567,338.9011,338.9011,0.14753567,1.6859491,-229.13182,4999.5356
True,0.16595802,,399.73868,-34481700000.0,2297084,3108.1338,10527.774770498276,0.4189424,1.0,1720.2216,273325950.0,740746240.0,4599.8154,1838.7021,311.6,-241.25153,50,[-0.007  0.226 -2.172 -2.065],,2708.395,258.66928,96,3108.1337970992568,9550,1,-1.0,10.0,12619656.0,,1.0,10.0,-14660564.0,50.0,1.0,1.0,50.0,58.628086,-241.25153,4999.554
True,0.00020297224,,,-532092630000000.0,2317795,4138.641,10625.35830283165,0.4189424,47.26032,1608.0382,6.7976005e+16,26872408.0,4999.5107,27.337463,414.22,-234.92427,50,[ 0.023  0.233 -2.173 -2.07 ],,4138.641,5.41116,96,4138.641401639731,9600,2,-1.0,10.0,26522650.0,,1.0,10.0,-593654740000000.0,1.05797,47.260315,47.26032,1.05797,2.0914764,-235.02654,4999.5107
True,0.05192344,,,-7.4636415e+19,2336517,3740.1887,10733.814801216125,0.4189424,1.0,1957.4926,1.3375069e+27,11462839000000.0,4999.4727,19477882.0,374.44,-239.79388,50,[ 0.023  0.228 -2.173 -2.071],,3740.1887,2753424.0,97,3740.188798477173,9650,1,-1.0,10.0,17820790.0,,1.0,10.0,-19861636.0,50.0,1.0,1.0,50.0,473032.12,-239.79388,4999.4727
True,2.1640078e-06,,399.71753,-2.2358163e+22,2352328,3153.917,10856.158763885498,0.4189424,17042.037,1655.3704,1.2003685e+32,174362260.0,4599.617,329.8825,316.22,-234.65125,50,[ 0.085  0.226 -2.173 -2.076],,2754.1995,46.140083,97,3153.916926171116,9700,2,-1.0,10.0,174362260.0,,1.0,10.0,-2.2358163e+22,0.0029339215,17042.037,17042.037,0.0029339215,7.1915493,-239.23213,4999.335
True,0.008652488,,9.980163,-3401497000000000.0,2367934,3113.385,10994.912578344345,0.4189424,1.0,1780.9889,2.7780635e+18,583743550.0,4989.4707,498.50266,312.12,-225.25674,50,[ 0.085  0.226 -2.173 -2.076],,3103.4053,104.93336,98,3113.385171814751,9750,1,-1.0,10.0,12865089.0,,1.0,10.0,-14905911.0,50.0,1.0,1.0,50.0,55.30035,-225.25674,4999.4507
True,4.3454185e-11,,409.76355,-inf,2390187,4447.891,11187.088891267776,0.4189424,3744130.5,1285.7775,inf,15187318.0,4589.961,44.350746,445.06,-240.0945,50,[ 0.03   0.251 -2.179 -2.065],,4038.1272,6.8817225,98,4447.890687780071,9800,2,-1.0,10.0,15187318.0,,1.0,10.0,-inf,1.3354235e-05,3744130.5,3744130.5,1.3354235e-05,1.4825027,-246.44626,4999.7246
True,0.16494313,,489.6892,-7148441600000000.0,2413013,4562.6006,11402.775128364563,0.4189424,1.0,1177.1249,1.2265764e+19,855501200000.0,4509.837,1201100.5,456.52,-253.31601,50,[ 0.03   0.251 -2.179 -2.065],,4072.9111,200255.12,99,4562.600611705619,9850,1,-1.0,10.0,22202946.0,,1.0,10.0,-24243846.0,50.0,1.0,1.0,50.0,40732.082,-253.31601,4999.5264
True,1.2897061e-06,,449.77957,-1.9305016e+20,2432473,3885.9263,11577.36274433136,0.4189424,2566.57,1442.3516,8.948657e+27,34121136.0,4549.6265,22.31968,389.2,-244.068,50,[ 0.088  0.267 -2.179 -2.082],,3436.147,4.533846,99,3885.92624835825,9900,2,-1.0,10.0,34121136.0,,1.0,10.0,-1.9305016e+20,0.019481253,2566.57,2566.57,0.019481253,1.4777482,-245.09567,4999.4062
True,0.082270585,,369.69177,-4803272000000.0,2450038,3507.225,11702.611131429672,0.4189424,1.0,1784.5638,5537946700000.0,931999700.0,4629.641,1138.3362,351.3,-253.17513,50,[ 0.088  0.267 -2.179 -2.082],,3137.5327,163.96855,100,3507.224887851749,9950,1,-1.0,10.0,15485295.0,,1.0,10.0,-17526026.0,50.0,1.0,1.0,50.0,52.20995,-253.17513,4999.333
True,7.5754653e-13,,,-inf,2473963,4783.3,11856.363667011261,0.4189424,2409810.5,934.8451,inf,22970766.0,4999.4727,32.911938,478.5,-242.84543,50,[ 0.028  0.284 -2.185 -2.08 ],,4783.3,4.6252017,100,4783.300137779909,10000,2,-1.0,10.0,22970766.0,,1.0,10.0,-inf,2.074852e-05,2409810.5,2409810.5,2.074852e-05,0.94091475,-242.2655,4999.4727
True,0.10897086,,,-151484220000.0,2497482,4702.035,12029.693359375,0.4189424,1.0,1084.8647,5445549600.0,882400960.0,4999.5107,569.60333,470.38,-248.2081,50,[ 0.028  0.284 -2.185 -2.08 ],,4702.035,104.64599,101,4702.034906471909,10050,1,-1.0,10.0,23286062.0,,1.0,10.0,-25326952.0,50.0,1.0,1.0,50.0,35.38546,-248.2081,4999.5107
True,3.2484935e-09,,9.981265,-1.5354038e+18,2518527,4205.429,12179.761922836304,0.4189424,1226.164,1540.7039,5.6598873e+23,93343880.0,4989.583,90.579285,420.9,-246.50986,50,[ 0.052  0.235 -2.186 -2.111],,4195.4478,14.317811,101,4205.429227715315,10100,2,-1.0,10.0,93343880.0,,1.0,10.0,-1.5354038e+18,0.040777583,1226.164,1226.164,0.040777583,3.7691212,-245.31953,4999.5645
True,0.058698874,,519.64185,-3.614631e+16,2540463,4383.5186,12328.399800777435,0.4189424,1.0,1319.8169,3.137336e+20,16565968000.0,4479.7188,16148.383,438.72,-251.62256,50,[ 0.052  0.235 -2.186 -2.111],,3863.8765,2770.2407,102,4383.518503578752,10150,1,-1.0,10.0,20957150.0,,1.0,10.0,-22997912.0,50.0,1.0,1.0,50.0,811.1756,-251.62256,4999.3604
True,3.7785399e-16,,389.74927,-inf,2556623,3225.2476,12431.992278337479,0.4189424,560766650000.0,1838.9281,inf,20853550.0,4609.799,19.550922,323.2,-224.84514,50,[-0.01   0.238 -2.191 -2.104],,2835.4988,3.7660892,102,3225.2477769930656,10200,2,-1.0,10.0,20853550.0,,1.0,10.0,-inf,8.916365e-11,560766650000.0,560766650000.0,8.916365e-11,1.0628761,-237.58801,4999.548
True,0.0691837,,19.966389,-156054340000.0,2573136,3296.5298,12539.716171264648,0.4189424,1.0,1728.4795,5841549300.0,65774860.0,4979.656,211.4952,330.26,-249.71196,50,[-0.01   0.238 -2.191 -2.104],,3276.5632,30.32054,103,3296.5297246394066,10250,1,-1.0,10.0,13854750.0,,1.0,10.0,-15895716.0,50.0,1.0,1.0,50.0,10.669241,-249.71196,4999.622
True,8.3185325e-05,,399.74377,-2.5122554e+18,2594970,4363.3535,12672.027374744415,0.4189424,431.71976,1310.9246,1.5151975e+24,26282486.0,4599.881,78.940796,436.68,-255.10855,50,[ 0.021  0.243 -2.192 -2.102],,3963.6104,13.102488,103,4363.353736724144,10300,2,-1.0,10.0,26282486.0,,1.0,10.0,-2.5122554e+18,0.11581588,431.71973,431.71976,0.11581587,3.3991663,-256.33453,4999.6245
True,0.04639957,,89.84669,-30140275000.0,2617002,4403.335,12794.964240074158,0.4189424,1.0,1369.9191,96844024.0,10056542000.0,4909.6562,18815.527,440.64,-244.50426,50,[ 0.021  0.243 -2.192 -2.102],,4313.4883,2640.171,104,4403.3350997450525,10350,1,-1.0,10.0,21266038.0,,1.0,10.0,-23306916.0,50.0,1.0,1.0,50.0,418.28082,-244.50426,4999.503
True,7.1123955e-05,,9.980687,-57594143000.0,2638460,4288.5405,12888.04016160965,0.4189424,9.236977,1523.0437,793046850.0,119271360.0,4989.6406,169.40007,429.16,-240.37793,50,[ 0.049  0.257 -2.19  -2.103],,4278.56,23.753357,104,4288.5406213306405,10400,2,-1.0,10.0,154324740.0,,1.0,10.0,-62715634000.0,5.413027,9.236977,9.236977,5.413027,4.842001,-241.57532,4999.621
True,0.052098434,,409.7032,-4.5057283e+19,2660606,4425.6367,12996.53046989441,0.4189424,1.0,1239.931,4.874415e+26,12422438000000.0,4589.7744,24365212.0,442.92,-256.7174,50,[ 0.05   0.246 -2.189 -2.105],,4015.9338,3410346.8,105,4425.636944163413,10450,1,-1.0,10.0,21123692.0,,1.0,10.0,-23164552.0,50.0,1.0,1.0,50.0,497194.47,-256.7174,4999.4775
True,1.3104915e-05,,389.69745,-1.0552164e+19,2672660,2401.5476,13059.734383106232,0.4189424,1123.5269,1515.1027,2.6734707e+25,15876837.0,4609.7812,9.80655,241.08,-226.01756,50,[ 0.111  0.262 -2.189 -2.1  ],,2011.8501,2.0165203,105,2401.547552386922,10500,2,-1.0,10.0,15876837.0,,1.0,10.0,-1.0552164e+19,0.04450272,1123.5269,1123.5269,0.04450272,0.66542166,-225.3656,4999.4785
True,0.09824888,,389.74008,-8255903400000.0,2685267,2512.2012,13123.401587247849,0.4189424,1.0,1444.7095,16369099000000.0,119424230.0,4609.4053,99.45457,252.14,-233.74428,50,[ 0.111  0.262 -2.189 -2.1  ],,2122.4612,18.870308,106,2512.2011258116236,10550,1,-1.0,10.0,8398340.0,,1.0,10.0,-10438909.0,50.0,1.0,1.0,50.0,16.977966,-233.74428,4999.1455
True,1.344173e-10,,499.66583,-inf,2708979,4739.646,13225.315044164658,0.4189424,390559.97,783.30743,inf,216113810.0,4499.791,425.5729,474.24,-239.6094,50,[ 0.05   0.257 -2.197 -2.113],,4239.9805,64.178116,106,4739.646243685053,10600,2,-1.0,10.0,216113810.0,,1.0,10.0,-inf,0.00012802132,390559.97,390559.97,0.00012802132,15.198887,-247.48135,4999.457
True,0.09801529,,889.4582,-1198204500000.0,2732459,4693.737,13337.095480203629,0.4189424,1.0,972.74603,303864120000.0,73194000000.0,4110.0957,126606.65,469.6,-235.47345,50,[ 0.05   0.257 -2.197 -2.113],,3804.2788,17767.836,107,4693.736724916803,10650,1,-1.0,10.0,22977398.0,,1.0,10.0,-25018320.0,50.0,1.0,1.0,50.0,2931.3994,-235.47345,4999.5537
True,1.6743603e-06,,,-3.1232616e+16,2755058,4516.9985,13405.208052158356,0.4189424,289.58792,1169.1633,2.3419184e+20,12936310.0,4999.586,8.853263,451.98,-258.70355,50,[ 0.045  0.309 -2.208 -2.081],,4516.9985,1.8835399,107,4516.998167684096,10700,2,-1.0,10.0,12936310.0,,1.0,10.0,-3.1232616e+16,0.17265913,289.58792,289.58792,0.17265913,0.64051336,-257.61316,4999.586
True,0.03017205,,39.93342,-35135710000.0,2776801,4345.748,13482.2007188797,0.4189424,1.0,1445.5627,269356160.0,1639607600.0,4959.7007,1559.0105,434.86,-240.40504,50,[ 0.045  0.309 -2.208 -2.081],,4305.814,241.08197,108,4345.747493351268,10750,1,-1.0,10.0,20975172.0,,1.0,10.0,-23016158.0,50.0,1.0,1.0,50.0,66.03949,-240.40504,4999.6343
True,3.8560083e-07,,429.68445,-3.4665523e+17,2797061,4047.5693,13541.68796133995,0.4189424,601.0316,1533.5322,2.885266e+22,135447730.0,4569.8,188.7777,405.2,-234.70473,50,[ 0.078  0.27  -2.21  -2.116],,3617.885,26.940664,108,4047.5694925316843,10800,2,-1.0,10.0,135447730.0,,1.0,10.0,-3.4665523e+17,0.0831903,601.0316,601.0316,0.0831903,5.449616,-239.70883,4999.4844
True,0.20163052,,389.7207,-1096205000000.0,2816894,3961.8838,13606.98857665062,0.4189424,1.0,1571.9017,287237280000.0,2452194800.0,4609.729,2801.4622,396.66,-234.73694,50,[ 0.078  0.27  -2.21  -2.116],,3572.163,452.43262,109,3961.883586719666,10850,1,-1.0,10.0,18167398.0,,1.0,10.0,-20208228.0,50.0,1.0,1.0,50.0,137.24925,-234.73694,4999.4497
True,8.616083e-20,,,-inf,2840297,4678.6147,13664.714882612228,0.4189424,19872688000.0,1076.9794,inf,44543344.0,4999.5093,86.43796,468.06,-249.62894,50,[ 0.022  0.297 -2.218 -2.114],,4678.6147,13.727531,109,4678.614887867237,10900,2,-1.0,10.0,44543344.0,,1.0,10.0,-inf,2.5160158e-09,19872688000.0,19872688000.0,2.5160158e-09,3.518159,-250.13301,4999.5093
