Weights,OptimizationReturnMax,InitialReturnMin,ESSRenyiHarmonic,Iteration,MinIW,DivergenceHarmonic,Epsilon,MeanD2-0,EpisodesSoFar,InitialReturnMean,StdIW,Bound,Penalization,InitialReturnStd,MinTargetPdf,ReturnMeanIW,StdWReturnMean,ReturnStepMax,OptimizationReturnMin,VarianceInitializer,EmpiricalD2Arithmetic,InitialReturnMax,Inner Iteration,MinBehavPdf,EpLenMean,TimestepsSoFar,EpThisIter,EpRewMean,OptimizationReturnMean,InitialBound,EmpiricalD2Harmonic,ESSRenyiArithmetic,MaxIW,ReturnStepMaxmin,TimeElapsed,MeanIW,LearnableVariance,WReturnMean,MeanEntropy
[-0.211  1.989 -3.876 -2.793],4989.7017,9.97993,50.0,287,0.14281175,4.1306688e+23,1.0,1.0,28650,4838.715,472951.6,-1.3117464e+18,True,729.0108,-257.4644,1777214400000.0,,10.0,,-1.0,1.0,4999.6816,1,-257.4644,484.02,11435660,50,4838.715151085012,4828.735,-25985650.0,1.0,50.0,3379999.8,10.0,52056.11049795151,71140.83,,23944620.0,0.4189424
[-0.256  1.91  -3.875 -2.879],4999.6523,,7.59749e-06,287,1.6980703e-13,inf,1.0,6581121.5,28700,4498.5776,17.788692,-inf,True,824.1737,-247.01935,63756870.0,,10.0,,-1.0,6581121.5,4999.6523,2,-244.05055,450.4,11458180,50,4498.5776211372095,4498.5776,-inf,6581121.0,7.5974895e-06,127.08792,10.0,52138.47693538666,2.5713706,,63756870.0,0.4189424
[-0.256  1.91  -3.875 -2.879],1780.0273,3219.607,50.0,288,0.05461536,4740472300.0,1.0,1.0,28750,4627.358,353.13135,-142802290000.0,True,549.81366,-239.86647,2281166300.0,,10.0,,-1.0,1.0,4999.6343,1,-239.86647,463.24,11481342,50,4627.3580792751045,1407.7511,-23755728.0,1.0,50.0,2215.395,10.0,52235.68549013138,107.843475,,21714738.0,0.4189424
[-0.297  1.882 -3.873 -2.916],2140.059,2859.6367,0.08346754,288,0.08200988,4.075712e+18,1.0,599.0352,28800,4271.81,5424736.0,-4183346700000000.0,True,733.5364,-253.96207,62909720000000.0,,10.0,,-1.0,599.0352,4999.696,2,-252.41997,427.9,11502737,50,4271.810068849557,1412.1733,-2959009000000000.0,599.0352,0.08346754,20542000.0,10.0,52318.32757616043,3950879.2,,45026710.0,0.4189424
[-0.177  1.911 -3.873 -2.902],4989.7295,9.979122,50.0,289,0.19910516,3.1244928e+34,1.0,1.0,28850,4799.955,2646029.2,-3.607726e+23,True,977.74963,-242.77502,15290962000000.0,,10.0,,-1.0,1.0,4999.7085,1,-242.77502,480.08,11526741,50,4799.955103416648,4789.976,-26036614.0,1.0,50.0,16430575.0,10.0,52383.307941675186,611790.44,,23995562.0,0.4189424
[-0.091  1.892 -3.872 -2.991],4999.6895,,0.002246754,289,2.6434083e-07,9.137231e+33,1.0,22254.328,28900,4899.543,1.8916034,-1.9509572e+23,True,699.9347,-244.17186,12815844.0,,10.0,,-1.0,22254.328,4999.6895,2,-242.88368,490.02,11551242,50,4899.543301751948,4899.543,-1.9509572e+23,22254.328,0.002246754,11.497604,10.0,52446.182742118835,0.53260016,,12815844.0,0.4189424
[-0.091  1.892 -3.872 -2.991],4999.657,,50.0,290,0.21010453,17107717000.0,1.0,1.0,28950,4899.5283,496.08698,-272391360000.0,True,699.93256,-244.72113,5440776700.0,,10.0,,-1.0,1.0,4999.657,1,-244.72113,490.02,11575743,50,4899.528195708295,4899.5283,-26536290.0,1.0,50.0,2689.2932,10.0,52516.61418008804,217.69766,,24495282.0,0.4189424
[-0.08   1.846 -3.882 -3.107],0.3330078,4999.3184,0.041299965,290,2.7360068e-09,1.8564473e+20,1.0,1210.6548,29000,4999.5215,0.32855523,-2.7808346e+16,True,0.074262075,-244.70102,1880312.2,,10.0,,-1.0,1210.6548,4999.6514,2,-240.55849,500.0,11600743,50,4999.521305577533,0.2029004,-2.7808346e+16,1210.6548,0.041299965,2.2850444,10.0,52599.76113510132,0.075227425,,1880312.2,0.4189424
[-0.08   1.846 -3.882 -3.107],4999.6826,,50.0,291,0.008256765,32375087000.0,1.0,1.0,29050,4899.554,3289.1702,-384263160000.0,True,699.93634,-245.29112,17027604000.0,,10.0,,-1.0,1.0,4999.6826,1,-245.29112,490.02,11625244,50,4899.5540123750225,4899.554,-26536570.0,1.0,50.0,23011.795,10.0,52680.23670578003,681.2761,,24495540.0,0.4189424
[-0.119  1.942 -3.899 -3.039],4999.6514,,0.018029323,291,1.1640622e-09,7.6220664e+25,1.0,2773.26,29100,4802.745,13.415895,-1.7818461e+19,True,964.1704,-244.74854,95426490.0,,10.0,,-1.0,2773.26,4999.6514,2,-241.247,480.36,11649262,50,4802.7449078913105,4802.745,-1.7818461e+19,2773.26,0.018029323,64.63934,10.0,52768.35021996498,3.8394248,,95426490.0,0.4189424
[-0.119  1.942 -3.899 -3.039],4999.705,,50.0,292,0.14909558,9705199000000000.0,1.0,1.0,29150,4899.545,5.948964,-201069210000000.0,True,699.93506,-237.49794,92850690.0,,10.0,,-1.0,1.0,4999.705,1,-237.49794,490.02,11673763,50,4899.545313550458,4899.545,-26536504.0,1.0,50.0,41.48794,10.0,52852.30844068527,3.7350366,,24495454.0,0.4189424
[-0.176  1.928 -3.905 -3.06 ],4999.679,,0.00015982687,292,4.2953315e-12,inf,1.0,312838.5,29200,4857.7563,83.18298,-inf,True,705.3684,-251.58163,369939800.0,,10.0,,-1.0,312838.5,4999.679,2,-250.72481,485.96,11698061,50,4857.756563716515,4857.7563,-inf,312838.5,0.00015982687,589.5346,10.0,52921.694777965546,14.821344,,369939800.0,0.4189424
[-0.176  1.928 -3.905 -3.06 ],4999.7197,,50.0,293,0.16339505,76737470000000.0,1.0,1.0,29250,4685.591,12633.206,-17939600000000.0,True,1184.902,-245.37848,60344910000.0,,10.0,,-1.0,1.0,4999.7197,1,-245.37848,468.72,11721497,50,4685.5907553604675,4685.591,-25399810.0,1.0,50.0,83223.47,10.0,52991.066952228546,2674.7039,,23358754.0,0.4189424
[-0.124  1.908 -3.912 -3.087],4989.73,9.979956,2.4457815,293,0.0011288453,1313577600000.0,1.0,20.443363,29300,4799.9277,0.77146465,-2339233600000.0,True,977.74384,-247.40842,9520547.0,,10.0,,-1.0,20.443363,4999.71,2,-246.55923,480.08,11745501,50,4799.928000923379,4789.948,-6589909000000.0,20.443363,2.4457815,5.235949,10.0,53058.88319015503,0.41969243,,10274801.0,0.4189424
[-0.124  1.932 -3.912 -3.06 ],0.40722656,4999.2676,50.0,294,0.0527383,4.3352583e+31,1.0,1.0,29350,4999.5464,35992.207,-1.3438331e+22,True,0.08270199,-243.59558,172688440000.0,,10.0,,-1.0,1.0,4999.675,1,-243.59558,500.0,11770501,50,4999.545969754595,0.2783789,-27036484.0,1.0,50.0,244629.77,10.0,53129.1752474308,6909.1025,,24995460.0,0.4189424
[-0.196  1.965 -3.932 -2.965],4989.6963,9.982504,6.152491e-08,294,4.8280248e-20,inf,1.0,812679000.0,29400,4856.966,1.5669476,-inf,True,719.1837,-247.00407,10402629.0,,10.0,,-1.0,812679000.0,4999.6787,2,-247.47572,485.86,11794794,50,4856.965816587472,4846.9834,-inf,812679000.0,6.152491e-08,8.713613,10.0,53199.83211374283,0.42332387,,10402629.0,0.4189424
[-0.196  1.965 -3.932 -2.965],700.0947,4299.596,50.0,295,0.12992844,1.1994956e+18,1.0,1.0,29450,4978.3594,35973.17,-2235448000000000.0,True,103.34659,-239.34244,126253070000.0,,10.0,,-1.0,1.0,4999.691,1,-239.34244,497.94,11819691,50,4978.359118717701,678.76294,-26835778.0,1.0,50.0,256808.3,10.0,53273.37612748146,5563.1807,,24794740.0,0.4189424
[-0.139  1.987 -3.932 -2.953],0.3647461,4999.343,0.07977648,295,2.1402911e-05,1.7152516e+24,1.0,626.75116,29500,4999.536,70.937386,-2.6730524e+18,True,0.075698175,-242.3731,264297580.0,,10.0,,-1.0,626.75116,4999.7075,2,-240.19763,500.0,11844691,50,4999.535930047652,0.19311523,-2.6730524e+18,626.75116,0.07977648,507.1107,10.0,53351.297223329544,10.573595,,264297580.0,0.4189424
[-0.139  1.987 -3.932 -2.953],0.3828125,4999.301,50.0,296,0.12995222,3175153400.0,1.0,1.0,29550,4999.5063,40.51112,-115301695000.0,True,0.085787,-251.20781,295357980.0,,10.0,,-1.0,1.0,4999.6836,1,-251.20781,500.0,11869691,50,4999.506181905151,0.2053711,-27036092.0,1.0,50.0,248.46185,10.0,53415.26723790169,11.816789,,24995060.0,0.4189424
[-0.093  2.017 -3.926 -2.923],0.36279297,4999.335,4.8613663,296,0.0065730307,1548828800.0,1.0,10.285174,29600,4999.4985,4.950186,-80363225000.0,True,0.0907679,-235.51045,39552060.0,,10.0,,-1.0,10.285174,4999.6978,2,-233.25224,500.0,11894691,50,4999.498534209996,0.16357422,-136761080000.0,10.285174,4.8613663,27.632711,10.0,53473.896615982056,1.5823425,,38926156.0,0.4189424
[-0.084  1.988 -3.927 -2.956],0.3671875,4999.3086,50.0,297,0.053062793,2.2054225e+23,1.0,1.0,29650,4999.502,103210.3,-9.5848256e+17,True,0.09158571,-248.07568,537802800000.0,,10.0,,-1.0,1.0,4999.676,1,-248.07568,500.0,11919691,50,4999.501880306813,0.19329101,-27036046.0,1.0,50.0,634385.8,10.0,53530.63583636284,21516.44,,24995018.0,0.4189424
[ 0.032  2.028 -3.911 -2.94 ],4989.695,9.98061,1.4237666,297,0.00011196883,5.235539e+20,1.0,35.118114,29700,4806.2627,2064.0957,-4.6700206e+16,True,946.93646,-247.06485,11549371000.0,,10.0,,-1.0,35.118114,4999.6753,2,-246.59268,480.72,11943727,50,4806.262771762126,4796.2827,-501578700000000.0,35.118114,1.4237666,13421.023,10.0,53601.12567663193,462.0818,,26763096.0,0.4189424
[-0.056  2.087 -3.909 -2.868],0.41845703,4999.224,50.0,298,0.010435936,44504690000000.0,1.0,1.0,29750,4999.477,20896.36,-13704230000000.0,True,0.09445601,-244.86871,88679800000.0,,10.0,,-1.0,1.0,4999.6426,1,-244.86871,500.0,11968727,50,4999.4773617080455,0.2531836,-27035774.0,1.0,50.0,149566.56,10.0,53675.03810214996,3547.968,,24994772.0,0.4189424
[-0.088  1.998 -3.928 -2.947],4999.701,,0.0070233336,298,4.778176e-10,7.3845005e+28,1.0,7119.1265,29800,4899.5137,7.684231,-5.5462955e+20,True,699.93054,-269.72403,45072304.0,,10.0,,-1.0,7119.1265,4999.701,2,-262.58392,490.02,11993228,50,4899.513587712416,4899.5137,-5.5462955e+20,7119.1265,0.0070233336,44.933147,10.0,53755.53046011925,1.8232149,,45072304.0,0.4189424
[-0.088  1.998 -3.928 -2.947],4999.711,,50.0,299,0.022209827,2285918700000.0,1.0,1.0,29850,4799.747,1787.7362,-3098446400000.0,True,978.72626,-239.12889,12598111000.0,,10.0,,-1.0,1.0,4999.711,1,-239.12889,480.06,12017231,50,4799.747005247215,4799.747,-26036528.0,1.0,50.0,12075.7705,10.0,53839.96249628067,504.08096,,23995474.0,0.4189424
[-0.092  1.916 -3.935 -3.041],4999.697,,0.011205944,299,1.0301661e-08,2.302389e+26,1.0,4461.9175,29900,4799.5576,16.04051,-3.0969276e+19,True,979.7057,-243.54356,67075444.0,,10.0,,-1.0,4461.9175,4999.697,2,-234.5035,480.04,12041233,50,4799.557798855569,4799.5576,-3.0969276e+19,4461.9175,0.011205944,114.60433,10.0,53929.20750927925,2.7259257,,67075444.0,0.4189424
[-0.092  1.916 -3.935 -3.041],4989.717,9.981874,50.0,300,0.082880415,51849210000.0,1.0,1.0,29950,4899.7485,3255.4065,-487676050000.0,True,698.53815,-255.33429,22932780000.0,,10.0,,-1.0,1.0,4999.6987,1,-255.33429,490.04,12065735,50,4899.74876621697,4889.767,-26536538.0,1.0,50.0,20117.236,10.0,54013.66764163971,917.5466,,24495494.0,0.4189424
[-0.1    1.815 -3.951 -3.113],4999.6777,,0.02232334,300,3.619646e-09,1.9882697e+23,1.0,2239.808,30000,4699.7715,11.007978,-9.100726e+17,True,1186.5366,-258.5921,50393560.0,,10.0,,-1.0,2239.808,4999.6777,2,-254.21312,470.08,12089239,50,4699.771760068925,4699.7715,-9.100726e+17,2239.808,0.02232334,78.01991,10.0,54092.88571667671,2.0884097,,50393560.0,0.4189424
[-0.1    1.815 -3.951 -3.113],4999.707,,50.0,301,0.058812287,3.0723192e+18,1.0,1.0,30050,4899.551,5445.1235,-3577505400000000.0,True,699.9359,-245.60847,29830080000.0,,10.0,,-1.0,1.0,4999.707,1,-245.60847,490.02,12113740,50,4899.551213577521,4899.551,-26536562.0,1.0,50.0,38516.344,10.0,54175.07489323616,1193.4215,,24495512.0,0.4189424
[-0.05   1.751 -3.948 -3.208],0.35595703,4999.328,0.012770743,301,6.966199e-09,1.344807e+27,1.0,3915.1987,30100,4999.5356,40.96781,-7.484614e+19,True,0.08228045,-235.36298,190676500.0,,10.0,,-1.0,3915.1987,4999.684,2,-231.38345,500.0,12138740,50,4999.535275128732,0.20715821,-7.484614e+19,3915.199,0.012770744,278.12823,10.0,54263.157772779465,7.628353,,190676500.0,0.4189424
[-0.05   1.751 -3.948 -3.208],0.30615234,4999.347,50.0,302,0.20815162,1.24178736e+36,1.0,1.0,30150,4999.5376,789.3935,-2.2743525e+24,True,0.0661091,-241.55452,7338436000.0,,10.0,,-1.0,1.0,4999.6533,1,-241.55452,500.0,12163740,50,4999.53773855324,0.19054687,-27036384.0,1.0,50.0,4277.329,10.0,54363.330708026886,293.59686,,24995378.0,0.4189424
[-0.172  1.768 -3.959 -3.186],1150.0518,3849.6348,4.743866e-26,302,4.460254e-36,inf,1.0,1.0539927e+27,30200,4900.582,1.3458024,-inf,True,253.86436,-263.14087,7924154.5,,10.0,,-1.0,1.0539927e+27,4999.6865,2,-238.35916,490.38,12188259,50,4900.581813418295,1050.947,-inf,1.0539927e+27,4.743866e-26,9.136526,10.0,54465.32719874382,0.31701338,,7924154.5,0.4189424
[-0.172  1.768 -3.959 -3.186],4989.708,9.979635,50.0,303,0.13251935,32779954000.0,1.0,1.0,30250,4717.392,2011.0702,-379656800000.0,True,993.6202,-236.86188,10131391000.0,,10.0,,-1.0,1.0,4999.6875,1,-236.86188,471.94,12211856,50,4717.392181116316,4707.4126,-25282102.0,1.0,50.0,10103.858,10.0,54565.37188911438,559.8437,,23241070.0,0.4189424
[-0.125  1.738 -3.96  -3.215],680.18066,4319.5176,0.061428428,303,4.747284e-05,5.746332e+25,1.0,813.9554,30300,4985.9546,5.8449926,-1.5471673e+19,True,95.20537,-248.42775,30913802.0,,10.0,,-1.0,813.9554,4999.698,2,-247.6824,498.66,12236789,50,4985.954870250929,666.4373,-1.5471673e+19,813.9554,0.061428428,41.722836,10.0,54665.75492429733,1.2381558,,30913802.0,0.4189424
[-0.125  1.738 -3.96  -3.215],0.39257812,4999.3223,50.0,304,0.13858695,6.014054e+18,1.0,1.0,30350,4999.549,13026.412,-5005329000000000.0,True,0.08220873,-250.20836,47859507000.0,,10.0,,-1.0,1.0,4999.715,1,-250.20836,500.0,12261789,50,4999.548616898922,0.22637695,-27036542.0,1.0,50.0,93092.16,10.0,54771.8974237442,1914.7394,,24995486.0,0.4189424
[-0.07   1.753 -3.958 -3.191],0.32666016,4999.3594,0.67749184,304,0.0011884476,3.4224433e+17,1.0,73.80163,30400,4999.5425,1.2381139,-1194010000000000.0,True,0.086084105,-247.28706,12453286.0,,10.0,,-1.0,73.80163,4999.686,2,-246.41272,500.0,12286789,50,4999.542440812285,0.18301758,-2865718400000000.0,73.80163,0.67749184,8.608154,10.0,54881.67503595352,0.49821168,,9549357.0,0.4189424
[-0.069  1.737 -3.96  -3.211],0.48095703,4999.218,50.0,305,0.23086032,4976237700000000.0,1.0,1.0,30450,4999.533,1.9864703,-143976900000000.0,True,0.09862703,-246.7347,65620588.0,,10.0,,-1.0,1.0,4999.6987,1,-246.7347,500.0,12311789,50,4999.533481203731,0.3156543,-27036376.0,1.0,50.0,8.60369,10.0,54987.36289858818,2.6253521,,24995332.0,0.4189424
[-0.129  1.729 -3.949 -3.223],80.1416,4919.532,1.4117875e-06,305,2.1320612e-12,inf,1.0,35416096.0,30500,4995.95,2.9497728,-inf,True,14.675842,-241.19136,29733226.0,,10.0,,-1.0,35416096.0,4999.674,2,-237.30159,499.7,12336774,50,4995.950294143195,76.41801,-inf,35416096.0,1.4117875e-06,16.014074,10.0,55091.24576210976,1.1895504,,29733226.0,0.4189424
[-0.129  1.729 -3.949 -3.223],830.06104,4169.621,50.0,306,0.037567493,6.88686e+16,1.0,1.0,30550,4976.3433,19732.252,-535674600000000.0,True,124.1581,-249.49516,63261143000.0,,10.0,,-1.0,1.0,4999.682,1,-249.49516,497.72,12361660,50,4976.343606414846,806.7225,-26820438.0,1.0,50.0,140316.25,10.0,55188.165863990784,3391.2932,,24779412.0,0.4189424
[-0.079  1.761 -3.947 -3.203],4979.6978,19.960659,1.651352,306,0.0009173806,674058500000000.0,1.0,30.278217,30600,4899.9434,17.438429,-52988865000000.0,True,697.1404,-264.8959,103650930.0,,10.0,,-1.0,30.278217,4999.658,2,-265.49985,490.06,12386163,50,4899.9432897969355,4879.983,-169520580000000.0,30.27822,1.6513522,120.20698,10.0,55277.199347257614,4.164979,,120162610.0,0.4189424
[-0.076  1.737 -3.948 -3.227],4999.6973,,50.0,307,0.0138101885,164014050000.0,1.0,1.0,30650,4699.771,3399.1602,-849394500000.0,True,1186.5364,-232.63559,22819461000.0,,10.0,,-1.0,1.0,4999.6973,1,-232.63559,470.08,12409667,50,4699.770725309361,4699.771,-25536748.0,1.0,50.0,22570.152,10.0,55348.59147429466,913.0256,,23495712.0,0.4189424
[-0.048  1.645 -3.948 -3.306],0.32666016,4999.3325,0.017768987,307,6.536775e-10,7.553356e+24,1.0,2813.8914,30700,4999.5327,1.2489258,-5.609255e+18,True,0.082579955,-241.34354,6011735.5,,10.0,,-1.0,2813.8914,4999.659,2,-237.0959,500.0,12434667,50,4999.532986333956,0.20044921,-5.609255e+18,2813.8914,0.017768987,8.803958,10.0,55435.88123512268,0.24050632,,6011735.5,0.4189424
[-0.048  1.645 -3.948 -3.306],4999.6357,,50.0,308,0.041336697,825596400.0,1.0,1.0,30750,4799.7363,6.940127,-58736980000.0,True,978.7238,-244.68352,94136984.0,,10.0,,-1.0,1.0,4999.6357,1,-244.68352,480.06,12458670,50,4799.735769747012,4799.7363,-26036350.0,1.0,50.0,32.87881,10.0,55510.371425151825,3.807242,,23995364.0,0.4189424
[-0.104  1.652 -3.949 -3.28 ],0.38183594,4999.2764,6.0063274e-05,308,5.1312603e-11,inf,1.0,832455.44,30800,4999.517,6.460189,-inf,True,0.08018752,-249.45876,51756012.0,,10.0,,-1.0,832455.44,4999.658,2,-246.61084,500.0,12483670,50,4999.516999023508,0.24065429,-inf,832455.44,6.0063274e-05,44.105766,10.0,55592.094742536545,2.070662,,51756012.0,0.4189424
[-0.104  1.652 -3.949 -3.28 ],4989.676,9.979959,50.0,309,0.2613995,3551403800000000.0,1.0,1.0,30850,4899.746,62.644657,-121628670000000.0,True,698.53796,-239.98177,376853380.0,,10.0,,-1.0,1.0,4999.656,1,-239.98177,490.04,12508172,50,4899.746064773682,4889.766,-26536468.0,1.0,50.0,450.57956,10.0,55665.042237997055,15.097939,,24495466.0,0.4189424
[-0.157  1.665 -3.944 -3.311],1350.0342,3649.6494,0.0013804125,309,6.112581e-14,1.5588921e+33,1.0,36221.06,30900,4905.155,14.617143,-8.058375e+22,True,271.56897,-261.50098,112540420.0,,10.0,,-1.0,36221.06,4999.6836,2,-262.57642,490.72,12532708,50,4905.15459686167,1255.5051,-8.058375e+22,36221.06,0.0013804125,99.02149,10.0,55745.1827583313,4.5024567,,112540420.0,0.4189424
[-0.157  1.665 -3.944 -3.311],4999.663,,50.0,310,0.025957203,1.5177413e+26,1.0,1.0,30950,4704.573,503332.0,-2.5144021e+19,True,1001.4038,-243.86119,1150713000000.0,,10.0,,-1.0,1.0,4999.663,1,-243.86119,470.74,12556245,50,4704.573675470407,4704.573,-25176832.0,1.0,50.0,3597113.0,10.0,55820.126294612885,78362.92,,23135824.0,0.4189424
[-0.094  1.668 -3.947 -3.316],0.35742188,4999.313,2.949574e-05,310,4.7279417e-07,inf,1.0,1695160.0,31000,4999.554,1.8648847,-inf,True,0.07961308,-240.28075,13110002.0,,10.0,,-1.0,1695160.0,4999.6704,2,-236.52011,500.0,12581245,50,4999.553896829884,0.24091797,-inf,1695160.0,2.949574e-05,13.355783,10.0,55896.97975444794,0.52449757,,13110002.0,0.4189424
[-0.094  1.668 -3.947 -3.316],4999.639,,50.0,311,0.0459711,1807666800000000.0,1.0,1.0,31050,4699.5576,465.35367,-86780210000000.0,True,1187.3224,-244.715,5957027300.0,,10.0,,-1.0,1.0,4999.639,1,-244.715,470.06,12604748,50,4699.557551334276,4699.5576,-25536562.0,1.0,50.0,2145.6624,10.0,55967.537816762924,238.38533,,23495574.0,0.4189424
[-0.056  1.617 -3.949 -3.424],0.38378906,4999.289,0.003281912,311,2.0627335e-10,1.8530146e+33,1.0,15235.021,31100,4999.516,2.6917338,-8.785711e+22,True,0.086601056,-245.12585,14262643.0,,10.0,,-1.0,15235.021,4999.673,2,-237.3035,500.0,12629748,50,4999.516193112646,0.22714844,-8.785711e+22,15235.021,0.003281912,15.095339,10.0,56032.689052820206,0.57061404,,14262643.0,0.4189424
[-0.056  1.617 -3.949 -3.424],0.5239258,4999.1235,50.0,312,0.0064972453,1728189500000000.0,1.0,1.0,31150,4999.4883,22418.941,-84962530000000.0,True,0.10176191,-239.77252,117030520000.0,,10.0,,-1.0,1.0,4999.6475,1,-239.77252,500.0,12654748,50,4999.488427979242,0.36483398,-27035880.0,1.0,50.0,155486.66,10.0,56106.752918958664,4682.4365,,24994884.0,0.4189424
[-0.011  1.689 -3.945 -3.333],4999.663,,0.0139667075,312,6.769018e-10,3.1854587e+24,1.0,3579.942,31200,4899.4946,0.4225125,-3.6426867e+18,True,699.92786,-256.29062,2919521.5,,10.0,,-1.0,3579.942,4999.663,2,-250.95204,490.02,12679249,50,4899.494695729777,4899.4946,-3.6426867e+18,3579.942,0.0139667075,2.500075,10.0,56170.70254421234,0.13568431,,2919521.5,0.4189424
[-0.011  1.689 -3.945 -3.333],0.41455078,4999.29,50.0,313,0.100551166,2.4391463e+19,1.0,1.0,31250,4999.515,66.889336,-1.0080036e+16,True,0.08425525,-243.0797,645854600.0,,10.0,,-1.0,1.0,4999.7046,1,-243.0797,500.0,12704249,50,4999.514729080936,0.2247168,-27036192.0,1.0,50.0,342.88748,10.0,56241.70737838745,25.839724,,24995148.0,0.4189424
[-0.119  1.744 -3.975 -3.341],4999.667,,6.1988524e-27,313,1.2895894e-34,inf,1.0,8.066009e+27,31300,4799.164,3.4719126,-inf,True,979.62933,-251.17206,21978636.0,,10.0,,-1.0,8.066009e+27,4999.667,2,-249.65482,480.02,12728250,50,4799.164241163623,4799.164,-inf,8.066009e+27,6.1988524e-27,23.298208,10.0,56319.078164577484,0.9202952,,21978636.0,0.4189424
[-0.119  1.744 -3.975 -3.341],140.33301,4859.331,50.0,314,0.24040133,28674661000000.0,1.0,1.0,31350,4996.745,29.530592,-10929418000000.0,True,19.630772,-245.48627,298411170.0,,10.0,,-1.0,1.0,4999.664,1,-245.48627,499.74,12753237,50,4996.745327661617,137.41432,-27008858.0,1.0,50.0,160.3456,10.0,56409.27801942825,12.115955,,24967848.0,0.4189424
[-0.159  1.72  -3.979 -3.381],4999.6777,,0.02148271,314,8.3166105e-09,2.7120864e+24,1.0,2327.4531,31400,4784.3354,3.901437,-3.3611677e+18,True,741.6442,-237.36815,32113992.0,,10.0,,-1.0,2327.4531,4999.6777,2,-235.22728,478.7,12777172,50,4784.335098830383,4784.3354,-3.3611677e+18,2327.4531,0.02148271,19.93288,10.0,56490.830922842026,1.3050511,,32113992.0,0.4189424
[-0.159  1.72  -3.979 -3.381],1410.0586,3589.6338,50.0,315,0.069187924,2.9061356e+28,1.0,1.0,31450,4918.561,709212.44,-3.479356e+20,True,247.62419,-249.84975,4004153700000.0,,10.0,,-1.0,1.0,4999.6924,1,-249.84975,492.08,12801776,50,4918.560829494248,1328.927,-26294592.0,1.0,50.0,4523509.0,10.0,56576.78302025795,166562.02,,24253556.0,0.4189424
[-0.096  1.639 -3.985 -3.453],190.24658,4809.4106,1.136089e-07,315,4.693901e-09,inf,1.0,440106370.0,31500,4995.715,0.16153717,-inf,True,26.615004,-250.76259,1356757.2,,10.0,,-1.0,440106370.0,4999.657,2,-246.13776,499.64,12826758,50,4995.7146827746965,186.30402,-inf,440106370.0,1.136089e-07,0.9015243,10.0,56656.2713406086,0.05428008,,1356757.2,0.4189424
[-0.096  1.639 -3.985 -3.453],0.3955078,4999.2754,50.0,316,0.09105411,5.4152016e+33,1.0,1.0,31550,4999.5303,5090506.5,-1.5019122e+23,True,0.07773183,-240.40175,27396613000000.0,,10.0,,-1.0,1.0,4999.671,1,-240.40175,500.0,12851758,50,4999.530154736183,0.25485352,-27036322.0,1.0,50.0,33061276.0,10.0,56726.14520072937,1096087.9,,24995304.0,0.4189424
[-0.014  1.69  -3.983 -3.373],4999.632,,0.0014096402,316,5.1866617e-10,3.2774126e+34,1.0,35470.043,31600,4899.5044,48.238987,-3.694843e+23,True,699.9292,-251.63643,196033440.0,,10.0,,-1.0,35470.043,4999.632,2,-250.36372,490.02,12876259,50,4899.504103486997,4899.5044,-3.694843e+23,35470.043,0.0014096402,344.21902,10.0,56817.813846349716,7.8625393,,196033440.0,0.4189424
[-0.014  1.69  -3.983 -3.373],4999.6484,,50.0,317,0.086916275,51823600000.0,1.0,1.0,31650,4899.522,3698.9888,-483888700000.0,True,699.9317,-254.38905,19269597000.0,,10.0,,-1.0,1.0,4999.6484,1,-254.38905,490.02,12900760,50,4899.522009077892,4899.522,-26536218.0,1.0,50.0,26209.014,10.0,56913.155928850174,770.9425,,24495220.0,0.4189424
[-0.043  1.783 -3.997 -3.297],0.40722656,4999.2725,0.026841834,317,3.1750723e-08,4.8431683e+22,1.0,1862.7639,31700,4999.5415,25.467106,-4.4916253e+17,True,0.08373461,-247.70653,102453360.0,,10.0,,-1.0,1862.7639,4999.6797,2,-246.6072,500.0,12925760,50,4999.541704653139,0.26924804,-4.4916253e+17,1862.7639,0.026841834,181.65657,10.0,57009.395200014114,4.098824,,102453360.0,0.4189424
[-0.043  1.783 -3.997 -3.297],0.51416016,4999.19,50.0,318,0.03112649,452963000000.0,1.0,1.0,31750,4999.5435,13355.3125,-1431421200000.0,True,0.09012378,-255.32152,57776610000.0,,10.0,,-1.0,1.0,4999.704,1,-255.32152,500.0,12950760,50,4999.543156297804,0.3532324,-27036480.0,1.0,50.0,95168.99,10.0,57105.70888233185,2311.498,,24995434.0,0.4189424
[-0.029  1.716 -4.003 -3.401],4999.6675,,0.014056041,318,9.209894e-10,4.8526023e+23,1.0,3557.1895,31800,4899.507,2.629953,-1.4217522e+18,True,699.92957,-262.98416,11382606.0,,10.0,,-1.0,3557.1895,4999.6675,2,-261.7468,490.02,12975261,50,4899.506919175719,4899.507,-1.4217522e+18,3557.1895,0.014056041,18.809399,10.0,57206.530230522156,0.4747144,,11382606.0,0.4189424
[-0.029  1.716 -4.003 -3.401],4999.6753,,50.0,319,0.02742966,279940300000.0,1.0,1.0,31850,4899.543,251.11841,-1082561100000.0,True,699.93475,-240.60442,2692995000.0,,10.0,,-1.0,1.0,4999.6753,1,-240.60442,490.02,12999762,50,4899.542936705169,4899.543,-26536446.0,1.0,50.0,1442.2012,10.0,57301.58618426323,107.761536,,24495428.0,0.4189424
