DivergenceHarmonic,MinTargetPdf,Bound,OptimizationReturnMean,EmpiricalD2Arithmetic,OptimizationReturnMax,EpThisIter,Inner Iteration,ReturnMeanIW,ReturnStepMax,MeanD2-0,EpLenMean,WReturnMean,Penalization,VarianceInitializer,InitialReturnMean,EmpiricalD2Harmonic,ESSRenyiHarmonic,Weights,Iteration,ReturnStepMaxmin,StdWReturnMean,TimestepsSoFar,ESSRenyiArithmetic,MinIW,InitialReturnMax,MeanIW,InitialReturnMin,MeanEntropy,StdIW,Epsilon,MaxIW,EpisodesSoFar,OptimizationReturnMin,LearnableVariance,InitialBound,EpRewMean,TimeElapsed,InitialReturnStd,MinBehavPdf
619197400000.0,-247.31813,-1605935300000.0,4744.72,146.55405,4989.4736,50,2,51510724.0,10.0,146.55405,475.62,346353180.0,True,-1.0,4754.701,146.55405,0.34117106,[-0.016  0.651 -2.283 -1.926],84,10.0,,2785239,0.34117106,0.00012564046,4999.454,2.0943835,9.980572,0.4189424,9.029519,1e-07,63.275074,8400,,,-1454350700000000.0,4754.700891690509,1755.589607477188,993.93665,-249.75125
213218610.0,-239.1086,-29857479000.0,4890.748,1.0,4999.5483,50,1,56639904.0,10.0,1.0,489.2,24411024.0,True,-1.0,4890.748,1.0,50.0,[-0.021  0.684 -2.282 -1.902],85,10.0,,2809699,50.0,0.1188621,4999.5483,2.2976003,,0.4189424,2.1477532,1e-07,13.507445,8450,,,-26451948.0,4890.7477030146165,1774.8783121109009,701.1506,-239.1086
144095250000000.0,-237.82904,-24498330000000.0,3828.8591,32.86239,4449.946,50,2,38481124.0,10.0,32.86239,438.3,38872390.0,True,-1.0,4378.4336,32.86239,1.5214962,[-0.051  0.683 -2.284 -1.895],85,10.0,,2831614,1.5214962,3.2096254e-05,4999.52,1.8019203,549.57434,0.4189424,2.4633791,1e-07,9.490922,8500,,,-25846876000000.0,4378.433356633844,1795.945706129074,1017.64355,-237.98953
3.805082e+29,-244.83408,-1.2589679e+21,3265.1653,1.0,3760.1733,50,1,2337505500000.0,10.0,1.0,450.88,20981810.0,True,-1.0,4504.6357,1.0,50.0,[-0.051  0.68  -2.285 -1.896],86,10.0,,2854158,50.0,0.09437839,4999.6445,224321.52,1239.4711,0.4189424,1124128.2,1e-07,7963513.5,8550,,,-23022808.0,4504.636265416129,1812.0213899612427,830.7004,-244.83408
inf,-238.62506,-inf,4388.826,526967420.0,4729.6963,50,2,47038764.0,10.0,526967420.0,466.08,47038764.0,True,-1.0,4658.631,526967420.0,9.488252e-08,[ 0.009  0.695 -2.286 -1.886],86,10.0,,2877462,9.488252e-08,0.0004256333,4999.501,1.9072937,269.8048,0.4189424,12.268937,1e-07,87.77638,8600,,,-inf,4658.631027492283,1830.5304789543152,1039.7988,-238.05487
9.052659e+25,-233.96751,-1.9418066e+19,1602.5503,1.0,1680.2583,50,1,73046620000.0,10.0,1.0,492.36,24318318.0,True,-1.0,4921.8516,1.0,50.0,[ 0.009  0.695 -2.286 -1.886],87,10.0,,2902080,50.0,1.9002743,4999.5596,3058.8335,3319.3013,0.4189424,7540.9688,1e-07,42200.066,8650,,,-26359252.0,4921.851645846045,1849.0571963787079,306.09695,-233.96751
inf,-237.39229,-inf,3320.5076,151379670000.0,3700.2854,50,2,4051353.8,10.0,151379670000.0,462.32,4051353.8,True,-1.0,4619.8813,151379670000.0,3.3029535e-10,[-0.037  0.6   -2.308 -1.948],87,10.0,,2925196,3.3029535e-10,3.300845e-17,4999.659,0.7470986,1299.3738,0.4189424,4.451859,1e-07,31.774012,8700,,,-inf,4619.8812300678655,1867.362338066101,829.70905,-233.91231
3.6491776e+22,-237.29128,-3.898611e+17,4533.3574,1.0,4979.568,50,1,88264294000.0,10.0,1.0,455.76,21538158.0,True,-1.0,4553.3164,1.0,50.0,[-0.037  0.6   -2.308 -1.948],88,10.0,,2947984,50.0,0.11211817,4999.5273,5889.1577,19.959309,0.4189424,13303.461,1e-07,69199.22,8750,,,-23579060.0,4553.316594386636,1883.8654673099518,897.4773,-237.29128
4.3657965e+25,-242.59111,-1.3484695e+19,4731.8926,778.55115,4989.5293,50,2,28613322.0,10.0,778.55115,474.34,28613322.0,True,-1.0,4741.8745,778.55115,0.06422186,[ 0.011  0.63  -2.314 -1.922],88,10.0,,2971701,0.06422186,2.9385042e-06,4999.5107,1.1803923,9.981476,0.4189424,6.655634,1e-07,47.52698,8800,,,-1.3484695e+19,4741.8742040153165,1901.229862689972,1029.3107,-240.41193
1.5809187e+19,-256.06107,-8114466000000000.0,4540.156,1.0,4729.7344,50,1,130693690000.0,10.0,1.0,481.12,23993682.0,True,-1.0,4809.8677,1.0,50.0,[ 0.011  0.63  -2.314 -1.922],89,10.0,,2995757,50.0,0.07099964,4999.4463,5231.0366,269.71185,0.4189424,16771.895,1e-07,106978.516,8850,,,-26034522.0,4809.8680520451235,1919.7732927799225,926.7427,-256.06107
inf,-259.99692,-inf,4579.698,537434.0,4769.8115,50,2,8481250300.0,10.0,537434.0,481.08,8481250300.0,True,-1.0,4809.5073,537434.0,9.303468e-05,[ 0.018  0.563 -2.318 -2.027],89,10.0,,3019811,9.303468e-05,6.182517e-12,4999.6206,341.70258,229.80887,0.4189424,2373.5896,1e-07,16956.445,8900,,,-inf,4809.507229889609,1938.1647555828094,928.7274,-253.16017
25231675000.0,-237.8228,-326052000000.0,0.86716795,1.0,1.3681641,50,1,1862024400.0,10.0,1.0,500.0,24991084.0,True,-1.0,4999.1084,1.0,50.0,[ 0.018  0.563 -2.318 -2.027],90,10.0,,3044811,50.0,0.23798518,4999.6094,74.50453,4998.241,0.4189424,308.44812,1e-07,2079.5203,8950,,,-27032058.0,4999.10838493438,1956.5013496875763,0.316024,-237.8228
182744800.0,-233.51505,-27925967000.0,4470.239,7.763063,4679.857,50,2,335603800.0,10.0,7.763063,479.2,306585000.0,True,-1.0,4790.0396,7.7630634,6.4407563,[ 0.073  0.575 -2.316 -2.   ],90,10.0,,3068771,6.440757,0.0007239383,4999.6577,13.43318,319.80096,0.4189424,63.44591,1e-07,434.35083,9000,,,-33214564000.0,4790.039373195312,1975.041704416275,802.9555,-232.90346
2.8158577e+27,-233.70319,-1.0829245e+20,3588.2883,1.0,3779.7192,50,1,60894560000000.0,10.0,1.0,481.0,23669762.0,True,-1.0,4807.983,1.0,50.0,[ 0.07   0.587 -2.312 -2.01 ],91,10.0,,3092821,50.0,0.10273795,4999.414,2457341.0,1219.6948,0.4189424,15865500.0,1e-07,113235800.0,9050,,,-25710576.0,4807.983214687193,1994.4687292575836,743.679,-233.70319
inf,-252.61382,-inf,4695.2046,668485300.0,4989.5205,50,2,3119314.5,10.0,668485300.0,470.74,3119314.5,True,-1.0,4705.1846,668485300.0,7.4795956e-08,[ 0.071  0.476 -2.32  -2.066],91,10.0,,3116358,7.4795956e-08,2.388475e-15,4999.501,0.16800193,9.980463,0.4189424,0.6994111,1e-07,4.54366,9100,,,-inf,4705.184645978739,2012.3538627624512,993.9613,-240.93398
341718770000000.0,-233.11475,-37785740000000.0,4033.1917,1.0,4329.942,50,1,59987337000.0,10.0,1.0,470.48,23087758.0,True,-1.0,4702.7266,1.0,50.0,[ 0.071  0.476 -2.32  -2.066],92,10.0,,3139882,50.0,0.05876833,4999.477,2400.4185,669.53516,0.4189424,13230.025,1e-07,93476.48,9150,,,-25128618.0,4702.727050736153,2029.0578212738037,985.9603,-233.11475
5.2086835e+27,-254.26039,-1.4728514e+20,3295.5093,3871.2175,4619.697,50,2,458470200.0,10.0,3871.2175,368.12,458470200.0,True,-1.0,3675.2402,3871.2175,0.012915833,[ 0.156  0.417 -2.3   -1.998],92,10.0,,3158288,0.012915833,5.1836203e-08,4999.4277,18.38101,379.73077,0.4189424,98.29708,1e-07,665.1619,9200,,,-1.4728514e+20,3675.2403948253673,2041.0804059505463,1647.9196,-255.8252
2.5387199e+26,-238.574,-3.2514188e+19,3378.5647,1.0,4719.4517,50,1,34957206000.0,10.0,1.0,366.5,15980955.0,True,-1.0,3658.3713,1.0,50.0,[ 0.156  0.417 -2.3   -1.998],93,10.0,,3176613,50.0,0.046877794,4999.2583,1734.9686,279.80667,0.4189424,5746.652,1e-07,35961.49,9250,,,-18021628.0,3658.3713522850317,2055.5557312965393,1611.6063,-238.574
inf,-241.00053,-inf,4348.3623,50674356.0,4669.8613,50,2,17886784.0,10.0,50674356.0,467.98,17886784.0,True,-1.0,4678.119,50674356.0,9.866924e-07,[ 0.052  0.481 -2.319 -1.982],93,10.0,,3200012,9.866924e-07,2.5308729e-11,4999.618,8.356321,329.75687,0.4189424,41.385475,1e-07,285.92984,9300,,,-inf,4678.119444639089,2073.6571049690247,1105.135,-236.60277
9.910728e+23,-250.65697,-2.031729e+18,2502.317,1.0,2580.8555,50,1,1843966200000.0,10.0,1.0,492.26,24367420.0,True,-1.0,4920.9907,1.0,50.0,[ 0.052  0.481 -2.319 -1.982],94,10.0,,3224625,50.0,0.0031105701,4999.5293,74286.6,2418.6738,0.4189424,451302.03,1e-07,3218335.8,9350,,,-26408326.0,4920.990756540488,2091.8327102661133,388.93646,-250.65697
inf,-262.15427,-inf,2243.7842,4695936000000000.0,2289.9565,50,2,400581.62,10.0,4695936000000000.0,495.44,400581.62,True,-1.0,4953.3623,4695936000000000.0,1.0647505e-14,[-0.008  0.552 -2.319 -1.898],94,10.0,,3249397,1.0647505e-14,2.1858572e-17,4999.5347,0.016028479,2709.5781,0.4189424,0.052929394,1e-07,0.28907812,9400,,,-inf,4953.3624942440065,2108.0486500263214,320.54068,-252.54744
141582060.0,-245.05745,-25677896000.0,920.74133,1.0,940.0542,50,1,1393420400.0,10.0,1.0,498.14,24820546.0,True,-1.0,4980.2856,1.0,50.0,[-0.008  0.552 -2.319 -1.898],95,10.0,,3274304,50.0,0.06768839,4999.5986,64.885216,4059.5444,0.4189424,254.04094,1e-07,1339.9786,9450,,,-26861512.0,4980.285705081918,2126.1981616020203,131.53473,-245.05745
23699838.0,-247.33316,-10045340000.0,4774.1953,20.76183,4989.545,50,2,109952970.0,10.0,20.76183,478.58,101508000.0,True,-1.0,4784.177,20.76183,2.4082656,[ 0.012  0.609 -2.313 -1.882],95,10.0,,3298233,2.4082656,0.0005048508,4999.5264,4.4184732,9.98136,0.4189424,20.70125,1e-07,147.16835,9500,,,-243663810000.0,4784.176619949274,2142.5963690280914,953.86566,-246.35277
6.1502676e+20,-243.77051,-5.0611693e+16,1816.7407,1.0,1860.2764,50,1,196291180000.0,10.0,1.0,495.72,24630402.0,True,-1.0,4955.9336,1.0,50.0,[ 0.018  0.57  -2.313 -1.905],96,10.0,,3323019,50.0,0.57365614,4999.469,7884.946,3139.1929,0.4189424,34210.016,1e-07,224341.08,9550,,,-26671262.0,4955.933726844159,2161.3275730609894,262.91684,-243.77051
inf,-244.97838,-inf,2702.7234,635046140.0,2979.9932,50,2,27346558.0,10.0,635046140.0,472.56,27346558.0,True,-1.0,4722.342,635046140.0,7.873444e-08,[-0.016  0.455 -2.33  -1.933],96,10.0,,3346647,7.873444e-08,5.096215e-15,4999.6113,1.0942055,2019.618,0.4189424,4.956614,1e-07,25.65532,9600,,,-inf,4722.341781784474,2179.2761924266815,651.6957,-234.28479
356680470000.0,-235.1567,-1224905000000.0,4328.391,1.0,4989.649,50,1,6000415000.0,10.0,1.0,434.22,20739276.0,True,-1.0,4338.372,1.0,50.0,[-0.016  0.455 -2.33  -1.933],97,10.0,,3368358,50.0,0.26519206,4999.63,317.5217,9.980918,0.4189424,1160.5425,1e-07,6491.964,9650,,,-22780258.0,4338.371996599075,2197.0545015335083,1384.8481,-235.1567
6.2258255e+35,-249.64825,-1.6103117e+24,4494.6357,47.75583,4649.768,50,2,7.748355e+16,10.0,47.75583,484.56,55177076.0,True,-1.0,4844.3906,47.75583,1.0469927,[ 0.02   0.433 -2.341 -1.979],97,10.0,,3392586,1.0469927,5.536681,4999.5225,3100405200.0,349.7543,0.4189424,21650770000.0,1e-07,154655400000.0,9700,,,-532407430000000.0,4844.390496565983,2217.0728645324707,774.1329,-248.05225
1918212400000.0,-204.97081,-2826919000000.0,1040.3777,1.0,3919.7974,50,1,340854240.0,10.0,1.0,213.02,5366946.0,True,-1.0,2120.1104,1.0,50.0,[-0.103  0.454 -2.342 -1.965],98,10.0,,3403237,50.0,0.17242688,4999.53,105.9855,1079.7325,0.4189424,226.63712,1e-07,1352.6847,9750,,,-7407825.5,2120.1102538574128,2224.7593858242035,933.85156,-204.97081
inf,-250.1961,-inf,1875.933,38883600000.0,3179.795,50,2,623153.75,10.0,38883600000.0,370.38,623153.75,True,-1.0,3695.6685,38883600000.0,1.2858892e-09,[-0.046  0.475 -2.344 -1.947],98,10.0,,3421756,1.2858892e-09,1.8807386e-22,4999.5303,0.11758177,1819.7354,0.4189424,0.39166212,1e-07,2.3124032,9800,,,-inf,3695.668332950769,2237.9007592201233,1125.1207,-244.98497
1.2483449e+31,-240.1213,-7.2111395e+21,2712.0696,1.0,3779.855,50,1,73742280000.0,10.0,1.0,393.86,16711715.0,True,-1.0,3931.882,1.0,50.0,[-0.046  0.475 -2.344 -1.947],99,10.0,,3441449,50.0,0.024046816,4999.6675,7504.9756,1219.8126,0.4189424,14702.158,1e-07,63789.203,9850,,,-18752724.0,3931.8823005541026,2252.222600221634,1118.9355,-240.1213
2.0149946e+35,-240.1002,-9.1615236e+23,4803.9546,32742.99,4999.634,50,2,1547387.0,10.0,32742.99,480.54,1547387.0,True,-1.0,4803.9546,32742.992,0.0015270443,[ 0.013  0.491 -2.347 -1.939],99,10.0,,3465476,0.0015270445,2.9075509e-06,4999.634,0.08138571,,0.4189424,0.17708881,1e-07,0.9731504,9900,,,-9.1615236e+23,4803.954372872816,2271.4537060260773,884.2771,-236.63976
28568256000000.0,-237.20619,-10924788000000.0,4899.176,1.0,4999.5664,50,1,16392031000.0,10.0,1.0,490.02,24491756.0,True,-1.0,4899.176,1.0,50.0,[ 0.013  0.491 -2.347 -1.939],100,10.0,,3489977,50.0,0.07481912,4999.5664,655.8857,,0.4189424,4044.7512,1e-07,28892.34,9950,,,-26532692.0,4899.175695162163,2290.2439584732056,699.8823,-237.20619
2.7000802e+17,-251.38638,-1060465740000000.0,3507.6404,52.37052,3649.965,50,2,116944080.0,10.0,52.37052,485.86,128103090.0,True,-1.0,4857.1797,52.37052,0.9547356,[ 0.072  0.502 -2.345 -1.922],100,10.0,,3514270,0.9547356,0.00094974216,4999.5044,4.681045,1349.5393,0.4189424,27.325542,1e-07,195.46681,10000,,,-1479856300000000.0,4857.179784014369,2307.397757768631,694.8816,-251.6713
1.738566e+18,-250.43332,-2690989200000000.0,4485.973,1.0,4999.518,50,1,35382845000.0,10.0,1.0,448.86,21826490.0,True,-1.0,4485.973,1.0,50.0,[ 0.073  0.484 -2.345 -1.933],101,10.0,,3536713,50.0,0.02458854,4999.518,1416.0066,,0.4189424,6395.4673,1e-07,38649.395,10050,,,-23867384.0,4485.973294567216,2325.7300186157227,1304.8126,-250.43332
6.3355905e+31,-231.51988,-1.6243284e+22,2815.681,8781.772,4749.562,50,2,293362720.0,10.0,8781.772,307.34,293362720.0,True,-1.0,3065.4624,8781.772,0.005693611,[ 0.198  0.484 -2.335 -1.942],101,10.0,,3552080,0.005693611,4.957908e-05,4999.3433,11.770883,249.78137,0.4189424,71.74104,1e-07,511.94653,10100,,,-1.6243284e+22,3065.4621926212485,2336.147285938263,1685.2736,-233.35355
1.9094898e+25,-233.56479,-8.9165836e+18,2858.2688,1.0,4979.142,50,1,202099500000.0,10.0,1.0,288.7,11390774.0,True,-1.0,2878.2368,1.0,50.0,[ 0.198  0.484 -2.335 -1.942],102,10.0,,3566515,50.0,0.028775878,4999.1104,8593.842,19.968409,0.4189424,26104.55,1e-07,125870.83,10150,,,-13431318.0,2878.236991207824,2346.392241716385,1762.5339,-233.56479
inf,-265.82806,-inf,3925.2559,151272.9,4989.61,50,2,9603726.0,10.0,151272.9,393.96,9603726.0,True,-1.0,3935.2358,151272.9,0.00033052845,[ 0.133  0.58  -2.37  -1.909],102,10.0,,3586213,0.00033052845,3.185402e-12,4999.59,2.5982533,9.980029,0.4189424,12.948574,1e-07,91.64141,10200,,,-inf,3935.236000960476,2359.6139872074127,1754.6127,-261.61386
358240600000.0,-240.82037,-1223728600000.0,4044.7922,1.0,4989.516,50,1,2226060300.0,10.0,1.0,405.9,18697120.0,True,-1.0,4054.7732,1.0,50.0,[ 0.133  0.58  -2.37  -1.909],103,10.0,,3606508,50.0,0.085248165,4999.497,139.3618,9.981059,0.4189424,594.9539,1e-07,4100.557,10250,,,-20737992.0,4054.773382516754,2374.9231717586517,1501.9755,-240.82037
inf,-260.28754,-inf,0.6008691,7599765000000000.0,1.0776367,50,2,36603344.0,10.0,7599765000000000.0,500.0,36603344.0,True,-1.0,4999.1436,7599765000000000.0,6.579151e-15,[ 0.013  0.604 -2.39  -1.928],103,10.0,,3631508,6.579151e-15,1.0772886e-23,4999.6206,1.4647897,4998.543,0.4189424,4.6512766,1e-07,28.15365,10300,,,-inf,4999.143827455985,2393.958333015442,0.2208934,-257.08844
4.5676084e+20,-249.57387,-4.361929e+16,0.7216309,1.0,1.112793,50,1,1028929160000.0,10.0,1.0,500.0,24992032.0,True,-1.0,4999.2026,1.0,50.0,[ 0.013  0.604 -2.39  -1.928],104,10.0,,3656508,50.0,0.049337853,4999.594,41175.33,4998.4814,0.4189424,187610.12,1e-07,1141211.9,10350,,,-27032992.0,4999.203103616631,2413.7671122550964,0.23383126,-249.57387
inf,-266.44223,-inf,166.92273,1062257700.0,170.75098,50,2,634883.5,10.0,1062257700.0,499.68,634883.5,True,-1.0,4995.758,1062257800.0,4.7069552e-08,[ 0.026  0.509 -2.4   -2.008],104,10.0,,3681492,4.7069555e-08,7.0219254e-19,4999.586,0.025404086,4828.835,0.4189424,0.10329486,1e-07,0.6080875,10400,,,-inf,4995.7576450465795,2431.766748189926,23.848145,-258.89868
125216070000000.0,-243.3394,-23181996000000.0,4585.8613,1.0,4679.847,50,1,344347400000.0,10.0,1.0,490.66,24494038.0,True,-1.0,4905.5938,1.0,50.0,[ 0.026  0.509 -2.4   -2.008],105,10.0,,3706025,50.0,0.10419195,4999.5796,13777.38,319.73236,0.4189424,96339.98,1e-07,688157.1,10450,,,-26534986.0,4905.593928703266,2449.90896320343,655.1231,-243.3394
1179736200.0,-249.72357,-70129370000.0,1469.9694,11.149539,1530.6821,50,2,29621742.0,10.0,11.149539,494.02,36541136.0,True,-1.0,4938.882,11.149539,4.4844904,[ 0.081  0.537 -2.403 -1.997],105,10.0,,3730726,4.4844904,0.0014915117,4999.5947,1.1857631,3468.9126,0.4189424,1.6548259,1e-07,5.728845,10500,,,-69884380000.0,4938.881874524601,2468.373863220215,294.98544,-248.70348
2.026879e+20,-252.1441,-2.9054393e+16,4575.0737,1.0,4999.4443,50,1,4936077000.0,10.0,1.0,457.7,22590220.0,True,-1.0,4575.0737,1.0,50.0,[ 0.086  0.518 -2.396 -2.   ],106,10.0,,3753611,50.0,0.09691182,4999.4443,199.7131,,0.4189424,607.0848,1e-07,3947.5613,10550,,,-24631052.0,4575.074178747326,2484.811408519745,1287.9891,-252.1441
inf,-267.79868,-inf,4456.583,inf,4989.5903,50,2,2017691.4,10.0,inf,446.94,2017691.4,True,-1.0,4466.563,inf,,[-0.026  0.538 -2.411 -1.95 ],106,10.0,,3775958,,,4999.5703,1.1929017,9.979741,0.4189424,7.5000234,1e-07,53.638,10600,,,-inf,4466.5632073408915,2502.3072016239166,1289.6272,-255.68208
9.604187e+29,-235.34402,-2.0001549e+21,4555.936,1.0,4999.6484,50,1,2763385500000.0,10.0,1.0,455.92,21916764.0,True,-1.0,4555.936,1.0,50.0,[-0.026  0.538 -2.411 -1.95 ],107,10.0,,3798754,50.0,0.026528196,4999.6484,153153.45,,0.4189424,529255.6,1e-07,3468083.0,10650,,,-23957766.0,4555.935982489625,2520.6058678627014,1077.1313,-235.34402
1.5401059e+34,-253.38808,-2.5327304e+23,4889.3843,19339.725,4989.5547,50,2,377777000.0,10.0,19339.725,490.04,377777000.0,True,-1.0,4899.365,19339.725,0.0025853522,[ 0.028  0.568 -2.41  -1.945],107,10.0,,3823256,0.0025853522,3.716533e-05,4999.5356,15.13168,9.980874,0.4189424,98.68354,1e-07,705.4083,10700,,,-2.5327304e+23,4899.365270331703,2541.4384417533875,698.4835,-252.19492
212051360.0,-233.0277,-30408434000.0,4118.987,1.0,4299.9937,50,1,689658100.0,10.0,1.0,482.0,23784158.0,True,-1.0,4818.51,1.0,50.0,[ 0.028  0.568 -2.41  -1.945],108,10.0,,3847356,50.0,0.021362241,4999.5166,27.606533,699.52295,0.4189424,124.61666,1e-07,843.33624,10750,,,-25825054.0,4818.51001611126,2560.2029943466187,752.41,-233.0277
1.2219854e+16,-253.58275,-225597650000000.0,4402.7896,25.501442,4729.668,50,2,341904960.0,10.0,25.501442,467.48,510206140.0,True,-1.0,4672.584,25.501444,1.9606733,[ 0.089  0.556 -2.405 -1.948],108,10.0,,3870730,1.9606735,0.0007759853,4999.462,13.689781,269.79395,0.4189424,81.86209,1e-07,582.02655,10800,,,-226522260000000.0,4672.583910633254,2579.0518593788147,1043.6014,-252.89703
1.1626305e+25,-239.51924,-6.9588184e+18,4531.68,1.0,4999.541,50,1,154383990000.0,10.0,1.0,453.42,22062258.0,True,-1.0,4531.68,1.0,50.0,[ 0.09   0.567 -2.403 -1.943],109,10.0,,3893401,50.0,0.09180468,4999.541,8270.36,,0.4189424,28546.707,1e-07,153169.52,10850,,,-24103172.0,4531.680286042572,2598.4429681301117,1235.3674,-239.51924
inf,-263.37268,-inf,3527.643,61489100000.0,3600.0247,50,2,91654520.0,10.0,61489100000.0,492.82,91654520.0,True,-1.0,4927.238,61489103000.0,8.131522e-10,[ 0.016  0.482 -2.419 -1.994],109,10.0,,3918042,8.1315227e-10,3.7581197e-20,4999.619,3.7104309,1399.5945,0.4189424,18.358755,1e-07,120.58911,10900,,,-inf,4927.2376257436845,2615.5440390110016,503.9491,-241.00879
6.55833e+21,-259.84286,-1.6528946e+17,4546.6987,1.0,4639.844,50,1,11475962000000.0,10.0,1.0,490.74,24494818.0,True,-1.0,4906.417,1.0,50.0,[ 0.016  0.482 -2.419 -1.994],110,10.0,,3942579,50.0,0.105344556,4999.5625,459290.12,359.71814,0.4189424,3103559.2,1e-07,22176656.0,10950,,,-26535752.0,4906.417184537148,2631.8445954322815,649.52844,-259.84286
inf,-258.405,-inf,4456.2397,71746210.0,4989.5103,50,2,3460602.2,10.0,71746210.0,446.82,3460602.2,True,-1.0,4466.2207,71746210.0,6.9690094e-07,[ 0.049  0.38  -2.43  -2.057],110,10.0,,3964920,6.9690094e-07,1.8230485e-14,4999.491,0.21691656,9.981014,0.4189424,0.6886208,1e-07,3.7575266,11000,,,-inf,4466.220498260177,2649.676474094391,1453.7053,-250.6072
3933693200.0,-255.95021,-128884875000.0,0.65983397,1.0,1.0517578,50,1,882134460.0,10.0,1.0,500.0,24991746.0,True,-1.0,4999.175,1.0,50.0,[ 0.049  0.38  -2.43  -2.057],111,10.0,,3989920,50.0,0.10000034,4999.5664,35.301857,4998.5146,0.4189424,131.23116,1e-07,833.51105,11050,,,-27032682.0,4999.174536043278,2669.884931564331,0.22968803,-255.95021
8.4941774e+16,-247.7081,-594786800000000.0,4140.0093,82.48784,4669.7363,50,2,366732000.0,10.0,82.48784,447.26,394605380.0,True,-1.0,4469.7314,82.48784,0.60615,[ 0.097  0.344 -2.438 -2.072],111,10.0,,4012283,0.60615,7.9480736e-07,4999.459,14.697046,329.7225,0.4189424,79.78428,1e-07,557.66644,11100,,,-251094960000000.0,4469.731927278424,2686.7429616451263,1280.7715,-246.65695
15977767000.0,-248.14297,-259854220000.0,1669.8871,1.0,1720.3652,50,1,1883766000.0,10.0,1.0,495.06,24561596.0,True,-1.0,4949.0474,1.0,50.0,[ 0.078  0.328 -2.437 -2.074],112,10.0,,4037036,50.0,0.13903175,4999.5254,75.41867,3279.1602,0.4189424,349.9127,1e-07,2480.9734,11150,,,-26602500.0,4949.0472954068,2703.8265092372894,261.7807,-248.14297
1209099700000000.0,-264.48093,-70965920000000.0,4199.0874,69.44024,4639.872,50,2,116704330.0,10.0,69.44024,456.14,186832100.0,True,-1.0,4558.7754,69.44024,0.7200436,[ 0.103  0.369 -2.435 -2.034],112,10.0,,4059843,0.7200436,5.282293e-07,4999.5605,4.722363,359.68863,0.4189424,15.463389,1e-07,91.404,11200,,,-91345680000000.0,4558.775764345373,2722.918862581253,1192.0853,-257.791
1.4697652e+31,-240.92749,-7.8243243e+21,4637.3735,1.0,4999.5884,50,1,1843580500000.0,10.0,1.0,463.98,22553918.0,True,-1.0,4637.3735,1.0,50.0,[ 0.092  0.375 -2.436 -2.045],113,10.0,,4083042,50.0,0.0679388,4999.5884,141447.3,,0.4189424,500414.9,1e-07,2811626.5,11250,,,-24594870.0,4637.3736913903585,2740.02099609375,1024.053,-240.92749
inf,-256.55518,-inf,3443.3718,3.8028323e+24,3540.0498,50,2,51659136.0,10.0,3.8028323e+24,490.4,51659136.0,True,-1.0,4902.894,3.8028323e+24,1.31480946e-23,[ 0.006  0.464 -2.456 -2.046],113,10.0,,4107562,1.31480946e-23,1.9018615e-31,4999.5723,2.244524,1459.5226,0.4189424,11.021603,1e-07,75.48346,11300,,,-inf,4902.894360141707,2759.3132247924805,523.5172,-234.27733
1.8016676e+29,-247.09666,-8.6630124e+20,4802.33,1.0,4999.6387,50,1,9782867000.0,10.0,1.0,480.4,23679790.0,True,-1.0,4802.33,1.0,50.0,[ 0.006  0.464 -2.456 -2.046],114,10.0,,4131582,50.0,0.08985335,4999.6387,391.55798,,0.4189424,2344.8542,1e-07,16783.977,11350,,,-25720784.0,4802.329838229186,2777.7683305740356,785.7607,-247.09666
inf,-233.07726,-inf,1969.3196,920285.25,3409.9136,50,2,109011520.0,10.0,920285.25,356.68,109011520.0,True,-1.0,3559.123,920285.25,5.433098e-05,[-0.047  0.485 -2.462 -2.022],114,10.0,,4149416,5.433098e-05,1.04024046e-07,4999.717,4.4177513,1589.8033,0.4189424,19.934254,1e-07,137.51129,11400,,,-inf,3559.1228716280684,2791.7832293510437,1159.9481,-227.21588
1.2619389e+29,-251.16649,-7.250012e+20,3373.7803,1.0,4699.838,50,1,206771830000.0,10.0,1.0,368.14,14848766.0,True,-1.0,3673.5115,1.0,50.0,[-0.047  0.485 -2.462 -2.022],115,10.0,,4167823,50.0,0.14171334,4999.5693,17312.95,299.7317,0.4189424,48020.27,1e-07,304874.38,11450,,,-16889692.0,3673.511977356145,2806.7608077526093,1163.6477,-251.16649
inf,-253.69785,-inf,0.48668945,802089340.0,0.9199219,50,2,8531145.0,10.0,802089340.0,500.0,8531145.0,True,-1.0,4999.2417,802089340.0,6.233719e-08,[ 0.015  0.488 -2.462 -2.018],115,10.0,,4192823,6.233719e-08,3.0648064e-06,4999.675,0.34132567,4998.755,0.4189424,1.4571065,1e-07,8.766959,11500,,,-inf,4999.2415833213945,2824.114040851593,0.22716229,-247.35008
3.225571e+36,-250.08624,-3.6654828e+24,0.54441404,1.0,0.921875,50,1,833589100.0,10.0,1.0,500.0,24992396.0,True,-1.0,4999.2397,1.0,50.0,[ 0.015  0.488 -2.462 -2.018],116,10.0,,4217823,50.0,0.11749883,4999.617,33.354374,4998.6953,0.4189424,69.40465,1e-07,327.8852,11550,,,-27033374.0,4999.2397106643675,2844.8677096366882,0.18777935,-250.08624
