InitialBound,Bound,ReturnMeanIW,VarianceInitializer,InitialReturnMax,ReturnStepMax,EpRewMean,Weights,Epsilon,StdWReturnMean,Iteration,MeanIW,InitialReturnMean,TimestepsSoFar,EmpiricalD2Arithmetic,ReturnStepMaxmin,OptimizationReturnMean,ESSRenyiArithmetic,MaxIW,Penalization,EmpiricalD2Harmonic,TimeElapsed,ESSRenyiHarmonic,InitialReturnStd,DivergenceHarmonic,MinBehavPdf,MeanD2-0,StdIW,WReturnMean,MeanEntropy,MinIW,OptimizationReturnMin,EpLenMean,OptimizationReturnMax,MinTargetPdf,EpisodesSoFar,Inner Iteration,EpThisIter,InitialReturnMin,LearnableVariance
-inf,-inf,14943321.0,-1.0,4999.584,10.0,4999.282029286739,[ 0.033  0.443 -2.593 -2.095],1.0,,90,0.597871,4999.2817,2949300,93630.64,10.0,0.6003711,0.0005340132,9.316729,True,93630.64,14468.831354379654,0.0005340132,0.21263188,inf,-238.50766,93630.64,2.029545,14943321.0,0.4189424,7.252256e-06,,500.0,0.90234375,-241.18556,9000,2,50,4998.6816,
-26533672.0,-1524086000000000.0,11418803000000.0,-1.0,4999.62,10.0,4899.4683460075385,[ 0.033  0.443 -2.593 -2.095],1.0,,91,456980.84,4899.4683,2973802,1.0,10.0,4889.489,50.0,22687324.0,True,1.0,14571.89317536354,50.0,698.4985,5.4932577e+17,-248.75597,1.0,3175775.8,24492692.0,0.4189424,0.14327884,,490.04,4989.6406,-248.75597,9050,1,50,9.9796915,
-inf,-inf,10235454000.0,-1.0,4999.6504,10.0,4899.885498626266,[ 0.009  0.531 -2.544 -2.025],1.0,,91,409.60077,4899.8857,2998306,699593.25,10.0,4869.9414,7.14701e-05,20376.746,True,699593.25,14673.789769887924,7.14701e-05,695.70593,inf,-242.54016,699593.25,2852.4717,10235454000.0,0.4189424,1.3606404e-10,,490.08,4969.706,-248.00473,9100,2,50,29.944448,
-26534248.0,-1.9709734e+16,3622775600.0,-1.0,4999.6377,10.0,4899.325295789431,[ 0.009  0.531 -2.544 -2.025],1.0,,92,144.99771,4899.325,3022807,1.0,10.0,4899.325,50.0,5891.73,True,1.0,14775.243572473526,50.0,699.9036,9.3260655e+19,-250.41635,1.0,823.02216,24493252.0,0.4189424,0.3142609,,490.02,4999.6377,-250.41635,9150,1,50,,
-inf,-inf,154451790.0,-1.0,4999.6255,10.0,3855.513171992176,[-0.052  0.523 -2.547 -2.022],1.0,,92,6.1800365,3855.5132,3042121,712434500.0,10.0,2185.8752,7.018189e-08,239.60793,True,712434500.0,14858.246327638626,7.018189e-08,1059.2118,inf,-242.53755,712434500.0,33.60027,154451790.0,0.4189424,1.7056157e-11,,386.28,3329.9873,-240.9829,9200,2,50,1669.6381,
-16462673.0,-4.540337e+16,28852690000.0,-1.0,4999.598,10.0,3624.5283476617,[-0.052  0.523 -2.547 -2.022],1.0,,93,3213.6829,3624.528,3060281,1.0,10.0,2044.6903,50.0,35539.27,True,1.0,14954.739999055862,50.0,1133.3663,4.9491024e+20,-236.13596,1.0,6878.994,14421724.0,0.4189424,0.08066948,,363.2,3419.7603,-236.13596,9250,1,50,1579.838,
-inf,-inf,1998574.6,-1.0,4999.593,10.0,4899.2933804970835,[ 1.658e-03  5.531e-01 -2.547e+00 -2.014e+00],1.0,,93,0.09961631,4899.2935,3084782,222846.28,10.0,4899.2935,0.00022436991,0.9826251,True,222846.28,15060.3129196167,0.00022436991,699.8991,inf,-242.57661,222846.28,0.20684424,1998574.6,0.4189424,2.1996295e-06,,490.02,4999.593,-248.28688,9300,2,50,,
-27033808.0,-2146725200000000.0,746617340.0,-1.0,4999.6484,10.0,4999.280410497118,[ 1.658e-03  5.531e-01 -2.547e+00 -2.014e+00],1.0,,94,29.878845,4999.281,3109782,1.0,10.0,0.8487793,50.0,777.51074,True,1.0,15161.919841527939,50.0,0.23634751,1.10633334e+18,-239.5746,1.0,116.52441,24992804.0,0.4189424,0.0882446,,500.0,1.2167969,-239.5746,9350,1,50,4998.4316,
-1.674478e+21,-1.674478e+21,92160344.0,-1.0,4999.6074,10.0,4479.442365751035,[-0.043  0.595 -2.543 -2.023],1.0,,94,3.7073624,4479.4424,3132203,11515.31,10.0,4469.4595,0.0043420456,45.69509,True,11515.31,15270.978861808777,0.0043420456,887.48987,6.731418e+29,-246.14188,11515.31,9.631197,92160344.0,0.4189424,6.972132e-08,,448.42,4989.6245,-244.99484,9400,2,50,9.982959,
-22657050.0,-5.6374554e+20,612039200000.0,-1.0,4999.506,10.0,4488.585314007858,[-0.043  0.595 -2.543 -2.023],1.0,,95,36939.78,4488.5854,3154672,1.0,10.0,1578.7708,50.0,578620.5,True,1.0,15381.945957183838,50.0,684.665,7.630433e+28,-240.23703,1.0,92080.16,20616166.0,0.4189424,0.1748805,,449.38,2089.6914,-240.23703,9450,1,50,2909.8145,
-4.1404956e+24,-4.1404956e+24,25685734.0,-1.0,4999.519,10.0,4899.448526330021,[ 0.017  0.586 -2.532 -2.026],1.0,,95,1.0453168,4899.448,3179174,49306.75,10.0,4889.466,0.00101406,30.238583,True,49306.75,15511.483015060425,0.00101406,698.4952,4.1160732e+36,-239.4802,49306.75,4.3534217,25685734.0,0.4189424,5.456425e-05,,490.04,4989.5366,-241.67332,9500,2,50,9.982579,
-25534892.0,-5.2795738e+17,1100820800000.0,-1.0,4999.5083,10.0,4705.634071925986,[ 0.017  0.586 -2.532 -2.026],1.0,,96,44047.97,4705.6343,3202709,1.0,10.0,4705.6343,50.0,1158405.4,True,1.0,15625.320440530777,50.0,1162.3303,6.69234e+22,-248.32446,1.0,176102.95,23494004.0,0.4189424,0.33022824,,470.7,4999.5083,-248.32446,9550,1,50,,
-inf,-inf,16508946.0,-1.0,4999.505,10.0,4726.262465602058,[ 0.074  0.69  -2.521 -1.989],1.0,,96,0.660716,4726.2627,3226348,23040676.0,10.0,4496.4126,2.1700753e-06,16.4304,True,23040676.0,15742.11926651001,2.1700753e-06,1082.1165,inf,-244.85611,23040676.0,3.012253,16508946.0,0.4189424,1.0957843e-12,,472.78,4769.655,-251.4534,9600,2,50,229.85017,
-26793522.0,-2.319664e+17,3595480000000.0,-1.0,4999.5815,10.0,4971.443655052495,[ 0.074  0.69  -2.521 -1.989],1.0,,97,143908.77,4971.444,3251211,1.0,10.0,1352.2947,50.0,4803362.0,True,1.0,15845.171494722366,50.0,193.18515,1.2917942e+22,-238.36983,1.0,677800.2,24752572.0,0.4189424,0.94808203,,497.26,1380.4326,-238.36983,9650,1,50,3619.149,
-inf,-inf,378609.7,-1.0,4999.482,10.0,4622.978994671654,[ 0.136  0.71  -2.511 -2.23 ],1.0,,97,0.07213216,4622.979,3274336,8932657.0,10.0,4363.149,5.5974388e-06,2.0707304,True,8932657.0,15933.37169098854,5.5974388e-06,1168.7588,inf,-243.70197,8932657.0,0.30557823,378609.7,0.4189424,2.6237782e-14,,462.5,4739.652,-250.01053,9700,2,50,259.83023,
-24976966.0,-150359340000000.0,15828611000.0,-1.0,4999.5054,10.0,4647.454952523483,[ 0.136  0.71  -2.511 -2.23 ],1.0,,98,659.9164,4647.455,3297584,1.0,10.0,4647.455,50.0,19442.441,True,1.0,16034.550272226334,50.0,1156.3933,5426908000000000.0,-231.61641,1.0,2762.7612,22936082.0,0.4189424,0.07846481,,464.96,4999.5054,-231.61641,9750,1,50,,
-inf,-inf,37621150.0,-1.0,4999.5576,10.0,4774.540069190298,[ 0.048  0.647 -2.527 -2.29 ],1.0,,98,1.5413536,4774.5405,3321464,7504380.0,10.0,4774.5405,6.662776e-06,65.797676,True,7504380.0,16152.040110349655,6.662776e-06,967.13586,inf,-259.10562,7504380.0,9.223316,37621150.0,0.4189424,7.2568755e-14,,477.6,4999.5576,-262.59973,9800,2,50,,
-26534330.0,-1962238300000.0,19947555000.0,-1.0,4999.6143,10.0,4904.585739049959,[ 0.048  0.647 -2.527 -2.29 ],1.0,,99,798.2548,4904.5854,3345992,1.0,10.0,4634.795,50.0,30689.168,True,1.0,16262.543941736221,50.0,662.1136,905677800000.0,-243.04857,1.0,4308.4053,24493354.0,0.4189424,0.056113936,,490.56,4729.823,-243.04857,9850,1,50,269.79083,
-5.770153e+17,-5.770153e+17,6065357.0,-1.0,4999.581,10.0,4999.064781268677,[ 0.093  0.618 -2.539 -2.402],1.0,,99,0.24268268,4999.065,3370992,1426.3754,10.0,1.0345312,0.035053886,4.881931,True,1426.3754,16459.712367534637,0.035053886,0.33385783,7.993399e+22,-241.1051,1426.3754,0.8958852,6065357.0,0.4189424,5.2786042e-08,,500.0,1.5507812,-249.45204,9900,2,50,4998.0303,
-27031520.0,-21088048000000.0,6135479300.0,-1.0,4999.596,10.0,4999.0561690133645,[ 0.093  0.618 -2.539 -2.402],1.0,,100,245.51567,4999.056,3395992,1.0,10.0,0.762666,50.0,2217.8303,True,1.0,16590.186314105988,50.0,0.29563686,106701740000000.0,-246.19586,1.0,530.6266,24990562.0,0.4189424,0.12843432,,500.0,1.3027344,-246.19586,9950,1,50,4998.2935,
-inf,-inf,481806500.0,-1.0,4999.3154,10.0,3520.555040211791,[ 0.203  0.559 -2.549 -2.406],1.0,,100,19.283276,3520.555,3413629,214120.72,10.0,3130.8035,0.00023351313,951.40576,True,214120.72,16677.44849562645,0.00023351313,1612.223,inf,-255.18404,214120.72,133.16277,481806500.0,0.4189424,3.0980524e-11,,352.74,4609.564,-259.6141,10000,2,50,389.75165,
-18626216.0,-102439835000000.0,6449002000.0,-1.0,4999.405,10.0,3756.820290587556,[ 0.203  0.559 -2.549 -2.406],1.0,,101,357.9659,3756.8203,3432447,1.0,10.0,3756.8203,50.0,5276.319,True,1.0,16830.620088100433,50.0,1572.1729,2519422700000000.0,-234.29443,1.0,1093.6292,16585425.0,0.4189424,0.23922305,,376.36,4999.405,-234.29443,10050,1,50,,
-inf,-inf,56839012.0,-1.0,4999.5156,10.0,4999.023036676499,[ 0.08   0.556 -2.567 -2.424],1.0,,101,2.2745874,4999.023,3457447,215163250.0,10.0,1.0347363,2.323817e-07,72.911446,True,215163250.0,17029.72830748558,2.323817e-07,0.35375017,inf,-250.14806,215163250.0,10.646692,56839012.0,0.4189424,7.9027605e-13,,500.0,1.5273438,-261.07257,10100,2,50,4997.9883,
-25568340.0,-6.691364e+17,367060780000.0,-1.0,4999.612,10.0,4732.215047656371,[ 0.08   0.556 -2.567 -2.424],1.0,,102,14693.15,4732.215,3481115,1.0,10.0,4702.27,50.0,670331.3,True,1.0,17207.883422613144,50.0,1064.6664,1.074917e+23,-250.27928,1.0,93744.92,23527372.0,0.4189424,0.47506997,,473.36,4969.667,-250.27928,10150,1,50,29.94489,
-inf,-inf,108271.25,-1.0,4999.622,10.0,4899.2071058104175,[ 0.031  0.45  -2.597 -2.457],1.0,,102,0.026095282,4899.207,3505616,71521280000.0,10.0,4899.207,6.990926e-10,1.0881506,True,71521280000.0,17385.303870677948,6.990926e-10,699.8868,inf,-258.06268,71521280000.0,0.15286556,108271.25,0.4189424,2.7701332e-20,,490.02,4999.622,-265.57227,10200,2,50,,
-27033802.0,-598384900000000.0,326842320000.0,-1.0,4999.6304,10.0,4999.281591480693,[ 0.031  0.45  -2.597 -2.457],1.0,,103,13078.722,4999.2817,3530616,1.0,10.0,0.56821287,50.0,651394.94,True,1.0,17593.704625844955,50.0,0.22283445,8.586701e+16,-242.8616,1.0,91188.195,24992816.0,0.4189424,0.101305775,,500.0,0.9169922,-242.8616,10250,1,50,4998.7134,
-781793300000.0,-821426500000.0,1302078600.0,-1.0,4999.5283,10.0,4811.907147474588,[ 0.086  0.426 -2.612 -2.452],1.0,,103,52.100143,4811.907,3554683,22.859297,10.0,4372.279,2.1872938,2556.527,True,22.859297,17774.08884716034,2.1872938,865.71094,161485900000.0,-239.84608,22.859297,357.78082,1141258200.0,0.4189424,4.9924492e-05,,481.34,4559.9,-242.26445,10300,2,50,439.62863,
-27031622.0,-1.5241533e+17,6992226300.0,-1.0,4999.544,10.0,4999.070581787915,[ 0.083  0.421 -2.611 -2.458],1.0,,104,279.88565,4999.0703,3579683,1.0,10.0,1.0969336,50.0,4973.3096,True,1.0,17985.014024734497,50.0,0.38538644,5.577338e+21,-242.70921,1.0,849.91693,24990706.0,0.4189424,0.35050848,,500.0,1.5703125,-242.70921,10350,1,50,4997.9736,
-inf,-inf,113545330.0,-1.0,4999.6636,10.0,4815.394310115391,[-4.278e-04  3.737e-01 -2.624e+00 -2.379e+00],1.0,,104,4.5431347,4815.3945,3603770,5.1478955e+25,10.0,2175.8076,9.712707e-25,144.26901,True,5.1478955e+25,18187.91944527626,9.712707e-25,545.9756,inf,-244.52406,5.1478955e+25,21.583889,113545330.0,0.4189424,4.3849584e-37,,481.74,2360.0767,-250.00455,10400,2,50,2639.587,
-24955698.0,-3284329800000000.0,19436288000.0,-1.0,4999.598,10.0,4715.382563795505,[-4.278e-04  3.737e-01 -2.624e+00 -2.379e+00],1.0,,105,918.14044,4715.383,3627358,1.0,10.0,4225.649,50.0,19639.23,True,1.0,18344.74802517891,50.0,824.5665,2.5896393e+18,-245.68448,1.0,2911.983,22914742.0,0.4189424,0.12886225,,471.76,4509.8643,-245.68448,10450,1,50,489.73383,
-inf,-inf,1382881800.0,-1.0,4999.6025,10.0,4639.190529188448,[-0.011  0.494 -2.631 -2.348],1.0,,105,55.482197,4639.1904,3650566,107327.06,10.0,4639.1904,0.0004658657,2724.3174,True,107327.06,18508.003323078156,0.0004658657,953.2315,inf,-240.77124,107327.06,381.28757,1382881800.0,0.4189424,4.8132176e-14,,464.16,4999.6025,-252.031,10500,2,50,,
-25782616.0,-69778410000.0,267892820.0,-1.0,4999.631,10.0,4806.619027296296,[-0.011  0.494 -2.631 -2.348],1.0,,106,14.162782,4806.6187,3674607,1.0,10.0,4806.6187,50.0,253.8809,True,1.0,18699.18009161949,50.0,798.77576,1159953200.0,-245.3544,1.0,42.489376,23741630.0,0.4189424,0.25071892,,480.82,4999.631,-245.3544,10550,1,50,,
-69864500000000.0,-68944996000000.0,3467338000.0,-1.0,4999.5884,10.0,4899.505235600479,[ 0.02   0.491 -2.632 -2.352],1.0,,106,138.7509,4899.505,3699109,22.882854,10.0,4889.5244,2.1850421,6717.0776,True,22.882854,18918.674523115158,2.1850421,698.50354,1141080000000000.0,-240.75438,22.882854,940.0432,3518029300.0,0.4189424,0.00036509818,,490.04,4989.6074,-240.55849,10600,2,50,9.98118,
-26537496.0,-4.775502e+17,484809180.0,-1.0,4999.6016,10.0,4907.326744266563,[ 0.02   0.491 -2.632 -2.351],1.0,,107,19.486212,4907.3267,3723650,1.0,10.0,4507.687,50.0,229.8247,True,1.0,19136.256471395493,50.0,643.95526,5.475045e+22,-246.38072,1.0,43.276714,24496534.0,0.4189424,0.3797773,,490.82,4599.962,-246.38072,10650,1,50,399.6398,
-inf,-inf,800855040.0,-1.0,4999.6006,10.0,4196.4914087510115,[-0.036  0.494 -2.635 -2.322],1.0,,107,32.04816,4196.491,3744659,7654038.0,10.0,2606.8113,6.5324994e-06,1474.0608,True,7654038.0,19301.53448319435,6.5324994e-06,1048.7755,inf,-244.90018,7654038.0,206.55032,800855040.0,0.4189424,1.5887605e-10,,420.18,3409.9204,-246.95213,10700,2,50,1589.6802,
-20324532.0,-2.7610723e+24,1356860000000.0,-1.0,4999.623,10.0,4167.511697544127,[-0.036  0.494 -2.635 -2.322],1.0,,108,99767.23,4167.5117,3765528,1.0,10.0,2097.9023,50.0,1431444.1,True,1.0,19471.89503979683,50.0,956.769,1.830197e+36,-235.09836,1.0,256907.14,18283560.0,0.4189424,0.08206997,,417.38,2930.0137,-235.09836,10750,1,50,2069.6094,
-1.9683414e+21,-1.9683414e+21,130005330.0,-1.0,4999.681,10.0,4935.335802693453,[ 0.025  0.502 -2.638 -2.311],1.0,,108,5.2016034,4935.3354,3790209,8252.671,10.0,3135.9602,0.0060586445,245.00577,True,8252.671,19670.324768304825,0.0060586445,447.99435,9.300854e+29,-253.70569,8252.671,34.270844,130005330.0,0.4189424,7.7712546e-05,,493.62,3200.3057,-257.21063,10800,2,50,1799.3755,
-27033978.0,-1239322100000.0,4487500000.0,-1.0,4999.579,10.0,4999.303263805731,[ 0.025  0.502 -2.638 -2.311],1.0,,109,179.55345,4999.303,3815209,1.0,10.0,0.56793946,50.0,3643.44,True,1.0,19850.829237937927,50.0,0.19995128,366079180000.0,-245.98418,1.0,711.613,24993032.0,0.4189424,0.16278782,,500.0,0.84375,-245.98418,10850,1,50,4998.7354,
-578306900000.0,-527373470000.0,291794020.0,-1.0,4999.5103,10.0,4808.358751468134,[ 0.087  0.495 -2.634 -2.305],1.0,,109,11.700078,4808.359,3839257,13.797678,10.0,4808.359,3.6237981,505.76605,True,13.797678,20020.648302555084,3.6237981,935.72125,66701760000.0,-246.68294,13.797678,70.886345,237836930.0,0.4189424,1.5115e-05,,480.96,4999.5103,-244.57185,10900,2,50,,
-26878196.0,-7.571789e+20,3569779000000.0,-1.0,4999.563,10.0,4982.530290662397,[ 0.086  0.505 -2.628 -2.303],1.0,,110,142847.95,4982.53,3864176,1.0,10.0,753.28906,50.0,6000545.0,True,1.0,20203.462838172913,50.0,107.94469,1.3764488e+29,-245.09532,1.0,847138.8,24837260.0,0.4189424,0.06724367,,498.38,770.3218,-245.09532,10950,1,50,4229.241,
-inf,-inf,61282360.0,-1.0,4999.498,10.0,4625.4796411632815,[ 0.124  0.624 -2.631 -2.298],1.0,,110,2.4782379,4625.48,3887313,29820286.0,10.0,4615.4985,1.6767109e-06,97.03515,True,29820288.0,20377.655947208405,1.6767108e-06,1177.289,inf,-244.91592,29820286.0,13.847088,61282360.0,0.4189424,3.0149579e-12,,462.74,4989.517,-244.60794,11000,2,50,9.980844,
-26554702.0,-2.5236252e+18,12209010000000.0,-1.0,4999.5723,10.0,4920.318598770895,[ 0.124  0.624 -2.631 -2.298],1.0,,111,488691.6,4920.319,3911920,1.0,10.0,3860.9736,50.0,23363962.0,True,1.0,20559.25819015503,50.0,551.5678,1.528993e+24,-250.0013,1.0,3270876.5,24513762.0,0.4189424,0.07124273,,492.14,3940.2278,-250.0013,11050,1,50,1059.3445,
-inf,-inf,356739260.0,-1.0,4999.625,10.0,4870.9524198498175,[ 0.076  0.532 -2.644 -2.367],1.0,,111,14.274997,4870.9526,3936281,5328838.0,10.0,4541.215,9.3829085e-06,702.6797,True,5328838.0,20742.615111112595,9.3829085e-06,692.97363,inf,-251.55487,5328838.0,98.35561,356739260.0,0.4189424,3.906569e-15,,487.22,4669.887,-257.3451,11100,2,50,329.73767,
-27033032.0,-7.718173e+20,90402110000.0,-1.0,4999.56,10.0,4999.2103718257895,[ 0.076  0.532 -2.644 -2.367],1.0,,112,3618.436,4999.21,3961281,1.0,10.0,0.8890234,50.0,166253.8,True,1.0,20928.65871667862,50.0,0.25413802,1.4301882e+29,-233.7591,1.0,23241.275,24992102.0,0.4189424,0.03985758,,500.0,1.2387695,-233.7591,11150,1,50,4998.3213,
-inf,-inf,39923116.0,-1.0,4999.6772,10.0,3530.3701425065283,[-0.046  0.511 -2.658 -2.377],1.0,,112,1.6472484,3530.3704,3978974,inf,10.0,3530.3704,,79.50775,True,inf,21065.683198690414,,1241.1353,inf,-240.90912,inf,11.125697,39923116.0,0.4189424,4.1334045e-38,,353.86,4999.6772,-282.38483,11200,2,50,,
-19257546.0,-21558581000.0,137991360.0,-1.0,4999.632,10.0,3988.5332286603707,[-0.046  0.511 -2.658 -2.377],1.0,,113,16.074034,3988.5334,3998945,1.0,10.0,2658.6946,50.0,172.08612,True,1.0,21204.75568985939,50.0,1143.752,110154430.0,-274.43686,1.0,29.974722,17216566.0,0.4189424,0.13563298,,399.42,3669.7932,-274.43686,11250,1,50,1329.8386,
-4.1336934e+16,-4.1336934e+16,13909456.0,-1.0,4999.604,10.0,4849.401885070023,[-0.016  0.518 -2.658 -2.373],1.0,,113,0.7579443,4849.402,4023202,192.51787,10.0,1509.7656,0.25971615,8.862454,True,192.51787,21374.745371341705,0.25971615,399.4745,4.1022803e+20,-247.21721,192.51787,2.0897858,13909456.0,0.4189424,0.00023433362,,485.14,1659.9678,-250.5481,11300,2,50,3339.6362,
-25946302.0,-1.3176783e+22,8290057000000.0,-1.0,4999.6562,10.0,4864.96996946216,[-0.016  0.518 -2.658 -2.373],1.0,,114,384591.47,4864.97,4047536,1.0,10.0,2815.185,50.0,8222072.0,True,1.0,21503.546006202698,50.0,487.20068,4.1682084e+31,-243.00192,1.0,1353736.6,23905296.0,0.4189424,0.08705962,,486.68,2949.871,-243.00192,11350,1,50,2049.7852,
-8.514356e+22,-8.514356e+22,182336100000.0,-1.0,4999.5938,10.0,4999.301176402646,[ 0.035  0.553 -2.658 -2.362],1.0,,114,7296.3525,4999.301,4072536,14772.817,10.0,0.46767578,0.0033845948,364775.5,True,14772.817,21652.160623550415,0.0033845948,0.17582327,1.7404276e+33,-237.32487,14772.817,51068.45,182336100000.0,0.4189424,5.0182647e-05,,500.0,0.7602539,-238.2068,11400,2,50,4998.8335,
-27033630.0,-4.175364e+18,5173649300000.0,-1.0,4999.589,10.0,4999.267506084098,[ 0.035  0.553 -2.658 -2.362],1.0,,115,207009.28,4999.2676,4097536,1.0,10.0,0.6063281,50.0,10274777.0,True,1.0,21803.837685585022,50.0,0.17769769,4.185446e+24,-243.3793,1.0,1438261.4,24992676.0,0.4189424,0.4540487,,500.0,0.9277344,-243.3793,11450,1,50,4998.661,
-5.239977e+23,-5.239977e+23,128649460000.0,-1.0,4999.6196,10.0,4906.052173121781,[ 0.087  0.661 -2.658 -2.325],1.0,,115,5147.531,4906.0522,4122071,85470.83,10.0,4566.2886,0.0005849949,257373.22,True,85470.83,21920.26558494568,0.0005849949,652.327,6.591772e+34,-241.59117,85470.83,36032.242,128649460000.0,0.4189424,1.326937e-11,,490.7,4659.8564,-250.87408,11500,2,50,339.76334,
-26519016.0,-5859058000000.0,8433373700.0,-1.0,4999.5977,10.0,4897.795476452904,[ 0.087  0.661 -2.658 -2.325],1.0,,116,337.50534,4897.7954,4146566,1.0,10.0,4897.7954,50.0,10991.089,True,1.0,22055.011331558228,50.0,699.75446,8217799000000.0,-245.94792,1.0,1544.902,24478056.0,0.4189424,0.077635914,,489.9,4999.5977,-245.94792,11550,1,50,,
-4.9319824e+23,-4.9319824e+23,111985840.0,-1.0,4999.427,10.0,4500.499268035221,[ 0.181  0.612 -2.661 -2.392],1.0,,116,4.494135,4500.4995,4169083,82531.78,10.0,4200.7515,0.0006058272,179.21175,True,82531.78,22183.473658800125,0.0006058272,1253.7437,5.8405466e+34,-247.37099,82531.78,25.52797,111985840.0,0.4189424,1.419787e-13,,450.34,4699.6787,-256.9762,11600,2,50,299.74792,
-24935172.0,-2.8374403e+21,66776298000000.0,-1.0,4999.501,10.0,4669.179991204603,[ 0.181  0.612 -2.661 -2.392],1.0,,117,2673161.0,4669.1797,4192440,1.0,10.0,4289.469,50.0,77201256.0,True,1.0,22322.090815782547,50.0,1045.4915,1.933028e+30,-238.98682,1.0,12391718.0,22894294.0,0.4189424,0.09296908,,467.14,4619.7905,-238.98682,11650,1,50,379.71042,
-inf,-inf,466083520.0,-1.0,4999.423,10.0,4628.080784142765,[ 0.207  0.697 -2.656 -2.304],1.0,,117,18.683125,4628.0806,4215592,14693560.0,10.0,4628.0806,3.4028512e-06,925.7432,True,14693560.0,22460.30521082878,3.4028512e-06,1177.7329,inf,-257.5269,14693560.0,129.58322,466083520.0,0.4189424,6.3438905e-15,,463.04,4999.423,-270.5001,11700,2,50,,
-23005202.0,-12302014000000.0,30816539000.0,-1.0,4999.5513,10.0,4411.698407559093,[ 0.207  0.697 -2.656 -2.304],1.0,,118,1286.3816,4411.6987,4237667,1.0,10.0,3742.027,50.0,49787.598,True,1.0,22574.4814889431,50.0,1225.2356,36152728000000.0,-238.7448,1.0,6962.463,20964284.0,0.4189424,0.06183822,,441.5,4329.88,-238.7448,11750,1,50,669.67126,
-6.756473e+23,-6.756473e+23,386098530.0,-1.0,4999.578,10.0,4909.941172966708,[ 0.118  0.648 -2.707 -2.357],1.0,,118,30.276314,4909.9414,4262222,31570.037,10.0,4370.22,0.0015837802,750.0502,True,31570.037,22677.354427099228,0.0015837802,624.3172,1.095968e+35,-248.55885,31570.037,131.80013,386098530.0,0.4189424,6.2993935e-09,,491.1,4459.857,-257.7675,11800,2,50,539.7211,
-26984746.0,-2066585100000000.0,2626706500000.0,-1.0,4999.608,10.0,4994.261471345809,[ 0.118  0.648 -2.707 -2.357],1.0,,119,105124.67,4994.261,4287199,1.0,10.0,235.20924,50.0,4696820.0,True,1.0,22780.630234003067,50.0,33.602886,1.0227028e+18,-243.49632,1.0,657540.8,24943776.0,0.4189424,0.044987105,,499.54,240.55566,-243.49632,11850,1,50,4759.0522,
-inf,-inf,241185860.0,-1.0,4999.545,10.0,4707.963486141553,[ 0.14   0.577 -2.703 -2.458],1.0,,119,9.669864,4707.9634,4310750,14515510.0,10.0,4707.9634,3.4445914e-06,472.6214,True,14515509.0,22885.62842988968,3.4445916e-06,950.6799,inf,-244.13422,14515510.0,66.14288,241185860.0,0.4189424,1.4372637e-12,,471.02,4999.545,-253.82845,11900,2,50,,
-25595332.0,-1.14716085e+17,95911210000.0,-1.0,4999.5103,10.0,4792.005324778834,[ 0.14   0.577 -2.703 -2.458],1.0,,120,3839.2686,4792.0054,4334720,1.0,10.0,3702.607,50.0,102338.51,True,1.0,22957.588246822357,50.0,768.8512,3.1595797e+21,-249.85059,1.0,16115.328,23554446.0,0.4189424,0.062741145,,479.4,3910.1116,-249.85059,11950,1,50,1089.3987,
-inf,-inf,4005416.8,-1.0,4999.5244,10.0,4189.36350532467,[ 0.206  0.659 -2.695 -2.391],1.0,,120,0.18709219,4189.3633,4355684,966172350.0,10.0,4189.3633,5.17506e-08,5.632975,True,966172300.0,23041.112056016922,5.1750604e-08,1596.0377,inf,-235.10782,966172350.0,0.80684847,4005416.8,0.4189424,2.963076e-14,,419.28,4999.5244,-245.2486,12000,2,50,,
-24047980.0,-1.969547e+16,526570700000.0,-1.0,4999.5938,10.0,4544.808056493587,[ 0.206  0.659 -2.695 -2.391],1.0,,121,21318.09,4544.808,4378422,1.0,10.0,3915.2437,50.0,979053.94,True,1.0,23144.56369113922,50.0,1162.6462,9.312408e+19,-260.59338,1.0,136862.23,22007028.0,0.4189424,0.094401434,,454.76,4370.0293,-260.59338,12050,1,50,629.56433,
-inf,-inf,1568127500.0,-1.0,4999.5986,10.0,4899.243691365292,[ 0.064  0.58  -2.706 -2.201],1.0,,121,62.789516,4899.2437,4402923,103133180000000.0,10.0,4899.2437,4.8481005e-13,3113.4526,True,103133180000000.0,23223.81231236458,4.8481005e-13,699.892,inf,-251.86392,103133180000000.0,435.8155,1568127500.0,0.4189424,2.430689e-25,,490.02,4999.5986,-269.02515,12100,2,50,,
-26533730.0,-5584615500000000.0,5578375000.0,-1.0,4999.6045,10.0,4899.276215952864,[ 0.064  0.58  -2.706 -2.201],1.0,,122,223.23149,4899.2764,4427424,1.0,10.0,4899.2764,50.0,4053.1555,True,1.0,23342.576819896698,50.0,699.8966,7.4874576e+18,-239.0462,1.0,644.8977,24492762.0,0.4189424,0.53914684,,490.02,4999.6045,-239.0462,12150,1,50,,
-inf,-inf,141635660.0,-1.0,4999.645,10.0,4332.479275832022,[-0.033  0.559 -2.713 -2.277],1.0,,122,5.7077894,4332.4795,4449111,inf,10.0,4332.4795,,171.80014,True,inf,23407.485112428665,,1187.1093,inf,-246.1068,inf,25.215631,141635660.0,0.4189424,8.745583e-37,,433.74,4999.645,-251.3688,12200,2,50,,
