InitialBound,InitialReturnMax,MinTargetPdf,ESSRenyiArithmetic,StdIW,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin,WReturnMean,InitialReturnMean,MaxIW,VarianceInitializer,EpThisIter,OptimizationReturnMax,Iteration,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,TimeElapsed,ReturnStepMax,StdWReturnMean,DivergenceHarmonic,ReturnMeanIW,MinBehavPdf,OptimizationReturnMin,MeanD2-0,EpRewMean,TimestepsSoFar,Bound,EpisodesSoFar,Epsilon,MinIW,EmpiricalD2Arithmetic,EpLenMean,Penalization,MeanIW,OptimizationReturnMean,InitialReturnMin,MeanEntropy
-27035050.0,4999.628,-243.43762,50.0,27.744759,1,[ 0.005  0.74  -3.549 -3.137],,10.0,24994076.0,4999.4077,179.84181,-1.0,50,0.73535156,364,0.15688701,1.0,50.0,9521.130649805069,10.0,,1578848300.0,293783260.0,-243.43762,,1.0,4999.407855905776,14525310,-81389880000.0,36350,1e-07,0.037496477,1.0,500.0,True,11.754453,0.5152539,4998.8926,0.4189424
-5.0459082e+19,4999.634,-242.66057,0.01850356,8.191889,2,[-0.032  0.756 -3.549 -3.089],,10.0,71274984.0,4953.469,51.981983,-1.0,50,1570.197,364,231.24232,2702.1826,0.01850356,9534.857297182083,10.0,,6.1124762e+26,71274984.0,-240.32164,,2702.1826,4953.469230672347,14550083,-5.0459082e+19,36400,1e-07,2.3977755e-09,2702.1826,495.46,True,2.8516712,1524.0325,3429.4368,0.4189424
-26292816.0,4999.6475,-243.62837,50.0,1652.6215,1,[-0.032  0.756 -3.549 -3.089],,10.0,24251824.0,4915.668,10523.036,-1.0,50,1760.0498,365,296.70642,1.0,50.0,9544.736414194107,10.0,,9.4478244e+17,10298376000.0,-243.62837,,1.0,4915.667759576643,14574669,-1983815500000000.0,36450,1e-07,0.12763722,1.0,491.72,True,480.70758,1676.0702,3239.5977,0.4189424
-4.3266086e+19,4999.631,-237.2613,0.04510322,1.6803392,2,[ 0.004  0.786 -3.548 -3.048],,10.0,13211196.0,4699.858,9.6663065,-1.0,50,4999.631,365,1185.7179,1108.5684,0.04510322,9557.261101484299,10.0,,4.4940176e+26,13211196.0,-238.2441,,1108.5684,4699.858085856551,14598174,-4.3266086e+19,36500,1e-07,3.221106e-05,1108.5684,470.1,True,0.5843857,4699.858,,0.4189424
-27035212.0,4999.627,-244.16536,50.0,4012.399,1,[ 0.004  0.786 -3.548 -3.048],,10.0,24994234.0,4999.4233,28667.498,-1.0,50,0.54785156,366,0.10969484,1.0,50.0,9568.503147125244,10.0,,598213900.0,14962622000.0,-244.16536,,1.0,4999.423454708626,14623174,-64880697000.0,36550,1e-07,0.21038684,1.0,500.0,True,598.6617,0.34433594,4999.079,0.4189424
-1604943900.0,4999.6216,-246.79327,14.373738,77.27011,2,[ 0.047  0.824 -3.547 -3.072],,10.0,28347392.0,4899.8174,382.76385,-1.0,50,4979.657,366,697.1218,3.478566,14.373739,9579.167790174484,10.0,,4878904.5,872013500.0,-246.8249,,3.4785662,4899.817088667916,14647677,-5380074000.0,36600,1e-07,1.0091357,3.4785662,490.06,True,34.91029,4879.8525,19.964561,0.4189424
-21771046.0,4999.627,-249.06995,50.0,43174.594,1,[-0.075  0.799 -3.55  -3.079],,10.0,19730076.0,4351.7305,302095.88,-1.0,50,2810.1694,367,890.2336,1.0,50.0,9588.859752893448,10.0,,2.0506107e+23,150810250000.0,-249.06995,,1.0,4351.730604881256,14669459,-9.242113e+17,36650,1e-07,0.058819465,1.0,435.64,True,11746.979,2162.2732,2189.4575,0.4189424
-inf,4999.659,-240.75592,2.0532937e-06,29.007595,2,[-0.018  0.812 -3.546 -3.101],,10.0,113070640.0,4999.441,207.24318,-1.0,50,0.6484375,367,0.13096824,24351120.0,2.0532937e-06,9601.967514514923,10.0,,inf,113070640.0,-235.36609,,24351120.0,4999.440649608125,14694459,-inf,36700,1e-07,1.6410844e-08,24351120.0,500.0,True,4.5238323,0.42986327,4999.0107,0.4189424
-27035196.0,4999.6514,-246.53261,50.0,80004.85,1,[-0.018  0.812 -3.546 -3.101],,10.0,24994198.0,4999.42,571582.75,-1.0,50,0.53515625,368,0.13496691,1.0,50.0,9615.074474573135,10.0,,247444800000000.0,306021470000.0,-246.53261,,1.0,4999.419583758671,14719459,-32411040000000.0,36750,1e-07,0.69513625,1.0,500.0,True,12245.02,0.3034375,4999.116,0.4189424
-1.563219e+22,4999.6074,-264.88998,0.0024034195,4.505477,2,[-0.028  0.692 -3.551 -3.136],,10.0,22108452.0,4609.486,31.876963,-1.0,50,4989.627,368,1069.186,20803.693,0.0024034195,9626.595102071762,10.0,,5.8666114e+31,22108452.0,-257.95502,,20803.693,4609.485562540656,14742519,-1.563219e+22,36800,1e-07,1.6664357e-11,20803.693,461.2,True,0.9227802,4599.505,9.980291,0.4189424
-26394534.0,4999.6455,-257.40112,50.0,1025268.6,1,[-0.028  0.692 -3.551 -3.136],,10.0,24353546.0,4922.6255,6614185.0,-1.0,50,2180.004,369,348.2956,1.0,50.0,9638.690011024475,10.0,,4.4465073e+32,3760577300000.0,-257.40112,,1.0,4922.625028066393,14767138,-4.303703e+22,36850,1e-07,0.20187065,1.0,492.38,True,268908.7,2102.9834,2819.6416,0.4189424
-2.0104704e+19,4999.6587,-243.69797,0.04262292,9.15311,2,[ 0.034  0.693 -3.55  -3.125],,10.0,43186348.0,4799.6255,64.89431,-1.0,50,4999.6587,369,978.70135,1173.0778,0.04262292,9650.030627727509,10.0,,9.703429e+25,43186348.0,-241.5819,,1173.0778,4799.625303922217,14791141,-2.0104704e+19,36900,1e-07,6.133701e-05,1173.0778,480.06,True,1.7677255,4799.6255,,0.4189424
-27034618.0,4999.5903,-243.81145,50.0,121.8414,1,[ 0.034  0.693 -3.55  -3.125],,10.0,24993674.0,4999.3677,870.7706,-1.0,50,0.8491211,370,0.16736141,1.0,50.0,9661.88273525238,10.0,,6451422000.0,642607360.0,-243.81145,,1.0,4999.367354612695,14816141,-164569800000.0,36950,1e-07,0.10343635,1.0,500.0,True,25.711157,0.6260742,4998.741,0.4189424
-12597969000.0,4999.586,-242.9093,7.365115,6.65326,2,[ 0.086  0.727 -3.55  -3.13 ],,10.0,65626910.0,4899.323,39.204548,-1.0,50,4999.586,370,699.9033,6.78876,7.365115,9673.784523010254,10.0,,27069888.0,47713244.0,-240.57896,,6.78876,4899.3229635144435,14840642,-10666275000.0,37000,1e-07,0.0034868645,6.78876,490.02,True,1.9284863,4899.323,,0.4189424
-26534312.0,4999.5996,-231.2261,50.0,23104.893,1,[ 0.091  0.705 -3.548 -3.122],,10.0,24493362.0,4899.3364,157189.9,-1.0,50,4999.5996,371,699.9052,1.0,50.0,9684.444907188416,10.0,,115228210000000.0,112308370000.0,-231.2261,,1.0,4899.3361346668535,14865143,-22020383000000.0,37050,1e-07,0.004629082,1.0,490.02,True,4493.5864,4899.3364,,0.4189424
-inf,4999.5537,-249.81697,4.5776097e-10,17.07943,2,[ 0.184  0.638 -3.557 -3.171],,10.0,76988720.0,4922.2,120.96136,-1.0,50,3840.4094,371,537.57965,109227310000.0,4.5776097e-10,9696.572125434875,10.0,,inf,76988720.0,-248.09795,,109227310000.0,4922.200300464902,14889760,-inf,37100,1e-07,1.00510386e-26,109227310000.0,492.34,True,3.0802789,3763.056,1159.1443,0.4189424
-26532510.0,4999.4805,-248.06496,50.0,9838809.0,1,[ 0.184  0.638 -3.557 -3.171],,10.0,24491660.0,4905.169,70262520.0,-1.0,50,4689.738,372,656.4896,1.0,50.0,9707.51902627945,10.0,,1.2385319e+36,39082042000000.0,-248.06496,,1.0,4905.168876637665,14914292,-2.2712121e+24,37150,1e-07,0.29189715,1.0,490.64,True,1564629.9,4595.4263,309.74286,0.4189424
-inf,4999.569,-275.23346,3.3576363e-08,0.7937291,2,[ 0.11   0.54  -3.566 -3.19 ],,10.0,5632354.5,4899.2876,4.5886693,-1.0,50,4989.589,372,698.4726,1489142800.0,3.3576363e-08,9719.872423887253,10.0,,inf,5632354.5,-262.2603,,1489142800.0,4899.287825036203,14938794,-inf,37200,1e-07,4.594938e-16,1489142800.0,490.04,True,0.24689728,4889.308,9.979792,0.4189424
-27032176.0,4999.536,-244.29697,50.0,926308.94,1,[ 0.11   0.54  -3.566 -3.19 ],,10.0,24991280.0,4999.128,6011359.0,-1.0,50,1.4033203,373,0.29551062,1.0,50.0,9732.463111877441,10.0,,2.7154038e+35,4574420000000.0,-244.29697,,1.0,4999.128050274087,14963794,-1.0634842e+24,37250,1e-07,0.008879868,1.0,500.0,True,183109.81,0.9952539,4998.133,0.4189424
-inf,4999.6133,-257.99295,6.44171e-33,0.42792085,2,[ 1.102e-03  5.835e-01 -3.559e+00 -3.148e+00],,10.0,2381778.8,4920.0107,2.8875976,-1.0,50,1969.987,373,367.41995,7.7619144e+33,6.44171e-33,9742.88058757782,10.0,,inf,2381778.8,-235.11168,,7.7619144e+33,4920.010885833349,14988400,-inf,37300,1e-07,,7.7619144e+33,492.12,True,0.095294856,1890.3846,3029.6262,0.4189424
-26412900.0,4999.6455,-266.50464,50.0,1227.2598,1,[ 1.102e-03  5.835e-01 -3.559e+00 -3.148e+00],,10.0,24371912.0,4930.973,7973.0767,-1.0,50,1090.0383,374,239.61981,1.0,50.0,9756.048172473907,10.0,,2.5745018e+33,8219847000.0,-266.50464,,1.0,4930.972957469512,15013062,-1.03556995e+23,37350,1e-07,0.0007573391,1.0,493.24,True,349.06403,1021.3658,3909.6072,0.4189424
-inf,4999.5845,-270.6241,5.188501e-08,40.050877,2,[-0.06   0.58  -3.557 -3.157],,10.0,150331900.0,3619.1765,286.23978,-1.0,50,4989.6035,374,1343.6268,963669440.0,5.188501e-08,9765.365889072418,10.0,,inf,150331900.0,-269.67838,,963669440.0,3619.1764265411975,15031193,-inf,37400,1e-07,5.1007545e-12,963669440.0,362.62,True,6.0342016,3609.1953,9.981099,0.4189424
-16329387.0,4999.5767,-242.26852,50.0,357309.9,1,[-0.06   0.58  -3.557 -3.157],,10.0,14288470.0,3578.5781,2500483.5,-1.0,50,3979.9329,375,1217.4773,1.0,50.0,9775.080586910248,10.0,,2.852007e+25,857082000000.0,-242.26852,,1.0,3578.5778290210433,15049123,-1.0899239e+19,37450,1e-07,0.1300157,1.0,358.6,True,67683.31,2558.934,1019.64374,0.4189424
-inf,4999.5786,-248.55551,7.4309014e-10,1.3728771,2,[-1.384e-03  5.997e-01 -3.556e+00 -3.153e+00],,10.0,9007192.0,4772.3936,8.588213,-1.0,50,4999.5786,375,983.94165,67286590000.0,7.4309014e-10,9787.936099290848,10.0,,inf,9007192.0,-237.17534,,67286585000.0,4772.393452799972,15072992,-inf,37500,1e-07,4.246368e-15,67286585000.0,477.38,True,0.398009,4772.3936,,0.4189424
-26535066.0,4999.617,-250.90846,50.0,157837.77,1,[-1.384e-03  5.997e-01 -3.556e+00 -3.153e+00],,10.0,24494108.0,4899.411,1127572.1,-1.0,50,4999.617,376,699.9159,1.0,50.0,9800.183293581009,10.0,,8.97152e+28,567877700000.0,-250.90846,,1.0,4899.41077331655,15097493,-6.113091e+20,37550,1e-07,0.13625112,1.0,490.02,True,22719.777,4899.411,,0.4189424
-3.889894e+16,4999.5693,-255.3773,0.298772,2.115243,2,[ 0.056  0.577 -3.557 -3.162],,10.0,18273334.0,4899.304,11.547537,-1.0,50,4999.5693,376,699.90063,167.35168,0.298772,9811.491775274277,10.0,,3.632757e+20,18273334.0,-254.8485,,167.35168,4899.304233876098,15121994,-3.889894e+16,37600,1e-07,0.00017820635,167.35168,490.02,True,0.7501962,4899.304,,0.4189424
-25034054.0,4999.5425,-237.46848,50.0,58040644.0,1,[ 0.056  0.577 -3.557 -3.162],,10.0,22993156.0,4599.515,414743230.0,-1.0,50,4999.5425,377,1355.5878,1.0,50.0,9822.13181424141,10.0,,9.65636e+33,212483190000000.0,-237.46848,,1.0,4599.515096150222,15144999,-2.0054954e+23,37650,1e-07,0.010633327,1.0,460.1,True,8501963.0,4599.515,,0.4189424
-inf,4999.525,-241.987,1.0667327e-08,0.5965062,2,[ 0.178  0.577 -3.542 -3.186],,10.0,3790264.2,4794.274,3.888178,-1.0,50,4999.525,377,908.6417,4687210000.0,1.0667327e-08,9833.29194188118,10.0,,inf,3790264.2,-228.79616,,4687210000.0,4794.273773301285,15168979,-inf,37700,1e-07,8.7741147e-16,4687210000.0,479.6,True,0.17152059,4794.274,,0.4189424
-25121010.0,4999.4937,-251.69966,50.0,139.482,1,[ 0.178  0.577 -3.542 -3.186],,10.0,23080148.0,4658.3726,712.46124,-1.0,50,4999.4937,378,1174.6116,1.0,50.0,9846.122670173645,10.0,,32805171000.0,1231536300.0,-251.69966,,1.0,4658.372609948811,15192280,-370870350000.0,37750,1e-07,0.030400807,1.0,466.02,True,49.457996,4658.3726,,0.4189424
-6.584269e+17,4999.536,-239.83136,0.055388175,22.819536,2,[ 0.161  0.52  -3.547 -3.206],,10.0,104277750.0,4918.602,162.86572,-1.0,50,4010.1812,378,561.3213,902.7198,0.055388175,9857.644493103027,10.0,,1.0408484e+23,104277750.0,-241.21115,,902.7198,4918.602416160891,15216880,-6.584269e+17,37800,1e-07,6.684988e-07,902.7198,492.0,True,4.1726856,3929.2476,989.3549,0.4189424
-26192798.0,4999.499,-238.10382,50.0,203334020.0,1,[ 0.161  0.52  -3.547 -3.206],,10.0,24151934.0,4870.254,1453084500.0,-1.0,50,4159.9336,379,657.694,1.0,50.0,9870.527941465378,10.0,,3.411586e+33,745143500000000.0,-238.10382,,1.0,4870.253680757075,15241239,-1.1920254e+23,37850,1e-07,0.0803035,1.0,487.18,True,30064614.0,4030.6882,839.5654,0.4189424
-inf,4999.498,-249.9827,2.4418318e-08,67.4907,2,[ 0.215  0.6   -3.548 -3.127],,10.0,427402530.0,4847.2544,302.1911,-1.0,50,4280.085,379,749.04596,2047642900.0,2.441832e-08,9882.985971212387,10.0,,inf,427402530.0,-241.93057,,2047643000.0,4847.254271852636,15265483,-inf,37900,1e-07,1.5149099e-22,2047643000.0,484.88,True,17.105217,4127.8413,719.41327,0.4189424
-25889662.0,4999.492,-242.82884,50.0,57529460000.0,1,[ 0.215  0.6   -3.548 -3.127],,10.0,23848804.0,4791.899,411009580000.0,-1.0,50,4989.5117,380,941.54675,1.0,50.0,9895.003394842148,10.0,,9.597631e+31,2.0989653e+17,-242.82884,,1.0,4791.898847281321,15289451,-1.9993679e+22,37950,1e-07,0.08231579,1.0,479.36,True,8403850000.0,4781.918,9.980566,0.4189424
-inf,4999.595,-259.30814,4.032974e-05,35.44749,2,[ 0.169  0.677 -3.557 -3.039],,10.0,120079320.0,4807.2275,238.82678,-1.0,50,4989.6147,380,941.2463,1239779.9,4.032974e-05,9907.66098356247,10.0,,inf,120079320.0,-253.52695,,1239779.9,4807.227862418934,15313493,-inf,38000,1e-07,2.3618265e-09,1239779.9,480.84,True,6.639151,4797.247,9.980425,0.4189424
-26033434.0,4999.5664,-261.685,50.0,315450.22,1,[ 0.169  0.677 -3.557 -3.039],,10.0,23992508.0,4799.45,2251977.8,-1.0,50,4999.5664,381,978.6655,1.0,50.0,9917.343996047974,10.0,,1.599034e+25,1238161200000.0,-261.685,,1.0,4799.450114365683,15337496,-8.161086e+18,38050,1e-07,0.23218864,1.0,480.06,True,49551.66,4799.45,,0.4189424
-inf,4999.564,-247.47217,2.8437027e-08,8.7530575,2,[ 0.156  0.559 -3.571 -3.075],,10.0,38672172.0,4906.338,61.96607,-1.0,50,4639.7886,381,649.5089,1758271000.0,2.8437027e-08,9926.216740846634,10.0,,inf,38672172.0,-243.67892,,1758271000.0,4906.337661961548,15362033,-inf,38100,1e-07,1.5543423e-13,1758271000.0,490.74,True,1.5504054,4546.562,359.7752,0.4189424
-26531686.0,4999.5674,-242.97379,50.0,63670.258,1,[ 0.156  0.559 -3.571 -3.075],,10.0,24490764.0,4899.076,438622.34,-1.0,50,4999.5674,382,699.86816,1.0,50.0,9937.61424779892,10.0,,1.9085053e+28,310649900000.0,-242.97379,,1.0,4899.076420825761,15386534,-2.8194597e+20,38150,1e-07,0.092307545,1.0,490.02,True,12433.525,4899.076,,0.4189424
-inf,4999.4844,-257.1564,3.0473963e-15,768.87634,2,[ 0.197  0.442 -3.562 -3.061],,10.0,2787798000.0,4692.1777,5493.3726,-1.0,50,4110.15,382,852.71216,1.6407449e+16,3.0473963e-15,9949.814324140549,10.0,,inf,2787798000.0,-244.42804,,1.6407449e+16,4692.1777372521565,15410009,-inf,38200,1e-07,3.7368846e-23,1.6407449e+16,469.5,True,111.53641,3802.8435,889.3345,0.4189424
-23785228.0,4999.4277,-252.24107,50.0,6038.7373,1,[ 0.197  0.442 -3.562 -3.061],,10.0,21744422.0,4492.964,42006.047,-1.0,50,4999.4277,383,1248.0767,1.0,50.0,9960.768012523651,10.0,,2198515400000.0,29320071000.0,-252.24107,,1.0,4492.964246102207,15432490,-3055255800000.0,38250,1e-07,0.032023534,1.0,449.62,True,1175.3634,4492.964,,0.4189424
-1.4359318e+19,4999.5356,-244.46742,0.034101315,2.2065973,2,[ 0.207  0.491 -3.552 -3.027],,10.0,14894023.0,4698.301,13.445753,-1.0,50,4589.9106,383,999.1206,1466.2191,0.034101315,9971.41205906868,10.0,,4.9503996e+25,14894023.0,-241.13307,,1466.2191,4698.300987306295,15455994,-1.4359318e+19,38300,1e-07,4.2659244e-11,1466.2191,470.08,True,0.602667,4288.676,409.6248,0.4189424
-24115322.0,4999.469,-246.04639,50.0,37.409782,1,[ 0.207  0.491 -3.552 -3.027],,10.0,22074484.0,4537.464,249.34299,-1.0,50,4989.4893,384,1218.9785,1.0,50.0,9983.86614203453,10.0,,2721556700.0,304854270.0,-246.04639,,1.0,4537.46374485781,15478694,-106770830000.0,38350,1e-07,0.07867822,1.0,454.0,True,15.623893,4527.484,9.979932,0.4189424
-1870592000000000.0,4999.456,-247.39575,0.5380902,53.838863,2,[ 0.159  0.453 -3.558 -3.014],,10.0,412857950.0,4898.9507,346.16788,-1.0,50,4999.456,384,699.8501,92.92122,0.5380902,9997.295078277588,10.0,,1.6379899e+19,363733800.0,-249.70914,,92.92122,4898.950430597823,15503195,-8259533500000000.0,38400,1e-07,4.261286e-05,92.92122,490.02,True,14.580666,4898.9507,,0.4189424
-24568392.0,4999.5474,-240.63719,50.0,100.79463,1,[ 0.19   0.431 -3.555 -3.028],,10.0,22527490.0,4567.4155,694.83234,-1.0,50,4999.5474,385,1290.8154,1.0,50.0,10009.138357400894,10.0,,20244000000.0,847014100.0,-240.63719,,1.0,4567.415675464785,15526044,-291225170000.0,38450,1e-07,0.036797047,1.0,456.98,True,35.925106,4567.4155,,0.4189424
-2.8542824e+18,4999.428,-253.13554,0.05347118,13.032548,2,[ 0.137  0.403 -3.565 -3.043],,10.0,83625040.0,4779.728,84.29273,-1.0,50,4999.428,385,984.8707,935.0831,0.05347118,10021.978486776352,10.0,,1.9561573e+24,83625040.0,-252.76988,,935.0831,4779.727752695516,15549951,-2.8542824e+18,38500,1e-07,4.5622603e-08,935.0831,478.14,True,3.3973289,4779.728,,0.4189424
-26034896.0,4999.505,-248.20323,50.0,28.858803,1,[ 0.137  0.403 -3.565 -3.043],,10.0,23994024.0,4808.8955,150.3919,-1.0,50,4999.505,386,931.9586,1.0,50.0,10033.522842884064,10.0,,124531970.0,302843600.0,-248.20323,,1.0,4808.895619845206,15574003,-23077341000.0,38550,1e-07,0.11708361,1.0,481.04,True,12.146511,4808.8955,,0.4189424
-2213573800000000.0,4999.4346,-242.17198,0.40714318,2.7773929,2,[ 0.189  0.396 -3.563 -3.008],,10.0,17216040.0,4402.0854,18.071718,-1.0,50,4999.4346,386,1317.9132,122.80692,0.40714318,10045.747696638107,10.0,,3.8097396e+18,20543806.0,-235.94324,,122.80692,4402.08508771447,15596031,-3983307000000000.0,38600,1e-07,2.8470626e-07,122.80692,440.56,True,0.8484505,4402.0854,,0.4189424
-22035536.0,4999.5015,-247.38625,50.0,74.0854,1,[ 0.186  0.417 -3.564 -3.017],,10.0,19994670.0,4212.288,338.6963,-1.0,50,4999.5015,387,1500.4338,1.0,50.0,10057.078939437866,10.0,,81046120000.0,500107360.0,-247.38625,,1.0,4212.287992308129,15617110,-581497100000.0,38650,1e-07,0.09637503,1.0,421.58,True,34.7456,4212.288,,0.4189424
-43121388000000.0,4999.572,-250.30544,0.7769932,30.716194,2,[ 0.154  0.465 -3.568 -2.995],,10.0,31905126.0,4999.0938,199.59596,-1.0,50,1.371582,387,0.30856907,64.350624,0.7769932,10070.851313352585,10.0,,1410800000000000.0,174341380.0,-245.1887,,64.350624,4999.093842691555,15642110,-76657330000000.0,38700,1e-07,9.296464e-06,64.350624,500.0,True,6.9760704,0.8936719,4998.2,0.4189424
-27030606.0,4999.5225,-253.27255,50.0,82296.52,1,[ 0.191  0.475 -3.562 -2.996],,10.0,24989718.0,4998.971,516870.75,-1.0,50,1.7021484,388,0.38274997,1.0,50.0,10084.941068649292,10.0,,6.1215458e+35,527201960000.0,-253.27255,,1.0,4998.971626173705,15667110,-1.5967685e+24,38750,1e-07,0.05048783,1.0,500.0,True,21103.03,1.15125,4997.8203,0.4189424
-inf,4999.5576,-252.17786,8.882348e-11,6.036467,2,[ 0.068  0.486 -3.58  -2.997],,10.0,25710158.0,4999.325,43.122208,-1.0,50,0.78027344,388,0.16407633,562914200000.0,8.882348e-11,10098.066777944565,10.0,,inf,25710158.0,-248.19159,,562914200000.0,4999.324721467803,15692110,-inf,38800,1e-07,7.59295e-18,562914200000.0,500.0,True,1.0286974,0.5474023,4998.7773,0.4189424
-27034356.0,4999.629,-240.56248,50.0,50887.45,1,[ 0.068  0.486 -3.58  -2.997],,10.0,24993380.0,4999.338,269552.0,-1.0,50,0.59814453,389,0.14224507,1.0,50.0,10110.542452335358,10.0,,2.701395e+29,306121280000.0,-240.56248,,1.0,4999.337944415258,15717110,-1.06077666e+21,38850,1e-07,0.38568732,1.0,500.0,True,12249.046,0.30714843,4999.031,0.4189424
-inf,4999.6377,-247.22273,4.893046e-34,1.4617589,2,[-0.015  0.575 -3.581 -2.969],,10.0,9077488.0,4928.2573,9.195268,-1.0,50,1980.124,389,314.4419,1.0218583e+35,4.893046e-34,10118.797621488571,10.0,,inf,9077488.0,-237.36119,,1.0218583e+35,4928.257545537452,15741757,-inf,38900,1e-07,6.134228e-31,1.0218583e+35,492.94,True,0.36316738,1908.7439,3019.5137,0.4189424
-25966152.0,4999.6597,-246.68495,50.0,15.586311,1,[-0.015  0.575 -3.581 -2.969],,10.0,23925150.0,4871.2744,105.59135,-1.0,50,1990.126,390,442.53763,1.0,50.0,10130.504046201706,10.0,,2491951000.0,187211950.0,-246.68495,,1.0,4871.274122054256,15766122,-102070985000.0,38950,1e-07,0.06187975,1.0,487.3,True,7.5197797,1861.7404,3009.5337,0.4189424
-2279115800000.0,4999.607,-228.72328,1.5225991,5.5009823,2,[-0.044  0.588 -3.583 -2.969],,10.0,55294250.0,4130.3237,34.297234,-1.0,50,3910.0303,390,1094.9893,32.838585,1.5225991,10141.170127391815,10.0,,974797100000.0,54051600.0,-228.33969,,32.838585,4130.323635531723,15786802,-2015091900000.0,39000,1e-07,4.062688e-06,32.838585,413.6,True,2.2484863,3040.7468,1089.5767,0.4189424
-21084296.0,4999.5996,-255.97655,50.0,48.09904,1,[-0.043  0.584 -3.583 -2.971],,10.0,19043350.0,4281.739,295.56042,-1.0,50,2469.92,391,842.6537,1.0,50.0,10151.298277378082,10.0,,303227620.0,243810300.0,-255.97655,,1.0,4281.738541755401,15808240,-35783135000.0,39050,1e-07,0.09304573,1.0,428.76,True,21.278366,1752.059,2529.6797,0.4189424
-3545644200000000.0,4999.615,-248.5503,0.28708008,200.51093,2,[-0.012  0.584 -3.583 -2.973],,10.0,565128450.0,4699.284,1387.7134,-1.0,50,4989.635,391,855.12805,174.16743,0.28708008,10162.359434604645,10.0,,3.0173909e+18,564026240.0,-248.1866,,174.16743,4699.2840612954915,15831749,-3545221700000000.0,39100,1e-07,4.996124e-06,174.16743,470.18,True,40.600807,4689.303,9.980354,0.4189424
-26415288.0,4999.643,-243.19229,50.0,529.21985,1,[-0.012  0.584 -3.583 -2.973],,10.0,24374302.0,4924.4326,3660.1565,-1.0,50,2180.178,392,352.5192,1.0,50.0,10174.068207502365,10.0,,249244300000.0,2585666000.0,-243.19229,,1.0,4924.432223878187,15856377,-1021517200000.0,39150,1e-07,0.21097834,1.0,492.56,True,112.39541,2104.9673,2819.465,0.4189424
-7314420700.0,4999.6055,-234.76125,10.121394,498403140.0,2,[ 0.018  0.59  -3.582 -2.973],,10.0,33170192.0,4999.4507,3453157600.0,-1.0,50,0.52490234,392,0.104536034,4.940031,10.121394,10185.245573997498,10.0,,8.395938e+30,2258237000000000.0,-235.50102,,4.940031,4999.450554769016,15881377,-5.9137183e+21,39200,1e-07,4.0832405,4.940031,500.0,True,90349390.0,0.37001953,4999.0806,0.4189424
-9775383.0,4999.6523,-210.39519,50.0,545.0252,1,[-0.106  0.584 -3.583 -2.975],,10.0,7734405.0,2546.9377,2516.5078,-1.0,50,4999.6523,393,1116.9213,1.0,50.0,10191.873473405838,10.0,,2699167400000000.0,1585465600.0,-210.39519,,1.0,2546.9378158284526,15894159,-106036500000000.0,39250,1e-07,0.16687724,1.0,255.64,True,297.682,2546.9377,,0.4189424
-inf,4999.6104,-264.4256,3.8714337e-10,27.598478,2,[-0.047  0.584 -3.586 -2.994],,10.0,40758310.0,4029.772,191.32965,-1.0,50,3689.9285,393,1099.8461,129151110000.0,3.871434e-10,10201.483190536499,10.0,,inf,40758310.0,-255.1048,,129151115000.0,4029.7719067236426,15914339,-inf,39300,1e-07,1.2646139e-17,129151115000.0,403.6,True,6.0585637,2720.09,1309.6819,0.4189424
-21775894.0,4999.624,-239.33017,50.0,168899.22,1,[-0.047  0.584 -3.586 -2.994],,10.0,19734926.0,4353.7456,1157839.9,-1.0,50,2929.9436,394,883.0768,1.0,50.0,10213.690606594086,10.0,,3.3187262e+31,846572100000.0,-239.33017,,1.0,4353.745608463213,15936133,-1.1757495e+22,39350,1e-07,0.025504133,1.0,435.88,True,57231.37,2284.0652,2069.6804,0.4189424
-inf,4999.604,-256.79648,1.3947219e-07,1.0478418,2,[ 0.015  0.588 -3.586 -2.997],,10.0,7052659.0,4999.4136,5.8957453,-1.0,50,0.71777344,394,0.1371256,358494400.0,1.3947219e-07,10226.834988117218,10.0,,inf,7052659.0,-248.65106,,358494400.0,4999.4140327605755,15961133,-inf,39400,1e-07,7.943978e-08,358494400.0,500.0,True,0.2821636,0.5277832,4998.886,0.4189424
-26535224.0,4999.618,-244.84607,50.0,62.46274,1,[ 0.015  0.588 -3.586 -2.997],,10.0,24494256.0,4899.426,338.5516,-1.0,50,4999.618,395,699.9179,1.0,50.0,10238.889107465744,10.0,,3.3340347e+16,511235260.0,-244.84607,,1.0,4899.425473347634,15985634,-372660800000000.0,39450,1e-07,0.23301917,1.0,490.02,True,20.474861,4899.426,,0.4189424
-inf,4999.59,-243.67664,0.0005031519,2805.446,2,[-0.027  0.632 -3.596 -2.992],,10.0,10477222000.0,4643.287,20040.03,-1.0,50,4989.6094,395,931.2637,99373.57,0.0005031519,10250.284654855728,10.0,,inf,10477222000.0,-240.54596,,99373.57,4643.286863418628,16008865,-inf,39500,1e-07,6.9297523e-10,99373.57,464.62,True,419.22,4633.3066,9.980382,0.4189424
