Penalization,Inner Iteration,Bound,EpLenMean,Iteration,InitialReturnMax,MinTargetPdf,OptimizationReturnMin,MeanEntropy,TimestepsSoFar,DivergenceHarmonic,Epsilon,MaxIW,ReturnStepMaxmin,TimeElapsed,WReturnMean,InitialBound,ESSRenyiHarmonic,Weights,EpThisIter,VarianceInitializer,InitialReturnMin,ESSRenyiArithmetic,ReturnMeanIW,ReturnStepMax,OptimizationReturnMean,InitialReturnStd,MeanD2-0,StdWReturnMean,EmpiricalD2Arithmetic,InitialReturnMean,EmpiricalD2Harmonic,MeanIW,LearnableVariance,MinBehavPdf,EpisodesSoFar,StdIW,OptimizationReturnMax,EpRewMean,MinIW
True,1,-135864865000000.0,413.7,117,4999.4717,-243.94104,,0.4189424,3037301,4431208500000000.0,1.0,12183.86,10.0,14645.730583906174,19595154.0,-21636008.0,50.0,[ 0.109  0.635 -2.27  -1.809],50,-1.0,259.82343,50.0,13599601000.0,10.0,3872.905,1586.0991,1.0,,1.0,4132.728,1.0,589.16266,,-243.94104,11650,1906.6401,4739.6484,4132.728385885659,0.7538497
True,2,-inf,482.3,117,4999.4546,-244.17278,,0.4189424,3061416,inf,1.0,103.27761,10.0,14742.332726716995,56281890.0,-inf,0.00032939273,[ 0.043  0.585 -2.324 -1.886],50,-1.0,329.76862,0.00032939273,56281890.0,10.0,4491.459,725.0887,151794.48,,151794.48,4821.2275,151794.48,2.308721,,-242.7509,11700,14.447804,4669.686,4821.227246178952,2.7869154e-10
True,1,-6.645049e+19,484.96,118,4999.496,-239.2103,,0.4189424,3085664,1.0601876e+27,1.0,63456.22,10.0,14838.153765439987,24068200.0,-26109080.0,50.0,[ 0.043  0.585 -2.324 -1.886],50,-1.0,589.7538,50.0,70619990000.0,10.0,4258.567,749.65875,1.0,,1.0,4848.321,1.0,2827.3564,,-239.2103,11750,10402.332,4409.742,4848.320782725949,0.04547991
True,2,-inf,487.3,118,4999.632,-241.62096,,0.4189424,3110029,inf,1.0,223.0871,10.0,14960.092886686325,112571544.0,-inf,3.7588713e-10,[-0.012  0.488 -2.363 -1.927],50,-1.0,2849.629,3.7588715e-10,112571544.0,10.0,2021.6155,416.857,133018650000.0,,133018650000.0,4871.244,133018660000.0,4.5043373,,-232.36583,11800,31.226469,2150.003,4871.244194658048,7.7671605e-21
True,1,-9779699000000000.0,462.94,119,4999.632,-233.11586,,0.4189424,3133176,2.2959459e+19,1.0,428998.1,10.0,15076.227266311646,22576140.0,-24617128.0,50.0,[-0.012  0.488 -2.363 -1.927],50,-1.0,,50.0,320901700000.0,10.0,4626.7036,1081.5525,1.0,,1.0,4626.7036,1.0,14424.723,,-233.11586,11850,62494.8,4999.632,4626.703371332443,0.18556377
True,2,-1.0276709e+17,481.38,119,4999.577,-256.0638,,0.4189424,3157245,2.5354427e+21,1.0,2910276.2,10.0,15193.510485887527,35581292.0,-63403477000000.0,2.661127,[ 0.029  0.528 -2.362 -1.952],50,-1.0,9.981046,2.661127,1472573000000.0,10.0,4802.566,916.33057,18.789032,,18.789032,4812.547,18.789032,58918.43,,-255.14288,11900,407348.25,4989.596,4812.546769112197,0.38054305
True,1,-7.822219e+17,260.7,120,4999.443,-221.63194,,0.4189424,3170280,1.4691452e+23,1.0,11191.975,10.0,15253.698893070221,7848462.5,-9889276.0,50.0,[-0.095  0.516 -2.363 -1.955],50,-1.0,1079.6772,50.0,2679010600.0,10.0,1517.1665,1051.1251,1.0,,1.0,2596.844,1.0,773.65063,,-221.63194,11950,2048.1763,3919.7656,2596.8438468927307,0.060378097
True,2,-inf,461.28,120,4999.69,-254.08372,,0.4189424,3193344,inf,1.0,64.14708,10.0,15367.741582155228,10821336.0,-inf,6.998552e-11,[-0.034  0.526 -2.364 -1.959],50,-1.0,2449.4204,6.998552e-11,10821336.0,10.0,2159.1187,679.0549,714433500000.0,,714433500000.0,4608.539,714433500000.0,1.4085921,,-251.50359,12000,9.000602,2550.2695,4608.539013383273,1.3728839e-15
True,1,-4.1655802e+20,443.86,121,4999.5615,-230.5651,,0.4189424,3215537,4.1659546e+28,1.0,6904477.5,10.0,15475.375186681747,20646390.0,-22687318.0,50.0,[-0.034  0.526 -2.364 -1.959],50,-1.0,299.7231,50.0,4069963300000.0,10.0,4134.4106,992.3955,1.0,,1.0,4434.134,1.0,227305.31,,-230.5651,12050,1005627.1,4699.8384,4434.133764989261,0.06967527
True,2,-4.2174413e+18,481.82,121,4999.472,-252.6498,,0.4189424,3239628,4.2706374e+24,1.0,38067.613,10.0,15598.617354154587,19028849000.0,-4.2174413e+18,0.08224778,[ 0.025  0.537 -2.363 -1.977],50,-1.0,269.80267,0.08224778,19028849000.0,10.0,4547.127,893.17804,607.9191,,607.9191,4816.93,607.9191,761.41766,,-250.06512,12100,5329.456,4729.6694,4816.92985035263,0.0008000559
True,1,-2.0110279e+20,488.88,122,4999.5786,-250.4954,,0.4189424,3264072,9.7094334e+27,1.0,259566.02,10.0,15721.604052066803,24382510.0,-26423456.0,50.0,[ 0.025  0.537 -2.363 -1.977],50,-1.0,,50.0,313998050000.0,10.0,4887.5767,702.92645,1.0,,1.0,4887.5767,1.0,12566.247,,-250.4954,12150,48976.152,4999.5786,4887.576729182962,0.70360935
True,2,-inf,421.82,122,4999.557,-240.69499,,0.4189424,3285163,inf,1.0,4396.303,10.0,15820.643554449081,2240543500.0,-inf,2.5661341e-14,[-0.053  0.612 -2.382 -1.917],50,-1.0,2019.3247,2.5661343e-14,2240543500.0,10.0,2192.8252,945.4119,1948456100000000.0,,1948456100000000.0,4212.15,1948456200000000.0,89.66009,,-234.17195,12200,615.2922,2980.2324,4212.149940043514,2.1718863e-16
True,1,-4.0545092e+22,443.2,123,4999.5674,-247.88982,,0.4189424,3307323,3.946736e+32,1.0,848413.1,10.0,15919.046850919724,20118890.0,-22159824.0,50.0,[-0.053  0.612 -2.382 -1.917],50,-1.0,2229.5557,50.0,659549100000.0,10.0,2196.7395,725.81036,1.0,,1.0,4426.2954,1.0,50740.4,,-247.88982,12250,142313.16,2770.0117,4426.295296339365,0.031984467
True,2,-inf,482.1,123,4999.481,-265.87152,,0.4189424,3331428,inf,1.0,1.5897751,10.0,16032.618428707123,5290071.0,-inf,8.485581e-05,[ 0.007  0.628 -2.381 -1.917],50,-1.0,279.8226,8.485581e-05,5290071.0,10.0,4539.71,800.27563,589234.8,,589234.8,4819.5327,589234.8,0.21396677,,-263.5667,12300,0.40047145,4719.658,4819.532700418223,1.9898633e-05
True,1,-137071590000000.0,491.18,124,4999.445,-239.67326,,0.4189424,3355987,4481445000000000.0,1.0,859934.75,10.0,16151.706777334213,24497960.0,-26538798.0,50.0,[ 0.007  0.628 -2.381 -1.917],50,-1.0,579.57074,50.0,453895600000.0,10.0,4331.1445,618.735,1.0,,1.0,4910.716,1.0,18163.672,,-239.67326,12350,120438.73,4419.874,4910.715593561893,0.2207326
True,2,-188278260000.0,463.32,124,4999.5293,-252.02112,,0.4189424,3379153,8504971300.0,1.0,59.166336,10.0,16253.744225978851,24943422.0,-83419470000.0,4.970463,[ 0.054  0.598 -2.38  -1.946],50,-1.0,359.6609,4.970463,65512570.0,10.0,4271.3706,1066.242,10.059425,,10.059425,4631.0317,10.059425,2.6536102,,-249.48283,12400,8.755175,4639.868,4631.03169164354,9.223836e-06
True,1,-1.7235649e+20,468.22,125,4999.5967,-247.50078,,0.4189424,3402564,7.131922e+27,1.0,26001.879,10.0,16437.966188192368,23099738.0,-25140696.0,50.0,[ 0.031  0.581 -2.378 -1.954],50,-1.0,309.77237,50.0,18699416000.0,10.0,4370.7993,1091.7814,1.0,,1.0,4680.572,1.0,751.5896,,-247.50078,12450,3681.1716,4689.824,4680.571876423421,0.04170288
True,2,-inf,362.24,125,4999.573,-247.92343,,0.4189424,3420676,inf,1.0,29.866232,10.0,16537.549350976944,18783084.0,-inf,9.2157766e-23,[-0.072  0.593 -2.4   -2.021],50,-1.0,1399.5149,9.215776e-23,18783084.0,10.0,2214.5571,1112.5391,5.425479e+23,,5.425479e+23,3614.0723,5.4254785e+23,0.7514998,,-238.5544,12500,4.296045,3600.0583,3614.0721714197757,2.7815906e-20
True,1,-1788612400000000.0,380.98,126,4999.632,-216.04605,,0.4189424,3439725,7.679998e+17,1.0,48075.734,10.0,16622.955171108246,15240402.0,-17281382.0,50.0,[-0.072  0.593 -2.4   -2.021],50,-1.0,2089.7036,50.0,21772188000.0,10.0,1712.016,887.3159,1.0,,1.0,3801.7197,1.0,2343.5815,,-216.04605,12550,7549.812,2909.9282,3801.7196249479753,0.13771003
True,2,-inf,494.64,126,4999.6064,-248.30545,,0.4189424,3464457,inf,1.0,1.679701,10.0,16800.754994869232,1133883.4,-inf,1.3818395e-07,[-0.019  0.624 -2.405 -2.01 ],50,-1.0,2999.3257,1.3818395e-07,1133883.4,10.0,1945.7042,289.7388,361836500.0,,361836500.0,4945.03,361836500.0,0.06688503,,-245.49698,12600,0.24822882,2000.2808,4945.029801605496,2.3925936e-10
True,1,-2.3746517e+17,470.06,127,4999.618,-255.3086,,0.4189424,3487960,1.3537665e+22,1.0,7465.5938,10.0,16942.716768741608,23493040.0,-25534018.0,50.0,[-0.019  0.624 -2.405 -2.01 ],50,-1.0,,50.0,6158736400.0,10.0,4699.304,1187.2584,1.0,,1.0,4699.304,1.0,246.4831,,-255.3086,12650,1129.2815,4999.618,4699.303992716275,0.10486983
True,2,-17397710000000.0,490.02,127,4999.5244,-237.2239,,0.4189424,3512461,72670810000000.0,1.0,4.2422714,10.0,17094.499475955963,26339940.0,-14712919000000.0,2.2100284,[ 0.028  0.662 -2.407 -1.995],50,-1.0,,2.2100284,12269755.0,10.0,4899.1377,699.87683,22.624144,,22.624144,4899.1377,22.624144,0.5094868,,-235.08359,12700,0.77727866,4999.5244,4899.1376625409275,0.0011339553
True,1,-5.958925e+18,500.0,128,4999.5576,-244.92673,,0.4189424,3537461,8.5251103e+24,1.0,8661476.0,10.0,17255.450061559677,24990742.0,-27031674.0,50.0,[ 0.041  0.626 -2.406 -2.011],50,-1.0,4998.1934,50.0,5458675000000.0,10.0,0.88077146,0.29804167,1.0,,1.0,4999.074,1.0,218479.94,,-244.92673,12750,1240309.2,1.3642578,4999.074144901487,0.01934576
True,2,-inf,500.0,128,4999.595,-260.6423,,0.4189424,3562461,inf,1.0,52.78125,10.0,17394.5280315876,39086630.0,-inf,2.6986655e-07,[ 0.003  0.525 -2.408 -2.075],50,-1.0,4998.5967,2.6986655e-07,39086630.0,10.0,0.6475879,0.2310486,185276770.0,,185276770.0,4999.244,185276770.0,1.5638642,,-245.77585,12800,8.018649,0.99853516,4999.244313315872,5.8549574e-14
True,1,-2.7666632e+18,500.0,129,4999.612,-251.9223,,0.4189424,3587461,1.8376309e+24,1.0,2263345.8,10.0,17564.37534427643,24992150.0,-27033124.0,50.0,[ 0.003  0.525 -2.408 -2.075],50,-1.0,4998.6875,50.0,1388901000000.0,10.0,0.52746093,0.25148082,1.0,,1.0,4999.215,1.0,55577.58,,-251.9223,12850,316868.66,0.9243164,4999.214920775097,0.8627645
True,2,-inf,496.58,129,4999.528,-242.67802,,0.4189424,3612290,inf,1.0,0.99710506,10.0,17720.933453559875,1302351.8,-inf,9.06779e-07,[ 0.024  0.632 -2.413 -2.014],50,-1.0,3279.1924,9.06779e-07,1302351.8,10.0,1685.5212,240.78894,55140228.0,,55140228.0,4964.7134,55140228.0,0.052107606,,-237.03911,12900,0.19206062,1720.3354,4964.713621616163,1.8369423e-12
True,1,-36681416000000.0,492.24,130,4999.5894,-244.4317,,0.4189424,3636902,322754200000000.0,1.0,11678.549,10.0,17910.49291229248,24516616.0,-26557572.0,50.0,[ 0.024  0.632 -2.413 -2.014],50,-1.0,1109.477,50.0,15800484000.0,10.0,3811.9119,544.5589,1.0,,1.0,4921.389,1.0,632.4755,,-244.4317,12950,1908.5361,3890.1123,4921.389178183989,0.061857097
True,2,-inf,493.78,130,4999.5645,-251.26082,,0.4189424,3661591,inf,1.0,4159.7964,10.0,18126.334646463394,2473649200.0,-inf,8.559456e-05,[-0.022  0.73  -2.475 -2.005],50,-1.0,3699.4312,8.559456e-05,2473649200.0,10.0,1236.8489,256.79388,584149.25,,584149.25,4936.28,584149.25,98.9753,,-247.96698,13000,585.34125,1300.1333,4936.279996500933,3.2125416e-12
True,1,-3.142867e+19,481.34,131,4999.591,-240.14006,,0.4189424,3685658,2.3714031e+26,1.0,33423.773,10.0,18316.58198785782,23744536.0,-25785494.0,50.0,[-0.022  0.73  -2.475 -2.005],50,-1.0,,50.0,17184039000.0,10.0,4811.4346,771.12537,1.0,,1.0,4811.4346,1.0,687.8244,,-240.14006,13050,4677.039,4999.591,4811.43453934528,0.681088
True,2,-inf,422.14,131,4999.5234,-247.49753,,0.4189424,3706765,inf,1.0,8.411313,10.0,18487.967010498047,13000146.0,-inf,9.337205e-06,[-0.082  0.733 -2.474 -1.989],50,-1.0,2309.4648,9.337205e-06,13000146.0,10.0,1904.3693,816.068,5354922.0,,5354922.0,4213.834,5354922.0,0.520179,,-245.69778,13100,1.6275922,2690.0586,4213.834039575848,4.662223e-10
True,1,-1.5847896e+19,422.62,132,4999.5273,-229.21512,,0.4189424,3727896,6.030019e+25,1.0,358714.9,10.0,18661.703310489655,18662248.0,-20703148.0,50.0,[-0.082  0.733 -2.474 -1.989],50,-1.0,2319.7651,50.0,175243020000.0,10.0,1899.8655,925.7245,1.0,,1.0,4219.6304,1.0,17043.682,,-229.21512,13150,54185.637,2679.7622,4219.630619190156,0.16554828
True,2,-inf,486.94,132,4999.537,-253.25504,,0.4189424,3752243,inf,1.0,563.225,10.0,18881.14190220833,283829380.0,-inf,1.7974554e-06,[-0.02   0.743 -2.476 -1.989],50,-1.0,9.983346,1.7974553e-06,283829380.0,10.0,4858.0986,727.1168,27817104.0,,27817104.0,4868.0825,27817102.0,11.463751,,-249.50522,13200,78.82609,4989.5537,4868.082009630068,7.141151e-07
True,1,-2342054800000000.0,483.86,133,4999.6074,-244.75626,,0.4189424,3776436,1.3147255e+18,1.0,4635022.5,10.0,19088.831422805786,23956134.0,-25997104.0,50.0,[-0.02   0.743 -2.476 -1.989],50,-1.0,19.96283,50.0,1904718200000.0,10.0,4817.082,747.7502,1.0,,1.0,4837.045,1.0,92820.95,,-244.75626,13250,648886.06,4979.6445,4837.0447791460865,0.21025206
True,2,-32717041000000.0,483.76,133,4999.5576,-245.925,,0.4189424,3800624,256981010000000.0,1.0,777.0837,10.0,19279.49545955658,549526200.0,-127092646000000.0,1.1907871,[ 0.028  0.777 -2.473 -1.969],50,-1.0,509.67313,1.1907871,450108400.0,10.0,4326.61,801.8692,41.989033,,41.989033,4836.283,41.989033,18.014927,,-241.34106,13300,108.95365,4489.8843,4836.283242307226,0.001117875
True,1,-2452286000000000.0,471.7,134,4999.57,-270.98798,,0.4189424,3824209,1.4437484e+18,1.0,15984.621,10.0,19484.963445425034,23444680.0,-25485620.0,50.0,[ 0.034  0.739 -2.474 -1.994],50,-1.0,,50.0,32158520000.0,10.0,4715.396,1099.874,1.0,,1.0,4715.396,1.0,1287.6201,,-270.98798,13350,3018.7966,4999.57,4715.3958874938435,0.011100525
True,2,-inf,468.58,134,4999.505,-254.0699,,0.4189424,3847638,inf,1.0,17372.336,10.0,19671.525619745255,8758400000.0,-inf,3.7396712e-05,[ 0.039  0.849 -2.494 -1.94 ],50,-1.0,,3.7396712e-05,8758400000.0,10.0,4683.491,1041.1315,1337015.9,,1337015.9,4683.491,1337015.9,350.47018,,-252.05457,13400,2431.775,4999.505,4683.491384454987,3.2200225e-14
True,1,-78335320000.0,498.54,135,4999.54,-245.28732,,0.4189424,3872565,1433457400.0,1.0,739.8032,10.0,19839.747882843018,24850560.0,-26891478.0,50.0,[ 0.039  0.849 -2.494 -1.94 ],50,-1.0,4298.929,50.0,1066041200.0,10.0,685.1384,98.132935,1.0,,1.0,4984.068,1.0,42.923862,,-245.28732,13450,117.62395,700.61084,4984.067598091496,0.01542002
True,2,-2.7890148e+17,478.06,135,4999.558,-256.47556,,0.4189424,3896468,1.8675252e+22,1.0,59.2585,10.0,20014.97157406807,62055190.0,-2.7890148e+17,0.10451834,[ 0.065  0.734 -2.509 -1.903],50,-1.0,9.980383,0.10451835,62055190.0,10.0,4769.1133,942.52563,478.38492,,478.38492,4779.0938,478.38495,2.9383206,,-252.4694,13500,10.010816,4989.5776,4779.093585081398,1.6046735e-06
True,1,-1133705600000.0,470.26,136,4999.4443,-250.54405,,0.4189424,3919981,296758600000.0,1.0,31893.188,10.0,20204.911178827286,23004356.0,-25045192.0,50.0,[ 0.065  0.734 -2.509 -1.903],50,-1.0,229.81271,50.0,21975024000.0,10.0,4470.452,954.9177,1.0,,1.0,4700.2646,1.0,881.7761,,-250.54405,13550,4497.104,4769.632,4700.264908049237,0.009781838
True,2,-1.0693216e+16,419.62,136,4999.35,-240.60007,,0.4189424,3940962,2.7457042e+19,1.0,77.972305,10.0,20362.819798231125,117423110.0,-1.0693216e+16,0.15260595,[ 0.168  0.707 -2.494 -1.967],50,-1.0,9.979732,0.15260595,117423110.0,10.0,4181.7603,1371.7249,327.6412,,327.6412,4191.7397,327.6412,4.743768,,-234.75238,13600,14.571627,4989.3706,4191.739584037474,8.332279e-06
True,1,-4.745723e+17,457.68,137,4999.3335,-253.39282,,0.4189424,3963846,5.408128e+22,1.0,284634.16,10.0,20522.215444803238,21854452.0,-23895196.0,50.0,[ 0.168  0.707 -2.494 -1.967],50,-1.0,1009.58575,50.0,342178140000.0,10.0,3563.8696,968.4848,1.0,,1.0,4573.455,1.0,15543.479,,-253.39282,13650,46522.074,3989.7478,4573.455196386351,0.15984398
True,2,-inf,448.2,137,4999.4805,-250.80399,,0.4189424,3986256,inf,1.0,44.49241,10.0,20691.490020275116,32627740.0,-inf,2.3082877e-05,[ 0.117  0.802 -2.505 -1.905],50,-1.0,279.8585,2.3082877e-05,32627740.0,10.0,4198.689,1256.4972,2166107.8,,2166107.8,4478.5474,2166107.8,1.4052397,,-242.65303,13700,6.5159636,4719.622,4478.547115941888,9.193638e-11
True,1,-6.655001e+18,479.02,138,4999.366,-238.41585,,0.4189424,4010207,1.0634759e+25,1.0,291135.2,10.0,20849.287450790405,23476798.0,-25517572.0,50.0,[ 0.117  0.802 -2.505 -1.905],50,-1.0,959.56116,50.0,647881750000.0,10.0,3828.3381,743.5216,1.0,,1.0,4787.899,1.0,27046.53,,-238.41585,13750,67754.43,4039.8052,4787.898792069795,0.36128184
True,2,-inf,467.16,138,4999.5454,-249.50375,,0.4189424,4033565,inf,1.0,139.60034,10.0,21019.978168964386,24076378.0,-inf,2.7610336e-06,[ 0.118  0.697 -2.518 -1.97 ],50,-1.0,209.8793,2.7610336e-06,24076378.0,10.0,4459.5273,1050.2197,18109160.0,,18109160.0,4669.4067,18109160.0,3.825312,,-236.74365,13800,20.10637,4789.666,4669.406870519341,8.740354e-13
True,1,-8.747676e+21,475.52,139,4999.553,-250.72711,,0.4189424,4057341,1.8371806e+31,1.0,478854800.0,10.0,21189.101503133774,23297552.0,-25338478.0,50.0,[ 0.118  0.697 -2.518 -1.97 ],50,-1.0,1059.7269,50.0,299206850000000.0,10.0,3692.882,842.7684,1.0,,1.0,4752.609,1.0,12135639.0,,-250.72711,13850,67677080.0,3939.8262,4752.60918192494,0.054346014
True,2,-inf,241.56,139,4999.351,-237.0248,,0.4189424,4069419,inf,1.0,0.64576185,10.0,21267.520683526993,286805.3,-inf,3.239591e-05,[ 0.329  0.695 -2.566 -2.097],50,-1.0,209.82071,3.239591e-05,286805.3,10.0,2196.3057,1585.2037,1543404.6,,1543404.6,2406.1265,1543404.6,0.03508478,,-232.6267,13900,0.10233179,4789.5303,2406.1264253050526,4.447594e-07
True,1,-12589654000000.0,245.88,140,4999.186,-205.79904,,0.4189424,4081713,38057265000000.0,1.0,1501.4379,10.0,21338.28889131546,8429610.0,-10470212.0,50.0,[ 0.329  0.695 -2.566 -2.097],50,-1.0,229.77428,50.0,1218091900.0,10.0,2219.097,1559.6923,1.0,,1.0,2448.871,1.0,97.10811,,-205.79904,13950,259.63776,4769.4116,2448.871067051792,0.36637813
True,2,-1.921948e+22,415.8,140,4999.3613,-254.5475,,0.4189424,4102503,8.869853e+31,1.0,626.80994,10.0,21449.955428361893,351468860.0,-1.921948e+22,0.0018896441,[ 0.231  0.633 -2.606 -2.126],50,-1.0,259.81027,0.0018896441,351468860.0,10.0,3893.3638,1378.9886,26460.01,,26460.01,4153.174,26460.01,15.257101,,-248.7668,14000,87.89711,4739.5513,4153.173987106816,4.6902086e-11
True,1,-5.6464414e+23,426.48,141,4999.4404,-242.6469,,0.4189424,4123827,7.6551786e+34,1.0,27541240.0,10.0,21589.64182281494,20022436.0,-22063264.0,50.0,[ 0.231  0.633 -2.606 -2.126],50,-1.0,279.7857,50.0,14844830000000.0,10.0,3980.5837,1368.095,1.0,,1.0,4260.3696,1.0,673328.9,,-242.6469,14050,3854932.5,4719.655,4260.3697200354145,0.37012038
True,2,-inf,490.06,141,4999.5977,-368.75516,,0.4189424,4148330,inf,1.0,2.0224612,10.0,21750.285160541534,1503476.6,-inf,,[ 0.003  0.686 -2.671 -2.183],50,-1.0,19.961811,,1503476.6,10.0,4879.781,697.1116,inf,,inf,4899.7427,inf,0.08602531,,-247.74207,14100,0.35401586,4979.6357,4899.742856082427,
True,1,-8215376000000.0,500.0,142,4999.625,-255.62004,,0.4189424,4173330,16167771000000.0,1.0,8197.35,10.0,21882.62237238884,24993116.0,-27034100.0,50.0,[ 0.003  0.686 -2.671 -2.183],50,-1.0,4998.7607,50.0,8945418000.0,10.0,0.5508789,0.20315295,1.0,,1.0,4999.3115,1.0,357.95007,,-255.62004,14150,1210.416,0.8642578,4999.311647147313,0.03206167
True,2,-1.05707495e+18,491.34,142,4999.5913,-238.77122,,0.4189424,4197897,2.6826545e+23,1.0,179.086,10.0,22025.870082378387,100160920.0,-1.05707495e+18,0.029177237,[ 0.035  0.647 -2.656 -2.296],50,-1.0,659.44214,0.029177237,100160920.0,10.0,4253.099,607.5856,1713.6647,,1713.6647,4912.541,1713.6647,4.007273,,-235.67465,14200,25.068668,4340.1494,4912.541489035572,2.0527912e-07
True,1,-22177350000000.0,500.0,143,4999.533,-258.43982,,0.4189424,4222897,117937870000000.0,1.0,24121.309,10.0,22136.886882305145,24992306.0,-27033216.0,50.0,[ 0.035  0.647 -2.656 -2.296],50,-1.0,4998.3184,50.0,13768958000.0,10.0,0.9121582,0.22147022,1.0,,1.0,4999.2305,1.0,550.93146,,-258.43982,14250,3373.2146,1.2148438,4999.230492816488,0.06562186
True,2,-1.8359496e+22,492.0,143,4999.572,-256.51108,,0.4189424,4247497,8.0924735e+31,1.0,9128451000.0,10.0,22277.807611703873,199057870.0,-1299505600000.0,2.428177,[ 0.101  0.705 -2.65  -2.386],50,-1.0,989.5469,2.428177,5051238600000000.0,10.0,3929.3938,561.34204,20.59158,,20.59158,4918.9404,20.59158,202198200.0,,-255.03275,14300,1280886400.0,4010.025,4918.940684697426,0.3216643
True,1,-347152150000.0,265.22,144,4999.5845,-230.51797,,0.4189424,4260758,28819782000.0,1.0,4597.104,10.0,22362.91141653061,8070420.0,-10111349.0,50.0,[-0.119  0.588 -2.674 -2.377],50,-1.0,1259.7965,50.0,680667460.0,10.0,1383.0833,1041.9244,1.0,,1.0,2642.8796,1.0,157.15651,,-230.51797,14350,646.64795,3739.788,2642.87972647519,0.051971395
True,2,-6.981555e+19,338.44,144,4999.508,-244.00026,,0.4189424,4277680,1.1702713e+27,1.0,11.237605,10.0,22446.784507513046,1164964.5,-6.981555e+19,0.00742927,[-0.077  0.632 -2.671 -2.365],50,-1.0,9.979927,0.00742927,1164964.5,10.0,3365.2039,1101.6031,6730.136,,6730.136,3375.184,6730.136,0.29882795,,-238.48898,14400,1.5828388,4989.528,3375.183955157877,1.6689748e-10
True,1,-2.1000099e+18,372.72,145,4999.579,-226.15335,,0.4189424,4296316,1.0587663e+24,1.0,207966.55,10.0,22527.303133249283,14845990.0,-16886924.0,50.0,[-0.077  0.632 -2.671 -2.365],50,-1.0,1779.5486,50.0,91838120000.0,10.0,1940.0033,1005.44696,1.0,,1.0,3719.5518,1.0,9809.111,,-226.15335,14450,40350.566,3220.0305,3719.5519571054374,0.020263668
True,2,-inf,496.22,145,4999.5996,-251.27396,,0.4189424,4321127,inf,1.0,959.27747,10.0,22602.20579481125,480057300.0,-inf,9.870921e-09,[-0.015  0.625 -2.67  -2.367],50,-1.0,4119.24,9.870921e-09,480057300.0,10.0,841.71716,167.22197,5065383400.0,,5065383400.0,4960.9575,5065383400.0,21.729576,,-244.62755,14500,135.04185,880.3594,4960.957472720667,8.512619e-12
True,1,-4.3411204e+19,486.78,146,4999.658,-260.68704,,0.4189424,4345466,4.524115e+26,1.0,4290359.5,10.0,22672.603285312653,24138038.0,-26179046.0,50.0,[-0.015  0.625 -2.67  -2.367],50,-1.0,349.78186,50.0,1640458000000.0,10.0,4516.77,674.325,1.0,,1.0,4866.552,1.0,94248.87,,-260.68704,14550,600445.56,4649.8765,4866.551643576478,0.29263744
True,2,-4791451000000.0,490.02,146,4999.595,-248.2238,,0.4189424,4369967,5511692400000.0,1.0,1.1077101,10.0,22758.029180049896,6856520.0,-5469444000000.0,3.1377783,[ 0.043  0.632 -2.667 -2.343],50,-1.0,,3.1377783,5954485.5,10.0,4899.2754,699.8966,15.934842,,15.934842,4899.2754,15.934842,0.25808406,,-246.10756,14600,0.33179346,4999.595,4899.275603354608,0.00091060274
True,1,-915097000000000.0,496.7,147,4999.583,-239.82588,,0.4189424,4394802,2.0098818e+17,1.0,135526.84,10.0,22865.957740068436,24715762.0,-26756708.0,50.0,[ 0.044  0.623 -2.665 -2.354],50,-1.0,3338.9834,50.0,126359720000.0,10.0,1627.0747,232.43935,1.0,,1.0,4966.058,1.0,5058.0435,,-239.82588,14650,19999.37,1660.5996,4966.0582078167845,0.52295786
True,2,-inf,459.98,147,4999.6953,-264.30182,,0.4189424,4417801,inf,1.0,23.527561,10.0,22942.327995061874,13078074.0,-inf,6.737446e-15,[-0.018  0.517 -2.682 -2.373],50,-1.0,,6.737446e-15,13078074.0,10.0,4597.44,1120.3558,7421209600000000.0,,7421209600000000.0,4597.44,7421209600000000.0,0.5716244,,-260.2676,14700,3.293576,4999.6953,4597.440229137058,1.9789895e-23
True,1,-3.6819402e+23,474.44,148,4999.6245,-240.33545,,0.4189424,4441523,3.2545813e+34,1.0,41732196.0,10.0,23006.358291864395,23001328.0,-25042308.0,50.0,[-0.018  0.517 -2.682 -2.373],50,-1.0,1739.7496,50.0,25925553000000.0,10.0,3002.0771,718.6154,1.0,,1.0,4741.8267,1.0,1213858.0,,-240.33545,14750,6162531.5,3259.875,4741.826621216116,0.13693057
True,2,-2.2225889e+16,490.04,148,4999.618,-241.05061,,0.4189424,4466025,1.1859384e+20,1.0,7.7761073,10.0,23064.71746611595,9896520.0,-2.2225889e+16,0.33874375,[ 0.033  0.551 -2.687 -2.384],50,-1.0,9.981018,0.33874375,9896520.0,10.0,4889.5024,698.5004,147.6042,,147.6042,4899.4834,147.6042,0.41397476,,-237.64691,14800,1.168191,4989.637,4899.483549600763,0.0011055596
True,1,-2.672167e+23,490.04,149,4999.591,-238.44374,,0.4189424,4490527,1.7142757e+34,1.0,50828.484,10.0,23115.551451206207,24493232.0,-26534186.0,50.0,[ 0.033  0.551 -2.687 -2.384],50,-1.0,9.980344,50.0,41753350000.0,10.0,4889.542,698.50604,1.0,,1.0,4899.523,1.0,1670.8942,,-238.44374,14850,7131.568,4989.6104,4899.522651539927,0.30452704
