TimeElapsed,EpisodesSoFar,Penalization,StdIW,MeanEntropy,MinTargetPdf,MeanIW,TimestepsSoFar,InitialBound,Bound,InitialReturnStd,Weights,EpLenMean,LearnableVariance,OptimizationReturnMin,Inner Iteration,OptimizationReturnMean,MaxIW,MinBehavPdf,StdWReturnMean,Epsilon,InitialReturnMean,EmpiricalD2Harmonic,EmpiricalD2Arithmetic,InitialReturnMax,ReturnMeanIW,MinIW,MeanD2-0,ESSRenyiHarmonic,EpRewMean,ReturnStepMaxmin,InitialReturnMin,OptimizationReturnMax,WReturnMean,Iteration,VarianceInitializer,DivergenceHarmonic,ESSRenyiArithmetic,ReturnStepMax,EpThisIter
2.265273094177246,50,True,48083.875,0.4189424,-17.212978,7594.073,411,-12786.754,-123576000000000.0,53.666485,[ 0.  0.  0. -0.],8.22,,,1,62.17763,343864.2,-17.212978,,1.0,72.16048,1.0,1.0,239.91081,36722696.0,0.12485781,1.0,50.0,72.16047454200626,9.999999,9.982842,229.92796,8087.2256,1,-1.0,6.914488e+20,50.0,9.999999,50
5.655269622802734,100,True,4125.0684,0.4189424,-17.011898,589.71655,932,-10440768000000.0,-9832739000000.0,60.847603,[ 0.005 -0.235 -0.105 -0.429],10.42,,,2,84.14808,29465.197,-12.312538,,1.0,94.13046,106.00215,106.00216,309.88428,3769080.8,5.2891137e-05,106.00216,0.47168854,94.1304623140619,9.999998,9.982389,299.9019,4448787.0,1,-1.0,1.5726851e+18,0.4716885,9.999998,50
6.412296772003174,150,True,498949.78,0.4189424,-14.726917,114362.99,1617,-30613.037,-3.739292e+17,78.39855,[-0.015 -0.294 -0.086 -0.394],13.7,,,1,126.92815,3022695.2,-14.726917,,1.0,126.92815,1.0,1.0,319.90472,1107318800.0,0.15541176,1.0,50.0,126.92814171815216,9.999991,,319.90472,22257.084,2,-1.0,2.0025686e+27,50.0,9.999991,50
7.006105661392212,200,True,1.3174272,0.4189424,-50.21736,0.28871852,2617,-inf,-inf,118.30779,[-0.305 -0.27  -0.495 -1.259],20.0,,,2,169.92162,9.373302,-32.21619,,1.0,189.88373,4919626600000.0,4919626600000.0,559.8312,5825.5713,2.3140964e-16,4919626600000.0,1.0163373e-11,189.8837567259218,9.999994,19.962128,539.869,5825.5713,2,-1.0,inf,1.0163373e-11,9.999994,50
7.585107326507568,250,True,15141.217,0.4189424,-24.149044,2176.5444,3606,-75862.625,-3248296700.0,110.59803,[-0.305 -0.27  -0.495 -1.259],19.78,,,1,137.75734,108164.414,-24.149044,,1.0,187.67387,1.0,1.0,589.8645,330248030.0,0.16701607,1.0,50.0,187.67386079190203,9.999997,49.91652,539.948,47453.402,3,-1.0,10550362000.0,50.0,9.999997,50
8.142938137054443,300,True,17447.88,0.4189424,-21.454224,5677.7114,4516,-21050660000.0,-1628119000000000.0,84.07039,[-0.685 -0.395 -0.524 -0.962],18.2,,,2,141.93907,91590.875,-19.044619,,1.0,171.89197,15.981921,15.981922,459.88953,530457000.0,0.629351,15.981922,3.128535,171.89197851105374,9.999999,29.952917,429.9366,173834.56,3,-1.0,8.888924e+21,3.1285348,9.999999,50
9.225076913833618,350,True,25.465807,0.4189424,-72.97031,13.701294,8229,-894066.5,-60947497000.0,353.1534,[-0.283  0.407 -0.694 -1.369],74.26,,,1,702.3947,170.43716,-72.97031,,1.0,732.35486,1.0,1.0,1689.2935,11260734.0,0.006263279,1.0,50.0,732.3548681132961,10.0,29.960155,1659.3333,661060.94,4,-1.0,68394650000.0,50.0,10.0,50
10.145656108856201,400,True,21.35964,0.4189424,-94.58055,5.6837068,12033,-1.9628407e+19,-1.9628407e+19,398.90237,[-0.177  0.345 -0.701 -1.39 ],76.08,,,2,750.52734,109.98208,-91.07148,,1.0,750.52734,3639.7454,3639.7454,2229.6099,4064494.8,3.2475518e-09,3639.7454,0.013737225,750.5274132782824,9.999998,,2229.6099,4064494.8,4,-1.0,2.3385458e+27,0.013737225,9.999998,50
11.26801323890686,450,True,46031.51,0.4189424,-80.19198,12324.1,16318,-1301663.2,-7.4837837e+22,463.1158,[-0.177  0.345 -0.701 -1.39 ],85.7,,,1,816.7678,265405.38,-80.19198,,1.0,846.71704,1.0,1.0,2129.4805,29124510000.0,0.052821252,1.0,50.0,846.7170228511834,10.0,29.949173,2099.5312,931405.9,5,-1.0,4.085442e+34,50.0,10.0,50
12.202546834945679,500,True,0.27959934,0.4189424,-91.83887,0.13563947,19310,-inf,-inf,440.7808,[-0.062  0.384 -0.713 -1.417],59.84,,,2,568.1506,0.9364514,-83.10914,,1.0,588.11487,878437.6,878437.6,2149.6895,23690.938,2.6148934e-08,878437.6,5.6919238e-05,588.1148267208205,9.999997,19.964237,2129.725,23690.938,5,-1.0,inf,5.6919238e-05,9.999997,50
