MinBehavPdf,TimestepsSoFar,Weights,LearnableVariance,MeanD2-0,MinTargetPdf,EpLenMean,Penalization,InitialReturnMax,EmpiricalD2Arithmetic,Inner Iteration,WReturnMean,EpRewMean,MaxIW,EmpiricalD2Harmonic,ESSRenyiArithmetic,EpisodesSoFar,ESSRenyiHarmonic,EpThisIter,DivergenceHarmonic,InitialBound,VarianceInitializer,MinIW,StdWReturnMean,ReturnMeanIW,InitialReturnStd,Bound,MeanIW,InitialReturnMean,Iteration,StdIW,MeanEntropy,ReturnStepMaxmin,ReturnStepMax,TimeElapsed,InitialReturnMin
-75.63806,47894,[-0.125  0.255 -0.808 -1.447],,1.0,-75.63806,78.85,True,1749.772,1.0,1,758180.94,778.2411044559474,381407.47,1.0,100.0,1100,100.0,100,8.733594e+19,-934949.1,-1,0.075678825,,10850927000.0,390.54028,-1651968200000000.0,6550.502,778.24115,11,39314.066,0.4189424,10.0,10.0,75.79221725463867,9.98027
-157.98517,57001,[-0.047  0.324 -0.827 -1.513],,1.0,-157.98517,91.07,True,4158.79,1.0,1,1326004.2,900.30379507475,15071.483,1.0,100.0,1200,100.0,100,1.6730308e+18,-2324567.2,-1,0.06480293,,1094622700.0,717.9536,-1291592900000000.0,255.89912,900.30383,12,1546.9133,0.4189424,9.999999,9.999999,87.4419412612915,9.983123
-133.39993,66827,[-0.084  0.251 -0.874 -1.595],,1.0,-133.39993,98.26,True,3558.2192,1.0,1,1264107.9,972.3036310061667,1200.7368,1.0,100.0,1300,100.0,100,6060260700000.0,-1995090.2,-1,0.09076212,,52930416.0,564.5649,-1799547100000.0,41.43101,972.3036,13,127.60883,0.4189424,10.0,10.0,97.3022952079773,39.946457
-165.29782,76365,[-0.026  0.27  -0.877 -1.606],,1.0,-165.29782,95.38,True,4149.2466,1.0,1,1435007.2,943.4008752127054,146.72383,1.0,100.0,1400,100.0,100,32157094000.0,-2428992.5,-1,0.08563603,,16732214.0,738.2426,-178261280000.0,9.803098,943.4009,14,16.958967,0.4189424,9.999999,9.999999,106.84054613113403,
-138.94539,84690,[-0.073  0.235 -0.893 -1.62 ],,1.0,-138.94539,83.25,True,2829.1736,1.0,1,987514.7,822.2414726170831,620.91266,1.0,100.0,1500,100.0,100,104211980000.0,-1449640.6,-1,0.0717533,,46303204.0,558.06244,-149228630000.0,49.191635,822.2416,15,103.14755,0.4189424,10.0,10.0,121.03683090209961,
-181.85269,97151,[-0.022  0.27  -0.899 -1.616],,1.0,-181.85269,124.61,True,4308.767,1.0,1,2195822.0,1235.6227420841797,3952.926,1.0,100.0,1600,100.0,100,2.3980057e+16,-3267707.0,-1,0.050809328,,345546880.0,817.96,-165985990000000.0,54.782085,1235.6227,16,395.41382,0.4189424,10.0,10.0,139.54108667373657,19.964382
-144.25586,107690,[-0.077  0.244 -0.913 -1.623],,1.0,-144.25586,105.39,True,3298.7905,1.0,1,1525961.6,1043.5486239249424,316.69235,1.0,100.0,1700,100.0,100,54856466000.0,-2154238.8,-1,0.026369188,,48833420.0,661.0355,-147199690000.0,31.564898,1043.5487,17,60.954834,0.4189424,9.999999,9.999999,152.5445520877838,
-135.78166,119277,[-0.016  0.254 -0.919 -1.632],,1.0,-135.78166,115.87,True,3539.005,1.0,1,1993087.0,1148.2577795176235,1087789.5,1.0,100.0,1800,100.0,100,2.3877357e+20,-2716197.0,-1,0.03534555,,68839080000.0,821.3349,-1.1173713e+16,12758.343,1148.2578,18,109047.24,0.4189424,10.0,10.0,172.700186252594,9.98315
-150.33679,130430,[-0.036  0.368 -0.962 -1.65 ],,1.0,-150.33679,111.53,True,3799.1055,1.0,1,1708815.1,1104.8405041031422,50.986675,1.0,100.0,1900,100.0,100,14601808000.0,-2542121.2,-1,0.017174738,,18587568.0,698.67206,-100713000000.0,6.668605,1104.8406,19,7.826301,0.4189424,10.0,10.0,189.98838090896606,
-189.572,142696,[-0.087  0.333 -0.97  -1.66 ],,1.0,-189.572,122.66,True,4528.1074,1.0,1,2082979.5,1216.1523385254568,3558.0896,1.0,100.0,2000,100.0,100,2251934100000.0,-3266772.0,-1,0.15959904,,171180670.0,777.14404,-1776611600000.0,142.2295,1216.1523,20,468.37866,0.4189424,10.0,10.0,205.45619082450867,39.92881
-133.05869,155085,[-0.034  0.366 -0.975 -1.655],,1.0,-133.05869,123.89,True,3378.8816,1.0,1,2165304.5,1228.4108718131813,3037.2485,1.0,100.0,2100,100.0,100,54975154000000.0,-2824460.5,-1,0.0037150057,,256544050.0,810.1304,-4887551000000.0,41.594986,1228.4109,21,305.1908,0.4189424,10.0,10.0,225.0506193637848,9.979952
-146.10602,167992,[-0.088  0.341 -0.986 -1.673],,1.0,-146.10602,129.07,True,3498.558,1.0,1,2184322.2,1280.2127850555103,4050518.5,1.0,100.0,2200,100.0,100,5.145448e+23,-2890998.2,-1,0.026676761,,496933770000.0,738.4969,-5.069085e+17,41686.34,1280.2128,22,402975.44,0.4189424,9.999999,9.999999,244.3337860107422,39.94411
-204.14793,181829,[-0.103  0.462 -1.016 -1.675],,1.0,-204.14793,138.37,True,4687.9756,1.0,1,2666702.0,1373.1899821971542,17805.486,1.0,100.0,2300,100.0,100,240618260000.0,-3935560.5,-1,0.06499207,,1282898600.0,883.77106,-623689660000.0,225.65297,1373.19,23,1807.9061,0.4189424,10.0,10.0,266.56206250190735,
-120.866745,194400,[-0.159  0.436 -1.03  -1.673],,1.0,-120.866745,125.71,True,2939.5376,1.0,1,1885275.2,1246.7036458860598,12848973.0,1.0,100.0,2400,100.0,100,2.1831661e+36,-2384160.0,-1,0.09296376,,145357500000.0,575.33057,-7.371244e+23,180557.36,1246.7036,24,1281189.1,0.4189424,9.999999,9.999999,281.97560358047485,
-198.67128,207256,[-0.037  0.427 -1.04  -1.699],,1.0,-198.67128,128.56,True,4999.04,1.0,1,2681769.2,1275.1689693344272,273.10272,1.0,100.0,2500,100.0,100,58159340000000.0,-4124600.5,-1,0.06874174,,64294330.0,1027.479,-11003349000000.0,9.716221,1275.169,25,34.7437,0.4189424,10.0,10.0,303.70066475868225,
-146.11072,221202,[-0.087  0.409 -1.058 -1.729],,1.0,-146.11072,139.46,True,3659.4712,1.0,1,2549451.0,1384.098791671867,7687.255,1.0,100.0,2600,100.0,100,285737800000000.0,-3322628.2,-1,0.001697263,,383486180.0,796.06647,-13069912000000.0,167.88567,1384.0989,26,821.09485,0.4189424,10.0,10.0,326.8944892883301,9.982058
-215.89925,234230,[-0.028  0.414 -1.066 -1.748],,1.0,-215.89925,130.28,True,4918.7812,1.0,1,2433203.0,1292.2652416150652,3025746.8,1.0,100.0,2700,100.0,100,1.2613472e+26,-3830077.0,-1,0.10707863,,91121970000.0,873.6438,-1.568815e+19,30581.322,1292.2651,27,301030.62,0.4189424,10.0,10.0,343.72397923469543,79.862274
-195.7983,249055,[-0.105  0.501 -1.095 -1.713],,1.0,-195.7983,148.25,True,4998.68,1.0,1,3057460.2,1472.0697963123446,1424.2684,1.0,100.0,2800,100.0,100,863496200.0,-4500085.0,-1,0.094405755,,240933260.0,943.6477,-42632580000.0,36.367,1472.0697,28,172.59465,0.4189424,10.0,10.0,365.13586950302124,9.980638
-162.62296,264286,[-0.162  0.517 -1.114 -1.706],,1.0,-162.62296,152.31,True,4998.3047,1.0,1,2878393.0,1512.7228804298354,1486.6879,1.0,100.0,2900,100.0,100,132234280.0,-4320801.0,-1,0.062769875,,127322330.0,768.1553,-16713902000.0,53.2466,1512.723,29,164.31497,0.4189424,10.0,10.0,387.4491844177246,49.91823
-177.23822,279560,[-0.115  0.555 -1.123 -1.694],,1.0,-177.23822,152.74,True,4468.6035,1.0,1,3155721.0,1516.8303844904838,718.2684,1.0,100.0,3000,100.0,100,175670580.0,-4308607.5,-1,0.04990191,,163250940.0,924.6332,-15443575000.0,31.51666,1516.8304,30,95.40074,0.4189424,10.0,10.0,408.24723768234253,
-189.35327,295029,[-0.161  0.547 -1.212 -1.768],,1.0,-189.35327,154.69,True,4448.3994,1.0,1,3031092.5,1536.4473903064531,25108.611,1.0,100.0,3100,100.0,100,8.3575937e+24,-4173577.0,-1,0.040540267,,4897006600.0,818.79285,-3.3028403e+18,862.25037,1536.4474,31,3385.2576,0.4189424,10.0,10.0,428.7993948459625,9.981934
-130.3039,306915,[-0.168  0.429 -1.225 -1.805],,1.0,-130.3039,118.86,True,2789.4575,1.0,1,1728280.9,1178.2904413185477,224055.42,1.0,100.0,3200,100.0,100,4.933784e+19,-2177524.0,-1,0.014077414,,9917938000.0,583.02026,-3155515700000000.0,7512.567,1178.2905,32,29471.342,0.4189424,10.0,10.0,442.10222601890564,9.982731
-179.47878,322946,[-0.119  0.525 -1.23  -1.743],,1.0,-179.47878,160.31,True,4258.714,1.0,1,3152350.2,1592.5699324872496,609506.0,1.0,100.0,3300,100.0,100,2.185016e+25,-4199478.5,-1,0.08114601,,86874010000.0,784.90204,-4.894672e+18,13510.512,1592.5698,33,72073.516,0.4189424,10.0,10.0,460.27488589286804,9.981396
-217.6821,341832,[-0.032  0.471 -1.266 -1.806],,1.0,-217.6821,188.86,True,4999.016,1.0,1,5574038.5,1878.0778640662957,10211.422,1.0,100.0,3400,100.0,100,2.2437081e+17,-7016860.0,-1,0.069486275,,2835487500.0,1430.6858,-683428950000000.0,255.17648,1878.078,34,1319.04,0.4189424,10.0,10.0,490.1079604625702,
-239.39394,357554,[ 0.019  0.434 -1.471 -1.678],,1.0,-239.39394,157.22,True,4998.611,1.0,1,4171103.0,1561.959136824771,20.99429,1.0,100.0,3500,100.0,100,21156357000000.0,-5613688.5,-1,0.30071524,,15035136.0,1315.8218,-6635283500000.0,3.0768309,1561.9592,35,2.425435,0.4189424,10.0,10.0,519.3796734809875,9.982195
-220.57854,383596,[-0.038  0.417 -1.49  -1.688],,1.0,-220.57854,260.42,True,4999.375,1.0,1,8951887.0,2594.6542511472635,351154.62,1.0,100.0,3600,100.0,100,1.7374854e+32,-10394921.0,-1,0.21971694,,63800940000.0,1489.8511,-1.9020912e+22,6515.9087,2594.6543,36,36686.105,0.4189424,10.0,10.0,561.4371945858002,
-227.09517,401192,[ 0.024  0.425 -1.497 -1.687],,1.0,-227.09517,175.96,True,4999.252,1.0,1,5037578.0,1749.4893682898412,8538.996,1.0,100.0,3700,100.0,100,2.4224027e+35,-6480535.0,-1,0.49497548,,3252381400.0,1406.0104,-7.1018675e+23,194.65515,1749.4893,37,882.3176,0.4189424,10.0,10.0,586.2417843341827,
-238.1937,422254,[-0.097  0.422 -1.527 -1.696],,1.0,-238.1937,210.62,True,4999.043,1.0,1,5505023.0,2095.898417942095,1189.6577,1.0,100.0,3800,100.0,100,2944633300000000.0,-6947861.5,-1,0.0516725,,541982140.0,1054.6244,-78294590000000.0,125.23164,2095.8987,38,233.12587,0.4189424,10.0,10.0,620.0361421108246,9.982361
-233.82765,449887,[-0.036  0.433 -1.533 -1.702],,1.0,-233.82765,276.33,True,4999.1455,1.0,1,10094906.0,2754.1326844687737,244846.38,1.0,100.0,3900,100.0,100,4.089662e+26,-11537809.0,-1,0.16882887,,105579995000.0,1584.1901,-2.9179286e+19,12242.53,2754.1328,39,34646.75,0.4189424,10.0,10.0,658.6118819713593,
-238.00407,470588,[ 0.024  0.446 -1.543 -1.696],,1.0,-238.00407,207.01,True,4998.912,1.0,1,6512670.0,2059.9893647028257,11853.052,1.0,100.0,4000,100.0,100,6.510931e+31,-7955433.0,-1,0.3361049,,4198968000.0,1506.3579,-1.164158e+22,410.5791,2059.9893,40,1661.6394,0.4189424,10.0,10.0,691.5959842205048,
-233.02695,491435,[-0.091  0.451 -1.577 -1.731],,1.0,-233.02695,208.47,True,4999.1216,1.0,1,5324544.0,2074.4467476947543,7023.5576,1.0,100.0,4100,100.0,100,937790940000000.0,-6767428.0,-1,0.07919131,,1442600700.0,1010.55176,-44186942000000.0,488.58374,2074.4468,41,1151.414,0.4189424,10.0,10.0,724.9602439403534,19.960007
-240.32536,520038,[-0.031  0.47  -1.579 -1.735],,1.0,-240.32536,286.03,True,4999.291,1.0,1,10964270.0,2851.413737494401,1416689.9,1.0,100.0,4200,100.0,100,9.2797854e+27,-12407258.0,-1,0.14959235,,266426500000.0,1683.3627,-1.3900332e+20,22998.56,2851.4138,42,151688.8,0.4189424,10.0,10.0,764.1038820743561,39.93024
-235.15929,539297,[ 0.03   0.476 -1.586 -1.729],,1.0,-235.15929,192.59,True,4999.0586,1.0,1,6131414.0,1916.1990056079758,7199.1187,1.0,100.0,4300,100.0,100,3.437342e+34,-7574260.5,-1,1.0892811,,1924068400.0,1568.3098,-2.675021e+23,157.64793,1916.1991,43,768.09143,0.4189424,10.0,10.0,784.389613866806,
-223.3577,564848,[-0.068  0.42  -1.638 -1.72 ],,1.0,-223.3577,255.51,True,4999.2915,1.0,1,7637524.5,2545.1842651094994,1813.0706,1.0,100.0,4400,100.0,100,4458546700000.0,-9080510.0,-1,0.11136795,,868025500.0,1076.8295,-3047731200000.0,158.40002,2545.1843,44,307.71375,0.4189424,10.0,10.0,809.6355516910553,749.7887
-233.46962,600455,[-0.017  0.422 -1.649 -1.754],,1.0,-233.46962,356.07,True,4999.4443,1.0,1,14868828.0,3553.4805043696974,17448.314,1.0,100.0,4500,100.0,100,5115291400000.0,-16311909.0,-1,0.044742025,,8028430300.0,1497.1989,-3271787300000.0,501.6014,3553.4807,45,2028.4513,0.4189424,10.0,10.0,856.6653921604156,9.9833145
-251.77078,626675,[ 0.014  0.466 -1.668 -1.728],,1.0,-251.77078,262.2,True,4999.2993,1.0,1,9640333.0,2613.209329441001,103.64703,1.0,100.0,4600,100.0,100,6.792496e+23,-11083324.0,-1,0.14888641,,97866400.0,1676.7439,-1.1892477e+18,6.9724483,2613.2095,46,11.520697,0.4189424,10.0,10.0,890.8068389892578,99.83267
-245.43373,658624,[-0.046  0.454 -1.677 -1.738],,1.0,-245.43373,319.49,True,4999.289,1.0,1,12388077.0,3186.281649818271,242607.55,1.0,100.0,4700,100.0,100,1.5186537e+25,-13831066.0,-1,0.18282908,,62845755000.0,1495.2214,-5.6232224e+18,6517.9355,3186.282,47,26738.38,0.4189424,10.0,10.0,930.0547125339508,
-251.40013,690150,[ 0.016  0.454 -1.685 -1.733],,1.0,-251.40013,315.26,True,4999.1807,1.0,1,12941337.0,3145.3574781992716,86.352264,1.0,100.0,4800,100.0,100,1.36460675e+26,-14384263.0,-1,0.10129341,,136927200.0,1745.8706,-1.6855467e+19,8.916961,3145.3574,48,11.703682,0.4189424,10.0,10.0,968.7491645812988,9.980588
-234.67258,721791,[-0.037  0.425 -1.696 -1.746],,1.0,-234.67258,316.41,True,4999.485,1.0,1,12034925.0,3155.539473637026,2982.96,1.0,100.0,4900,100.0,100,2971417200000.0,-13478027.0,-1,0.009497679,,1335936300.0,1441.352,-2488885000000.0,122.04798,3155.5393,49,352.01852,0.4189424,10.0,10.0,1012.2344117164612,359.71216
-247.58578,758541,[ 0.006  0.391 -1.698 -1.776],,1.0,-247.58578,367.5,True,4999.3433,1.0,1,16351793.0,3668.616072172919,6276.1177,1.0,100.0,5000,100.0,100,311649170000000.0,-17794816.0,-1,0.012292411,,1863219500.0,1700.8965,-25475930000000.0,113.68817,3668.616,50,638.8148,0.4189424,10.0,10.0,1067.3271446228027,19.959713
-233.37631,791945,[-0.034  0.43  -1.717 -1.758],,1.0,-233.37631,334.04,True,4999.3447,1.0,1,13439398.0,3331.8832761336685,28317.088,1.0,100.0,5100,100.0,100,1.2616335e+20,-14882419.0,-1,0.017632263,,13007372000.0,1529.0361,-1.6208115e+16,1244.3518,3331.8835,51,3439.6887,0.4189424,10.0,10.0,1113.821795463562,9.982945
-256.45844,826381,[ 0.018  0.415 -1.738 -1.78 ],,1.0,-256.45844,344.36,True,4999.35,1.0,1,14823380.0,3436.942465683389,234.26465,1.0,100.0,5200,100.0,100,7.5969987e+25,-16266406.0,-1,0.0084731,,235733740.0,1735.1676,-1.2577303e+19,13.240183,3436.9424,52,27.328892,0.4189424,10.0,10.0,1161.9888489246368,9.980899
-245.96376,857667,[-0.043  0.427 -1.745 -1.775],,1.0,-245.96376,312.86,True,4999.258,1.0,1,11622665.0,3119.408501919695,151121.92,1.0,100.0,5300,100.0,100,1.7353987e+29,-13065635.0,-1,0.06737514,,32335804000.0,1375.4836,-6.0110466e+20,4540.9795,3119.4082,53,16928.443,0.4189424,10.0,10.0,1211.1098232269287,
-236.92882,892968,[ 0.015  0.442 -1.751 -1.792],,1.0,-236.92882,353.01,True,4999.494,1.0,1,15415391.0,3523.6564262408815,248.31783,1.0,100.0,5400,100.0,100,4.1244155e+18,-16858500.0,-1,0.27157202,,191220400.0,1731.8304,-2930709300000000.0,11.167415,3523.6565,54,26.229126,0.4189424,10.0,10.0,1262.8753950595856,229.79463
-230.2617,925003,[-0.044  0.437 -1.767 -1.783],,1.0,-230.2617,320.35,True,4999.496,1.0,1,12245765.0,3195.124947001717,72886.25,1.0,100.0,5500,100.0,100,2.623612e+27,-13688873.0,-1,0.052897878,,31552373000.0,1427.2148,-7.391654e+19,5061.4688,3195.1248,55,11929.784,0.4189424,10.0,10.0,1320.1590564250946,9.980244
-235.90445,958159,[ 0.017  0.45  -1.769 -1.779],,1.0,-235.90445,331.56,True,4999.5693,1.0,1,14076013.0,3308.5596579522958,149912380.0,1.0,100.0,5600,100.0,100,5.366002e+33,-15519164.0,-1,0.75777227,,26526690000000.0,1769.0244,-1.0571339e+23,1599624.5,3308.5593,56,14915791.0,0.4189424,10.0,10.0,1370.6900973320007,29.95371
-237.37251,988857,[-0.041  0.375 -1.815 -1.846],,1.0,-237.37251,306.98,True,4999.3125,1.0,1,10788909.0,3060.4802625764128,11519.968,1.0,100.0,5700,100.0,100,1.549256e+35,-12231910.0,-1,0.024952896,,9933463000.0,1192.6316,-5.6796498e+23,1141.0333,3060.4802,57,2296.4468,0.4189424,10.0,10.0,1403.6566472053528,319.73816
-236.3245,1028984,[ 0.018  0.364 -1.816 -1.864],,1.0,-236.3245,401.27,True,4999.541,1.0,1,18292298.0,4007.723413885438,1544.944,1.0,100.0,5800,100.0,100,1.549742e+30,-19735438.0,-1,0.27107525,,1434170600.0,1493.4696,-1.7965087e+21,66.32872,4007.7234,58,197.85043,0.4189424,10.0,10.0,1453.2227427959442,39.928833
-232.46631,1056591,[-0.043  0.357 -1.825 -1.856],,1.0,-232.46631,276.07,True,4999.4736,1.0,1,9395200.0,2751.514058742855,11611.384,1.0,100.0,5900,100.0,100,6.60011e+18,-10838292.0,-1,0.025445048,,3514868000.0,1350.6925,-3707352700000000.0,384.74594,2751.5142,59,1491.9434,0.4189424,10.0,10.0,1492.3531484603882,
-239.75816,1098664,[ 0.01   0.337 -1.826 -1.883],,1.0,-239.75816,420.73,True,4999.458,1.0,1,19652460.0,4203.025174683234,1390.9781,1.0,100.0,6000,100.0,100,3.25079e+18,-21095554.0,-1,0.035741735,,1623730800.0,1409.6239,-2601836000000000.0,71.68814,4203.025,60,181.22731,0.4189424,10.0,10.0,1539.3306484222412,
-224.766,1127819,[-0.03   0.306 -1.844 -1.914],,1.0,-224.766,291.55,True,4999.466,1.0,1,10524165.0,2906.8268680376946,52.684692,1.0,100.0,6100,100.0,100,47904748.0,-11967252.0,-1,0.10811625,,50412876.0,1440.3202,-10038351000.0,8.171743,2906.8271,61,10.738657,0.4189424,10.0,10.0,1587.172429561615,419.71542
-251.19894,1166934,[ 5.248e-04  3.125e-01 -1.844e+00 -1.914e+00],,1.0,-251.19894,391.15,True,4999.5967,1.0,1,17484744.0,3905.8921328731644,142650690.0,1.0,100.0,6200,100.0,100,2.7699165e+30,-18927914.0,-1,0.049793143,,22860561000000.0,1492.9004,-2.4018322e+21,1759969.1,3905.8918,62,14260901.0,0.4189424,10.0,10.0,1636.608983039856,419.86554
-236.08311,1199545,[ 0.057  0.322 -1.86  -1.933],,1.0,-236.08311,326.11,True,4999.4053,1.0,1,13478435.0,3253.6655063588587,2014.9867,1.0,100.0,6300,100.0,100,21582709000.0,-14921490.0,-1,0.17964612,,802093440.0,1700.6165,-212798780000.0,57.905067,3253.666,63,218.02994,0.4189424,10.0,10.0,1676.251066684723,9.980548
-248.27676,1240789,[ 0.007  0.287 -1.87  -1.938],,1.0,-248.27676,412.44,True,4999.5273,1.0,1,19241014.0,4119.813781811808,1615690.2,1.0,100.0,6400,100.0,100,1.5293801e+29,-20684146.0,-1,0.092269525,,427317500000.0,1506.0377,-5.6435842e+20,36723.527,4119.814,64,173555.83,0.4189424,10.0,10.0,1726.2950792312622,19.965946
-228.03653,1273317,[ 0.061  0.319 -1.874 -1.942],,1.0,-228.03653,325.28,True,4999.418,1.0,1,13484005.0,3245.3157701657406,93.00505,1.0,100.0,6500,100.0,100,89445080000.0,-14927068.0,-1,0.07974181,,149780030.0,1718.1184,-431725020000.0,12.275193,3245.316,65,15.299148,0.4189424,10.0,10.0,1766.091567993164,9.979916
-258.46445,1316796,[ 0.003  0.314 -1.884 -1.963],,1.0,-258.46445,434.79,True,4999.432,1.0,1,20070962.0,4343.354136125999,779300700.0,1.0,100.0,6600,100.0,100,4.3357544e+33,-21514042.0,-1,0.062194027,,195515230000000.0,1098.2883,-9.5019575e+22,7849915.0,4343.354,66,77534056.0,0.4189424,10.0,10.0,1808.6227869987488,609.7147
-227.03871,1346438,[ 0.063  0.3   -1.884 -1.956],,1.0,-227.03871,296.42,True,4999.4736,1.0,1,11786676.0,2955.950606021149,2224.8806,1.0,100.0,6700,100.0,100,14991180000000.0,-13229769.0,-1,0.280475,,975321200.0,1746.1478,-5588324500000.0,58.439064,2955.9502,67,235.72676,0.4189424,10.0,10.0,1842.9817583560944,
-240.68227,1389442,[ 0.014  0.335 -1.895 -1.943],,1.0,-240.68227,430.04,True,4999.3447,1.0,1,20499376.0,4297.018051000315,76718.2,1.0,100.0,6800,100.0,100,166649550000000.0,-21942404.0,-1,0.024893569,,55566045000.0,1426.5381,-18683626000000.0,2449.6162,4297.0176,68,9133.755,0.4189424,10.0,10.0,1877.109074831009,
-247.17401,1431781,[-1.881e-03  2.950e-01 -1.993e+00 -1.717e+00],,1.0,-247.17401,423.39,True,4999.508,1.0,1,19528432.0,4229.294491969817,411.41083,1.0,100.0,6900,100.0,100,10385414000.0,-20971554.0,-1,0.053860594,,365147840.0,1281.2108,-147428950000.0,27.19089,4229.2944,69,67.63498,0.4189424,10.0,10.0,1922.1621112823486,19.966816
-244.91698,1474974,[ 0.029  0.291 -1.992 -1.718],,1.0,-244.91698,431.93,True,4999.3867,1.0,1,20613690.0,4315.856744277589,4327.22,1.0,100.0,7000,100.0,100,3.7927835e+30,-22056744.0,-1,0.19808094,,3377179400.0,1409.6354,-2.810295e+21,142.04874,4315.857,70,482.31323,0.4189424,10.0,10.0,1974.023683309555,19.960222
-235.8467,1501994,[-0.032  0.301 -1.998 -1.718],,1.0,-235.8467,270.2,True,4999.4746,1.0,1,9092593.0,2692.741066219165,64865.953,1.0,100.0,7100,100.0,100,4.897251e+28,-10535685.0,-1,0.093407035,,19298316000.0,1357.1068,-3.1934803e+20,2818.163,2692.741,71,7846.6436,0.4189424,10.0,10.0,2006.0494327545166,
-239.0541,1545966,[ 0.026  0.321 -1.999 -1.71 ],,1.0,-239.0541,439.72,True,4999.466,1.0,1,21122434.0,4393.610342821918,250.34178,1.0,100.0,7200,100.0,100,4.1304364e+21,-22565534.0,-1,0.29246783,,539830340.0,1348.563,-9.274372e+16,24.689564,4393.6104,72,43.16885,0.4189424,10.0,10.0,2063.092794895172,
