EmpiricalD2Arithmetic,MaxIW,ESSRenyiHarmonic,EpRewMean,DivergenceHarmonic,InitialReturnMax,ESSRenyiArithmetic,EmpiricalD2Harmonic,TimeElapsed,Iteration,Penalization,InitialBound,MinBehavPdf,EpisodesSoFar,MeanEntropy,LearnableVariance,ReturnStepMax,MeanIW,EpLenMean,InitialReturnMin,StdIW,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,Weights,Inner Iteration,Bound,WReturnMean,MinTargetPdf,ReturnStepMaxmin,MeanD2-0,EpThisIter,StdWReturnMean,MinIW,VarianceInitializer,InitialReturnMean
1.0,1867.6288,100.0,822.6568607965693,10072815000.0,4078.7576,100.0,1.0,17.06999182701111,11,True,-2059519.5,-152.15564,1100,0.4189424,,10.0,20.45925,83.3,9.981405,185.66473,649.8123,56313,116391070.0,[-0.071  0.523 -0.767 -1.649],1,-96514960000.0,1099020.2,-152.15564,10.0,1.0,100,,0.0809358,-1,822.6568
1.0,143832.38,100.0,929.0095016863663,1.4266101e+25,3908.6602,100.0,1.0,19.595116138458252,12,True,-2264517.8,-169.17688,1200,0.4189424,,10.0,1532.7319,93.94,29.94817,14309.414,720.6947,65707,4844979700.0,[-0.122  0.553 -0.782 -1.633],1,-3.3315615e+18,1382459.4,-169.17688,10.0,1.0,100,,0.09279193,-1,929.0095
1.0,16959900.0,100.0,1144.9077635675005,1.6661182e+25,3258.8828,100.0,1.0,22.273807048797607,13,True,-2244675.0,-155.55182,1300,0.4189424,,10.0,541666.94,115.53,279.7832,2286756.5,566.2977,77260,528263300000.0,[-0.2    0.5   -0.823 -1.704],1,-2.5028213e+18,1631507.0,-155.55182,10.0,1.0,100,,0.0898333,-1,1144.9078
1.0,3228.4019,100.0,1311.7034966790475,1121613300.0,3538.5725,100.0,1.0,25.455230236053467,14,True,-3036236.5,-156.26686,1400,0.4189424,,10.0,53.785152,132.22,,338.7563,769.89404,90482,259687470.0,[-0.132  0.624 -0.956 -1.862],1,-24470934000.0,2313302.8,-156.26686,10.0,1.0,100,,0.033802956,-1,1311.7035
1.0,1413774.5,100.0,1512.153222847939,6.2670676e+19,3589.3105,100.0,1.0,28.9632089138031,15,True,-3616081.0,-157.41861,1500,0.4189424,,10.0,20949.52,152.27,9.984331,142308.62,765.2835,105709,144621630000.0,[-0.19   0.632 -0.977 -1.869],1,-5888494700000000.0,2872266.2,-157.41861,10.0,1.0,100,,0.011129103,-1,1512.1531
1.0,9619.127,100.0,1215.9203551837836,12563658000.0,3249.415,100.0,1.0,31.44730043411255,16,True,-2640184.2,-132.85605,1600,0.4189424,,10.0,107.16831,122.64,219.79959,958.037,743.042,117973,579039300.0,[-0.129  0.71  -1.05  -1.851],1,-68908470000.0,2030573.6,-132.85605,10.0,1.0,100,,0.060294315,-1,1215.9204
1.0,1532013800.0,100.0,1406.1733120407923,2.0056545e+34,3878.827,100.0,1.0,34.65649390220642,17,True,-3616696.2,-171.22859,1700,0.4189424,,10.0,21020820.0,141.67,39.9273,159225360.0,877.91003,132140,46837110000000.0,[-0.187  0.713 -1.069 -1.838],1,-1.2301787e+23,2748049.5,-171.22859,10.0,1.0,100,,0.1535827,-1,1406.1733
1.0,11.196869,100.0,971.4922865623403,7447416300.0,4999.1587,100.0,1.0,37.0787308216095,18,True,-3096230.5,-194.06856,1800,0.4189424,,9.999999,1.9744104,98.18,9.982376,1.4480425,842.3396,141958,3314367.8,[-0.09   0.778 -1.092 -1.8  ],1,-124522440000.0,1653333.2,-194.06856,9.999999,1.0,100,,0.039688867,-1,971.49225
1.0,8096.904,100.0,1129.0080512096654,229581700000.0,3228.8835,100.0,1.0,39.67101693153381,19,True,-2458357.0,-136.51906,1900,0.4189424,,10.0,115.880516,113.95,9.980924,808.7785,762.7363,153353,709755500.0,[-0.137  0.748 -1.105 -1.824],1,-289121400000.0,1856425.9,-136.51906,10.0,1.0,100,,0.07403777,-1,1129.008
1.0,296551.3,100.0,1180.5334905739408,8.85583e+27,3899.0332,100.0,1.0,42.36298370361328,20,True,-2888216.5,-164.60902,2000,0.4189424,,9.999999,5509.937,119.1,9.985681,35160.6,785.3901,165263,40049566000.0,[-0.179  0.828 -1.155 -1.753],1,-8.259768e+19,2010496.8,-164.60902,9.999999,1.0,100,,0.20728001,-1,1180.5336
1.0,4036.9226,100.0,947.5189764609148,6189696000000000.0,4719.0244,100.0,1.0,44.794025182724,21,True,-2856770.2,-213.86829,2100,0.4189424,,10.0,65.25722,95.79,19.961723,406.86087,820.52386,174842,335381730.0,[-0.172  1.001 -1.335 -1.769],1,-101153270000000.0,1571051.5,-213.86829,10.0,1.0,100,,0.09342415,-1,947.519
1.0,339738.5,100.0,1237.9256627754305,2.9939394e+33,3749.067,100.0,1.0,47.20067858695984,22,True,-3141363.0,-164.8755,2200,0.4189424,,10.0,3915.6208,124.84,,33868.867,892.9742,187326,40612350000.0,[-0.128  0.931 -1.377 -1.853],1,-4.4402484e+22,2329862.8,-164.8755,10.0,1.0,100,,0.057941582,-1,1237.9257
1.0,882416830.0,100.0,1792.0705248598917,1.7763406e+34,4199.2925,100.0,1.0,51.12348389625549,23,True,-5136125.0,-204.09485,2300,0.4189424,,10.0,10875949.0,180.27,9.981391,88011290.0,952.1007,205353,26745254000000.0,[-0.192  0.842 -1.405 -1.906],1,-1.3569216e+23,4118012.5,-204.09485,10.0,1.0,100,,0.02371522,-1,1792.0704
1.0,14139.134,100.0,1384.63983053484,7.4833954e+26,4998.868,100.0,1.0,54.230833768844604,24,True,-4592588.0,-233.77141,2400,0.4189424,,10.0,437.62656,139.51,29.950142,1825.1595,1110.2379,219304,3799032300.0,[-0.113  0.93  -1.443 -1.893],1,-3.9466816e+19,3149855.5,-233.77141,10.0,1.0,100,,0.21616453,-1,1384.6399
1.0,730775.5,100.0,2211.667012290489,8.739004e+16,4999.147,100.0,1.0,59.140016317367554,25,True,-7994529.5,-219.17552,2500,0.4189424,,10.0,7623.1475,222.22,,72695.72,1288.4717,241526,141942600000.0,[-0.13   0.836 -1.465 -1.97 ],1,-426684300000000.0,6551630.0,-219.17552,10.0,1.0,100,,0.0144654475,-1,2211.667
1.0,198773.38,100.0,2582.369662134239,816187600000000.0,4999.1367,100.0,1.0,64.57470798492432,26,True,-9467299.0,-225.18863,2600,0.4189424,,10.0,2459.2595,259.26,49.932476,19779.682,1164.3754,267452,9102631000.0,[-0.146  0.778 -1.534 -2.056],1,-41230663000000.0,8024403.0,-225.18863,10.0,1.0,100,,0.1862389,-1,2582.3696
1.0,749133.44,100.0,2833.583897257228,5.013165e+29,4999.5303,100.0,1.0,70.5592896938324,27,True,-11646161.0,-227.7609,2700,0.4189424,,10.0,22693.355,284.32,19.964146,90273.34,1474.3945,295884,363229840000.0,[-0.084  0.777 -1.54  -2.061],1,-1.0217714e+21,10203036.0,-227.7609,10.0,1.0,100,,0.022322625,-1,2833.5837
1.0,52871.812,100.0,2864.578776964843,6.4006426e+18,4999.294,100.0,1.0,77.65679597854614,28,True,-11096028.0,-229.53362,2800,0.4189424,,10.0,1725.9971,287.45,19.968334,5972.3643,1203.0077,324629,10802350000.0,[-0.104  0.672 -1.564 -2.121],1,-3650646200000000.0,9653039.0,-229.53362,10.0,1.0,100,,0.042131413,-1,2864.5789
1.0,891.0669,100.0,3137.0965500807347,507569140000.0,4999.1978,100.0,1.0,86.07942175865173,29,True,-14105082.0,-241.99553,2900,0.4189424,,10.0,43.868065,314.57,,131.59299,1679.5159,356086,814189440.0,[-0.047  0.694 -1.567 -2.109],1,-1028801230000.0,12662147.0,-241.99553,10.0,1.0,100,,0.037301313,-1,3137.097
1.0,2923.8364,100.0,3091.3118185611875,3634942400000.0,4999.5337,100.0,1.0,94.97546648979187,30,True,-12889884.0,-242.7004,3000,0.4189424,,10.0,151.16309,310.07,9.979938,388.27927,1374.9718,387093,1438717600.0,[-0.079  0.645 -1.583 -2.125],1,-2752797000000.0,11446756.0,-242.7004,10.0,1.0,100,,0.13954183,-1,3091.3118
1.0,6061.7104,100.0,3167.3219881096493,1353079900000000.0,4999.248,100.0,1.0,103.18633341789246,31,True,-13844139.0,-250.75711,3100,0.4189424,,10.0,143.14496,317.62,279.7268,830.9803,1539.2354,418855,3437525800.0,[-0.031  0.643 -1.599 -2.162],1,-53080943000000.0,12401174.0,-250.75711,10.0,1.0,100,,0.1801842,-1,3167.3218
1.0,59353.836,100.0,3150.2510844226763,5.567392e+18,4999.4526,100.0,1.0,111.70347762107849,32,True,-13441197.0,-240.63348,3200,0.4189424,,10.0,3521.4578,315.93,9.98013,9441.032,1440.151,450448,36809440000.0,[-0.079  0.665 -1.616 -2.132],1,-3404982200000000.0,11998116.0,-240.63348,10.0,1.0,100,,0.05711775,-1,3150.2512
1.0,570.0903,100.0,3095.643066005048,714515860000000.0,4999.242,100.0,1.0,120.52865624427795,33,True,-14068707.0,-242.73033,3300,0.4189424,,10.0,19.798128,310.37,49.913277,75.78229,1744.3453,481485,370579230.0,[-0.022  0.688 -1.62  -2.128],1,-38570727000000.0,12625747.0,-242.73033,10.0,1.0,100,,0.08938295,-1,3095.643
1.0,4311.666,100.0,3308.87517076137,5325122000.0,4999.42,100.0,1.0,129.09120559692383,34,True,-14701396.0,-230.00269,3400,0.4189424,,10.0,109.597664,331.71,,513.49786,1519.7625,514656,2495993600.0,[-0.075  0.713 -1.64  -2.134],1,-107799630000.0,13258332.0,-230.00269,10.0,1.0,100,,0.06669493,-1,3308.875
1.0,85847840000.0,100.0,3130.8573187764314,1.6519701e+30,4999.502,100.0,1.0,137.77782917022705,35,True,-12797068.0,-249.5137,3500,0.4189424,,10.0,859806300.0,314.01,19.96616,8541626400.0,1245.6686,546057,1.2213473e+16,[-0.116  0.757 -1.655 -2.124],1,-1.8547989e+21,11353957.0,-249.5137,10.0,1.0,100,,0.0015711254,-1,3130.8574
1.0,4408.9326,100.0,2293.1174808879573,165020860000.0,4999.085,100.0,1.0,144.50240468978882,36,True,-7531860.0,-229.1825,3600,0.4189424,,10.0,254.5642,230.34,9.979597,767.81995,911.3769,569091,1522239500.0,[-0.191  0.798 -1.746 -2.125],1,-587646700000.0,6088996.0,-229.1825,10.0,1.0,100,,0.07368838,-1,2293.1174
1.0,45011.62,100.0,2990.866375245746,5920538300000000.0,4999.256,100.0,1.0,152.15706491470337,37,True,-11619311.0,-228.5605,3700,0.4189424,,10.0,2294.5264,300.08,,7637.5713,1109.5328,599099,18311051000.0,[-0.137  0.825 -1.747 -2.109],1,-111045860000000.0,10176344.0,-228.5605,10.0,1.0,100,,0.1970379,-1,2990.8665
1.0,145997900.0,100.0,3559.4783946228295,3.2125884e+33,4999.326,100.0,1.0,161.97968578338623,38,True,-16418835.0,-246.57733,3800,0.4189424,,10.0,3305019.8,356.7,,19760840.0,1518.5308,634769,68551134000000.0,[-0.084  0.856 -1.75  -2.097],1,-8.178805e+22,14975822.0,-246.57733,10.0,1.0,100,,0.10360853,-1,3559.4788
1.0,69199.22,100.0,3472.64105059825,4.987321e+16,4999.477,100.0,1.0,171.13435053825378,39,True,-16605730.0,-255.25761,3900,0.4189424,,10.0,1570.529,347.91,,7324.512,1761.646,669560,35026706000.0,[-0.013  0.758 -1.775 -2.119],1,-322306760000000.0,15162631.0,-255.25761,10.0,1.0,100,,0.09335895,-1,3472.6409
1.0,1981.5085,100.0,4031.944627633224,2.6102397e+23,4999.5186,100.0,1.0,181.7552661895752,40,True,-20026262.0,-232.70059,4000,0.4189424,,10.0,61.707012,403.7,,310.04553,1525.306,709930,1505748000.0,[-0.005  0.706 -1.822 -2.221],1,-7.372859e+17,18583136.0,-232.70059,10.0,1.0,100,,0.2775036,-1,4031.945
1.0,441684.9,100.0,3968.417378311572,2.6583605e+25,4999.491,100.0,1.0,192.0398826599121,41,True,-19158686.0,-235.71445,4100,0.4189424,,10.0,18198.13,397.46,9.980769,69168.2,1402.5831,749676,242598020000.0,[-0.063  0.719 -1.833 -2.208],1,-7.440428e+18,17715576.0,-235.71445,10.0,1.0,100,,0.05116878,-1,3968.4172
1.0,5621.2417,100.0,4024.083526670602,4.019769e+29,4999.4585,100.0,1.0,203.32353019714355,42,True,-19892102.0,-238.90831,4200,0.4189424,,10.0,69.504906,402.9,279.80014,560.03,1501.9198,789966,1697147400.0,[-0.007  0.744 -1.834 -2.199],1,-9.149259e+20,18449010.0,-238.90831,10.0,1.0,100,,0.01327424,-1,4024.0835
1.0,36175.027,100.0,4021.4778537327575,2.4942361e+17,4999.399,100.0,1.0,213.90182495117188,43,True,-19014438.0,-244.0632,4300,0.4189424,,10.0,1196.9515,402.84,299.83044,4336.1445,1182.834,830250,17366944000.0,[-0.066  0.736 -1.853 -2.201],1,-720699500000000.0,17571380.0,-244.0632,10.0,1.0,100,,0.038661957,-1,4021.4785
1.0,81165890.0,100.0,4051.8066323338076,1.8744648e+35,4999.484,100.0,1.0,224.06706595420837,44,True,-20356672.0,-247.84149,4400,0.4189424,,10.0,875799.44,405.63,,8075426.0,1580.0078,870813,21755293000000.0,[-0.014  0.707 -1.86  -2.221],1,-6.2478185e+23,18913564.0,-247.84149,10.0,1.0,100,,0.10114206,-1,4051.8066
1.0,201276.1,100.0,3649.665371471215,1.1855728e+26,4999.605,100.0,1.0,234.58909130096436,45,True,-16227822.0,-245.38179,4500,0.4189424,,10.0,8892.504,365.76,9.981183,27844.02,1210.2036,907389,89288420000.0,[-0.071  0.632 -1.895 -2.295],1,-1.571357e+19,14784649.0,-245.38179,10.0,1.0,100,,0.022217961,-1,3649.6653
1.0,20.130333,100.0,4344.472356930007,77342880.0,4999.5303,100.0,1.0,246.67402005195618,46,True,-22115112.0,-237.95966,4600,0.4189424,,10.0,2.5040472,434.79,289.76392,2.5438046,1340.7233,950868,52790132.0,[-0.011  0.651 -1.897 -2.294],1,-12744144000.0,20671978.0,-237.95966,10.0,1.0,100,,0.07894278,-1,4344.472
1.0,1658427.9,100.0,4580.177689466468,1.4146668e+33,4999.5513,100.0,1.0,258.5293114185333,47,True,-23442846.0,-237.05635,4700,0.4189424,,10.0,68353.6,458.39,9.979501,221931.69,1010.77795,996707,1316811200000.0,[-0.039  0.651 -1.907 -2.285],1,-5.427858e+22,21999698.0,-237.05635,10.0,1.0,100,,0.087806724,-1,4580.1777
1.0,111.80613,100.0,4106.378827524026,99167420000000.0,4999.48,100.0,1.0,269.16698956489563,48,True,-20748362.0,-247.79552,4800,0.4189424,,10.0,7.4994683,411.06,,13.815381,1562.9818,1037813,153698270.0,[ 0.023  0.646 -1.908 -2.288],1,-14370710000000.0,19305258.0,-247.79552,10.0,1.0,100,,0.06476834,-1,4106.379
1.0,89698.14,100.0,4702.932712573076,3626160400000.0,4999.5146,100.0,1.0,281.4237744808197,49,True,-24378112.0,-243.05403,4900,0.4189424,,10.0,1099.616,470.57,289.7469,8950.697,904.1054,1084870,24229974000.0,[-0.026  0.67  -1.918 -2.261],1,-2772241500000.0,22934984.0,-243.05403,10.0,1.0,100,,0.018135985,-1,4702.9326
1.0,67985.16,100.0,4389.994085638972,1.0534986e+35,4999.5312,100.0,1.0,292.61951184272766,50,True,-22724058.0,-249.3165,5000,0.4189424,,10.0,859.60693,439.32,,6801.768,1417.3477,1128802,21454064000.0,[-0.022  0.778 -1.948 -2.316],1,-4.6839785e+23,21280922.0,-249.3165,10.0,1.0,100,,0.018834284,-1,4389.994
1.0,171583.61,100.0,4050.0090773900406,1.1423263e+28,4999.626,100.0,1.0,302.53436255455017,51,True,-18697574.0,-258.05206,5100,0.4189424,,10.0,6622.7964,405.81,909.39856,21597.559,922.93774,1169383,99645440000.0,[-0.084  0.767 -1.953 -2.319],1,-1.5424443e+20,17254386.0,-258.05206,10.0,1.0,100,,0.06974973,-1,4050.0093
1.0,225.9649,100.0,4213.351640984554,387004330000.0,4999.551,100.0,1.0,314.27543115615845,52,True,-21489932.0,-253.20135,5200,0.4189424,,10.0,15.581121,421.72,,35.78813,1514.7455,1211555,364180960.0,[-0.022  0.762 -1.954 -2.323],1,-898122060000.0,20046786.0,-253.20135,10.0,1.0,100,,0.016836638,-1,4213.352
1.0,441617.53,100.0,4316.555737874034,4.197648e+24,4999.629,100.0,1.0,326.6755814552307,53,True,-21667844.0,-256.46066,5300,0.4189424,,10.0,14559.982,432.13,269.7296,57158.65,1261.7449,1254768,279552400000.0,[-0.054  0.791 -1.965 -2.279],1,-2.956773e+18,20224652.0,-256.46066,10.0,1.0,100,,0.06369612,-1,4316.5557
1.0,95.39966,100.0,4406.5048630580095,696933400000.0,4999.503,100.0,1.0,340.64270758628845,54,True,-22468656.0,-253.3987,5400,0.4189424,,10.0,5.8401666,440.98,9.979876,10.981317,1268.1693,1298866,125306070.0,[ 0.003  0.771 -1.972 -2.295],1,-1204852500000.0,21025536.0,-253.3987,10.0,1.0,100,,0.1918402,-1,4406.5054
1.0,447.7695,100.0,4451.382010995712,103079860.0,4999.5845,100.0,1.0,355.18910360336304,55,True,-22616210.0,-244.15251,5500,0.4189424,,10.0,20.651548,445.56,269.79523,50.323334,1165.4359,1343422,488150340.0,[-0.05   0.761 -1.998 -2.311],1,-15140055000.0,21173042.0,-244.15251,10.0,1.0,100,,0.0626321,-1,4451.382
1.0,609013.25,100.0,4157.13041962847,2.603401e+27,4999.5654,100.0,1.0,369.39908957481384,56,True,-19830966.0,-255.99896,5600,0.4189424,,10.0,22315.988,416.38,9.987006,87966.96,1051.703,1385060,239712200000.0,[-0.067  0.708 -2.008 -2.338],1,-7.363332e+19,18387812.0,-255.99896,10.0,1.0,100,,0.026177557,-1,4157.131
1.0,822536.1,100.0,4633.56139271826,3.3831e+29,4999.5137,100.0,1.0,384.6423273086548,57,True,-24163638.0,-256.69604,5700,0.4189424,,10.0,28862.16,463.59,,117362.61,1118.3112,1431419,661433000000.0,[-0.014  0.735 -2.009 -2.319],1,-8.3936774e+20,22720510.0,-256.69604,10.0,1.0,100,,0.087680876,-1,4633.5615
1.0,906333.94,100.0,4535.34062854282,3.2970437e+18,4999.5977,100.0,1.0,398.94190764427185,58,True,-23412168.0,-257.47342,5800,0.4189424,,10.0,19679.492,453.86,219.84012,111266.05,1183.0798,1476805,390441470000.0,[-0.041  0.821 -2.023 -2.234],1,-2620816000000000.0,21968992.0,-257.47342,10.0,1.0,100,,0.12174398,-1,4535.341
1.0,397182.38,100.0,4205.319462841519,6.543366e+33,4999.5054,100.0,1.0,415.1324405670166,59,True,-21206208.0,-245.7508,5900,0.4189424,,10.0,4097.2373,420.93,9.980666,39507.688,1441.6575,1518898,102013240000.0,[ 0.004  0.86  -2.025 -2.215],1,-1.1673311e+23,19763088.0,-245.7508,10.0,1.0,100,,0.28152978,-1,4205.3193
1.0,59093.57,100.0,3979.563382385984,5.5074313e+22,4999.5503,100.0,1.0,431.5137369632721,60,True,-18707546.0,-256.91327,6000,0.4189424,,10.0,5111.4614,398.72,,11635.835,1194.7717,1558770,71361270000.0,[-0.106  0.896 -2.072 -2.217],1,-3.3866937e+17,17264402.0,-256.91327,10.0,1.0,100,,0.10048674,-1,3979.5632
1.0,623027.6,100.0,4248.652319272029,2.7297064e+16,4999.369,100.0,1.0,447.3920171260834,61,True,-21971018.0,-252.79233,6100,0.4189424,,10.0,11215.466,425.2,,67661.6,1573.8269,1601290,199559200000.0,[-0.045  0.905 -2.076 -2.211],1,-238611370000000.0,20527976.0,-252.79233,10.0,1.0,100,,0.056077987,-1,4248.6523
1.0,480817020.0,100.0,3855.6612993613394,4.0944073e+35,4999.504,100.0,1.0,463.65122294425964,62,True,-18994614.0,-247.8356,6200,0.4189424,,10.0,4813081.0,386.09,9.980258,47840200.0,1638.7113,1639899,120262096000000.0,[-8.648e-04  9.403e-01 -2.085e+00 -2.186e+00],1,-9.233975e+23,17551498.0,-247.8356,10.0,1.0,100,,0.14570847,-1,3855.6611
1.0,13167.864,100.0,3670.7649368785765,1487660300000.0,4999.3325,100.0,1.0,478.59746861457825,63,True,-17341430.0,-245.26282,6300,0.4189424,,10.0,299.9627,367.73,219.8165,1506.037,1556.888,1676672,6456365600.0,[ 0.101  0.97  -2.125 -2.238],1,-1766467000000.0,15898414.0,-245.26282,10.0,1.0,100,,0.016775602,-1,3670.765
1.0,8284535.5,100.0,4650.599182513535,1.0261558e+27,4999.5757,100.0,1.0,496.29309582710266,64,True,-24264858.0,-248.91554,6400,0.4189424,,10.0,126199.23,465.29,9.982563,832866.44,1092.5288,1723201,3151076000000.0,[ 2.144e-03  9.101e-01 -2.168e+00 -2.260e+00],1,-4.6228773e+19,22821694.0,-248.91554,10.0,1.0,100,,0.16186146,-1,4650.599
1.0,114.38421,100.0,4793.669846290915,27753482000.0,4999.558,100.0,1.0,517.0078434944153,65,True,-25046772.0,-261.53537,6500,0.4189424,,10.0,9.309008,479.55,29.940474,17.566704,790.1573,1771156,211825890.0,[ 0.006  0.819 -2.195 -2.341],1,-240626730000.0,23603618.0,-261.53537,10.0,1.0,100,,0.06686306,-1,4793.67
1.0,34354.508,100.0,4873.00318417892,1.0884834e+31,4999.5425,100.0,1.0,543.0782539844513,66,True,-25545526.0,-256.86115,6600,0.4189424,,10.0,1040.1301,487.46,889.3032,4167.0776,596.8428,1819902,25982288000.0,[-0.031  0.774 -2.201 -2.362],1,-4.7611385e+21,24102380.0,-256.86115,10.0,1.0,100,,0.18348026,-1,4873.0034
1.0,290203.78,100.0,3887.3029311450373,1.4866009e+25,4999.636,100.0,1.0,566.8074638843536,67,True,-18050748.0,-248.52681,6700,0.4189424,,10.0,11439.479,389.41,,43266.57,1223.2871,1858843,97048320000.0,[-0.093  0.783 -2.201 -2.363],1,-5.5643364e+18,16607556.0,-248.52681,10.0,1.0,100,,0.07464351,-1,3887.3027
1.0,1903254.6,100.0,4757.814390530179,2.3775894e+22,4999.524,100.0,1.0,593.1713924407959,68,True,-24932796.0,-262.15936,6800,0.4189424,,10.0,33181.29,475.98,,216164.3,923.5078,1906441,820980900000.0,[-0.03   0.784 -2.203 -2.365],1,-2.225188e+17,23489662.0,-262.15936,10.0,1.0,100,,0.24739747,-1,4757.8145
1.0,480.1081,100.0,4817.669368040708,489807550.0,4999.579,100.0,1.0,619.4665279388428,69,True,-25031122.0,-239.25519,6900,0.4189424,,10.0,23.881382,481.99,9.981163,72.55837,614.83453,1954640,454981380.0,[-0.029  0.701 -2.21  -2.458],1,-32393812000.0,23587958.0,-239.25519,10.0,1.0,100,,0.13586082,-1,4817.6694
1.0,337.70544,100.0,4790.564599095015,2.431474e+17,4999.627,100.0,1.0,646.4111449718475,70,True,-25056486.0,-254.78926,7000,0.4189424,,10.0,18.42361,479.22,659.487,47.076454,814.72955,2002562,434887100.0,[ 1.501e-03  6.935e-01 -2.210e+00 -2.459e+00],1,-711622460000000.0,23613292.0,-254.78926,10.0,1.0,100,,0.0039231395,-1,4790.565
1.0,19629150.0,100.0,4546.811553520742,6.98261e+25,4999.6006,100.0,1.0,675.2650947570801,71,True,-22829504.0,-246.37132,7100,0.4189424,,10.0,214007.42,455.07,969.7467,1952828.4,844.29443,2048069,1796715800000.0,[-0.058  0.71  -2.212 -2.447],1,-1.2059213e+19,21386328.0,-246.37132,10.0,1.0,100,,0.06085165,-1,4546.811
1.0,730.4929,100.0,4699.494355642499,2.1045175e+26,4999.5415,100.0,1.0,701.2179365158081,72,True,-24703352.0,-255.84651,7200,0.4189424,,10.0,24.368956,470.12,279.73773,87.14862,1083.9552,2095081,598971970.0,[ 1.125e-03  6.922e-01 -2.215e+00 -2.459e+00],1,-2.0935148e+19,23260208.0,-255.84651,10.0,1.0,100,,0.05855976,-1,4699.494
