StdIW,EmpiricalD2Arithmetic,DivergenceHarmonic,EpLenMean,ReturnStepMax,InitialReturnMin,InitialReturnMean,MaxIW,EmpiricalD2Harmonic,MinBehavPdf,MeanIW,Bound,MeanEntropy,WReturnMean,VarianceInitializer,InitialBound,InitialReturnStd,Inner Iteration,Weights,TimestepsSoFar,MinTargetPdf,MeanD2-0,TimeElapsed,StdWReturnMean,EpRewMean,ESSRenyiArithmetic,Penalization,ReturnMeanIW,EpisodesSoFar,ESSRenyiHarmonic,ReturnStepMaxmin,EpThisIter,InitialReturnMax,MinIW,Iteration,LearnableVariance
1467.6033,1.0,3.4877136e+19,214.17,10.0,,2131.2883,8879.557,1.0,-223.48915,593.35364,-8520652000000000.0,0.4189424,5769393.5,-1,-7212196.0,1107.7015,1,[-0.09   0.514 -1.421 -2.079],328019,-223.48915,1.0,143.83368682861328,,2131.2883747005967,100.0,True,2838104800.0,2900,100.0,10.0,100,4998.9805,0.12578212,29,
1613.6888,1.0,299173560000000.0,275.79,10.0,9.981927,2749.349,16090.828,1.0,-237.50323,195.69394,-24963692000000.0,0.4189424,10255184.0,-1,-11698196.0,1642.0308,1,[-0.029  0.523 -1.427 -2.086],355598,-237.50323,1.0,154.15486907958984,,2749.3488709110325,100.0,True,4780701000.0,3000,100.0,10.0,100,4999.336,0.041292567,30,
407449.12,1.0,9.0292786e+27,272.98,10.0,349.6876,2719.6768,3393539.2,1.0,-224.20096,88234.7,-1.37126675e+20,0.4189424,8917271.0,-1,-10360387.0,1233.1382,1,[-0.073  0.516 -1.471 -2.08 ],382896,-224.20096,1.0,166.55218315124512,,2719.6766041863943,100.0,True,1071355200000.0,3100,100.0,10.0,100,4999.5166,0.048739243,31,
326423.8,1.0,1.4262492e+28,302.27,10.0,29.952759,3014.2778,2677964.8,1.0,-243.5452,59516.81,-1.7232716e+20,0.4189424,11966918.0,-1,-13409905.0,1697.3654,1,[-0.028  0.595 -1.52  -2.01 ],413123,-243.5452,1.0,179.7133185863495,,3014.2776772673574,100.0,True,926363100000.0,3200,100.0,10.0,100,4999.29,0.19436236,32,
52.530468,1.0,3979789400000000.0,207.92,10.0,19.96205,2069.8408,508.69168,1.0,-236.37656,16.27963,-91020935000000.0,0.4189424,6718639.5,-1,-8161469.0,1560.256,1,[ 0.03   0.6   -1.535 -1.993],433915,-236.37656,1.0,190.18022561073303,,2069.840810332329,100.0,True,157459150.0,3300,100.0,10.0,100,4999.028,0.32108077,33,
60967.793,1.0,1.3280382e+27,347.26,10.0,9.981399,3464.009,560407.6,1.0,-231.47052,12407.892,-5.2589742e+19,0.4189424,14008344.0,-1,-15451467.0,1417.3866,1,[-0.065  0.64  -1.602 -2.014],468641,-231.47052,1.0,206.7325143814087,,3464.0091677764603,100.0,True,114021360000.0,3400,100.0,10.0,100,4999.5186,0.17279035,34,
14.654006,1.0,1649353500000000.0,290.64,10.0,,2897.8154,113.117165,1.0,-233.07343,7.3979845,-58604514000000.0,0.4189424,11273190.0,-1,-12716234.0,1695.8342,1,[-0.003  0.645 -1.61  -2.016],497705,-233.07343,1.0,222.07758116722107,,2897.8156781590956,100.0,True,105935700.0,3500,100.0,10.0,100,4999.39,0.1810413,35,
656.5927,1.0,6.855641e+17,343.87,10.0,269.7539,3430.6028,4337.0034,1.0,-235.65746,224.55164,-1194787300000000.0,0.4189424,14133140.0,-1,-15576162.0,1537.5641,1,[-0.057  0.626 -1.631 -2.031],532092,-235.65746,1.0,239.75367879867554,,3430.602771419261,100.0,True,3145686300.0,3600,100.0,10.0,100,4999.344,0.0922484,36,
23.998465,1.0,1154684300000.0,304.97,10.0,,3041.6975,212.57582,1.0,-253.82732,10.580478,-1550815700000.0,0.4189424,12219602.0,-1,-13662707.0,1722.6953,1,[-0.006  0.595 -1.636 -2.048],562589,-253.82732,1.0,258.98208808898926,,3041.69737579803,100.0,True,133039060.0,3700,100.0,10.0,100,4999.493,0.15793353,37,
9883.726,1.0,6.1062175e+18,343.98,10.0,279.78674,3432.3,72655.29,1.0,-244.8351,2149.0645,-3565845300000000.0,0.4189424,14205941.0,-1,-15648989.0,1557.3236,1,[-0.042  0.561 -1.66  -2.079],596987,-244.8351,1.0,277.80629444122314,,3432.3001114006975,100.0,True,24026530000.0,3800,100.0,10.0,100,4999.39,0.030375767,38,
31467.564,1.0,9.336565e+16,347.24,10.0,279.81317,3465.183,316255.78,1.0,-229.87405,3380.635,-441018100000000.0,0.4189424,14622139.0,-1,-16065321.0,1616.987,1,[ 8.554e-04  5.986e-01 -1.682e+00 -2.063e+00],631711,-229.87405,1.0,297.5672357082367,,3465.1829158193073,100.0,True,50226987000.0,3900,100.0,10.0,100,4999.62,0.05860088,39,
228.83356,1.0,1.4425426e+31,321.99,10.0,239.77048,3211.7861,1469.3002,1.0,-235.10265,125.870674,-5.4806207e+21,0.4189424,12994029.0,-1,-14437049.0,1636.5996,1,[ 0.05   0.519 -1.794 -1.86 ],663910,-235.10265,1.0,318.5023012161255,,3211.7861449320712,100.0,True,1939324300.0,4000,100.0,10.0,100,4999.344,0.05881408,40,
26954.275,1.0,1.4944614e+19,325.23,10.0,29.95338,3243.3596,267119.9,1.0,-250.58435,4657.525,-5578764700000000.0,0.4189424,11997712.0,-1,-13440826.0,1215.8658,1,[-0.066  0.487 -1.817 -1.837],696433,-250.58435,1.0,338.759494304657,,3243.359771015018,100.0,True,25352626000.0,4100,100.0,10.0,100,4999.507,0.029295115,41,
234.59132,1.0,3891524500000.0,389.99,10.0,59.908924,3894.4756,1614.0553,1.0,-245.33273,71.5119,-2848124300000.0,0.4189424,17764162.0,-1,-19207240.0,1611.5894,1,[-0.013  0.52  -1.822 -1.832],735432,-245.33273,1.0,363.47226762771606,,3894.47585235565,100.0,True,1425689000.0,4200,100.0,10.0,100,4999.437,0.019087143,42,
9484.916,1.0,4.2939863e+30,351.37,10.0,9.980133,3505.3025,78050.09,1.0,-247.3091,3049.682,-2.9904504e+21,0.4189424,14271622.0,-1,-15714781.0,1408.7145,1,[-0.047  0.477 -1.833 -1.861],770569,-247.3091,1.0,382.6728985309601,,3505.3024115195776,100.0,True,35172884000.0,4300,100.0,10.0,100,4999.579,0.06889295,43,
60.306885,1.0,1.2440045e+18,404.43,10.0,19.963408,4039.7332,391.0882,1.0,-242.2721,22.034302,-1609486400000000.0,0.4189424,18644704.0,-1,-20087766.0,1524.8799,1,[ 0.014  0.464 -1.834 -1.87 ],811012,-242.2721,1.0,405.35137009620667,,4039.733218703837,100.0,True,432456900.0,4400,100.0,10.0,100,4999.4062,0.011021537,44,
181020.64,1.0,4.1419177e+33,381.23,10.0,259.74435,3805.415,1406587.6,1.0,-238.2797,48782.125,-9.287093e+22,0.4189424,16374435.0,-1,-17817504.0,1375.955,1,[-0.04   0.49  -1.844 -1.855],849135,-238.2797,1.0,426.06025648117065,,3805.4149474698356,100.0,True,532116100000.0,4500,100.0,10.0,100,4999.4224,0.019432148,45,
15.426528,1.0,7432410000000.0,394.9,10.0,19.966757,3943.8875,120.530235,1.0,-243.86803,8.250846,-3934481300000.0,0.4189424,18218118.0,-1,-19661276.0,1632.1368,1,[ 0.022  0.49  -1.845 -1.857],888625,-243.86803,1.0,447.94730615615845,,3943.8874430971487,100.0,True,157864660.0,4600,100.0,10.0,100,4999.573,0.079812415,46,
375127.38,1.0,1.30929e+34,417.84,10.0,9.980151,4172.7085,3712656.8,1.0,-250.78906,58516.863,-1.6512345e+23,0.4189424,19012432.0,-1,-20455544.0,1265.2812,1,[-0.035  0.51  -1.859 -1.853],930409,-250.78906,1.0,471.95679783821106,,4172.708217570097,100.0,True,527235250000.0,4700,100.0,10.0,100,4999.49,0.15246369,47,
7779252.0,1.0,5.623611e+34,389.09,10.0,9.981245,3885.373,73947500.0,1.0,-243.03406,1249803.9,-3.4219715e+23,0.4189424,17692878.0,-1,-19135914.0,1611.4448,1,[ 0.022  0.519 -1.871 -1.831],969318,-243.03406,1.0,492.34470105171204,,3885.373025650821,100.0,True,29228737000000.0,4800,100.0,10.0,100,4999.3633,0.19179045,48,
84.50673,1.0,361632670.0,415.9,10.0,49.912373,4154.5483,459.34024,1.0,-254.26424,31.04379,-27858354000.0,0.4189424,19439310.0,-1,-20882478.0,1476.156,1,[-0.015  0.411 -1.9   -1.874],1010908,-254.26424,1.0,516.4773778915405,,4154.548863331667,100.0,True,414713060.0,4900,100.0,10.0,100,4999.5884,0.18442899,49,
44.6559,1.0,2.113589e+25,424.87,10.0,279.73962,4244.8667,272.29132,1.0,-240.48819,25.207314,-6.6341986e+18,0.4189424,19938692.0,-1,-21381762.0,1385.5674,1,[ 0.014  0.423 -1.901 -1.871],1053395,-240.48819,1.0,538.8732078075409,,4244.866737844758,100.0,True,554082200.0,5000,100.0,10.0,100,4999.4175,0.004545716,50,
11412.163,1.0,2.9201173e+28,327.07,10.0,1069.712,3261.8828,89146.9,1.0,-245.68468,3360.7832,-2.4660698e+20,0.4189424,11987392.0,-1,-13430545.0,1160.8234,1,[-0.046  0.423 -1.913 -1.882],1086102,-245.68468,1.0,554.8219065666199,,3261.8830128756604,100.0,True,42048115000.0,5100,100.0,10.0,100,4999.573,0.06770285,51,
331.76154,1.0,3.949911e+26,447.31,10.0,,4470.2173,2538.878,1.0,-246.7391,104.36931,-2.8679826e+19,0.4189424,21722080.0,-1,-23165168.0,1318.8014,1,[ 0.014  0.421 -1.916 -1.897],1130833,-246.7391,1.0,578.0078206062317,,4470.217653201025,100.0,True,2537345300.0,5200,100.0,10.0,100,4999.4443,0.07017674,52,
17132.828,1.0,4.281998e+32,346.09,10.0,,3452.44,137304.45,1.0,-236.70966,5939.9004,-2.9862155e+22,0.4189424,13430668.0,-1,-14873798.0,1229.3599,1,[-0.047  0.427 -1.928 -1.891],1165442,-236.70966,1.0,598.1870710849762,,3452.4401982342433,100.0,True,56669155000.0,5300,100.0,10.0,100,4999.5312,0.008088421,53,
461.54352,1.0,1.5103254e+31,444.36,10.0,319.75812,4440.445,4214.3574,1.0,-260.9913,99.09836,-5.608114e+21,0.4189424,21274318.0,-1,-22717400.0,1247.7051,1,[ 0.016  0.431 -1.929 -1.895],1209878,-260.9913,1.0,619.4272980690002,,4440.444931311058,100.0,True,2360571600.0,5400,100.0,10.0,100,4999.437,0.070367604,54,
14641.957,1.0,7.0105264e+32,344.73,10.0,279.78665,3439.4775,106955.664,1.0,-241.78087,5253.3296,-3.8209026e+22,0.4189424,13600835.0,-1,-15043941.0,1330.7249,1,[-0.045  0.444 -1.937 -1.89 ],1244351,-241.78087,1.0,639.249053478241,,3439.4776606481664,100.0,True,59439587000.0,5500,100.0,10.0,100,4999.4893,0.06138883,55,
41.847977,1.0,4.8177896e+27,437.81,10.0,9.981825,4374.4556,238.1136,1.0,-253.52876,25.271109,-1.0016827e+20,0.4189424,20971960.0,-1,-22415124.0,1355.0264,1,[ 0.013  0.467 -1.936 -1.885],1288132,-253.52876,1.0,666.0301043987274,,4374.455778614625,100.0,True,587943200.0,5600,100.0,10.0,100,4999.579,0.26452926,56,
28184.918,1.0,2.618204e+27,356.37,10.0,9.98115,3555.9185,220876.48,1.0,-241.44263,9967.621,-7.384042e+19,0.4189424,14265166.0,-1,-15708279.0,1273.0316,1,[-0.047  0.463 -1.949 -1.877],1323769,-241.44263,1.0,689.1402707099915,,3555.9185974607426,100.0,True,75592430000.0,5700,100.0,10.0,100,4999.4995,0.03690276,57,
46.056618,1.0,4.80733e+16,432.37,10.0,289.71326,4320.157,307.2217,1.0,-246.61633,24.745956,-316396150000000.0,0.4189424,20633458.0,-1,-22076530.0,1403.4598,1,[ 0.015  0.462 -1.952 -1.883],1367006,-246.61633,1.0,716.5616519451141,,4320.1572340124285,100.0,True,492778140.0,5800,100.0,10.0,100,4999.4194,0.26949155,58,
13.553054,1.0,223702670.0,398.35,10.0,,3976.8005,88.96026,1.0,-243.32614,9.079517,-21698865000.0,0.4189424,17409000.0,-1,-18852140.0,1262.5599,1,[-0.034  0.425 -1.961 -1.892],1406841,-243.32614,1.0,741.3341207504272,,3976.800565816553,100.0,True,114683810.0,5900,100.0,10.0,100,4999.543,0.14873655,59,
5476.9634,1.0,237788080.0,435.49,10.0,,4351.4146,55059.42,1.0,-255.37477,565.27405,-31015866000.0,0.4189424,20981856.0,-1,-22425010.0,1430.7507,1,[-0.004  0.435 -1.961 -1.89 ],1450390,-255.37477,1.0,767.254540681839,,4351.414502719642,100.0,True,8762380000.0,6000,100.0,10.0,100,4999.5605,0.14790823,60,
5096630.0,1.0,2.6887573e+25,453.65,10.0,259.82352,4533.514,51118870.0,1.0,-251.64456,588887.75,-7.482851e+18,0.4189424,21874674.0,-1,-23317788.0,1149.7496,1,[-0.007  0.492 -1.966 -1.866],1495755,-251.64456,1.0,794.0301785469055,,4533.5142068381065,100.0,True,12279590000000.0,6100,100.0,10.0,100,4999.4893,0.16494817,61,
1129532.1,1.0,2.8805933e+23,389.49,10.0,19.967243,3889.311,11355108.0,1.0,-239.38718,117515.84,-7.745092e+17,0.4189424,17675646.0,-1,-19118732.0,1596.5298,1,[ 0.054  0.479 -1.971 -1.874],1534704,-239.38718,1.0,816.6576662063599,,3889.3110490895297,100.0,True,2838823200000.0,6200,100.0,10.0,100,4999.451,0.030540287,62,
2301795.8,1.0,7.493129e+23,457.86,10.0,349.72833,4574.3926,23137616.0,1.0,-236.37074,235498.73,-1.2491883e+18,0.4189424,21757192.0,-1,-23200320.0,912.2087,1,[-0.012  0.422 -2.022 -1.947],1580490,-236.37074,1.0,843.0946357250214,,4574.392567503867,100.0,True,5148859000000.0,6300,100.0,10.0,100,4999.5117,0.07846721,63,
28.182348,1.0,72358290000.0,453.51,10.0,439.73685,4532.158,143.57506,1.0,-263.7506,16.512959,-388491800000.0,0.4189424,21754536.0,-1,-23197668.0,1101.8536,1,[ 0.033  0.388 -2.027 -1.974],1625841,-263.7506,1.0,870.1946175098419,,4532.157820441798,100.0,True,305469120.0,6400,100.0,10.0,100,4999.5205,0.04200688,64,
51.105007,1.0,811713900.0,424.88,10.0,9.980678,4243.8657,260.8391,1.0,-264.84573,25.592003,-41436627000.0,0.4189424,19399932.0,-1,-20843106.0,1178.7849,1,[-0.018  0.423 -2.036 -1.972],1668329,-264.84573,1.0,892.9178779125214,,4243.865920214609,100.0,True,320602270.0,6500,100.0,10.0,100,4999.5986,0.050980177,65,
57.06151,1.0,152184720.0,469.36,10.0,,4691.4,364.15625,1.0,-239.48602,25.058567,-18405208000.0,0.4189424,22974316.0,-1,-24417408.0,982.3863,1,[ 0.013  0.418 -2.036 -1.974],1715265,-239.48602,1.0,917.8150632381439,,4691.399830182354,100.0,True,603186300.0,6600,100.0,10.0,100,4999.4497,0.060267642,66,
71735420.0,1.0,3.408946e+33,471.46,10.0,,4712.4043,721087300.0,1.0,-254.35355,7441298.0,-8.425886e+22,0.4189424,23108708.0,-1,-24551872.0,949.7106,1,[ 3.514e-04  3.608e-01 -2.048e+00 -1.993e+00],1762411,-254.35355,1.0,944.7439591884613,,4712.404596444495,100.0,True,89247830000000.0,6700,100.0,10.0,100,4999.5747,0.04383381,67,
174.03839,1.0,130337230.0,424.01,10.0,369.6982,4236.006,1341.124,1.0,-245.03055,46.301895,-17386041000.0,0.4189424,19731220.0,-1,-21174364.0,1336.9644,1,[ 0.056  0.387 -2.05  -2.004],1804812,-245.03055,1.0,970.6263947486877,,4236.00601834073,100.0,True,910693400.0,6800,100.0,10.0,100,4999.545,0.0038023212,68,
174.97264,1.0,6961233400000.0,466.87,10.0,479.63953,4666.3735,1061.2079,1.0,-247.92725,75.32181,-3809626800000.0,0.4189424,22741116.0,-1,-24184352.0,982.8906,1,[ 0.009  0.353 -2.062 -2.024],1851499,-247.92725,1.0,999.6328580379486,,4666.373480304066,100.0,True,1855262700.0,6900,100.0,10.0,100,4999.703,0.113380946,69,
250008.64,1.0,4.0039185e+34,367.42,10.0,,3667.4197,2300181.2,1.0,-244.2692,57552.406,-2.8876845e+23,0.4189424,15437783.0,-1,-16880944.0,1409.8994,1,[-0.025  0.347 -2.151 -2.105],1888241,-244.2692,1.0,1022.871640920639,,3667.4198209494043,100.0,True,798385400000.0,7000,100.0,10.0,100,4999.584,0.053691555,70,
126.68223,1.0,12624937000000.0,453.05,10.0,,4527.8296,888.189,1.0,-260.6188,44.53752,-5128539000000.0,0.4189424,21926934.0,-1,-23370104.0,1194.0264,1,[ 0.038  0.35  -2.151 -2.106],1933546,-260.6188,1.0,1049.0633635520935,,4527.8292030072325,100.0,True,837914900.0,7100,100.0,10.0,100,4999.59,0.03463204,71,
58.775192,1.0,244934340000.0,390.14,10.0,69.87431,3895.018,408.8076,1.0,-253.96663,26.64533,-714591800000.0,0.4189424,17227982.0,-1,-18671146.0,1434.1604,1,[-0.018  0.338 -2.163 -2.082],1972560,-253.96663,1.0,1070.1076951026917,,3895.0181353850953,100.0,True,371338340.0,7200,100.0,10.0,100,4999.586,0.07450695,72,
