VarianceInitializer,EpLenMean,MinTargetPdf,Bound,MeanIW,TimeElapsed,StdWReturnMean,EpisodesSoFar,ReturnStepMax,ReturnMeanIW,LearnableVariance,ESSRenyiArithmetic,Weights,DivergenceHarmonic,TimestepsSoFar,EpRewMean,Iteration,InitialReturnMin,MinBehavPdf,MaxIW,InitialReturnStd,StdIW,InitialReturnMax,EpThisIter,EmpiricalD2Arithmetic,InitialReturnMean,Inner Iteration,ReturnStepMaxmin,MeanEntropy,InitialBound,ESSRenyiHarmonic,WReturnMean,MeanD2-0,Penalization,MinIW,EmpiricalD2Harmonic
-1,412.02,-244.33806,-1.6892431e+23,314182.62,401.0496304035187,,7300,10.0,3367980200000.0,,100.0,[-0.027  0.453 -1.908 -2.049],1.3701504e+34,1869133,4114.561504796713,73,39.934376,-244.33806,15616566.0,1289.69,1607786.2,4999.5894,100,1.0,4114.561,1,10.0,0.4189424,-20036084.0,100.0,18592916.0,1.0,True,0.12222981,1.0
-1,382.56,-235.32617,-224807000000.0,32.959137,409.1852955818176,,7400,10.0,782553150.0,,100.0,[ 0.035  0.458 -1.908 -2.052],24099865000.0,1907389,3820.5793380390005,74,299.7351,-235.32617,2011.3005,1629.5482,202.29558,4999.4746,100,1.0,3820.5793,1,10.0,0.4189424,-18695352.0,100.0,17252254.0,1.0,True,0.060829367,1.0
-1,419.66,-259.06488,-28435153000.0,24.68112,418.12284684181213,,7500,10.0,531646370.0,,100.0,[ 0.043  0.399 -1.915 -2.07 ],373880580.0,1949355,4192.667989310935,75,9.979156,-259.06488,587.5231,1521.3763,67.95802,4999.499,100,1.0,4192.668,1,10.0,0.4189424,-21336166.0,100.0,19893050.0,1.0,True,0.07661911,1.0
-1,448.44,-241.06578,-7.918391e+23,21140168.0,426.83655071258545,,7600,10.0,454208100000000.0,,100.0,[ 0.003  0.361 -1.931 -2.093],3.0106918e+35,1994199,4481.233731718284,76,9.98039,-241.06578,1835077900.0,1203.9866,184013010.0,4999.565,100,1.0,4481.234,1,10.0,0.4189424,-22974194.0,100.0,21531038.0,1.0,True,0.075426064,1.0
-1,365.55,-252.58533,-44249125000.0,12.911891,434.27783942222595,,7700,10.0,195497440.0,,100.0,[ 0.061  0.349 -1.941 -2.076],931980500.0,2030754,3649.594146480046,77,359.67917,-252.58533,140.72075,1733.9235,20.245848,4999.418,100,1.0,3649.594,1,10.0,0.4189424,-17769092.0,100.0,16326028.0,1.0,True,0.28651357,1.0
-1,440.16,-259.3153,-15036108000.0,45.492584,443.09379744529724,,7800,10.0,996940000.0,,100.0,[ 0.005  0.354 -1.952 -2.051],94641310.0,2074770,4398.378378961891,78,,-259.3153,900.5255,1309.9014,131.94646,4999.549,100,1.0,4398.3784,1,10.0,0.4189424,-22504720.0,100.0,21061574.0,1.0,True,0.026908154,1.0
-1,456.12,-262.13614,-3.0454946e+19,370.52386,452.07867646217346,,7900,10.0,8918083000.0,,100.0,[ 0.014  0.412 -1.96  -2.031],4.4536177e+26,2120382,4558.121995324407,79,329.6989,-262.13614,21844.385,1105.3243,2200.3687,4999.551,100,1.0,4558.122,1,10.0,0.4189424,-23441366.0,100.0,21998218.0,1.0,True,0.10538637,1.0
-1,325.15,-229.78668,-5.4074257e+17,1840.0071,459.5480673313141,,8000,10.0,12201452000.0,,100.0,[-0.046  0.418 -1.966 -2.044],1.4041618e+23,2152897,3242.43805005437,80,9.979414,-229.78668,55579.805,1225.7476,6161.0415,4999.4395,100,1.0,3242.4382,1,10.0,0.4189424,-13458938.0,100.0,12015862.0,1.0,True,0.122086264,1.0
-1,440.35,-255.82669,-1011644240000.0,10403.855,469.0275650024414,,8100,10.0,228910890000.0,,100.0,[ 0.007  0.447 -1.969 -2.029],294196050000.0,2196932,4400.839795271672,81,,-255.82669,1033645.44,1426.4498,102840.57,4999.5166,100,1.0,4400.8403,1,10.0,0.4189424,-22845278.0,100.0,21402150.0,1.0,True,0.071480095,1.0
-1,414.84,-250.1866,-1.3242837e+22,729075.2,477.95423555374146,,8200,10.0,17692260000000.0,,100.0,[ 0.039  0.5   -1.981 -2.024],8.420878e+31,2238416,4144.602484914076,82,9.980249,-250.1866,46584052.0,1583.4761,4719711.0,4999.5566,100,1.0,4144.602,1,10.0,0.4189424,-21128276.0,100.0,19685126.0,1.0,True,0.012655936,1.0
-1,458.95,-241.52116,-3.159498e+16,462.07166,486.16726994514465,,8300,10.0,11017645000.0,,100.0,[-0.015  0.602 -1.993 -1.977],4.793498e+20,2284311,4586.6645761828,83,19.960182,-241.52116,33889.047,1104.6342,3393.8735,4999.495,100,1.0,4586.6646,1,10.0,0.4189424,-23700826.0,100.0,22257708.0,1.0,True,0.016536703,1.0
-1,427.65,-247.78558,-45870887000.0,31.135368,494.5682952404022,,8400,10.0,707097660.0,,100.0,[ 0.023  0.552 -1.993 -1.975],979451650.0,2327076,4272.59606749605,84,289.74786,-247.78558,775.6385,1351.8451,98.162865,4999.5366,100,1.0,4272.5957,1,10.0,0.4189424,-21525700.0,100.0,20082560.0,1.0,True,0.242309,1.0
-1,459.04,-256.88425,-2.6979317e+21,1667.3696,503.82642340660095,,8500,10.0,40643174000.0,,100.0,[-8.868e-04  5.003e-01 -2.001e+00 -1.999e+00],3.4952895e+30,2372980,4587.484151366384,85,,-256.88425,51617.89,1092.5503,7824.156,4999.482,100,1.0,4587.4844,1,10.0,0.4189424,-23681788.0,100.0,22238678.0,1.0,True,0.10222504,1.0
-1,337.3,-238.58527,-9.667487e+21,4762.3237,510.90317249298096,,8600,10.0,42524060000.0,,100.0,[-0.063  0.496 -2.002 -1.992],4.4877024e+31,2406710,3364.2300431308045,86,1549.1635,-238.58527,84196.766,1116.6025,11333.679,4999.5522,100,1.0,3364.23,1,10.0,0.4189424,-14007987.0,100.0,12564845.0,1.0,True,0.046500217,1.0
-1,452.54,-243.60095,-1.1344404e+22,5719.0596,520.4020998477936,,8700,10.0,142844890000.0,,100.0,[-7.780e-04  5.041e-01 -2.004e+00 -1.991e+00],6.179346e+31,2451964,4522.39919660592,87,29.949072,-243.60095,358747.75,1177.3956,39853.02,4999.603,100,1.0,4522.3994,1,10.0,0.4189424,-23281532.0,100.0,21838354.0,1.0,True,0.004256254,1.0
-1,312.37,-242.86246,-2.0547594e+19,5856.415,526.8187239170074,,8800,10.0,45806190000.0,,100.0,[-0.06   0.488 -2.012 -1.98 ],2.0276108e+26,2483201,3114.430127075721,88,,-242.86246,96732.6,1163.9614,15711.011,4999.363,100,1.0,3114.43,1,10.0,0.4189424,-12497512.0,100.0,11054482.0,1.0,True,0.0673628,1.0
-1,455.17,-243.18494,-115759460000.0,10.914511,535.3302857875824,,8900,10.0,252876130.0,,100.0,[ 0.003  0.489 -2.009 -1.985],6406231000.0,2528718,4549.240886557227,89,309.78595,-243.18494,229.10344,1183.1093,26.982258,4999.574,100,1.0,4549.2407,1,10.0,0.4189424,-23538502.0,100.0,22095340.0,1.0,True,0.080475226,1.0
-1,432.65,-248.4978,-8.2380414e+23,101218.64,544.4175405502319,,9000,10.0,1099798500000.0,,100.0,[-0.033  0.525 -2.045 -1.997],3.258766e+35,2571983,4321.903014302246,90,239.7904,-248.4978,2911964.2,1202.4928,379878.22,4999.528,100,1.0,4321.9033,1,10.0,0.4189424,-21567970.0,100.0,20124836.0,1.0,True,0.07034614,1.0
-1,441.69,-233.16609,-4303691700000000.0,15.445887,553.1057472229004,,9100,10.0,357139650.0,,100.0,[ 0.028  0.529 -2.048 -2.01 ],8.893363e+18,2616152,4413.687771554772,91,,-233.16609,543.35345,1357.1339,55.70902,4999.59,100,1.0,4413.688,1,10.0,0.4189424,-22765624.0,100.0,21322454.0,1.0,True,0.015126848,1.0
-1,453.4,-247.72917,-1.4872762e+24,264865.47,561.5626304149628,,9200,10.0,4242453600000.0,,100.0,[-0.029  0.554 -2.048 -2.006],1.06212704e+36,2661492,4530.655597955305,92,9.983144,-247.72917,9847741.0,1137.3263,1175255.9,4999.5625,100,1.0,4530.656,1,10.0,0.4189424,-23263508.0,100.0,21820352.0,1.0,True,0.06830261,1.0
-1,447.59,-253.58711,-1.354007e+24,2618.6162,570.6651067733765,,9300,10.0,64111157000.0,,100.0,[ 0.032  0.54  -2.052 -2.004],8.8031164e+35,2706251,4472.755551790102,93,349.67468,-253.58711,61976.797,1190.9548,9909.62,4999.5586,100,1.0,4472.7554,1,10.0,0.4189424,-22867070.0,100.0,21423916.0,1.0,True,0.078575045,1.0
-1,292.82,-226.10844,-266777650000000.0,1687.9218,577.1777594089508,,9400,10.0,14013176000.0,,100.0,[-0.078  0.54  -2.082 -1.952],3.4173217e+16,2735533,2918.386586474147,94,9.979695,-226.10844,23046.232,1181.6671,4271.614,4999.449,100,1.0,2918.3865,1,10.0,0.4189424,-11356396.0,100.0,9913317.0,1.0,True,0.038248867,1.0
-1,466.9,-237.82906,-62125280000.0,27.242125,587.2574698925018,,9500,10.0,467232030.0,,100.0,[-0.024  0.571 -2.082 -1.954],1825584600.0,2782223,4666.047917993261,95,309.74692,-237.82906,596.2473,884.2393,85.8122,4999.4785,100,1.0,4666.048,1,10.0,0.4189424,-23996990.0,100.0,22553882.0,1.0,True,0.29349604,1.0
-1,445.77,-244.4077,-3.8606905e+22,25.362446,597.9377944469452,,9600,10.0,585406800.0,,100.0,[ 0.006  0.572 -2.083 -1.962],7.156818e+32,2826800,4454.859763441121,96,,-244.4077,654.9095,1298.7975,76.49994,4999.572,100,1.0,4454.8594,1,10.0,0.4189424,-22975812.0,100.0,21532652.0,1.0,True,0.0035520575,1.0
-1,415.34,-238.1098,-2.8781737e+21,50857.42,607.3301959037781,,9700,10.0,519976260000.0,,100.0,[-0.048  0.548 -2.092 -1.98 ],3.9775307e+30,2868334,4147.772971361183,97,,-238.1098,1782983.9,1180.3278,202409.66,4999.602,100,1.0,4147.773,1,10.0,0.4189424,-20040368.0,100.0,18597192.0,1.0,True,0.0064484547,1.0
-1,452.95,-235.5439,-2.3960384e+18,19.780083,617.3825142383575,,9800,10.0,475633440.0,,100.0,[ 0.013  0.563 -2.093 -1.981],2.756617e+24,2913629,4527.218374086398,98,9.984124,-235.5439,654.52985,1303.1506,70.917206,4999.575,100,1.0,4527.2183,1,10.0,0.4189424,-23637068.0,100.0,22193906.0,1.0,True,0.2152643,1.0
-1,423.46,-236.53903,-12411991000000.0,516.56226,626.2896971702576,,9900,10.0,6220124000.0,,100.0,[-0.046  0.581 -2.1   -1.974],73898280000000.0,2955975,4229.1699511035695,99,9.98144,-236.53903,18952.975,1186.6901,2061.4553,4999.581,100,1.0,4229.17,1,10.0,0.4189424,-20737274.0,100.0,19294110.0,1.0,True,0.0038483161,1.0
-1,456.3,-245.11642,-30351905000000.0,20.119804,635.5994207859039,,10000,10.0,466216260.0,,100.0,[-0.01   0.623 -2.109 -1.945],442351770000000.0,3001605,4560.36720842187,100,,-245.11642,407.9601,1103.5594,58.161533,4999.5166,100,1.0,4560.3677,1,10.0,0.4189424,-23457922.0,100.0,22014792.0,1.0,True,0.3334791,1.0
-1,429.04,-243.12294,-7.091106e+18,21632.178,644.9058041572571,,10100,10.0,268439160000.0,,100.0,[-0.045  0.572 -2.12  -1.946],2.4145626e+25,3044509,4284.401539620019,101,359.72266,-243.12294,930748.06,1038.2236,96256.95,4999.5127,100,1.0,4284.4014,1,10.0,0.4189424,-20877130.0,100.0,19434004.0,1.0,True,0.08199737,1.0
-1,457.66,-265.5281,-77277890000000.0,9.058211,654.1731534004211,,10200,10.0,214521920.0,,100.0,[ 0.008  0.601 -2.118 -1.93 ],2867631000000000.0,3090275,4574.559568717041,102,,-265.5281,129.2075,1258.3793,18.013813,4999.499,100,1.0,4574.5596,1,10.0,0.4189424,-23953230.0,100.0,22510112.0,1.0,True,0.4591206,1.0
-1,409.17,-254.65256,-1.506144e+19,49389.93,662.3937494754791,,10300,10.0,542264750000.0,,100.0,[-0.048  0.584 -2.139 -1.937],1.0892357e+26,3131192,4085.3833696429188,103,,-254.65256,3706770.0,1266.4675,369859.38,4999.575,100,1.0,4085.383,1,10.0,0.4189424,-19737456.0,100.0,18294296.0,1.0,True,0.024951374,1.0
-1,448.0,-248.6144,-331068730000000.0,8799.015,671.9441702365875,,10400,10.0,219878590000.0,,100.0,[ 0.007  0.61  -2.14  -1.921],5.2560234e+16,3175992,4477.396175451755,104,,-248.6144,793685.1,1310.9554,79072.72,4999.549,100,1.0,4477.3965,1,10.0,0.4189424,-23208826.0,100.0,21765678.0,1.0,True,0.21072097,1.0
-1,413.95,-251.27664,-1.8428225e+17,560.90845,680.9889552593231,,10500,10.0,13396583000.0,,100.0,[ 0.068  0.606 -2.148 -1.912],1.6307359e+22,3217387,4135.848360013729,105,,-251.27664,40924.18,1616.3458,4079.9778,4999.495,100,1.0,4135.8486,1,10.0,0.4189424,-21160928.0,100.0,19717814.0,1.0,True,0.049746063,1.0
-1,431.68,-241.27951,-7.940946e+20,19316.096,689.7322225570679,,10600,10.0,248319280000.0,,100.0,[-0.043  0.571 -2.174 -1.95 ],3.0279174e+29,3260555,4311.34400504646,106,689.52527,-241.27951,554724.5,959.03845,60104.516,4999.5444,100,1.0,4311.344,1,10.0,0.4189424,-20950584.0,100.0,19507440.0,1.0,True,0.048187587,1.0
-1,463.75,-250.46194,-1.1291416e+16,11.467237,698.4272720813751,,10700,10.0,263691460.0,,100.0,[ 0.014  0.594 -2.174 -1.94 ],6.1224607e+19,3306930,4635.527714598501,107,29.947882,-250.46194,265.27844,1175.3042,28.703062,4999.459,100,1.0,4635.5273,1,10.0,0.4189424,-24312552.0,100.0,22869456.0,1.0,True,0.00036348618,1.0
-1,453.99,-255.81491,-2.3328259e+20,61518.324,707.834121465683,,10800,10.0,959040450000.0,,100.0,[-0.038  0.619 -2.178 -1.916],2.6131165e+28,3352329,4536.259884404706,108,,-255.81491,1055351.9,1056.3989,189356.25,4999.56,100,1.0,4536.26,1,10.0,0.4189424,-23136786.0,100.0,21693632.0,1.0,True,0.07882662,1.0
-1,461.65,-244.99055,-57885670000.0,38.893635,717.7137200832367,,10900,10.0,946628160.0,,100.0,[ 0.016  0.643 -2.18  -1.897],1556808400.0,3398494,4613.856773162114,109,9.983074,-244.99055,1744.1451,1032.1229,192.52083,4999.5005,100,1.0,4613.8564,1,10.0,0.4189424,-23796072.0,100.0,22352952.0,1.0,True,0.030043876,1.0
-1,427.8,-240.7882,-2.2509205e+18,63.58855,726.7863018512726,,11000,10.0,1401176400.0,,100.0,[ 0.066  0.616 -2.189 -1.924],2.432973e+24,3441274,4274.861119784622,110,259.77582,-240.7882,2307.2346,1491.6506,246.42712,4999.494,100,1.0,4274.8613,1,10.0,0.4189424,-21942574.0,100.0,20499460.0,1.0,True,0.04624548,1.0
-1,460.85,-255.61618,-15253035000.0,19.676212,735.7052283287048,,11100,10.0,357798050.0,,100.0,[-0.044  0.637 -2.219 -1.971],106532800.0,3487359,4604.11133313073,111,299.726,-255.61618,206.86403,827.1134,39.012074,4999.576,100,1.0,4604.1113,1,10.0,0.4189424,-23325122.0,100.0,21881958.0,1.0,True,0.24984816,1.0
-1,489.2,-243.11656,-52861480000.0,20.480513,745.8457157611847,,11200,10.0,508859170.0,,100.0,[-0.013  0.634 -2.22  -1.97 ],1315999900.0,3536279,4890.553874246643,112,349.74002,-243.11656,341.24857,645.14496,56.180614,4999.6035,100,1.0,4890.5537,1,10.0,0.4189424,-25776912.0,100.0,24333730.0,1.0,True,0.15851296,1.0
-1,452.19,-248.90587,-7.2555235e+20,149076.12,755.3914272785187,,11300,10.0,1986631200000.0,,100.0,[-0.047  0.686 -2.225 -1.976],2.5277623e+29,3581498,4517.918212262927,113,,-248.90587,5409472.5,1034.492,631488.3,4999.547,100,1.0,4517.918,1,10.0,0.4189424,-22924908.0,100.0,21481760.0,1.0,True,0.1095711,1.0
-1,472.73,-247.22507,-14125340000000.0,2201.893,764.6245663166046,,11400,10.0,55026184000.0,,100.0,[ 0.013  0.698 -2.239 -1.974],95063170000000.0,3628771,4725.25502185134,114,299.78284,-247.22507,194500.92,933.2752,19393.252,4999.5293,100,1.0,4725.2554,1,10.0,0.4189424,-24642176.0,100.0,23199038.0,1.0,True,0.08177995,1.0
-1,440.46,-258.17355,-2.6669637e+17,71.41032,773.2198796272278,,11500,10.0,1741947100.0,,100.0,[ 0.066  0.728 -2.241 -1.962],3.4153077e+22,3672817,4401.517951390741,115,,-258.17355,2211.005,1364.9535,258.64694,4999.5557,100,1.0,4401.5176,1,10.0,0.4189424,-22679608.0,100.0,21236456.0,1.0,True,0.28979358,1.0
-1,475.02,-249.1976,-2.8423751e+20,173934.92,782.9937682151794,,11600,10.0,3685460500000.0,,100.0,[-0.044  0.778 -2.268 -1.98 ],3.879351e+28,3720319,4747.9050132729135,116,,-249.1976,13133622.0,935.7402,1314010.9,4999.5537,100,1.0,4747.905,1,10.0,0.4189424,-24861362.0,100.0,23418210.0,1.0,True,0.21553382,1.0
-1,461.98,-247.13217,-1.6269001e+22,114715.23,792.2416956424713,,11700,10.0,2848705500000.0,,100.0,[ 0.015  0.769 -2.27  -2.001],1.2710142e+32,3766517,4617.597929343505,117,279.79675,-247.13217,10497272.0,1121.0104,1044466.56,4999.461,100,1.0,4617.598,1,10.0,0.4189424,-24021972.0,100.0,22578874.0,1.0,True,0.35421833,1.0
-1,444.8,-240.05196,-8.642612e+21,41829.527,801.302318572998,,11800,10.0,469098800000.0,,100.0,[-0.058  0.668 -2.277 -2.015],3.5864578e+31,3810997,4442.867707535539,118,9.981484,-240.05196,867208.5,943.5765,139269.94,4999.6133,100,1.0,4442.8677,1,10.0,0.4189424,-22072596.0,100.0,20629412.0,1.0,True,0.017017955,1.0
-1,476.92,-247.61084,-290402330000000.0,10.686398,811.108508348465,,11900,10.0,256805540.0,,100.0,[ 0.003  0.682 -2.276 -2.01 ],4.0496955e+16,3858689,4767.636674393996,119,29.950201,-247.61084,281.87946,969.7612,31.881481,4999.477,100,1.0,4767.6367,1,10.0,0.4189424,-25113904.0,100.0,23670796.0,1.0,True,0.25495487,1.0
-1,445.43,-245.88612,-1.639755e+23,82648.27,820.025155544281,,12000,10.0,991745100000.0,,100.0,[-0.055  0.662 -2.284 -2.001],1.2908978e+34,3903232,4448.775011856037,120,2379.6904,-245.88612,4290490.5,776.5591,435857.9,4999.7334,100,1.0,4448.775,1,10.0,0.4189424,-21837898.0,100.0,20394644.0,1.0,True,0.051554367,1.0
-1,478.27,-244.62932,-3.9334646e+16,2637.8728,829.8916819095612,,12100,10.0,65861513000.0,,100.0,[ 0.007  0.672 -2.284 -1.994],7.429599e+20,3951059,4781.224169843638,121,259.77676,-244.62932,77655.71,897.0304,9797.507,4999.496,100,1.0,4781.2246,1,10.0,0.4189424,-25107888.0,100.0,23664770.0,1.0,True,0.2713815,1.0
-1,458.45,-236.81516,-4.900114e+21,223639.19,839.2633254528046,,12200,10.0,4312266200000.0,,100.0,[-0.055  0.737 -2.336 -1.924],1.1529199e+31,3996904,4580.534125397168,122,,-236.81516,17117452.0,950.8786,1712731.2,4999.581,100,1.0,4580.534,1,10.0,0.4189424,-23328630.0,100.0,21885462.0,1.0,True,0.1814423,1.0
-1,481.77,-249.86209,-710202800000.0,39.81001,849.3935344219208,,12300,10.0,993831800.0,,100.0,[ 0.003  0.751 -2.341 -1.907],241520900000.0,4045081,4815.921160926823,123,269.79782,-249.86209,1650.064,757.46466,221.02129,4999.525,100,1.0,4815.921,1,10.0,0.4189424,-25209988.0,100.0,23766852.0,1.0,True,0.13767222,1.0
-1,461.37,-257.18948,-1083184840000.0,443.311,858.4160504341125,,12400,10.0,10681230000.0,,100.0,[ 0.055  0.751 -2.343 -1.94 ],552350450000.0,4091218,4611.232171754196,124,,-257.18948,11186.341,1143.638,1326.5077,4999.4937,100,1.0,4611.2324,1,10.0,0.4189424,-24014486.0,100.0,22571370.0,1.0,True,0.040514912,1.0
-1,486.71,-270.07983,-73340720000000.0,76192.47,867.8438158035278,,12500,10.0,1904225200000.0,,100.0,[ 0.012  0.719 -2.368 -2.05 ],2450503500000000.0,4139889,4865.887095084174,125,299.76736,-270.07983,7402225.5,758.20654,736592.6,4999.5,100,1.0,4865.887,1,10.0,0.4189424,-25694858.0,100.0,24251736.0,1.0,True,0.036301818,1.0
-1,483.42,-248.58487,-1.2997977e+19,79.30153,877.7587871551514,,12600,10.0,1582849400.0,,100.0,[ 0.07   0.738 -2.354 -2.056],8.112295e+25,4188231,4832.477565555685,126,,-248.58487,3792.2798,749.7448,385.48688,4999.5654,100,1.0,4832.478,1,10.0,0.4189424,-25358116.0,100.0,23914956.0,1.0,True,0.0050609866,1.0
-1,470.95,-254.74205,-1.47131835e+20,229234.14,886.9154489040375,,12700,10.0,5711279400000.0,,100.0,[-0.048  0.736 -2.368 -2.016],1.0394375e+28,4235326,4706.157777490975,127,9.980568,-254.74205,15464802.0,787.3894,1603263.8,4999.586,100,1.0,4706.1577,1,10.0,0.4189424,-24211074.0,100.0,22767902.0,1.0,True,0.012821153,1.0
-1,345.59,-243.1671,-2.102439e+16,2871.667,893.7883725166321,,12800,10.0,31405013000.0,,100.0,[-0.102  0.708 -2.382 -2.014],2.1224406e+20,4269885,3447.3174366564276,128,,-243.1671,34690.586,1218.1133,6599.8223,4999.572,100,1.0,3447.3174,1,10.0,0.4189424,-14810952.0,100.0,13367798.0,1.0,True,0.061681785,1.0
-1,473.96,-243.20346,-3822845700000.0,42.90097,904.0963485240936,,12900,10.0,1032144500.0,,100.0,[-0.041  0.719 -2.384 -2.008],7013370700000.0,4317281,4736.0536098687235,129,9.980106,-243.20346,820.0379,759.4681,119.158035,4999.578,100,1.0,4736.0537,1,10.0,0.4189424,-24450160.0,100.0,23006994.0,1.0,True,0.021305272,1.0
-1,402.83,-246.44127,-1.3777491e+20,10810.769,912.3219478130341,,13000,10.0,153091160000.0,,100.0,[-0.072  0.675 -2.386 -2.039],9.1144967e+27,4357564,4020.9256332075074,130,,-246.44127,237980.47,1049.541,30137.922,4999.565,100,1.0,4020.9255,1,10.0,0.4189424,-18712534.0,100.0,17269380.0,1.0,True,0.049491666,1.0
-1,496.02,-241.89253,-2.241688e+21,54.21903,922.6687514781952,,13100,10.0,1353527300.0,,100.0,[-0.01   0.684 -2.386 -2.037],2.4129895e+30,4407166,4959.069645728975,131,2249.2458,-241.89253,2200.9067,287.15875,246.33069,4999.5283,100,1.0,4959.07,1,10.0,0.4189424,-26117970.0,100.0,24674832.0,1.0,True,0.47366574,1.0
-1,384.12,-239.90298,-2.7625482e+17,8433.642,930.586804151535,,13200,10.0,107942940000.0,,100.0,[-0.071  0.689 -2.387 -2.047],3.664554e+22,4445578,3833.2923664141126,132,,-239.90298,243735.55,1154.6575,29293.55,4999.538,100,1.0,3833.2922,1,10.0,0.4189424,-17470500.0,100.0,16027363.0,1.0,True,0.017386999,1.0
-1,485.75,-247.7887,-3.8369737e+21,35886660.0,940.1644096374512,,13300,10.0,759163700000000.0,,100.0,[-0.012  0.681 -2.38  -2.031],7.068792e+30,4494153,4856.272220938181,133,,-247.7887,3588306000.0,795.0331,357031550.0,4999.6357,100,1.0,4856.272,1,10.0,0.4189424,-25658658.0,100.0,24215458.0,1.0,True,0.075860634,1.0
-1,479.77,-248.79971,-17564486000.0,3.561037,949.4066333770752,,13400,10.0,84463670.0,,100.0,[ 0.048  0.665 -2.377 -2.038],146720930.0,4542130,4796.16275341171,134,,-248.79971,41.59824,905.92175,5.364311,4999.5195,100,1.0,4796.1626,1,10.0,0.4189424,-25267004.0,100.0,23823872.0,1.0,True,0.08013702,1.0
-1,495.32,-249.84312,-7.609777e+20,149.2671,958.9944927692413,,13500,10.0,3729450200.0,,100.0,[-0.011  0.667 -2.382 -2.057],2.7805216e+29,4591662,4952.250411100657,135,349.7242,-249.84312,8480.823,462.59848,892.04834,4999.5938,100,1.0,4952.2505,1,10.0,0.4189424,-26181956.0,100.0,24738780.0,1.0,True,0.03174622,1.0
-1,436.01,-248.282,-1.4385918e+17,8896.143,967.9927020072937,,13600,10.0,111390970000.0,,100.0,[-0.068  0.684 -2.388 -2.037],9.937117e+21,4635263,4354.266205616723,136,1679.5691,-248.282,223439.19,849.66364,32246.076,4999.5835,100,1.0,4354.266,1,10.0,0.4189424,-21124728.0,100.0,19681562.0,1.0,True,0.04474749,1.0
-1,491.26,-241.319,-72546940000.0,84.09267,977.8202216625214,,13700,10.0,2101331200.0,,100.0,[-0.014  0.711 -2.389 -2.021],2382736400.0,4684389,4911.566779193446,137,9.981628,-241.319,5456.9473,619.1507,548.8729,4999.635,100,1.0,4911.567,1,10.0,0.4189424,-25950036.0,100.0,24506836.0,1.0,True,0.05700108,1.0
-1,491.88,-242.49692,-1.034101e+19,143238.62,987.7915465831757,,13800,10.0,3578685800000.0,,100.0,[ 0.021  0.762 -2.39  -2.032],5.1346563e+25,4733577,4917.536454136482,138,1089.6282,-242.49692,12643207.0,546.53986,1260572.6,4999.584,100,1.0,4917.5366,1,10.0,0.4189424,-25924042.0,100.0,24480870.0,1.0,True,0.030825881,1.0
-1,434.28,-250.50676,-6.527597e+19,18334.744,996.3295984268188,,13900,10.0,216879280000.0,,100.0,[-0.056  0.669 -2.384 -2.066],2.0457779e+27,4777005,4337.827845642051,139,,-250.50676,263010.7,985.254,49350.965,4999.6816,100,1.0,4337.8276,1,10.0,0.4189424,-21230696.0,100.0,19787474.0,1.0,True,0.06962213,1.0
-1,492.15,-249.4457,-6596071000000000.0,17.122864,1006.5326235294342,,14000,10.0,419627740.0,,100.0,[-3.031e-04  6.962e-01 -2.382e+00 -2.056e+00],2.0890327e+19,4826220,4920.275547664892,140,269.84125,-249.4457,261.84402,533.7073,42.69642,4999.616,100,1.0,4920.2754,1,10.0,0.4189424,-25937144.0,100.0,24493954.0,1.0,True,0.04472701,1.0
-1,456.44,-242.57631,-2562490800000000.0,159.08449,1016.4478635787964,,14100,10.0,3373266700.0,,100.0,[-0.053  0.725 -2.384 -2.039],3.15307e+18,4871864,4559.702877593916,141,,-242.57631,4759.0527,869.7428,588.17755,4999.5137,100,1.0,4559.7026,1,10.0,0.4189424,-22990472.0,100.0,21547344.0,1.0,True,0.03084941,1.0
-1,366.17,-246.01125,-1.475147e+17,14574.996,1023.9331674575806,,14200,10.0,85539150000.0,,100.0,[-0.096  0.701 -2.389 -2.077],1.044827e+22,4908481,3653.081598976009,142,9.979874,-246.01125,842299.06,1046.0803,90515.38,4999.617,100,1.0,3653.0818,1,10.0,0.4189424,-15882468.0,100.0,14439288.0,1.0,True,0.034896206,1.0
-1,476.53,-254.94028,-31492039000.0,40.000687,1033.4109032154083,,14300,10.0,666083100.0,,100.0,[-0.034  0.708 -2.389 -2.081],456275000.0,4956134,4762.956758752261,143,,-254.94028,1069.3679,747.6477,128.35472,4999.5615,100,1.0,4762.957,1,10.0,0.4189424,-24687890.0,100.0,23244734.0,1.0,True,0.12978972,1.0
-1,492.51,-257.6424,-1.0063905e+18,13.403243,1043.739147901535,,14400,10.0,328892100.0,,100.0,[-0.004  0.713 -2.39  -2.081],4.863275e+23,5005385,4923.967114106148,144,1569.4019,-257.6424,317.92334,451.3279,39.295067,4999.555,100,1.0,4923.967,1,10.0,0.4189424,-25892302.0,100.0,24449148.0,1.0,True,0.102378026,1.0
-1,436.59,-250.5915,-15159876000.0,15.227085,1052.6438174247742,,14500,10.0,241239340.0,,100.0,[-0.061  0.714 -2.393 -2.105],106866610.0,5049044,4361.115197611919,145,19.964304,-250.5915,414.14435,1115.2404,46.281185,4999.59,100,1.0,4361.115,1,10.0,0.4189424,-21706254.0,100.0,20263084.0,1.0,True,0.11695148,1.0
