Penalization,InitialReturnStd,StdWReturnMean,Bound,LearnableVariance,MeanEntropy,ReturnMeanIW,ReturnStepMaxmin,EpisodesSoFar,MinBehavPdf,Inner Iteration,EmpiricalD2Arithmetic,EpRewMean,MinTargetPdf,MeanIW,VarianceInitializer,InitialReturnMax,MinIW,InitialReturnMean,EmpiricalD2Harmonic,EpLenMean,ReturnStepMax,Iteration,InitialBound,EpThisIter,TimeElapsed,InitialReturnMin,WReturnMean,MaxIW,ESSRenyiArithmetic,DivergenceHarmonic,StdIW,ESSRenyiHarmonic,MeanD2-0,Weights,TimestepsSoFar
True,1586.5482,,-834103000000000.0,,0.4189424,263882820.0,10.0,7300,-248.15451,1,1.0,4038.631559889053,-248.15451,12.566332,-1,4999.3945,0.19108063,4038.6313,1.0,404.31,10.0,73,-20270736.0,100,373.2330596446991,,18827680.0,309.584,100.0,3.341109e+17,34.94317,100.0,1.0,[ 0.02   0.491 -1.847 -2.019],1542450
True,1135.8684,,-4.0982605e+23,,0.4189424,391004650000.0,10.0,7400,-245.5055,1,1.0,3947.4754878020635,-245.5055,40478.54,-1,4999.4756,0.109559394,3947.4753,1.0,395.45,10.0,74,-18315862.0,100,383.7768189907074,19.959068,16872760.0,1129845.6,100.0,8.0653373e+34,137434.38,100.0,1.0,[-0.039  0.491 -1.869 -2.014],1581995
True,1558.3885,,-127205650000000.0,,0.4189424,259527580.0,10.0,7500,-252.61429,1,1.0,3941.891484410613,-252.61429,13.07423,-1,4999.423,0.083862506,3941.8914,1.0,394.7,10.0,75,-19410154.0,100,394.4097411632538,309.84705,17967084.0,138.079,100.0,7770568000000000.0,21.35804,100.0,1.0,[ 0.019  0.514 -1.874 -2.017],1621465
True,1293.423,,-9.061604e+19,,0.4189424,17742260000.0,10.0,7600,-242.492,1,1.0,3837.9099768034675,-242.492,1424.9055,-1,4999.585,0.06679372,3837.9097,1.0,384.47,10.0,76,-17845658.0,100,405.54846358299255,9.979724,16402495.0,22582.898,100.0,3.9427168e+27,3194.8591,100.0,1.0,[-0.039  0.493 -1.884 -2.013],1659912
True,1421.7267,,-1.2258349e+21,,0.4189424,2301947000.0,10.0,7700,-240.3106,1,1.0,4281.832339793691,-240.3106,94.44558,-1,4999.4775,0.0020917824,4281.8325,1.0,428.58,10.0,77,-21798500.0,100,418.3343710899353,39.935886,20355396.0,3634.8887,100.0,7.215837e+29,419.3857,100.0,1.0,[ 0.016  0.466 -1.886 -2.025],1702770
True,1263.0277,,-3.3130776e+20,,0.4189424,90012060000.0,10.0,7800,-232.92174,1,1.0,3693.6725189361673,-232.92174,14571.74,-1,4999.553,0.0380463,3693.672,1.0,370.12,10.0,78,-16681599.0,100,427.94328212738037,19.96411,15238455.0,735776.94,100.0,5.2705964e+28,75808.63,100.0,1.0,[-0.045  0.473 -1.892 -2.019],1739782
True,1237.8291,,-7.1861434e+17,,0.4189424,989931700.0,10.0,7900,-258.48276,1,1.0,4400.2037233096025,-258.48276,43.856567,-1,4999.6016,0.031704586,4400.204,1.0,440.39,10.0,79,-22337192.0,100,439.6655659675598,309.82635,20894016.0,1190.9655,100.0,2.4795414e+23,132.97205,100.0,1.0,[ 0.014  0.491 -1.892 -2.016],1783821
True,1335.9221,,-6.596217e+20,,0.4189424,104970810000.0,10.0,8000,-242.32658,1,1.0,3704.616849017714,-242.32658,9372.319,-1,4999.612,0.10228433,3704.617,1.0,371.17,10.0,80,-16952052.0,100,448.66879415512085,9.982116,15508873.0,195569.3,100.0,2.0891324e+29,28579.68,100.0,1.0,[-0.039  0.518 -1.895 -2.   ],1820938
True,1393.4471,,-5.1980716e+21,,0.4189424,6201413700000.0,10.0,8100,-244.75266,1,1.0,4266.1833470535585,-244.75266,251451.28,-1,4999.502,0.07512112,4266.183,1.0,427.01,10.0,81,-21585134.0,100,459.30959367752075,309.6914,20142016.0,9638425.0,100.0,1.2974746e+31,1319084.4,100.0,1.0,[ 0.018  0.495 -1.903 -1.995],1863639
True,1434.551,,-13590444000.0,,0.4189424,174832100.0,10.0,8200,-232.7251,1,1.0,3647.710984704798,-232.7251,19.679878,-1,4999.5225,0.13300553,3647.711,1.0,365.42,10.0,82,-16806856.0,100,468.93260860443115,,15363732.0,164.23578,100.0,86422776.0,33.355762,100.0,1.0,[-0.032  0.418 -1.932 -2.074],1900181
True,1263.456,,-3862473700000.0,,0.4189424,4040531200.0,10.0,8300,-255.96115,1,1.0,4435.1674589964105,-255.96115,247.71489,-1,4999.5063,0.09847101,4435.1675,1.0,443.86,10.0,83,-22710154.0,100,480.85253405570984,,21267032.0,7848.627,100.0,7148826300000.0,1050.3384,100.0,1.0,[-7.324e-04  4.190e-01 -1.933e+00 -2.073e+00],1944567
True,1423.2441,,-2.0652137e+21,,0.4189424,24667172000000.0,10.0,8400,-241.36316,1,1.0,4209.6222479811895,-241.36316,988317.06,-1,4999.468,0.02968298,4209.622,1.0,421.37,10.0,84,-21189640.0,100,492.29181241989136,29.945362,19746542.0,73992650.0,100.0,2.0481236e+30,7414109.0,100.0,1.0,[ 0.025  0.473 -1.939 -2.089],1986704
True,1704.535,,-1.0625377e+20,,0.4189424,6992908000.0,10.0,8500,-242.78508,1,1.0,3325.625016896702,-242.78508,472.92276,-1,4999.417,0.0009192864,3325.625,1.0,333.25,10.0,85,-15408284.0,100,501.06024074554443,,13965221.0,23732.85,100.0,5.421662e+27,2439.3289,100.0,1.0,[ 0.067  0.558 -1.951 -2.008],2020029
True,1091.0913,,-2.7669145e+23,,0.4189424,2667418700000.0,10.0,8600,-245.9677,1,1.0,4396.5037355576615,-245.9677,259945.8,-1,4999.463,0.13774787,4396.5034,1.0,440.11,10.0,86,-21962824.0,100,513.3426849842072,279.81912,20519726.0,9449261.0,100.0,3.6763705e+34,1204735.9,100.0,1.0,[-0.039  0.58  -1.979 -1.953],2064040
True,1476.6583,,-4.2984665e+22,,0.4189424,63773344000000.0,10.0,8700,-254.40166,1,1.0,4354.415303542125,-254.40166,2553626.5,-1,4999.4893,0.21742325,4354.4155,1.0,435.74,10.0,87,-22584564.0,100,525.7952852249146,,21141452.0,251132600.0,100.0,8.8724965e+32,24984098.0,100.0,1.0,[ 0.022  0.589 -1.981 -1.962],2107614
True,1317.2433,,-5.6630333e+23,,0.4189424,22758507000000.0,10.0,8800,-242.67831,1,1.0,4426.285561947692,-242.67831,1343234.8,-1,4999.5723,0.06730526,4426.2856,1.0,442.97,10.0,88,-22770292.0,100,538.2104413509369,19.964321,21327132.0,41668570.0,100.0,1.5398843e+35,5859480.5,100.0,1.0,[-0.014  0.492 -2.002 -2.029],2151911
True,1676.8696,,-1930963300000.0,,0.4189424,208430620.0,10.0,8900,-254.9008,1,1.0,4010.720864486078,-254.9008,11.33305,-1,4999.37,0.004702123,4010.721,1.0,401.49,10.0,89,-20340814.0,100,548.7266621589661,9.982154,18897774.0,139.66826,100.0,1790252800000.0,18.89261,100.0,1.0,[ 0.048  0.485 -2.002 -2.038],2192060
True,973.7362,,-4.852442e+23,,0.4189424,6863847400000.0,10.0,9000,-251.5028,1,1.0,4698.482404698371,-251.5028,275637.1,-1,4999.519,0.040469192,4698.4824,1.0,470.09,10.0,90,-24467030.0,100,560.8630621433258,,23023898.0,11406510.0,100.0,1.1306524e+35,1474274.9,100.0,1.0,[-0.005  0.454 -2.007 -2.051],2239069
True,1292.1781,,-37097590000.0,,0.4189424,235535950.0,10.0,9100,-237.44318,1,1.0,3939.489314334013,-237.44318,20.344193,-1,4999.6196,0.08384715,3939.4893,1.0,394.55,10.0,91,-18632484.0,100,572.1581764221191,,17189300.0,259.20447,100.0,652427800.0,38.245537,100.0,1.0,[-0.019  0.351 -2.015 -2.12 ],2278524
True,899.0755,,-15872430000.0,,0.4189424,663137660.0,10.0,9200,-250.20154,1,1.0,4706.015536545302,-250.20154,27.294529,-1,4999.5127,0.036006127,4706.0156,1.0,470.84,10.0,92,-24398046.0,100,585.2567338943481,449.6884,22954918.0,803.56366,100.0,111078136.0,91.55764,100.0,1.0,[ 0.012  0.358 -2.016 -2.121],2325608
True,1501.805,,-6.516234e+16,,0.4189424,9099123000.0,10.0,9300,-240.2815,1,1.0,4291.751523169163,-240.2815,377.3295,-1,4999.6143,0.014157982,4291.752,1.0,429.5,10.0,93,-22117732.0,100,596.0297260284424,,20674550.0,7907.65,100.0,2.0387714e+21,1280.8999,100.0,1.0,[ 0.019  0.299 -2.021 -2.141],2368558
True,1474.0945,,-12558015000.0,,0.4189424,83624310.0,10.0,9400,-240.3465,1,1.0,3451.4980784277936,-240.3465,9.702563,-1,4999.544,0.08216269,3451.498,1.0,345.88,10.0,94,-15528928.0,100,605.52539229393,19.964796,14085792.0,94.196175,100.0,74720270.0,16.159353,100.0,1.0,[-0.027  0.339 -2.027 -2.128],2403146
True,1067.93,,-1.6175229e+22,,0.4189424,30754168000000.0,10.0,9500,-258.26544,1,1.0,4565.704915148901,-258.26544,1260734.4,-1,4999.5503,0.07344591,4565.705,1.0,456.84,10.0,95,-23429284.0,100,617.5919861793518,419.78485,21986136.0,106853464.0,100.0,1.2563144e+32,10655697.0,100.0,1.0,[ 0.002  0.35  -2.027 -2.127],2448830
True,1494.9874,,-64041083000000.0,,0.4189424,554588860.0,10.0,9600,-245.32698,1,1.0,4256.880899905636,-245.32698,26.172998,-1,4999.544,0.22814287,4256.881,1.0,426.07,10.0,96,-21799162.0,100,629.5716035366058,19.964874,20356022.0,265.60248,100.0,1969289100000000.0,50.785023,100.0,1.0,[ 0.056  0.38  -2.033 -2.132],2491437
True,1042.4937,,-1.5750084e+22,,0.4189424,70139618000000.0,10.0,9700,-244.89627,1,1.0,4502.437767837136,-244.89627,4535580.0,-1,4999.507,0.13393013,4502.4375,1.0,450.6,10.0,97,-22801860.0,100,642.4465391635895,9.979195,21358738.0,182982740.0,100.0,1.1911827e+32,22875630.0,100.0,1.0,[-2.123e-03  3.618e-01 -2.040e+00 -2.143e+00],2536497
True,1488.7288,,-6424149000000.0,,0.4189424,1241089900.0,10.0,9800,-232.50354,1,1.0,4057.634672470619,-232.50354,64.95136,-1,4999.5874,0.09376976,4057.6348,1.0,406.24,10.0,98,-20123876.0,100,654.1454708576202,389.69293,18680712.0,2345.0706,100.0,19808339000000.0,261.0492,100.0,1.0,[ 0.059  0.353 -2.043 -2.132],2577121
True,1226.1036,,-6.961675e+17,,0.4189424,723291500000.0,10.0,9900,-260.96268,1,1.0,4234.201593546636,-260.96268,45477.914,-1,4999.63,0.027481606,4234.2017,1.0,423.86,10.0,99,-20874986.0,100,665.8671770095825,,19431794.0,2205120.5,100.0,2.3270002e+23,258381.03,100.0,1.0,[-0.004  0.352 -2.049 -2.132],2619507
True,1353.4229,,-15260074000.0,,0.4189424,856362000.0,10.0,10000,-255.73705,1,1.0,4383.092510947432,-255.73705,39.107662,-1,4999.615,0.05900644,4383.093,1.0,438.62,10.0,100,-22486436.0,100,677.9793984889984,9.9799185,21043252.0,998.5263,100.0,99614780.0,115.15897,100.0,1.0,[ 0.041  0.383 -2.05  -2.101],2663369
True,1036.3629,,-529704650000.0,,0.4189424,21243408000.0,10.0,10100,-251.43106,1,1.0,4615.565204244995,-251.43106,904.92896,-1,4999.582,0.03145882,4615.565,1.0,461.83,10.0,101,-23820654.0,100,690.7526478767395,329.741,22377488.0,86949.03,100.0,124137275000.0,8648.868,100.0,1.0,[ 0.018  0.429 -2.057 -2.066],2709552
True,1438.097,,-95348050000.0,,0.4189424,490386180.0,10.0,10200,-252.14384,1,1.0,4295.669328138738,-252.14384,21.21691,-1,4999.5737,0.0077797454,4295.6694,1.0,429.93,10.0,102,-21964058.0,100,702.6975803375244,29.945284,20520898.0,1351.6427,100.0,4320501000.0,134.51501,100.0,1.0,[ 0.048  0.465 -2.064 -2.026],2752545
True,802.541,,-1.7340141e+18,,0.4189424,5442416000000.0,10.0,10300,-249.24356,1,1.0,4773.545442547953,-249.24356,217823.28,-1,4999.492,0.14322639,4773.5454,1.0,477.55,10.0,103,-24873924.0,100,715.007098197937,9.979587,23430808.0,17564072.0,100.0,1.443844e+24,1754719.8,100.0,1.0,[-6.513e-04  4.966e-01 -2.071e+00 -2.048e+00],2800300
True,1167.4924,,-19776078000.0,,0.4189424,779739500.0,10.0,10400,-247.70717,1,1.0,4405.691386438723,-247.70717,31.6925,-1,4999.5312,0.052747957,4405.6914,1.0,440.99,10.0,104,-22216290.0,100,727.2466449737549,,20773154.0,1795.0675,100.0,173278220.0,180.03152,100.0,1.0,[-0.01   0.405 -2.083 -2.132],2844399
True,1314.8427,,-1.3265888e+24,,0.4189424,829339300000.0,10.0,10500,-243.3489,1,1.0,3884.739317380936,-243.3489,73730.36,-1,4999.61,0.05320549,3884.739,1.0,389.14,10.0,105,-18263188.0,100,738.3836760520935,,16820010.0,4421959.5,100.0,8.4498594e+35,456139.6,100.0,1.0,[-0.035  0.46  -2.095 -2.144],2883313
True,964.3231,,-2.290051e+20,,0.4189424,2578213500000.0,10.0,10600,-246.017,1,1.0,4746.961461958667,-246.017,103199.7,-1,4999.5845,0.07065596,4746.9614,1.0,474.88,10.0,106,-24906728.0,100,750.7826220989227,29.95256,23463560.0,7214002.0,100.0,2.5181179e+28,751606.2,100.0,1.0,[ 0.025  0.458 -2.096 -2.158],2930801
True,1447.778,,-91854360000000.0,,0.4189424,153937610000.0,10.0,10700,-241.86604,1,1.0,4321.33397556974,-241.86604,6183.0093,-1,4999.499,0.019511182,4321.334,1.0,432.47,10.0,107,-22213104.0,100,762.9995818138123,419.68677,20769988.0,529693.44,100.0,4037922000000000.0,52819.145,100.0,1.0,[ 0.053  0.341 -2.122 -2.136],2974048
True,1019.2714,,-25431187000.0,,0.4189424,968829900.0,10.0,10800,-248.62321,1,1.0,4725.620631512939,-248.62321,39.534256,-1,4999.5366,0.114057675,4725.6206,1.0,472.74,10.0,108,-24813544.0,100,776.6746251583099,19.965363,23370404.0,1022.9547,100.0,287341860.0,136.68678,100.0,1.0,[ 0.025  0.429 -2.159 -2.212],3021322
True,1000.19244,,-21811137000.0,,0.4189424,1126832900.0,10.0,10900,-251.77771,1,1.0,4758.742050314588,-251.77771,45.24444,-1,4999.58,0.031774327,4758.7417,1.0,476.04,10.0,109,-25089178.0,100,789.5347936153412,,23646012.0,1085.1146,100.0,205432420.0,165.45918,100.0,1.0,[ 0.018  0.489 -2.163 -2.198],3068926
True,801.2079,,-2.3978644e+22,,0.4189424,1413218300000.0,10.0,11000,-254.88133,1,1.0,4819.011633102066,-254.88133,56573.24,-1,4999.71,0.13872553,4819.0117,1.0,482.05,10.0,110,-25308046.0,100,801.9847574234009,9.981709,23864806.0,2409172.0,100.0,2.7605223e+32,281575.22,100.0,1.0,[ 0.006  0.432 -2.168 -2.22 ],3117131
True,1290.3583,,-2.2674013e+16,,0.4189424,170125800000.0,10.0,11100,-242.6985,1,1.0,4579.866394048349,-242.6985,6810.9023,-1,4999.5527,0.112265386,4579.866,1.0,458.19,10.0,111,-24083348.0,100,814.908593416214,9.980116,22640200.0,402994.12,100.0,2.4685783e+20,43232.67,100.0,1.0,[ 0.029  0.32  -2.178 -2.269],3162950
True,1622.234,,-2755259300000.0,,0.4189424,1105051400.0,10.0,11200,-249.00143,1,1.0,3499.670648765628,-249.00143,78.16555,-1,4999.4907,0.10152242,3499.6707,1.0,350.62,10.0,112,-16322443.0,100,824.5354585647583,429.688,14879338.0,2631.0073,100.0,3642459400000.0,322.20117,100.0,1.0,[ 0.091  0.322 -2.175 -2.263],3198012
True,1315.5369,,-4915606000000000.0,,0.4189424,2427163600.0,10.0,11300,-242.47667,1,1.0,4347.529735633254,-242.47667,145.73715,-1,4999.5205,0.0005663127,4347.53,1.0,435.1,10.0,113,-22074778.0,100,836.3589136600494,9.97972,20631650.0,3991.4133,100.0,1.1602767e+19,550.89465,100.0,1.0,[ 0.056  0.372 -2.181 -2.251],3241522
True,932.75,,-93766060000.0,,0.4189424,730550660.0,10.0,11400,-277.8989,1,1.0,4593.832754538877,-277.8989,43.319218,-1,4999.623,0.15403977,4593.833,1.0,459.67,10.0,114,-23416510.0,100,850.0195956230164,459.71988,21973322.0,931.83734,100.0,4155944000.0,115.77493,100.0,1.0,[-0.003  0.353 -2.188 -2.25 ],3287489
True,607.0989,,-173508020000000.0,,0.4189424,35943342000.0,10.0,11500,-245.4774,1,1.0,4913.458927311644,-245.4774,1764.0422,-1,4999.5566,0.06351366,4913.459,1.0,491.47,10.0,115,-25953798.0,100,864.0394146442413,,24510646.0,91774.84,100.0,1.4449555e+16,9932.791,100.0,1.0,[ 0.026  0.35  -2.19  -2.26 ],3336636
True,1199.1285,,-39623864000.0,,0.4189424,845317250.0,10.0,11600,-236.64133,1,1.0,4519.595351502376,-236.64133,37.679493,-1,4999.5225,0.12400128,4519.595,1.0,452.27,10.0,116,-23307780.0,100,875.8975734710693,359.7205,21864650.0,1271.5345,100.0,722088260.0,138.7255,100.0,1.0,[ 0.074  0.385 -2.194 -2.279],3381863
True,999.3616,,-720378300000.0,,0.4189424,2405833000.0,10.0,11700,-239.59328,1,1.0,4712.285434178579,-239.59328,96.72668,-1,4999.509,0.076794684,4712.285,1.0,471.43,10.0,117,-24647482.0,100,888.041330575943,29.949661,23204358.0,5692.0176,100.0,247529800000.0,583.3838,100.0,1.0,[ 0.027  0.426 -2.202 -2.282],3429006
True,676.84985,,-11804256000.0,,0.4189424,489224200.0,10.0,11800,-249.9949,1,1.0,4874.721248615321,-249.9949,19.60031,-1,4999.606,0.059846103,4874.721,1.0,487.61,10.0,118,-25664214.0,100,901.0765790939331,9.980311,24221032.0,680.47876,100.0,61473750.0,70.41889,100.0,1.0,[ 0.009  0.482 -2.206 -2.261],3477767
True,771.3917,,-4801372400000000.0,,0.4189424,188304540000.0,10.0,11900,-252.801,1,1.0,4848.433445227896,-252.801,7543.0005,-1,4999.643,0.030015465,4848.4336,1.0,484.98,10.0,119,-25545554.0,100,914.7948987483978,,24102352.0,262321.3,100.0,1.1067816e+19,38360.9,100.0,1.0,[ 0.024  0.532 -2.206 -2.228],3526265
True,1062.2153,,-5.466893e+22,,0.4189424,27725110000000.0,10.0,12000,-242.72209,1,1.0,4643.033130135444,-242.72209,1109563.5,-1,4999.5186,0.2769114,4643.0337,1.0,464.54,10.0,120,-24129188.0,100,927.3688180446625,359.6839,22686058.0,106713340.0,100.0,1.4351249e+33,10615575.0,100.0,1.0,[ 0.061  0.478 -2.213 -2.334],3572719
True,1539.2695,,-3.217815e+23,,0.4189424,137740000000.0,10.0,12100,-236.2568,1,1.0,2335.2602962683945,-236.2568,7523.6143,-1,4999.172,0.25417024,2335.2603,1.0,234.47,10.0,121,-9265704.0,100,933.54128241539,9.980085,7822791.0,347933.16,100.0,4.973374e+34,38480.797,100.0,1.0,[ 0.149  0.391 -2.232 -2.331],3596166
True,1323.5762,,-1.4839502e+21,,0.4189424,39474436000000.0,10.0,12200,-250.80258,1,1.0,4571.565339993442,-250.80258,1582085.0,-1,4999.521,0.6002332,4571.5654,1.0,457.36,10.0,122,-24094194.0,100,945.109414100647,,22651064.0,150297170.0,100.0,1.0574171e+30,14951869.0,100.0,1.0,[ 0.045  0.455 -2.252 -2.314],3641902
True,1364.0809,,-17910172000.0,,0.4189424,176241950.0,10.0,12300,-260.5545,1,1.0,3603.006154229135,-260.5545,18.88942,-1,4999.6045,0.017522832,3603.0063,1.0,361.01,10.0,123,-16285541.0,100,955.4577443599701,,14842369.0,278.20462,100.0,151004030.0,35.44078,100.0,1.0,[-0.025  0.341 -2.318 -2.114],3678003
True,781.18054,,-68524110000.0,,0.4189424,2725949400.0,10.0,12400,-244.71796,1,1.0,4787.267172755217,-244.71796,140.52234,-1,4999.633,0.1486186,4787.267,1.0,478.91,10.0,124,-24971370.0,100,968.666953086853,389.68463,23528172.0,6099.752,100.0,2078721500.0,756.4039,100.0,1.0,[ 0.006  0.344 -2.318 -2.111],3725894
True,690.9027,,-2.5430812e+17,,0.4189424,8663226000.0,10.0,12500,-249.20981,1,1.0,4881.540921533685,-249.20981,347.54218,-1,4999.6123,0.04306871,4881.5405,1.0,488.27,10.0,125,-25749974.0,100,982.4257791042328,319.79877,24306788.0,27447.537,100.0,3.105248e+22,2747.3274,100.0,1.0,[ 0.034  0.354 -2.32  -2.119],3774721
True,1407.9343,,-21652238000.0,,0.4189424,108068584.0,10.0,12600,-243.36565,1,1.0,3528.895316131438,-243.36565,13.249007,-1,4999.6753,0.07318637,3528.8953,1.0,353.61,10.0,126,-15878594.0,100,992.1024208068848,,14435381.0,105.524506,100.0,222850500.0,18.29474,100.0,1.0,[-0.026  0.348 -2.326 -2.133],3810082
True,658.31134,,-754933200000.0,,0.4189424,3753080000.0,10.0,12700,-264.62357,1,1.0,4857.036940592348,-264.62357,207.08212,-1,4999.6274,0.033467304,4857.037,1.0,485.85,10.0,127,-25467376.0,100,1005.354236125946,9.981481,24024182.0,6147.406,100.0,270931120000.0,790.82245,100.0,1.0,[ 0.005  0.349 -2.326 -2.133],3858667
True,612.91815,,-1.3912991e+20,,0.4189424,21955825000000.0,10.0,12800,-248.69197,1,1.0,4911.610756974584,-248.69197,878752.94,-1,4999.6523,0.028980339,4911.611,1.0,491.27,10.0,128,-25942796.0,100,1017.4676270484924,449.69894,24499588.0,31032616.0,100.0,9.294006e+27,4176051.2,100.0,1.0,[ 0.036  0.391 -2.329 -2.168],3907794
True,960.10803,,-1457521800000000.0,,0.4189424,9700258000000.0,10.0,12900,-269.84546,1,1.0,4718.990132085339,-269.84546,398757.47,-1,4999.578,0.0779945,4718.99,1.0,472.09,10.0,129,-24633836.0,100,1030.1755640506744,,23190674.0,38391570.0,100.0,1.0065094e+18,3821195.2,100.0,1.0,[ 0.033  0.295 -2.331 -2.249],3955003
True,1397.713,,-23965118000000.0,,0.4189424,2718461400.0,10.0,13000,-257.20197,1,1.0,4299.980618928086,-257.20197,149.75694,-1,4999.652,0.01874426,4299.9805,1.0,430.37,10.0,130,-21886636.0,100,1042.435584783554,9.981112,20443434.0,2783.9905,100.0,275691200000000.0,360.0141,100.0,1.0,[ 0.074  0.284 -2.332 -2.295],3998040
True,1364.8682,,-16239006000.0,,0.4189424,134632530.0,10.0,13100,-247.87376,1,1.0,4447.153819818465,-247.87376,5.4636726,-1,4999.543,0.05119064,4447.1543,1.0,444.96,10.0,131,-23083182.0,100,1055.8377616405487,9.980782,21640042.0,54.6565,100.0,124533950.0,8.733505,100.0,1.0,[ 0.016  0.291 -2.341 -2.313],4042536
True,1456.326,,-2268699800000.0,,0.4189424,205357200.0,10.0,13200,-233.52307,1,1.0,3452.0319652618923,-233.52307,23.577303,-1,4999.6924,0.16358463,3452.032,1.0,345.93,10.0,132,-15480630.0,100,1065.9815006256104,429.65585,14037410.0,236.37596,100.0,2470720300000.0,39.079025,100.0,1.0,[-0.013  0.289 -2.351 -2.319],4077129
True,907.4855,,-96252310000.0,,0.4189424,1981388800.0,10.0,13300,-236.3954,1,1.0,4757.514682159986,-236.3954,80.49469,-1,4999.5645,0.094001845,4757.515,1.0,475.92,10.0,133,-24900632.0,100,1079.256142616272,479.72943,23457476.0,5033.623,100.0,4267250400.0,505.37698,100.0,1.0,[ 0.017  0.296 -2.353 -2.316],4124721
True,1683.7327,,-64815505000.0,,0.4189424,642222460.0,10.0,13400,-236.09554,1,1.0,4162.1802717377195,-236.09554,26.109934,-1,4999.561,0.032476254,4162.18,1.0,416.51,10.0,134,-21601850.0,100,1090.5957386493683,,20158700.0,308.36765,100.0,1977435100.0,54.299385,100.0,1.0,[ 0.034  0.235 -2.354 -2.316],4166372
True,1784.2053,,-4042305000000000.0,,0.4189424,301233930000.0,10.0,13500,-239.17944,1,1.0,3324.037698033736,-239.17944,16543.35,-1,4999.537,0.08389066,3324.0376,1.0,333.1,10.0,135,-15675746.0,100,1099.5615072250366,9.980178,14232616.0,1004721.56,100.0,7.845046e+18,115339.945,100.0,1.0,[ 0.061  0.202 -2.365 -2.361],4199682
True,1352.0354,,-34505670000.0,,0.4189424,2585011000.0,10.0,13600,-253.74512,1,1.0,4429.3061873264905,-253.74512,241.47913,-1,4999.5635,0.010987953,4429.306,1.0,443.2,10.0,136,-22889906.0,100,1111.3100748062134,9.980709,21446754.0,17882.541,100.0,489256540.0,1786.1276,100.0,1.0,[ 0.035  0.257 -2.367 -2.347],4244002
True,1309.618,,-285812160000000.0,,0.4189424,206036650000.0,10.0,13700,-247.04102,1,1.0,4437.215482140331,-247.04102,8247.734,-1,4999.5205,0.010390811,4437.216,1.0,444.03,10.0,137,-22847110.0,100,1123.6254155635834,379.68884,21403982.0,676888.94,100.0,3.9169037e+16,67921.57,100.0,1.0,[ 0.067  0.295 -2.371 -2.386],4288405
True,1630.4626,,-708817260000.0,,0.4189424,278681730.0,10.0,13800,-239.10011,1,1.0,2992.1379711294458,-239.10011,25.666332,-1,4999.51,0.016111292,2992.1377,1.0,300.05,10.0,138,-13054410.0,100,1132.3124208450317,389.78546,11611297.0,347.00345,100.0,241067460000.0,50.680866,100.0,1.0,[ 0.125  0.311 -2.376 -2.401],4318410
True,1176.9982,,-85083370000000.0,,0.4189424,15546138000.0,10.0,13900,-281.0568,1,1.0,4545.923452774222,-281.0568,623.4226,-1,4999.5645,0.0034211967,4545.9233,1.0,454.89,10.0,139,-23493900.0,100,1144.4517757892609,9.980398,22050746.0,35307.93,100.0,3474747700000000.0,3710.0605,100.0,1.0,[ 0.066  0.332 -2.382 -2.403],4363899
True,1621.6532,,-254098180000.0,,0.4189424,2972673500.0,10.0,14000,-243.19374,1,1.0,3811.845885896999,-243.19374,132.13678,-1,4999.5723,0.041023776,3811.846,1.0,381.76,10.0,140,-18603082.0,100,1154.669738292694,39.92818,17159928.0,9658.839,100.0,30281087000.0,964.36017,100.0,1.0,[ 0.117  0.366 -2.381 -2.395],4402075
True,1038.2362,,-191370660000.0,,0.4189424,8844413000.0,10.0,14100,-244.37483,1,1.0,4697.841811560969,-244.37483,397.2663,-1,4999.5713,0.11687655,4697.842,1.0,469.99,10.0,141,-24590812.0,100,1166.7519114017487,19.960554,23147652.0,27935.133,100.0,15997083000.0,2891.826,100.0,1.0,[ 0.069  0.405 -2.388 -2.391],4449074
True,277.579,,-1.05320055e+21,,0.4189424,4818830600000.0,10.0,14200,-243.95242,1,1.0,4971.280439023936,-243.95242,192816.22,-1,4999.622,0.107645445,4971.2803,1.0,497.22,10.0,142,-26233868.0,100,1179.4607656002045,2209.4058,24790678.0,7428703.0,100.0,5.325921e+29,1037590.75,100.0,1.0,[ 0.014  0.434 -2.393 -2.388],4498796
True,1136.8163,,-411272150000.0,,0.4189424,1550764900.0,10.0,14300,-241.05006,1,1.0,4641.021406604422,-241.05006,62.679256,-1,4999.5933,0.043960575,4641.0215,1.0,464.34,10.0,143,-24274602.0,100,1193.0225977897644,19.960552,22831430.0,3050.346,100.0,80604590000.0,334.2601,100.0,1.0,[ 0.076  0.439 -2.392 -2.39 ],4545230
True,1036.7673,,-3.2532977e+23,,0.4189424,3514170600000.0,10.0,14400,-237.92104,1,1.0,4653.099849525642,-237.92104,141227.05,-1,4999.5693,0.10618497,4653.1,1.0,465.54,10.0,144,-24169382.0,100,1204.738713502884,349.80872,22726224.0,9446811.0,100.0,5.082044e+34,996935.1,100.0,1.0,[ 0.064  0.38  -2.394 -2.407],4591784
True,1654.4081,,-70337620000.0,,0.4189424,610800960.0,10.0,14500,-250.24321,1,1.0,3508.1839137128995,-250.24321,30.743284,-1,4999.4795,0.0011545575,3508.1838,1.0,351.52,10.0,145,-16487518.0,100,1215.0922038555145,9.979125,15044420.0,1085.4458,100.0,2334649600.0,118.96447,100.0,1.0,[ 0.15   0.441 -2.397 -2.473],4626936
