StdIW,TimeElapsed,MaxIW,MinIW,VarianceInitializer,EpThisIter,ReturnMeanIW,EmpiricalD2Harmonic,ESSRenyiArithmetic,InitialReturnMin,EpRewMean,Iteration,InitialReturnStd,InitialBound,ReturnStepMax,Inner Iteration,MeanD2-0,EpisodesSoFar,MinBehavPdf,Bound,MeanIW,InitialReturnMean,Weights,StdWReturnMean,EpLenMean,TimestepsSoFar,WReturnMean,MeanEntropy,MinTargetPdf,InitialReturnMax,DivergenceHarmonic,LearnableVariance,EmpiricalD2Arithmetic,ESSRenyiHarmonic,Penalization,ReturnStepMaxmin
33558.79,1258.8941087722778,277769.22,0.00064502476,-1,100,129982685000.0,1.0,100.0,,4684.356662362444,146,1138.4586,-24682438.0,10.0,1,1.0,14600,-254.2843,-9.413751e+21,5211.68,4684.3564,[-0.04   0.912 -2.622 -2.03 ],,468.63,4552729,23239284.0,0.4189424,-254.2843,4999.5576,4.2552037e+31,,1.0,100.0,True,10.0
16003.979,1271.0605130195618,109944.07,0.117685445,-1,100,64730970000.0,1.0,100.0,2409.6528,4479.556621816163,147,735.5437,-22050618.0,10.0,1,1.0,14700,-250.41023,-1.6450697e+17,4942.767,4479.5566,[-0.097  0.899 -2.62  -2.05 ],,448.5,4597579,20607452.0,0.4189424,-250.41023,4999.5786,1.2994391e+22,,1.0,100.0,True,10.0
9625.602,1284.1247284412384,95264.88,0.031425234,-1,100,29598052000.0,1.0,100.0,,4899.37450675477,148,699.1982,-25935912.0,10.0,1,1.0,14800,-258.86136,-5.3857598e+20,1184.3167,4899.3745,[-0.037  0.9   -2.621 -2.066],,490.03,4646582,24492746.0,0.4189424,-258.86136,4999.5757,1.3927801e+29,,1.0,100.0,True,10.0
14135.427,1296.4948003292084,110001.125,0.08365546,-1,100,65365200000.0,1.0,100.0,,4397.700844551381,149,896.4435,-21586550.0,10.0,1,1.0,14900,-235.41455,-6828107000000000.0,4560.657,4397.7007,[-0.098  0.91  -2.626 -2.059],,440.4,4690622,20143384.0,0.4189424,-235.41455,4999.582,2.2386114e+19,,1.0,100.0,True,10.0
49307216.0,1309.949991941452,495580450.0,0.09853113,-1,100,120620720000000.0,1.0,100.0,639.5238,4909.037193619247,150,536.44446,-25829600.0,10.0,1,1.0,15000,-255.94038,-1.010861e+21,4983663.5,4909.037,[-0.046  0.94  -2.629 -2.041],,491.02,4739724,24386418.0,0.4189424,-255.94038,4999.6025,4.9063907e+29,,1.0,100.0,True,10.0
72646160.0,1323.4651350975037,730144100.0,0.038931906,-1,100,183103410000000.0,1.0,100.0,3639.1963,4981.147761383096,151,141.8081,-26275128.0,10.0,1,1.0,15100,-249.51924,-1.3120495e+23,7327797.0,4981.148,[ 0.016  0.943 -2.623 -2.048],,498.22,4789546,24831944.0,0.4189424,-249.51924,4999.6055,8.265685e+33,,1.0,100.0,True,10.0
948629.56,1336.2565684318542,9532241.0,0.057327304,-1,100,2511499700000.0,1.0,100.0,9.983872,4553.745773540774,152,1152.9552,-23508996.0,10.0,1,1.0,15200,-254.6089,-6.914705e+18,100532.79,4553.746,[ 0.117  1.01  -2.621 -2.02 ],,455.67,4835113,22065906.0,0.4189424,-254.6089,4999.4463,2.2960457e+25,,1.0,100.0,True,10.0
15046.37,1347.870512008667,100939.625,0.45546427,-1,100,51922256000.0,1.0,100.0,159.9003,3853.2363999520744,153,1599.8525,-18849968.0,10.0,1,1.0,15300,-258.16498,-310677500000000.0,3192.8708,3853.2363,[ 0.138  1.212 -2.54  -2.141],,385.87,4873700,17406960.0,0.4189424,-258.16498,4999.316,4.6339716e+16,,1.0,100.0,True,10.0
239290.9,1362.0298340320587,1662887.5,0.07850553,-1,100,1219371700000.0,1.0,100.0,1609.5845,4786.396071064217,154,666.91724,-24797492.0,10.0,1,1.0,15400,-250.97356,-5.660362e+17,49634.684,4786.396,[ 0.07   1.123 -2.583 -2.175],,478.86,4921586,23354364.0,0.4189424,-250.97356,4999.512,1.5384995e+23,,1.0,100.0,True,10.0
7084.1636,1372.7156500816345,51289.707,0.037812483,-1,100,23970222000.0,1.0,100.0,,3866.5247158640564,155,1618.5674,-19012848.0,10.0,1,1.0,15500,-245.91063,-152719540000000.0,1478.2007,3866.5244,[ 0.178  1.316 -2.614 -2.287],,387.22,4960308,17569772.0,0.4189424,-245.91063,4999.4326,1.1196731e+16,,1.0,100.0,True,10.0
347879.44,1385.0513203144073,3496990.5,0.10131815,-1,100,934525900000.0,1.0,100.0,,4809.595941474677,156,932.95264,-25445810.0,10.0,1,1.0,15600,-244.18822,-3.7074974e+16,37400.195,4809.5957,[-0.008  1.205 -2.727 -2.231],,481.08,5008416,24002612.0,0.4189424,-244.18822,4999.63,6.599479e+20,,1.0,100.0,True,10.0
142329.27,1398.8427805900574,1371406.9,0.11042373,-1,100,593301540000.0,1.0,100.0,,4811.2622275971335,157,788.11066,-25212510.0,10.0,1,1.0,15700,-258.52316,-1650343000000000.0,23784.31,4811.262,[-0.013  1.283 -2.734 -2.134],,481.32,5056548,23769362.0,0.4189424,-258.52316,4999.544,1.3068803e+18,,1.0,100.0,True,10.0
43995.17,1412.341439962387,373334.72,0.05714216,-1,100,311756650000.0,1.0,100.0,139.9169,4448.918679345996,158,1303.9093,-22936184.0,10.0,1,1.0,15800,-242.63986,-3.5439756e+18,12495.794,4448.919,[-0.064  1.368 -2.759 -2.061],,445.18,5101066,21493058.0,0.4189424,-242.63986,4999.5103,6.031048e+24,,1.0,100.0,True,10.0
534513.6,1421.704595565796,5108161.5,0.008920066,-1,100,1795670500000.0,1.0,100.0,,3331.695778827476,159,1873.6938,-16053953.0,10.0,1,1.0,15900,-247.94798,-1.7655521e+21,72704.65,3331.696,[-0.063  1.463 -2.763 -1.981],,333.79,5134445,14610925.0,0.4189424,-247.94798,4999.3545,1.4970162e+30,,1.0,100.0,True,10.0
52387.168,1434.5423893928528,323429.7,0.10700676,-1,100,220953510000.0,1.0,100.0,,4479.101991274621,160,1277.4929,-23137448.0,10.0,1,1.0,16000,-262.60107,-1.898314e+19,10947.45,4479.102,[-0.121  1.372 -2.806 -2.026],,448.22,5179267,21694344.0,0.4189424,-262.60107,4999.4727,1.7304562e+26,,1.0,100.0,True,10.0
1378964.6,1445.5813436508179,13618516.0,0.16433017,-1,100,4345147000000.0,1.0,100.0,,4374.748509071131,161,1396.7031,-22532262.0,10.0,1,1.0,16100,-237.41814,-1.4644502e+19,174599.73,4374.7485,[-0.059  1.38  -2.811 -2.02 ],,437.77,5223044,21089204.0,0.4189424,-237.41814,4999.3945,1.0299131e+26,,1.0,100.0,True,10.0
16286.451,1459.0822079181671,122098.76,0.11506104,-1,100,103640340000.0,1.0,100.0,9.980992,4856.829060230873,162,773.94464,-25630950.0,10.0,1,1.0,16200,-238.62451,-9447821000000000.0,4150.1577,4856.829,[-0.102  1.303 -2.827 -2.108],,485.83,5271627,24187780.0,0.4189424,-238.62451,4999.58,4.2858893e+19,,1.0,100.0,True,10.0
107424170.0,1471.5615599155426,1079774700.0,0.06620318,-1,100,276442630000000.0,1.0,100.0,19.962847,4548.8506703783805,163,1249.046,-23695298.0,10.0,1,1.0,16300,-259.67557,-2.317931e+17,11064872.0,4548.8506,[-0.086  1.396 -2.854 -2.03 ],,455.12,5317139,22252158.0,0.4189424,-259.67557,4999.534,2.5737576e+22,,1.0,100.0,True,10.0
117074.05,1486.2437143325806,1101485.6,0.034625698,-1,100,495247620000.0,1.0,100.0,9.979859,4765.622499406345,164,916.999,-24995202.0,10.0,1,1.0,16400,-242.62149,-1.9476573e+18,19818.05,4765.6226,[-0.037  1.325 -2.86  -2.12 ],,476.74,5364813,23552046.0,0.4189424,-242.62149,4999.5586,1.821459e+24,,1.0,100.0,True,10.0
320150.62,1499.37131357193,3217648.5,0.17388536,-1,100,804452300000.0,1.0,100.0,,4674.154459566251,165,1160.2761,-24637142.0,10.0,1,1.0,16500,-243.80919,-33156516000000.0,32190.328,4674.1543,[ 0.038  1.235 -2.857 -2.162],,467.58,5411571,23193960.0,0.4189424,-243.80919,4999.605,502553700000000.0,,1.0,100.0,True,10.0
1275.7346,1513.2185220718384,11899.079,0.0028822555,-1,100,5960175000.0,1.0,100.0,129.89737,4697.031614294468,166,1016.01,-24537526.0,10.0,1,1.0,16600,-251.51584,-1.583174e+16,285.31116,4697.0317,[ 0.158  1.222 -2.832 -2.186],,469.91,5458562,23094382.0,0.4189424,-251.51584,4999.538,1.20353475e+20,,1.0,100.0,True,10.0
1761.7513,1526.3610935211182,17441.393,0.02873902,-1,100,7836221400.0,1.0,100.0,,4882.82707603433,167,692.6058,-25764880.0,10.0,1,1.0,16700,-245.6284,-34823913000.0,313.79852,4882.827,[-0.062  1.232 -2.95  -2.169],,488.38,5507400,24321700.0,0.4189424,-245.6284,4999.6,349712860.0,,1.0,100.0,True,10.0
255467.28,1538.9505064487457,2488303.8,0.049019676,-1,100,865582650000.0,1.0,100.0,,4803.962493599055,168,906.0512,-25342154.0,10.0,1,1.0,16800,-254.67448,-917334600000000.0,34641.484,4803.9624,[-0.058  1.256 -2.996 -2.055],,480.52,5555452,23898984.0,0.4189424,-254.67448,4999.582,4.032943e+17,,1.0,100.0,True,10.0
1139.0895,1552.1592071056366,7048.6807,0.04112594,-1,100,10110054000.0,1.0,100.0,,4835.566576171083,169,743.12573,-25378162.0,10.0,1,1.0,16900,-247.97699,-99164350000000.0,405.35046,4835.5664,[-0.082  1.155 -3.008 -2.124],,483.71,5603823,23934940.0,0.4189424,-247.97699,4999.672,4720390000000000.0,,1.0,100.0,True,10.0
146767.86,1566.3195328712463,1475306.4,0.09594073,-1,100,377470700000.0,1.0,100.0,9.979731,4756.937868700011,170,790.2058,-24696064.0,10.0,1,1.0,17000,-243.10457,-407107430000000.0,15144.54,4756.938,[-0.124  1.267 -3.035 -2.103],,476.01,5651424,23252882.0,0.4189424,-243.10457,4999.6035,7.943123e+16,,1.0,100.0,True,10.0
6034785.5,1578.3539991378784,58954290.0,0.0033421486,-1,100,14579848000000.0,1.0,100.0,2299.6768,4124.848930622465,171,773.2651,-19055512.0,10.0,1,1.0,17100,-234.19128,-8.53511e+18,892857.94,4124.849,[-0.177  1.247 -3.037 -2.13 ],,413.3,5692754,17612318.0,0.4189424,-234.19128,4999.633,3.4977245e+25,,1.0,100.0,True,10.0
1323832200.0,1588.4163267612457,13258329000.0,0.06415261,-1,100,3496141500000000.0,1.0,100.0,,3562.0959794313453,172,903.8393,-14948556.0,10.0,1,1.0,17200,-249.58339,-8.1742805e+19,147465800.0,3562.0962,[-0.243  1.307 -3.029 -2.043],,357.17,5728471,13505452.0,0.4189424,-249.58339,4999.483,3.208358e+27,,1.0,100.0,True,10.0
35918176.0,1596.295117855072,347860700.0,0.014407292,-1,100,36772646000000.0,1.0,100.0,,2898.3468293211126,173,901.8488,-10656830.0,10.0,1,1.0,17300,-227.2679,-1.1829247e+23,6783510.5,2898.3472,[-0.3    1.214 -3.032 -2.103],,290.83,5757554,9213745.0,0.4189424,-227.2679,4999.459,6.7196e+33,,1.0,100.0,True,10.0
23546.82,1608.1036846637726,230201.47,0.038074177,-1,100,28263260000.0,1.0,100.0,2399.6165,4060.541269100201,174,770.5802,-18524952.0,10.0,1,1.0,17400,-241.02565,-15012406000000.0,3702.685,4060.5413,[-0.216  1.292 -3.021 -2.053],,406.87,5798241,17081790.0,0.4189424,-241.02565,4999.5786,107808120000000.0,,1.0,100.0,True,10.0
5815.5273,1620.6098437309265,54034.03,0.04806862,-1,100,22174147000.0,1.0,100.0,649.63916,4571.522482976375,175,712.85626,-22850164.0,10.0,1,1.0,17500,-246.83772,-44865795000000.0,1430.7567,4571.523,[-0.158  1.312 -3.022 -2.042],,457.64,5844005,21406980.0,0.4189424,-246.83772,4999.608,965558900000000.0,,1.0,100.0,True,10.0
382.41824,1633.7739124298096,3048.0195,0.017042382,-1,100,2010782500.0,1.0,100.0,9.97942,4784.5872298176055,176,936.6507,-25212790.0,10.0,1,1.0,17600,-245.88925,-155291940000.0,87.21103,4784.5874,[-0.105  1.314 -3.028 -2.075],,478.62,5891867,23769590.0,0.4189424,-245.88925,4999.6343,11280956000.0,,1.0,100.0,True,10.0
103182.49,1647.9195883274078,983245.9,0.07743479,-1,100,417373850000.0,1.0,100.0,9.981005,4949.372144210463,177,496.42755,-26185900.0,10.0,1,1.0,17700,-253.06497,-5891823000000000.0,16701.807,4949.372,[-0.065  1.282 -3.034 -2.111],,495.02,5941369,24742724.0,0.4189424,-253.06497,4999.591,1.6665613e+19,,1.0,100.0,True,10.0
2323.4167,1661.5655660629272,23150.557,0.014898236,-1,100,10544411000.0,1.0,100.0,9.980349,4900.478797817004,178,536.9741,-25746218.0,10.0,1,1.0,17800,-244.29315,-129015955000.0,423.0677,4900.4785,[-0.09   1.174 -3.028 -2.168],,490.21,5990390,24303032.0,0.4189424,-244.29315,4999.609,6739151000.0,,1.0,100.0,True,10.0
6137651.5,1675.3443360328674,61582148.0,0.064502046,-1,100,16383415000000.0,1.0,100.0,849.81396,4839.369697889986,179,585.67664,-25205718.0,10.0,1,1.0,17900,-247.76212,-1.3839218e+19,736394.0,4839.3696,[-0.115  1.273 -3.088 -2.126],,484.16,6038806,23762514.0,0.4189424,-247.76212,4999.6416,9.195764e+25,,1.0,100.0,True,10.0
75362.11,1689.1748785972595,658008.2,0.22472242,-1,100,315222600000.0,1.0,100.0,4189.3135,4991.096132456931,180,80.58236,-26360674.0,10.0,1,1.0,18000,-266.90002,-2.698267e+20,12615.416,4991.096,[-0.072  1.325 -3.105 -2.023],,499.2,6088726,24917532.0,0.4189424,-266.90002,4999.5317,3.4960194e+28,,1.0,100.0,True,10.0
189254.64,1700.9971902370453,1748657.9,0.258228,-1,100,893792700000.0,1.0,100.0,,4565.524800852874,181,1193.7134,-23712052.0,10.0,1,1.0,18100,-245.52055,-2.4774486e+16,35854.156,4565.525,[-0.021  1.42  -3.144 -1.972],,456.8,6134406,22268966.0,0.4189424,-245.52055,4999.4404,2.9472275e+20,,1.0,100.0,True,10.0
20694.996,1713.9888577461243,174562.45,0.00013364157,-1,100,139430790000.0,1.0,100.0,9.981097,4854.1204527212285,182,776.3087,-25608292.0,10.0,1,1.0,18200,-259.8887,-1.06811755e+18,5579.5537,4854.12,[ 0.007  1.327 -3.157 -2.05 ],,485.54,6182960,24165142.0,0.4189424,-259.8887,4999.548,5.4781807e+23,,1.0,100.0,True,10.0
246359.23,1726.3676121234894,2377619.0,0.0044601755,-1,100,1044347550000.0,1.0,100.0,9.979766,4480.583994831746,183,1408.7526,-23503294.0,10.0,1,1.0,18300,-271.32742,-1.3761069e+16,41814.47,4480.584,[ 0.018  1.414 -3.164 -1.961],,448.31,6227791,22060216.0,0.4189424,-271.32742,4999.427,9.092404e+19,,1.0,100.0,True,10.0
33534.406,1741.2594847679138,325608.47,0.08512078,-1,100,146156650000.0,1.0,100.0,2359.5107,4972.821050599864,184,262.6476,-26241132.0,10.0,1,1.0,18400,-249.2317,-172219980000000.0,5848.589,4972.821,[-0.029  1.347 -3.191 -2.052],,497.37,6277528,24797932.0,0.4189424,-249.2317,4999.634,1.4216676e+16,,1.0,100.0,True,10.0
1.4865613,1754.2227568626404,10.287531,0.25778708,-1,100,49893600.0,1.0,100.0,1219.6998,4961.54299748723,185,376.06943,-26201498.0,10.0,1,1.0,18500,-244.80997,-9903747000.0,2.0061564,4961.543,[-1.184e-03  1.239e+00 -3.193e+00 -2.108e+00],,496.23,6327151,24758338.0,0.4189424,-244.80997,4999.5635,46623530.0,,1.0,100.0,True,10.0
9577784.0,1768.223313331604,96163576.0,0.00090048846,-1,100,25757609000000.0,1.0,100.0,9.979598,4863.941714771713,186,778.44714,-25707078.0,10.0,1,1.0,18600,-255.05087,-5.777732e+18,1030567.25,4863.9414,[-0.061  1.222 -3.2   -2.109],,486.49,6375800,24263906.0,0.4189424,-255.05087,4999.583,1.6028654e+25,,1.0,100.0,True,10.0
986409.9,1780.9153270721436,9858266.0,0.19204521,-1,100,3135149200000.0,1.0,100.0,9.980125,4903.939605307234,187,572.77484,-25819842.0,10.0,1,1.0,18700,-250.43903,-2838516000000000.0,125658.45,4903.9395,[ 0.01   1.301 -3.195 -2.043],,490.51,6424851,24376694.0,0.4189424,-250.43903,4999.542,3.8603188e+18,,1.0,100.0,True,10.0
378.99115,1794.0269887447357,3568.6106,0.23381698,-1,100,1620661500.0,1.0,100.0,4998.923,4999.356383387879,188,0.13730657,-26436746.0,10.0,1,1.0,18800,-253.25215,-70822520000.0,64.8439,4999.3564,[-0.039  1.211 -3.202 -2.115],,500.0,6474851,24993564.0,0.4189424,-253.25215,4999.599,2299407600.0,,1.0,100.0,True,10.0
49104.54,1806.9734845161438,488512.84,0.07858943,-1,100,173168150000.0,1.0,100.0,169.88734,4951.030088428477,189,480.52292,-26186816.0,10.0,1,1.0,18900,-267.1399,-14757448000000.0,6928.375,4951.03,[ 0.022  1.207 -3.201 -2.128],,495.18,6524369,24743602.0,0.4189424,-267.1399,4999.6577,102124540000000.0,,1.0,100.0,True,10.0
13253.406,1819.5776047706604,77888.3,0.0018434582,-1,100,103693074000.0,1.0,100.0,,4801.942552549732,190,904.1649,-25319310.0,10.0,1,1.0,19000,-242.11029,-640422300000000.0,4149.125,4801.9424,[ 0.038  1.268 -3.225 -2.023],,480.33,6572402,23876166.0,0.4189424,-242.11029,4999.537,1.9687666e+17,,1.0,100.0,True,10.0
893.85724,1832.35453915596,8792.862,0.07613663,-1,100,4267340800.0,1.0,100.0,,4849.957885743236,191,736.4255,-25507554.0,10.0,1,1.0,19100,-254.12851,-1.120111e+17,173.47197,4849.958,[ 0.005  1.343 -3.231 -1.929],,485.14,6620916,24064414.0,0.4189424,-254.12851,4999.529,6.024584e+21,,1.0,100.0,True,10.0
4480623.5,1846.4061117172241,45042090.0,0.11184478,-1,100,8028567000000.0,1.0,100.0,,4937.468360832142,192,506.55197,-26078368.0,10.0,1,1.0,19200,-248.53798,-1.2057767e+19,485387.2,4937.4683,[-0.087  1.268 -3.265 -1.945],,493.85,6670301,24635188.0,0.4189424,-248.53798,4999.5986,6.9809397e+25,,1.0,100.0,True,10.0
162.84108,1859.5556197166443,1232.451,0.004624422,-1,100,1367483300.0,1.0,100.0,9.980951,4599.633789340644,193,1090.2268,-23788298.0,10.0,1,1.0,19300,-258.7176,-2.2120712e+16,55.45279,4599.634,[-0.048  1.346 -3.262 -1.856],,460.2,6716321,22345226.0,0.4189424,-258.7176,4999.4146,2.349864e+20,,1.0,100.0,True,10.0
92538.59,1871.525048494339,792523.4,0.20332204,-1,100,672261340000.0,1.0,100.0,,4679.442704451827,194,1043.8679,-24429938.0,10.0,1,1.0,19400,-255.4634,-5.1564836e+18,27019.197,4679.443,[-0.113  1.33  -3.264 -1.75 ],,468.21,6763142,22986842.0,0.4189424,-255.4634,4999.4536,1.2768451e+25,,1.0,100.0,True,10.0
21.406162,1879.3211963176727,111.58797,0.001179955,-1,100,199741700.0,1.0,100.0,,2706.428886049325,195,1833.8654,-12130714.0,10.0,1,1.0,19500,-234.84167,-259602990000.0,12.416516,2706.4287,[-0.116  1.408 -3.278 -1.653],,271.44,6790286,10687819.0,0.4189424,-234.84167,4999.1313,32321681000.0,,1.0,100.0,True,10.0
99.736946,1889.3581244945526,767.30414,0.0120553905,-1,100,579302600.0,1.0,100.0,9.982634,3611.980015514979,196,1697.0741,-17369444.0,10.0,1,1.0,19600,-239.97604,-17669212000.0,28.33313,3611.9802,[-0.148  1.369 -3.289 -1.689],,361.89,6826475,15926459.0,0.4189424,-239.97604,4999.2773,140272270.0,,1.0,100.0,True,10.0
334.0864,1901.1053688526154,2832.1504,0.13658834,-1,100,1950398300.0,1.0,100.0,,4267.334322421241,197,1542.1125,-22031330.0,10.0,1,1.0,19700,-239.13153,-3461628800000.0,86.2719,4267.3345,[-0.116  1.339 -3.294 -1.733],,427.08,6869183,20588252.0,0.4189424,-239.13153,4999.4287,5747926600000.0,,1.0,100.0,True,10.0
488.6855,1913.4940881729126,4706.3364,0.113142446,-1,100,1734041200.0,1.0,100.0,109.92226,4589.624747507908,198,1162.232,-23858498.0,10.0,1,1.0,19800,-256.11444,-413787700000000.0,72.61411,4589.625,[-0.07   1.318 -3.309 -1.767],,459.19,6915102,22415438.0,0.4189424,-256.11444,4999.3916,8.2225044e+16,,1.0,100.0,True,10.0
22404288.0,1926.3823683261871,214490690.0,0.045666274,-1,100,61810270000000.0,1.0,100.0,9.98192,4728.7954375486,199,1017.06006,-24839010.0,10.0,1,1.0,19900,-252.99062,-7.824897e+17,2995208.8,4728.7954,[-0.026  1.302 -3.342 -1.791],,473.06,6962408,23395918.0,0.4189424,-252.99062,4999.4463,2.9398304e+23,,1.0,100.0,True,10.0
570784.7,1938.854862689972,4630357.0,0.014145887,-1,100,2242492500000.0,1.0,100.0,9.9798565,4841.665456813274,200,757.173,-25458206.0,10.0,1,1.0,20000,-252.49956,-2.5453103e+19,89733.46,4841.6655,[-0.025  1.22  -3.339 -1.886],,484.29,7010837,24015034.0,0.4189424,-252.49956,4999.5845,3.1107634e+26,,1.0,100.0,True,10.0
74243.01,1952.04802775383,480763.06,0.07943169,-1,100,486182600000.0,1.0,100.0,,4630.096643400612,201,1124.827,-24146142.0,10.0,1,1.0,20100,-250.23796,-1.2825296e+16,19456.496,4630.0967,[ 0.039  1.308 -3.332 -1.824],,463.24,7057161,22703030.0,0.4189424,-250.23796,4999.481,7.898115e+19,,1.0,100.0,True,10.0
905768500.0,1961.9696872234344,8659276000.0,0.17762905,-1,100,2889191500000000.0,1.0,100.0,,3696.070985918857,202,1720.2695,-18063282.0,10.0,1,1.0,20200,-253.2261,-4.8268747e+20,115643700.0,3696.0706,[ 0.081  1.365 -3.328 -1.721],,370.2,7094181,16620268.0,0.4189424,-253.2261,4999.324,1.11893e+29,,1.0,100.0,True,10.0
26967.133,1973.537412405014,241897.83,0.004749789,-1,100,164261000000.0,1.0,100.0,139.92911,4409.128544476827,203,1401.1954,-22846830.0,10.0,1,1.0,20300,-249.84966,-3.4204417e+16,6575.091,4409.1284,[ 0.096  1.282 -3.344 -1.812],,441.18,7138299,21403760.0,0.4189424,-249.84966,4999.4146,5.6183e+20,,1.0,100.0,True,10.0
41706.203,1983.8971881866455,417834.47,0.10795469,-1,100,65149608000.0,1.0,100.0,129.88457,3745.4583064366184,204,1663.4806,-18238596.0,10.0,1,1.0,20400,-232.61963,-16590523000000.0,5431.2837,3745.4585,[ 0.093  1.392 -3.364 -1.756],,375.11,7175810,16795624.0,0.4189424,-232.61963,4999.2515,131160740000000.0,,1.0,100.0,True,10.0
1228104.1,1996.1699821949005,11949179.0,0.09788376,-1,100,4706695000000.0,1.0,100.0,,4682.64140409457,205,1095.2054,-24569724.0,10.0,1,1.0,20500,-262.38815,-3.6994106e+17,189771.36,4682.6416,[ 0.035  1.314 -3.431 -1.798],,468.46,7222656,23126604.0,0.4189424,-262.38815,4999.498,6.5715783e+22,,1.0,100.0,True,10.0
3467.4607,2009.1972587108612,25063.062,0.06996504,-1,100,24936985000.0,1.0,100.0,,4907.168396639409,206,574.49866,-25853504.0,10.0,1,1.0,20600,-245.93158,-14390195000000.0,998.32556,4907.1685,[ 0.029  1.222 -3.438 -1.882],,490.82,7271738,24410348.0,0.4189424,-245.93158,4999.5557,99088320000000.0,,1.0,100.0,True,10.0
215561.69,2022.033643245697,1546910.1,0.0005008609,-1,100,1177012500000.0,1.0,100.0,,4628.873862024623,207,1228.1415,-24377926.0,10.0,1,1.0,20700,-239.71709,-1.2778269e+16,47106.137,4628.8735,[ 0.016  1.263 -3.423 -1.765],,463.06,7318044,22934804.0,0.4189424,-239.71709,4999.4995,7.839334e+19,,1.0,100.0,True,10.0
11471.48,2036.1057934761047,115297.77,0.38774082,-1,100,28943342000.0,1.0,100.0,1359.5931,4929.491513928686,208,489.0066,-25982190.0,10.0,1,1.0,20800,-252.12701,-670487200000.0,1158.0894,4929.4917,[-0.016  1.155 -3.438 -1.817],,493.04,7367348,24539014.0,0.4189424,-252.12701,4999.59,197622560000.0,,1.0,100.0,True,10.0
420.30618,2049.15163064003,3943.2266,0.03477183,-1,100,2783342600.0,1.0,100.0,9.979834,4778.787999251149,209,972.33325,-25225408.0,10.0,1,1.0,20900,-246.74202,-62097224000000.0,111.4679,4778.788,[ 0.044  1.166 -3.439 -1.831],,478.0,7415148,23782246.0,0.4189424,-246.74202,4999.5684,1851384400000000.0,,1.0,100.0,True,10.0
442948.78,2062.6638112068176,4313860.5,0.0019308666,-1,100,1676971300000.0,1.0,100.0,309.81952,4761.069524779191,210,895.1908,-24912330.0,10.0,1,1.0,21000,-251.34113,-936884500000000.0,67286.83,4761.0693,[-0.05   1.224 -3.444 -1.774],,476.26,7462774,23469148.0,0.4189424,-251.34113,4999.6025,4.199478e+17,,1.0,100.0,True,10.0
18768.209,2075.958769083023,177159.97,0.22738524,-1,100,80852574000.0,1.0,100.0,4998.917,4999.305491884599,211,0.13880524,-26436204.0,10.0,1,1.0,21100,-248.8483,-56228974000000.0,3235.1562,4999.3057,[-0.009  1.134 -3.45  -1.85 ],,500.0,7512774,24993056.0,0.4189424,-248.8483,4999.541,1513809300000000.0,,1.0,100.0,True,10.0
201.81947,2089.1633670330048,1324.61,0.06353693,-1,100,1800006900.0,1.0,100.0,,4723.508571251549,212,1051.1033,-24859496.0,10.0,1,1.0,21200,-242.50662,-1569283600000.0,72.92488,4723.509,[ 0.023  1.241 -3.44  -1.795],,472.52,7560026,23416350.0,0.4189424,-242.50662,4999.541,1179795600000.0,,1.0,100.0,True,10.0
33.40099,2102.936881542206,320.24088,0.07336303,-1,100,261650130.0,1.0,100.0,,4845.612581458614,213,851.88,-25648822.0,10.0,1,1.0,21300,-253.60248,-1142271400000.0,10.98306,4845.613,[-0.04   1.134 -3.432 -1.78 ],,484.67,7608493,24205662.0,0.4189424,-253.60248,4999.5625,626228500000.0,,1.0,100.0,True,10.0
1822.0311,2117.2408146858215,16787.05,0.11014103,-1,100,7578017300.0,1.0,100.0,9.981602,4914.077831169219,214,513.261,-25854786.0,10.0,1,1.0,21400,-246.37506,-352687750000000.0,383.0372,4914.0776,[-0.084  1.109 -3.431 -1.816],,491.56,7657649,24411596.0,0.4189424,-246.37506,4999.6133,5.972246e+16,,1.0,100.0,True,10.0
27.390347,2131.8026838302612,257.7924,0.09226812,-1,100,226438560.0,1.0,100.0,4998.706,4999.354763992921,215,0.15638746,-26436748.0,10.0,1,1.0,21500,-244.60088,-10954899000.0,9.059911,4999.3545,[-0.035  1.092 -3.434 -1.851],,500.0,7707649,24993546.0,0.4189424,-244.60088,4999.6323,55264196.0,,1.0,100.0,True,10.0
3421549.8,2145.305072069168,33652704.0,0.11766748,-1,100,10992517000000.0,1.0,100.0,,4900.870637834479,216,689.4998,-25937142.0,10.0,1,1.0,21600,-255.01761,-1.145819e+22,439809.8,4900.8706,[ 0.006  1.05  -3.431 -1.872],,490.17,7756666,24493944.0,0.4189424,-255.01761,4999.627,6.3038073e+31,,1.0,100.0,True,10.0
57212.875,2158.387561559677,548077.7,0.11023182,-1,100,268144570000.0,1.0,100.0,,4742.850869909814,217,1042.4551,-25024550.0,10.0,1,1.0,21700,-250.53351,-77657310000000.0,10733.687,4742.851,[ 0.128  1.054 -3.415 -1.893],,474.41,7804107,23581348.0,0.4189424,-250.53351,4999.6367,2875595500000000.0,,1.0,100.0,True,10.0
50017.426,2172.9549412727356,397534.06,0.005135197,-1,100,209301770000.0,1.0,100.0,9.979875,4949.45811333152,218,496.43625,-26186754.0,10.0,1,1.0,21800,-254.78084,-355658600000000.0,8374.24,4949.4585,[ 0.135  0.966 -3.424 -1.981],,495.02,7853609,24743584.0,0.4189424,-254.78084,4999.58,6.0665593e+16,,1.0,100.0,True,10.0
