EmpiricalD2Harmonic,StdIW,Inner Iteration,InitialReturnMax,MaxIW,VarianceInitializer,MeanIW,InitialReturnMean,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,StdWReturnMean,WReturnMean,ReturnMeanIW,DivergenceHarmonic,MinTargetPdf,MeanD2-0,ReturnStepMax,InitialReturnMin,ESSRenyiHarmonic,EpisodesSoFar,TimestepsSoFar,LearnableVariance,MinBehavPdf,MinIW,InitialBound,EpThisIter,InitialReturnStd,TimeElapsed,Bound,EpLenMean,Penalization,ESSRenyiArithmetic,EpRewMean,MeanEntropy,Weights
1.0,2243289.5,1,4999.6743,17020046.0,-1,406701.53,4886.707,10.0,1.0,217,,24189078.0,10159756000000.0,1.5561143e+29,-241.68132,1.0,10.0,469.7636,100.0,21700,7415361,,-241.68132,0.07837148,-25632300.0,100,556.02966,4330.853883504868,-5.6930313e+20,488.79,True,100.0,4886.707279629952,0.4189424,[ 0.046  0.157 -3.162 -1.816]
1.0,1341424.4,1,4999.4697,12801223.0,-1,194908.55,4665.16,10.0,1.0,218,,22758020.0,4857983400000.0,1.0523319e+27,-247.38184,1.0,10.0,399.70383,100.0,21800,7462035,,-247.38184,0.019063858,-24201122.0,100,997.1487,4354.985213756561,-4.6812697e+19,466.74,True,100.0,4665.15985513744,0.4189424,[ 0.107  0.148 -3.16  -1.828]
1.0,84041.17,1,4999.507,844461.06,-1,9277.801,4330.4863,10.0,1.0,219,,20390616.0,227069970000.0,1.720242e+17,-251.63457,1.0,10.0,459.72995,100.0,21900,7505376,,-251.63457,0.039222885,-21833738.0,100,1279.6498,4381.374065160751,-598760600000000.0,433.41,True,100.0,4330.48641844405,0.4189424,[ 0.155  0.187 -3.157 -1.822]
1.0,44330.33,1,4999.6104,445570.4,-1,5264.256,4866.2427,10.0,1.0,220,,24269714.0,131556510000.0,2.0971606e+16,-252.97754,1.0,10.0,9.981514,100.0,22000,7554049,,-252.97754,0.17722297,-25712900.0,100,767.7214,4410.194707155228,-209122530000000.0,486.73,True,100.0,4866.242693158042,0.4189424,[ 0.122  0.239 -3.161 -1.817]
1.0,3240150.5,1,4999.5977,32566596.0,-1,327618.8,4705.1133,10.0,1.0,221,,22841282.0,7135521000000.0,1.2404648e+20,-243.25523,1.0,10.0,9.981047,100.0,22100,7601126,,-243.25523,0.008591443,-24284458.0,100,838.56696,4436.015898704529,-1.608031e+16,470.77,True,100.0,4705.113042451674,0.4189424,[ 0.137  0.187 -3.175 -1.929]
1.0,515628130.0,1,4999.6084,5182380000.0,-1,51947750.0,4999.319,10.0,1.0,222,,24993190.0,1298088600000000.0,5.3935666e+32,-250.6913,1.0,10.0,4998.7666,100.0,22200,7651126,,-250.6913,0.016696438,-26436374.0,100,0.16659337,4465.584180593491,-3.3515786e+22,500.0,True,100.0,4999.319102185875,0.4189424,[ 0.092  0.22  -3.179 -1.901]
1.0,116.06835,1,4999.706,774.07776,-1,38.24084,4803.631,10.0,1.0,223,,23521718.0,628821250.0,14342601000.0,-236.7149,1.0,10.0,1519.8314,100.0,22300,7699178,,-236.7149,0.11791552,-24964958.0,100,668.46606,4491.651646137238,-173468020000.0,480.52,True,100.0,4803.630998837544,0.4189424,[ 0.007  0.272 -3.182 -1.825]
1.0,5645715.5,1,4999.687,56700976.0,-1,602392.94,4996.549,10.0,1.0,224,,24966332.0,15054825000000.0,5.656619e+21,-242.7574,1.0,10.0,4709.45,100.0,22400,7749150,,-242.7574,0.02031072,-26409562.0,100,28.854706,4518.215664625168,-1.0855847e+17,499.72,True,100.0,4996.54875941532,0.4189424,[ 0.038  0.271 -3.183 -1.824]
1.0,299.97113,1,4999.705,2246.44,-1,93.31537,4814.115,10.0,1.0,225,,23479670.0,1703595800.0,2996074400000.0,-243.81766,1.0,10.0,2299.6711,100.0,22500,7797310,,-243.81766,0.18588684,-24922910.0,100,551.3315,4543.760535240173,-2499772700000.0,481.6,True,100.0,4814.115048144919,0.4189424,[-0.004  0.365 -3.172 -1.754]
1.0,60060.523,1,4999.6445,505375.34,-1,12813.951,4899.681,10.0,1.0,226,,24494816.0,320274460000.0,2.886195e+17,-254.84093,1.0,10.0,9.979558,100.0,22600,7846314,,-254.84093,0.010418436,-25938022.0,100,698.5287,4571.007393121719,-775639300000000.0,490.04,True,100.0,4899.6808396858605,0.4189424,[ 0.026  0.36  -3.173 -1.754]
1.0,3364.64,1,4999.62,20833.883,-1,1123.2328,4999.412,10.0,1.0,227,,24994120.0,28073148000.0,593924850000000.0,-249.7303,1.0,10.0,4998.964,100.0,22700,7896314,,-249.7303,0.03533342,-26437314.0,100,0.1290128,4598.016965389252,-35198624000000.0,500.0,True,100.0,4999.411925887149,0.4189424,[ 0.059  0.467 -3.173 -1.698]
1.0,7865.5273,1,4999.615,59695.34,-1,1426.1742,4999.4053,10.0,1.0,228,,24994056.0,35646865000.0,74126765000000.0,-251.22127,1.0,10.0,4998.9805,100.0,22800,7946314,,-251.22127,0.06805916,-26437246.0,100,0.1214699,4630.711503982544,-12460751000000.0,500.0,True,100.0,4999.405659738622,0.4189424,[ 0.012  0.549 -3.176 -1.616]
1.0,129966.95,1,4999.627,1250777.8,-1,17038.043,4899.467,10.0,1.0,229,,24493672.0,425842480000.0,6.7019186e+18,-258.40002,1.0,10.0,,100.0,22900,7995317,,-258.40002,0.023549346,-25936868.0,100,699.21136,4659.457439899445,-3736488700000000.0,490.03,True,100.0,4899.467003847663,0.4189424,[ 0.072  0.537 -3.172 -1.6  ]
1.0,1373.4209,1,4999.5576,13753.138,-1,209.92929,4861.1733,10.0,1.0,230,,24186870.0,5243802000.0,638517500.0,-250.93814,1.0,10.0,,100.0,23000,8043940,,-250.93814,0.036439452,-25630026.0,100,745.56384,4688.336411237717,-41709870000.0,486.23,True,100.0,4861.173243528381,0.4189424,[ 0.179  0.537 -3.176 -1.664]
1.0,2318.172,1,4999.6064,22836.896,-1,450.47046,4999.342,10.0,1.0,231,,24993422.0,11258873000.0,2773209800000.0,-255.79082,1.0,10.0,4998.932,100.0,23100,8093940,,-255.79082,0.0491365,-26436608.0,100,0.14831604,4715.05689907074,-2414527600000.0,500.0,True,100.0,4999.3420628171,0.4189424,[ 0.069  0.584 -3.165 -1.627]
1.0,1172666.1,1,4999.591,8022054.0,-1,339519.44,4929.3735,10.0,1.0,232,,24582768.0,8471877500000.0,1.6101277e+25,-252.58307,1.0,10.0,9.983114,100.0,23200,8143243,,-252.58307,0.009894124,-26025944.0,100,532.96027,4740.68635559082,-5.790807e+18,493.03,True,100.0,4929.373643063792,0.4189424,[ 0.105  0.701 -3.148 -1.612]
1.0,35410.875,1,4999.665,329074.84,-1,6177.005,4999.439,10.0,1.0,233,,24994390.0,154390150000.0,604904200000000.0,-245.00104,1.0,10.0,4998.9346,100.0,23300,8193243,,-245.00104,0.036098547,-26437608.0,100,0.11935294,4769.474025249481,-35649170000000.0,500.0,True,100.0,4999.439064069715,0.4189424,[-1.473e-03  7.267e-01 -3.183e+00 -1.834e+00]
1.0,367.70148,1,4999.6377,2725.0657,-1,139.40588,4999.3555,10.0,1.0,234,,24993558.0,3484108300.0,3.1441807e+24,-249.09949,1.0,10.0,4998.8125,100.0,23400,8243243,,-249.09949,0.1261194,-26436762.0,100,0.1405614,4800.1992127895355,-2.5589995e+18,500.0,True,100.0,4999.355638257368,0.4189424,[ 0.024  0.823 -3.193 -1.758]
1.0,1501703.1,1,4999.623,14879164.0,-1,212274.55,4582.9956,10.0,1.0,235,,21409940.0,2961517300000.0,1.2417176e+29,-244.5496,1.0,10.0,2499.7146,100.0,23500,8289121,,-244.5496,0.13635927,-22853132.0,100,637.25464,4827.289263725281,-5.0854017e+20,458.78,True,100.0,4582.995302952,0.4189424,[-0.064  0.735 -3.205 -1.767]
1.0,7.083615,1,4999.651,46.98618,-1,5.753045,4999.408,10.0,1.0,236,,24994076.0,143790600.0,15344925000000.0,-252.54129,1.0,10.0,4998.9727,100.0,23600,8339121,,-252.54129,0.00074548385,-26437288.0,100,0.11510395,4856.4277765750885,-5653431600000.0,500.0,True,100.0,4999.407682165912,0.4189424,[-0.003  0.748 -3.208 -1.763]
1.0,773882.5,1,4999.6504,5980983.0,-1,179129.78,4673.053,10.0,1.0,237,,22265988.0,2771084600000.0,1.5829275e+33,-248.39328,1.0,10.0,,100.0,23700,8385894,,-248.39328,0.08855213,-23709196.0,100,654.6491,4884.727960109711,-5.7418144e+22,467.73,True,100.0,4673.052867949795,0.4189424,[-0.059  0.769 -3.207 -1.744]
1.0,3872.1333,1,4999.6494,38799.48,-1,440.51648,4999.376,10.0,1.0,238,,24993762.0,11010542000.0,55396143000.0,-257.05402,1.0,10.0,4998.924,100.0,23800,8435894,,-257.05402,0.14722821,-26436972.0,100,0.1358454,4911.4517657756805,-350681370000.0,500.0,True,100.0,4999.376056946232,0.4189424,[-4.933e-04  7.871e-01 -3.204e+00 -1.733e+00]
1.0,217948.89,1,4999.6274,2188160.5,-1,24592.76,4999.314,10.0,1.0,239,,24993138.0,614646350000.0,4.3635815e+16,-262.09756,1.0,10.0,4999.059,100.0,23900,8485894,,-262.09756,0.023939181,-26436336.0,100,0.12325308,4941.72883605957,-302079180000000.0,500.0,True,100.0,4999.313662499509,0.4189424,[ 0.059  0.776 -3.205 -1.72 ]
1.0,14626339.0,1,4999.579,119513270.0,-1,3767647.2,4952.13,10.0,1.0,240,,24744100.0,94164970000000.0,1.41738685e+26,-239.51836,1.0,10.0,279.79,100.0,24000,8535423,,-239.51836,0.20083831,-26187270.0,100,469.58783,4972.66397023201,-1.7181175e+19,495.29,True,100.0,4952.12963353584,0.4189424,[ 0.14   0.711 -3.192 -1.788]
1.0,618.0853,1,4999.6523,5615.241,-1,173.56375,4999.3335,10.0,1.0,241,,24993336.0,4337751000.0,20266021000000.0,-247.35968,1.0,10.0,4998.6875,100.0,24100,8585423,,-247.35968,0.11808477,-26436548.0,100,0.1597507,4998.0358011722565,-6501194000000.0,500.0,True,100.0,4999.333742936936,0.4189424,[ 0.172  0.703 -3.257 -2.028]
1.0,42033.41,1,4999.6387,288147.56,-1,12557.435,4849.448,10.0,1.0,242,,24243484.0,313855200000.0,1.153228e+16,-245.539,1.0,10.0,,100.0,24200,8633927,,-245.539,0.31177723,-25686686.0,100,852.25433,5023.85866856575,-155293330000000.0,485.04,True,100.0,4849.448246648647,0.4189424,[ 0.162  0.579 -3.252 -2.025]
1.0,544785.6,1,4999.647,5369833.5,-1,71716.914,4853.0728,10.0,1.0,243,,24244044.0,1792124300000.0,3.4743498e+20,-241.11647,1.0,10.0,9.9801855,100.0,24300,8682468,,-241.11647,0.036302928,-25687252.0,100,831.7041,5049.957061767578,-2.6901949e+16,485.41,True,100.0,4853.072572019581,0.4189424,[ 0.213  0.534 -3.262 -1.785]
1.0,22685.836,1,4999.625,203195.48,-1,4047.5522,4906.9795,10.0,1.0,244,,24497920.0,101068130000.0,1889962800000000.0,-251.46709,1.0,10.0,,100.0,24400,8731548,,-251.46709,0.042433355,-25941114.0,100,647.66315,5077.938952445984,-62840547000000.0,490.8,True,100.0,4906.98002913348,0.4189424,[ 0.222  0.418 -3.265 -1.83 ]
1.0,18395.715,1,4999.6357,153520.5,-1,4487.0483,4999.3755,10.0,1.0,245,,24993756.0,112145470000.0,1.4874815e+18,-252.63779,1.0,10.0,4998.735,100.0,24500,8781548,,-252.63779,0.03939924,-26436958.0,100,0.14331055,5103.076280593872,-1760230700000000.0,500.0,True,100.0,4999.375603405959,0.4189424,[ 0.116  0.482 -3.282 -1.824]
1.0,5137.8706,1,4999.6543,37045.324,-1,1277.1871,4999.328,10.0,1.0,246,,24993280.0,31920935000.0,1.0898096e+16,-267.31494,1.0,10.0,4998.774,100.0,24600,8831548,,-267.31494,0.058003057,-26436492.0,100,0.14334694,5128.979983091354,-150690790000000.0,500.0,True,100.0,4999.327915446169,0.4189424,[ 0.149  0.577 -3.274 -1.75 ]
1.0,31467702.0,1,4999.631,316271970.0,-1,3172695.8,4949.3384,10.0,1.0,247,,24743388.0,79283200000000.0,1.33393225e+23,-258.13248,1.0,10.0,,100.0,24700,8881049,,-258.13248,0.07226973,-26186586.0,100,497.42728,5155.878731250763,-5.2716604e+17,495.01,True,100.0,4949.338743657009,0.4189424,[ 0.154  0.459 -3.262 -1.79 ]
1.0,7061792.0,1,4999.6387,70973700.0,-1,709741.1,4949.5396,10.0,1.0,248,,24744398.0,17738473000000.0,770101540000.0,-258.387,1.0,10.0,9.980412,100.0,24800,8930551,,-258.387,0.13369736,-26187600.0,100,496.4444,5183.752915143967,-19004930000000.0,495.02,True,100.0,4949.539608097353,0.4189424,[ 0.045  0.627 -3.262 -1.94 ]
1.0,105.019485,1,4999.674,965.4156,-1,32.570976,4949.6123,10.0,1.0,249,,24744130.0,813706800.0,1.7062391e+16,-266.65494,1.0,10.0,19.96334,100.0,24900,8980054,,-266.65494,0.31046697,-26187354.0,100,495.4484,5211.506779193878,-188514400000000.0,495.03,True,100.0,4949.612414109328,0.4189424,[ 0.099  0.608 -3.245 -1.958]
1.0,108001.86,1,4999.6875,634560.06,-1,26183.305,4864.299,10.0,1.0,250,,23980544.0,460566900000.0,5.649062e+22,-249.20206,1.0,10.0,,100.0,25000,9028714,,-249.20206,0.15298569,-25423776.0,100,564.9272,5240.614742517471,-3.4301554e+17,486.6,True,100.0,4864.298691967796,0.4189424,[-0.025  0.593 -3.246 -1.974]
1.0,57957.637,1,4999.666,541114.1,-1,10117.149,4999.4673,10.0,1.0,251,,24994670.0,252872210000.0,1.933362e+21,-240.61337,1.0,10.0,4999.0806,100.0,25100,9078714,,-240.61337,0.021601524,-26437888.0,100,0.12005995,5269.292069911957,-6.345702e+16,500.0,True,100.0,4999.467155316129,0.4189424,[ 0.02   0.621 -3.242 -1.941]
1.0,21646.49,1,4999.601,216882.16,-1,2624.2834,4915.7983,10.0,1.0,252,,24520574.0,65592530000.0,90247245000000.0,-259.90308,1.0,10.0,9.98289,100.0,25200,9127880,,-259.90308,0.0056989095,-25963754.0,100,596.24097,5300.4004163742065,-13775263000000.0,491.66,True,100.0,4915.798196190619,0.4189424,[ 0.084  0.62  -3.234 -1.834]
1.0,508.2194,1,4999.6357,4045.0,-1,157.69424,4899.377,10.0,1.0,253,,24492772.0,3940756200.0,340639230.0,-254.67131,1.0,10.0,,100.0,25300,9176883,,-254.67131,0.039732497,-25935972.0,100,699.1985,5330.223552942276,-30576413000.0,490.03,True,100.0,4899.377007400131,0.4189424,[ 0.202  0.587 -3.234 -1.856]
1.0,45443.656,1,4999.5815,421355.8,-1,8192.249,4940.9307,10.0,1.0,254,,24619924.0,204691620000.0,1.890016e+19,-262.03012,1.0,10.0,659.4997,100.0,25400,9226302,,-262.03012,0.40540752,-26063094.0,100,455.11655,5356.719160318375,-6274131000000000.0,494.19,True,100.0,4940.930472228745,0.4189424,[ 0.231  0.563 -3.251 -1.974]
1.0,2051679.5,1,4999.5864,20621142.0,-1,217975.81,4890.645,10.0,1.0,255,,24412214.0,5444451400000.0,9.766935e+21,-245.9087,1.0,10.0,9.979534,100.0,25500,9275219,,-245.9087,0.26408562,-25855386.0,100,702.71497,5383.190536499023,-1.4262751e+17,489.17,True,100.0,4890.644799427684,0.4189424,[ 0.234  0.645 -3.251 -1.88 ]
1.0,30416697000.0,1,4999.5693,305650830000.0,-1,3179469300.0,4905.361,10.0,1.0,256,,24496220.0,7.9461894e+16,3.5634466e+35,-258.1469,1.0,10.0,9.98113,100.0,25600,9324282,,-258.1469,0.040948726,-25939384.0,100,658.528,5409.2925527095795,-8.614692e+23,490.63,True,100.0,4905.360379720903,0.4189424,[ 0.207  0.749 -3.247 -1.816]
1.0,1742772200.0,1,4999.418,16309020000.0,-1,250193120.0,4669.595,10.0,1.0,257,,22872106.0,6250653300000000.0,9.358569e+35,-244.74805,1.0,10.0,,100.0,25700,9371001,,-244.74805,0.40253505,-24315180.0,100,1032.9512,5436.389760494232,-1.3959922e+24,467.19,True,100.0,4669.595177130884,0.4189424,[ 0.372  0.937 -3.239 -1.823]
1.0,1985.3992,1,4999.475,13089.337,-1,565.7639,4805.59,10.0,1.0,258,,23636436.0,14024305000.0,1076094300000.0,-257.3976,1.0,10.0,1059.5662,100.0,25800,9419073,,-257.3976,0.07963481,-25079546.0,100,736.7122,5460.144058704376,-1510995300000.0,480.72,True,100.0,4805.589812728682,0.4189424,[ 0.202  1.004 -3.296 -1.662]
1.0,1033114.7,1,4999.415,10276659.0,-1,151960.97,4333.3843,10.0,1.0,259,,20669712.0,3796099000000.0,2.2880469e+21,-250.11343,1.0,10.0,109.935814,100.0,25900,9462439,,-250.11343,0.11121172,-22112784.0,100,1375.3156,5484.8850338459015,-6.90294e+16,433.66,True,100.0,4333.384189369427,0.4189424,[ 0.146  1.036 -3.304 -1.556]
1.0,5349.0225,1,4999.5137,45020.547,-1,1365.972,4728.7295,10.0,1.0,260,,23352412.0,34106604000.0,2.5838049e+16,-244.04166,1.0,10.0,,100.0,26000,9509744,,-244.04166,0.014744002,-24795542.0,100,995.7552,5512.289729118347,-232000330000000.0,473.05,True,100.0,4728.729690415526,0.4189424,[ 0.127  0.936 -3.322 -1.626]
1.0,66822.695,1,4999.471,615938.3,-1,14188.236,4785.8096,10.0,1.0,261,,23551694.0,354516200000.0,4.3299937e+21,-251.97293,1.0,10.0,269.84818,100.0,26100,9557621,,-251.97293,0.09034691,-24994800.0,100,804.81085,5540.029403686523,-9.495826e+16,478.77,True,100.0,4785.809711745111,0.4189424,[ 0.079  1.028 -3.352 -1.564]
1.0,833954.75,1,4999.282,7921580.5,-1,140838.45,3903.1265,10.0,1.0,262,,17968610.0,3518498300000.0,1.576133e+25,-236.17583,1.0,10.0,109.90018,100.0,26200,9596701,,-236.17583,0.0055469684,-19411600.0,100,1653.5458,5563.29373049736,-5.728638e+18,390.8,True,100.0,3903.1267225313404,0.4189424,[ 0.059  1.111 -3.365 -1.473]
1.0,2315042.2,1,4999.137,21759672.0,-1,376824.56,2055.3525,10.0,1.0,263,,6769530.5,5166379000000.0,3.2073182e+31,-223.23103,1.0,10.0,,100.0,26300,9617352,,-223.23103,0.08635971,-8212423.5,100,1595.3234,5571.758743524551,-8.171476e+21,206.51,True,100.0,2055.352484954153,0.4189424,[ 0.029  1.197 -3.39  -1.391]
1.0,2939972.0,1,4999.4087,23368242.0,-1,517074.3,4087.5735,10.0,1.0,264,,19251104.0,12730750000000.0,7.4593828e+25,-246.18436,1.0,10.0,,100.0,26400,9658268,,-246.18436,0.6527411,-20694170.0,100,1594.6302,5592.661787509918,-1.2463172e+19,409.16,True,100.0,4087.5735127474372,0.4189424,[ 0.02   1.106 -3.417 -1.473]
1.0,2716896.8,1,4999.4707,26808994.0,-1,372181.28,4824.4043,10.0,1.0,265,,23876494.0,9297701000000.0,8.267548e+18,-251.6585,1.0,10.0,,100.0,26500,9706527,,-251.6585,0.037238754,-25319600.0,100,775.6424,5622.31249666214,-4158607000000000.0,482.59,True,100.0,4824.403985163799,0.4189424,[ 0.004  1.037 -3.46  -1.566]
1.0,107.94096,1,4999.5723,1018.74884,-1,23.345549,4999.3286,10.0,1.0,266,,24993288.0,583471040.0,1.0635853e+28,-243.31303,1.0,10.0,4998.9507,100.0,26600,9756527,,-243.31303,0.24127595,-26436454.0,100,0.12203103,5649.305129528046,-1.4883026e+20,500.0,True,100.0,4999.328871519389,0.4189424,[-0.029  0.952 -3.458 -1.652]
1.0,884443.2,1,4999.5815,8837971.0,-1,105956.82,4756.1113,10.0,1.0,267,,23194794.0,1547474400000.0,4.97633e+24,-248.77155,1.0,10.0,9.980415,100.0,26700,9804118,,-248.77155,0.06579833,-24637964.0,100,757.7583,5675.059325933456,-3.2193002e+18,475.91,True,100.0,4756.111278852372,0.4189424,[-0.083  0.931 -3.458 -1.675]
1.0,3.0799544,1,4999.607,17.452747,-1,3.6316526,4936.032,10.0,1.0,268,,24627296.0,90134936.0,10640374000000.0,-250.60898,1.0,10.0,9.980468,100.0,26800,9853487,,-250.60898,0.037627153,-26070482.0,100,512.72107,5701.557362794876,-4707581400000.0,493.69,True,100.0,4936.032404019709,0.4189424,[-0.024  0.948 -3.458 -1.661]
1.0,938244.0,1,4999.593,6692458.0,-1,169840.36,4754.1104,10.0,1.0,269,,23225062.0,2685598000000.0,7.5755476e+28,-244.88812,1.0,10.0,,100.0,26900,9901056,,-244.88812,0.08708885,-24668238.0,100,789.6181,5727.589121341705,-3.9720588e+20,475.69,True,100.0,4754.110339352251,0.4189424,[-0.082  0.952 -3.437 -1.675]
1.0,4.334611,1,4999.5127,38.96837,-1,3.4734962,4949.385,10.0,1.0,270,,24742852.0,86556380.0,2.5640054e+21,-245.54092,1.0,10.0,9.980947,100.0,27000,9950558,,-245.54092,0.21055384,-26185984.0,100,496.4288,5755.231120347977,-7.307254e+16,495.02,True,100.0,4949.38492586731,0.4189424,[-0.025  0.975 -3.439 -1.663]
1.0,558610.56,1,4999.6016,5195099.5,-1,96811.96,4777.2676,10.0,1.0,271,,23253888.0,1590201000000.0,3.4273566e+28,-252.03156,1.0,10.0,9.9807005,100.0,27100,9998357,,-252.03156,0.13285139,-24697070.0,100,656.9634,5783.034506559372,-2.6717132e+20,477.99,True,100.0,4777.267876448612,0.4189424,[-0.083  0.988 -3.424 -1.676]
1.0,11533.304,1,4999.59,101170.92,-1,2507.7515,4904.6265,10.0,1.0,272,,24495988.0,62674740000.0,4.391979e+16,-258.17126,1.0,10.0,9.983801,100.0,27200,10047412,,-258.17126,0.24775258,-25939164.0,100,663.798,5814.461489915848,-302502000000000.0,490.55,True,100.0,4904.626638726363,0.4189424,[-0.026  1.013 -3.422 -1.667]
1.0,2871667.5,1,4999.485,28777656.0,-1,351295.9,4716.9004,10.0,1.0,273,,23357696.0,8778315000000.0,4.5843965e+34,-262.48325,1.0,10.0,,100.0,27300,10094597,,-262.48325,0.017353075,-24800810.0,100,1052.8735,5841.485228300095,-3.089804e+23,471.85,True,100.0,4716.90080197825,0.4189424,[-0.057  1.088 -3.442 -1.574]
1.0,42043.32,1,4999.563,313105.94,-1,11311.546,4836.347,10.0,1.0,274,,23483332.0,218437700000.0,8.823123e+22,-242.5374,1.0,10.0,3459.4644,100.0,27400,10143001,,-242.5374,0.04838652,-24926492.0,100,305.08548,5866.079840421677,-4.2866186e+17,484.04,True,100.0,4836.347448067134,0.4189424,[-0.102  1.008 -3.452 -1.658]
1.0,940.37054,1,4999.527,9121.67,-1,130.70642,4884.6313,10.0,1.0,275,,24308326.0,3266301200.0,361270720.0,-241.7384,1.0,10.0,,100.0,27500,10191857,,-241.7384,0.14141956,-25751466.0,100,669.8495,5889.606289863586,-30695526000.0,488.56,True,100.0,4884.631755100005,0.4189424,[-0.043  1.026 -3.452 -1.667]
1.0,893141100.0,1,4999.5464,8887108000.0,-1,103733540.0,4930.7437,10.0,1.0,276,,24568820.0,2592539400000000.0,1.6695439e+36,-245.35492,1.0,10.0,149.84244,100.0,27600,10241176,,-245.35492,0.011785476,-26011972.0,100,506.54694,5915.747302770615,-1.8646593e+24,493.19,True,100.0,4930.743597094621,0.4189424,[-0.008  1.044 -3.475 -1.625]
1.0,2383.2563,1,4999.3813,22442.398,-1,528.3106,4681.928,10.0,1.0,277,,23177816.0,12833148000.0,139170140000000.0,-257.17807,1.0,10.0,9.980256,100.0,27700,10288013,,-257.17807,0.0028146289,-24620870.0,100,1121.3221,5936.5661635398865,-17036181000000.0,468.37,True,100.0,4681.928368245535,0.4189424,[ 0.103  1.082 -3.48  -1.582]
1.0,1423854.2,1,4999.502,14147194.0,-1,179934.36,4773.495,10.0,1.0,278,,23503074.0,3368837000000.0,3.4827553e+20,-267.53665,1.0,10.0,,100.0,27800,10335764,,-267.53665,0.3872914,-24946198.0,100,846.6539,5963.122985124588,-2.6934483e+16,477.51,True,100.0,4773.4949152323225,0.4189424,[ 0.121  0.73  -3.628 -1.259]
1.0,1754.9269,1,4999.508,10506.671,-1,604.8018,4823.7266,10.0,1.0,279,,24052332.0,15114374000.0,5884840000000.0,-245.53151,1.0,10.0,,100.0,27900,10384012,,-245.53151,0.04720943,-25495460.0,100,885.43536,5990.636452913284,-3515865400000.0,482.48,True,100.0,4823.726521171567,0.4189424,[ 0.142  0.638 -3.63  -1.341]
1.0,284938.66,1,4999.547,2853376.8,-1,37433.7,4884.0664,10.0,1.0,280,,24341264.0,935398540000.0,3.765007e+19,-249.77744,1.0,10.0,9.979752,100.0,28000,10432863,,-249.77744,0.0010993355,-25784416.0,100,697.9698,6016.359263181686,-8855833000000000.0,488.51,True,100.0,4884.066210356207,0.4189424,[ 0.091  0.736 -3.657 -1.29 ]
1.0,1231.2751,1,4999.5596,10401.073,-1,326.9168,4999.3574,10.0,1.0,281,,24993576.0,8170278000.0,1.3211052e+24,-248.60953,1.0,10.0,4999.0557,100.0,28100,10482863,,-248.60953,0.027500903,-26436736.0,100,0.10795661,6044.295325279236,-1.6587142e+18,500.0,True,100.0,4999.357573393801,0.4189424,[ 0.051  0.653 -3.667 -1.374]
1.0,38.942596,1,4999.617,219.83632,-1,19.121996,4648.6055,10.0,1.0,282,,22002088.0,319675700.0,59261030.0,-246.5698,1.0,10.0,2129.7617,100.0,28200,10529390,,-246.5698,0.12306258,-23445278.0,100,626.54407,6071.502102136612,-11429252000.0,465.27,True,100.0,4648.605351340568,0.4189424,[-0.047  0.592 -3.649 -1.418]
1.0,102398630.0,1,4999.628,769023700.0,-1,14708288.0,4986.453,10.0,1.0,283,,24879712.0,279890440000000.0,3.3836064e+31,-242.4103,1.0,10.0,3769.6802,100.0,28300,10579262,,-242.4103,0.17289057,-26322910.0,100,122.48804,6100.733231782913,-8.3946906e+21,498.72,True,100.0,4986.452619647508,0.4189424,[-0.017  0.597 -3.65  -1.421]
1.0,61686.105,1,4999.603,614398.9,-1,7537.3164,4899.7285,10.0,1.0,284,,24494294.0,188390650000.0,2.6962133e+18,-245.71242,1.0,10.0,9.981219,100.0,28400,10628267,,-245.71242,0.021859491,-25937478.0,100,697.8227,6128.199417829514,-2369856700000000.0,490.05,True,100.0,4899.728231526784,0.4189424,[ 0.045  0.606 -3.649 -1.417]
1.0,8417.294,1,4999.5923,73115.71,-1,2229.2563,4889.395,10.0,1.0,285,,24403170.0,55714054000.0,302407800000000.0,-259.24738,1.0,10.0,,100.0,28500,10677170,,-259.24738,0.012247851,-25846348.0,100,704.9723,6156.995117902756,-25151748000000.0,489.03,True,100.0,4889.395023347792,0.4189424,[ 0.15   0.549 -3.646 -1.454]
1.0,213.34923,1,4999.622,1242.1931,-1,76.62106,4999.433,10.0,1.0,286,,24994328.0,1915091100.0,1782032100000.0,-248.37395,1.0,10.0,4999.165,100.0,28600,10727170,,-248.37395,0.015782323,-26437524.0,100,0.09005332,6187.062607049942,-1928425900000.0,500.0,True,100.0,4999.432873642247,0.4189424,[ 0.134  0.448 -3.653 -1.526]
1.0,217215.73,1,4999.6245,2170734.5,-1,26792.658,4899.5996,10.0,1.0,287,,24493008.0,669526650000.0,1.4694917e+19,-261.99765,1.0,10.0,9.981239,100.0,28700,10776175,,-261.99765,0.0044137323,-25936204.0,100,697.80426,6217.4211258888245,-5532867600000000.0,490.05,True,100.0,4899.5997912935845,0.4189424,[ 0.248  0.398 -3.647 -1.538]
1.0,1664.1095,1,4999.576,10907.552,-1,326.11417,4999.3286,10.0,1.0,288,,24993288.0,8149714400.0,104841690.0,-266.598,1.0,10.0,4998.823,100.0,28800,10826175,,-266.598,0.034325846,-26436456.0,100,0.15521947,6244.721875429153,-22926254000.0,500.0,True,100.0,4999.328713716572,0.4189424,[ 0.229  0.475 -3.645 -1.442]
