InitialBound,LearnableVariance,EmpiricalD2Harmonic,MinBehavPdf,EmpiricalD2Arithmetic,ESSRenyiArithmetic,Penalization,StdIW,MaxIW,InitialReturnMean,MinIW,TimestepsSoFar,EpThisIter,InitialReturnStd,InitialReturnMax,VarianceInitializer,Inner Iteration,DivergenceHarmonic,StdWReturnMean,WReturnMean,EpLenMean,InitialReturnMin,Bound,ReturnMeanIW,TimeElapsed,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,EpRewMean,EpisodesSoFar,MinTargetPdf,Weights,ReturnStepMax,Iteration,MeanEntropy,MeanIW
-15124673.0,,1.0,-244.28494,1.0,100.0,True,38.66512,335.76324,3283.7043,0.14621182,1232264,100,1702.631,4999.3213,-1,1,13975506000000.0,,13681666.0,329.11,19.966694,-5394692300000.0,265661860.0,1725.7816865444183,100.0,10.0,1.0,3283.7042663113225,6500,-244.28494,[ 0.02   0.472 -1.7   -1.946],10.0,65,0.4189424,16.059044
-16395146.0,,1.0,-241.27136,1.0,100.0,True,1043129.8,9625492.0,3533.1953,0.099522345,1267669,100,1571.1586,4999.5415,-1,1,9.360372e+33,,14952010.0,354.05,,-1.3961958e+23,3063467200000.0,1773.7380015850067,100.0,10.0,1.0,3533.195597752894,6600,-241.27136,[-0.028  0.438 -1.712 -1.964],10.0,66,0.4189424,172655.0
-15415766.0,,1.0,-243.14285,1.0,100.0,True,4.6295543,20.718061,3295.2537,0.3217723,1300690,100,1764.65,4999.445,-1,1,12505037000.0,,13972688.0,330.21,,-161439400000.0,68412024.0,1819.956736087799,100.0,10.0,1.0,3295.2538472068395,6700,-243.14285,[ 0.032  0.456 -1.719 -1.967],10.0,67,0.4189424,5.8130116
-18484314.0,,1.0,-250.6444,1.0,100.0,True,47.551,344.48175,3815.4658,0.15780345,1338911,100,1575.8611,4999.6475,-1,1,469531780.0,,17041116.0,382.21,19.964397,-31481778000.0,210143570.0,1856.329880952835,100.0,10.0,1.0,3815.4658561798196,6800,-250.6444,[-0.026  0.439 -1.736 -1.964],10.0,68,0.4189424,16.308382
-19747468.0,,1.0,-250.03418,1.0,100.0,True,58.614506,368.26892,3963.7007,0.084193304,1378595,100,1610.4163,4999.4854,-1,1,8.4144605e+19,,18304360.0,396.84,9.980116,-1.3237413e+16,586817340.0,1905.6363470554352,100.0,10.0,1.0,3963.700301150829,6900,-250.03418,[ 0.005  0.436 -1.737 -1.97 ],10.0,69,0.4189424,30.784174
-14397895.0,,1.0,-242.76881,1.0,100.0,True,16.815046,98.17072,3312.743,0.0668998,1411806,100,1407.3217,4999.4395,-1,1,786162240.0,,12954819.0,332.11,29.950134,-40546628000.0,85492720.0,1937.2235572338104,100.0,10.0,1.0,3312.7428682349982,7000,-242.76881,[-0.038  0.393 -1.75  -1.966],10.0,70,0.4189424,11.733559
-19789216.0,,1.0,-244.4216,1.0,100.0,True,59.029247,341.1288,3987.2903,0.16506901,1451731,100,1564.4675,4999.597,-1,1,93169800.0,,18346044.0,399.25,,-14262160000.0,332291520.0,1975.0218799114227,100.0,10.0,1.0,3987.290662313836,7100,-244.4216,[-0.008  0.401 -1.75  -1.962],10.0,71,0.4189424,23.895115
-18706044.0,,1.0,-269.26202,1.0,100.0,True,140.89117,1387.9674,3814.9607,0.37459752,1489938,100,1645.9078,4999.492,-1,1,3608986400000000.0,,17262934.0,382.07,39.930717,-86693604000000.0,656143600.0,2004.4578368663788,100.0,10.0,1.0,3814.960279405579,7200,-269.26202,[ 0.02   0.412 -1.756 -1.96 ],10.0,72,0.4189424,29.544828
-16739999.0,,1.0,-245.42998,1.0,100.0,True,1711963.8,17083532.0,3685.7173,0.03839974,1526868,100,1308.5491,4999.625,-1,1,1.525627e+36,,15296813.0,369.3,389.71506,-1.7825364e+24,4799112000000.0,2042.82950091362,100.0,10.0,1.0,3685.7173618090906,7300,-245.42998,[-0.031  0.433 -1.784 -1.953],10.0,73,0.4189424,233813.14
-18877322.0,,1.0,-245.12106,1.0,100.0,True,10.776548,78.05087,3831.8965,0.16234629,1565239,100,1658.5416,4999.5264,-1,1,7.92578e+17,,17434192.0,383.71,9.982019,-1284748500000000.0,133453256.0,2089.004214286804,100.0,10.0,1.0,3831.8964078971576,7400,-245.12106,[ 0.029  0.45  -1.786 -1.953],10.0,74,0.4189424,7.9944115
-18423834.0,,1.0,-242.76572,1.0,100.0,True,35.507896,299.44165,3923.2769,0.15968308,1604539,100,1260.3872,4999.5664,-1,1,1133256600000.0,,16980680.0,393.0,,-1536434400000.0,162111100.0,2130.243109703064,100.0,10.0,1.0,3923.2772838270866,7500,-242.76572,[-0.029  0.442 -1.799 -1.969],10.0,75,0.4189424,14.606
-19487146.0,,1.0,-263.12213,1.0,100.0,True,1988.1727,19890.754,3901.597,0.040022127,1643602,100,1679.7502,4999.523,-1,1,1.1585132e+34,,18044018.0,390.63,,-1.55327e+23,7262661600.0,2171.957665205002,100.0,10.0,1.0,3901.5968680050796,7600,-263.12213,[ 6.909e-04  4.505e-01 -1.799e+00 -1.970e+00],10.0,76,0.4189424,303.58206
-11475103.0,,1.0,-251.48468,1.0,100.0,True,10399.603,88655.836,2921.901,0.04179015,1672915,100,1222.4886,4999.5205,-1,1,1.6818033e+24,,10031983.0,293.13,49.90748,-1.8714735e+18,25296044000.0,2205.692011117935,100.0,10.0,1.0,2921.900927920346,7700,-251.48468,[-0.055  0.428 -1.814 -1.981],10.0,77,0.4189424,3208.549
-20517398.0,,1.0,-241.58487,1.0,100.0,True,227.07901,1861.2279,4094.8728,0.011532861,1713909,100,1518.6626,4999.4365,-1,1,770276000.0,,19074318.0,409.94,,-41526604000.0,1476408600.0,2251.717895746231,100.0,10.0,1.0,4094.8726661641313,7800,-241.58487,[ 0.006  0.441 -1.814 -1.974],10.0,78,0.4189424,69.69384
-20071804.0,,1.0,-238.88716,1.0,100.0,True,431944.84,4261781.0,4074.9854,0.029201392,1754708,100,1422.3835,4999.513,-1,1,5.868063e+28,,18628680.0,407.99,39.927322,-3.4957648e+20,1223242300000.0,2292.2012412548065,100.0,10.0,1.0,4074.9855267138173,7900,-238.88716,[-0.011  0.384 -1.822 -1.992],10.0,79,0.4189424,61376.94
-18382046.0,,1.0,-239.74008,1.0,100.0,True,109.19016,768.687,3807.7798,0.3797773,1792847,100,1562.011,4999.2725,-1,1,1.7844458e+16,,16939064.0,381.39,9.980313,-192755180000000.0,624658600.0,2330.26246881485,100.0,10.0,1.0,3807.7795445802035,8000,-239.74008,[ 0.043  0.353 -1.826 -1.998],10.0,80,0.4189424,35.80476
-17605404.0,,1.0,-248.04782,1.0,100.0,True,57.815647,393.08945,3748.9993,0.13331439,1830402,100,1451.6404,4999.5635,-1,1,568154940.0,,16162255.0,375.55,359.73505,-34643700000.0,245407040.0,2379.547454595566,100.0,10.0,1.0,3748.9992768055176,8100,-248.04782,[-0.017  0.35  -1.837 -2.009],10.0,81,0.4189424,25.957432
-21644588.0,,1.0,-234.01031,1.0,100.0,True,1065.7041,10072.148,4270.115,0.11922539,1873143,100,1402.7065,4999.5034,-1,1,1.9164387e+32,,20201468.0,427.41,9.980303,-1.9977475e+22,5959011300.0,2429.801282644272,100.0,10.0,1.0,4270.115086621371,8200,-234.01031,[ 0.013  0.357 -1.839 -2.005],10.0,82,0.4189424,257.67624
-10354648.0,,1.0,-224.93124,1.0,100.0,True,1634.8063,11317.338,2741.5957,0.10088465,1900657,100,1181.2192,4999.3535,-1,1,4.7980312e+32,,8911626.0,275.14,419.67322,-3.1608115e+22,5165382700.0,2463.4945437908173,100.0,10.0,1.0,2741.5957366360512,8300,-224.93124,[-0.049  0.359 -1.844 -1.996],10.0,83,0.4189424,797.6502
-20701580.0,,1.0,-241.81671,1.0,100.0,True,622.7946,6111.491,4089.657,0.105889276,1941592,100,1591.5931,4999.509,-1,1,6.6500453e+27,,19258460.0,409.35,,-1.1768099e+20,3558716000.0,2511.3597004413605,100.0,10.0,1.0,4089.6567870865033,8400,-241.81671,[ 0.012  0.363 -1.847 -2.013],10.0,84,0.4189424,166.84055
-9338674.0,,1.0,-226.93025,1.0,100.0,True,3355.5657,25251.154,2472.1218,0.09024357,1966411,100,1335.7314,4999.508,-1,1,2.361708e+26,,7895565.0,248.19,9.981431,-2.2177213e+19,15400118000.0,2543.0448048114777,100.0,10.0,1.0,2472.1218847241003,8500,-226.93025,[-0.044  0.341 -1.86  -2.026],10.0,85,0.4189424,1521.501
-21609006.0,,1.0,-242.84987,1.0,100.0,True,438076.62,3093532.5,4269.379,0.08235599,2009141,100,1392.2112,4999.5654,-1,1,2.4386568e+26,,20165850.0,427.3,379.69153,-2.2536127e+19,1644216600000.0,2607.3786284923553,100.0,10.0,1.0,4269.379099552035,8600,-242.84987,[ 0.014  0.362 -1.859 -2.015],10.0,86,0.4189424,84423.78
-15215081.0,,1.0,-234.94275,1.0,100.0,True,15.893561,79.901794,3288.0303,0.01692163,2042097,100,1720.7205,4999.41,-1,1,5236643700000000.0,,13772022.0,329.56,,-104424900000000.0,152111870.0,2645.668068408966,100.0,10.0,1.0,3288.030495504545,8700,-234.94275,[ 0.066  0.35  -1.866 -1.984],10.0,87,0.4189424,10.401568
-21837662.0,,1.0,-251.85274,1.0,100.0,True,516.3336,4761.232,4317.545,0.05850617,2085311,100,1324.1418,4999.496,-1,1,20017093000.0,,20394546.0,432.14,329.8728,-206972910000.0,2802708500.0,2698.479544878006,100.0,10.0,1.0,4317.54503700249,8800,-251.85274,[ 0.006  0.365 -1.873 -1.982],10.0,88,0.4189424,119.159
-20758912.0,,1.0,-254.11673,1.0,100.0,True,46.827168,262.0079,4209.7295,0.17421997,2127459,100,1262.5052,4999.5923,-1,1,342722370.0,,19315742.0,421.48,29.948277,-27018228000.0,301713200.0,2749.7947328090668,100.0,10.0,1.0,4209.7295975010875,8900,-254.11673,[-0.019  0.421 -1.886 -1.977],10.0,89,0.4189424,21.761736
-22462856.0,,1.0,-249.6682,1.0,100.0,True,202.43585,1393.2722,4349.928,0.24726915,2170990,100,1448.3901,4999.5396,-1,1,9.117765e+34,,21019714.0,435.31,339.69623,-4.3575623e+23,1799028500.0,2799.8342835903168,100.0,10.0,1.0,4349.928531106673,9000,-249.6682,[ 0.012  0.422 -1.887 -1.977],10.0,90,0.4189424,75.05588
-14519572.0,,1.0,-231.63347,1.0,100.0,True,8370.2295,52151.484,3403.037,0.03435204,2205107,100,1222.9972,4999.6333,-1,1,3.453684e+29,,13076383.0,341.17,389.65646,-8.4811936e+20,33802904000.0,2835.807951450348,100.0,10.0,1.0,3403.036998995152,9100,-231.63347,[-0.048  0.434 -1.897 -1.968],10.0,91,0.4189424,3544.26
-21162930.0,,1.0,-239.27986,1.0,100.0,True,68.62848,613.4307,4180.416,0.10364489,2246955,100,1497.9835,4999.463,-1,1,408449020.0,,19719834.0,418.48,19.963348,-29703916000.0,539383740.0,2874.7682571411133,100.0,10.0,1.0,4180.416033333195,9200,-239.27986,[ 0.013  0.45  -1.898 -1.965],10.0,92,0.4189424,22.468174
-19458268.0,,1.0,-248.76111,1.0,100.0,True,29.025423,286.53693,3887.628,0.053239595,2285878,100,1703.3794,4999.5034,-1,1,2583060300000.0,,18015152.0,389.23,279.77744,-2319511200000.0,192581550.0,2912.7169325351715,100.0,10.0,1.0,3887.627891377673,9300,-248.76111,[ 0.023  0.505 -1.917 -1.945],10.0,93,0.4189424,9.839488
-19976796.0,,1.0,-245.32053,1.0,100.0,True,797557.5,6054440.5,4130.26,0.068966575,2327235,100,1214.3292,4999.573,-1,1,9.194466e+33,,18533638.0,413.57,349.67346,-1.3837848e+23,1705017300000.0,2956.310168027878,100.0,10.0,1.0,4130.259555505177,9400,-245.32053,[-0.027  0.476 -1.928 -1.965],10.0,94,0.4189424,183698.86
-22165820.0,,1.0,-241.03369,1.0,100.0,True,13.164882,112.52839,4363.1523,0.117187284,2370905,100,1298.3137,4999.4717,-1,1,7416410300000.0,,20722718.0,436.7,,-3930099300000.0,172235220.0,3009.903297662735,100.0,10.0,1.0,4363.152493566322,9500,-241.03369,[ 0.03   0.5   -1.938 -1.966],10.0,95,0.4189424,7.992802
-21192578.0,,1.0,-252.26192,1.0,100.0,True,17954.51,171442.28,4264.9917,0.030926704,2413605,100,1248.7152,4999.533,-1,1,9.0386054e+17,,19749442.0,427.0,9.98132,-1372041700000000.0,57869990000.0,3059.4395587444305,100.0,10.0,1.0,4264.991585361858,9600,-252.26192,[-0.027  0.518 -1.942 -1.948],10.0,96,0.4189424,2833.5632
-21828516.0,,1.0,-244.0616,1.0,100.0,True,54336.375,340735.25,4234.0127,0.123002514,2455977,100,1567.9824,4999.4375,-1,1,3.7737286e+26,,20385434.0,423.72,9.981113,-2.8032834e+19,313638940000.0,3108.6126432418823,100.0,10.0,1.0,4234.012845127302,9700,-244.0616,[ 0.018  0.481 -1.946 -1.97 ],10.0,97,0.4189424,12562.777
-18128140.0,,1.0,-248.26682,1.0,100.0,True,68434.4,476999.9,3908.9768,0.045712285,2495138,100,1185.2944,4999.4995,-1,1,1.131033e+31,,16685024.0,391.61,9.980411,-4.853221e+21,198781190000.0,3145.668433189392,100.0,10.0,1.0,3908.9771100865614,9800,-248.26682,[-0.046  0.506 -1.992 -1.876],10.0,98,0.4189424,22393.564
-21470904.0,,1.0,-262.0634,1.0,100.0,True,433652900.0,4358677500.0,4233.231,0.0064350865,2537507,100,1451.7295,4999.5435,-1,1,7.5217013e+28,,20027762.0,423.69,19.972916,-3.9578436e+20,484939420000000.0,3199.71985411644,100.0,10.0,1.0,4233.230728877277,9900,-262.0634,[ 0.014  0.522 -1.995 -1.872],10.0,99,0.4189424,44532496.0
-17561926.0,,1.0,-252.53757,1.0,100.0,True,7.904584,48.18858,3666.821,0.27525163,2574234,100,1635.0121,4999.455,-1,1,308687870.0,,16118839.0,367.27,279.7478,-25454287000.0,100402480.0,3240.4856753349304,100.0,10.0,1.0,3666.8206977934037,10000,-252.53757,[ 0.033  0.639 -2.02  -1.841],10.0,100,0.4189424,6.257788
-22677426.0,,1.0,-255.48776,1.0,100.0,True,6643203.5,66541484.0,4464.5596,0.07753884,2618912,100,1141.0582,4999.503,-1,1,1.840614e+29,,21234304.0,446.78,279.77576,-6.191194e+20,9812774000000.0,3288.672078847885,100.0,10.0,1.0,4464.559321589332,10100,-255.48776,[-0.014  0.605 -2.04  -1.853],10.0,101,0.4189424,770897.94
-18854518.0,,1.0,-246.72388,1.0,100.0,True,207.60167,1095.2285,3840.5369,0.26914635,2657373,100,1631.4744,4999.453,-1,1,1.5138404e+33,,17411430.0,384.61,9.980285,-5.614673e+22,2666040000.0,3336.052782058716,100.0,10.0,1.0,3840.536736034476,10200,-246.72388,[ 0.041  0.629 -2.056 -1.849],10.0,102,0.4189424,130.1355
-14219963.0,,1.0,-232.97844,1.0,100.0,True,5430.356,36956.12,3382.3804,0.026142433,2691289,100,1156.0131,4999.484,-1,1,6.210768e+22,,12776861.0,339.16,29.942768,-3.5963538e+17,16350247000.0,3374.7156598567963,100.0,10.0,1.0,3382.3800882651344,10300,-232.97844,[-0.081  0.606 -2.071 -1.845],10.0,103,0.4189424,2047.9933
-23757866.0,,1.0,-248.01915,1.0,100.0,True,1039779.0,9222626.0,4621.984,0.092564255,2737537,100,975.6931,4999.5527,-1,1,1.954883e+25,,22314714.0,462.48,269.7705,-6.3806117e+18,3048465500000.0,3434.360788345337,100.0,10.0,1.0,4621.984110942254,10400,-248.01915,[-0.019  0.609 -2.072 -1.855],10.0,104,0.4189424,176205.36
-20352322.0,,1.0,-243.31276,1.0,100.0,True,5.270454,31.708141,4066.8337,0.026627148,2778253,100,1539.5356,4999.321,-1,1,2310693600.0,,18909308.0,407.16,,-69445706000.0,81953150.0,3481.268233537674,100.0,10.0,1.0,4066.834178636171,10500,-243.31276,[ 0.033  0.642 -2.077 -1.85 ],10.0,105,0.4189424,4.3342376
-23169394.0,,1.0,-274.13895,1.0,100.0,True,980080.56,9828526.0,4556.7305,0.055073954,2823852,100,981.061,4999.4966,-1,1,6.1289616e+17,,21726276.0,455.99,529.5842,-1131695600000000.0,1937697300000.0,3529.4067919254303,100.0,10.0,1.0,4556.7305976561165,10600,-274.13895,[-0.028  0.653 -2.085 -1.845],10.0,106,0.4189424,109859.62
-22200670.0,,1.0,-241.46985,1.0,100.0,True,534518.56,5138650.5,4364.0625,0.004715487,2867528,100,1308.663,4999.3467,-1,1,3.595139e+32,,20757640.0,436.76,9.980367,-2.7360482e+22,2073488800000.0,3579.8747177124023,100.0,10.0,1.0,4364.062439620489,10700,-241.46985,[-7.505e-04  7.095e-01 -2.151e+00 -1.759e+00],10.0,107,0.4189424,84062.44
-22381250.0,,1.0,-258.09558,1.0,100.0,True,460817.3,4189183.2,4477.2183,0.087656796,2912348,100,944.7728,4999.579,-1,1,1.2178994e+29,,20938084.0,448.2,,-5.036304e+20,1455792200000.0,3630.4946715831757,100.0,10.0,1.0,4477.218897511732,10800,-258.09558,[-0.045  0.603 -2.163 -1.805],10.0,108,0.4189424,109778.09
-23298596.0,,1.0,-251.16281,1.0,100.0,True,6.423334,38.23915,4532.1924,0.018894156,2957699,100,1146.6115,4999.49,-1,1,21208265000.0,,21855482.0,453.51,269.8111,-210279630000.0,122864720.0,3675.5726618766785,100.0,10.0,1.0,4532.192109676289,10900,-251.16281,[ 0.016  0.601 -2.161 -1.816],10.0,109,0.4189424,5.345642
-22169298.0,,1.0,-247.58748,1.0,100.0,True,1726409.0,12832906.0,4369.1646,0.082467906,3001429,100,1279.2758,4999.5537,-1,1,1.4799356e+32,,20726148.0,437.3,,-1.7555907e+22,5158572400000.0,3729.428528547287,100.0,10.0,1.0,4369.16499420178,11000,-247.58748,[-0.032  0.608 -2.191 -1.791],10.0,110,0.4189424,400613.56
-23335684.0,,1.0,-248.36044,1.0,100.0,True,8505.757,57786.363,4524.0654,0.08351007,3046698,100,1193.8914,4999.531,-1,1,1.8442877e+32,,21892546.0,452.69,,-1.959802e+22,66160726000.0,3781.366649866104,100.0,10.0,1.0,4524.065642875367,11100,-248.36044,[ 0.029  0.623 -2.194 -1.791],10.0,111,0.4189424,2751.4487
-23029074.0,,1.0,-247.29082,1.0,100.0,True,158818.23,1220499.1,4514.1055,0.07559025,3091880,100,1099.4688,4999.456,-1,1,2.3856445e+22,,21585978.0,451.82,,-2.2288896e+17,435831240000.0,3841.619816303253,100.0,10.0,1.0,4514.105297488481,11200,-247.29082,[-0.044  0.678 -2.239 -1.718],10.0,112,0.4189424,31241.97
-22135016.0,,1.0,-257.49936,1.0,100.0,True,2214920.2,19688844.0,4321.7393,0.57722104,3135133,100,1419.3286,4999.448,-1,1,4.6188673e+27,,20691926.0,432.53,,-9.807341e+19,8659085600000.0,3889.90052819252,100.0,10.0,1.0,4321.739365093484,11300,-257.49936,[ 0.004  0.712 -2.246 -1.7  ],10.0,113,0.4189424,372986.88
-22254802.0,,1.0,-249.25494,1.0,100.0,True,443976.44,2746830.5,4422.976,0.047514405,3179406,100,1117.559,4999.5537,-1,1,8.235878e+32,,20811652.0,442.73,,-4.1414918e+22,2110004300000.0,3940.602971315384,100.0,10.0,1.0,4422.9758810729145,11400,-249.25494,[-0.045  0.615 -2.268 -1.757],10.0,114,0.4189424,129317.32
-23957134.0,,1.0,-268.12418,1.0,100.0,True,25671504.0,225203150.0,4586.1724,0.036068816,3225290,100,1216.9625,4999.561,-1,1,1.6706616e+22,,22513978.0,458.84,,-1.8662145e+17,92010580000000.0,4001.2226510047913,100.0,10.0,1.0,4586.172801973157,11500,-268.12418,[ 0.018  0.615 -2.268 -1.759],10.0,115,0.4189424,3976889.2
-24955242.0,,1.0,-247.3456,1.0,100.0,True,9.6948805,58.055614,4781.676,0.008002487,3273125,100,804.80096,4999.4893,-1,1,1.3070889e+19,,23512126.0,478.35,269.8045,-5217268600000000.0,122365810.0,4058.3526680469513,100.0,10.0,1.0,4781.675572314393,11600,-247.3456,[ 0.053  0.531 -2.284 -1.843],10.0,116,0.4189424,5.5614057
-24854962.0,,1.0,-251.4565,1.0,100.0,True,20.420046,165.24379,4747.185,0.1035311,3320614,100,935.9644,4999.5728,-1,1,48439796.0,,23411798.0,474.89,,-10205580000.0,161589250.0,4104.226174354553,100.0,10.0,1.0,4747.185245605009,11700,-251.4565,[-0.009  0.527 -2.288 -1.848],10.0,117,0.4189424,7.427141
-25514150.0,,1.0,-277.68127,1.0,100.0,True,14152.589,101381.086,4861.967,0.055456802,3369248,100,657.45123,4999.611,-1,1,2690014800000.0,,24070964.0,486.34,739.7767,-2427148600000.0,60198613000.0,4155.20977139473,100.0,10.0,1.0,4861.966856160969,11800,-277.68127,[ 0.02   0.517 -2.289 -1.853],10.0,118,0.4189424,2409.021
-23526800.0,,1.0,-259.64935,1.0,100.0,True,2372544.8,20250700.0,4547.049,0.037191052,3414745,100,1186.5807,4999.589,-1,1,7.9735246e+27,,22083628.0,454.97,329.745,-1.2886445e+20,10662986000000.0,4205.703510046005,100.0,10.0,1.0,4547.049146286879,11900,-259.64935,[ 0.068  0.512 -2.285 -1.893],10.0,119,0.4189424,427514.2
-25794538.0,,1.0,-256.52896,1.0,100.0,True,18.135723,132.49782,4889.851,0.16867954,3463656,100,663.86847,4999.5947,-1,1,40002724000.0,,24351362.0,489.11,389.77823,-288919850000.0,281684800.0,4263.97727394104,100.0,10.0,1.0,4889.850648497227,12000,-256.52896,[ 0.051  0.392 -2.302 -1.918],10.0,120,0.4189424,11.668404
-23969278.0,,1.0,-280.04913,1.0,100.0,True,104.802475,908.30884,4651.598,0.17104329,3510199,100,942.73016,4999.5923,-1,1,7974579000.0,,22526104.0,465.43,39.93763,-129619436000.0,746284160.0,4307.017244100571,100.0,10.0,1.0,4651.59797689521,12100,-280.04913,[-0.005  0.374 -2.309 -1.937],10.0,121,0.4189424,36.03511
-25939028.0,,1.0,-243.60493,1.0,100.0,True,105127.04,1050692.2,4921.274,0.09895601,3559423,100,526.25385,4999.547,-1,1,3.2213696e+19,,24495878.0,492.24,749.4546,-8190976700000000.0,278454140000.0,4367.807612657547,100.0,10.0,1.0,4921.273821347274,12200,-243.60493,[ 0.025  0.376 -2.309 -1.93 ],10.0,122,0.4189424,12194.472
-24005342.0,,1.0,-253.99463,1.0,100.0,True,440717.0,4242187.5,4631.4673,0.1577264,3605763,100,1054.394,4999.482,-1,1,4.0799708e+26,,22562232.0,463.4,319.75122,-2.9148618e+19,1619031800000.0,4426.032077550888,100.0,10.0,1.0,4631.467100581685,12300,-253.99463,[ 0.086  0.381 -2.312 -1.916],10.0,123,0.4189424,67026.03
-16181095.0,,1.0,-236.96825,1.0,100.0,True,52955.258,503105.53,3629.778,0.042625442,3642131,100,1250.0629,4999.564,-1,1,9.5619126e+33,,14737946.0,363.68,1109.6184,-1.4111592e+23,64641384000.0,4475.968596458435,100.0,10.0,1.0,3629.7781341434484,12400,-236.96825,[-0.034  0.385 -2.342 -1.935],10.0,124,0.4189424,12511.692
-26434320.0,,1.0,-247.6056,1.0,100.0,True,53.17481,313.0995,4999.1167,0.71582466,3692131,100,0.26734373,4999.5596,-1,1,2.9354852e+26,,24991164.0,500.0,4998.323,-2.472537e+19,688488260.0,4531.0034856796265,100.0,10.0,1.0,4999.116476955238,12500,-247.6056,[ 0.027  0.4   -2.341 -1.93 ],10.0,125,0.4189424,27.553041
-16212386.0,,1.0,-239.78047,1.0,100.0,True,41.405716,331.31012,3616.1997,0.1030268,3728364,100,1300.8842,4999.629,-1,1,4653687000.0,,14769199.0,362.33,9.981221,-98584100000.0,134599360.0,4568.4883098602295,100.0,10.0,1.0,3616.199667470579,12600,-239.78047,[-0.031  0.379 -2.342 -1.919],10.0,126,0.4189424,18.883827
-25285324.0,,1.0,-254.61101,1.0,100.0,True,447.9383,4355.0415,4854.8833,0.1434626,3776933,100,521.77045,4999.6113,-1,1,586590900.0,,23842138.0,485.69,1319.7754,-36699230000.0,1746626200.0,4627.004518270493,100.0,10.0,1.0,4854.883592462042,12700,-254.61101,[-8.698e-04  3.855e-01 -2.342e+00 -1.917e+00],10.0,127,0.4189424,77.76209
-26042288.0,,1.0,-258.98236,1.0,100.0,True,65.5666,488.9204,4936.5576,0.16713718,3826309,100,479.0738,4999.5894,-1,1,166253400000.0,,24599114.0,493.76,499.6532,-589041600000.0,613680800.0,4686.959580421448,100.0,10.0,1.0,4936.557914966415,12800,-258.98236,[ 0.028  0.395 -2.345 -1.912],10.0,128,0.4189424,24.877504
-22673246.0,,1.0,-255.18448,1.0,100.0,True,96.34057,669.8267,4452.764,0.10623886,3870873,100,1184.4633,4999.614,-1,1,2860453400.0,,21230062.0,445.64,9.980046,-77820870000.0,636436300.0,4733.519774198532,100.0,10.0,1.0,4452.76422018837,12900,-255.18448,[-0.009  0.348 -2.345 -1.93 ],10.0,129,0.4189424,32.817616
-25829526.0,,1.0,-242.12494,1.0,100.0,True,139.29031,1285.9734,4907.6846,0.11873884,3919962,100,548.55536,4999.709,-1,1,714584260.0,,24386284.0,490.89,9.9805155,-39360352000.0,780941500.0,4802.624338388443,100.0,10.0,1.0,4907.684925023908,13000,-242.12494,[ 0.022  0.345 -2.346 -1.935],10.0,130,0.4189424,36.130814
-22553902.0,,1.0,-244.90431,1.0,100.0,True,790991.56,7070153.5,4456.4624,0.1562699,3964562,100,1118.315,4999.671,-1,1,3.1744605e+34,,21110684.0,446.0,19.967075,-2.571326e+23,3431084600000.0,4856.248619318008,100.0,10.0,1.0,4456.462215032971,13100,-244.90431,[ 1.416e-03  2.899e-01 -2.348e+00 -1.958e+00],10.0,131,0.4189424,147602.45
-25602280.0,,1.0,-247.23312,1.0,100.0,True,6273902.0,61759060.0,4855.321,0.12112141,4013128,100,764.809,4999.655,-1,1,5.4842273e+35,,24159070.0,485.66,9.983498,-1.06875254e+24,20370883000000.0,4908.083470106125,100.0,10.0,1.0,4855.320516948172,13200,-247.23312,[ 0.05   0.326 -2.354 -1.943],10.0,132,0.4189424,815494.56
-24426652.0,,1.0,-259.0971,1.0,100.0,True,30.865387,151.40964,4697.4897,0.084595084,4060124,100,957.6474,4999.5566,-1,1,10756046000.0,,22983498.0,469.96,19.959269,-149914800000.0,246904510.0,4950.2078466415405,100.0,10.0,1.0,4697.48957047971,13300,-259.0971,[-0.01   0.409 -2.384 -1.877],10.0,133,0.4189424,12.475311
-25712670.0,,1.0,-244.97765,1.0,100.0,True,1098897.8,9926796.0,4872.054,0.005184484,4108856,100,729.8026,4999.5347,-1,1,9.3537204e+26,,24269528.0,487.32,19.960348,-4.4135778e+19,4744263000000.0,4990.16614317894,100.0,10.0,1.0,4872.054643153567,13400,-244.97765,[ 0.021  0.414 -2.384 -1.874],10.0,134,0.4189424,189855.34
-25934716.0,,1.0,-252.30353,1.0,100.0,True,119315.9,1001415.5,4899.753,0.5021875,4157864,100,695.6884,4999.552,-1,1,1.490491e+34,,24491564.0,490.08,19.967098,-1.7618388e+23,587059700000.0,5044.104970693588,100.0,10.0,1.0,4899.753237419621,13500,-252.30353,[ 0.019  0.531 -2.378 -1.83 ],10.0,135,0.4189424,23494.543
-14244738.0,,1.0,-245.72841,1.0,100.0,True,23729.812,214679.45,3318.0613,0.08408803,4191127,100,1338.6637,4999.633,-1,1,4.6096223e+25,,12801551.0,332.63,,-9.798245e+18,45735473000.0,5080.749277830124,100.0,10.0,1.0,3318.061246969864,13600,-245.72841,[-0.057  0.441 -2.382 -1.872],10.0,136,0.4189424,6534.525
-25243798.0,,1.0,-251.57838,1.0,100.0,True,60.71394,401.79468,4815.836,0.029319262,4239301,100,779.93695,4999.669,-1,1,3.0147973e+19,,23800578.0,481.74,,-7924119000000000.0,941784600.0,5125.776415586472,100.0,10.0,1.0,4815.836028851387,13700,-251.57838,[ 0.005  0.452 -2.382 -1.868],10.0,137,0.4189424,38.75827
