EmpiricalD2,EpRewMean,Iteration,TimestepsSoFar,InitialReturnMean,MaxIW,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,EpThisIter,InitialReturnStd,EpisodesSoFar,InitialBound,InitialReturnMax,Weights,Bound,EpLenMean,MeanIW,InitialReturnMin,StdIW
1.0005145,-139.34830216685504,194,792540,1.0375977e-05,1.1201018,223.42502,24.873587,0.9249508,1756.935803413391,100,1.557755,19400,-247028420000000.0,5.63488,[ 0.552 -0.564  0.277  0.42  -0.016],-247028420000000.0,43.28,1.0059204,-2.0403976,0.026982697
1.0006614,-136.1582870333368,195,796537,-3.890991e-06,1.076423,241.86427,21.698677,0.95383817,1765.600041627884,100,1.6189827,19500,-186750930000000.0,5.1595764,[ 0.551 -0.564  0.277  0.421 -0.014],-186750930000000.0,39.97,1.0050308,-2.000061,0.023801876
1.0025536,-139.20061838492214,196,800893,5.722046e-06,1.261368,221.45232,93.938354,0.8866553,1775.125492811203,100,1.9932908,19600,-252178180000000.0,6.169197,[ 0.55  -0.565  0.276  0.42  -0.012],-252178180000000.0,43.56,1.0049053,-2.510376,0.05314765
1.0009463,-142.10441532514236,197,805486,-1.8310546e-06,1.0971429,210.82307,28.21683,0.9313545,1785.1058752536774,100,1.7114193,19700,-132172860000000.0,4.6998215,[ 0.548 -0.565  0.276  0.422 -0.009],-132172860000000.0,45.93,1.0055199,-2.1401138,0.030539842
1.0005862,-136.40262888535102,198,809509,7.3242186e-06,1.0635138,240.34544,22.491196,0.9416289,1793.408706188202,100,1.708205,19800,-237034300000000.0,5.089569,[ 0.548 -0.566  0.275  0.423 -0.009],-237034300000000.0,40.23,1.0048759,-2.26754,0.022441946
1.0017343,-136.83334364606682,199,813540,3.2806397e-06,1.1690056,240.38777,70.356125,0.87844366,1802.1943759918213,100,1.6577672,19900,-252178180000000.0,5.3949814,[ 0.548 -0.565  0.275  0.423 -0.01 ],-252178180000000.0,40.31,1.0057868,-1.8928909,0.037766505
1.0017278,-139.49688894193795,200,817887,-3.890991e-06,1.210789,222.40062,64.18323,0.9018574,1811.493733882904,100,2.0220938,20000,-218211990000000.0,5.676132,[ 0.546 -0.566  0.277  0.421 -0.01 ],-218211990000000.0,43.47,1.0058672,-2.1621552,0.043971267
1.0006685,-134.26001850178434,201,821680,-1.1291504e-05,1.0662694,255.03607,31.59374,0.9116469,1820.2078337669373,100,1.6839644,20100,-396099630000000.0,5.1477737,[ 0.545 -0.567  0.276  0.422 -0.009],-396099630000000.0,37.93,1.0047952,-2.0311813,0.02532916
1.002364,-137.96481924002796,202,825841,-3.0517577e-07,1.1247244,232.69269,71.903564,0.887627,1828.8369998931885,100,1.648314,20200,-205055800000000.0,5.9652634,[ 0.545 -0.567  0.277  0.422 -0.01 ],-205055800000000.0,41.61,1.0053589,-1.9111404,0.043160018
1.0002909,-135.31186421969034,203,829757,-6.8664554e-07,1.0461042,246.8068,15.351909,0.95177364,1838.007019519806,100,1.7900869,20300,-211534740000000.0,5.6329803,[ 0.546 -0.565  0.278  0.422 -0.008],-211534740000000.0,39.16,1.0046078,-2.112175,0.017072927
1.000781,-136.58560522103195,204,833799,1.2207031e-06,1.0784017,239.21571,31.807472,0.94763964,1846.419738292694,100,1.8656478,20400,-316215660000000.0,7.033806,[ 0.546 -0.565  0.279  0.422 -0.008],-316215660000000.0,40.42,1.0055027,-2.2112198,0.027325474
1.0001985,-137.1999275108769,205,837904,6.1035157e-06,1.0735236,235.5519,12.413831,0.9699394,1855.6047630310059,100,1.610643,20500,-122745120000000.0,5.2902527,[ 0.546 -0.566  0.278  0.422 -0.008],-122745120000000.0,41.05,1.0049868,-2.1557465,0.013882349
1.0007229,-137.20925653542784,206,841995,-2.7465821e-06,1.0839425,236.56721,24.411133,0.94398856,1864.0584001541138,100,1.6426808,20600,-309791560000000.0,5.324066,[ 0.545 -0.566  0.279  0.421 -0.007],-309791560000000.0,40.91,1.0046991,-1.9135742,0.024347238
1.0006317,-138.41199148563007,207,846257,5.4931643e-06,1.1233394,226.45312,31.77603,0.9200091,1872.8559021949768,100,1.7570115,20700,-142287750000000.0,4.8297577,[ 0.545 -0.567  0.278  0.421 -0.005],-142287750000000.0,42.62,1.0057274,-2.376709,0.028129688
1.0042354,-137.7080552380776,208,850402,1.7547608e-06,1.1959004,233.49464,153.08017,0.8615217,1881.517429113388,100,1.7891737,20800,-143791680000000.0,4.8992004,[ 0.547 -0.566  0.277  0.421 -0.004],-143791680000000.0,41.45,1.0052359,-2.038063,0.06627885
1.0049137,-138.82883175011204,209,854662,8.468628e-06,1.1571325,227.10892,110.87184,0.8270527,1890.50541806221,100,1.784923,20900,-194682400000000.0,6.3598022,[ 0.543 -0.568  0.276  0.423 -0.002],-194682400000000.0,42.6,1.0028194,-2.03376,0.061893094
1.0016507,-133.8188621992905,210,858395,-7.2479247e-06,1.1943707,259.31754,60.65957,0.92361814,1899.0093195438385,100,1.3627841,21000,-276677080000000.0,5.0057144,[ 0.548 -0.565  0.276  0.424 -0.002],-276677080000000.0,37.33,1.0047005,-1.8452301,0.036607035
1.0009162,-135.1230545820042,211,862275,2.5939942e-06,1.1208663,249.35555,45.582405,0.919261,1907.4119095802307,100,1.7937894,21100,-285348370000000.0,6.5100327,[ 0.55  -0.563  0.274  0.424 -0.005],-285348370000000.0,38.8,1.0050358,-2.0540543,0.033148862
1.0008668,-138.02734878588083,212,866446,-8.621216e-06,1.0991044,232.13535,35.784435,0.8709721,1916.5361845493317,100,1.6010432,21200,-271039780000000.0,4.8024063,[ 0.549 -0.564  0.273  0.425 -0.005],-271039780000000.0,41.71,1.0053283,-1.9001389,0.028602002
1.0010961,-141.06219641516066,213,870957,1.8310546e-06,1.136926,214.3597,36.327187,0.8972777,1926.218101978302,100,1.787089,21300,-237034300000000.0,6.06868,[ 0.547 -0.565  0.275  0.426 -0.006],-237034300000000.0,45.11,1.0058017,-2.2017288,0.03600287
1.0005956,-135.2622869437111,214,874829,-7.095337e-06,1.1037521,250.22678,41.186493,0.9139965,1935.2370657920837,100,1.7074249,21400,-279538520000000.0,7.931328,[ 0.547 -0.566  0.273  0.426 -0.006],-279538520000000.0,38.72,1.0043572,-1.9855042,0.026570166
1.0010753,-136.8641135789618,215,878923,-5.4931643e-06,1.0905629,235.82565,37.695217,0.93252814,1943.9556782245636,100,2.017543,21500,-372533520000000.0,7.4727097,[ 0.547 -0.566  0.275  0.425 -0.006],-372533520000000.0,40.94,1.0049137,-2.3376083,0.029461894
1.0013099,-134.3669728334712,216,882733,-9.155273e-07,1.0803719,253.76376,44.41797,0.90563756,1953.136014699936,100,1.8606944,21600,-288297330000000.0,5.626686,[ 0.548 -0.565  0.276  0.426 -0.006],-288297330000000.0,38.1,1.0043076,-2.0812912,0.031869333
1.0023985,-139.86136344868476,217,887129,-8.392334e-07,1.2023321,219.79462,77.68674,0.8811499,1961.8127212524414,100,1.6756613,21700,-163069050000000.0,5.2848053,[ 0.547 -0.567  0.276  0.425 -0.007],-163069050000000.0,43.96,1.004728,-2.2853165,0.04657028
1.0034642,-137.34380072214472,218,891231,-3.3569336e-06,1.1658528,235.9739,104.514725,0.8475706,1971.0744020938873,100,1.9535472,21800,-376363200000000.0,7.561455,[ 0.547 -0.566  0.273  0.425 -0.007],-376363200000000.0,41.02,1.0047216,-2.145874,0.055702373
1.0021257,-135.47911542875002,219,895140,-4.272461e-06,1.108655,247.60968,83.30402,0.8818525,1979.8697018623352,100,1.8222677,21900,-268263360000000.0,7.477112,[ 0.546 -0.568  0.271  0.426 -0.007],-268263360000000.0,39.09,1.0039973,-2.0668106,0.043367095
1.0014641,-135.49824827887826,220,899056,-5.569458e-06,1.1067789,247.10649,65.80096,0.8918737,1987.4421985149384,100,1.6613392,22000,-316215660000000.0,5.559517,[ 0.546 -0.567  0.273  0.426 -0.007],-316215660000000.0,39.16,1.0044938,-2.0305252,0.03661004
1.0015159,-139.1434263195998,221,903379,-3.6621093e-06,1.1393619,223.48714,58.424652,0.9102823,1996.6161260604858,100,2.0120103,22100,-179131980000000.0,6.4748917,[ 0.546 -0.566  0.275  0.427 -0.008],-179131980000000.0,43.23,1.0050979,-2.2933197,0.0391216
1.0038769,-137.68532628126684,222,907538,1.9073486e-06,1.1723106,232.48228,132.15384,0.8623438,2006.1463210582733,100,1.7463878,22200,-271039780000000.0,5.4687805,[ 0.547 -0.565  0.275  0.43  -0.008],-271039780000000.0,41.59,1.0056556,-2.1357117,0.0625255
1.0006167,-141.0647122756509,223,912038,-7.6293945e-06,1.0949715,214.97588,19.43045,0.94911206,2015.976488351822,100,1.5878532,22300,-129411215000000.0,4.445793,[ 0.546 -0.565  0.272  0.431 -0.008],-129411215000000.0,45.0,1.0050714,-2.2901382,0.022786172
1.0010074,-136.66925559229136,224,916098,7.476807e-06,1.1076101,238.006,39.31378,0.91238546,2024.3349418640137,100,1.7863668,22400,-346776970000000.0,5.776146,[ 0.546 -0.565  0.271  0.431 -0.009],-346776970000000.0,40.6,1.005369,-2.3072433,0.028549928
1.0009758,-137.19109692838944,225,920205,-6.1798096e-06,1.0807794,235.4133,34.02113,0.9306917,2034.1384332180023,100,1.7663385,22500,-225093620000000.0,5.6674576,[ 0.545 -0.564  0.272  0.429 -0.01 ],-225093620000000.0,41.07,1.0055826,-2.171791,0.030340292
1.0007088,-138.58443883684714,226,924432,-8.392334e-06,1.1142229,229.07352,28.491917,0.9418454,2043.2641124725342,100,1.6687597,22600,-211534740000000.0,5.356674,[ 0.545 -0.563  0.273  0.429 -0.009],-211534740000000.0,42.27,1.0054283,-2.1181488,0.02898778
1.0123204,-137.59363296812,227,928566,-6.408691e-06,1.4361362,233.88644,317.5034,0.74059594,2051.66250705719,100,1.5715481,22700,-339744700000000.0,4.698395,[ 0.545 -0.563  0.272  0.428 -0.01 ],-339744700000000.0,41.34,1.0046654,-2.1036835,0.09645894
1.0005416,-137.03867497757838,228,932644,8.468628e-06,1.0657064,237.29048,21.791582,0.9546661,2059.872670173645,100,1.6117338,22800,-306627600000000.0,4.9252167,[ 0.544 -0.566  0.268  0.429 -0.005],-306627600000000.0,40.78,1.0051953,-2.0717392,0.023129933
1.0022302,-137.58114570800652,229,936767,-8.468628e-06,1.1829164,234.83868,75.38226,0.8991369,2069.030982732773,100,1.7338581,22900,-181008090000000.0,7.567833,[ 0.543 -0.567  0.268  0.429 -0.004],-181008090000000.0,41.23,1.0046,-1.9068832,0.044187803
1.0014557,-141.83237124125586,230,941328,-8.392334e-07,1.167578,212.37271,51.638588,0.93203837,2079.086740732193,100,1.6748406,23000,-234597910000000.0,4.7157593,[ 0.544 -0.567  0.265  0.429 -0.005],-234597910000000.0,45.61,1.0042897,-2.0110245,0.037405536
1.002115,-136.20124444215494,231,945329,6.027222e-06,1.2091683,241.7173,101.33576,0.8527609,2088.480504512787,100,1.6339364,23100,-364988670000000.0,4.8945847,[ 0.543 -0.566  0.265  0.424 -0.006],-364988670000000.0,40.01,1.0048392,-2.2572556,0.048247013
1.0017157,-138.7175855306414,232,949588,-4.119873e-06,1.196898,227.14923,77.91362,0.9188787,2098.440057516098,100,1.79798,23200,-271039780000000.0,5.739311,[ 0.54  -0.567  0.265  0.421 -0.008],-271039780000000.0,42.59,1.0072384,-2.0125504,0.04701994
1.0011759,-138.37117766035243,233,953788,-6.408691e-06,1.106694,230.6009,44.301064,0.9003001,2107.7892985343933,100,1.7138714,23300,-200843780000000.0,8.476624,[ 0.54  -0.568  0.263  0.421 -0.008],-200843780000000.0,42.0,1.0051454,-2.0352936,0.032658067
1.0012339,-136.87831294697057,234,957866,9.002685e-06,1.1312653,237.01433,45.197083,0.9066787,2115.8597259521484,100,1.7531694,23400,-151542420000000.0,4.8023605,[ 0.542 -0.566  0.263  0.423 -0.009],-151542420000000.0,40.78,1.0056151,-2.12043,0.032349505
1.0009164,-138.95909677707692,235,962133,-9.155273e-07,1.1224158,226.90529,39.15723,0.87961113,2125.5720784664154,100,1.7561392,23500,-297324300000000.0,5.546791,[ 0.541 -0.566  0.264  0.422 -0.008],-297324300000000.0,42.67,1.0052501,-2.090622,0.029098608
1.0013541,-135.9022905303762,236,966072,7.6293945e-06,1.1206086,245.9387,50.783154,0.9147567,2134.4372968673706,100,1.5227647,23600,-316215660000000.0,5.3843536,[ 0.54  -0.566  0.266  0.422 -0.01 ],-316215660000000.0,39.39,1.00452,-1.9687271,0.034370568
1.0005705,-135.7748288393597,237,969992,8.392334e-07,1.0910175,247.25383,32.92506,0.9221175,2143.3985588550568,100,1.5419533,23700,-262793510000000.0,4.956253,[ 0.541 -0.567  0.265  0.424 -0.006],-262793510000000.0,39.2,1.0046442,-1.8007126,0.025495762
1.0037415,-138.33389063050697,238,974200,-2.7465821e-06,1.1964878,229.99725,137.034,0.86077505,2152.1889917850494,100,1.80952,23800,-303495270000000.0,5.887802,[ 0.542 -0.566  0.264  0.426 -0.006],-303495270000000.0,42.08,1.0063013,-2.0591888,0.061871912
1.0025975,-142.04230159616782,239,978837,-1.1444092e-06,1.110094,208.19923,58.681858,0.82422084,2161.8441128730774,100,2.0023377,23900,-205055800000000.0,6.767395,[ 0.543 -0.565  0.267  0.425 -0.007],-205055800000000.0,46.37,1.0058955,-2.5192947,0.044128068
1.0010794,-137.3489852711078,240,982973,-3.7384034e-06,1.1603662,233.59804,56.628826,0.8788398,2171.2042665481567,100,1.7728997,24000,-285348370000000.0,5.8758163,[ 0.544 -0.565  0.269  0.426 -0.008],-285348370000000.0,41.36,1.0054208,-2.339737,0.03762068
1.0014478,-134.35533415594583,241,986758,1.7547608e-06,1.0983065,255.87859,64.43161,0.90163004,2178.9845807552338,100,1.8178918,24100,-285348370000000.0,6.5395203,[ 0.543 -0.566  0.27   0.423 -0.006],-285348370000000.0,37.85,1.0049564,-1.8225784,0.03869448
1.0006585,-133.5585000715378,242,990478,6.027222e-06,1.0864575,260.0349,38.45344,0.93385905,2187.6447129249573,100,1.825841,24200,-205055800000000.0,7.1130676,[ 0.542 -0.568  0.269  0.423 -0.006],-205055800000000.0,37.2,1.0049125,-1.9388199,0.025184024
1.0008248,-137.78503602714844,243,994636,1.0604858e-05,1.1328899,232.70378,44.3692,0.93048126,2196.2294087409973,100,1.5623686,24300,-207193790000000.0,4.993431,[ 0.542 -0.567  0.271  0.423 -0.006],-207193790000000.0,41.58,1.0055454,-2.1204987,0.033194892
1.0010445,-139.46158860759834,244,998945,2.1362305e-06,1.1130344,224.84761,39.301132,0.9329561,2205.830377817154,100,1.5992762,24400,-329457800000000.0,6.0046997,[ 0.541 -0.566  0.271  0.422 -0.004],-329457800000000.0,43.09,1.0046651,-1.7821198,0.032423478
1.0021447,-137.58280066052595,245,1003111,3.5858154e-06,1.1572407,231.78185,60.514694,0.89401895,2215.0091717243195,100,1.8517869,24500,-316215660000000.0,4.5611496,[ 0.541 -0.566  0.27   0.422 -0.005],-316215660000000.0,41.66,1.0054281,-2.4025345,0.04154235
1.0011871,-137.37652227937565,246,1007243,3.2806397e-06,1.0885777,233.87885,37.02801,0.9256657,2223.295888900757,100,1.7775455,24600,-309791560000000.0,5.6892853,[ 0.542 -0.565  0.271  0.421 -0.005],-309791560000000.0,41.32,1.0050768,-2.1724854,0.032587096
1.0042644,-137.8095027203481,247,1011395,-8.31604e-06,1.2248957,233.16092,158.7844,0.87488055,2232.8155994415283,100,1.6001956,24700,-343243150000000.0,4.8943024,[ 0.541 -0.566  0.27   0.42  -0.005],-343243150000000.0,41.52,1.00668,-2.0411987,0.068689995
1.0015862,-137.04545690685836,248,1015477,-4.577637e-06,1.1328772,236.96349,54.634945,0.91667193,2241.5529646873474,100,1.6377581,24800,-194682400000000.0,5.3591614,[ 0.541 -0.564  0.272  0.422 -0.004],-194682400000000.0,40.82,1.0051323,-2.10083,0.03862024
1.0019912,-137.47123515190674,249,1019623,-1.083374e-05,1.1733965,233.02937,83.47818,0.86347145,2251.4996831417084,100,1.807646,24900,-312987450000000.0,5.877075,[ 0.541 -0.565  0.271  0.421 -0.003],-312987450000000.0,41.46,1.0055947,-2.2818909,0.0414645
1.0034834,-137.19396757817668,250,1023711,-7.476807e-06,1.1832052,236.67273,97.739555,0.8958221,2259.892176628113,100,1.772654,25000,-332852350000000.0,6.6233444,[ 0.538 -0.565  0.271  0.417 -0.004],-332852350000000.0,40.88,1.004953,-1.9510956,0.04849118
1.0006943,-136.91092513058692,251,1027801,-1.6021728e-06,1.0764828,236.18945,30.21695,0.9403464,2268.872804880142,100,1.849304,25100,-220482870000000.0,5.4886017,[ 0.539 -0.562  0.269  0.414  0.001],-220482870000000.0,40.9,1.0051821,-2.2605896,0.026546983
1.000283,-136.1990081042991,252,1031821,-5.9509275e-06,1.0396459,240.23668,13.109311,0.9632549,2277.927746772766,100,1.7327442,25200,-273844280000000.0,5.2899933,[ 0.539 -0.561  0.27   0.414  0.001],-273844280000000.0,40.2,1.0053309,-2.2742386,0.014908207
1.0011969,-137.85348204514727,253,1035995,-1.3046265e-05,1.1082287,231.66849,59.999954,0.90106374,2287.677314758301,100,1.9630752,25300,-93000496000000.0,9.05545,[ 0.539 -0.56   0.271  0.414  0.001],-93000496000000.0,41.74,1.005425,-2.3007355,0.037533287
1.001104,-140.9187517931065,254,1040450,-9.155274e-06,1.1062024,217.52734,29.95406,0.93313825,2297.616000890732,100,1.5848876,25400,-232185900000000.0,5.076462,[ 0.538 -0.561  0.27   0.412  0.001],-232185900000000.0,44.55,1.0052568,-1.9076996,0.029567435
1.005451,-138.36478486573162,255,1044648,-3.8146973e-07,1.3719343,230.79716,237.7358,0.79161894,2306.7245438098907,100,1.7054524,25500,-179131980000000.0,6.839096,[ 5.387e-01 -5.614e-01  2.685e-01  4.132e-01 -3.607e-04],-179131980000000.0,41.98,1.0057534,-1.9417496,0.07755915
1.0005207,-138.15439526539706,256,1048877,-9.918213e-07,1.0673994,228.29842,19.438723,0.9482315,2316.0079386234283,100,2.0958016,25600,-220482870000000.0,6.9570694,[ 0.541 -0.563  0.268  0.415  0.007],-220482870000000.0,42.29,1.0051101,-2.2538986,0.020796716
1.0013607,-139.28726510777327,257,1053203,8.163453e-06,1.1174333,223.46724,39.041912,0.91964334,2325.6142077445984,100,1.7226088,25700,-177274620000000.0,4.9812546,[ 0.54  -0.564  0.268  0.415  0.008],-177274620000000.0,43.26,1.0052794,-2.078804,0.033810448
1.0345943,-136.89293149278882,258,1057290,-1.2054444e-05,1.739491,236.66103,1288.4164,0.5701088,2334.4148457050323,100,1.8580538,25800,-361272750000000.0,5.667053,[ 0.541 -0.563  0.269  0.415  0.007],-361272750000000.0,40.87,1.0016096,-2.35289,0.19217636
1.003326,-137.88782214189018,259,1061418,-8.31604e-06,1.1660181,234.92252,112.27008,0.84071064,2343.4964594841003,100,1.3177117,25900,-268263360000000.0,5.318985,[ 0.535 -0.569  0.265  0.412  0.006],-268263360000000.0,41.28,1.0052963,-1.7912292,0.05395633
1.002687,-140.93340508032168,260,1065925,-2.4414062e-06,1.1456286,214.41605,92.98892,0.8100646,2353.6908836364746,100,1.9681164,26000,-291276130000000.0,7.213234,[ 0.535 -0.571  0.263  0.41   0.002],-291276130000000.0,45.07,1.0056827,-2.3274536,0.0561554
1.00058,-134.38857266367623,261,1069746,-7.476807e-06,1.0806333,252.94281,27.796934,0.95626426,2362.5499742031097,100,1.7179114,26100,-211534740000000.0,5.704735,[ 5.339e-01 -5.715e-01  2.612e-01  4.094e-01  5.491e-04],-211534740000000.0,38.21,1.0051069,-2.3213348,0.024519451
1.0029999,-139.29723721269013,262,1074001,-1.6784668e-06,1.1771324,228.16255,83.83709,0.8382273,2371.9538729190826,100,1.3249383,26200,-85305560000000.0,4.4749603,[ 5.336e-01 -5.720e-01  2.602e-01  4.093e-01  4.616e-04],-85305560000000.0,42.55,1.0048956,-1.6529922,0.051918194
1.0023533,-137.19305210157086,263,1078114,8.850097e-06,1.174746,235.04123,108.14621,0.86540675,2380.7804968357086,100,1.4858342,26300,-182903180000000.0,4.226967,[ 0.535 -0.571  0.262  0.409 -0.001],-182903180000000.0,41.13,1.0048234,-1.9752884,0.05267061
1.0008812,-138.03752802008626,264,1082312,1.6021728e-06,1.1001693,230.2641,38.487785,0.9267899,2389.9815287590027,100,1.8554689,26400,-126704510000000.0,6.313263,[ 0.535 -0.57   0.264  0.409 -0.001],-126704510000000.0,41.98,1.0057745,-2.139824,0.03137528
1.0011497,-140.5004950119668,265,1086787,-1.8310546e-06,1.0910504,215.74748,31.262804,0.9246327,2398.7289271354675,100,2.0231075,26500,-239495280000000.0,7.151581,[ 0.536 -0.569  0.264  0.409 -0.001],-239495280000000.0,44.75,1.0050381,-2.2713165,0.030984016
1.0006996,-139.50990323112504,266,1091129,-5.340576e-07,1.0622696,222.73386,23.938112,0.9198361,2407.4017181396484,100,1.950216,26600,-282428800000000.0,7.361847,[ 0.535 -0.57   0.264  0.408 -0.001],-282428800000000.0,43.42,1.0048611,-2.0542603,0.022818586
1.0015453,-137.73224079663134,267,1095283,6.2561035e-06,1.0958477,232.84868,45.025528,0.9201358,2415.8207716941833,100,1.7820488,26700,-213738160000000.0,6.177391,[ 5.360e-01 -5.702e-01  2.636e-01  4.104e-01 -5.054e-04],-213738160000000.0,41.54,1.0051857,-2.2950058,0.036715966
1.0062379,-139.39590188976823,268,1099633,-1.2969971e-06,1.2835125,222.03128,175.40039,0.81866014,2425.5700504779816,100,1.9927825,26800,-303495270000000.0,6.648552,[ 5.354e-01 -5.713e-01  2.623e-01  4.103e-01  7.692e-05],-303495270000000.0,43.5,1.0053691,-2.3970566,0.07563621
1.0007156,-142.50714312315372,269,1104238,1.5258789e-06,1.1783738,210.62138,21.930552,0.9466233,2435.9879534244537,100,1.6225513,26900,-166514100000000.0,6.295479,[ 0.537 -0.574  0.261  0.41  -0.007],-166514100000000.0,46.05,1.0053889,-1.8846207,0.02602902
1.0011909,-137.1906376672386,270,1108325,-1.0757446e-05,1.0949775,236.84872,41.84816,0.9363632,2444.8836336135864,100,1.5775357,27000,-294285050000000.0,4.907898,[ 0.538 -0.573  0.26   0.41  -0.006],-294285050000000.0,40.87,1.0051534,-2.12352,0.03309893
1.0004878,-133.60163562562335,271,1112052,-5.722046e-06,1.0673373,259.48477,25.387873,0.9251194,2453.0419788360596,100,1.6717193,27100,-249590350000000.0,5.001625,[ 0.537 -0.574  0.26   0.408 -0.005],-249590350000000.0,37.27,1.0046245,-2.2023468,0.019664854
1.002489,-140.71366230647564,272,1116500,9.918213e-07,1.1813046,217.6527,55.09429,0.8877433,2462.7790224552155,100,1.6516247,27200,-241981140000000.0,3.6996536,[ 0.536 -0.574  0.261  0.408 -0.006],-241981140000000.0,44.48,1.0063568,-1.9829559,0.044683345
1.0018971,-137.70599287031953,273,1120652,6.1035155e-07,1.1289365,233.01445,79.91868,0.88652563,2471.656707048416,100,1.7545272,27300,-326097200000000.0,5.916626,[ 0.538 -0.573  0.262  0.408 -0.004],-326097200000000.0,41.52,1.0058839,-2.264412,0.046558525
1.0029439,-140.11431001667802,274,1125039,1.6021728e-06,1.1954641,220.71658,126.20479,0.8178668,2481.166663169861,100,1.7508976,27400,-239495280000000.0,6.2754135,[ 0.537 -0.573  0.26   0.408 -0.003],-239495280000000.0,43.87,1.0056632,-2.0663605,0.056192517
1.0013757,-135.94978292236428,275,1129047,-7.095337e-06,1.1744058,240.72702,63.40874,0.9041719,2489.484488964081,100,1.9856864,27500,-234597910000000.0,6.786171,[ 0.537 -0.574  0.263  0.407 -0.003],-234597910000000.0,40.08,1.00525,-2.2105713,0.034695227
1.0022627,-143.21462186570085,276,1133781,1.2969971e-06,1.2612662,204.28189,65.01386,0.87360877,2498.5230011940002,100,1.8688893,27600,-297324300000000.0,7.3794403,[ 0.538 -0.574  0.264  0.404 -0.002],-297324300000000.0,47.34,1.0059655,-2.3036423,0.05055279
1.1045796,-134.9897313200635,277,1137621,-7.3242186e-06,2.2969556,251.46202,3781.7966,0.4365945,2507.439476251602,100,1.5459384,27700,-332852350000000.0,4.9809647,[ 0.536 -0.575  0.263  0.406  0.001],-332852350000000.0,38.4,0.99837625,-1.7890778,0.29600736
1.0011399,-138.2581803782164,278,1141847,-1.5258789e-07,1.0935991,228.66681,41.096725,0.88624406,2516.7580046653748,100,1.7467611,27800,-215963820000000.0,5.7368546,[ 0.535 -0.581  0.25   0.396  0.002],-215963820000000.0,42.26,1.0054436,-2.2837906,0.034114
1.0017768,-139.72321349163104,279,1146215,1.2664795e-05,1.1139815,221.41261,63.083786,0.86499786,2525.5540902614594,100,1.9100014,27900,-294285050000000.0,5.5712814,[ 0.535 -0.581  0.249  0.396  0.001],-294285050000000.0,43.68,1.0056472,-2.2291565,0.044142906
1.0007762,-145.2252171726774,280,1151133,-5.340576e-07,1.2272815,196.92174,23.366327,0.91128755,2536.1964993476868,100,1.9287263,28000,-105767570000000.0,5.2676926,[ 0.535 -0.581  0.251  0.397  0.001],-105767570000000.0,49.18,1.0069057,-2.1966095,0.033217087
1.0035808,-142.9504310803313,281,1155841,3.890991e-06,1.1638447,205.37306,88.87429,0.8418014,2545.245131254196,100,2.0158746,28100,-262793510000000.0,8.270744,[ 5.352e-01 -5.809e-01  2.493e-01  3.974e-01  1.652e-04],-262793510000000.0,47.08,1.0051608,-2.4151611,0.05600048
1.002639,-141.7010804873545,282,1160400,-1.9073486e-06,1.264761,212.281,88.31577,0.8803729,2554.2354674339294,100,1.8324445,28200,-124051675000000.0,5.7715454,[ 0.536 -0.579  0.251  0.398  0.003],-124051675000000.0,45.59,1.0078784,-2.0375977,0.05382302
1.0004978,-138.34530036548708,283,1164602,4.653931e-06,1.0737243,230.4632,25.19819,0.9356424,2563.695482969284,100,1.7987214,28300,-198769300000000.0,7.801071,[ 0.535 -0.579  0.253  0.397  0.005],-198769300000000.0,42.02,1.0044042,-2.0835571,0.023743812
1.0009296,-140.58657780103673,284,1169037,-5.9509275e-06,1.07818,218.348,33.132824,0.89150965,2573.0989305973053,100,1.8716321,28400,-234597910000000.0,5.9778366,[ 0.536 -0.578  0.254  0.398  0.006],-234597910000000.0,44.35,1.0056145,-2.1669464,0.031686425
1.003746,-139.52681013400414,285,1173384,9.07898e-06,1.1554947,222.37616,85.527824,0.8467774,2582.419946670532,100,1.9733166,28500,-190676800000000.0,6.9765625,[ 0.536 -0.578  0.255  0.399  0.005],-190676800000000.0,43.47,1.00474,-2.2213058,0.052112088
1.0036497,-139.82680610241837,286,1177773,5.340576e-07,1.181081,220.25748,138.2155,0.823323,2591.689056158066,100,1.9555854,28600,-200843780000000.0,6.0354767,[ 0.537 -0.577  0.257  0.398  0.006],-200843780000000.0,43.89,1.003985,-2.1965866,0.064979285
1.0019077,-138.03024857554482,287,1181966,-3.8146973e-06,1.1217784,230.5896,63.891006,0.89115214,2601.6513459682465,100,1.9190553,28700,-316215660000000.0,8.41066,[ 0.539 -0.576  0.26   0.399  0.005],-316215660000000.0,41.93,1.0061201,-2.2661057,0.04263096
1.0009938,-136.94575599647786,288,1186012,-9.918213e-07,1.092098,239.4806,36.11967,0.91519105,2610.5415875911713,100,1.6233059,28800,-288297330000000.0,7.614403,[ 0.54  -0.575  0.261  0.398  0.004],-288297330000000.0,40.46,1.0047127,-1.840477,0.029570036
1.0008281,-137.85687753038872,289,1190143,-4.5776366e-07,1.1107303,234.66132,25.639708,0.95011735,2619.9970705509186,100,1.5512142,28900,-196715580000000.0,6.082199,[ 0.539 -0.576  0.261  0.401  0.003],-196715580000000.0,41.31,1.0044804,-1.8799057,0.024328372
