InitialReturnStd,MeanIW,J_sample_variance,EpLenMean,Weights,ReturnMeanIW,InitialReturnMax,TimestepsSoFar,MaxIW,TimeElapsed,EmpiricalD2,Iteration,StdIW,EpThisIter,InitialBound,MinIW,InitialReturnMin,EpRewMean,Bound,EpisodesSoFar,InitialReturnMean
13.746982,1.0053996,220.0403,37.79,[-0.558 -1.118 -0.793 -1.024  0.022],204.26506,42.845135,701853,1.0564783,1563.820536851883,1.0004598,194,0.020451436,100,-1354597400000000.0,0.9520972,-18.56903,-106.56841131319014,-1354597400000000.0,19400,5.569458e-06
15.464466,1.0069602,366.061,36.7,[-0.558 -1.118 -0.793 -1.023  0.022],210.9639,67.98882,705523,1.1536427,1571.2497053146362,1.0022274,195,0.04577365,100,-1248255500000000.0,0.88771486,-17.343422,-106.14223813767343,-1248255500000000.0,19500,9.536743e-06
15.485473,1.0069401,266.42953,38.69,[-0.558 -1.117 -0.792 -1.025  0.021],197.13531,44.54393,709392,1.0901654,1579.980340719223,1.0011643,196,0.032048576,100,-1531034400000000.0,0.926353,-20.384125,-106.03366151088427,-1531034400000000.0,19600,-6.904602e-06
14.408,1.0071119,302.03854,38.73,[-0.557 -1.116 -0.793 -1.024  0.018],198.86015,36.41491,713265,1.1332088,1588.599283695221,1.001562,197,0.038013224,100,-1440156600000000.0,0.9284733,-19.996841,-106.96055885476281,-1440156600000000.0,19700,-3.4332277e-07
13.883243,1.0050341,308.8607,37.79,[-0.557 -1.117 -0.792 -1.024  0.018],204.5567,47.168564,717044,1.1886594,1597.075272321701,1.0038432,198,0.06279891,100,-1313714000000000.0,0.83874404,-18.382217,-106.67724302749522,-1313714000000000.0,19800,-7.2860717e-06
13.694858,1.0066329,214.19547,37.83,[-0.557 -1.118 -0.79  -1.023  0.019],205.3205,48.396248,720827,1.1174424,1604.49010181427,1.0013546,199,0.03354656,100,-1411061800000000.0,0.9115507,-18.29712,-107.26188749141727,-1411061800000000.0,19900,2.632141e-06
13.995812,1.0055842,279.62225,34.41,[-0.557 -1.117 -0.79  -1.023  0.019],230.24945,60.592804,724268,1.1361223,1612.3264055252075,1.0017421,200,0.042462792,100,-1382545800000000.0,0.8747074,-15.086304,-106.93837674822299,-1382545800000000.0,20000,7.6293944e-08
14.584376,1.0071304,274.33444,41.25,[-0.557 -1.118 -0.789 -1.023  0.019],183.483,38.637177,728393,1.1072739,1621.5980405807495,1.0014251,201,0.03566531,100,-1484910600000000.0,0.90620613,-19.950409,-106.87868097379086,-1484910600000000.0,20100,-2.632141e-06
14.957842,1.0067497,247.45937,38.61,[-0.557 -1.118 -0.789 -1.021  0.019],198.33502,51.580708,732254,1.0685756,1630.4086899757385,1.0006467,202,0.023594445,100,-1287135300000000.0,0.9549586,-18.826744,-106.30979977985564,-1287135300000000.0,20200,2.5177003e-06
14.273398,1.0065553,242.72328,39.7,[-0.557 -1.119 -0.788 -1.021  0.019],192.46376,54.211548,736224,1.1382362,1638.4639167785645,1.0022393,203,0.044559736,100,-1210530500000000.0,0.8823683,-20.430084,-106.88006685729734,-1210530500000000.0,20300,4.959106e-07
14.07884,1.0060921,228.93097,38.01,[-0.556 -1.119 -0.788 -1.019  0.019],203.90991,48.205902,740025,1.0790656,1646.3191313743591,1.0006554,204,0.023219097,100,-1287135300000000.0,0.9435757,-17.77983,-107.23435751025272,-1287135300000000.0,20400,-1.9073487e-07
13.92908,1.0066032,331.82275,39.13,[-0.556 -1.12  -0.788 -1.018  0.019],195.3625,33.967884,743938,1.2701315,1654.553074836731,1.007758,205,0.08593416,100,-1594736400000000.0,0.8193918,-20.849655,-106.39518856178086,-1594736400000000.0,20500,1.0299683e-06
13.068124,1.0061247,251.86072,37.22,[-0.557 -1.118 -0.789 -1.021  0.019],211.07542,44.887432,747660,1.1533023,1662.2777872085571,1.00229,206,0.049215134,100,-1562565200000000.0,0.86450213,-15.867516,-108.04297454694888,-1562565200000000.0,20600,3.967285e-06
12.255982,1.0052236,205.6948,35.99,[-0.557 -1.118 -0.788 -1.019  0.019],219.76653,27.650005,751259,1.0849715,1669.1004781723022,1.0011652,207,0.031593945,100,-1644221900000000.0,0.9205096,-15.7925415,-107.8617692811141,-1644221900000000.0,20700,3.5858154e-06
14.89638,1.0073771,336.518,37.28,[-0.557 -1.119 -0.788 -1.018  0.018],206.89548,47.62402,754987,1.1730536,1676.8520646095276,1.0035557,208,0.060289674,100,-1354597400000000.0,0.8625865,-18.8779,-106.13251452246354,-1354597400000000.0,20800,4.997253e-06
14.66352,1.0057747,230.80255,38.73,[-0.557 -1.12  -0.786 -1.018  0.019],197.39726,69.51138,758860,1.0989616,1685.243008852005,1.0011407,209,0.029518798,100,-1210530500000000.0,0.9333647,-19.956673,-106.25318233158822,-1210530500000000.0,20900,-2.2888183e-07
13.674063,1.0058901,251.65047,38.2,[-0.557 -1.121 -0.785 -1.017  0.019],202.69196,44.29167,762680,1.0976641,1694.1174490451813,1.0010519,210,0.035114493,100,-1354597400000000.0,0.9005401,-17.734863,-107.13342284619628,-1354597400000000.0,21000,4.53949e-06
13.762816,1.0048246,262.73636,36.66,[-0.558 -1.121 -0.784 -1.019  0.02 ],212.30305,34.86567,766346,1.164726,1702.7526462078094,1.0011134,211,0.033116564,100,-1562565200000000.0,0.92765784,-16.972763,-106.6085537548142,-1562565200000000.0,21100,-3.3569336e-06
13.348666,1.0051655,223.64714,35.19,[-0.558 -1.122 -0.783 -1.02   0.02 ],224.38562,38.93237,769865,1.0675346,1710.6553378105164,1.0006522,212,0.027397495,100,-1469842500000000.0,0.938537,-15.768562,-107.09375862775903,-1469842500000000.0,21200,3.3569336e-06
13.90573,1.0076942,299.2029,38.67,[-0.558 -1.122 -0.783 -1.02   0.02 ],199.40593,36.05793,773732,1.2756939,1718.7887918949127,1.0056391,213,0.07493987,100,-1531034400000000.0,0.82917374,-19.075539,-107.08814073599935,-1531034400000000.0,21300,-5.340576e-07
13.656873,1.0054708,326.40314,38.64,[-0.557 -1.119 -0.784 -1.019  0.019],200.64441,44.47146,777596,1.2164495,1727.747547864914,1.003877,214,0.061307166,100,-1327205000000000.0,0.84899807,-17.623024,-107.67585683322075,-1327205000000000.0,21400,-1.9073486e-06
12.320688,1.0054685,200.09111,36.99,[-0.556 -1.12  -0.787 -1.02   0.021],213.77652,43.659927,781295,1.1096046,1734.8766660690308,1.0007426,215,0.029682634,100,-1546720500000000.0,0.9067572,-16.879204,-108.49731640182173,-1546720500000000.0,21500,3.3569336e-06
15.453891,1.005008,304.6423,38.62,[-0.556 -1.12  -0.786 -1.022  0.02 ],199.26186,58.811573,785157,1.099305,1744.134703874588,1.0014327,216,0.03453671,100,-1382545800000000.0,0.92256737,-17.606384,-106.9901490463802,-1382545800000000.0,21600,5.340576e-07
14.342545,1.0061753,223.37776,40.69,[-0.556 -1.121 -0.786 -1.02   0.019],188.07513,42.24489,789226,1.1297276,1753.3831639289856,1.0013667,217,0.034639653,100,-1546720500000000.0,0.86332476,-20.799873,-107.63621063673976,-1546720500000000.0,21700,9.613037e-06
13.130753,1.0062399,203.45372,38.16,[-0.556 -1.12  -0.787 -1.021  0.019],203.38736,45.53515,793042,1.102589,1761.3324003219604,1.0008729,218,0.030719066,100,-1354597400000000.0,0.9127937,-16.778397,-107.45771976882665,-1354597400000000.0,21800,6.3705443e-06
13.816218,1.0043255,557.9032,37.72,[-0.556 -1.119 -0.786 -1.022  0.019],204.71788,34.868645,796814,1.2996714,1768.7385520935059,1.0098115,219,0.09865727,100,-1484910600000000.0,0.8055828,-19.175743,-106.5450981863322,-1484910600000000.0,21900,6.1035155e-07
15.103157,1.0079607,308.99567,39.29,[-0.556 -1.121 -0.784 -1.02   0.018],196.16484,53.346657,800743,1.1626031,1777.2785394191742,1.0035241,220,0.05552378,100,-1500130900000000.0,0.845353,-17.7966,-107.5745113751502,-1500130900000000.0,22000,7.400513e-06
15.390388,1.0042888,425.21274,34.19,[-0.556 -1.119 -0.784 -1.021  0.017],230.25494,45.691196,804162,1.152287,1784.5612828731537,1.0015796,221,0.043424595,100,-1440156600000000.0,0.89561635,-16.535408,-106.09293865130597,-1440156600000000.0,22100,6.1798096e-06
14.7596035,1.0093471,540.3908,38.72,[-0.556 -1.12  -0.786 -1.019  0.019],196.03665,52.389942,808034,1.4072468,1792.3404059410095,1.0198063,222,0.1300438,100,-1440156600000000.0,0.7168196,-21.220795,-105.4683039672206,-1440156600000000.0,22200,2.670288e-07
12.986363,1.0057102,217.57315,39.39,[-0.555 -1.117 -0.79  -1.02   0.015],195.77097,28.760296,811973,1.1078596,1800.835931777954,1.0008233,223,0.02979224,100,-1627560700000000.0,0.91322625,-21.157715,-107.54547976218228,-1627560700000000.0,22300,5.1879883e-06
16.15897,1.0068468,341.34033,38.46,[-0.555 -1.117 -0.789 -1.021  0.015],198.17358,69.810684,815819,1.2262133,1809.595899105072,1.0038913,224,0.057481367,100,-966053700000000.0,0.8499309,-19.214157,-105.84246892066027,-966053700000000.0,22400,1.4877319e-06
11.228188,1.0041245,210.479,34.46,[-0.554 -1.117 -0.791 -1.022  0.017],233.77675,44.95517,819265,1.1729689,1816.9239392280579,1.0024489,225,0.052604232,100,-1411061800000000.0,0.862926,-15.709152,-108.70982602540323,-1411061800000000.0,22500,2.2125244e-06
12.090852,1.0052613,195.7931,35.31,[-0.554 -1.118 -0.79  -1.021  0.017],225.4375,42.26384,822796,1.0729569,1824.3076832294464,1.0008491,226,0.026650501,100,-1396732200000000.0,0.9357655,-16.502426,-108.11935867639436,-1396732200000000.0,22600,-4.119873e-06
13.812957,1.0055405,235.90727,37.86,[-0.554 -1.118 -0.79  -1.022  0.018],205.60277,41.680702,826582,1.1319517,1832.4729959964752,1.000948,227,0.031233601,100,-1469842500000000.0,0.93869877,-17.95369,-107.62428210623371,-1469842500000000.0,22700,3.8146973e-07
14.713819,1.0054864,250.8841,36.11,[-0.554 -1.118 -0.79  -1.021  0.018],215.50833,55.932693,830193,1.0969479,1840.0927398204803,1.0010879,228,0.031980366,100,-1198206200000000.0,0.91812676,-17.882034,-106.29140733196162,-1198206200000000.0,22800,-3.2806397e-06
12.768543,1.0061444,213.32791,36.36,[-0.553 -1.119 -0.792 -1.021  0.016],217.05347,34.3471,833829,1.1543528,1848.7741298675537,1.0026879,229,0.051167853,100,-1531034400000000.0,0.88381845,-15.882866,-107.89842368885229,-1531034400000000.0,22900,-1.8310546e-06
12.42411,1.0059061,196.43883,36.46,[-0.553 -1.117 -0.793 -1.021  0.016],217.30316,39.487656,837475,1.0832169,1857.085150718689,1.0009006,230,0.030337157,100,-1454925000000000.0,0.91431385,-15.764999,-108.41009735708148,-1454925000000000.0,23000,-5.989075e-06
14.067911,1.0044914,254.32507,36.4,[-0.553 -1.118 -0.793 -1.02   0.017],216.35028,53.47165,841115,1.1075007,1865.6182527542114,1.0009923,231,0.033568837,100,-1235554000000000.0,0.91799545,-17.215607,-107.88377272108585,-1235554000000000.0,23100,-1.8692017e-06
12.557754,1.0064611,307.73337,42.52,[-0.553 -1.118 -0.792 -1.021  0.018],177.57214,21.91933,845367,1.2243321,1875.5887830257416,1.0058223,232,0.075616226,100,-1644221900000000.0,0.83338207,-20.547302,-107.19759008385017,-1644221900000000.0,23200,-2.2506713e-06
12.116746,1.0048,245.42775,37.61,[-0.554 -1.117 -0.793 -1.023  0.017],208.32576,34.848034,849128,1.1500797,1883.1019954681396,1.0013031,233,0.03683439,100,-1546720500000000.0,0.9314717,-18.6613,-107.96349566917065,-1546720500000000.0,23300,3.5095215e-06
14.773993,1.0061069,249.32596,39.08,[-0.554 -1.117 -0.791 -1.025  0.018],195.20222,33.160877,853036,1.0711442,1891.7202260494232,1.0004001,234,0.020430688,100,-1500130900000000.0,0.9472875,-21.149406,-106.24401534689123,-1500130900000000.0,23400,-3.890991e-06
11.71265,1.0051014,165.68446,35.54,[-0.554 -1.117 -0.791 -1.024  0.018],222.4735,36.441692,856590,1.0701724,1898.9552688598633,1.0007706,235,0.025455203,100,-1484910600000000.0,0.9550792,-17.022621,-107.41759650788778,-1484910600000000.0,23500,9.9182125e-06
13.974691,1.0083368,224.79633,41.7,[-0.555 -1.118 -0.791 -1.024  0.018],182.04565,43.68029,860760,1.1243294,1907.3218839168549,1.0022337,236,0.047849324,100,-1515505100000000.0,0.8923938,-21.461945,-107.44202989952657,-1515505100000000.0,23600,2.9754638e-06
13.923254,1.0064824,218.55266,36.74,[-0.554 -1.117 -0.791 -1.024  0.018],211.90373,40.029602,864434,1.1073309,1916.1745455265045,1.0007373,237,0.02997814,100,-1500130900000000.0,0.9314503,-16.795448,-106.74096799918476,-1500130900000000.0,23700,-5.9127806e-06
13.231801,1.0048945,308.92297,34.02,[-0.554 -1.116 -0.792 -1.025  0.018],234.4609,41.148235,867836,1.1747963,1923.9596886634827,1.0019711,238,0.048196647,100,-1531034400000000.0,0.91383964,-15.575256,-107.348168668222,-1531034400000000.0,23800,7.43866e-06
13.59654,1.0046488,1753.0472,37.0,[-0.555 -1.117 -0.791 -1.025  0.018],210.08908,43.60324,871536,1.982342,1932.2939813137054,1.0471373,239,0.21007481,100,-1411061800000000.0,0.5524797,-18.01799,-106.79032659212737,-1411061800000000.0,23900,5.4931643e-06
12.692,1.0059311,222.68001,35.99,[-0.551 -1.121 -0.781 -1.024  0.017],217.91562,42.772007,875135,1.1423024,1940.318366765976,1.0012738,240,0.03737763,100,-1515505100000000.0,0.91729105,-16.9337,-106.85176752379644,-1515505100000000.0,24000,1.0299683e-06
14.562546,1.003556,385.47183,35.79,[-0.551 -1.122 -0.781 -1.023  0.017],217.5785,35.10673,878714,1.220547,1948.045488834381,1.0041215,241,0.051321592,100,-1546720500000000.0,0.85490394,-18.37265,-106.17207314787751,-1546720500000000.0,24100,5.264282e-06
13.750884,1.008482,257.96045,42.14,[-0.552 -1.121 -0.777 -1.024  0.017],178.90538,37.867966,882928,1.2538497,1956.9674532413483,1.0048908,242,0.06344876,100,-1469842500000000.0,0.8304489,-17.726822,-106.8476710410202,-1469842500000000.0,24200,4.043579e-06
12.123827,1.0046414,255.86324,36.08,[-0.552 -1.119 -0.779 -1.024  0.017],218.71095,36.598877,886536,1.1697494,1964.695461988449,1.0015991,243,0.043879315,100,-1594736400000000.0,0.91074395,-15.714745,-107.6170891880723,-1594736400000000.0,24300,-4.8065185e-06
16.878006,1.0068337,409.93802,42.43,[-0.552 -1.12  -0.778 -1.025  0.018],176.1442,60.720715,890779,1.183005,1973.6040453910828,1.0030863,244,0.060277633,100,-1161967800000000.0,0.84215194,-20.052559,-106.54268922774703,-1161967800000000.0,24400,7.400513e-06
15.247808,1.0048604,327.11502,39.61,[-0.552 -1.12  -0.777 -1.022  0.017],193.27838,54.938614,894740,1.1589503,1981.685570716858,1.002817,245,0.05395793,100,-1150129200000000.0,0.8882326,-18.678032,-107.19584091470244,-1150129200000000.0,24500,3.852844e-06
14.756234,1.0068445,263.42096,37.02,[-0.552 -1.121 -0.776 -1.021  0.018],209.15402,51.391987,898442,1.1473275,1989.7514021396637,1.0028309,246,0.05220205,100,-1261085300000000.0,0.8439987,-18.5094,-106.43436204625046,-1261085300000000.0,24600,-6.1035155e-07
13.845531,1.0103438,341.94406,38.25,[-0.552 -1.121 -0.778 -1.022  0.017],200.93224,35.09144,902267,1.1880416,1997.8449153900146,1.0060515,247,0.078140356,100,-1454925000000000.0,0.76972306,-19.065758,-106.40585063574653,-1454925000000000.0,24700,5.683899e-06
15.267777,1.0063392,224.60127,37.15,[-0.55  -1.118 -0.778 -1.024  0.015],208.56978,42.061653,905982,1.0522174,2005.062418460846,1.0004585,248,0.021682309,100,-1425536000000000.0,0.93318176,-18.250244,-106.61194212413818,-1425536000000000.0,24800,5.340576e-07
13.501801,1.0056267,201.20859,35.18,[-0.55  -1.118 -0.778 -1.024  0.015],224.51842,37.07617,909500,1.0999982,2012.6470820903778,1.0013957,249,0.03367203,100,-1484910600000000.0,0.8924816,-15.854271,-107.18337599958322,-1484910600000000.0,24900,5.264282e-06
14.7033615,1.005636,221.98114,38.01,[-0.55  -1.117 -0.779 -1.025  0.015],201.75804,41.86749,913301,1.0864315,2020.1197140216827,1.0009743,250,0.03326975,100,-1515505100000000.0,0.90964454,-19.878815,-105.9761573858478,-1515505100000000.0,25000,3.5095215e-06
11.032888,1.005677,161.57985,33.37,[-0.549 -1.117 -0.78  -1.025  0.015],241.3319,29.087605,916638,1.107977,2028.184194803238,1.0013839,251,0.033490933,100,-1695222200000000.0,0.9294833,-15.163376,-107.82342410587704,-1695222200000000.0,25100,1.335144e-06
14.193023,1.0045435,229.90297,35.19,[-0.549 -1.116 -0.781 -1.026  0.015],222.43506,40.21618,920157,1.080556,2035.5291018486023,1.0007694,252,0.02682207,100,-1469842500000000.0,0.90336925,-16.595772,-106.23323923349882,-1469842500000000.0,25200,5.340576e-07
15.142435,1.005898,285.30087,38.55,[-0.549 -1.115 -0.782 -1.026  0.015],198.09392,56.452465,924012,1.1440861,2044.2997841835022,1.0015615,253,0.0371316,100,-1425536000000000.0,0.907165,-20.04229,-105.90430281799263,-1425536000000000.0,25300,2.5177003e-06
16.225363,1.0047861,391.6635,37.09,[-0.55  -1.117 -0.781 -1.028  0.013],207.85881,78.91724,927721,1.327284,2051.981875896454,1.0039687,254,0.057960294,100,-1092688000000000.0,0.81298417,-18.206352,-106.15245995319442,-1092688000000000.0,25400,-7.6293944e-08
13.8119955,1.0066034,180.42068,37.06,[-0.55  -1.118 -0.78  -1.027  0.014],210.50429,36.602917,931427,1.0989635,2060.417204618454,1.0008924,255,0.027368462,100,-1469842500000000.0,0.9347594,-17.874107,-107.26521676111886,-1469842500000000.0,25500,3.7384034e-06
15.615598,1.0067767,468.57922,39.45,[-0.549 -1.117 -0.781 -1.027  0.014],192.49753,41.439514,935372,1.261399,2069.400011777878,1.0045166,256,0.07889413,100,-1454925000000000.0,0.8574791,-20.916908,-105.89864784997282,-1454925000000000.0,25600,1.9073486e-06
13.808027,1.0049223,345.96265,35.52,[-0.55  -1.119 -0.779 -1.026  0.016],220.15898,36.631496,938924,1.2418873,2077.446536064148,1.0068238,257,0.08453889,100,-1484910600000000.0,0.79606843,-17.68119,-106.20839175132029,-1484910600000000.0,25700,4.7683716e-06
11.158332,1.0037082,218.14691,35.9,[-0.551 -1.117 -0.781 -1.028  0.015],220.73085,34.038025,942514,1.1774821,2085.948495388031,1.0046784,258,0.059046105,100,-1500130900000000.0,0.8486973,-16.693153,-107.91973465654775,-1500130900000000.0,25800,5.645752e-06
12.079523,1.0076805,778.1597,35.07,[-0.551 -1.115 -0.782 -1.029  0.016],227.258,34.271378,946021,1.5093095,2094.195302248001,1.0189359,259,0.13926978,100,-1695222200000000.0,0.6542779,-16.355545,-107.94196362297954,-1695222200000000.0,25900,-2.2125244e-06
14.492906,1.0042704,358.6883,33.5,[-0.547 -1.116 -0.783 -1.037  0.015],236.36272,49.819733,949371,1.1292925,2101.3830983638763,1.0010237,260,0.03261527,100,-1313714000000000.0,0.9113401,-16.764465,-106.19632816025556,-1313714000000000.0,26000,-5.4931643e-06
14.875993,1.0070804,384.25052,38.96,[-0.548 -1.117 -0.782 -1.037  0.015],198.1889,62.401787,953267,1.2380981,2110.4344339370728,1.0055707,261,0.07745003,100,-1354597400000000.0,0.8263772,-19.197464,-107.4472868662492,-1354597400000000.0,26100,2.2506713e-06
12.695882,1.0063453,220.24454,35.97,[-0.547 -1.115 -0.783 -1.037  0.014],219.33646,41.119022,956864,1.1385481,2118.8466942310333,1.0024778,262,0.054946657,100,-1327205000000000.0,0.87857044,-16.16153,-107.63329546028133,-1327205000000000.0,26200,-2.0980835e-06
13.854098,1.0071236,229.5961,37.82,[-0.546 -1.113 -0.784 -1.038  0.013],204.81775,48.513626,960646,1.2017807,2127.256253004074,1.0058962,263,0.07360022,100,-1546720500000000.0,0.806366,-18.231163,-106.85984367154008,-1546720500000000.0,26300,-2.4032593e-06
14.792923,1.0050728,225.3663,36.63,[-0.543 -1.11  -0.784 -1.039  0.015],212.82227,43.89023,964309,1.054324,2135.095626592636,1.0003549,264,0.01903313,100,-1454925000000000.0,0.95980144,-17.105347,-106.86238040267439,-1454925000000000.0,26400,-3.4332274e-06
15.31628,1.0057659,250.7309,38.6,[-0.543 -1.11  -0.785 -1.039  0.015],197.40254,42.204136,968169,1.0803969,2143.4193708896637,1.000844,265,0.030385353,100,-1440156600000000.0,0.9363371,-19.947067,-105.78756937318589,-1440156600000000.0,26500,3.8146973e-06
15.491673,1.00602,331.68198,37.68,[-0.543 -1.11  -0.784 -1.038  0.015],203.6521,46.44358,971937,1.211519,2150.668668985367,1.0043824,266,0.065410405,100,-1300357700000000.0,0.83116543,-18.132195,-105.86733937316247,-1300357700000000.0,26600,5.455017e-06
15.085302,1.0050782,206.69965,37.22,[-0.543 -1.11  -0.786 -1.04   0.014],209.34773,67.395935,975659,1.0945343,2159.139551639557,1.0012504,267,0.032357633,100,-1016968660000000.0,0.9138576,-17.958527,-107.23512812375239,-1016968660000000.0,26700,5.340576e-07
12.232436,1.0053799,163.67824,34.07,[-0.543 -1.109 -0.786 -1.041  0.014],236.22574,39.593117,979066,1.0515525,2166.3690865039825,1.00058,268,0.022007162,100,-1546720500000000.0,0.93271244,-14.578766,-108.34462001227249,-1546720500000000.0,26800,-3.0899048e-06
14.530139,1.0053446,346.65396,36.36,[-0.543 -1.108 -0.787 -1.041  0.014],213.8915,50.65427,982702,1.1538615,2174.8616292476654,1.0038873,269,0.0611696,100,-1327205000000000.0,0.8489135,-18.292564,-106.31658414596788,-1327205000000000.0,26900,-1.1062622e-06
13.450266,1.0060387,250.20772,37.39,[-0.54  -1.107 -0.789 -1.04   0.014],207.56529,54.245296,986441,1.1454898,2184.0562155246735,1.0034206,270,0.06022493,100,-1484910600000000.0,0.83585304,-17.502937,-106.70318480018439,-1484910600000000.0,27000,8.392334e-07
16.198786,1.0065396,394.87244,37.22,[-0.54  -1.106 -0.791 -1.039  0.014],208.77797,86.721695,990163,1.1809585,2191.429652929306,1.0038741,271,0.056734122,100,-946393400000000.0,0.8720418,-18.002983,-107.09160794926355,-946393400000000.0,27100,-2.0217894e-06
13.635539,1.0077333,329.55618,36.28,[-0.54  -1.108 -0.79  -1.038  0.013],216.29622,45.980797,993791,1.2350761,2198.991354227066,1.0054339,272,0.06630963,100,-1313714000000000.0,0.8493011,-17.519714,-107.30057994389779,-1313714000000000.0,27200,1.335144e-06
13.62617,1.0053821,294.9043,34.43,[-0.539 -1.106 -0.791 -1.04   0.013],230.59055,39.601486,997234,1.1650566,2206.374909877777,1.0023451,273,0.0509316,100,-1546720500000000.0,0.8724404,-15.759506,-107.12167846141368,-1546720500000000.0,27300,2.4414062e-06
13.761136,1.0037594,349.80563,33.22,[-0.539 -1.106 -0.789 -1.039  0.013],239.17882,48.46534,1000556,1.1490078,2213.6998755931854,1.002441,274,0.04958405,100,-1411061800000000.0,0.89020896,-14.877708,-106.39070457843347,-1411061800000000.0,27400,2.9754638e-06
13.673519,1.0061573,308.8762,37.28,[-0.539 -1.108 -0.788 -1.038  0.013],209.45906,36.328735,1004284,1.2486594,2221.275992870331,1.0029968,275,0.060055014,100,-1546720500000000.0,0.78391445,-18.618195,-107.39069653380231,-1546720500000000.0,27500,1.14440915e-07
14.940784,1.0065364,274.40964,39.61,[-0.54  -1.108 -0.788 -1.041  0.016],192.36586,65.35646,1008245,1.1705872,2230.0886714458466,1.0018486,276,0.04184992,100,-966053700000000.0,0.90702796,-20.83406,-106.4934347906567,-966053700000000.0,27600,7.6293945e-06
16.076733,1.0061944,495.18045,38.19,[-0.54  -1.107 -0.788 -1.043  0.016],199.94551,48.850903,1012064,1.3402917,2238.016016960144,1.0120895,277,0.106748655,100,-1440156600000000.0,0.6678047,-19.442978,-105.82342733623929,-1440156600000000.0,27700,-2.708435e-06
13.479581,1.004604,319.4531,36.7,[-0.537 -1.104 -0.791 -1.039  0.011],213.99976,34.35907,1015734,1.1950465,2245.5484244823456,1.0017412,278,0.04749182,100,-1515505100000000.0,0.89092404,-17.382133,-107.60993576504487,-1515505100000000.0,27800,
13.371193,1.0054363,193.1324,35.4,[-0.538 -1.105 -0.79  -1.039  0.011],221.13695,40.440914,1019274,1.0970525,2253.416233778,1.0006484,279,0.02377353,100,-1484910600000000.0,0.9454214,-17.38153,-106.27523304222281,-1484910600000000.0,27900,-6.4468386e-06
11.5943985,1.0053742,207.03745,34.45,[-0.538 -1.105 -0.79  -1.039  0.011],232.03119,41.6756,1022719,1.0926934,2261.1273584365845,1.0009817,280,0.031985663,100,-1440156600000000.0,0.9155187,-15.23748,-107.84149847774775,-1440156600000000.0,28000,2.0217894e-06
12.460754,1.0050462,163.60707,36.52,[-0.538 -1.104 -0.79  -1.04   0.011],215.79459,43.90988,1026371,1.0719771,2268.857132434845,1.0009686,281,0.031273764,100,-1531034400000000.0,0.9236784,-16.502258,-107.80277749329183,-1531034400000000.0,28100,3.0517579e-06
14.777565,1.0062625,241.6001,40.32,[-0.538 -1.104 -0.79  -1.042  0.012],187.20807,46.04416,1030403,1.065943,2277.352326154709,1.0007817,282,0.025300927,100,-1515505100000000.0,0.93733,-21.212067,-105.76224181005838,-1515505100000000.0,28200,6.4849854e-07
13.641303,1.0058938,333.6677,38.01,[-0.538 -1.103 -0.79  -1.043  0.012],203.21645,47.419342,1034204,1.2156236,2284.7661328315735,1.0027051,283,0.053897332,100,-1500130900000000.0,0.88469285,-18.123978,-106.72886286187402,-1500130900000000.0,28300,-3.5095215e-06
12.629517,1.0052462,202.01709,36.87,[-0.538 -1.105 -0.789 -1.042  0.011],213.01248,57.03013,1037891,1.0986778,2291.9297659397125,1.0018215,284,0.040728353,100,-1138408700000000.0,0.89416504,-15.533272,-107.76022838349292,-1138408700000000.0,28400,-1.6021728e-06
11.749505,1.0048078,169.22298,34.77,[-0.539 -1.104 -0.79  -1.043  0.011],229.16708,31.51545,1041368,1.1120152,2299.2864899635315,1.0021079,285,0.037601136,100,-1578569900000000.0,0.91419864,-15.521164,-107.7297589626991,-1578569900000000.0,28500,1.6784668e-06
12.676549,1.005245,228.17055,37.33,[-0.538 -1.103 -0.791 -1.044  0.009],210.17552,32.346226,1045101,1.1227751,2307.632967710495,1.0025082,286,0.03924545,100,-1562565200000000.0,0.8825779,-17.18608,-108.07015945268026,-1562565200000000.0,28600,-4.15802e-06
14.595956,1.0054618,310.94193,39.89,[-0.538 -1.104 -0.791 -1.042  0.009],190.84004,45.841106,1049090,1.1731373,2316.020652294159,1.0026319,287,0.046685714,100,-1300357700000000.0,0.8870258,-21.442558,-106.54363204123285,-1300357700000000.0,28700,-1.1825562e-06
12.491165,1.0044827,230.9765,34.87,[-0.536 -1.105 -0.792 -1.04   0.01 ],228.62619,39.169075,1052577,1.135558,2323.6587767601013,1.0010773,288,0.03384962,100,-1531034400000000.0,0.9391457,-16.23616,-107.88695045203663,-1531034400000000.0,28800,-1.5640259e-06
13.219712,1.005077,230.76697,37.86,[-0.537 -1.107 -0.791 -1.041  0.01 ],204.10704,33.450172,1056363,1.0747582,2332.8994789123535,1.0008454,289,0.029437818,100,-1546720500000000.0,0.93850815,-17.734451,-106.62440781288292,-1546720500000000.0,28900,-7.93457e-06
14.934885,1.0056719,252.29387,35.36,[-0.537 -1.107 -0.79  -1.041  0.01 ],221.24979,34.72795,1059899,1.078622,2340.6243782043457,1.0005178,290,0.023833217,100,-1515505100000000.0,0.9315252,-17.49961,-106.2895482590497,-1515505100000000.0,29000,-8.010864e-07
