Bound,EpThisIter,MinIW,MaxIW,EpRewMean,Iteration,EmpiricalD2,StdIW,InitialBound,MeanIW,InitialReturnMean,J_sample_variance,Weights,TimestepsSoFar,ReturnMeanIW,InitialReturnMax,InitialReturnMin,EpisodesSoFar,TimeElapsed,EpLenMean,InitialReturnStd
-30.29506,100,1.0,1.0,-118.24126972106376,107,1.0,,-30.29506,1.0,-5.7220458e-08,2.7984664,[-0.584 -0.734 -0.363 -0.391 -0.194],1362899,3.0395503,3.4276147,-5.5720797,10700,2614.6824231147766,119.88,1.6644764
-30.349794,100,0.45289063,1.6363618,-119.31380240535563,108,1.0434133,0.18428488,-30.3729,1.0024399,-4.2915346e-08,3.4263792,[-0.584 -0.734 -0.363 -0.391 -0.194],1375218,3.0042434,4.191353,-3.126481,10800,2638.2624735832214,123.19,1.7649459
-62.163895,100,1.0,1.0,-116.44427610004954,109,1.0,,-62.163895,1.0,-1.04904174e-07,2.2700284,[-0.584 -0.733 -0.365 -0.394 -0.193],1386144,3.9425893,2.9487586,-3.2287216,10900,2658.51873588562,109.26,1.4991093
-30.550594,100,0.17056303,2.3196657,-115.4249314020627,110,1.1172612,0.29847014,-30.595926,0.9905163,5.76973e-07,2.861192,[-0.584 -0.733 -0.365 -0.394 -0.193],1398267,2.827149,3.8527489,-3.1734333,11000,2680.582277059555,121.23,1.5439209
-132.57697,100,0.07112143,4.369767,-115.40057307978674,111,1.4067894,0.60247105,-132.63245,0.9994632,-1.335144e-07,4.3465676,[-0.586 -0.731 -0.365 -0.4   -0.194],1409039,4.2090197,3.8793855,-3.1584973,11100,2700.8112008571625,107.72,1.6567879
-38.699043,100,0.39277065,2.4655626,-115.95692119673043,112,1.0802349,0.29399154,-38.785027,1.0312842,-2.9563904e-07,3.2360468,[-0.587 -0.726 -0.369 -0.41  -0.196],1417811,6.4030437,3.7998257,-4.478263,11200,2718.2109808921814,87.72,1.7771021
-29.146343,100,1.0,1.0,-114.84575401418664,113,1.0,,-29.146343,1.0,2.193451e-07,2.3052828,[-0.592 -0.731 -0.369 -0.406 -0.203],1428283,4.1872373,3.179236,-2.6932268,11300,2739.113425016403,104.72,1.5107052
-30.705292,100,1.0,1.0,-113.03540199857302,114,1.0,,-30.705292,1.0,2.670288e-07,3.5271113,[-0.592 -0.731 -0.369 -0.406 -0.203],1438686,4.6397676,3.484773,-3.6289778,11400,2758.6091225147247,104.03,1.868647
-4286.796,100,1.0,1.0,-115.54231635215542,115,1.0,,-4286.796,1.0,-8.34465e-07,2.7999933,[-0.592 -0.731 -0.369 -0.406 -0.203],1448969,4.703679,3.3634858,-3.0947633,11500,2778.7340331077576,102.83,1.6649305
-28.753868,100,0.70503974,1.387462,-114.64753399449938,116,1.016574,0.120753005,-28.765633,1.0013138,-3.8146972e-08,3.4423325,[-0.592 -0.731 -0.369 -0.406 -0.203],1459329,4.6160665,3.8894582,-3.3408985,11600,2798.9594266414642,103.6,1.8178604
-29.03532,100,1.0,1.0,-115.2648132859679,117,1.0,,-29.03532,1.0,2.9087067e-07,3.020677,[-0.595 -0.73  -0.371 -0.403 -0.209],1469812,4.298203,3.9254851,-2.9568262,11700,2818.663483142853,104.83,1.7292978
-29.815947,100,1.0,1.0,-116.16957955423419,118,1.0,,-29.815947,1.0,8.583069e-08,2.766523,[-0.595 -0.73  -0.371 -0.403 -0.209],1481181,3.5755484,4.287595,-2.8160748,11800,2840.122866153717,113.69,1.6549495
-118.27206,100,0.13057782,5.491758,-115.21045855686431,119,1.1875858,0.49725294,-118.540855,1.0563393,4.7683715e-09,4.1063337,[-0.595 -0.73  -0.371 -0.403 -0.209],1490605,5.749285,3.8431597,-2.88805,11900,2857.9242079257965,94.24,1.5673283
-30.576677,100,0.51626915,2.5056784,-115.66685665461739,120,1.0653074,0.21035586,-30.61701,1.0079004,3.1471254e-07,2.967027,[-0.637 -0.722 -0.386 -0.396 -0.223],1501677,3.879793,4.928686,-3.1667275,12000,2882.151781797409,110.72,1.6796926
-29.702103,100,1.0,1.0,-114.85256128228797,121,1.0,,-29.702103,1.0,5.245209e-07,3.2328057,[-0.639 -0.724 -0.381 -0.397 -0.224],1512732,3.6383438,3.7949047,-3.1142044,12100,2903.7051026821136,110.55,1.788988
-30.33339,100,1.0,1.0,-116.80876959451969,122,1.0,,-30.33339,1.0,4.863739e-07,3.3871531,[-0.639 -0.724 -0.381 -0.397 -0.224],1524550,3.0010839,4.8307467,-3.8620033,12200,2925.532876729965,118.18,1.8311968
-31.045805,100,1.0,1.0,-113.73093831342365,123,1.0,,-31.045805,1.0,3.3855437e-07,2.4005256,[-0.639 -0.724 -0.381 -0.397 -0.224],1537279,2.2877064,3.2484148,-3.2538724,12300,2950.7029650211334,127.29,1.5415968
-30.836617,100,1.0,1.0,-113.47724829715253,124,1.0,,-30.836617,1.0,-2.1457672e-07,3.1713603,[-0.639 -0.724 -0.381 -0.397 -0.224],1549811,2.4975367,3.8643532,-4.1291537,12400,2975.1021695137024,125.32,1.7719048
-30.540049,100,1.0,1.0,-113.56274233385732,125,1.0,,-30.540049,1.0,5.2452087e-08,2.717283,[-0.639 -0.724 -0.381 -0.397 -0.224],1561955,2.7933407,4.44858,-3.351891,12500,2998.966787338257,121.44,1.6401556
-30.575655,100,1.0,1.0,-113.2872062391796,126,1.0,,-30.575655,1.0,7.1287155e-07,3.1751332,[-0.639 -0.724 -0.381 -0.397 -0.224],1574401,2.757917,4.001113,-3.4845037,12600,3023.290784597397,124.46,1.7729586
-29.771048,100,1.0,1.0,-114.95672545441461,127,1.0,,-29.771048,1.0,1.7166138e-07,2.8256006,[-0.639 -0.724 -0.381 -0.397 -0.224],1585679,3.562669,4.158194,-2.7926354,12700,3044.0399253368378,112.78,1.6725266
-30.537447,100,1.0,1.0,-115.25756402379234,128,1.0,,-30.537447,1.0,1.2397766e-07,2.976097,[-0.639 -0.724 -0.381 -0.397 -0.224],1597818,2.7960527,4.619131,-3.1132412,12800,3067.6112084388733,121.39,1.7164894
-30.131933,100,0.5154922,2.188769,-113.55028230130856,129,1.0571737,0.22937323,-30.170662,0.999611,-4.7683715e-09,3.2488549,[-0.639 -0.724 -0.381 -0.397 -0.224],1609127,3.486818,4.8175077,-7.852704,12900,3089.0222465991974,113.09,1.8534666
-31.28996,100,1.0,1.0,-115.55185288581997,130,1.0,,-31.28996,1.0,9.059906e-08,3.1082532,[-0.643 -0.728 -0.381 -0.398 -0.236],1622180,2.0444996,3.9370856,-5.3592777,13000,3114.4855308532715,130.53,1.7541866
-31.327562,100,1.0,1.0,-114.22457777091606,131,1.0,,-31.327562,1.0,2.6226044e-07,2.8902955,[-0.643 -0.728 -0.381 -0.398 -0.236],1635627,2.0059762,3.4357095,-3.7356162,13100,3139.902505636215,134.47,1.6915652
-30.667461,100,1.0,1.0,-114.73781474627023,132,1.0,,-30.667461,1.0,4.7683715e-09,2.9986923,[-0.643 -0.728 -0.381 -0.398 -0.236],1648239,2.6659353,3.7206104,-3.1936903,13200,3164.5274724960327,126.12,1.7229933
-30.847721,100,1.0,1.0,-115.7245898163361,133,1.0,,-30.847721,1.0,2.8610229e-08,2.99268,[-0.643 -0.728 -0.381 -0.398 -0.236],1660994,2.4857109,3.8089933,-2.9375825,13300,3188.8616511821747,127.55,1.721265
-31.402102,100,1.0,1.0,-114.05321960442566,134,1.0,,-31.402102,1.0,1.7642975e-07,2.7879767,[-0.643 -0.728 -0.381 -0.398 -0.236],1674213,1.931322,4.474291,-2.882945,13400,3214.383620262146,132.19,1.6613542
-30.933128,100,1.0,1.0,-115.26403778382218,135,1.0,,-30.933128,1.0,2.3841858e-07,2.3201783,[-0.643 -0.728 -0.381 -0.398 -0.236],1686953,2.4003305,4.028898,-3.2746582,13500,3239.0677313804626,127.4,1.5155779
-30.564995,100,1.0,1.0,-111.88901953974722,136,1.0,,-30.564995,1.0,3.671646e-07,3.146322,[-0.643 -0.728 -0.381 -0.398 -0.236],1699213,2.7684474,4.081336,-3.7136784,13600,3261.41898393631,122.6,1.7648962
-30.221249,100,1.0,1.0,-116.07952412476942,137,1.0,,-30.221249,1.0,4.053116e-07,2.7234967,[-0.643 -0.728 -0.381 -0.398 -0.236],1710859,3.1125755,3.4970593,-2.937725,13700,3282.986170053482,116.46,1.6420298
-30.726618,100,1.0,1.0,-110.21886612607399,138,1.0,,-30.726618,1.0,2.5749208e-07,2.4234793,[-0.643 -0.728 -0.381 -0.398 -0.236],1723264,2.6074538,3.5255566,-3.4915624,13800,3305.7156670093536,124.05,1.5489495
-30.801786,100,1.0,1.0,-113.97756638696507,139,1.0,,-30.801786,1.0,1.4781952e-07,2.9630692,[-0.643 -0.728 -0.381 -0.398 -0.236],1735947,2.531698,3.9985225,-3.407587,13900,3329.416142463684,126.83,1.7127285
-30.635086,100,1.0,1.0,-113.71581103927298,140,1.0,,-30.635086,1.0,4.4822693e-07,2.6154847,[-0.643 -0.728 -0.381 -0.398 -0.236],1748060,2.6983328,3.4496324,-2.8521147,14000,3354.1857693195343,121.13,1.6091396
-30.397203,100,1.0,1.0,-115.25995033521049,141,1.0,,-30.397203,1.0,-5.2452087e-08,2.5517006,[-0.643 -0.728 -0.381 -0.398 -0.236],1759953,2.9369519,3.487174,-3.330276,14100,3376.714437484741,118.93,1.5893972
-30.019695,100,0.57056,4.043926,-114.20071721703462,142,1.0730692,0.27273628,-30.05847,1.005628,-3.33786e-07,2.9743075,[-0.643 -0.728 -0.381 -0.398 -0.236],1771438,3.349456,4.2797213,-3.8850274,14200,3398.594192504883,114.85,1.6619352
-31.307241,100,1.0,1.0,-113.78681004987038,143,1.0,,-31.307241,1.0,-1.0967255e-07,2.93243,[-0.644 -0.73  -0.379 -0.395 -0.236],1784497,2.0261638,4.1650524,-2.8242884,14300,3422.0471341609955,130.59,1.7038505
-31.046776,100,1.0,1.0,-116.42518098592923,144,1.0,,-31.046776,1.0,2.2411346e-07,2.8797789,[-0.644 -0.73  -0.379 -0.395 -0.236],1797670,2.286637,4.2186995,-2.7309728,14400,3445.7646057605743,131.73,1.688485
-30.843777,100,1.0,1.0,-115.50111120296981,145,1.0,,-30.843777,1.0,9.536743e-07,2.7849123,[-0.644 -0.73  -0.379 -0.395 -0.236],1810276,2.4897356,3.8701873,-2.8262157,14500,3470.4639163017273,126.06,1.6604409
-29.680845,100,1.0,1.0,-116.82212066173788,146,1.0,,-29.680845,1.0,-4.959106e-07,2.9454417,[-0.644 -0.73  -0.379 -0.395 -0.236],1821652,3.6525173,4.069289,-3.3157287,14600,3492.6290476322174,113.76,1.7076265
-31.951714,100,1.0,1.0,-115.33237072764848,147,1.0,,-31.951714,1.0,1.5735627e-07,2.420217,[-0.644 -0.73  -0.379 -0.395 -0.236],1836075,1.3817108,3.9314957,-3.1234198,14700,3520.1547570228577,144.23,1.5479068
-30.7809,100,1.0,1.0,-115.27234949968376,148,1.0,,-30.7809,1.0,3.3855437e-07,2.5351734,[-0.644 -0.73  -0.379 -0.395 -0.236],1848748,2.5524821,3.8672256,-3.21172,14800,3545.0289640426636,126.73,1.5842419
-30.3813,100,1.0,1.0,-116.65050430270651,149,1.0,,-30.3813,1.0,-3.4332277e-07,3.5675354,[-0.644 -0.73  -0.379 -0.395 -0.236],1860938,2.960776,3.8893046,-2.9888368,14900,3567.674788713455,121.9,1.8793247
-31.46934,100,1.0,1.0,-115.98848866787979,150,1.0,,-31.46934,1.0,-5.4359435e-07,3.3637671,[-0.644 -0.73  -0.379 -0.395 -0.236],1874711,1.8640851,4.092201,-3.3177686,15000,3593.064296245575,137.73,1.8248643
-32.039482,100,1.0,1.0,-118.01864554835322,151,1.0,,-32.039482,1.0,3.671646e-07,2.872826,[-0.644 -0.73  -0.379 -0.395 -0.236],1889155,1.2941513,5.493655,-2.624282,15100,3619.099189519882,144.44,1.6864454
-31.224674,100,1.0,1.0,-115.1504788222994,152,1.0,,-31.224674,1.0,-4.7683717e-08,2.743468,[-0.644 -0.73  -0.379 -0.395 -0.236],1902338,2.109092,3.4884834,-2.809523,15200,3643.9947769641876,131.83,1.6480393
-31.568104,100,1.0,1.0,-116.58944142365793,153,1.0,,-31.568104,1.0,7.05719e-07,3.474165,[-0.644 -0.73  -0.379 -0.395 -0.236],1916401,1.7654071,3.658661,-2.9906626,15300,3670.2910323143005,140.63,1.8545682
-31.583174,100,1.0,1.0,-116.4015895790344,154,1.0,,-31.583174,1.0,-1.3589859e-07,1.987127,[-0.644 -0.73  -0.379 -0.395 -0.236],1929970,1.7502311,3.1136038,-2.6693554,15400,3694.9232800006866,135.69,1.4025891
-32.082294,100,1.0,1.0,-116.6044150360202,155,1.0,,-32.082294,1.0,-1.04904174e-07,2.624127,[-0.644 -0.73  -0.379 -0.395 -0.236],1944604,1.2510972,4.251835,-2.8669457,15500,3721.462150335312,146.34,1.6117959
-30.941122,100,0.43256438,1.513014,-112.07728926033535,156,1.0362774,0.16088724,-30.96102,1.0382874,-3.2424927e-07,3.305266,[-0.644 -0.73  -0.379 -0.395 -0.236],1957571,2.4131258,3.39435,-3.6879463,15600,3745.992469072342,129.67,1.7439302
-30.614767,100,1.0,1.0,-115.22458659934362,157,1.0,,-30.614767,1.0,-2.1219253e-07,3.495508,[-0.643 -0.728 -0.381 -0.396 -0.237],1970232,2.7187173,3.9844027,-3.523489,15700,3769.6864864826202,126.61,1.8602562
-30.895357,100,1.0,1.0,-118.04513912023297,158,1.0,,-30.895357,1.0,-9.536743e-09,2.351092,[-0.643 -0.728 -0.381 -0.396 -0.237],1982859,2.4384408,4.6055217,-2.9337506,15800,3794.245946407318,126.27,1.5256412
-30.20237,100,1.0,1.0,-113.95899244740328,159,1.0,,-30.20237,1.0,3.2663345e-07,3.524773,[-0.643 -0.728 -0.381 -0.396 -0.237],1994749,3.1316369,4.6147203,-3.6227884,15900,3816.7334010601044,118.9,1.8680271
-31.4391,100,0.51858306,2.0729566,-117.0467967022801,160,1.03934,0.19836481,-31.460167,1.0385607,-2.002716e-07,2.8116746,[-0.643 -0.728 -0.381 -0.396 -0.237],2008578,1.9153917,3.390893,-3.158998,16000,3842.6882684230804,138.29,1.64267
-31.529541,100,1.0,1.0,-115.41353648735144,161,1.0,,-31.529541,1.0,-1.335144e-07,3.0932162,[-0.644 -0.729 -0.378 -0.396 -0.237],2022453,1.8042979,3.5440316,-3.1607876,16100,3869.162483215332,138.75,1.7499382
-31.528795,100,1.0,1.0,-116.74182013129774,162,1.0,,-31.528795,1.0,-2.7656554e-07,2.7522442,[-0.644 -0.729 -0.378 -0.396 -0.237],2036097,1.8048571,4.203033,-2.9146433,16200,3895.851572036743,136.44,1.6506732
-32.22704,100,1.0,1.0,-115.54767093100207,163,1.0,,-32.22704,1.0,-8.106232e-08,3.7015374,[-0.644 -0.729 -0.378 -0.396 -0.237],2050877,1.1064392,4.985664,-3.0189009,16300,3923.0455791950226,147.8,1.9142941
-30.997965,100,1.0,1.0,-114.5946620211997,164,1.0,,-30.997965,1.0,-7.8201293e-07,2.7101355,[-0.644 -0.729 -0.378 -0.396 -0.237],2063692,2.3357797,3.997364,-2.7592201,16400,3947.197452545166,128.15,1.6379969
-31.525211,100,1.0,1.0,-112.20629794672712,165,1.0,,-31.525211,1.0,3.8146972e-08,2.8994007,[-0.644 -0.729 -0.378 -0.396 -0.237],2077404,1.8082472,3.6877112,-3.773911,16500,3973.115276813507,137.12,1.6942275
-31.909746,100,1.0,1.0,-110.90242984587161,166,1.0,,-31.909746,1.0,3.4332277e-07,2.4528248,[-0.644 -0.729 -0.378 -0.396 -0.237],2091888,1.4238833,3.7712908,-2.8568487,16600,3999.1630516052246,144.84,1.5582995
-30.788666,100,1.0,1.0,-113.78019544959939,167,1.0,,-30.788666,1.0,-3.528595e-07,2.719114,[-0.644 -0.729 -0.378 -0.396 -0.237],2104444,2.5447474,4.261591,-3.0181932,16700,4023.4510264396667,125.56,1.6407081
-31.397749,100,1.0,1.0,-113.6046743499257,168,1.0,,-31.397749,1.0,2.5749208e-07,2.993739,[-0.644 -0.729 -0.378 -0.396 -0.237],2117707,1.9357085,4.5747747,-2.8587503,16800,4047.9004921913147,132.63,1.7215695
-32.620552,100,1.0,1.0,-116.72048895068063,169,1.0,,-32.620552,1.0,1.5258789e-07,2.7695794,[-0.644 -0.729 -0.378 -0.396 -0.237],2133383,0.71280015,4.8467865,-2.9337072,16900,4077.8760533332825,156.76,1.6558634
-31.96159,100,1.0,1.0,-115.08480916283834,170,1.0,,-31.96159,1.0,-1.7642975e-07,2.231746,[-0.644 -0.729 -0.378 -0.396 -0.237],2147367,1.3718687,3.9505157,-2.5843263,17000,4102.119330883026,139.84,1.4864148
-30.915604,100,1.0,1.0,-114.3663808814225,171,1.0,,-30.915604,1.0,2.3365021e-07,2.6419868,[-0.644 -0.729 -0.378 -0.396 -0.237],2160093,2.4181185,3.7226887,-3.3720813,17100,4124.497599363327,127.26,1.6172715
-30.766426,100,1.0,1.0,-118.7069739024495,172,1.0,,-30.766426,1.0,-1.0681152e-06,2.7785,[-0.644 -0.729 -0.378 -0.396 -0.237],2172546,2.5976074,4.0651073,-2.616537,17200,4147.789657115936,124.53,1.658528
-31.514078,100,1.0,1.0,-115.28740378847516,173,1.0,,-31.514078,1.0,5.2452087e-08,2.4671533,[-0.644 -0.729 -0.378 -0.396 -0.237],2186256,1.8194942,3.7658753,-2.9677486,17300,4173.58863902092,137.1,1.5628442
-31.551542,100,1.0,1.0,-115.96883848532357,174,1.0,,-31.551542,1.0,-4.959106e-07,2.5016809,[-0.644 -0.729 -0.378 -0.396 -0.237],2199906,1.7818472,3.9712782,-3.1327271,17400,4198.838747739792,136.5,1.5737422
-31.124912,100,1.0,1.0,-112.58683817531539,175,1.0,,-31.124912,1.0,3.528595e-07,2.6252365,[-0.644 -0.729 -0.378 -0.396 -0.237],2212778,2.2086332,3.4732926,-2.933714,17500,4223.350770711899,128.72,1.6121365
-31.39798,100,1.0,1.0,-115.31437131624975,176,1.0,,-31.39798,1.0,-3.862381e-07,2.5955243,[-0.644 -0.729 -0.378 -0.396 -0.237],2226379,1.9354442,3.8319235,-2.894576,17600,4247.957929134369,136.01,1.6029876
-31.04456,100,0.48967943,1.8587925,-113.47968681422999,177,1.0752211,0.24039488,-31.076122,1.0120153,4.6014785e-07,3.6015592,[-0.644 -0.729 -0.378 -0.396 -0.237],2239012,2.3217812,3.5348296,-6.168535,17700,4269.877185583115,126.33,1.7676473
-30.599396,100,0.37885123,1.5690055,-114.17753455159172,178,1.042838,0.17715879,-30.623781,0.99790704,3.1471254e-07,2.9092226,[-0.644 -0.727 -0.38  -0.4   -0.238],2251917,2.7579987,3.7781162,-2.845921,17800,4292.322646141052,129.05,1.6219528
-30.93776,100,1.0,1.0,-112.71485899313349,179,1.0,,-30.93776,1.0,-3.33786e-07,2.8841887,[-0.645 -0.726 -0.382 -0.402 -0.238],2264434,2.3956718,4.246661,-2.8753672,17900,4314.351083755493,125.17,1.6897774
-30.271976,100,1.0,1.0,-114.48855830317746,180,1.0,,-30.271976,1.0,8.6784365e-07,3.0621078,[-0.645 -0.726 -0.382 -0.402 -0.238],2276467,3.0614405,4.1432037,-3.346827,18000,4335.8081431388855,120.33,1.7411166
-30.915354,100,1.0,1.0,-111.99326058957641,181,1.0,,-30.915354,1.0,5.1498415e-07,2.3772283,[-0.645 -0.726 -0.382 -0.402 -0.238],2289158,2.4183223,3.9663627,-3.2438188,18100,4359.290851354599,126.91,1.5340979
-31.588037,100,1.0,1.0,-114.20495904577497,182,1.0,,-31.588037,1.0,6.67572e-08,2.732145,[-0.645 -0.726 -0.382 -0.402 -0.238],2301246,2.829042,4.4471226,-2.634426,18200,4379.630544900894,120.88,1.644635
-29.58984,100,1.0,1.0,-114.54609080921999,183,1.0,,-29.58984,1.0,6.580353e-07,3.4153082,[-0.645 -0.726 -0.382 -0.402 -0.238],2312366,3.7438817,3.6070085,-3.6897883,18300,4398.170789003372,111.2,1.8387916
-31.043932,100,1.0,1.0,-114.7641893217972,184,1.0,,-31.043932,1.0,9.536743e-09,2.139498,[-0.645 -0.726 -0.382 -0.402 -0.238],2324987,2.2895412,4.2137537,-2.377914,18400,4419.219077825546,126.21,1.4553705
-31.057997,100,1.0,1.0,-115.01705871899284,185,1.0,,-31.057997,1.0,2.8610229e-08,2.9720101,[-0.645 -0.726 -0.382 -0.402 -0.238],2337949,2.2756107,4.243705,-3.0068202,18500,4441.389579296112,129.62,1.7153106
-31.19437,100,0.55806124,1.614047,-112.54966676418034,186,1.0414828,0.186817,-31.217464,1.0259507,2.3365021e-07,3.3083541,[-0.645 -0.726 -0.382 -0.402 -0.238],2349194,3.8016436,3.7517064,-3.4866667,18600,4459.533371448517,112.45,1.7428955
-30.098278,100,1.0,1.0,-112.98325379245269,187,1.0,,-30.098278,1.0,1.5974045e-07,3.2989562,[-0.645 -0.724 -0.384 -0.404 -0.239],2360855,3.2360082,4.5872498,-3.4312649,18700,4477.290016412735,116.61,1.8071986
-247.7543,100,0.14230022,7.7282653,-111.91289488553977,188,2.0775557,0.7869576,-247.86478,0.959971,-1.5735627e-07,3.5061116,[-0.645 -0.724 -0.384 -0.404 -0.239],2371693,4.0611353,4.708516,-7.6239443,18800,4495.048982381821,108.38,1.8426034
-30.598911,100,1.0,1.0,-112.11270844499636,189,1.0,,-30.598911,1.0,1.1920929e-07,2.1375163,[-0.647 -0.731 -0.373 -0.397 -0.242],2383513,2.7345464,3.6403596,-3.2241664,18900,4513.33541059494,118.2,1.4546963
-31.614717,100,1.0,1.0,-114.05086628919643,190,1.0,,-31.614717,1.0,-1.9550323e-07,3.1557157,[-0.647 -0.731 -0.373 -0.397 -0.242],2397244,1.718999,3.7435303,-3.2809272,19000,4533.232691049576,137.31,1.767529
-32.308826,100,1.0,1.0,-114.46995481967741,191,1.0,,-32.308826,1.0,7.152558e-08,1.9027029,[-0.647 -0.731 -0.373 -0.397 -0.242],2411603,1.0247687,4.508649,-2.6886644,19100,4555.982735157013,143.59,1.3724707
-32.798546,100,1.0,1.0,-115.86571817892089,192,1.0,,-32.798546,1.0,-2.670288e-07,2.835221,[-0.647 -0.731 -0.373 -0.397 -0.242],2427478,0.53515357,4.2150006,-2.861411,19200,4581.280711650848,158.75,1.6753714
-32.840347,100,1.0,1.0,-112.26606136796124,193,1.0,,-32.840347,1.0,3.2424927e-07,2.1480904,[-0.647 -0.731 -0.373 -0.397 -0.242],2443097,0.49304914,3.790133,-2.9034076,19300,4603.88560628891,156.19,1.45829
-32.363876,100,1.0,1.0,-117.01431697167105,194,1.0,,-32.363876,1.0,3.3855437e-07,2.7890973,[-0.647 -0.731 -0.373 -0.397 -0.242],2458286,0.9706844,3.1876738,-5.173013,19400,4627.770716667175,151.89,1.6616879
-32.201893,100,1.0,1.0,-116.41831494942268,195,1.0,,-32.201893,1.0,-3.004074e-07,2.944559,[-0.647 -0.731 -0.373 -0.397 -0.242],2473046,1.1322157,3.8885703,-3.640739,19500,4651.001063585281,147.6,1.7073703
-31.14389,100,1.0,1.0,-115.6437281497557,196,1.0,,-31.14389,1.0,1.04904174e-07,2.8376348,[-0.647 -0.731 -0.373 -0.397 -0.242],2486289,2.1895187,3.8078313,-3.6656437,19600,4670.955826759338,132.43,1.6760843
-32.909912,100,1.0,1.0,-114.7937519098041,197,1.0,,-32.909912,1.0,-1.5735627e-07,2.8630948,[-0.647 -0.731 -0.373 -0.397 -0.242],2502526,0.42349815,3.825756,-3.0557523,19700,4694.896410226822,162.37,1.6835866
-32.936935,100,1.0,1.0,-112.12713364336435,198,1.0,,-32.936935,1.0,-2.5272368e-07,2.5061512,[-0.647 -0.731 -0.373 -0.397 -0.242],2518146,0.39643127,3.375813,-2.876154,19800,4718.881801128387,156.2,1.5751475
-33.000614,100,1.0,1.0,-114.68851363266035,199,1.0,,-33.000614,1.0,3.5524369e-07,2.973036,[-0.647 -0.731 -0.373 -0.397 -0.242],2534187,0.33282423,4.0902553,-3.5200953,19900,4745.0993893146515,160.41,1.7156066
-32.677555,100,1.0,1.0,-114.78314009327335,200,1.0,,-32.677555,1.0,6.1035155e-07,2.4036496,[-0.647 -0.731 -0.373 -0.397 -0.242],2549899,0.65585095,3.9676485,-2.7457376,20000,4769.043277025223,157.12,1.5425996
-33.08331,100,1.0,1.0,-115.03481192805656,201,1.0,,-33.08331,1.0,-5.9604645e-08,2.3886738,[-0.647 -0.731 -0.373 -0.397 -0.242],2566740,0.25008047,3.0946696,-3.2757435,20100,4793.84441447258,168.41,1.5377865
-31.803036,100,1.0,1.0,-116.96245102054404,202,1.0,,-31.803036,1.0,-6.198883e-08,3.1283357,[-0.647 -0.731 -0.373 -0.397 -0.242],2581081,1.5304497,4.1571717,-2.9681606,20200,4816.050852060318,143.41,1.7598445
-32.37801,100,1.0,1.0,-114.63514800280656,203,1.0,,-32.37801,1.0,-1.4781952e-07,2.5743017,[-0.647 -0.731 -0.373 -0.397 -0.242],2595844,0.95557636,3.7353423,-2.5810418,20300,4838.951353549957,147.63,1.5964206
-32.01461,100,1.0,1.0,-117.30268570448496,204,1.0,,-32.01461,1.0,6.6280364e-07,2.854988,[-0.647 -0.731 -0.373 -0.397 -0.242],2610790,1.3191338,4.0394955,-3.0808601,20400,4861.898976802826,149.46,1.6812016
-31.793993,100,1.0,1.0,-114.72595919815434,205,1.0,,-31.793993,1.0,-1.001358e-07,3.1402104,[-0.647 -0.731 -0.373 -0.397 -0.242],2625530,1.5394386,4.1146317,-3.1828651,20500,4887.017315626144,147.4,1.7631813
-32.64213,100,1.0,1.0,-115.22376456332958,206,1.0,,-32.64213,1.0,3.7193297e-07,2.6930237,[-0.647 -0.731 -0.373 -0.397 -0.242],2641390,0.6919433,3.402907,-3.0693827,20600,4913.102743864059,158.6,1.6328177
-32.685352,100,1.0,1.0,-114.22206275786039,207,1.0,,-32.685352,1.0,-1.2874604e-07,2.4294922,[-0.647 -0.731 -0.373 -0.397 -0.242],2657191,0.6487625,3.5335274,-3.0587487,20700,4937.620347738266,158.01,1.5508698
-31.621162,100,1.0,1.0,-115.70989111995381,208,1.0,,-31.621162,1.0,-1.5735627e-07,3.0733273,[-0.647 -0.731 -0.373 -0.397 -0.242],2671346,1.71305,4.1969085,-2.8189178,20800,4960.732408285141,141.55,1.7443033
-32.270134,100,1.0,1.0,-111.79565693734929,209,1.0,,-32.270134,1.0,-9.059906e-08,2.5650342,[-0.647 -0.731 -0.373 -0.397 -0.242],2686093,1.0632725,4.203647,-3.0285945,20900,4984.324074268341,147.47,1.5935445
-31.778774,100,1.0,1.0,-113.24810919392861,210,1.0,,-31.778774,1.0,-5.0544736e-07,2.2457674,[-0.647 -0.731 -0.373 -0.397 -0.242],2699721,1.5547175,4.022528,-3.0117269,21000,5006.275026798248,136.28,1.4910767
-31.934534,100,1.0,1.0,-114.30105794588044,211,1.0,,-31.934534,1.0,-5.2452087e-08,2.8210828,[-0.647 -0.731 -0.373 -0.397 -0.242],2713977,1.3988507,4.605818,-3.2530131,21100,5028.077800989151,142.56,1.671189
-31.477211,100,1.0,1.0,-114.84778737619808,212,1.0,,-31.477211,1.0,2.9087067e-07,2.5861104,[-0.647 -0.731 -0.373 -0.397 -0.242],2727337,1.8569949,4.1910305,-3.0400743,21200,5050.071300506592,133.6,1.6000779
-32.536858,100,1.0,1.0,-116.25413626075678,213,1.0,,-32.536858,1.0,4.2915346e-08,2.834822,[-0.647 -0.731 -0.373 -0.397 -0.242],2742717,0.7968807,3.7254791,-2.7915816,21300,5073.283264875412,153.8,1.6752534
-32.829094,100,1.0,1.0,-115.26073723229376,214,1.0,,-32.829094,1.0,4.7683715e-09,2.643356,[-0.647 -0.731 -0.373 -0.397 -0.242],2759326,0.50442475,4.143613,-3.401054,21400,5101.445196866989,166.09,1.6176906
