MaxIW,InitialReturnMean,EpThisIter,InitialReturnMax,InitialReturnMin,MeanIW,EpisodesSoFar,Weights,MinIW,ReturnMeanIW,Bound,StdIW,TimeElapsed,EpLenMean,EpRewMean,Iteration,TimestepsSoFar,J_sample_variance,InitialBound,InitialReturnStd,EmpiricalD2
8.636665,1.7261505e-06,100,12.927933,-14.783115,1.0031027,1600,[-0.699  0.883 -0.688  0.425  0.055],0.021048483,42.155167,-19383246000000.0,1.236709,78.93568658828735,16.76,-108.3962335604053,16,27057,436.91443,-19383246000000.0,5.9824367,3.5542402
2.0206242,-1.1253356e-06,100,15.457094,-14.566078,1.0092725,1700,[-0.715  0.881 -0.617  0.419  0.024],0.2825505,39.65264,-4434265000000.0,0.22315212,83.74965310096741,17.06,-109.06840992972735,17,28763,70.847885,-4434265000000.0,5.8632035,1.0611969
2.8306737,1.3923645e-06,100,12.695556,-12.781277,1.027208,1800,[-0.725  0.859 -0.64   0.414  0.022],0.26952985,40.87745,-21536942000000.0,0.55092126,88.51483249664307,16.57,-108.71215572846847,18,30420,92.46855,-21536942000000.0,5.546606,1.3744001
21.829197,-3.7956238e-06,100,16.225304,-15.279312,1.0186875,1900,[-0.719  0.859 -0.673  0.411  0.028],0.022010062,39.320362,-2120895300000.0,1.5394598,93.77087926864624,17.58,-109.38558297565726,19,32178,803.37006,-2120895300000.0,6.071154,6.58719
15.540825,-1.964569e-06,100,13.052049,-14.045824,1.230368,2000,[-0.721  0.885 -0.714  0.37   0.048],0.03757402,40.63417,-17444921000000.0,1.8403401,98.71108531951904,16.92,-108.24635059625194,20,33870,299.31946,-17444921000000.0,5.9382496,2.4275548
2.825976,8.5830686e-07,100,15.645086,-14.871292,1.0295885,2100,[-0.71   0.863 -0.696  0.411  0.072],0.29719013,39.301533,-3232579200000.0,0.344883,103.66039633750916,17.12,-108.65089179679282,21,35582,63.199047,-3232579200000.0,6.4740906,1.1022049
2.2959504,2.0408631e-06,100,15.981102,-14.51376,1.0014864,2200,[-0.721  0.857 -0.685  0.379  0.065],0.3950755,39.751892,-3591754500000.0,0.33350447,107.91988730430603,16.98,-108.54108459051666,22,37280,86.78845,-3591754500000.0,5.8245716,1.1351012
5.807374,-4.005432e-07,100,14.788021,-15.481277,0.95515954,2300,[-0.712  0.872 -0.665  0.35   0.094],0.16291791,39.793484,-6082668000000.0,0.6416601,113.09657454490662,17.02,-108.66954281348973,23,38982,154.95967,-6082668000000.0,6.2622085,1.5335603
17.096743,-7.8201293e-07,100,16.400772,-12.783443,0.92627347,2400,[-0.725  0.869 -0.631  0.359  0.108],0.016118154,38.889248,-8343851600000.0,1.8124493,118.19867825508118,17.27,-109.09181414765057,24,40709,209.05786,-8343851600000.0,6.111508,3.806509
112.83385,-1.2779236e-06,100,17.74127,-13.40786,1.8860701,2500,[-0.714  0.929 -0.653  0.351  0.096],0.0020459157,39.59094,-5474401000000.0,10.993357,122.95036506652832,16.77,-108.29860248573809,25,42386,443.67633,-5474401000000.0,5.9826784,12.791347
4.8404417,2.0980835e-07,100,16.442602,-14.24588,1.0021114,2600,[-0.761  0.87  -0.621  0.37   0.107],0.124695435,38.854935,-1252367400000.0,0.61834306,127.44191026687622,17.73,-109.65883571879482,26,44159,143.29729,-1252367400000.0,5.506628,1.4105124
3.0232882,-8.201599e-07,100,14.834335,-14.757923,1.0330015,2700,[-0.759  0.877 -0.589  0.397  0.112],0.4334923,39.395805,-15700428000000.0,0.3363596,132.2437937259674,17.31,-108.50632034542303,27,45890,68.38427,-15700428000000.0,5.9959335,1.158039
3.308347,1.5068055e-06,100,13.876108,-14.499271,1.0300981,2800,[-0.759  0.857 -0.596  0.421  0.126],0.50922287,37.652508,-3990838600000.0,0.37224814,137.22484350204468,18.23,-109.59124629301837,28,47713,100.578186,-3990838600000.0,6.386059,1.1285715
4.244059,1.411438e-06,100,15.892714,-14.306181,1.0886239,2900,[-0.75   0.858 -0.604  0.443  0.168],0.22303185,37.68075,-2909321300000.0,0.6172585,142.0915069580078,18.15,-108.95385234254135,29,49528,120.07583,-2909321300000.0,6.6242642,1.3848876
8.595735,9.3460085e-07,100,17.836216,-17.293179,0.95260733,3000,[-0.769  0.852 -0.638  0.419  0.184],0.0878236,37.91779,-2356550300000.0,0.7111907,147.47961711883545,18.39,-109.71574814973063,30,51367,780.41034,-2356550300000.0,6.825292,1.9362128
12.413013,1.783371e-06,100,16.713398,-14.208866,0.9596067,3100,[-0.786  0.893 -0.573  0.448  0.209],0.014545835,36.693275,-1546132500000.0,1.2087452,152.70367455482483,18.42,-109.70795822795417,31,53209,192.54349,-1546132500000.0,6.9267917,4.857524
6.120274,2.193451e-07,100,14.817818,-13.507784,1.0814948,3200,[-0.789  0.844 -0.529  0.469  0.181],0.049475834,34.733524,-1391519300000.0,0.7582534,157.77566289901733,19.48,-111.45264862151798,32,55157,229.81992,-1391519300000.0,6.4897995,2.798329
4.694816,-3.4332277e-07,100,17.2139,-13.548798,1.0349535,3300,[-0.846  0.807 -0.61   0.479  0.172],0.32209384,37.271835,-6758519500000.0,0.5376209,162.67523503303528,18.4,-109.75216109901204,33,56997,81.09575,-6758519500000.0,6.317329,1.2491201
2.3238842,-2.670288e-07,100,15.8073015,-15.683994,1.0277463,3400,[-0.842  0.796 -0.597  0.504  0.168],0.58463687,37.352425,-4926961000000.0,0.29658258,168.08653163909912,18.68,-110.25363322338478,34,58865,69.1322,-4926961000000.0,5.984884,1.0474389
9.812724,1.4305115e-07,100,15.061096,-15.17215,1.1012187,3500,[-0.844  0.798 -0.579  0.5    0.174],0.04659556,36.0439,-3232579200000.0,1.3361646,173.42150330543518,19.04,-110.71857218116506,35,60769,193.58902,-3232579200000.0,7.2328277,1.8252872
4.519771,-2.4604797e-06,100,14.062229,-13.145088,0.9587706,3600,[-0.849  0.804 -0.608  0.46   0.111],0.091673136,39.40287,-7509466000000.0,0.705689,178.8844337463379,17.67,-108.82467184778176,36,62536,131.94627,-7509466000000.0,5.7946286,1.7341422
2.7853556,-1.6021728e-06,100,17.183626,-15.311892,0.9659225,3700,[-0.847  0.828 -0.629  0.445  0.127],0.16061667,38.36603,-4926961000000.0,0.4094075,183.8032042980194,17.78,-109.4648553266848,37,64314,111.767914,-4926961000000.0,6.75988,1.2396673
1.6092914,-9.727478e-07,100,16.601192,-13.003651,1.0080504,3800,[-0.848  0.819 -0.602  0.411  0.129],0.5663619,37.098377,-4926961000000.0,0.2130352,188.76129698753357,18.5,-109.92251219296686,38,66164,66.294525,-4926961000000.0,6.905123,1.0500767
7.791351,-1.9836425e-06,100,12.327553,-13.711239,0.9609662,3900,[-0.849  0.813 -0.593  0.417  0.133],0.035174,40.825752,-26588815000000.0,1.1454185,193.55328631401062,16.57,-108.95443210266546,39,67821,246.02156,-26588815000000.0,5.560093,3.4402647
6.823798,-2.3937225e-06,100,14.84594,-15.582994,0.91306424,4000,[-0.825  0.75  -0.568  0.429  0.121],0.0066325706,38.55551,-6082668000000.0,1.0446074,198.40867829322815,18.19,-110.0073666690169,40,69640,296.03613,-6082668000000.0,6.2265224,4.009718
1.9989874,-2.8800964e-06,100,18.525711,-14.379292,1.0470134,4100,[-0.836  0.781 -0.623  0.426  0.129],0.5031151,38.690613,-2356550300000.0,0.25671694,203.6245083808899,17.74,-109.39655874059612,41,71414,61.28922,-2356550300000.0,5.9147515,1.0497922
3.0304866,-3.6239624e-07,100,16.92514,-16.409172,1.0389414,4200,[-0.836  0.779 -0.614  0.435  0.134],0.30985147,37.844677,-6082668000000.0,0.49020594,208.63646841049194,18.25,-110.14665589672929,42,73239,97.82493,-6082668000000.0,6.37961,1.3192832
4.904891,1.1825562e-06,100,15.033273,-13.595373,1.0149813,4300,[-0.84   0.763 -0.602  0.452  0.161],0.0039568003,38.455593,-3990838600000.0,0.80688995,213.77291798591614,18.27,-109.7961973841376,43,75066,432.57907,-3990838600000.0,6.576235,3.3212008
2.9034636,1.3732911e-06,100,15.266054,-12.926195,1.0453268,4400,[-0.865  0.67  -0.697  0.458  0.078],0.48021248,39.501057,-3232579200000.0,0.44747025,218.6564028263092,17.17,-109.05145035717811,44,76783,94.33174,-3232579200000.0,6.3123326,1.1971061
1.9229223,-2.670288e-06,100,14.9858265,-14.099712,0.9837536,4500,[-0.874  0.648 -0.695  0.446  0.117],0.3845911,39.269733,-17444921000000.0,0.2672961,223.37138724327087,17.52,-108.88855469983979,45,78535,59.278214,-17444921000000.0,6.0712533,1.0921288
3.1629522,-2.8419495e-06,100,15.981319,-12.582138,1.0557853,4600,[-0.874  0.64  -0.685  0.455  0.118],0.2872236,38.794014,-8343851600000.0,0.4645474,228.30938577651978,17.8,-109.36370965959404,46,80315,98.64083,-8343851600000.0,6.07358,1.2102168
3.1680307,7.2479247e-07,100,14.573662,-14.094955,0.98025125,4700,[-0.873  0.639 -0.661  0.469  0.118],0.3395108,39.70895,-10301051000000.0,0.4029008,233.10059571266174,17.31,-109.36208296343231,47,82046,111.73627,-10301051000000.0,5.6655903,1.218572
7.814304,9.155273e-07,100,15.359949,-13.595766,0.91681,4800,[-0.879  0.638 -0.636  0.469  0.147],0.06999911,39.611217,-14130386000000.0,0.9128886,238.10530376434326,17.22,-109.29524172897477,48,83768,208.94073,-14130386000000.0,6.017771,2.2480776
3.739835,-2.5749207e-06,100,14.130562,-14.00449,1.0023831,4900,[-0.873  0.623 -0.594  0.495  0.144],0.274767,37.750175,-5474401000000.0,0.5429959,243.1590540409088,18.68,-110.5195299562567,49,85636,124.19352,-5474401000000.0,6.123932,1.2531236
13.540991,1.7166138e-07,100,13.678926,-15.711897,1.021311,5000,[-0.876  0.621 -0.565  0.495  0.162],0.13432443,36.130478,-4926961000000.0,1.0935748,249.04759430885315,19.35,-110.53669810310934,50,87571,107.205086,-4926961000000.0,6.0031953,2.425121
4.524679,-3.9100647e-07,100,16.078598,-13.502409,1.0589062,5100,[-0.918  0.591 -0.543  0.487  0.213],0.15116239,36.074425,-2909321300000.0,0.8467974,253.9557707309723,18.96,-111.19736963829877,51,89467,157.71135,-2909321300000.0,6.58328,1.9139647
3.2136164,4.863739e-07,100,13.203871,-17.407352,1.0105742,5200,[-0.928  0.565 -0.514  0.509  0.209],0.31764707,35.200127,-3990838600000.0,0.36735952,259.14514446258545,20.25,-112.0106092361423,52,91492,67.67628,-3990838600000.0,6.4595966,1.1612884
12.306723,-5.1498415e-07,100,14.388635,-14.77248,1.1703596,5300,[-0.937  0.54  -0.529  0.477  0.233],0.06612074,35.096863,-3232579200000.0,1.3670822,264.35332322120667,19.97,-112.28311997811835,53,93489,181.05019,-3232579200000.0,6.845215,1.6767642
5.096028,-4.1007996e-07,100,12.894596,-14.694466,0.95600796,5400,[-0.923  0.527 -0.494  0.51   0.226],0.11059088,35.251553,-4434265000000.0,0.71059173,269.5473976135254,20.17,-112.51828998935446,54,95506,66.37707,-4434265000000.0,6.401788,1.8802745
2.2798553,3.8146972e-08,100,13.20775,-13.2495365,1.0261667,5500,[-0.916  0.545 -0.535  0.508  0.238],0.39508355,33.7361,-3591754500000.0,0.31396574,275.1822073459625,21.12,-112.82309832866368,55,97618,84.317154,-3591754500000.0,6.730541,1.1086688
6.1540375,4.7683716e-07,100,13.881906,-17.834215,1.0350269,5600,[-0.917  0.544 -0.515  0.515  0.241],0.06262323,33.75998,-2909321300000.0,0.8477825,280.84773874282837,21.24,-112.94810869343358,56,99742,262.21826,-2909321300000.0,7.0977807,1.7114104
9.3622465,2.0217894e-06,100,14.441789,-13.2639065,1.1300796,5700,[-0.915  0.559 -0.451  0.514  0.226],0.18024476,34.89038,-2909321300000.0,1.1007625,286.16627502441406,20.35,-112.92110668557599,57,101777,87.04436,-2909321300000.0,6.145142,1.5803467
2.8199499,-8.010864e-07,100,14.006495,-15.439253,1.0628338,5800,[-0.91   0.602 -0.457  0.495  0.229],0.17532861,34.009296,-3232579200000.0,0.50172526,292.07275223731995,20.63,-112.88766590238211,58,103840,93.91863,-3232579200000.0,6.8361287,1.206243
3.0142655,1.7261505e-06,100,12.1865835,-13.052397,0.9946294,5900,[-0.909  0.6   -0.431  0.509  0.224],0.27875167,33.4111,-1546132500000.0,0.45824087,297.93527936935425,21.47,-113.43343435940011,59,105987,64.767654,-1546132500000.0,6.5184336,1.1925038
5.6210337,-1.8119812e-06,100,10.449109,-17.040382,1.1572868,6000,[-0.913  0.578 -0.422  0.518  0.223],0.12351272,32.91006,-1546132500000.0,0.6722749,303.6407630443573,22.07,-114.1588086200731,60,108194,89.88247,-1546132500000.0,6.2742095,1.3738915
4.8777103,2.479553e-07,100,11.82013,-13.212893,1.1005975,6100,[-0.927  0.567 -0.411  0.451  0.228],0.15474886,33.196793,-1908805600000.0,0.75334436,309.5759627819061,21.69,-113.59022656269067,61,110363,114.834114,-1908805600000.0,6.576863,1.5191611
12.826217,3.2424927e-07,100,13.026418,-14.652475,0.9779494,6200,[-0.924  0.555 -0.379  0.468  0.245],0.09953117,31.782461,-1127130600000.0,0.85417944,315.670695066452,22.73,-114.78395274017385,62,112636,217.97495,-1127130600000.0,7.1535954,1.896905
3.8621304,-4.386902e-07,100,12.179855,-18.72076,1.0733713,6300,[-0.922  0.563 -0.345  0.517  0.293],0.40848157,30.363974,-539103070000.0,0.41624576,322.09468364715576,24.73,-117.45846621536197,63,115109,124.22723,-539103070000.0,6.8941417,1.1456809
3.7582064,1.4305115e-07,100,12.268452,-17.102997,1.0360078,6400,[-0.923  0.574 -0.313  0.488  0.309],0.37380904,30.566336,-539103070000.0,0.42729416,328.67097330093384,24.21,-117.71340514043771,64,117530,92.36787,-539103070000.0,6.625315,1.1647731
5.9006653,-1.5258789e-06,100,11.0012455,-15.550718,1.0219504,6500,[-0.921  0.572 -0.287  0.497  0.314],0.11638715,29.067951,-1717925000000.0,0.81357247,335.5578145980835,26.68,-119.5372736309645,65,120198,147.68085,-1717925000000.0,6.3251657,1.8844886
3.3847878,8.869171e-07,100,9.748256,-20.013014,1.0378661,6600,[-0.917  0.57  -0.23   0.488  0.334],0.32751596,26.785707,-286501500000.0,0.5377144,343.11634039878845,28.98,-122.60290840608963,66,123096,67.24885,-286501500000.0,6.1967974,1.2300837
3.1507182,5.7220458e-08,100,9.801607,-18.85359,1.0423939,6700,[-0.921  0.56  -0.204  0.49   0.343],0.41261712,27.123875,-65542350000.0,0.43809745,349.80123233795166,28.67,-122.12036972536629,67,125963,72.66634,-65542350000.0,5.861851,1.1373132
8.045229,-6.4849854e-07,100,9.098579,-14.839443,0.9609692,6800,[-0.924  0.571 -0.175  0.468  0.348],0.08114526,24.23584,-871896500.0,0.82978207,358.5020213127136,32.19,-125.12612846787479,68,129182,61.960262,-871896500.0,6.367418,1.6933705
2.906733,-2.0503999e-06,100,7.6235437,-16.644258,0.99328655,6900,[-0.944  0.529 -0.157  0.474  0.365],0.4369501,25.090021,-47780372000.0,0.41902843,366.26697278022766,32.31,-126.40910090096078,69,132413,58.270287,-47780372000.0,5.920442,1.1479682
3.05069,,100,7.823269,-20.293316,0.95281065,7000,[-0.944  0.521 -0.134  0.478  0.374],0.26921356,22.488817,-375322780.0,0.38577828,374.9538218975067,36.46,-129.45168271660373,70,136059,35.935787,-375322780.0,5.7940917,1.1774402
2.806592,-5.912781e-07,100,7.184536,-20.330296,1.034389,7100,[-0.954  0.504 -0.117  0.473  0.375],0.30094802,21.855812,-31348703000.0,0.46536893,383.86236333847046,38.63,-131.40572379255036,71,139922,41.732975,-31348703000.0,5.2265625,1.2394841
4.953074,-1.3160706e-06,100,6.463601,-15.235664,1.058106,7200,[-0.961  0.487 -0.094  0.465  0.383],0.123766884,20.80075,-58988114000.0,0.6377695,394.09746742248535,41.8,-134.39916128341684,72,144102,43.7201,-58988114000.0,4.849728,1.3659483
4.1831727,-2.861023e-07,100,7.3011403,-15.657804,1.0119435,7300,[-0.966  0.462 -0.069  0.482  0.387],0.30260363,19.803581,-38702100000.0,0.5240885,404.67444801330566,43.52,-137.00977843972626,73,148454,36.22406,-38702100000.0,4.899539,1.3853233
3.3150675,1.14440915e-07,100,6.324997,-14.041004,0.99435717,7400,[-0.973  0.436 -0.046  0.485  0.404],0.17588028,20.13162,-12145129000.0,0.47868454,415.0913460254669,43.77,-136.87556916632585,74,152831,28.097992,-12145129000.0,4.7316446,1.3445044
15.473267,-7.2479247e-07,100,5.398444,-19.18752,1.0325106,7500,[-0.985  0.411 -0.021  0.478  0.408],0.12896325,18.761301,-8853800000.0,1.4888206,425.87229657173157,47.62,-140.32384888284997,75,157593,28.118895,-8853800000.0,4.5323353,1.8285134
9.069807,-4.2915343e-07,100,4.174079,-14.718792,1.1574581,7600,[-1.008  0.364  0.002  0.478  0.42 ],0.10162089,17.960434,-9837556000.0,1.1973342,437.8193290233612,52.52,-144.60169382785656,76,162845,16.184032,-9837556000.0,3.238194,2.338565
4.5162387,-4.7683715e-09,100,5.139799,-12.975357,0.9581502,7700,[-1.019  0.311 -0.005  0.463  0.466],0.13328086,17.40992,-45630476.0,0.69142556,450.08087372779846,53.94,-145.9241618943834,77,168239,28.42242,-45630476.0,3.7298048,1.8447992
10.970164,-7.6293946e-07,100,4.4764442,-13.545136,1.1467232,7800,[-1.028  0.275 -0.041  0.464  0.496],0.17546737,16.285923,-2250517200.0,1.1868894,463.57381796836853,60.07,-150.70442892807716,78,174246,9.7438965,-2250517200.0,2.8714519,1.6627762
33.34064,9.536743e-09,100,5.1114683,-14.814085,0.9765338,7900,[-1.045  0.238 -0.039  0.423  0.51 ],1.1155448e-05,15.219317,-50700536.0,3.7368095,476.99981927871704,60.36,-150.73398206002298,79,180282,44.17898,-50700536.0,3.050161,119.07999
111.48383,-7.152558e-08,100,3.7885942,-11.895808,1.2387599,8000,[-1.112  0.165  0.036  0.352  0.412],0.00033026523,14.070043,-4992828.5,3.8608496,492.9893662929535,71.37,-159.1455721012237,80,187419,22.4168,-4992829.0,1.8001928,79.13264
101.275604,-4.2915346e-08,100,4.4270587,-1.0752811,0.3331956,8100,[-1.157  0.046  0.04   0.368  0.32 ],1.457246e-12,12.354102,-261286.89,2.5827718,515.241532087326,101.65,-185.66444748087557,81,197584,341.2771,-261289.8,0.95407546,6431916000.0
1.5675917,6.1035155e-07,100,4.1895113,-1.6166172,1.0070146,8200,[-1.205 -0.009 -0.066  0.222  0.205],0.65603894,5.230541,-28.1162,0.12319842,551.5262062549591,169.22,-229.20779239799998,82,214506,1.8220526,-28.130802,1.2944924,1.0217376
1.6796925,9.012222e-07,100,3.3514524,-1.452879,1.0109521,8300,[-1.205 -0.008 -0.069  0.218  0.203],0.57589465,5.7332053,-27.625944,0.17680517,584.1942899227142,155.66,-219.43840317340536,83,230072,1.329205,-27.652332,1.1090775,1.0482624
1.0,-3.004074e-07,100,3.5552344,-1.5406923,1.0,8400,[-1.205 -0.009 -0.075  0.215  0.203],1.0,5.5176206,-27.815727,,618.7803158760071,159.84,-222.40771307572336,84,246056,1.8493606,-27.815727,1.3530952,1.0
1.0,-1.5258789e-07,100,3.6063523,-1.3893299,1.0,8500,[-1.205 -0.009 -0.075  0.215  0.203],1.0,5.2535706,-28.079895,,653.2308349609375,164.67,-226.73915818639253,85,262523,1.1603442,-28.079895,1.0717933,1.0
1.0,-5.340576e-07,100,3.9499416,-1.6238699,1.0,8600,[-1.205 -0.009 -0.075  0.215  0.203],1.0,5.34054,-27.992819,,689.5339188575745,165.7,-225.82171335784523,86,279093,1.7270578,-27.992819,1.3075883,1.0
2.1228285,-8.34465e-07,100,3.8580894,-1.3446579,1.0111256,8700,[-1.205 -0.009 -0.075  0.215  0.203],0.65273046,5.5621057,-27.789309,0.18312924,721.6908543109894,157.69,-220.90596234061343,87,294862,1.4693209,-27.806313,1.1731826,1.0282425
2.4266877,-2.0980835e-07,100,3.8407493,-1.7598133,1.0393336,8800,[-1.207 -0.008 -0.071  0.212  0.204],0.5884501,5.5836997,-27.782305,0.23308861,756.7811086177826,164.29,-224.49496828356638,88,311291,1.9093472,-27.81266,1.3328369,1.0496731
1.0000914,3.0517577e-07,100,3.9162698,-1.8029985,1.0000011,8900,[-1.208 -0.006 -0.066  0.205  0.203],0.9999299,5.8446116,-27.488792,2.6627595e-05,790.5142657756805,157.07,-219.44887589103368,89,326998,2.0055819,-27.488798,1.4090797,1.0000046
1.0,-2.3365021e-07,100,3.1557136,-1.475007,1.0,9000,[-1.208 -0.006 -0.066  0.205  0.203],1.0,5.3599534,-27.973398,,824.9818184375763,162.42,-223.48058401147617,90,343240,1.7292097,-27.973398,1.3084028,1.0
1.5555322,-4.4822693e-07,100,3.3659787,-1.577651,1.0079073,9100,[-1.208 -0.006 -0.066  0.205  0.203],0.5916406,5.208416,-28.143105,0.14503603,862.6968739032745,171.19,-231.12427504382106,91,360359,1.8817749,-28.161274,1.3069715,1.031298
1.0,-3.3855437e-07,100,3.598464,-1.4445438,1.0,9200,[-1.206 -0.008 -0.07   0.208  0.205],1.0,5.440068,-27.893269,,897.5067439079285,161.15,-222.27392649456996,92,376474,1.4973176,-27.893269,1.2175157,1.0
2.2174218,-2.2888183e-07,100,3.4887724,-1.5765705,1.0096003,9300,[-1.206 -0.008 -0.07   0.208  0.205],0.6721178,5.9966846,-27.363564,0.1711242,928.5778384208679,150.33,-214.52350796587024,93,391507,1.7439569,-27.387873,1.2760881,1.0250479
1.0,3.2901764e-07,100,3.8534937,-1.7967329,1.0,9400,[-1.207 -0.004 -0.068  0.199  0.204],1.0,5.9774156,-27.402582,,961.072315454483,151.79,-214.441948179828,94,406686,2.0532606,-27.402582,1.4257376,1.0
1.8546864,3.33786e-08,100,3.6123676,-1.3724442,1.022512,9500,[-1.207 -0.004 -0.068  0.199  0.204],0.43556133,5.203633,-28.147842,0.18111958,993.6860175132751,166.0,-227.17497833206,95,423286,1.1843832,-28.167244,1.0673332,1.0362657
1.0004114,-1.66893e-07,100,3.5869904,-1.5765638,1.0000099,9600,[-1.206 -0.004 -0.063  0.202  0.202],0.9995471,5.5815473,-27.752522,0.00014433893,1026.6208755970001,156.69,-218.85916772337575,96,438955,1.3570493,-27.752552,1.1591156,1.0
1.0000885,1.7166138e-07,100,3.5868874,-1.6068811,0.9999997,9700,[-1.206 -0.004 -0.063  0.202  0.202],0.9998975,5.4448895,-27.892166,2.448561e-05,1061.675660610199,163.55,-224.47535787800692,97,455310,1.592858,-27.89217,1.2557592,1.0
1.0001606,5.245209e-07,100,4.3258266,-1.5802507,1.0000049,9800,[-1.206 -0.004 -0.063  0.202  0.202],0.999833,5.524438,-27.80891,5.264948e-05,1095.6486909389496,160.02,-220.4510962643092,98,471312,1.7870363,-27.808918,1.3300873,1.0
2.279824,-1.4305115e-07,100,4.760854,-1.6178408,1.022452,9900,[-1.206 -0.004 -0.063  0.202  0.202],0.53600115,5.606504,-27.776793,0.23100103,1129.45574593544,158.4,-219.15542644726426,99,487152,1.964524,-27.818645,1.2115248,1.0487165
1.0,,100,3.421348,-1.7368307,1.0,10000,[-1.208e+00  9.100e-04 -6.062e-02  1.902e-01  2.027e-01],1.0,5.869119,-27.464224,,1161.2684226036072,151.0,-212.39995086206562,100,502252,1.4810233,-27.464224,1.2108729,1.0
