InitialBound,MinIW,TimestepsSoFar,ReturnMeanIW,InitialReturnStd,EpLenMean,Iteration,InitialReturnMin,InitialReturnMax,Weights,MaxIW,StdIW,Bound,TimeElapsed,EmpiricalD2,EpRewMean,EpisodesSoFar,InitialReturnMean,MeanIW,J_sample_variance,EpThisIter
-819300600000000.0,0.9249508,792540,223.42502,1.557755,43.28,194,-2.0403976,5.63488,[ 0.552 -0.564  0.277  0.42  -0.016],1.1201018,0.026982697,-819300600000000.0,1701.6033277511597,1.0005145,-139.34830216685504,19400,1.0375977e-05,1.0059204,24.873587,100
-619382800000000.0,0.95383817,796537,241.86427,1.6189827,39.97,195,-2.000061,5.1595764,[ 0.551 -0.564  0.277  0.421 -0.014],1.076423,0.023801876,-619382800000000.0,1709.596326828003,1.0006614,-136.1582870333368,19500,-3.890991e-06,1.0050308,21.698677,100
-836380400000000.0,0.8866553,800893,221.45232,1.9932908,43.56,196,-2.510376,6.169197,[ 0.55  -0.565  0.276  0.42  -0.012],1.261368,0.05314765,-836380400000000.0,1718.1313815116882,1.0025536,-139.20061838492214,19600,5.722046e-06,1.0049053,93.938354,100
-438367800000000.0,0.9313545,805486,210.82307,1.7114193,45.93,197,-2.1401138,4.6998215,[ 0.548 -0.565  0.276  0.422 -0.009],1.0971429,0.030539842,-438367800000000.0,1726.7764201164246,1.0009463,-142.10441532514236,19700,-1.8310546e-06,1.0055199,28.21683,100
-786153830000000.0,0.9416289,809509,240.34544,1.708205,40.23,198,-2.26754,5.089569,[ 0.548 -0.566  0.275  0.423 -0.009],1.0635138,0.022441946,-786153830000000.0,1734.9887537956238,1.0005862,-136.40262888535102,19800,7.3242186e-06,1.0048759,22.491196,100
-836380400000000.0,0.87844366,813540,240.38777,1.6577672,40.31,199,-1.8928909,5.3949814,[ 0.548 -0.565  0.275  0.423 -0.01 ],1.1690056,0.037766505,-836380400000000.0,1743.7734467983246,1.0017343,-136.83334364606682,19900,3.2806397e-06,1.0057868,70.356125,100
-723727300000000.0,0.9018574,817887,222.40062,2.0220938,43.47,200,-2.1621552,5.676132,[ 0.546 -0.566  0.277  0.421 -0.01 ],1.210789,0.043971267,-723727300000000.0,1752.7822391986847,1.0017278,-139.49688894193795,20000,-3.890991e-06,1.0058672,64.18323,100
-1313714000000000.0,0.9116469,821680,255.03607,1.6839644,37.93,201,-2.0311813,5.1477737,[ 0.545 -0.567  0.276  0.422 -0.009],1.0662694,0.02532916,-1313714000000000.0,1761.6008703708649,1.0006685,-134.26001850178434,20100,-1.1291504e-05,1.0047952,31.59374,100
-680093200000000.0,0.887627,825841,232.69269,1.648314,41.61,202,-1.9111404,5.9652634,[ 0.545 -0.567  0.277  0.422 -0.01 ],1.1247244,0.043160018,-680093200000000.0,1770.9778234958649,1.002364,-137.96481924002796,20200,-3.0517577e-07,1.0053589,71.903564,100
-701581360000000.0,0.95177364,829757,246.8068,1.7900869,39.16,203,-2.112175,5.6329803,[ 0.546 -0.565  0.278  0.422 -0.008],1.0461042,0.017072927,-701581360000000.0,1779.3860194683075,1.0002909,-135.31186421969034,20300,-6.8664554e-07,1.0046078,15.351909,100
-1048768740000000.0,0.94763964,833799,239.21571,1.8656478,40.42,204,-2.2112198,7.033806,[ 0.546 -0.565  0.279  0.422 -0.008],1.0784017,0.027325474,-1048768740000000.0,1787.9062762260437,1.000781,-136.58560522103195,20400,1.2207031e-06,1.0055027,31.807472,100
-407099550000000.0,0.9699394,837904,235.5519,1.610643,41.05,205,-2.1557465,5.2902527,[ 0.546 -0.566  0.278  0.422 -0.008],1.0735236,0.013882349,-407099550000000.0,1796.832716703415,1.0001985,-137.1999275108769,20500,6.1035157e-06,1.0049868,12.413831,100
-1027462300000000.0,0.94398856,841995,236.56721,1.6426808,40.91,206,-1.9135742,5.324066,[ 0.545 -0.566  0.279  0.421 -0.007],1.0839425,0.024347238,-1027462300000000.0,1805.9736495018005,1.0007229,-137.20925653542784,20600,-2.7465821e-06,1.0046991,24.411133,100
-471915100000000.0,0.9200091,846257,226.45312,1.7570115,42.62,207,-2.376709,4.8297577,[ 0.545 -0.567  0.278  0.421 -0.005],1.1233394,0.028129688,-471915100000000.0,1815.441326379776,1.0006317,-138.41199148563007,20700,5.4931643e-06,1.0057274,31.77603,100
-476903100000000.0,0.8615217,850402,233.49464,1.7891737,41.45,208,-2.038063,4.8992004,[ 0.547 -0.566  0.277  0.421 -0.004],1.1959004,0.06627885,-476903100000000.0,1823.7344274520874,1.0042354,-137.7080552380776,20800,1.7547608e-06,1.0052359,153.08017,100
-645688500000000.0,0.8270527,854662,227.10892,1.784923,42.6,209,-2.03376,6.3598022,[ 0.543 -0.568  0.276  0.423 -0.002],1.1571325,0.061893094,-645688500000000.0,1832.4877727031708,1.0049137,-138.82883175011204,20900,8.468628e-06,1.0028194,110.87184,100
-917634000000000.0,0.92361814,858395,259.31754,1.3627841,37.33,210,-1.8452301,5.0057144,[ 0.548 -0.565  0.276  0.424 -0.002],1.1943707,0.036607035,-917634000000000.0,1840.1894226074219,1.0016507,-133.8188621992905,21000,-7.2479247e-06,1.0047005,60.65957,100
-946393400000000.0,0.919261,862275,249.35555,1.7937894,38.8,211,-2.0540543,6.5100327,[ 0.55  -0.563  0.274  0.424 -0.005],1.1208663,0.033148862,-946393400000000.0,1848.3250205516815,1.0009162,-135.1230545820042,21100,2.5939942e-06,1.0050358,45.582405,100
-898937260000000.0,0.8709721,866446,232.13535,1.6010432,41.71,212,-1.9001389,4.8024063,[ 0.549 -0.564  0.273  0.425 -0.005],1.0991044,0.028602002,-898937260000000.0,1857.4014217853546,1.0008668,-138.02734878588083,21200,-8.621216e-06,1.0053283,35.784435,100
-786153830000000.0,0.8972777,870957,214.3597,1.787089,45.11,213,-2.2017288,6.06868,[ 0.547 -0.565  0.275  0.426 -0.006],1.136926,0.03600287,-786153830000000.0,1866.016532421112,1.0010961,-141.06219641516066,21300,1.8310546e-06,1.0058017,36.327187,100
-927124400000000.0,0.9139965,874829,250.22678,1.7074249,38.72,214,-1.9855042,7.931328,[ 0.547 -0.566  0.273  0.426 -0.006],1.1037521,0.026570166,-927124400000000.0,1873.8857095241547,1.0005956,-135.2622869437111,21400,-7.095337e-06,1.0043572,41.186493,100
-1235554000000000.0,0.93252814,878923,235.82565,2.017543,40.94,215,-2.3376083,7.4727097,[ 0.547 -0.566  0.275  0.425 -0.006],1.0905629,0.029461894,-1235554000000000.0,1881.635914325714,1.0010753,-136.8641135789618,21500,-5.4931643e-06,1.0049137,37.695217,100
-956174200000000.0,0.90563756,882733,253.76376,1.8606944,38.1,216,-2.0812912,5.626686,[ 0.548 -0.565  0.276  0.426 -0.006],1.0803719,0.031869333,-956174200000000.0,1890.2861349582672,1.0013099,-134.3669728334712,21600,-9.155273e-07,1.0043076,44.41797,100
-540838920000000.0,0.8811499,887129,219.79462,1.6756613,43.96,217,-2.2853165,5.2848053,[ 0.547 -0.567  0.276  0.425 -0.007],1.2023321,0.04657028,-540838920000000.0,1899.818680047989,1.0023985,-139.86136344868476,21700,-8.392334e-07,1.004728,77.68674,100
-1248255500000000.0,0.8475706,891231,235.9739,1.9535472,41.02,218,-2.145874,7.561455,[ 0.547 -0.566  0.273  0.425 -0.007],1.1658528,0.055702373,-1248255500000000.0,1908.1620271205902,1.0034642,-137.34380072214472,21800,-3.3569336e-06,1.0047216,104.514725,100
-889728900000000.0,0.8818525,895140,247.60968,1.8222677,39.09,219,-2.0668106,7.477112,[ 0.546 -0.568  0.271  0.426 -0.007],1.108655,0.043367095,-889728900000000.0,1916.829560995102,1.0021257,-135.47911542875002,21900,-4.272461e-06,1.0039973,83.30402,100
-1048768740000000.0,0.8918737,899056,247.10649,1.6613392,39.16,220,-2.0305252,5.559517,[ 0.546 -0.567  0.273  0.426 -0.007],1.1067789,0.03661004,-1048768740000000.0,1924.6585338115692,1.0014641,-135.49824827887826,22000,-5.569458e-06,1.0044938,65.80096,100
-594113600000000.0,0.9102823,903379,223.48714,2.0120103,43.23,221,-2.2933197,6.4748917,[ 0.546 -0.566  0.275  0.427 -0.008],1.1393619,0.0391216,-594113600000000.0,1933.6444354057312,1.0015159,-139.1434263195998,22100,-3.6621093e-06,1.0050979,58.424652,100
-898937260000000.0,0.8623438,907538,232.48228,1.7463878,41.59,222,-2.1357117,5.4687805,[ 0.547 -0.565  0.275  0.43  -0.008],1.1723106,0.0625255,-898937260000000.0,1942.547152042389,1.0038769,-137.68532628126684,22200,1.9073486e-06,1.0056556,132.15384,100
-429208460000000.0,0.94911206,912038,214.97588,1.5878532,45.0,223,-2.2901382,4.445793,[ 0.546 -0.565  0.272  0.431 -0.008],1.0949715,0.022786172,-429208460000000.0,1953.0632684230804,1.0006167,-141.0647122756509,22300,-7.6293945e-06,1.0050714,19.43045,100
-1150129200000000.0,0.91238546,916098,238.006,1.7863668,40.6,224,-2.3072433,5.776146,[ 0.546 -0.565  0.271  0.431 -0.009],1.1076101,0.028549928,-1150129200000000.0,1960.7625935077667,1.0010074,-136.66925559229136,22400,7.476807e-06,1.005369,39.31378,100
-746551150000000.0,0.9306917,920205,235.4133,1.7663385,41.07,225,-2.171791,5.6674576,[ 0.545 -0.564  0.272  0.429 -0.01 ],1.0807794,0.030340292,-746551150000000.0,1969.3802852630615,1.0009758,-137.19109692838944,22500,-6.1798096e-06,1.0055826,34.02113,100
-701581360000000.0,0.9418454,924432,229.07352,1.6687597,42.27,226,-2.1181488,5.356674,[ 0.545 -0.563  0.273  0.429 -0.009],1.1142229,0.02898778,-701581360000000.0,1977.8795335292816,1.0007088,-138.58443883684714,22600,-8.392334e-06,1.0054283,28.491917,100
-1126805700000000.0,0.74059594,928566,233.88644,1.5715481,41.34,227,-2.1036835,4.698395,[ 0.545 -0.563  0.272  0.428 -0.01 ],1.4361362,0.09645894,-1126805700000000.0,1986.7948381900787,1.0123204,-137.59363296812,22700,-6.408691e-06,1.0046654,317.5034,100
-1016968660000000.0,0.9546661,932644,237.29048,1.6117338,40.78,228,-2.0717392,4.9252167,[ 0.544 -0.566  0.268  0.429 -0.005],1.0657064,0.023129933,-1016968660000000.0,1995.5811231136322,1.0005416,-137.03867497757838,22800,8.468628e-06,1.0051953,21.791582,100
-600335970000000.0,0.8991369,936767,234.83868,1.7338581,41.23,229,-1.9068832,7.567833,[ 0.543 -0.567  0.268  0.429 -0.004],1.1829164,0.044187803,-600335970000000.0,2003.7568192481995,1.0022302,-137.58114570800652,22900,-8.468628e-06,1.0046,75.38226,100
-778073300000000.0,0.93203837,941328,212.37271,1.6748406,45.61,230,-2.0110245,4.7157593,[ 0.544 -0.567  0.265  0.429 -0.005],1.167578,0.037405536,-778073300000000.0,2013.165745973587,1.0014557,-141.83237124125586,23000,-8.392334e-07,1.0042897,51.638588,100
-1210530500000000.0,0.8527609,945329,241.7173,1.6339364,40.01,231,-2.2572556,4.8945847,[ 0.543 -0.566  0.265  0.424 -0.006],1.2091683,0.048247013,-1210530500000000.0,2022.0996961593628,1.002115,-136.20124444215494,23100,6.027222e-06,1.0048392,101.33576,100
-898937260000000.0,0.9188787,949588,227.14923,1.79798,42.59,232,-2.0125504,5.739311,[ 0.54  -0.567  0.265  0.421 -0.008],1.196898,0.04701994,-898937260000000.0,2031.0757195949554,1.0017157,-138.7175855306414,23200,-4.119873e-06,1.0072384,77.91362,100
-666123460000000.0,0.9003001,953788,230.6009,1.7138714,42.0,233,-2.0352936,8.476624,[ 0.54  -0.568  0.263  0.421 -0.008],1.106694,0.032658067,-666123460000000.0,2040.0342812538147,1.0011759,-138.37117766035243,23300,-6.408691e-06,1.0051454,44.301064,100
-502609320000000.0,0.9066787,957866,237.01433,1.7531694,40.78,234,-2.12043,4.8023605,[ 0.542 -0.566  0.263  0.423 -0.009],1.1312653,0.032349505,-502609320000000.0,2048.2771003246307,1.0012339,-136.87831294697057,23400,9.002685e-06,1.0056151,45.197083,100
-986113300000000.0,0.87961113,962133,226.90529,1.7561392,42.67,235,-2.090622,5.546791,[ 0.541 -0.566  0.264  0.422 -0.008],1.1224158,0.029098608,-986113300000000.0,2057.170740842819,1.0009164,-138.95909677707692,23500,-9.155273e-07,1.0052501,39.15723,100
-1048768740000000.0,0.9147567,966072,245.9387,1.5227647,39.39,236,-1.9687271,5.3843536,[ 0.54  -0.566  0.266  0.422 -0.01 ],1.1206086,0.034370568,-1048768740000000.0,2066.296068429947,1.0013541,-135.9022905303762,23600,7.6293945e-06,1.00452,50.783154,100
-871587500000000.0,0.9221175,969992,247.25383,1.5419533,39.2,237,-1.8007126,4.956253,[ 0.541 -0.567  0.265  0.424 -0.006],1.0910175,0.025495762,-871587500000000.0,2074.9837770462036,1.0005705,-135.7748288393597,23700,8.392334e-07,1.0046442,32.92506,100
-1006580000000000.0,0.86077505,974200,229.99725,1.80952,42.08,238,-2.0591888,5.887802,[ 0.542 -0.566  0.264  0.426 -0.006],1.1964878,0.061871912,-1006580000000000.0,2083.373726129532,1.0037415,-138.33389063050697,23800,-2.7465821e-06,1.0063013,137.034,100
-680093200000000.0,0.82422084,978837,208.19923,2.0023377,46.37,239,-2.5192947,6.767395,[ 0.543 -0.565  0.267  0.425 -0.007],1.110094,0.044128068,-680093200000000.0,2093.390900373459,1.0025975,-142.04230159616782,23900,-1.1444092e-06,1.0058955,58.681858,100
-946393400000000.0,0.8788398,982973,233.59804,1.7728997,41.36,240,-2.339737,5.8758163,[ 0.544 -0.565  0.269  0.426 -0.008],1.1603662,0.03762068,-946393400000000.0,2102.0900597572327,1.0010794,-137.3489852711078,24000,-3.7384034e-06,1.0054208,56.628826,100
-946393400000000.0,0.90163004,986758,255.87859,1.8178918,37.85,241,-1.8225784,6.5395203,[ 0.543 -0.566  0.27   0.423 -0.006],1.0983065,0.03869448,-946393400000000.0,2110.1029629707336,1.0014478,-134.35533415594583,24100,1.7547608e-06,1.0049564,64.43161,100
-680093200000000.0,0.93385905,990478,260.0349,1.825841,37.2,242,-1.9388199,7.1130676,[ 0.542 -0.568  0.269  0.423 -0.006],1.0864575,0.025184024,-680093200000000.0,2117.9850685596466,1.0006585,-133.5585000715378,24200,6.027222e-06,1.0049125,38.45344,100
-687184100000000.0,0.93048126,994636,232.70378,1.5623686,41.58,243,-2.1204987,4.993431,[ 0.542 -0.567  0.271  0.423 -0.006],1.1328899,0.033194892,-687184100000000.0,2126.7657673358917,1.0008248,-137.78503602714844,24300,1.0604858e-05,1.0055454,44.3692,100
-1092688000000000.0,0.9329561,998945,224.84761,1.5992762,43.09,244,-1.7821198,6.0046997,[ 0.541 -0.566  0.271  0.422 -0.004],1.1130344,0.032423478,-1092688000000000.0,2135.72647356987,1.0010445,-139.46158860759834,24400,2.1362305e-06,1.0046651,39.301132,100
-1048768740000000.0,0.89401895,1003111,231.78185,1.8517869,41.66,245,-2.4025345,4.5611496,[ 0.541 -0.566  0.27   0.422 -0.005],1.1572407,0.04154235,-1048768740000000.0,2143.7124931812286,1.0021447,-137.58280066052595,24500,3.5858154e-06,1.0054281,60.514694,100
-1027462300000000.0,0.9256657,1007243,233.87885,1.7775455,41.32,246,-2.1724854,5.6892853,[ 0.542 -0.565  0.271  0.421 -0.005],1.0885777,0.032587096,-1027462300000000.0,2152.1966145038605,1.0011871,-137.37652227937565,24600,3.2806397e-06,1.0050768,37.02801,100
-1138408700000000.0,0.87488055,1011395,233.16092,1.6001956,41.52,247,-2.0411987,4.8943024,[ 0.541 -0.566  0.27   0.42  -0.005],1.2248957,0.068689995,-1138408700000000.0,2161.6488869190216,1.0042644,-137.8095027203481,24700,-8.31604e-06,1.00668,158.7844,100
-645688500000000.0,0.91667193,1015477,236.96349,1.6377581,40.82,248,-2.10083,5.3591614,[ 0.541 -0.564  0.272  0.422 -0.004],1.1328772,0.03862024,-645688500000000.0,2169.8448140621185,1.0015862,-137.04545690685836,24800,-4.577637e-06,1.0051323,54.634945,100
-1038062050000000.0,0.86347145,1019623,233.02937,1.807646,41.46,249,-2.2818909,5.877075,[ 0.541 -0.565  0.271  0.421 -0.003],1.1733965,0.0414645,-1038062050000000.0,2179.2163689136505,1.0019912,-137.47123515190674,24900,-1.083374e-05,1.0055947,83.47818,100
-1103946450000000.0,0.8958221,1023711,236.67273,1.772654,40.88,250,-1.9510956,6.6233444,[ 0.538 -0.565  0.271  0.417 -0.004],1.1832052,0.04849118,-1103946450000000.0,2188.183862686157,1.0034834,-137.19396757817668,25000,-7.476807e-06,1.004953,97.739555,100
-731259000000000.0,0.9403464,1027801,236.18945,1.849304,40.9,251,-2.2605896,5.4886017,[ 0.539 -0.562  0.269  0.414  0.001],1.0764828,0.026546983,-731259000000000.0,2195.872334957123,1.0006943,-136.91092513058692,25100,-1.6021728e-06,1.0051821,30.21695,100
-908238750000000.0,0.9632549,1031821,240.23668,1.7327442,40.2,252,-2.2742386,5.2899933,[ 0.539 -0.561  0.27   0.414  0.001],1.0396459,0.014908207,-908238750000000.0,2203.6618921756744,1.000283,-136.1990081042991,25200,-5.9509275e-06,1.0053309,13.109311,100
-308447770000000.0,0.90106374,1035995,231.66849,1.9630752,41.74,253,-2.3007355,9.05545,[ 0.539 -0.56   0.271  0.414  0.001],1.1082287,0.037533287,-308447770000000.0,2212.2094860076904,1.0011969,-137.85348204514727,25300,-1.3046265e-05,1.005425,59.999954,100
-770073600000000.0,0.93313825,1040450,217.52734,1.5848876,44.55,254,-1.9076996,5.076462,[ 0.538 -0.561  0.27   0.412  0.001],1.1062024,0.029567435,-770073600000000.0,2221.5019800662994,1.001104,-140.9187517931065,25400,-9.155274e-06,1.0052568,29.95406,100
-594113600000000.0,0.79161894,1044648,230.79716,1.7054524,41.98,255,-1.9417496,6.839096,[ 5.387e-01 -5.614e-01  2.685e-01  4.132e-01 -3.607e-04],1.3719343,0.07755915,-594113600000000.0,2229.9808695316315,1.005451,-138.36478486573162,25500,-3.8146973e-07,1.0057534,237.7358,100
-731259000000000.0,0.9482315,1048877,228.29842,2.0958016,42.29,256,-2.2538986,6.9570694,[ 0.541 -0.563  0.268  0.415  0.007],1.0673994,0.020796716,-731259000000000.0,2238.5990750789642,1.0005207,-138.15439526539706,25600,-9.918213e-07,1.0051101,19.438723,100
-587953500000000.0,0.91964334,1053203,223.46724,1.7226088,43.26,257,-2.078804,4.9812546,[ 0.54  -0.564  0.268  0.415  0.008],1.1174333,0.033810448,-587953500000000.0,2247.9489331245422,1.0013607,-139.28726510777327,25700,8.163453e-06,1.0052794,39.041912,100
-1198206200000000.0,0.5701088,1057290,236.66103,1.8580538,40.87,258,-2.35289,5.667053,[ 0.541 -0.563  0.269  0.415  0.007],1.739491,0.19217636,-1198206200000000.0,2256.1738064289093,1.0345943,-136.89293149278882,25800,-1.2054444e-05,1.0016096,1288.4164,100
-889728900000000.0,0.84071064,1061418,234.92252,1.3177117,41.28,259,-1.7912292,5.318985,[ 0.535 -0.569  0.265  0.412  0.006],1.1660181,0.05395633,-889728900000000.0,2264.387875318527,1.003326,-137.88782214189018,25900,-8.31604e-06,1.0052963,112.27008,100
-966053700000000.0,0.8100646,1065925,214.41605,1.9681164,45.07,260,-2.3274536,7.213234,[ 0.535 -0.571  0.263  0.41   0.002],1.1456286,0.0561554,-966053700000000.0,2272.5376760959625,1.002687,-140.93340508032168,26000,-2.4414062e-06,1.0056827,92.98892,100
-701581360000000.0,0.95626426,1069746,252.94281,1.7179114,38.21,261,-2.3213348,5.704735,[ 5.339e-01 -5.715e-01  2.612e-01  4.094e-01  5.491e-04],1.0806333,0.024519451,-701581360000000.0,2280.1311366558075,1.00058,-134.38857266367623,26100,-7.476807e-06,1.0051069,27.796934,100
-282926540000000.0,0.8382273,1074001,228.16255,1.3249383,42.55,262,-1.6529922,4.4749603,[ 5.336e-01 -5.720e-01  2.602e-01  4.093e-01  4.616e-04],1.1771324,0.051918194,-282926540000000.0,2288.5697560310364,1.0029999,-139.29723721269013,26200,-1.6784668e-06,1.0048956,83.83709,100
-606621250000000.0,0.86540675,1078114,235.04123,1.4858342,41.13,263,-1.9752884,4.226967,[ 0.535 -0.571  0.262  0.409 -0.001],1.174746,0.05267061,-606621250000000.0,2296.5040707588196,1.0023533,-137.19305210157086,26300,8.850097e-06,1.0048234,108.14621,100
-420231340000000.0,0.9267899,1082312,230.2641,1.8554689,41.98,264,-2.139824,6.313263,[ 0.535 -0.57   0.264  0.409 -0.001],1.1001693,0.03137528,-420231340000000.0,2305.0491104125977,1.0008812,-138.03752802008626,26400,1.6021728e-06,1.0057745,38.487785,100
-794316000000000.0,0.9246327,1086787,215.74748,2.0231075,44.75,265,-2.2713165,7.151581,[ 0.536 -0.569  0.264  0.409 -0.001],1.0910504,0.030984016,-794316000000000.0,2314.4905200004578,1.0011497,-140.5004950119668,26500,-1.8310546e-06,1.0050381,31.262804,100
-936710400000000.0,0.9198361,1091129,222.73386,1.950216,43.42,266,-2.0542603,7.361847,[ 0.535 -0.57   0.264  0.408 -0.001],1.0622696,0.022818586,-936710400000000.0,2323.9613325595856,1.0006996,-139.50990323112504,26600,-5.340576e-07,1.0048611,23.938112,100
-708889250000000.0,0.9201358,1095283,232.84868,1.7820488,41.54,267,-2.2950058,6.177391,[ 5.360e-01 -5.702e-01  2.636e-01  4.104e-01 -5.054e-04],1.0958477,0.036715966,-708889250000000.0,2334.2426109313965,1.0015453,-137.73224079663134,26700,6.2561035e-06,1.0051857,45.025528,100
-1006580000000000.0,0.81866014,1099633,222.03128,1.9927825,43.5,268,-2.3970566,6.648552,[ 5.354e-01 -5.713e-01  2.623e-01  4.103e-01  7.692e-05],1.2835125,0.07563621,-1006580000000000.0,2342.464551448822,1.0062379,-139.39590188976823,26800,-1.2969971e-06,1.0053691,175.40039,100
-552264850000000.0,0.9466233,1104238,210.62138,1.6225513,46.05,269,-1.8846207,6.295479,[ 0.537 -0.574  0.261  0.41  -0.007],1.1783738,0.02602902,-552264850000000.0,2351.95147562027,1.0007156,-142.50714312315372,26900,1.5258789e-06,1.0053889,21.930552,100
-976033100000000.0,0.9363632,1108325,236.84872,1.5775357,40.87,270,-2.12352,4.907898,[ 0.538 -0.573  0.26   0.41  -0.006],1.0949775,0.03309893,-976033100000000.0,2361.177758216858,1.0011909,-137.1906376672386,27000,-1.0757446e-05,1.0051534,41.84816,100
-827797600000000.0,0.9251194,1112052,259.48477,1.6717193,37.27,271,-2.2023468,5.001625,[ 0.537 -0.574  0.26   0.408 -0.005],1.0673373,0.019664854,-827797600000000.0,2368.909890651703,1.0004878,-133.60163562562335,27100,-5.722046e-06,1.0046245,25.387873,100
-802560700000000.0,0.8877433,1116500,217.6527,1.6516247,44.48,272,-1.9829559,3.6996536,[ 0.536 -0.574  0.261  0.408 -0.006],1.1813046,0.044683345,-802560700000000.0,2378.045444726944,1.002489,-140.71366230647564,27200,9.918213e-07,1.0063568,55.09429,100
-1081542100000000.0,0.88652563,1120652,233.01445,1.7545272,41.52,273,-2.264412,5.916626,[ 0.538 -0.573  0.262  0.408 -0.004],1.1289365,0.046558525,-1081542100000000.0,2386.7934124469757,1.0018971,-137.70599287031953,27300,6.1035155e-07,1.0058839,79.91868,100
-794316000000000.0,0.8178668,1125039,220.71658,1.7508976,43.87,274,-2.0663605,6.2754135,[ 0.537 -0.573  0.26   0.408 -0.003],1.1954641,0.056192517,-794316000000000.0,2395.5810976028442,1.0029439,-140.11431001667802,27400,1.6021728e-06,1.0056632,126.20479,100
-778073300000000.0,0.9041719,1129047,240.72702,1.9856864,40.08,275,-2.2105713,6.786171,[ 0.537 -0.574  0.263  0.407 -0.003],1.1744058,0.034695227,-778073300000000.0,2403.8906433582306,1.0013757,-135.94978292236428,27500,-7.095337e-06,1.00525,63.40874,100
-986113300000000.0,0.87360877,1133781,204.28189,1.8688893,47.34,276,-2.3036423,7.3794403,[ 0.538 -0.574  0.264  0.404 -0.002],1.2612662,0.05055279,-986113300000000.0,2413.7814812660217,1.0022627,-143.21462186570085,27600,1.2969971e-06,1.0059655,65.01386,100
-1103946450000000.0,0.4365945,1137621,251.46202,1.5459384,38.4,277,-1.7890778,4.9809647,[ 0.536 -0.575  0.263  0.406  0.001],2.2969556,0.29600736,-1103946450000000.0,2421.923102617264,1.1045796,-134.9897313200635,27700,-7.3242186e-06,0.99837625,3781.7966,100
-716271000000000.0,0.88624406,1141847,228.66681,1.7467611,42.26,278,-2.2837906,5.7368546,[ 0.535 -0.581  0.25   0.396  0.002],1.0935991,0.034114,-716271000000000.0,2430.5196492671967,1.0011399,-138.2581803782164,27800,-1.5258789e-07,1.0054436,41.096725,100
-976033100000000.0,0.86499786,1146215,221.41261,1.9100014,43.68,279,-2.2291565,5.5712814,[ 0.535 -0.581  0.249  0.396  0.001],1.1139815,0.044142906,-976033100000000.0,2439.969765663147,1.0017768,-139.72321349163104,27900,1.2664795e-05,1.0056472,63.083786,100
-350791350000000.0,0.91128755,1151133,196.92174,1.9287263,49.18,280,-2.1966095,5.2676926,[ 0.535 -0.581  0.251  0.397  0.001],1.2272815,0.033217087,-350791350000000.0,2450.1637897491455,1.0007762,-145.2252171726774,28000,-5.340576e-07,1.0069057,23.366327,100
-871587500000000.0,0.8418014,1155841,205.37306,2.0158746,47.08,281,-2.4151611,8.270744,[ 5.352e-01 -5.809e-01  2.493e-01  3.974e-01  1.652e-04],1.1638447,0.05600048,-871587500000000.0,2460.449724674225,1.0035808,-142.9504310803313,28100,3.890991e-06,1.0051608,88.87429,100
-411432900000000.0,0.8803729,1160400,212.281,1.8324445,45.59,282,-2.0375977,5.7715454,[ 0.536 -0.579  0.251  0.398  0.003],1.264761,0.05382302,-411432900000000.0,2470.4531733989716,1.002639,-141.7010804873545,28200,-1.9073486e-06,1.0078784,88.31577,100
-659243250000000.0,0.9356424,1164602,230.4632,1.7987214,42.02,283,-2.0835571,7.801071,[ 0.535 -0.579  0.253  0.397  0.005],1.0737243,0.023743812,-659243250000000.0,2478.7899820804596,1.0004978,-138.34530036548708,28300,4.653931e-06,1.0044042,25.19819,100
-778073300000000.0,0.89150965,1169037,218.348,1.8716321,44.35,284,-2.1669464,5.9778366,[ 0.536 -0.578  0.254  0.398  0.006],1.07818,0.031686425,-778073300000000.0,2487.4490633010864,1.0009296,-140.58657780103673,28400,-5.9509275e-06,1.0056145,33.132824,100
-632403500000000.0,0.8467774,1173384,222.37616,1.9733166,43.47,285,-2.2213058,6.9765625,[ 0.536 -0.578  0.255  0.399  0.005],1.1554947,0.052112088,-632403500000000.0,2496.299915075302,1.003746,-139.52681013400414,28500,9.07898e-06,1.00474,85.527824,100
-666123460000000.0,0.823323,1177773,220.25748,1.9555854,43.89,286,-2.1965866,6.0354767,[ 0.537 -0.577  0.257  0.398  0.006],1.181081,0.064979285,-666123460000000.0,2505.6468868255615,1.0036497,-139.82680610241837,28600,5.340576e-07,1.003985,138.2155,100
-1048768740000000.0,0.89115214,1181966,230.5896,1.9190553,41.93,287,-2.2661057,8.41066,[ 0.539 -0.576  0.26   0.399  0.005],1.1217784,0.04263096,-1048768740000000.0,2513.6722536087036,1.0019077,-138.03024857554482,28700,-3.8146973e-06,1.0061201,63.891006,100
-956174200000000.0,0.91519105,1186012,239.4806,1.6233059,40.46,288,-1.840477,7.614403,[ 0.54  -0.575  0.261  0.398  0.004],1.092098,0.029570036,-956174200000000.0,2522.545301437378,1.0009938,-136.94575599647786,28800,-9.918213e-07,1.0047127,36.11967,100
-652431800000000.0,0.95011735,1190143,234.66132,1.5512142,41.31,289,-1.8799057,6.082199,[ 0.539 -0.576  0.261  0.401  0.003],1.1107303,0.024328372,-652431800000000.0,2532.1925463676453,1.0008281,-137.85687753038872,28900,-4.5776366e-07,1.0044804,25.639708,100
