Weights,EpisodesSoFar,InitialReturnStd,MaxIW,J_sample_variance,ReturnMeanIW,InitialReturnMean,EpThisIter,StdIW,InitialReturnMin,Iteration,Bound,InitialBound,MinIW,TimeElapsed,EpRewMean,TimestepsSoFar,EmpiricalD2,EpLenMean,InitialReturnMax,MeanIW
[-0.107 -1.013 -0.104  0.101 -0.728],31500,1.3072844,1.0,1.726255,1.9884279,-8.106232e-07,100,,-1.4966011,315,-8.06195,-8.06195,1.0,12381.200839042664,-488.66378974710227,7218555,1.0,466.58,3.9679713,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31600,1.406951,1.0,1.999506,1.9835173,6.9618227e-07,100,,-1.4514627,316,-8.06686,-8.06686,1.0,12458.768351316452,-484.0268080910775,7264578,1.0,460.23,3.922368,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31700,1.3458875,1.0,1.82971,1.8923162,-2.1457672e-07,100,,-1.3174162,317,-8.158062,-8.158062,1.0,12536.142447471619,-482.7023586712756,7310270,1.0,456.92,3.5187426,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31800,1.2183993,1.0,1.4994917,1.6088382,4.7683715e-09,100,,-1.2202349,318,-8.44154,-8.44154,1.0,12613.0421936512,-475.83945673039676,7356142,1.0,458.72,3.5941796,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],31900,1.374863,1.0,1.9093413,1.8826046,2.193451e-07,100,,-1.4299688,319,-8.167773,-8.167773,1.0,12690.086033821106,-478.6921355165026,7401981,1.0,458.39,3.2049203,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32000,1.4223633,1.0,2.0435529,2.086924,-2.9563904e-07,100,,-1.7482557,320,-7.963454,-7.963454,1.0,12762.401064634323,-477.2173157245703,7448322,1.0,463.41,3.75526,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32100,1.4970014,1.0,2.2636495,1.9018893,2.5749208e-07,100,,-1.601572,321,-8.148489,-8.148489,1.0,12836.214382648468,-480.2796822372791,7495010,1.0,466.88,3.8166494,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32200,1.2761061,1.0,1.6448953,1.8038235,4.2438506e-07,100,,-1.4229965,322,-8.246554,-8.246554,1.0,12908.178764343262,-475.8252338733996,7540907,1.0,458.97,3.3260012,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32300,1.1824225,1.0,1.4122455,1.6070406,-2.0503998e-07,100,,-1.3260708,323,-8.443337,-8.443337,1.0,12982.806530952454,-482.4698332546896,7587878,1.0,469.71,3.0963945,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32400,1.3053871,1.0,1.7212483,1.6569949,-7.867813e-07,100,,-1.314949,324,-8.393383,-8.393383,1.0,13055.69573354721,-483.25854453982504,7634739,1.0,468.61,3.5598316,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32500,1.2851392,1.0,1.6682655,1.8364865,1.335144e-07,100,,-1.3532944,325,-8.213891,-8.213891,1.0,13127.083627700806,-485.89528593387183,7681116,1.0,463.77,3.3868294,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32600,1.2690558,1.0,1.6267705,1.5547181,-1.9073487e-07,100,,-1.3572245,326,-8.49566,-8.49566,1.0,13202.64930486679,-481.22767240048086,7728401,1.0,472.85,2.9014711,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32700,1.4260106,1.0,2.0540466,1.8273582,3.862381e-07,100,,-1.5365915,327,-8.22302,-8.22302,1.0,13276.886111021042,-481.07698198355223,7775240,1.0,468.39,4.1418104,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32800,1.3394406,1.0,1.8122231,1.9108567,4.816055e-07,100,,-1.5605173,328,-8.139521,-8.139521,1.0,13351.267688274384,-488.07407724169576,7822516,1.0,472.76,3.3426247,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],32900,1.3165379,1.0,1.7507794,1.6032805,-3.194809e-07,100,,-1.3495941,329,-8.447098,-8.447098,1.0,13424.934759140015,-481.60361094880415,7869542,1.0,470.26,3.66144,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33000,1.315359,1.0,1.7476456,1.874699,-6.1035155e-07,100,,-1.5800924,330,-8.175679,-8.175679,1.0,13498.637988090515,-479.79469562263256,7916181,1.0,466.39,4.174508,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33100,1.4420983,1.0,2.100654,1.8692962,-4.005432e-07,100,,-1.4879026,331,-8.181082,-8.181082,1.0,13571.17427945137,-480.63457742028436,7962527,1.0,463.46,3.6906357,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33200,1.2778385,1.0,1.6493646,1.8354547,-4.816055e-07,100,,-1.3870811,332,-8.214923,-8.214923,1.0,13644.496983289719,-481.1559980012028,8008615,1.0,460.88,3.2595816,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33300,1.4116287,1.0,2.0128233,1.9791887,7.6293944e-08,100,,-1.5258827,333,-8.071189,-8.071189,1.0,13718.083951473236,-478.7291618606945,8054466,1.0,458.51,4.0471673,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33400,1.234575,1.0,1.5395709,1.4909676,-2.3365021e-07,100,,-1.2931147,334,-8.55941,-8.55941,1.0,13792.731924772263,-477.9133175244188,8101379,1.0,469.13,3.1992826,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33500,1.3671882,1.0,1.8880845,1.8722354,2.3841858e-08,100,,-1.4974241,335,-8.178143,-8.178143,1.0,13866.244236707687,-481.5728178146328,8147841,1.0,464.62,3.26869,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33600,1.4182987,1.0,2.0318902,1.9098315,1.04904174e-07,100,,-1.51513,336,-8.140547,-8.140547,1.0,13939.435933351517,-482.3160948167676,8194303,1.0,464.62,3.9706717,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33700,1.2974635,1.0,1.7004157,1.7696768,-5.0544736e-07,100,,-1.4526472,337,-8.280701,-8.280701,1.0,14012.948986530304,-476.1993842787829,8240560,1.0,462.57,3.5179563,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33800,1.3424301,1.0,1.8203216,1.8574914,4.2438506e-07,100,,-1.4407206,338,-8.192886,-8.192886,1.0,14087.020129203796,-487.60192375114525,8287401,1.0,468.41,3.5558858,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],33900,1.3347116,1.0,1.799449,1.8283721,-6.3419344e-07,100,,-1.4117994,339,-8.222006,-8.222006,1.0,14158.282397985458,-470.92853427417145,8332649,1.0,452.48,3.344983,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34000,1.4460113,1.0,2.1120691,1.9848063,9.536743e-09,100,,-1.687849,340,-8.065572,-8.065572,1.0,14230.760907649994,-475.8376654007204,8378895,1.0,462.46,4.5243316,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34100,1.2596333,1.0,1.6027031,1.6483264,-4.005432e-07,100,,-1.3137245,341,-8.402052,-8.402052,1.0,14305.318302869797,-482.93662625404954,8425725,1.0,468.3,3.5308285,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34200,1.3968352,1.0,1.9708569,1.8539557,5.76973e-07,100,,-1.4963026,342,-8.196423,-8.196423,1.0,14378.033030748367,-480.39917051868537,8472301,1.0,465.76,3.6645918,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34300,1.3758407,1.0,1.9120582,1.837646,9.536743e-09,100,,-1.5010052,343,-8.212732,-8.212732,1.0,14451.654279470444,-485.7583068460112,8519384,1.0,470.83,3.5470943,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34400,1.4556005,1.0,2.1401744,1.9426064,2.0503998e-07,100,,-1.4871941,344,-8.107771,-8.107771,1.0,14524.257273435593,-480.6234338451996,8565367,1.0,459.83,3.8509436,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34500,1.3912904,1.0,1.9552414,2.0732017,4.7683717e-08,100,,-1.5554085,345,-7.977176,-7.977176,1.0,14596.417521476746,-482.80431018838,8611337,1.0,459.7,3.2360587,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34600,1.2653667,1.0,1.617326,1.9114779,5.6743625e-07,100,,-1.4870758,346,-8.1389,-8.1389,1.0,14669.423206329346,-474.2028710122938,8656886,1.0,455.49,3.0750008,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34700,1.3885053,1.0,1.9474212,2.085086,-2.9087067e-07,100,,-1.7072172,347,-7.965292,-7.965292,1.0,14742.761531829834,-489.0904563248228,8704040,1.0,471.54,3.3016434,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34800,1.3141452,1.0,1.7444215,1.7615458,7.152558e-08,100,,-1.5558767,348,-8.288832,-8.288832,1.0,14818.725353479385,-482.5841487920716,8751375,1.0,473.35,3.5755816,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],34900,1.2764002,1.0,1.645654,1.6585422,-2.861023e-07,100,,-1.4534273,349,-8.391836,-8.391836,1.0,14893.138227462769,-480.74590585494684,8798569,1.0,471.94,3.8758106,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35000,1.2851694,1.0,1.6683435,1.9202015,-1.2397766e-07,100,,-1.3416185,350,-8.130177,-8.130177,1.0,14962.209944725037,-480.8071892933405,8844143,1.0,455.74,3.7126884,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35100,1.2351962,1.0,1.5411205,1.7265435,8.583069e-08,100,,-1.2785444,351,-8.323834,-8.323834,1.0,15030.30699467659,-486.6926666250116,8890798,1.0,466.55,3.692688,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35200,1.4784762,1.0,2.2079713,2.0451245,-2.0503998e-07,100,,-1.5474844,352,-8.005253,-8.005253,1.0,15095.97454404831,-478.1015241783222,8936364,1.0,455.66,3.5327034,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35300,1.6297288,1.0,2.6828449,1.9200732,-2.2411346e-07,100,,-1.6401176,353,-8.130304,-8.130304,1.0,15164.575547933578,-477.46767111091833,8982854,1.0,464.9,3.9912663,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35400,1.4509572,1.0,2.1265423,1.738729,8.773804e-07,100,,-1.4511709,354,-8.311649,-8.311649,1.0,15233.721936702728,-483.3106536548655,9029982,1.0,471.28,4.020609,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35500,1.3203167,1.0,1.7608445,1.7843335,-6.1035155e-07,100,,-1.4452171,355,-8.266045,-8.266045,1.0,15302.649784088135,-484.70803696765057,9076956,1.0,469.74,3.0114632,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35600,1.2686763,1.0,1.6257973,2.0334377,3.528595e-07,100,,-1.5833578,356,-8.01694,-8.01694,1.0,15369.438651561737,-477.84716812346056,9122745,1.0,457.89,3.6688166,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35700,1.3056091,1.0,1.7218332,1.9481686,-4.529953e-07,100,,-1.4391632,357,-8.102209,-8.102209,1.0,15435.692489624023,-480.654790080776,9168546,1.0,458.01,3.6107912,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35800,1.3415767,1.0,1.818008,1.8970796,4.529953e-07,100,,-1.4965086,358,-8.153298,-8.153298,1.0,15502.243000984192,-475.9411368832617,9214434,1.0,458.88,3.7315626,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],35900,1.3535404,1.0,1.8505776,2.219035,1.7642975e-07,100,,-1.6654558,359,-7.8313427,-7.8313427,1.0,15568.858837842941,-475.27726225731953,9259531,1.0,450.97,3.37746,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36000,1.4805572,1.0,2.2141912,1.8901348,-3.33786e-07,100,,-1.3831444,360,-8.160243,-8.160243,1.0,15636.041543960571,-483.897221480568,9305726,1.0,461.95,4.3242445,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36100,1.4391822,1.0,2.092167,1.7719419,-9.059906e-08,100,,-1.4707499,361,-8.278436,-8.278436,1.0,15703.479856729507,-473.27034861633996,9351705,1.0,459.79,3.5404425,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36200,1.447977,1.0,2.1178155,1.8153623,-8.106232e-08,100,,-1.4523764,362,-8.235016,-8.235016,1.0,15770.816790819168,-476.3150869575379,9397716,1.0,460.11,3.9765444,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36300,1.264046,1.0,1.6139512,1.7466668,5.340576e-07,100,,-1.2620888,363,-8.303711,-8.303711,1.0,15837.823053836823,-482.24979986962853,9443804,1.0,460.88,3.5847015,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36400,1.3953581,1.0,1.9666915,2.0283585,-2.5272368e-07,100,,-1.4914541,364,-8.022019,-8.022019,1.0,15904.25676870346,-483.2076666607312,9489704,1.0,459.0,3.0077405,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36500,1.2260339,1.0,1.5183426,1.5117754,-1.9073486e-08,100,,-1.2618771,365,-8.538603,-8.538603,1.0,15973.435015916824,-484.94376500312865,9537058,1.0,473.54,4.0441833,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36600,1.4626931,1.0,2.1610813,1.8960551,-2.9563904e-07,100,,-1.6738682,366,-8.154323,-8.154323,1.0,16040.961980581284,-472.55326775375397,9583353,1.0,462.95,3.5549288,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36700,1.4160577,1.0,2.025474,1.963027,-5.0544736e-07,100,,-1.4568729,367,-8.087351,-8.087351,1.0,16108.686505556107,-486.0039021919999,9629662,1.0,463.09,3.957314,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36800,1.4123499,1.0,2.0148811,1.8198526,7.152558e-08,100,,-1.4791927,368,-8.230525,-8.230525,1.0,16177.194737195969,-479.78012486998335,9676127,1.0,464.65,3.4773521,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],36900,1.2892933,1.0,1.6790676,1.7524115,-1.0967255e-07,100,,-1.4649963,369,-8.297966,-8.297966,1.0,16245.033988952637,-480.25246790220245,9722850,1.0,467.23,3.2615128,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37000,1.2670621,1.0,1.6216627,1.5768569,-8.6307523e-07,100,,-1.3943758,370,-8.473521,-8.473521,1.0,16313.509318828583,-477.86372640249846,9769870,1.0,470.2,3.495121,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37100,1.4052145,1.0,1.9945738,1.73346,-5.38826e-07,100,,-1.4377165,371,-8.316917,-8.316917,1.0,16382.246438980103,-484.4947583552867,9816992,1.0,471.22,3.381178,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37200,1.4414387,1.0,2.0987325,2.0133042,6.7710874e-07,100,,-1.5452776,372,-8.037073,-8.037073,1.0,16451.362093687057,-483.6999711055594,9863240,1.0,462.48,3.6752954,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37300,1.5091251,1.0,2.300463,1.8582263,-2.7656554e-07,100,,-1.571434,373,-8.192152,-8.192152,1.0,16518.632469654083,-473.53529959669766,9909360,1.0,461.2,3.7332745,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37400,1.4422988,1.0,2.1012378,1.8377262,3.4809113e-07,100,,-1.5697641,374,-8.212651,-8.212651,1.0,16586.396135807037,-475.08246185133265,9955750,1.0,463.9,3.5236835,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37500,1.3008996,1.0,1.7094343,1.9256328,5.7220458e-08,100,,-1.3955345,375,-8.124745,-8.124745,1.0,16652.96987247467,-479.77949167491613,10001336,1.0,455.86,3.811698,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37600,1.3099719,1.0,1.7333596,1.8057016,9.918213e-07,100,,-1.3143444,376,-8.244677,-8.244677,1.0,16719.797610759735,-482.5917824231636,10047393,1.0,460.57,3.7822742,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37700,1.3634146,1.0,1.8776759,1.9418246,3.33786e-07,100,,-1.523509,377,-8.108553,-8.108553,1.0,16786.99114727974,-477.64709970444403,10093354,1.0,459.61,3.7928,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37800,1.3935721,1.0,1.9616599,2.0468419,4.720688e-07,100,,-1.6768398,378,-8.003536,-8.003536,1.0,16855.277239322662,-480.2013617948254,10139753,1.0,463.99,3.10716,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],37900,1.447177,1.0,2.1154766,1.9445468,2.8610229e-08,100,,-1.5318356,379,-8.105831,-8.105831,1.0,16921.43203687668,-474.39712825792077,10185354,1.0,456.01,3.7853193,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38000,1.1993585,1.0,1.4529907,1.6566283,4.529953e-07,100,,-1.1575594,380,-8.393749,-8.393749,1.0,16989.453382492065,-483.92425804736536,10231547,1.0,461.93,3.8795033,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38100,1.2933792,1.0,1.6897267,1.7040931,4.2915346e-08,100,,-1.2756882,381,-8.346285,-8.346285,1.0,17056.748042821884,-483.602436861548,10277986,1.0,464.39,3.4418383,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38200,1.3520106,1.0,1.846397,1.6460596,-1.1920929e-07,100,,-1.4004383,382,-8.404318,-8.404318,1.0,17124.332770824432,-481.6248337597069,10325033,1.0,470.47,3.5927505,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38300,1.2837906,1.0,1.6647656,1.8355333,5.5789945e-07,100,,-1.3831396,383,-8.214845,-8.214845,1.0,17189.285405635834,-488.65644923581044,10371876,1.0,468.43,3.5665054,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38400,1.2868098,1.0,1.6726059,1.698924,1.3828277e-07,100,,-1.3294373,384,-8.351454,-8.351454,1.0,17251.739063978195,-477.6582664001152,10418054,1.0,461.78,3.4553213,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38500,1.2015525,1.0,1.4583116,1.5235037,-2.1457672e-07,100,,-1.1971283,385,-8.526875,-8.526875,1.0,17316.665324926376,-486.4785972126776,10465249,1.0,471.95,3.604041,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38600,1.5085773,1.0,2.2987933,1.9585829,3.671646e-07,100,,-1.5384865,386,-8.091795,-8.091795,1.0,17380.43106508255,-480.53812127399476,10511399,1.0,461.5,3.6648746,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38700,1.3900747,1.0,1.951826,1.8014125,-7.390976e-07,100,,-1.4287634,387,-8.248965,-8.248965,1.0,17444.320796251297,-482.8932412852597,10558045,1.0,466.46,4.1738696,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38800,1.3823837,1.0,1.9302875,1.7368307,-3.7193297e-07,100,,-1.4400053,388,-8.313547,-8.313547,1.0,17508.654562950134,-478.4493899743756,10604575,1.0,465.3,3.6257138,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],38900,1.3845217,1.0,1.9362634,1.6707684,-2.5272368e-07,100,,-1.4267807,389,-8.379609,-8.379609,1.0,17573.2149374485,-484.0176092822749,10651887,1.0,473.12,3.6204443,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39000,1.3161128,1.0,1.7496494,2.3017063,7.343292e-07,100,,-1.6509743,390,-7.7486715,-7.7486715,1.0,17634.50052881241,-477.85889408662695,10696845,1.0,449.58,3.3095245,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39100,1.2595348,1.0,1.6024524,1.69921,2.3841858e-08,100,,-1.1925926,391,-8.351168,-8.351168,1.0,17696.52110028267,-476.28337002495033,10742324,1.0,454.79,3.4001646,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39200,1.4074869,1.0,2.0010293,2.12504,-4.4822693e-07,100,,-1.6412725,392,-7.925338,-7.925338,1.0,17760.318681955338,-478.78917232529295,10788077,1.0,457.53,3.3816853,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39300,1.3416804,1.0,1.818289,1.9733204,9.059906e-08,100,,-1.568161,393,-8.077058,-8.077058,1.0,17823.368427038193,-478.90557573559397,10834178,1.0,461.01,2.966457,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39400,1.2853789,1.0,1.6688876,1.7425506,2.0980835e-07,100,,-1.3520212,394,-8.307827,-8.307827,1.0,17887.043009519577,-484.1422949113879,10880819,1.0,466.41,4.0979548,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39500,1.3514638,1.0,1.844903,1.7235584,7.152558e-08,100,,-1.4748745,395,-8.326819,-8.326819,1.0,17951.588259458542,-485.53683309068657,10928265,1.0,474.46,4.2032447,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39600,1.1793613,1.0,1.4049426,1.5306299,6.4849854e-07,100,,-1.2391977,396,-8.519748,-8.519748,1.0,18017.374527215958,-488.15468087138936,10975781,1.0,475.16,3.563713,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39700,1.4001426,1.0,1.9802011,1.9182413,-1.04904174e-07,100,,-1.5823069,397,-8.132136,-8.132136,1.0,18082.26906132698,-478.37555257641003,11022165,1.0,463.84,3.8666825,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39800,1.249508,1.0,1.577041,1.8160621,2.861023e-07,100,,-1.3809595,398,-8.234316,-8.234316,1.0,18146.814531564713,-487.694694617533,11068945,1.0,467.8,3.4952974,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],39900,1.4353193,1.0,2.0809505,1.9749073,-6.580353e-07,100,,-1.4709034,399,-8.075471,-8.075471,1.0,18210.146032571793,-483.20728519450387,11115016,1.0,460.71,3.2890072,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40000,1.3661578,1.0,1.8852392,1.6332421,-3.4809113e-07,100,,-1.4010181,400,-8.417135,-8.417135,1.0,18274.990661382675,-479.9279113672468,11161985,1.0,469.69,3.5777664,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40100,1.286874,1.0,1.6727725,1.9439907,-5.0544736e-07,100,,-1.3692923,401,-8.106387,-8.106387,1.0,18338.565847158432,-479.89127644092565,11207442,1.0,454.57,4.1397886,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40200,1.4043338,1.0,1.9920744,2.0329933,-6.198883e-08,100,,-1.4565268,402,-8.017385,-8.017385,1.0,18401.755001306534,-481.886955788181,11253042,1.0,456.0,3.7251754,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40300,1.3280442,1.0,1.7815164,1.7904644,3.862381e-07,100,,-1.4694557,403,-8.259913,-8.259913,1.0,18465.547353744507,-483.2163817537179,11299963,1.0,469.21,3.2785802,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40400,1.4301893,1.0,2.0661025,1.8269403,2.2411346e-07,100,,-1.532978,404,-8.223437,-8.223437,1.0,18528.378398895264,-477.4132891711301,11346414,1.0,464.51,3.4946985,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40500,1.4193575,1.0,2.0349247,2.008743,-2.9087067e-07,100,,-1.4060583,405,-8.041635,-8.041635,1.0,18591.59065413475,-482.92382480571246,11392005,1.0,455.91,3.6224852,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40600,1.2327586,1.0,1.5350441,1.7264814,6.198883e-08,100,,-1.3182211,406,-8.323896,-8.323896,1.0,18656.229043006897,-486.18335695037365,11438766,1.0,467.61,3.1872787,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40700,1.3647094,1.0,1.8812438,1.9306587,-3.8146973e-07,100,,-1.403285,407,-8.1197195,-8.1197195,1.0,18718.55709886551,-475.09864809179487,11483977,1.0,452.11,3.2379646,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40800,1.4505779,1.0,2.125431,1.7691733,-5.912781e-07,100,,-1.5786076,408,-8.281204,-8.281204,1.0,18784.1663646698,-485.9961339364132,11531866,1.0,478.89,3.4856586,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],40900,1.3959138,1.0,1.9682581,1.8231655,-5.340576e-07,100,,-1.4833479,409,-8.227212,-8.227212,1.0,18848.582133293152,-479.6419077612269,11578276,1.0,464.1,3.5577774,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41000,1.3380234,1.0,1.8083905,1.9556484,8.4400176e-07,100,,-1.4170046,410,-8.094729,-8.094729,1.0,18913.193029880524,-484.632158987551,11624282,1.0,460.06,3.3529162,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41100,1.1471841,1.0,1.3293245,1.7956744,8.72612e-07,100,,-1.2959461,411,-8.2547035,-8.2547035,1.0,18977.131797790527,-484.9719991847607,11670523,1.0,462.41,4.0640364,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41200,1.3421721,1.0,1.8196222,1.6825677,2.7179718e-07,100,,-1.4551582,412,-8.36781,-8.36781,1.0,19040.774901151657,-475.33810040382394,11717080,1.0,465.57,3.9267344,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41300,1.1825466,1.0,1.412542,1.8581152,-4.6730042e-07,100,,-1.2915411,413,-8.192263,-8.192263,1.0,19104.809110879898,-487.3235580584918,11763223,1.0,461.43,3.2484102,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41400,1.3430034,1.0,1.8218766,1.8959321,1.9073486e-08,100,,-1.3662872,414,-8.154446,-8.154446,1.0,19166.931589126587,-477.0990247725011,11808569,1.0,453.46,3.468906,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41500,1.3075681,1.0,1.7270043,2.050454,-6.008148e-07,100,,-1.4808006,415,-7.9999237,-7.9999237,1.0,19228.642369031906,-477.9885383601382,11853841,1.0,452.72,3.1810098,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41600,1.3871702,1.0,1.9436779,2.219591,4.7683717e-08,100,,-1.7722015,416,-7.8307867,-7.8307867,1.0,19292.34162259102,-479.9824354968951,11899869,1.0,460.28,2.9660888,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41700,1.31694,1.0,1.7518493,1.7233818,-2.9087067e-07,100,,-1.4982996,417,-8.326996,-8.326996,1.0,19356.098908662796,-478.5915166112202,11946712,1.0,468.43,3.5154896,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41800,1.3098288,1.0,1.7329812,1.754389,4.005432e-07,100,,-1.3707657,418,-8.295989,-8.295989,1.0,19420.230068683624,-481.98318706135086,11993259,1.0,465.47,3.73213,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],41900,1.2854599,1.0,1.669098,1.9293149,-6.818771e-07,100,,-1.3851547,419,-8.121063,-8.121063,1.0,19482.148866653442,-479.80641800483136,12038869,1.0,456.1,4.3131056,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42000,1.2143486,1.0,1.4895377,1.8169237,-2.9563904e-07,100,,-1.462512,420,-8.233454,-8.233454,1.0,19545.258815050125,-481.5080691121478,12085399,1.0,465.3,3.3548765,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42100,1.3958843,1.0,1.9681749,1.896553,5.197525e-07,100,,-1.6239996,421,-8.153825,-8.153825,1.0,19608.270710468292,-480.07009789075244,12132167,1.0,467.68,3.2371078,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42200,1.3216897,1.0,1.7645086,1.997962,4.1007996e-07,100,,-1.4878998,422,-8.052416,-8.052416,1.0,19671.951113939285,-483.3311743499143,12178227,1.0,460.6,3.9671345,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42300,1.2298481,1.0,1.5278046,1.7182604,-3.33786e-08,100,,-1.1956158,423,-8.332117,-8.332117,1.0,19735.180708408356,-487.07946759922385,12224546,1.0,463.19,3.5695114,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42400,1.3791989,1.0,1.9214036,1.8552243,-1.5258789e-07,100,,-1.6606092,424,-8.195153,-8.195153,1.0,19798.987867593765,-474.9796760997035,12271237,1.0,466.91,3.071589,1.0
