TimestepsSoFar,MaxIW,TimeElapsed,EpThisIter,Weights,StdIW,EpLenMean,InitialBound,J_sample_variance,Bound,InitialReturnMax,MinIW,MeanIW,InitialReturnMin,InitialReturnStd,EpRewMean,EpisodesSoFar,Iteration,EmpiricalD2,InitialReturnMean,ReturnMeanIW
1048640,1.0894332,2449.323513031006,100,[-0.84  -0.483 -0.467 -0.797  0.024],0.032031875,35.52,-1661051400000000.0,195.28978,-1661051400000000.0,27.196247,0.93309003,1.0052912,-16.006248,11.984445,-106.89680631960488,28800,288,1.0008992,-1.9073487e-07,221.45209
1052295,1.1951053,2458.2127549648285,100,[-0.84  -0.484 -0.466 -0.796  0.024],0.05932899,36.55,-1454925000000000.0,187.56229,-1454925000000000.0,41.395004,0.86362064,1.0041194,-15.345093,12.155914,-107.31420367517381,28900,289,1.0030847,-2.822876e-06,214.35995
1056130,1.0922287,2467.179123401642,100,[-0.839 -0.482 -0.467 -0.797  0.024],0.02627537,38.35,-827797600000000.0,238.74805,-827797600000000.0,66.64975,0.93909895,1.0059328,-17.888824,14.901977,-107.24226227304139,29000,290,1.0009604,1.8310546e-06,201.26587
1059547,1.1231508,2475.9257051944733,100,[-0.839 -0.483 -0.467 -0.796  0.024],0.03466587,34.17,-1644221900000000.0,164.09473,-1644221900000000.0,43.232452,0.8951839,1.0060614,-13.803009,12.00553,-107.82169248400561,29100,291,1.0013336,2.822876e-06,234.09746
1063450,1.1564542,2484.854331970215,100,[-0.838 -0.482 -0.468 -0.796  0.024],0.04468572,39.03,-1161967800000000.0,287.04562,-1161967800000000.0,73.52254,0.87801737,1.0060225,-17.323395,14.459383,-108.12374518993873,29200,292,1.0017905,5.340576e-07,198.68758
1067195,1.0895436,2493.195643186569,100,[-0.837 -0.483 -0.468 -0.799  0.026],0.03379268,37.45,-1531034400000000.0,181.93115,-1531034400000000.0,41.178677,0.8960281,1.0055978,-16.600655,11.746125,-108.19227966978895,29300,293,1.0012153,-2.9754638e-06,209.63441
1070802,1.154103,2501.8935499191284,100,[-0.837 -0.483 -0.467 -0.798  0.026],0.057382174,36.07,-1678051000000000.0,208.71034,-1678051000000000.0,39.457333,0.8135592,1.0078549,-16.742493,12.128342,-107.78910429001775,29400,294,1.0026566,4.9209593e-06,219.09953
1074491,1.1456099,2510.6890366077423,100,[-0.837 -0.482 -0.468 -0.799  0.026],0.045286626,36.89,-1313714000000000.0,214.37816,-1313714000000000.0,56.56003,0.85822433,1.0055703,-16.337357,13.105942,-107.66985625282611,29500,295,1.0022839,-2.1362305e-06,212.35951
1077901,1.1056399,2518.5529742240906,100,[-0.836 -0.481 -0.469 -0.799  0.026],0.029790143,34.1,-1695222200000000.0,213.14238,-1695222200000000.0,38.903225,0.9196888,1.0053833,-16.585648,12.293748,-106.93167263436563,29600,296,1.0006652,-1.6021728e-06,233.05095
1081412,1.146358,2526.32519030571,100,[-0.836 -0.48  -0.468 -0.801  0.026],0.04822834,35.11,-1274044700000000.0,204.7669,-1274044700000000.0,40.672363,0.8533422,1.0053167,-16.03656,12.177123,-108.1810048392553,29700,297,1.0023743,-2.0599366e-06,226.96234
1084873,1.1172453,2534.496438026428,100,[-0.836 -0.48  -0.47  -0.798  0.026],0.04038212,34.61,-1678051000000000.0,222.01329,-1678051000000000.0,33.98877,0.90459704,1.005505,-15.94899,11.123849,-107.55500674223146,29800,298,1.0014321,-9.117127e-06,230.02875
1088272,1.154576,2542.2594158649445,100,[-0.837 -0.48  -0.469 -0.798  0.027],0.03895233,33.99,-1340832400000000.0,237.78146,-1340832400000000.0,40.601963,0.90169287,1.0052125,-13.826935,11.627513,-107.74537825646425,29900,299,1.0013256,3.6239624e-06,235.58005
1091816,1.1262087,2550.415722131729,100,[-0.836 -0.481 -0.469 -0.796  0.027],0.025487283,35.44,-1546720500000000.0,170.86812,-1546720500000000.0,52.951294,0.9306811,1.0052118,-15.91243,11.740017,-108.80405822747534,30000,300,1.0006126,-1.6784668e-06,225.76622
1095228,1.2024733,2557.9021048545837,100,[-0.836 -0.481 -0.469 -0.797  0.028],0.07002576,34.12,-1327205000000000.0,299.36682,-1327205000000000.0,36.034573,0.78842926,1.005627,-14.978485,12.280566,-106.25252737487497,30100,301,1.0053914,-4.310608e-06,231.30269
1098659,1.2502711,2566.599016427994,100,[-0.835 -0.479 -0.47  -0.798  0.028],0.04893572,34.31,-1287135300000000.0,255.7892,-1287135300000000.0,47.51,0.89624715,1.0054216,-14.459991,12.594674,-107.04349789939424,30200,302,1.0019867,-2.3651123e-06,231.29245
1102004,1.1451328,2574.0549330711365,100,[-0.837 -0.478 -0.471 -0.799  0.031],0.042534053,33.45,-1059583500000000.0,170.80766,-1059583500000000.0,53.590652,0.84815025,1.0050149,-14.74942,12.541818,-107.41004922897768,30300,303,1.0017892,3.0517579e-06,239.30144
1105755,1.1264337,2582.500828027725,100,[-0.837 -0.477 -0.473 -0.798  0.03 ],0.043587692,37.51,-1300357700000000.0,257.5418,-1300357700000000.0,37.261646,0.8934102,1.005471,-18.484222,13.259258,-107.53517118431574,30400,304,1.0017612,-4.5776366e-07,207.96953
1109696,1.0783491,2590.7596814632416,100,[-0.836 -0.479 -0.472 -0.797  0.029],0.024364026,39.41,-1248255500000000.0,170.64534,-1248255500000000.0,38.14425,0.924842,1.0054256,-17.69931,12.502204,-107.89756542059747,30500,305,1.0006452,-3.6621093e-06,196.20418
1113321,1.1243508,2599.6034564971924,100,[-0.836 -0.478 -0.472 -0.798  0.029],0.036835868,36.25,-1313714000000000.0,256.54977,-1313714000000000.0,59.15302,0.9077016,1.0045556,-16.669167,14.22385,-107.16323852961187,30600,306,1.001772,-5.4931643e-06,215.99709
1116963,1.2116803,2608.1919300556183,100,[-0.836 -0.479 -0.471 -0.797  0.03 ],0.050389808,36.42,-1261085300000000.0,302.23624,-1261085300000000.0,57.077927,0.8842359,1.0053385,-16.896889,13.463329,-107.17983722059984,30700,307,1.0028497,4.196167e-06,214.7695
1120559,1.0660019,2616.1378030776978,100,[-0.834 -0.478 -0.471 -0.794  0.032],0.027266249,35.96,-1627560700000000.0,147.24576,-1627560700000000.0,41.52515,0.92686045,1.0055361,-16.006126,11.642021,-108.78237224118942,30800,308,1.0008326,-1.1444092e-06,221.78816
1123995,1.0861846,2624.799284696579,100,[-0.834 -0.477 -0.472 -0.795  0.032],0.019772753,34.36,-1611066000000000.0,177.84785,-1611066000000000.0,40.36048,0.9505844,1.0048082,-15.6238785,12.02693,-107.66572476840156,30900,309,1.0004075,-1.411438e-06,232.32858
1127152,1.0806848,2631.6559069156647,100,[-0.834 -0.477 -0.473 -0.794  0.032],0.023927439,31.57,-1500130900000000.0,184.93709,-1500130900000000.0,32.261456,0.9520372,1.0042971,-14.291466,11.039829,-107.58365089387928,31000,310,1.0005506,1.2588501e-06,257.73807
1130575,1.1173706,2638.8756849765778,100,[-0.834 -0.477 -0.472 -0.795  0.032],0.030828623,34.23,-1611066000000000.0,144.25832,-1611066000000000.0,25.814667,0.9149338,1.004543,-14.208923,10.844253,-108.4589018225449,31100,311,1.0010146,-4.53949e-06,235.04788
1134291,1.1939223,2647.036957502365,100,[-0.834 -0.477 -0.472 -0.796  0.033],0.04410854,37.16,-1562565200000000.0,288.07028,-1562565200000000.0,50.262695,0.8849883,1.0054486,-16.723763,13.155322,-108.10898868569348,31200,312,1.0020322,-4.6920777e-06,211.4135
1137672,1.1944145,2655.2227301597595,100,[-0.835 -0.475 -0.47  -0.798  0.033],0.058348,33.81,-1425536000000000.0,372.77982,-1425536000000000.0,43.260143,0.85566026,1.0030619,-17.797775,14.828168,-105.01110122783791,31300,313,1.0043705,-7.2479247e-07,231.06378
1141058,1.1198876,2663.2716434001923,100,[-0.836 -0.479 -0.47  -0.798  0.032],0.032160055,33.86,-1678051000000000.0,200.60652,-1678051000000000.0,41.982834,0.9296883,1.0049949,-15.678085,11.95963,-108.02683801623691,31400,314,1.0009731,-3.8146972e-08,237.26576
1144707,1.1121004,2671.547017812729,100,[-0.836 -0.479 -0.469 -0.797  0.032],0.028560732,36.49,-1411061800000000.0,163.96265,-1411061800000000.0,47.579433,0.93356633,1.0059556,-16.214127,12.031813,-107.50152539271723,31500,315,1.0010773,2.670288e-07,215.21007
1148402,1.1179775,2679.90069770813,100,[-0.836 -0.479 -0.47  -0.797  0.032],0.031688057,36.95,-1327205000000000.0,177.80884,-1327205000000000.0,37.413425,0.8776283,1.0045625,-15.401283,11.733318,-108.50788812996203,31600,316,1.0013275,1.5258789e-06,213.66078
1151835,1.1403067,2687.6213414669037,100,[-0.835 -0.479 -0.47  -0.795  0.032],0.038584128,34.33,-1382545800000000.0,218.17694,-1382545800000000.0,41.29482,0.89624006,1.0055635,-15.852882,12.001334,-107.6600650367366,31700,317,1.0016146,3.8146973e-06,232.4927
1155531,1.1760613,2696.068430185318,100,[-0.836 -0.481 -0.472 -0.794  0.033],0.051127438,36.96,-1287135300000000.0,228.46442,-1287135300000000.0,39.578064,0.90350443,1.0058321,-15.244209,12.408916,-108.08108376127504,31800,318,1.0026835,-3.5095215e-06,212.8568
1159183,1.1187515,2704.365260362625,100,[-0.835 -0.48  -0.473 -0.794  0.034],0.035090078,36.52,-1210530500000000.0,156.24635,-1210530500000000.0,35.033134,0.89914453,1.0055438,-14.992126,11.357744,-108.46762362379782,31900,319,1.0014001,2.5558472e-06,216.8142
1162590,1.1264732,2712.434232711792,100,[-0.835 -0.479 -0.474 -0.794  0.034],0.03436096,34.07,-1440156600000000.0,182.14566,-1440156600000000.0,37.336746,0.89881283,1.005434,-14.9923935,11.812943,-107.46562055032196,32000,320,1.0012399,-5.9509275e-06,234.30911
1165979,1.1148311,2720.2933745384216,100,[-0.833 -0.477 -0.472 -0.792  0.033],0.029845031,33.89,-1313714000000000.0,172.16432,-1313714000000000.0,37.832806,0.93739665,1.0048022,-14.296219,11.798002,-107.98059637271334,32100,321,1.0009007,4.3869018e-06,236.7639
1169599,1.1041195,2728.3973004817963,100,[-0.833 -0.477 -0.472 -0.791  0.033],0.03649243,36.2,-1469842500000000.0,252.02599,-1469842500000000.0,33.13929,0.85171586,1.0051554,-17.281982,12.463567,-107.39478608344585,32200,322,1.0014455,4.196167e-06,216.99799
1173153,1.1004467,2736.205638408661,100,[-0.834 -0.477 -0.47  -0.792  0.032],0.035456847,35.54,-1235554000000000.0,220.45769,-1235554000000000.0,46.735096,0.90934527,1.0059055,-17.801178,13.60303,-106.53202050284108,32300,323,1.0013132,-4.7302246e-06,220.33795
1176504,1.0566001,2743.634471654892,100,[-0.834 -0.477 -0.471 -0.793  0.032],0.022997266,33.51,-1454925000000000.0,169.42438,-1454925000000000.0,39.368683,0.94524705,1.0054256,-14.701004,11.41233,-108.25818940859472,32400,324,1.0004989,8.392334e-07,240.84163
1180302,1.2399269,2752.384377002716,100,[-0.834 -0.477 -0.471 -0.793  0.032],0.09082052,37.98,-1248255500000000.0,293.27673,-1248255500000000.0,50.249878,0.7665101,1.0044472,-16.7015,13.963353,-107.18770419741033,32500,325,1.0078224,-8.392334e-07,203.93956
1183866,1.0986536,2760.2918176651,100,[-0.834 -0.479 -0.471 -0.798  0.031],0.034873396,35.64,-1695222200000000.0,187.0175,-1695222200000000.0,25.771679,0.8806582,1.0059884,-15.107979,11.928556,-107.50350633211566,32600,326,1.0011547,-3.3950805e-06,221.81607
1187700,1.1980361,2768.6471552848816,100,[-0.835 -0.48  -0.473 -0.797  0.033],0.057341557,38.34,-1546720500000000.0,279.08456,-1546720500000000.0,32.578175,0.87403333,1.0060345,-18.500023,12.000767,-107.95226294705598,32700,327,1.0048338,1.6021728e-06,203.03629
1191457,1.124302,2777.224688768387,100,[-0.836 -0.482 -0.472 -0.797  0.033],0.027206257,37.57,-1546720500000000.0,224.21106,-1546720500000000.0,38.5817,0.92812014,1.0053859,-17.297318,13.642845,-106.90684641611452,32800,328,1.0011299,-4.196167e-06,206.3616
1195002,1.1335518,2785.2304272651672,100,[-0.836 -0.482 -0.472 -0.795  0.033],0.043695737,35.45,-1261085300000000.0,209.24338,-1261085300000000.0,38.450554,0.8930404,1.0062337,-14.217308,11.321715,-108.70391823615066,32900,329,1.0024508,-3.4332274e-06,225.34898
1198568,1.1512583,2793.7191162109375,100,[-0.837 -0.483 -0.47  -0.794  0.034],0.04225635,35.66,-1115318700000000.0,264.8694,-1115318700000000.0,45.28752,0.90275717,1.0045406,-16.023178,13.0452385,-106.83552080007954,33000,330,1.0017877,1.1825562e-06,219.855
1202333,1.1159343,2802.1200847625732,100,[-0.837 -0.482 -0.468 -0.793  0.034],0.04529289,37.65,-1368501400000000.0,213.66997,-1368501400000000.0,37.91443,0.8557517,1.0056065,-16.905533,12.375807,-107.89434917807063,33100,331,1.0027691,-1.7166137e-06,207.50471
1205945,1.0984689,2810.2636952400208,100,[-0.837 -0.482 -0.468 -0.791  0.033],0.031076968,36.12,-1411061800000000.0,165.63585,-1411061800000000.0,38.149445,0.9212632,1.0052687,-17.251068,12.294647,-107.36681276767744,33200,332,1.0011089,-2.670288e-06,217.7176
1209756,1.116903,2819.2425575256348,100,[-0.837 -0.482 -0.468 -0.792  0.033],0.032961123,38.11,-1261085300000000.0,175.24669,-1261085300000000.0,33.01311,0.9100211,1.0054417,-16.003304,11.46915,-108.62140968808646,33300,333,1.0009786,3.3569336e-06,205.96053
1213320,1.1264558,2827.4878494739532,100,[-0.837 -0.481 -0.468 -0.79   0.033],0.024461644,35.64,-1500130900000000.0,202.07402,-1500130900000000.0,36.775703,0.9087701,1.0048068,-15.931015,12.361462,-108.32344439221562,33400,334,1.000881,-7.3623655e-06,223.13957
1216531,1.3600768,2834.9429256916046,100,[-0.837 -0.481 -0.467 -0.792  0.033],0.091212526,32.11,-1562565200000000.0,524.93744,-1562565200000000.0,52.00021,0.8035682,1.0042044,-14.031235,11.692493,-107.0680918002446,33500,335,1.0086818,4.577637e-06,251.14664
1219933,1.0724043,2843.1424174308777,100,[-0.838 -0.483 -0.465 -0.791  0.034],0.01978742,34.02,-1695222200000000.0,207.6496,-1695222200000000.0,40.720444,0.9399215,1.0044398,-13.983551,12.69938,-106.68444397575111,33600,336,1.0005519,1.2588501e-06,233.2073
1223318,1.185387,2851.2305998802185,100,[-0.838 -0.484 -0.466 -0.79   0.034],0.04152525,33.85,-1627560700000000.0,232.09357,-1627560700000000.0,47.27081,0.89141095,1.0052202,-13.844269,10.868758,-108.77669674198596,33700,337,1.0019908,1.2207031e-06,238.94876
1226760,1.2363669,2859.3180475234985,100,[-0.838 -0.483 -0.466 -0.792  0.035],0.06422424,34.42,-1594736400000000.0,224.6145,-1594736400000000.0,31.003468,0.8328162,1.0062317,-15.949776,11.254643,-108.11131440055532,33800,338,1.0039165,1.5640259e-06,232.82077
1230155,1.175122,2867.6308963298798,100,[-0.837 -0.481 -0.467 -0.792  0.035],0.053498052,33.95,-1678051000000000.0,241.76447,-1678051000000000.0,41.303707,0.8770525,1.0050223,-15.503769,12.232563,-106.56404431220513,33900,339,1.0036238,-1.9073486e-06,233.55748
1233737,1.0906986,2876.3067915439606,100,[-0.836 -0.48  -0.469 -0.794  0.034],0.0315826,35.82,-1382545800000000.0,203.07188,-1382545800000000.0,39.94906,0.9111287,1.0050725,-15.677849,12.291869,-107.98457696907371,34000,340,1.0012593,6.1798096e-06,221.07704
1237409,1.0826495,2884.9664976596832,100,[-0.835 -0.479 -0.468 -0.792  0.034],0.02407362,36.72,-1274044700000000.0,187.01918,-1274044700000000.0,26.856571,0.9451542,1.005283,-17.295784,12.110931,-108.15129195797942,34100,341,1.0005606,-2.861023e-06,214.74771
1240856,1.1052847,2893.0709857940674,100,[-0.835 -0.479 -0.469 -0.791  0.035],0.035887618,34.47,-1661051400000000.0,204.9986,-1661051400000000.0,39.973423,0.88834244,1.0050466,-14.605858,11.7540865,-107.88546547090897,34200,342,1.0012276,-2.4795531e-06,231.86728
1244493,1.1138982,2901.1479835510254,100,[-0.834 -0.479 -0.47  -0.789  0.034],0.028796045,36.37,-1327205000000000.0,198.75797,-1327205000000000.0,61.555992,0.9290673,1.0061167,-17.616386,12.747125,-107.83315063521873,34300,343,1.0007074,5.531311e-06,216.66068
1247977,1.1172551,2909.5796999931335,100,[-0.834 -0.479 -0.47  -0.791  0.035],0.029235676,34.84,-1313714000000000.0,228.3024,-1313714000000000.0,37.575214,0.9342785,1.0051645,-15.913681,11.875056,-107.48417510053791,34400,344,1.0008254,6.1035155e-07,227.8584
1251495,1.1164562,2917.3836092948914,100,[-0.835 -0.478 -0.469 -0.792  0.034],0.038585726,35.18,-1644221900000000.0,192.16121,-1644221900000000.0,32.789974,0.9083347,1.0053916,-15.413483,10.845803,-108.66026567844217,34500,345,1.0016767,3.4332277e-07,227.6206
1254717,1.1800363,2924.4887688159943,100,[-0.835 -0.479 -0.469 -0.79   0.034],0.04997344,32.22,-1340832400000000.0,257.15277,-1340832400000000.0,35.468616,0.88261896,1.0042292,-14.703934,11.540572,-107.16455380000885,34600,346,1.0027393,-3.3187866e-06,250.35059
1258208,1.1331077,2932.3987708091736,100,[-0.837 -0.476 -0.466 -0.79   0.03 ],0.041108817,34.91,-1425536000000000.0,248.97427,-1425536000000000.0,29.855896,0.8724068,1.0049635,-15.477386,11.572967,-107.22107339870627,34700,347,1.001841,1.0299683e-06,226.92804
1261766,1.1904825,2940.7343134880066,100,[-0.836 -0.477 -0.465 -0.789  0.03 ],0.061721507,35.58,-1425536000000000.0,240.8222,-1425536000000000.0,38.89542,0.8705379,1.0056436,-18.077461,13.266819,-106.64411851030147,34800,348,1.0040462,-1.7929077e-06,220.36833
1265472,1.3834063,2948.6985218524933,100,[-0.835 -0.476 -0.467 -0.789  0.031],0.099487774,37.06,-827797600000000.0,461.4261,-827797600000000.0,53.891163,0.7697081,1.0041327,-15.577454,12.899239,-107.24683428562689,34900,349,1.0093613,6.027222e-06,210.36491
1269327,1.0708086,2957.4243993759155,100,[-0.835 -0.477 -0.464 -0.788  0.03 ],0.024427142,38.55,-1515505100000000.0,184.22334,-1515505100000000.0,51.983543,0.9405921,1.0061216,-17.887352,12.153023,-108.3127547429654,35000,350,1.0007406,9.155273e-07,202.46878
1272580,1.1952302,2965.139769554138,100,[-0.835 -0.478 -0.464 -0.787  0.03 ],0.05658343,32.53,-1678051000000000.0,298.79102,-1678051000000000.0,37.33424,0.82175994,1.005681,-14.428558,11.911363,-106.6676251384834,35100,351,1.0031294,-3.2043456e-06,246.30637
1275959,1.0776247,2973.3105280399323,100,[-0.834 -0.478 -0.465 -0.784  0.03 ],0.027323382,33.79,-1712566800000000.0,183.99014,-1712566800000000.0,30.250343,0.9498993,1.0057377,-14.767639,11.172802,-108.14142974740686,35200,352,1.0007724,-1.9454956e-06,238.2239
1279760,1.1275278,2981.8744044303894,100,[-0.835 -0.479 -0.464 -0.784  0.03 ],0.049783178,38.01,-1340832400000000.0,276.9483,-1340832400000000.0,63.16987,0.8651975,1.0077744,-19.097076,14.358443,-107.14441590355491,35300,353,1.003447,-9.155273e-07,203.59927
1283287,1.1010618,2990.006360054016,100,[-0.834 -0.477 -0.465 -0.785  0.03 ],0.03711623,35.27,-1578569900000000.0,206.04593,-1578569900000000.0,42.276573,0.9031523,1.0063902,-16.907463,13.104224,-107.69671300516873,35400,354,1.0015182,7.133484e-06,224.78801
1287096,1.218696,2998.6494331359863,100,[-0.834 -0.477 -0.466 -0.786  0.03 ],0.053492565,38.09,-1261085300000000.0,332.41864,-1261085300000000.0,46.156174,0.87671804,1.0054101,-18.639252,13.807858,-106.95221708149137,35500,355,1.0022162,7.705688e-06,202.65663
1290925,1.4531252,3008.0903749465942,100,[-0.835 -0.478 -0.465 -0.788  0.03 ],0.1542224,38.29,-1611066000000000.0,708.80963,-1611066000000000.0,40.26292,0.73306555,1.0066538,-19.249084,13.243125,-106.88282018719768,35600,356,1.0191593,-5.8746336e-06,202.06078
1294237,1.1012272,3015.8663914203644,100,[-0.836 -0.473 -0.469 -0.786  0.032],0.031897355,33.12,-1354597400000000.0,163.95122,-1354597400000000.0,31.722866,0.9162232,1.0050226,-14.465073,11.257797,-108.1604532215522,35700,357,1.0012699,-3.7384034e-06,244.13333
1297835,1.1147338,3024.4637384414673,100,[-0.836 -0.472 -0.47  -0.786  0.032],0.042232655,35.98,-1150129200000000.0,272.8174,-1150129200000000.0,58.291267,0.8540626,1.0053003,-16.606491,13.990827,-107.02993931942447,35800,358,1.001797,-3.1661987e-06,217.84796
1301204,1.1227608,3032.296137571335,100,[-0.836 -0.473 -0.47  -0.784  0.032],0.049159717,33.69,-1627560700000000.0,174.92715,-1627560700000000.0,31.443195,0.89738053,1.0048501,-15.716316,11.120775,-107.86876600872425,35900,359,1.0023991,-4.997253e-06,238.46938
1304935,1.1679388,3041.0650310516357,100,[-0.836 -0.472 -0.471 -0.784  0.033],0.042023405,37.31,-1500130900000000.0,231.47792,-1500130900000000.0,26.823982,0.8922492,1.0060604,-17.06939,11.94802,-107.58983702980063,36000,360,1.0017797,2.3269654e-06,209.71361
1308262,1.1479678,3049.003005504608,100,[-0.836 -0.472 -0.47  -0.783  0.033],0.043150768,33.27,-1644221900000000.0,214.25133,-1644221900000000.0,44.57386,0.89518225,1.0038867,-13.26413,11.1901,-107.9924090616588,36100,361,1.0023572,4.9591063e-06,242.43541
1311722,1.1408248,3057.280028820038,100,[-0.835 -0.473 -0.469 -0.782  0.033],0.04037079,34.6,-1248255500000000.0,180.53854,-1248255500000000.0,37.830143,0.8916059,1.0060037,-15.11454,12.545982,-108.05299639636823,36200,362,1.0017693,-5.41687e-06,230.76382
1315388,1.1936793,3066.3826293945312,100,[-0.835 -0.472 -0.47  -0.783  0.033],0.05040661,36.66,-1454925000000000.0,224.8251,-1454925000000000.0,37.19064,0.8633549,1.005246,-17.691368,12.466521,-107.67188045103786,36300,363,1.0029824,1.0986329e-05,214.28552
1319186,1.1244128,3074.8255484104156,100,[-0.836 -0.473 -0.468 -0.783  0.033],0.03888343,37.98,-1070507600000000.0,198.98224,-1070507600000000.0,45.88219,0.9069729,1.0061955,-18.653587,12.579321,-107.74667961667768,36400,364,1.0013751,-3.7765503e-06,205.13617
1322776,1.0631846,3083.2743031978607,100,[-0.835 -0.472 -0.469 -0.783  0.033],0.01968788,35.9,-1515505100000000.0,141.3041,-1515505100000000.0,31.697094,0.93565947,1.0052732,-15.81366,10.763269,-109.30613019762806,36500,365,1.0004708,-3.4332274e-06,223.2736
1326065,1.1616145,3090.7994904518127,100,[-0.835 -0.473 -0.469 -0.782  0.032],0.05770388,32.89,-1546720500000000.0,275.1512,-1546720500000000.0,35.08239,0.8591736,1.0053335,-13.320274,11.187193,-107.19256350423042,36600,366,1.0031502,1.1825562e-06,244.18787
1329508,1.1470178,3099.262242794037,100,[-0.836 -0.474 -0.468 -0.781  0.033],0.048297513,34.43,-1354597400000000.0,239.45245,-1354597400000000.0,57.6035,0.88725454,1.0049688,-16.401642,12.842056,-107.44513772495243,36700,367,1.0023501,-7.095337e-06,231.20027
1333154,1.285604,3107.4271910190582,100,[-0.837 -0.474 -0.466 -0.781  0.033],0.060284175,36.46,-1644221900000000.0,269.12146,-1644221900000000.0,25.642815,0.8565408,1.0061388,-15.921577,11.04146,-107.60614885881634,36800,368,1.0027996,1.411438e-06,215.82938
1336778,1.1296251,3115.4399042129517,100,[-0.836 -0.472 -0.463 -0.781  0.037],0.034033276,36.24,-1411061800000000.0,224.5173,-1411061800000000.0,51.775734,0.91974926,1.0066253,-17.602959,13.692983,-107.58980137239769,36900,369,1.001512,,217.07834
1340385,1.0931174,3123.731792449951,100,[-0.836 -0.471 -0.463 -0.783  0.038],0.029227324,36.07,-1016968660000000.0,169.629,-1016968660000000.0,57.59846,0.940208,1.0056946,-15.037201,12.418931,-107.55898463992251,37000,370,1.001062,-7.133484e-06,218.04677
1343838,1.0983735,3131.6593549251556,100,[-0.836 -0.472 -0.462 -0.782  0.038],0.025300482,34.53,-1382545800000000.0,198.22551,-1382545800000000.0,36.480934,0.93790185,1.00524,-16.118546,12.717491,-107.57819083638755,37100,371,1.0006089,-1.0681152e-06,230.54297
1347462,1.1160331,3140.078266143799,100,[-0.837 -0.471 -0.462 -0.783  0.038],0.030728327,36.24,-1411061800000000.0,250.43843,-1411061800000000.0,46.77757,0.93551254,1.0044583,-17.263672,13.450778,-107.30563025696243,37200,372,1.0010967,1.9073487e-07,216.47363
1351227,1.1037751,3148.6918063163757,100,[-0.837 -0.472 -0.461 -0.783  0.037],0.02714964,37.65,-1354597400000000.0,189.1044,-1354597400000000.0,27.858135,0.933199,1.0054079,-18.027145,11.626381,-107.8479891682052,37300,373,1.0005791,6.904602e-06,207.57928
1354983,1.10989,3158.209886074066,100,[-0.837 -0.471 -0.46  -0.784  0.037],0.03380975,37.56,-1425536000000000.0,267.35117,-1425536000000000.0,45.00073,0.9237424,1.005464,-16.658615,13.733302,-107.77919447755129,37400,374,1.0013157,3.0517577e-07,207.87581
1358563,1.1407644,3166.1690406799316,100,[-0.837 -0.472 -0.46  -0.783  0.037],0.04884465,35.8,-1611066000000000.0,241.41252,-1611066000000000.0,46.451244,0.823846,1.0059327,-18.419228,13.844956,-106.45471847725835,37500,375,1.0025253,-2.0599366e-06,218.25502
1362275,1.1120148,3174.7105519771576,100,[-0.835 -0.471 -0.461 -0.782  0.037],0.037939664,37.12,-1368501400000000.0,201.29189,-1368501400000000.0,38.42046,0.9167021,1.0050988,-17.64003,11.990477,-108.39684023204674,37600,376,1.0018288,-9.918213e-07,212.19853
1365879,1.0568151,3183.047585964203,100,[-0.835 -0.472 -0.461 -0.781  0.037],0.020950463,36.04,-1484910600000000.0,186.50278,-1484910600000000.0,39.704983,0.95107496,1.0054133,-17.618103,12.500927,-106.93408199811542,37700,377,1.0004631,-2.2888183e-07,217.50597
1369554,1.0978904,3191.6187958717346,100,[-0.835 -0.473 -0.46  -0.781  0.037],0.035176817,36.75,-1103946450000000.0,236.84341,-1103946450000000.0,50.363388,0.90554523,1.0052484,-17.881493,13.22542,-106.89419227347112,37800,378,1.001459,1.5640259e-06,211.89502
1373247,1.1303245,3200.1668503284454,100,[-0.836 -0.474 -0.459 -0.781  0.036],0.04706699,36.93,-1578569900000000.0,152.94524,-1578569900000000.0,37.50487,0.8827165,1.0064465,-18.272675,12.292389,-107.86025114560394,37900,379,1.0021846,1.9073487e-07,212.7757
1377097,1.0632033,3209.0037178993225,100,[-0.835 -0.473 -0.46  -0.781  0.036],0.022949753,38.5,-1038062050000000.0,154.50694,-1038062050000000.0,41.000267,0.93761104,1.0059981,-16.803383,12.107272,-109.23100799782625,38000,380,1.0005672,-3.1661987e-06,204.08002
1380787,1.1061037,3217.534287214279,100,[-0.835 -0.472 -0.461 -0.781  0.036],0.032241374,36.9,-1300357700000000.0,290.66116,-1300357700000000.0,65.39426,0.9223452,1.0049765,-17.88665,14.592656,-107.346170271733,38100,381,1.0012296,-2.2506713e-06,211.7821
1384350,1.2229879,3225.5199661254883,100,[-0.836 -0.473 -0.46  -0.782  0.036],0.05597554,35.63,-1440156600000000.0,311.98154,-1440156600000000.0,31.307999,0.8122244,1.0043812,-16.91343,12.110843,-107.21186247173455,38200,382,1.0024072,3.3187866e-06,221.07988
1388342,1.1280203,3235.518316745758,100,[-0.836 -0.474 -0.458 -0.784  0.036],0.041281886,39.92,-1274044700000000.0,256.83408,-1274044700000000.0,51.19287,0.8970807,1.0056405,-19.651306,14.091524,-107.31281911294008,38300,383,1.0017033,2.7465821e-06,191.85846
1392021,1.0988216,3243.0244703292847,100,[-0.836 -0.475 -0.457 -0.784  0.036],0.034729224,36.79,-1186005200000000.0,181.25046,-1186005200000000.0,42.36251,0.91834515,1.0060505,-17.41671,12.721848,-107.47707028516645,38400,384,1.0013318,3.6239624e-06,212.90036
