TimestepsSoFar,MaxIW,TimeElapsed,EpThisIter,Weights,StdIW,EpLenMean,InitialBound,J_sample_variance,Bound,InitialReturnMax,MinIW,MeanIW,InitialReturnMin,InitialReturnStd,EpRewMean,EpisodesSoFar,Iteration,EmpiricalD2,InitialReturnMean,ReturnMeanIW
339432,1.4164412,812.0414168834686,100,[-0.826 -0.498 -0.46  -0.755  0.013],0.098443024,38.57,-1382545800000000.0,506.7345,-1382545800000000.0,57.17923,0.7647686,1.0025673,-19.579567,14.088587,-106.81385036609248,9400,94,1.0090789,1.9836425e-06,199.60669
343181,1.1082513,820.4753274917603,100,[-0.826 -0.5   -0.459 -0.753  0.013],0.03653786,37.49,-1469842500000000.0,160.06532,-1469842500000000.0,31.226795,0.84125745,1.0057924,-18.254105,11.9811,-107.49082101475216,9500,95,1.0012364,3.1280517e-06,207.97342
347083,1.1274124,829.2174191474915,100,[-0.826 -0.501 -0.461 -0.752  0.014],0.03806374,39.02,-1048768740000000.0,215.77827,-1048768740000000.0,45.043053,0.8900867,1.0068272,-16.622696,12.3741865,-107.82667102979076,9600,96,1.0013707,2.7465821e-06,198.40147
350529,1.1141976,837.8955993652344,100,[-0.827 -0.501 -0.461 -0.754  0.014],0.040017948,34.46,-1627560700000000.0,187.2403,-1627560700000000.0,35.821198,0.90128535,1.0058645,-14.981522,11.697096,-108.04865357896495,9700,97,1.0021228,6.027222e-06,232.1372
354107,1.0683743,846.5397436618805,100,[-0.826 -0.5   -0.461 -0.755  0.015],0.02180855,35.78,-1425536000000000.0,153.04793,-1425536000000000.0,34.059002,0.93105286,1.0053782,-15.575378,11.521462,-108.09707363340732,9800,98,1.0005714,-3.5095215e-06,221.72821
357582,1.0916831,855.4613647460938,100,[-0.826 -0.501 -0.461 -0.754  0.015],0.03620595,34.75,-1546720500000000.0,213.43327,-1546720500000000.0,35.23487,0.89594465,1.0059794,-15.441643,11.773411,-108.22698114637635,9900,99,1.0012708,7.019043e-06,230.22353
361227,1.1634372,863.9060046672821,100,[-0.826 -0.5   -0.462 -0.755  0.015],0.04833582,36.45,-1048768740000000.0,297.5615,-1048768740000000.0,59.874878,0.88698506,1.0051879,-18.138657,14.086728,-106.86920870742131,10000,100,1.0035808,-3.890991e-06,213.81886
364946,1.0528874,872.9337728023529,100,[-0.827 -0.501 -0.46  -0.754  0.016],0.01821462,37.19,-1222979300000000.0,143.12454,-1222979300000000.0,40.498676,0.93279034,1.0062447,-17.274666,12.324446,-107.99665641220105,10100,101,1.0005331,-2.822876e-06,210.88695
368770,1.2550392,881.5755507946014,100,[-0.827 -0.501 -0.46  -0.755  0.016],0.060930833,38.24,-1368501400000000.0,258.34,-1368501400000000.0,32.42095,0.88547933,1.0038877,-17.317291,10.6870775,-109.07562241814256,10200,102,1.003609,-4.8065185e-06,205.88359
372388,1.2051759,889.597615480423,100,[-0.826 -0.502 -0.458 -0.756  0.017],0.06801473,36.18,-1546720500000000.0,342.12125,-1546720500000000.0,39.998688,0.8152157,1.0039561,-15.999771,12.570982,-107.61357701127488,10300,103,1.0053567,-3.890991e-06,217.6885
376121,1.1069244,898.3071258068085,100,[-0.827 -0.501 -0.455 -0.754  0.014],0.024074228,37.33,-1411061800000000.0,170.02534,-1411061800000000.0,49.071148,0.9150915,1.00548,-16.471077,12.318527,-108.25454680978015,10400,104,1.0006123,3.0517577e-07,210.47232
379896,1.1387312,906.142678976059,100,[-0.828 -0.503 -0.457 -0.753  0.015],0.04357897,37.75,-1611066000000000.0,234.77121,-1611066000000000.0,30.01519,0.890514,1.0054291,-17.880615,12.152139,-108.31385073687883,10500,105,1.0020225,-3.3187866e-06,207.82549
383301,1.129226,913.6599674224854,100,[-0.828 -0.504 -0.456 -0.753  0.015],0.04567423,34.05,-1661051400000000.0,216.6935,-1661051400000000.0,39.476963,0.86103934,1.004989,-15.000832,11.846255,-106.93775480360682,10600,106,1.0025594,1.9454956e-06,233.39471
387174,1.0817758,922.7588496208191,100,[-0.828 -0.503 -0.456 -0.754  0.015],0.024764925,38.73,-1340832400000000.0,198.29405,-1340832400000000.0,38.226665,0.9424214,1.0058618,-18.5186,12.695052,-107.63064383065975,10700,107,1.0007738,-3.4713746e-06,199.99055
390794,1.1400205,931.4572463035583,100,[-0.828 -0.503 -0.455 -0.754  0.015],0.04298943,36.2,-1340832400000000.0,253.58444,-1340832400000000.0,49.86828,0.85393226,1.0057368,-18.914017,14.328612,-105.87111182306101,10800,108,1.0018973,-3.4713746e-06,214.01062
394394,1.2330157,939.9896464347839,100,[-0.827 -0.503 -0.457 -0.755  0.015],0.06998117,36.0,-1198206200000000.0,332.89606,-1198206200000000.0,44.988544,0.8339401,1.0046058,-16.059616,11.945351,-107.84040659813778,10900,109,1.0053841,-3.8146973e-06,219.44052
398181,1.1209193,949.199049949646,100,[-0.827 -0.502 -0.454 -0.753  0.018],0.041115716,37.87,-1313714000000000.0,306.1328,-1313714000000000.0,65.04095,0.91193324,1.0049973,-17.643333,13.965177,-107.11043800813144,11000,110,1.0024692,1.6784668e-06,204.59502
401910,1.2781429,958.0145590305328,100,[-0.827 -0.503 -0.452 -0.753  0.017],0.050594274,37.29,-1313714000000000.0,346.00446,-1313714000000000.0,43.154118,0.8902036,1.0050471,-16.76867,13.255681,-106.95370471671413,11100,111,1.0024333,-1.9073487e-07,208.19539
405799,1.1473602,966.7344868183136,100,[-0.827 -0.502 -0.45  -0.754  0.017],0.048268702,38.89,-1454925000000000.0,249.41232,-1454925000000000.0,34.91899,0.8747281,1.0068681,-19.002098,12.736017,-107.22252663740088,11200,112,1.0033256,2.5939942e-06,198.21663
409489,1.2386919,975.2189536094666,100,[-0.827 -0.501 -0.45  -0.756  0.016],0.050141647,36.9,-1300357700000000.0,281.1629,-1300357700000000.0,64.34839,0.87873685,1.0054381,-16.861916,12.790403,-107.79375507337201,11300,113,1.0025874,1.1444092e-06,212.57565
413383,1.0840803,984.377507686615,100,[-0.827 -0.499 -0.449 -0.758  0.017],0.029377963,38.94,-1368501400000000.0,190.72131,-1368501400000000.0,57.47602,0.9015634,1.0061351,-18.437103,12.685211,-108.14762212367582,11400,114,1.0012926,-1.14440915e-07,199.47021
417154,1.1674985,993.1010227203369,100,[-0.827 -0.499 -0.448 -0.76   0.016],0.045709483,37.71,-1222979300000000.0,240.35501,-1222979300000000.0,48.015007,0.8750999,1.0059916,-17.699364,13.284609,-106.72779246058104,11500,115,1.0019096,1.335144e-06,205.03589
420906,1.1477873,1001.2831935882568,100,[-0.827 -0.498 -0.448 -0.762  0.016],0.044109788,37.52,-1515505100000000.0,175.22583,-1515505100000000.0,48.559208,0.9130295,1.006385,-15.636139,12.350534,-107.86904415754589,11600,116,1.0020045,-6.1416627e-06,208.57428
424486,1.0663289,1009.3735673427582,100,[-0.827 -0.497 -0.449 -0.762  0.016],0.02365326,35.8,-1531034400000000.0,115.03059,-1531034400000000.0,28.509155,0.9469752,1.0048816,-15.531181,11.226038,-108.63866797808723,11700,117,1.0005939,5.455017e-06,222.5918
428319,1.0506122,1018.0498902797699,100,[-0.827 -0.497 -0.449 -0.763  0.016],0.016608022,38.33,-1327205000000000.0,122.37669,-1327205000000000.0,37.17563,0.9451062,1.0058258,-16.253532,11.1988,-109.00197742377232,11800,118,1.0003184,-7.5149537e-06,205.12627
432189,1.1459792,1026.725991487503,100,[-0.826 -0.497 -0.45  -0.763  0.016],0.027548747,38.7,-1340832400000000.0,218.3882,-1340832400000000.0,43.357197,0.94649404,1.0053682,-16.145569,12.285062,-107.47529477900054,11900,119,1.0005164,-2.9754638e-06,199.89987
435878,1.1079179,1035.7198762893677,100,[-0.826 -0.496 -0.449 -0.764  0.017],0.038050737,36.89,-1500130900000000.0,197.58817,-1500130900000000.0,28.8303,0.91391444,1.0043519,-16.506714,11.399029,-107.76489439499636,12000,120,1.0017575,-2.670288e-07,212.9293
439258,1.1046836,1043.8791415691376,100,[-0.826 -0.498 -0.448 -0.764  0.016],0.04608485,33.8,-1354597400000000.0,155.52028,-1354597400000000.0,32.36665,0.85130984,1.004725,-13.975594,11.850941,-107.15306344036775,12100,121,1.0037844,5.340576e-07,235.60756
442998,1.3651212,1052.975121974945,100,[-0.826 -0.497 -0.45  -0.765  0.016],0.06177651,37.4,-1644221900000000.0,279.63632,-1644221900000000.0,42.627224,0.87364304,1.0053183,-18.677086,12.042773,-107.94863074570249,12200,122,1.003211,1.2969971e-06,209.58263
446977,1.0907595,1062.1684529781342,100,[-0.826 -0.495 -0.448 -0.767  0.017],0.02226623,39.79,-1274044700000000.0,197.92125,-1274044700000000.0,31.824135,0.93009317,1.0060468,-18.30297,12.413167,-108.17922610499663,12300,123,1.0005629,-4.5776366e-07,194.09982
450432,1.1239868,1070.726764202118,100,[-0.827 -0.495 -0.447 -0.768  0.017],0.030155322,34.55,-1396732200000000.0,209.20532,-1396732200000000.0,33.925663,0.9219851,1.0057119,-14.944824,12.390232,-106.31823440143143,12400,124,1.0010201,-4.0817263e-06,227.91115
454333,1.10845,1079.4274995326996,100,[-0.827 -0.495 -0.447 -0.769  0.017],0.03726673,39.01,-1115318700000000.0,194.71074,-1115318700000000.0,38.823025,0.8946456,1.0052212,-18.807693,11.732809,-108.83365747128852,12500,125,1.0016942,8.277893e-06,200.31781
458083,1.2121141,1088.2957456111908,100,[-0.827 -0.496 -0.446 -0.768  0.017],0.09432893,37.5,-1327205000000000.0,285.29785,-1327205000000000.0,30.664162,0.7804184,1.0043136,-15.634033,10.421857,-109.02737787028623,12600,126,1.0097657,1.6784668e-06,210.7536
461888,1.1122917,1097.0036208629608,100,[-0.829 -0.499 -0.45  -0.772  0.015],0.033261593,38.05,-1313714000000000.0,159.86163,-1313714000000000.0,39.445637,0.9162298,1.0062773,-17.101006,12.093085,-108.61810160646718,12700,127,1.001485,1.3732911e-06,206.26892
465600,1.1374078,1106.358226776123,100,[-0.829 -0.498 -0.452 -0.773  0.014],0.051411305,37.12,-1515505100000000.0,215.9758,-1515505100000000.0,37.454735,0.8720653,1.0056217,-16.231674,12.063885,-107.58523933368342,12800,128,1.0025111,6.027222e-06,210.98573
469347,1.3703129,1116.1216156482697,100,[-0.83  -0.498 -0.453 -0.775  0.015],0.1351422,37.47,-1411061800000000.0,761.2759,-1411061800000000.0,36.043133,0.67826813,1.0029019,-17.801567,12.68572,-106.60467525923833,12900,129,1.0206935,3.2424928e-06,206.34235
473056,1.1334598,1124.9972846508026,100,[-0.831 -0.498 -0.448 -0.771  0.014],0.03696113,37.09,-1712566800000000.0,203.93703,-1712566800000000.0,23.3601,0.9221201,1.0047567,-16.770897,11.255633,-108.83983643844738,13000,130,1.0011921,9.117127e-06,213.49623
476566,1.1906173,1132.7815890312195,100,[-0.832 -0.499 -0.447 -0.772  0.016],0.057791345,35.1,-1500130900000000.0,250.14993,-1500130900000000.0,34.897423,0.86202914,1.0071687,-15.300743,11.208716,-108.59909225912419,13100,131,1.0032492,-1.2588501e-06,228.1001
480214,1.1120402,1141.561325788498,100,[-0.831 -0.497 -0.448 -0.773  0.015],0.03408365,36.48,-1531034400000000.0,183.57706,-1531034400000000.0,36.16807,0.9314149,1.0056908,-16.2277,12.101246,-108.59836739901091,13200,132,1.0011928,8.010864e-07,217.25691
483967,1.1360968,1150.3946058750153,100,[-0.831 -0.496 -0.449 -0.772  0.016],0.045399565,37.53,-1235554000000000.0,263.31665,-1235554000000000.0,33.64066,0.8932145,1.006053,-18.147324,12.974229,-107.02914039263194,13300,133,1.0026352,-3.8146972e-08,206.80212
487886,1.0498956,1159.3349077701569,100,[-0.833 -0.498 -0.447 -0.772  0.015],0.01644123,39.19,-1287135300000000.0,156.55188,-1287135300000000.0,31.825478,0.9669581,1.0058815,-18.97538,11.214339,-108.782708176066,13400,134,1.000232,3.3187866e-06,198.96007
491746,1.388394,1168.5874843597412,100,[-0.833 -0.497 -0.447 -0.773  0.016],0.11838088,38.6,-1248255500000000.0,459.21133,-1248255500000000.0,65.627594,0.70952094,1.004895,-18.393799,14.594399,-107.03322757149692,13500,135,1.0154332,2.7465821e-06,199.54414
495336,1.0779524,1176.9851410388947,100,[-0.835 -0.498 -0.45  -0.777  0.019],0.025565438,35.9,-1313714000000000.0,161.74818,-1313714000000000.0,37.79814,0.92626786,1.0052717,-16.438377,12.0642185,-107.97991260001116,13600,136,1.0009271,5.722046e-07,220.37634
499227,1.0786537,1186.1152052879333,100,[-0.835 -0.497 -0.451 -0.778  0.02 ],0.025219392,38.91,-1274044700000000.0,227.28835,-1274044700000000.0,52.17307,0.9501556,1.0055219,-17.871353,13.327668,-107.73493444722416,13700,137,1.0006683,-8.773804e-07,198.77612
503042,1.1653359,1195.4065132141113,100,[-0.835 -0.498 -0.45  -0.778  0.02 ],0.05501341,38.15,-966053700000000.0,314.6063,-966053700000000.0,50.44012,0.8703202,1.0052437,-18.96064,14.061007,-107.18681628122657,13800,138,1.0031805,-5.340576e-07,202.39642
506670,1.1254265,1204.2718999385834,100,[-0.836 -0.499 -0.448 -0.778  0.019],0.04431241,36.28,-1425536000000000.0,227.56541,-1425536000000000.0,34.83746,0.89904034,1.0042096,-14.910591,12.161478,-108.07334058800396,13900,139,1.0025795,-2.9754638e-06,217.55133
510692,1.0811895,1214.161434173584,100,[-0.836 -0.499 -0.447 -0.777  0.02 ],0.030514847,40.22,-1138408700000000.0,164.79134,-1138408700000000.0,39.41787,0.9312673,1.0064946,-17.654274,12.816025,-108.51656769846242,14000,140,1.0010375,-9.155274e-06,191.78366
514454,1.1472911,1222.931488275528,100,[-0.835 -0.499 -0.448 -0.777  0.019],0.03363682,37.62,-1354597400000000.0,223.25235,-1354597400000000.0,36.01429,0.8982595,1.0059484,-16.15345,12.092992,-108.20862465975915,14100,141,1.001077,4.653931e-06,208.42816
518107,1.4552493,1231.475103855133,100,[-0.834 -0.5   -0.448 -0.779  0.022],0.12365098,36.53,-1354597400000000.0,642.96405,-1354597400000000.0,60.537476,0.66470903,1.0010179,-17.685196,13.76167,-106.72908304809157,14200,142,1.0211962,7.171631e-06,212.90761
521953,1.1263192,1240.0736587047577,100,[-0.835 -0.494 -0.45  -0.78   0.022],0.030759463,38.46,-1340832400000000.0,217.35417,-1340832400000000.0,39.907787,0.9165418,1.0057354,-17.673622,13.231441,-106.96272965304868,14300,143,1.0013288,1.6403199e-06,200.46973
525412,1.1160405,1248.207073688507,100,[-0.835 -0.495 -0.45  -0.779  0.022],0.03381449,34.59,-1411061800000000.0,244.0891,-1411061800000000.0,37.74775,0.90548074,1.0049433,-14.74781,12.268395,-107.69313053059354,14400,144,1.0013298,1.8310546e-06,230.17427
529054,1.1352034,1256.54896068573,100,[-0.835 -0.495 -0.448 -0.779  0.02 ],0.034808695,36.42,-1594736400000000.0,202.63707,-1594736400000000.0,28.391155,0.92094004,1.005488,-15.977074,11.669069,-107.10809432908432,14500,145,1.0011413,-3.4713746e-06,215.06354
532823,1.0770259,1266.0408818721771,100,[-0.835 -0.496 -0.448 -0.779  0.02 ],0.026827926,37.69,-1368501400000000.0,241.22052,-1368501400000000.0,38.213326,0.9308531,1.0051191,-17.778488,13.548445,-106.6918925618333,14600,146,1.0008271,2.3651123e-06,205.14641
536871,1.2844646,1275.2785198688507,100,[-0.836 -0.497 -0.447 -0.779  0.019],0.10972728,40.48,-1198206200000000.0,354.99567,-1198206200000000.0,71.96168,0.6760323,1.0094417,-19.968765,14.365786,-107.59649482346781,14700,147,1.0121036,3.5095215e-06,188.7685
540332,1.0631198,1283.9674124717712,100,[-0.834 -0.495 -0.451 -0.78   0.021],0.02312084,34.61,-1562565200000000.0,130.16849,-1562565200000000.0,36.2803,0.939248,1.0062857,-13.908279,11.383392,-108.03484980725455,14800,148,1.0006716,-1.7166137e-06,230.94785
543983,1.1851282,1292.6797728538513,100,[-0.834 -0.495 -0.451 -0.78   0.021],0.057940073,36.51,-1396732200000000.0,286.74066,-1396732200000000.0,40.640316,0.8801863,1.0062927,-14.467186,10.759725,-108.32620259846273,14900,149,1.0030161,4.8828124e-06,216.781
547713,1.0660704,1301.728345632553,100,[-0.836 -0.496 -0.449 -0.781  0.02 ],0.018266277,37.3,-1469842500000000.0,169.53314,-1469842500000000.0,32.60121,0.9549701,1.0058234,-18.933006,12.330435,-106.67484527491928,15000,150,1.0004021,5.989075e-06,207.90067
551459,1.0915389,1309.6989970207214,100,[-0.836 -0.496 -0.449 -0.781  0.02 ],0.03610469,37.46,-1411061800000000.0,180.88467,-1411061800000000.0,49.612427,0.89431334,1.0057042,-17.119675,13.078345,-107.76516809966589,15100,151,1.0011967,-2.9754638e-06,208.64044
555146,1.1317414,1318.4660024642944,100,[-0.835 -0.495 -0.45  -0.781  0.02 ],0.05296068,36.87,-1313714000000000.0,219.16043,-1313714000000000.0,28.695595,0.8824959,1.0063902,-16.452553,11.123843,-107.61003347348294,15200,152,1.003201,6.866455e-06,212.60919
558586,1.1832335,1326.7379109859467,100,[-0.835 -0.493 -0.45  -0.782  0.019],0.06291257,34.4,-1515505100000000.0,217.03859,-1515505100000000.0,43.829617,0.8502823,1.0059962,-12.949997,11.566494,-108.59272324785887,15300,153,1.004195,-3.8146973e-06,233.64876
562467,1.1312323,1335.7358827590942,100,[-0.835 -0.492 -0.452 -0.782  0.02 ],0.04529473,38.81,-1411061800000000.0,154.19676,-1411061800000000.0,30.204948,0.8927243,1.0080911,-18.43789,11.86707,-108.31808616706316,15400,154,1.0018439,2.7465821e-06,200.88362
566177,1.130599,1344.8566126823425,100,[-0.834 -0.492 -0.453 -0.783  0.02 ],0.046192978,37.1,-1368501400000000.0,235.8316,-1368501400000000.0,43.122944,0.83289045,1.0040505,-15.905998,12.028248,-107.76928945259877,15500,155,1.0025077,-6.942749e-06,211.40613
569861,1.1799868,1352.8370022773743,100,[-0.836 -0.494 -0.455 -0.782  0.018],0.04443198,36.84,-1327205000000000.0,147.54599,-1327205000000000.0,33.69024,0.875583,1.0051241,-16.54483,12.202232,-107.4942470332551,15600,156,1.0022092,1.4877319e-06,212.73128
573315,1.1865273,1361.1759121418,100,[-0.837 -0.494 -0.457 -0.783  0.019],0.06600106,34.54,-1425536000000000.0,363.00745,-1425536000000000.0,39.069763,0.8638098,1.005247,-15.045906,12.914605,-107.09324687759971,15700,157,1.0053397,-4.5776366e-07,229.26767
577001,1.1407546,1369.7136402130127,100,[-0.838 -0.496 -0.456 -0.781  0.019],0.02945794,36.86,-1440156600000000.0,166.81345,-1440156600000000.0,37.983185,0.9027013,1.0049742,-15.629997,11.898299,-108.3915687382451,15800,158,1.0012107,5.0354006e-06,214.18619
580592,1.0632275,1378.2396867275238,100,[-0.837 -0.496 -0.457 -0.779  0.018],0.021117397,35.91,-1627560700000000.0,152.2956,-1627560700000000.0,29.958725,0.95955074,1.0057979,-15.860985,11.782132,-107.13081462501336,15900,159,1.0005367,-1.9454956e-06,218.96454
584334,1.183704,1386.3990318775177,100,[-0.837 -0.495 -0.458 -0.779  0.018],0.04462381,37.42,-1440156600000000.0,269.0046,-1440156600000000.0,43.552307,0.8502946,1.0042441,-15.194771,12.261984,-107.56703839567736,16000,160,1.0023015,-1.14440915e-07,208.53265
588043,1.136542,1394.9531064033508,100,[-0.837 -0.497 -0.456 -0.781  0.018],0.03892312,37.09,-1454925000000000.0,165.28763,-1454925000000000.0,37.360764,0.9012824,1.0059551,-14.925407,12.115414,-108.39819584306069,16100,161,1.001575,-1.335144e-06,212.52129
591684,1.158178,1404.0304698944092,100,[-0.837 -0.496 -0.458 -0.78   0.017],0.041765776,36.41,-1382545800000000.0,203.37003,-1382545800000000.0,35.16603,0.8750174,1.0055708,-16.133965,12.706098,-107.89432038397678,16200,162,1.0015478,3.6621093e-06,216.34137
595412,1.1191818,1412.2392921447754,100,[-0.836 -0.495 -0.457 -0.778  0.016],0.041511912,37.28,-1210530500000000.0,231.86935,-1210530500000000.0,72.85369,0.89728284,1.0059578,-17.580124,13.442688,-108.03998720861824,16300,163,1.0020238,3.929138e-06,210.39708
599141,1.0850317,1421.0764815807343,100,[-0.836 -0.497 -0.458 -0.776  0.016],0.029039362,37.29,-1440156600000000.0,164.29813,-1440156600000000.0,32.746773,0.9457321,1.0057441,-16.43966,11.843377,-108.18313198194964,16400,164,1.0009063,1.9454956e-06,210.80965
602905,1.1691282,1428.9913384914398,100,[-0.835 -0.497 -0.458 -0.775  0.016],0.04447447,37.64,-1531034400000000.0,200.21027,-1531034400000000.0,31.186024,0.893773,1.0060756,-16.881645,11.715206,-107.71321766577655,16500,165,1.0019202,1.9454956e-06,207.56557
606460,1.158941,1437.4957871437073,100,[-0.833 -0.496 -0.459 -0.775  0.016],0.049276732,35.55,-1340832400000000.0,234.20267,-1340832400000000.0,33.8741,0.8652297,1.0045772,-16.427979,12.549827,-107.4667448887948,16600,166,1.0031745,4.348755e-06,222.07011
609763,1.1418389,1444.9145674705505,100,[-0.834 -0.498 -0.457 -0.776  0.016],0.03813119,33.03,-1484910600000000.0,289.86227,-1484910600000000.0,37.21817,0.9034122,1.0041312,-15.144394,12.726308,-106.8130662467372,16700,167,1.0014797,4.5776366e-07,242.0393
613326,1.1508749,1453.4240057468414,100,[-0.834 -0.498 -0.456 -0.778  0.015],0.04844012,35.63,-1469842500000000.0,308.54395,-1469842500000000.0,33.055832,0.86684704,1.0047549,-15.889778,13.2961645,-106.96593755071639,16800,168,1.0023199,6.904602e-06,220.65054
617117,1.1080341,1462.6382384300232,100,[-0.835 -0.5   -0.455 -0.78   0.015],0.0348447,37.91,-1500130900000000.0,163.92844,-1500130900000000.0,47.151474,0.90476114,1.0057257,-18.378708,11.982304,-107.78814513962458,16900,169,1.001325,-1.0223389e-05,205.78844
620714,1.0849539,1471.1146471500397,100,[-0.835 -0.499 -0.456 -0.78   0.015],0.030839533,35.97,-1515505100000000.0,167.33699,-1515505100000000.0,37.885857,0.92311865,1.0062115,-17.367523,12.255005,-107.38457724024764,17000,170,1.001516,-7.2479247e-07,218.83464
624332,1.1411645,1478.7463331222534,100,[-0.834 -0.499 -0.457 -0.781  0.015],0.041186783,36.18,-1327205000000000.0,258.42856,-1327205000000000.0,33.306557,0.89302236,1.0047268,-15.563194,12.941379,-107.36283414062673,17100,171,1.0015242,-5.302429e-06,217.09601
628137,1.1112853,1488.016286611557,100,[-0.835 -0.497 -0.455 -0.781  0.016],0.04236602,38.05,-1222979300000000.0,214.7386,-1222979300000000.0,50.467094,0.82972026,1.0053546,-17.899025,12.786611,-106.95104099952725,17200,172,1.0018352,-1.6021728e-06,203.0389
631622,1.2220471,1495.5750460624695,100,[-0.835 -0.496 -0.455 -0.782  0.015],0.05386236,34.85,-1611066000000000.0,233.68156,-1611066000000000.0,46.137035,0.8826101,1.0060338,-17.015175,13.475896,-106.68713573610259,17300,173,1.0023106,-5.9509275e-06,226.18164
635316,1.1125991,1504.2910935878754,100,[-0.834 -0.494 -0.455 -0.781  0.015],0.03286672,36.94,-1531034400000000.0,194.45079,-1531034400000000.0,30.412323,0.92931676,1.0047544,-17.415413,12.288689,-106.54283170173447,17400,174,1.0011926,-3.8146972e-08,210.29834
638739,1.0796337,1512.2823247909546,100,[-0.835 -0.495 -0.454 -0.781  0.015],0.025765613,34.23,-1484910600000000.0,164.71439,-1484910600000000.0,36.72337,0.93234676,1.0054723,-16.07396,11.861814,-108.13740543970547,17500,175,1.0007336,3.2806397e-06,234.22604
642844,1.1889424,1521.7714354991913,100,[-0.834 -0.495 -0.456 -0.78   0.015],0.060104184,41.05,-1092688000000000.0,225.34248,-1092688000000000.0,47.652576,0.8546721,1.0077591,-18.877884,13.122903,-107.91838393521923,17600,176,1.0026094,-4.577637e-06,186.05388
646649,1.1987551,1530.4782955646515,100,[-0.834 -0.495 -0.457 -0.782  0.017],0.05184743,38.05,-1562565200000000.0,313.99423,-1562565200000000.0,47.541313,0.87629545,1.004712,-18.238968,13.950042,-106.70695150911776,17700,177,1.0026909,-1.1444092e-06,202.79848
649850,1.068472,1537.7880947589874,100,[-0.832 -0.497 -0.455 -0.783  0.021],0.023673404,32.01,-1678051000000000.0,129.2866,-1678051000000000.0,22.056889,0.941106,1.00461,-12.789047,10.258642,-108.09611173864738,17800,178,1.0004666,-8.087158e-06,254.50296
653408,1.1203243,1546.1092081069946,100,[-0.832 -0.496 -0.456 -0.784  0.021],0.039817147,35.58,-1661051400000000.0,169.31578,-1661051400000000.0,38.117157,0.9134964,1.0066324,-16.286499,11.381277,-107.90656418279268,17900,179,1.0014758,2.632141e-06,223.05971
656837,1.0795922,1554.302455663681,100,[-0.832 -0.496 -0.457 -0.784  0.021],0.028959023,34.29,-1531034400000000.0,194.4956,-1531034400000000.0,32.74154,0.88159263,1.0051081,-14.62748,11.794237,-108.33345388382122,18000,180,1.0008347,,234.2501
660188,1.1310315,1562.03009557724,100,[-0.831 -0.496 -0.458 -0.783  0.02 ],0.034507602,33.51,-1411061800000000.0,149.04999,-1411061800000000.0,34.17863,0.91433597,1.00452,-13.703995,11.020658,-108.30189713816848,18100,181,1.0011066,-8.964538e-06,240.89853
663761,1.0992476,1570.2528047561646,100,[-0.831 -0.496 -0.459 -0.783  0.02 ],0.03182139,35.73,-1210530500000000.0,204.20778,-1210530500000000.0,53.596226,0.9286368,1.0049602,-16.821,12.858117,-107.45613126257324,18200,182,1.0010524,2.9754638e-06,220.6639
667329,1.1031253,1579.3792684078217,100,[-0.831 -0.497 -0.459 -0.782  0.02 ],0.027271204,35.68,-1515505100000000.0,189.67288,-1515505100000000.0,53.36003,0.9142701,1.0046719,-17.695847,12.054606,-107.0142418961505,18300,183,1.0006614,-3.929138e-06,220.40509
670907,1.1868417,1586.9980511665344,100,[-0.831 -0.497 -0.458 -0.783  0.02 ],0.045406587,35.78,-1261085300000000.0,255.4316,-1261085300000000.0,56.016586,0.9218151,1.0067837,-16.402077,12.865552,-107.16955846420704,18400,184,1.0014728,3.0517577e-07,219.80388
674711,1.1398457,1596.1036386489868,100,[-0.829 -0.495 -0.458 -0.783  0.022],0.047421362,38.04,-1300357700000000.0,231.63438,-1300357700000000.0,55.35767,0.89067453,1.0058571,-18.080856,13.4168625,-107.58102483668634,18500,185,1.0026007,-1.9836425e-06,204.36732
678283,1.069488,1604.3796005249023,100,[-0.829 -0.494 -0.459 -0.784  0.021],0.029258706,35.72,-1368501400000000.0,277.3206,-1368501400000000.0,59.42577,0.90992343,1.004591,-16.991638,15.330085,-105.58641044633761,18600,186,1.0010971,-1.6403199e-06,216.98459
681622,1.115991,1612.033204317093,100,[-0.83  -0.494 -0.461 -0.784  0.02 ],0.038179323,33.39,-1411061800000000.0,202.93529,-1411061800000000.0,35.144115,0.84782684,1.004659,-15.618515,11.647742,-107.4277857859008,18700,187,1.0015044,2.2888185e-06,239.99878
684886,1.2819953,1620.667771577835,100,[-0.832 -0.493 -0.459 -0.785  0.018],0.09619186,32.64,-1150129200000000.0,579.6899,-1150129200000000.0,48.096886,0.7861101,1.0061127,-14.703354,13.982586,-106.44029790531432,18800,188,1.0102285,-3.3569336e-06,244.18396
688626,1.0828345,1628.9662456512451,100,[-0.838 -0.491 -0.461 -0.788  0.021],0.022383384,37.4,-1627560700000000.0,159.01353,-1627560700000000.0,20.990147,0.95029455,1.0050427,-18.115486,10.910758,-107.95653085363257,18900,189,1.0004312,3.4713746e-06,209.76744
692472,1.1928658,1637.395271539688,100,[-0.839 -0.491 -0.46  -0.788  0.021],0.038963836,38.46,-1313714000000000.0,222.26118,-1313714000000000.0,36.58456,0.920425,1.0058603,-17.920341,13.165721,-108.33667470097954,19000,190,1.0015363,1.14440915e-07,202.80016
