BatchSize,MaxNormIw,VarDiscRet,AvgVanillaIw,MinVanillaIw,J,MinNormIw,AvgNormIw,VanillaAvgRet,AvgEpLen,AvgDiscRet,VarVanillaIw,EpsThisIter,eRenyi2,Bound,MaxVanillaIw,VarRet,IterType,Delta,ESSClassic,VarNormIw,AvgRet,VarJ,ESSRenyi
200,0.335386,301.705681205,1.51927,0.0993836,-70.2543,0.000327077,0.005,-100.596416442,46.85,-100.596416442,56.2382,100,1.0,-78.6421,101.908,301.705681205,1,0.5,7.92299535155,0.00060912,-100.596416442,227.861,200.0
200,0.01,1416.6107953,1.0,1.0,-103.72,0.01,0.01,-103.720498688,84.99,-103.720498688,,100,1.0,-141.501,1.0,1416.6107953,2,0.5,100.0,3.50449e-18,-103.720498688,37.4492,200.0
300,0.0197276,196.028660534,2.55024,0.00981276,-102.414,1.92389e-05,0.005,-100.596416442,46.85,-100.822200252,3.64712,100,2.44241,-144.165,10.062,301.705681205,,0.5,128.372015205,1.40194e-05,-100.596416442,29.3739,122.82927295
300,0.200454,132.66038067,1.27701,0.0161001,-83.2571,4.20257e-05,0.00333333,-102.547986322,47.54,-102.547986322,23.3972,100,1.0,-93.8289,76.7942,132.66038067,1,0.5,19.6081679419,0.000159417,-102.547986322,209.129,299.999964237
300,0.01,709.923939043,1.0,1.0,-99.5126,0.01,0.01,-99.5126377208,81.98,-99.5126377208,,100,1.0,-122.334,1.0,709.923939043,2,0.5,100.0,3.50449e-18,-99.5126377208,26.5108,300.0
300,0.005,320.743541219,1.0,1.0,-99.5662,0.005,0.005,-99.6197978203,60.8,-99.6197978203,,100,1.0,-115.703,1.0,320.743541219,2,0.5,200.000000102,2.1793e-19,-99.6197978203,22.5872,300.0
400,0.0657764,481.402769679,3.1476,0.0130218,-100.004,1.37902e-05,0.00333333,-102.547986322,47.54,-101.718294108,26.8885,100,2.93468,-126.907,62.1113,132.66038067,,0.5,80.972974196,3.01554e-05,-102.547986322,24.3819,136.300841013
400,0.202616,100.923598407,1.33217,0.046389,-85.6863,8.70552e-05,0.0025,-102.465436638,42.03,-102.465436638,31.2434,100,4.62613,-105.378,107.968,100.923598407,1,0.5,21.5505331629,0.000110032,-102.465436638,252.782,86.4654480746
400,0.01,948.299760279,1.0,1.0,-96.7061,0.01,0.01,-96.706089247,75.14,-96.706089247,,100,1.0,-114.861,1.0,948.299760279,2,0.5,100.0,3.50449e-18,-96.706089247,30.6401,400.0
400,0.005,107.027464248,1.0,1.0,-99.0877,0.005,0.005,-101.469386711,53.04,-101.469386711,,100,1.0,-111.925,1.0,107.027464248,2,0.5,200.000000102,2.1793e-19,-101.469386711,22.9795,400.0
400,0.00333333,193.995046969,1.0,1.0,-99.6382,0.00333333,0.00333333,-100.739115442,66.01,-100.739115442,,100,1.0,-110.12,1.0,193.995046969,2,0.5,299.999969474,5.43914e-20,-100.739115442,20.4123,400.0
400,0.0043686,1743.28895518,1.00612,0.155936,-98.5778,0.000387468,0.0025,-101.952495504,80.08,-101.952495504,0.0665777,100,1.06445,-121.86,1.75813,1743.28895518,1,0.5,375.373186705,4.11065e-07,-101.952495504,23.153,375.780279438
400,0.01,1079.94575349,1.0,1.0,-97.6621,0.01,0.01,-97.6621320127,73.22,-97.6621320127,,100,1.0,-119.707,1.0,1079.94575349,2,0.5,100.0,3.50449e-18,-97.6621320127,32.6978,400.0
400,0.005,928.56554602,1.0,1.0,-100.136,0.005,0.005,-102.609546777,78.21,-102.609546777,,100,1.0,-121.309,1.0,928.56554602,2,0.5,200.000000102,2.1793e-19,-102.609546777,31.628,400.0
400,0.00333333,305.864531662,1.0,1.0,-99.1309,0.00333333,0.00333333,-97.1210639856,74.19,-97.1210639856,,100,1.0,-116.419,1.0,305.864531662,2,0.5,299.999969474,5.43914e-20,-97.1210639856,27.746,400.0
400,0.0114063,420.081295588,0.994079,0.00303734,-94.7149,7.63858e-06,0.0025,-98.1814211761,78.01,-98.1814211761,0.372712,100,1.35604,-112.149,4.53552,420.081295588,1,0.5,290.65064068,2.35728e-06,-98.1814211761,43.3043,294.976497302
400,0.01,1365.88990393,1.0,1.0,-95.262,0.01,0.01,-95.2619571049,85.74,-95.2619571049,,100,1.0,-116.586,1.0,1365.88990393,2,0.5,100.0,3.50449e-18,-95.2619571049,36.7727,400.0
400,0.005,985.728627334,1.0,1.0,-97.2227,0.005,0.005,-99.1834102845,103.27,-99.1834102845,,100,1.0,-118.285,1.0,985.728627334,2,0.5,200.000000102,2.1793e-19,-99.1834102845,34.1745,400.0
400,0.00333333,898.876208353,1.0,1.0,-97.7977,0.00333333,0.00333333,-98.9476669276,95.73,-98.9476669276,,100,1.0,-114.995,1.0,898.876208353,2,0.5,299.999969474,5.43914e-20,-98.9476669276,32.8007,400.0
400,0.0605711,616.505175164,1.07192,4.96165e-16,-72.8364,1.15718e-18,0.0025,-98.2295758843,79.09,-98.2295758843,5.09807,100,4.51001,-104.465,25.9711,616.505175164,1,0.5,73.7221045288,2.77305e-05,-98.2295758843,169.245,88.6915664536
400,0.01,2599.13766509,1.0,1.0,-77.198,0.01,0.01,-77.1980176239,221.75,-77.1980176239,,100,1.0,-103.255,1.0,2599.13766509,2,0.5,100.0,3.50449e-18,-77.1980176239,50.7262,400.0
400,0.005,2784.02436855,1.0,1.0,-80.5409,0.005,0.005,-83.8837520001,225.91,-83.8837520001,,100,1.0,-100.074,1.0,2784.02436855,2,0.5,200.000000102,2.1793e-19,-83.8837520001,51.7285,400.0
400,0.00333333,2888.69727459,1.0,1.0,-80.429,0.00333333,0.00333333,-80.205197204,191.47,-80.205197204,,100,1.0,-96.378,1.0,2888.69727459,2,0.5,299.999969474,5.43914e-20,-80.205197204,52.3181,400.0
400,0.130134,1517.98533698,1.32669,3.80872e-21,1.23128,7.17711e-24,0.0025,-87.5371255543,178.41,-87.5371255543,36.2461,100,19.8615,-60.3249,69.0592,1517.98533698,1,0.5,18.5686598387,0.000128707,-87.5371255543,355.243,20.1394428088
400,0.01,4223.36098196,1.0,1.0,-40.0008,0.01,0.01,-40.0007849392,419.04,-40.0007849392,,100,1.0,-55.9643,1.0,4223.36098196,2,0.5,100.0,3.50449e-18,-40.0007849392,64.6616,400.0
400,0.005,2958.37845463,1.0,1.0,-35.4107,0.005,0.005,-30.8206569502,423.62,-30.8206569502,,100,1.0,-46.6986,1.0,2958.37845463,2,0.5,200.000000102,2.1793e-19,-30.8206569502,59.7999,400.0
400,0.00333333,4444.32005511,1.0,1.0,-39.059,0.00333333,0.00333333,-46.3554325814,408.96,-46.3554325814,,100,1.0,-49.5446,1.0,4444.32005511,2,0.5,299.999969474,5.43914e-20,-46.3554325814,62.2677,400.0
400,0.382239,3988.48189872,0.981583,1.5663e-31,44.315,3.98923e-34,0.0025,-44.8514306513,400.57,-44.8514306513,66.2298,100,27.115,-7.91803,150.08,3988.48189872,1,0.5,5.74988425339,0.000429615,-44.8514306513,292.315,14.7519907237
400,0.01,2920.03917567,1.0,1.0,9.55814,0.01,0.01,9.55813866374,488.72,9.55813866374,,100,1.0,-5.70902,1.0,2920.03917567,2,0.5,100.0,3.50449e-18,9.55813866374,53.7665,400.0
400,0.005,3010.99832253,1.0,1.0,9.73695,0.005,0.005,9.91575857036,488.66,9.91575857036,,100,1.0,-1.05856,1.0,3010.99832253,2,0.5,200.000000102,2.1793e-19,9.91575857036,54.1839,400.0
400,0.00333333,2483.30377214,1.0,1.0,11.1329,0.00333333,0.00333333,13.9247282273,491.61,13.9247282273,,100,1.0,1.37605,1.0,2483.30377214,2,0.5,299.999969474,5.43914e-20,13.9247282273,52.7319,400.0
400,0.082738,2273.6470416,0.973171,6.25772e-24,61.2406,1.60756e-26,0.0025,7.88923801258,492.57,7.88923801258,11.3085,100,11.0954,33.095,32.2073,2273.6470416,1,0.5,30.9819767219,7.46287e-05,7.88923801258,108.031,36.0509486583
400,0.01,1369.47504912,1.0,1.0,55.9026,0.01,0.01,55.9026465323,500.0,55.9026465323,,100,1.0,39.3614,1.0,1369.47504912,2,0.5,100.0,3.50449e-18,55.9026465323,36.8209,400.0
400,0.005,1303.68529004,1.0,1.0,54.8307,0.005,0.005,53.7587898405,500.0,53.7587898405,,100,1.0,43.1343,1.0,1303.68529004,2,0.5,200.000000102,2.1793e-19,53.7587898405,36.3918,400.0
400,0.00333333,1460.71746137,1.0,1.0,55.1299,0.00333333,0.00333333,55.728316891,500.0,55.728316891,,100,1.0,45.5798,1.0,1460.71746137,2,0.5,299.999969474,5.43914e-20,55.728316891,36.9476,400.0
400,0.0461345,1444.58529668,1.11051,1.82443e-14,80.8982,4.10718e-17,0.0025,50.5596689062,500.0,50.5596689062,8.03501,100,6.80725,59.3196,20.4932,1444.58529668,1,0.5,53.3399403947,4.0721e-05,50.5596689062,67.2643,58.7608879788
400,0.01,760.900114003,1.0,1.0,74.5866,0.01,0.01,74.5865794008,500.0,74.5865794008,,100,1.0,61.8755,1.0,760.900114003,2,0.5,100.0,3.50449e-18,74.5865794008,27.4461,400.0
400,0.005,761.575424741,1.0,1.0,74.4997,0.005,0.005,74.4128240186,500.0,74.4128240186,,100,1.0,64.4724,1.0,761.575424741,2,0.5,200.000000102,2.1793e-19,74.4128240186,27.4524,400.0
400,0.00333333,640.640157601,1.0,1.0,75.8521,0.00333333,0.00333333,78.5569679411,500.0,78.5569679411,,100,1.0,67.6649,1.0,640.640157601,2,0.5,299.999969474,5.43914e-20,78.5569679411,26.786,400.0
400,0.0225334,794.254594912,0.996811,8.85294e-12,90.3767,2.22032e-14,0.0025,73.8951213689,500.0,73.8951213689,2.95747,100,3.74273,76.6595,8.98461,794.254594912,1,0.5,100.781387936,1.86027e-05,73.8951213689,44.9221,106.873835014
400,0.01,460.541567369,1.0,1.0,87.8245,0.01,0.01,87.8244657413,500.0,87.8244657413,,100,1.0,73.8522,1.0,460.541567369,2,0.5,100.0,3.50449e-18,87.8244657413,21.3527,400.0
400,0.005,420.68887162,1.0,1.0,88.5242,0.005,0.005,89.2240446037,500.0,89.2240446037,,100,1.0,78.6443,1.0,420.68887162,2,0.5,200.000000102,2.1793e-19,89.2240446037,20.8973,400.0
400,0.00333333,436.952486864,1.0,1.0,88.5156,0.00333333,0.00333333,88.4981801186,500.0,88.4981801186,,100,1.0,79.3921,1.0,436.952486864,2,0.5,299.999969474,5.43914e-20,88.4981801186,20.8645,400.0
400,0.00723719,538.099884424,1.10486,0.00054659,92.0947,1.23679e-06,0.0025,87.0598508993,500.0,87.0598508993,0.749073,100,1.64814,81.9513,3.19842,538.099884424,1,0.5,248.122884045,3.83524e-06,87.0598508993,27.8277,242.697871007
400,0.01,368.256264512,1.0,1.0,91.5126,0.01,0.01,91.5126524823,500.0,91.5126524823,,100,1.0,78.8083,1.0,368.256264512,2,0.5,100.0,3.50449e-18,91.5126524823,19.0938,400.0
400,0.005,474.281966152,1.0,1.0,89.9393,0.005,0.005,88.3660376518,500.0,88.3660376518,,100,1.0,79.8437,1.0,474.281966152,2,0.5,200.000000102,2.1793e-19,88.3660376518,20.4825,400.0
400,0.00333333,602.51118724,1.0,1.0,91.0978,0.00333333,0.00333333,93.4148342531,500.0,93.4148342531,,100,1.0,81.9775,1.0,602.51118724,2,0.5,299.999969474,5.43914e-20,93.4148342531,21.9363,400.0
400,0.0410035,448.402308615,0.960103,4.39153e-18,106.844,1.14351e-20,0.0025,90.1556043413,500.0,90.1556043413,6.1994,100,6.06947,87.3855,15.747,448.402308615,1,0.5,51.8906269849,4.20334e-05,90.1556043413,70.5443,65.9036030898
400,0.01,528.218378945,1.0,1.0,96.9248,0.01,0.01,96.9247848543,500.0,96.9247848543,,100,1.0,81.6169,1.0,528.218378945,2,0.5,100.0,3.50449e-18,96.9247848543,22.8678,400.0
400,0.005,491.443225958,1.0,1.0,97.5063,0.005,0.005,98.0877493412,500.0,98.0877493412,,100,1.0,86.6819,1.0,491.443225958,2,0.5,200.000000102,2.1793e-19,98.0877493412,22.4738,400.0
400,0.00333333,361.886279945,1.0,1.0,98.3103,0.00333333,0.00333333,99.9182989978,500.0,99.9182989978,,100,1.0,89.4723,1.0,361.886279945,2,0.5,299.999969474,5.43914e-20,99.9182989978,21.3876,400.0
400,0.0071541,525.005296772,0.961628,0.0179415,100.504,4.66436e-05,0.0025,93.4844983843,500.0,93.4844983843,0.415724,100,1.42407,90.5191,2.75183,525.005296772,1,0.5,276.159237246,2.80977e-06,93.4844983843,24.9582,280.884269285
400,0.01,402.006505228,1.0,1.0,92.8287,0.01,0.01,92.8286826278,500.0,92.8286826278,,100,1.0,78.7469,1.0,402.006505228,2,0.5,100.0,3.50449e-18,92.8286826278,19.9496,400.0
400,0.005,452.072925854,1.0,1.0,94.4613,0.005,0.005,96.0939010499,500.0,96.0939010499,,100,1.0,82.8054,1.0,452.072925854,2,0.5,200.000000102,2.1793e-19,96.0939010499,20.6261,400.0
400,0.00333333,579.055058746,1.0,1.0,95.2976,0.00333333,0.00333333,96.9703519058,500.0,96.9703519058,,100,1.0,85.7287,1.0,579.055058746,2,0.5,299.999969474,5.43914e-20,96.9703519058,21.82,400.0
400,0.00538844,526.013192345,1.01109,0.0175988,98.0818,4.35146e-05,0.0025,98.905222718,500.0,98.905222718,0.307391,100,1.2887,88.3433,2.17927,526.013192345,1,0.5,307.707479456,1.87929e-06,98.905222718,25.9353,310.390376968
400,0.01,481.342669008,1.0,1.0,98.4465,0.01,0.01,98.4464814878,500.0,98.4464814878,,100,1.0,83.2204,1.0,481.342669008,2,0.5,100.0,3.50449e-18,98.4464814878,21.8295,400.0
400,0.005,551.114774023,1.0,1.0,98.284,0.005,0.005,98.1214306007,500.0,98.1214306007,,100,1.0,86.5735,1.0,551.114774023,2,0.5,200.000000102,2.1793e-19,98.1214306007,22.6074,400.0
400,0.00333333,499.021040775,1.0,1.0,98.0128,0.00333333,0.00333333,97.470501144,500.0,97.470501144,,100,1.0,88.4513,1.0,499.021040775,2,0.5,299.999969474,5.43914e-20,97.470501144,22.4845,400.0
400,0.0071594,413.497778031,0.998989,0.0904568,98.9217,0.000226371,0.0025,96.1334741806,500.0,96.1334741806,0.169409,100,1.14535,90.0598,2.86087,413.497778031,1,0.5,342.076729868,1.06095e-06,96.1334741806,23.0465,349.237139935
400,0.01,530.674151565,1.0,1.0,99.7141,0.01,0.01,99.7141139022,500.0,99.7141139022,,100,1.0,83.2956,1.0,530.674151565,2,0.5,100.0,3.50449e-18,99.7141139022,22.9209,400.0
400,0.005,458.19063577,1.0,1.0,98.9114,0.005,0.005,98.1087269844,500.0,98.1087269844,,100,1.0,87.3018,1.0,458.19063577,2,0.5,200.000000102,2.1793e-19,98.1087269844,22.1389,400.0
400,0.00333333,541.067152537,1.0,1.0,99.0111,0.00333333,0.00333333,99.2103301915,500.0,99.2103301915,,100,1.0,89.5318,1.0,541.067152537,2,0.5,299.999969474,5.43914e-20,99.2103301915,22.4795,400.0
400,0.00431502,505.630101251,1.00048,0.291571,100.133,0.000728576,0.0025,101.157727129,500.0,101.157727129,0.0652436,100,1.07071,91.6386,1.72684,505.630101251,1,0.5,375.580691302,4.0738e-07,101.157727129,22.4193,373.584527115
400,0.01,482.45648149,1.0,1.0,97.6872,0.01,0.01,97.6871966531,500.0,97.6871966531,,100,1.0,82.8054,1.0,482.45648149,2,0.5,100.0,3.50449e-18,97.6871966531,21.8548,400.0
400,0.005,448.512345177,1.0,1.0,99.1258,0.005,0.005,100.564451048,500.0,100.564451048,,100,1.0,88.6028,1.0,448.512345177,2,0.5,200.000000102,2.1793e-19,100.564451048,21.5151,400.0
400,0.00333333,623.718132695,1.0,1.0,99.7286,0.00333333,0.00333333,100.934000506,500.0,100.934000506,,100,1.0,90.0804,1.0,623.718132695,2,0.5,299.999969474,5.43914e-20,100.934000506,22.697,400.0
400,0.00989814,501.71520848,0.96966,0.144122,101.164,0.000371579,0.0025,99.3315467924,500.0,99.3315467924,0.201814,100,1.192,92.0412,3.83913,501.71520848,1,0.5,329.461129853,1.3415e-06,99.3315467924,26.1657,335.570460939
400,0.01,417.937955135,1.0,1.0,96.7121,0.01,0.01,96.7120814796,500.0,96.7120814796,,100,1.0,82.4095,1.0,417.937955135,2,0.5,100.0,3.50449e-18,96.7120814796,20.3411,400.0
400,0.005,515.311981244,1.0,1.0,97.0211,0.005,0.005,97.330077573,500.0,97.330077573,,100,1.0,86.5091,1.0,515.311981244,2,0.5,200.000000102,2.1793e-19,97.330077573,21.4954,400.0
400,0.00333333,383.37922274,1.0,1.0,98.719,0.00333333,0.00333333,102.1149558,500.0,102.1149558,,100,1.0,90.1361,1.0,383.37922274,2,0.5,299.999969474,5.43914e-20,102.1149558,20.9837,400.0
400,0.00627251,522.723167137,0.983547,0.123418,99.4315,0.000313707,0.0025,97.0877238792,500.0,97.0877238792,0.153066,100,1.15258,91.4098,2.46772,522.723167137,1,0.5,345.4728211,9.88935e-07,97.0877238792,22.2878,347.046086701
400,0.01,440.59769679,1.0,1.0,97.484,0.01,0.01,97.4840576532,500.0,97.4840576532,,100,1.0,83.137,1.0,440.59769679,2,0.5,100.0,3.50449e-18,97.4840576532,20.8852,400.0
400,0.005,427.635908971,1.0,1.0,99.1913,0.005,0.005,100.898584892,500.0,100.898584892,,100,1.0,88.1617,1.0,427.635908971,2,0.5,200.000000102,2.1793e-19,100.898584892,20.8012,400.0
400,0.00333333,489.569679432,1.0,1.0,98.3621,0.00333333,0.00333333,96.7037149414,500.0,96.7037149414,,100,1.0,88.6887,1.0,489.569679432,2,0.5,299.999969474,5.43914e-20,96.7037149414,21.246,400.0
400,0.00459549,556.89234532,1.012,0.00571992,98.7701,1.41302e-05,0.0025,96.764579227,500.0,96.764579227,0.131428,100,1.12369,89.8897,1.86026,556.89234532,1,0.5,354.607138059,8.02058e-07,96.764579227,23.0348,355.969040407
400,0.01,575.337791696,1.0,1.0,102.978,0.01,0.01,102.978203334,500.0,102.978203334,,100,1.0,85.7339,1.0,575.337791696,2,0.5,100.0,3.50449e-18,102.978203334,23.866,400.0
400,0.005,518.653926547,1.0,1.0,100.421,0.005,0.005,97.8638030104,500.0,97.8638030104,,100,1.0,88.2275,1.0,518.653926547,2,0.5,200.000000102,2.1793e-19,97.8638030104,23.4108,400.0
400,0.00333333,438.26102155,1.0,1.0,99.3345,0.00333333,0.00333333,97.161455636,500.0,97.161455636,,100,1.0,89.3785,1.0,438.26102155,2,0.5,299.999969474,5.43914e-20,97.161455636,22.6355,400.0
400,0.00553973,434.338028249,1.027,0.193231,99.2126,0.000470378,0.0025,95.1580090255,500.0,95.1580090255,0.107772,100,1.1017,90.1627,2.27572,434.338028249,1,0.5,363.001443034,6.38624e-07,95.1580090255,23.369,363.074910801
400,0.01,447.943448366,1.0,1.0,96.8598,0.01,0.01,96.8598120985,500.0,96.8598120985,,100,1.0,81.786,1.0,447.943448366,2,0.5,100.0,3.50449e-18,96.8598120985,21.0586,400.0
400,0.005,466.636130659,1.0,1.0,98.4474,0.005,0.005,100.034974566,500.0,100.034974566,,100,1.0,87.399,1.0,466.636130659,2,0.5,200.000000102,2.1793e-19,100.034974566,21.3363,400.0
400,0.00333333,416.816145031,1.0,1.0,99.2001,0.00333333,0.00333333,100.705361249,500.0,100.705361249,,100,1.0,90.1791,1.0,416.816145031,2,0.5,299.999969474,5.43914e-20,100.705361249,21.0279,400.0
400,0.0361544,459.684010818,1.07833,0.000742012,106.011,1.72028e-06,0.0025,102.065280348,500.0,102.065280348,1.92847,100,2.06092,93.6777,15.5946,459.684010818,1,0.5,150.696772992,1.03655e-05,102.065280348,56.5165,194.088436414
400,0.01,481.612509809,1.0,1.0,98.2563,0.01,0.01,98.2562982465,500.0,98.2562982465,,100,1.0,81.233,1.0,481.612509809,2,0.5,100.0,3.50449e-18,98.2562982465,21.8357,400.0
400,0.005,502.420036993,1.0,1.0,97.6649,0.005,0.005,97.0735034309,500.0,97.0735034309,,100,1.0,85.6276,1.0,502.420036993,2,0.5,200.000000102,2.1793e-19,97.0735034309,22.0782,400.0
400,0.00333333,501.219043874,1.0,1.0,98.0112,0.00333333,0.00333333,98.7037708545,500.0,98.7037708545,,100,1.0,88.1828,1.0,501.219043874,2,0.5,299.999969474,5.43914e-20,98.7037708545,22.1496,400.0
400,0.00655252,428.587219345,0.984854,0.187342,99.1115,0.000475557,0.0025,98.9111300773,500.0,98.9111300773,0.0967224,100,1.10062,90.1819,2.58131,428.587219345,1,0.5,363.811090953,6.23252e-07,98.9111300773,22.5915,363.432100517
400,0.01,415.898545508,1.0,1.0,96.856,0.01,0.01,96.8560171791,500.0,96.8560171791,,100,1.0,82.5861,1.0,415.898545508,2,0.5,100.0,3.50449e-18,96.8560171791,20.2914,400.0
400,0.005,515.228374376,1.0,1.0,99.1462,0.005,0.005,101.436396513,500.0,101.436396513,,100,1.0,87.6027,1.0,515.228374376,2,0.5,200.000000102,2.1793e-19,101.436396513,21.5906,400.0
400,0.00333333,553.879351962,1.0,1.0,99.6047,0.00333333,0.00333333,100.521788096,500.0,100.521788096,,100,1.0,90.1795,1.0,553.879351962,2,0.5,299.999969474,5.43914e-20,100.521788096,22.2254,400.0
400,0.00421104,518.722246318,1.01363,0.146217,101.007,0.000360626,0.0025,102.67497077,500.0,102.67497077,0.0832397,100,1.09075,92.2002,1.70738,518.722246318,1,0.5,370.091655017,5.06349e-07,102.67497077,23.2517,366.718750973
400,0.01,469.536155401,1.0,1.0,100.041,0.01,0.01,100.041033498,500.0,100.041033498,,100,1.0,84.5921,1.0,469.536155401,2,0.5,100.0,3.50449e-18,100.041033498,21.5602,400.0
400,0.005,493.35172325,1.0,1.0,100.515,0.005,0.005,100.989167806,500.0,100.989167806,,100,1.0,89.1575,1.0,493.35172325,2,0.5,200.000000102,2.1793e-19,100.989167806,21.837,400.0
400,0.00333333,498.095868308,1.0,1.0,98.9015,0.00333333,0.00333333,95.6743581998,500.0,95.6743581998,,100,1.0,89.6281,1.0,498.095868308,2,0.5,299.999969474,5.43914e-20,95.6743581998,22.079,400.0
400,0.00801431,471.704259559,1.05957,0.00758138,102.919,1.78879e-05,0.0025,102.703892918,500.0,102.703892918,0.51765,100,1.45692,93.2257,3.39668,471.704259559,1,0.5,273.985535103,2.88177e-06,102.703892918,25.4763,274.552125939
400,0.01,677.024415848,1.0,1.0,101.538,0.01,0.01,101.538395516,500.0,101.538395516,,100,1.0,84.4021,1.0,677.024415848,2,0.5,100.0,3.50449e-18,101.538395516,25.8893,400.0
400,0.005,547.705629859,1.0,1.0,101.603,0.005,0.005,101.667036252,500.0,101.667036252,,100,1.0,89.4855,1.0,547.705629859,2,0.5,200.000000102,2.1793e-19,101.667036252,24.6221,400.0
400,0.00333333,449.021403302,1.0,1.0,100.631,0.00333333,0.00333333,98.6867526295,500.0,98.6867526295,,100,1.0,90.7371,1.0,449.021403302,2,0.5,299.999969474,5.43914e-20,98.6867526295,23.5421,400.0
400,0.00883835,565.415983374,0.948214,0.00197324,105.196,5.20251e-06,0.0025,101.851529559,500.0,101.851529559,0.561232,100,1.60702,94.3345,3.35226,565.415983374,1,0.5,246.510629832,3.9013e-06,101.851529559,30.7031,248.908134912
400,0.01,566.971730761,1.0,1.0,105.261,0.01,0.01,105.261261288,500.0,105.261261288,,100,1.0,88.6273,1.0,566.971730761,2,0.5,100.0,3.50449e-18,105.261261288,23.6918,400.0
400,0.005,425.685623634,1.0,1.0,103.047,0.005,0.005,100.833515853,500.0,100.833515853,,100,1.0,91.2854,1.0,425.685623634,2,0.5,200.000000102,2.1793e-19,100.833515853,22.277,400.0
400,0.00333333,484.398146732,1.0,1.0,103.082,0.00333333,0.00333333,103.150536356,500.0,103.150536356,,100,1.0,93.4782,1.0,484.398146732,2,0.5,299.999969474,5.43914e-20,103.150536356,22.1517,400.0
400,0.0113026,467.51177788,0.986084,0.0152314,106.129,3.86159e-05,0.0025,104.652598231,500.0,104.652598231,0.414539,100,1.40331,96.2765,4.45813,467.51177788,1,0.5,280.651134274,2.66451e-06,104.652598231,25.3126,285.039726996
400,0.01,340.729831629,1.0,1.0,104.669,0.01,0.01,104.66869914,500.0,104.66869914,,100,1.0,90.0622,1.0,340.729831629,2,0.5,100.0,3.50449e-18,104.66869914,18.3663,400.0
400,0.005,542.241925493,1.0,1.0,103.882,0.005,0.005,103.095832733,500.0,103.095832733,,100,1.0,92.3298,1.0,542.241925493,2,0.5,200.000000102,2.1793e-19,103.095832733,20.921,400.0
400,0.00333333,500.171105818,1.0,1.0,102.189,0.00333333,0.00333333,98.803012351,500.0,98.803012351,,100,1.0,92.7567,1.0,500.171105818,2,0.5,299.999969474,5.43914e-20,98.803012351,21.5077,400.0
400,0.0053096,590.559311924,0.967479,0.0586459,103.4,0.000151543,0.0025,101.373780664,500.0,101.373780664,0.196957,100,1.19726,94.0591,2.05477,590.559311924,1,0.5,330.607455533,1.31513e-06,101.373780664,24.8262,334.096279904
400,0.01,423.439923798,1.0,1.0,99.2518,0.01,0.01,99.2517979405,500.0,99.2517979405,,100,1.0,84.7309,1.0,423.439923798,2,0.5,100.0,3.50449e-18,99.2517979405,20.4745,400.0
400,0.005,457.153963783,1.0,1.0,101.051,0.005,0.005,102.849364484,500.0,102.849364484,,100,1.0,90.6018,1.0,457.153963783,2,0.5,200.000000102,2.1793e-19,102.849364484,20.9554,400.0
400,0.00333333,423.341430594,1.0,1.0,101.875,0.00333333,0.00333333,103.524406884,500.0,103.524406884,,100,1.0,93.3384,1.0,423.341430594,2,0.5,299.999969474,5.43914e-20,103.524406884,20.8282,400.0
400,0.0656667,493.40436492,1.00792,0.0651803,105.815,0.00016167,0.0025,106.781441817,500.0,106.781441817,1.95561,100,1.44824,95.4606,26.4748,493.40436492,1,0.5,136.978298628,1.20311e-05,106.781441817,31.7672,276.196579895
400,0.01,516.456294102,1.0,1.0,101.065,0.01,0.01,101.064976699,500.0,101.064976699,,100,1.0,86.7451,1.0,516.456294102,2,0.5,100.0,3.50449e-18,101.064976699,22.6118,400.0
400,0.005,450.594056673,1.0,1.0,101.013,0.005,0.005,100.961439383,500.0,100.961439383,,100,1.0,90.4414,1.0,450.594056673,2,0.5,200.000000102,2.1793e-19,100.961439383,21.879,400.0
400,0.00333333,514.133532315,1.0,1.0,101.26,0.00333333,0.00333333,101.753889507,500.0,101.753889507,,100,1.0,92.6282,1.0,514.133532315,2,0.5,299.999969474,5.43914e-20,101.753889507,22.1114,400.0
400,0.00630347,492.23051096,1.01958,0.0665672,103.451,0.000163222,0.0025,103.82962139,500.0,103.82962139,0.187557,100,1.18768,94.606,2.57076,492.23051096,1,0.5,338.991312895,1.12764e-06,103.82962139,24.0604,336.789700956
400,0.01,468.264940279,1.0,1.0,101.982,0.01,0.01,101.982121357,500.0,101.982121357,,100,1.0,87.4276,1.0,468.264940279,2,0.5,100.0,3.50449e-18,101.982121357,21.531,400.0
400,0.005,484.749598869,1.0,1.0,102.495,0.005,0.005,103.008313647,500.0,103.008313647,,100,1.0,90.8894,1.0,484.749598869,2,0.5,200.000000102,2.1793e-19,103.008313647,21.7257,400.0
400,0.00333333,541.232383424,1.0,1.0,102.757,0.00333333,0.00333333,103.279329006,500.0,103.279329006,,100,1.0,93.1199,1.0,541.232383424,2,0.5,299.999969474,5.43914e-20,103.279329006,22.2129,400.0
400,0.0111408,427.954760063,0.988742,4.14075e-07,109.014,1.04697e-09,0.0025,107.016230181,500.0,107.016230181,1.101,100,1.94519,97.3747,4.40615,427.954760063,1,0.5,188.376665342,7.03888e-06,107.016230181,31.0388,205.635368583
400,0.01,435.259064687,1.0,1.0,104.316,0.01,0.01,104.315952518,500.0,104.315952518,,100,1.0,88.7908,1.0,435.259064687,2,0.5,100.0,3.50449e-18,104.315952518,20.7583,400.0
