VarVanillaIw,BatchSize,MinNormIw,MinVanillaIw,MaxNormIw,VarJ,AvgRet,AvgDiscRet,Bound,VanillaAvgRet,MaxVanillaIw,ESSRenyi,eRenyi2,J,VarDiscRet,ESSClassic,AvgVanillaIw,AvgEpLen,VarRet,VarNormIw,AvgNormIw
1.6917876,100,1.1025465e-10,1.1832581e-08,0.03114265,177.4796,-2355.790086419382,-2355.790086419382,-815.6084,-2355.790086419382,3.342244,41.6877981184601,2.3987834,-64.86362,5727340.742376273,40.74693461982746,1.0732048,200.0,5727340.742376273,0.00014688607,0.01
0.17013696,100,0.00015403859,0.015181498,0.014463542,46.81921,-162.38612212913523,-162.38612212913523,-323.0457,-162.38612212913523,1.4254755,86.19014955393563,1.1602254,-19.301306,435002.81800709513,85.22202067775432,0.9855646,200.0,435002.81800709513,1.7515738e-05,0.01
0.16753073,100,0.000218319,0.022369094,0.0138535155,8.261978,-12.034705924033954,-12.034705924033954,-23.815495,-12.034705924033954,1.4194394,86.39236572589095,1.1575097,-8.046117,420.8938745909586,86.35692011935295,1.024606,200.0,420.8938745909586,1.5958081e-05,0.01
0.44230545,100,4.404506e-06,0.0004654946,0.018176068,8.727519,-9.013679457372579,-9.013679457372579,-10.887276,-9.013679457372579,1.9209559,68.406491360963,1.4618496,-8.060042,61.80665781802898,71.83738779848493,1.05686,200.0,61.80665781802898,3.9599287e-05,0.01
2.4914675,100,1.1988792e-24,1.2825914e-22,0.04056234,10.772173,-9.023651899903648,-9.023651899903648,-10.759164,-9.023651899903648,4.3394623,32.15162816953059,3.1102624,-6.5324945,64.54150483344405,31.694864793343914,1.0698254,200.0,64.54150483344405,0.00021768542,0.01
0.7340479,100,0.0004287005,0.044364512,0.036942814,9.423579,-8.349991776567464,-8.349991776567464,-9.869348,-8.349991776567464,3.8230653,59.07521177294622,1.6927574,-7.2090054,57.36193681529155,59.57445045040711,1.0348603,200.0,57.36193681529155,6.8542635e-05,0.01
0.28629985,100,7.834165e-06,0.0007847985,0.016879015,8.85467,-9.208676832475971,-9.208676832475971,-10.8888,-9.208676832475971,1.690879,76.86792330075602,1.3009328,-8.610294,64.9723230157711,77.9764046861607,1.001764,200.0,64.9723230157711,2.8529244e-05,0.01
105.73455,100,0.0037000552,0.7462034,0.5138826,8.4609,-8.077947802658223,-8.077947802658223,-8.867767,-8.077947802658223,103.63655,61.09812793113922,1.6367114,-6.301093,53.3601401815655,3.740167423231955,2.016736,200.0,53.3601401815655,0.0025996733,0.01
1.4876766,100,1.6421747e-18,1.7858432e-16,0.031413533,8.439793,-9.670954312782696,-9.670954312782696,-10.490628,-9.670954312782696,3.4161801,40.5009197020762,2.4690797,-7.3038206,54.93054559171086,44.53624888124302,1.0874867,200.0,54.93054559171086,0.00012579418,0.01
0.0786825,100,0.008286203,0.8091775,0.02723446,7.4023256,-8.990870367544687,-8.990870367544687,-10.59988,-8.990870367544687,2.6595426,84.98327354981966,1.1767021,-8.518476,52.87766583209161,92.44846149018356,0.97653586,200.0,52.87766583209161,8.250908e-06,0.01
0.038744766,100,0.005882385,0.5470035,0.01773037,5.9825697,-7.347137335647711,-7.347137335647711,-9.170427,-7.347137335647711,1.6487488,93.5154292061586,1.0693423,-7.20141,36.759412501669985,95.75259240500114,0.9299009,200.0,36.759412501669985,4.480636e-06,0.009999999
0.43797228,100,0.0001381163,0.014739137,0.018088805,8.721165,-8.265444268854454,-8.265444268854454,-9.773809,-8.265444268854454,1.930354,72.62427694820761,1.37695,-7.4642363,54.4770682789986,72.42498135720712,1.067154,200.0,54.4770682789986,3.845851e-05,0.009999998
0.6778067,100,6.9037314e-06,0.0008143281,0.020557543,7.952416,-7.796363240490776,-7.796363240490776,-9.496569,-7.796363240490776,2.4248602,58.151362960696396,1.7196501,-6.9244313,50.485452890528066,67.46309855636758,1.1795478,200.0,50.485452890528066,4.871635e-05,0.01
0.0026731822,100,0.008488383,0.84842515,0.010818137,6.96715,-7.1936361725113604,-7.1936361725113604,-9.182226,-7.1936361725113604,1.0812871,99.7277302172856,1.0027301,-7.1881523,48.58712520650393,99.73578937264965,0.99951327,200.0,48.58712520650393,2.6757868e-07,0.01
