VarJ,BatchSize,AvgRet,MaxVanillaIw,VarRet,EpsThisIter,IterType,Bound,AvgNormIw,VanillaAvgRet,AvgVanillaIw,MinNormIw,AvgDiscRet,ESSClassic,J,AvgEpLen,MaxNormIw,VarNormIw,VarDiscRet,Delta,VarVanillaIw,ESSRenyi,eRenyi2,MinVanillaIw
5.87109,100,-119.975974872,352.903,1735.98398748,100,1,-142.751,0.01,-119.975974872,3.81789,1.03877e-39,-119.975974872,1.16894164421,-112.308,46.09,0.924339,0.00854015,1735.98398748,0.6,1244.84,99.9999523163,1.0,3.9659e-37
3.25622,100,-108.240888185,1.21829,13.7396889269,100,1,-118.483,0.01,-108.240888185,1.01489,0.00627176,-108.240888185,98.4723852698,-108.033,17.33,0.0120041,1.56697e-06,13.7396889269,0.6,0.0161399,98.0037563047,1.02037,0.636515
3.68793,100,-108.537149548,1.25267,21.433329105,100,1,-119.008,0.01,-108.537149548,1.00645,0.00349782,-108.537149548,95.9213008531,-108.061,17.44,0.0124464,4.29508e-06,21.433329105,0.6,0.0435067,95.5776766418,1.04627,0.352038
2.49959,100,-107.544560322,1.27615,12.3933201218,100,1,-117.929,0.01,-107.544560322,0.966871,0.00320365,-107.544560322,95.476636809,-107.101,16.13,0.0131987,4.78552e-06,12.3933201218,0.6,0.044737,96.4119826306,1.03722,0.309752
2.39817,100,-107.525969799,1.2943,7.82241405385,100,1,-116.889,0.01,-107.525969799,0.976901,0.00385002,-107.525969799,97.2058355656,-107.25,15.75,0.013249,2.9035e-06,7.82241405385,0.6,0.0277091,97.2656624572,1.02811,0.376108
2.60257,100,-107.242543147,1.30708,10.4686620636,100,1,-117.665,0.01,-107.242543147,0.988051,0.00514424,-107.242543147,98.1702913477,-107.043,16.23,0.0132289,1.88265e-06,10.4686620636,0.6,0.0183793,98.2218312993,1.0181,0.508277
2.36899,100,-107.059343725,1.28677,6.51547569772,100,1,-116.332,0.01,-107.059343725,0.994516,0.00602754,-107.059343725,97.7867178743,-106.88,16.28,0.0129386,2.28625e-06,6.51547569772,0.6,0.0226124,98.1354561874,1.019,0.599448
2.68999,100,-107.20557799,1.3435,12.3834442335,100,1,-117.961,0.01,-107.20557799,0.998043,0.00544794,-107.20557799,98.2830202469,-107.021,16.76,0.0134613,1.76464e-06,12.3834442335,0.6,0.0175774,98.4260482999,1.01599,0.543728
2.50384,100,-107.098936061,1.15609,6.79410627826,100,1,-116.367,0.01,-107.098936061,1.00642,0.00666133,-107.098936061,98.9402680814,-107.011,16.51,0.0114871,1.08192e-06,6.79410627826,0.6,0.0109587,99.087078212,1.00921,0.670413
1.99495,100,-106.30815689,1.17372,4.1857415183,100,1,-115.589,0.01,-106.30815689,0.9972,0.00876743,-106.30815689,99.6743371127,-106.283,17.31,0.0117701,3.30018e-07,4.1857415183,0.6,0.00328172,99.7347613821,1.00266,0.874288
2.61546,100,-107.383854779,1.24497,8.51990840298,100,1,-116.744,0.01,-107.383854779,0.982621,0.00269646,-107.383854779,97.2198452496,-107.143,16.89,0.0126699,2.88852e-06,8.51990840298,0.6,0.0278899,98.0213462586,1.02019,0.26496
1.7517,100,-106.465499948,1.19576,3.11225525751,100,1,-115.641,0.01,-106.465499948,1.0021,0.00940105,-106.465499948,99.8248248523,-106.447,16.11,0.0119326,1.77264e-07,3.11225525751,0.6,0.00178008,99.7925065875,1.00208,0.942078
2.40492,100,-107.135877473,1.13719,6.1067395008,100,1,-116.469,0.01,-107.135877473,0.989188,0.00775468,-107.135877473,99.5071694627,-107.094,16.09,0.0114962,5.00284e-07,6.1067395008,0.6,0.00489524,99.5568333015,1.00445,0.767083
2.54342,100,-107.000897357,1.22251,7.54570615993,100,1,-116.359,0.01,-107.000897357,0.966769,0.0065268,-107.000897357,98.0823799831,-106.849,18.78,0.0126453,1.97487e-06,7.54570615993,0.6,0.018458,98.4092017431,1.01617,0.630991
3.60755,100,-106.535236828,1.17579,10.8932156684,100,1,-115.603,0.01,-106.535236828,1.00207,0.00773018,-106.535236828,99.4815140162,-106.476,17.99,0.0117337,5.26472e-07,10.8932156684,0.6,0.00528652,99.2790952292,1.00726,0.774616
2.01216,100,-106.6674494,1.1245,4.464680186,100,1,-115.903,0.01,-106.6674494,1.00319,0.0075746,-106.6674494,99.1322777764,-106.595,17.49,0.0112093,8.84135e-07,4.464680186,0.6,0.00889788,99.242332376,1.00763,0.759877
1.9516,100,-106.3931602,1.12759,4.18199699229,100,1,-115.62,0.01,-106.3931602,1.00196,0.00664341,-106.3931602,98.8520084577,-106.308,15.98,0.0112538,1.17308e-06,4.18199699229,0.6,0.0117769,99.1011136135,1.00907,0.665645
2.08976,100,-106.708349473,1.10295,4.57497384219,100,1,-116.034,0.01,-106.708349473,0.998777,0.00762298,-106.708349473,99.6673973419,-106.677,14.98,0.011043,3.37123e-07,4.57497384219,0.6,0.00336299,99.663061568,1.00338,0.761366
2.00787,100,-106.981532762,1.14542,4.23283476457,100,1,-116.136,0.01,-106.981532762,1.00227,0.00684182,-106.981532762,99.191283334,-106.914,16.39,0.0114282,8.23527e-07,4.23283476457,0.6,0.0082727,99.2631299936,1.00742,0.685736
2.15424,100,-106.628729592,1.18363,4.64400901583,100,1,-115.713,0.01,-106.628729592,0.996335,0.00770101,-106.628729592,99.5595065021,-106.593,18.47,0.0118799,4.46914e-07,4.64400901583,0.6,0.00443644,99.6156619906,1.00386,0.767278
1.90701,100,-106.684096409,1.31281,3.74126252873,100,1,-115.919,0.01,-106.684096409,0.997482,0.00871064,-106.684096409,99.7586904653,-106.665,17.07,0.0131612,2.44342e-07,3.74126252873,0.6,0.00243114,99.7955814033,1.00205,0.86887
2.09426,100,-106.638196487,1.08674,4.87746880361,100,1,-115.912,0.01,-106.638196487,1.00786,0.00689584,-106.638196487,99.3735919761,-106.582,16.22,0.0107827,6.36748e-07,4.87746880361,0.6,0.00646794,99.3862267166,1.00618,0.695002
2.18537,100,-106.872663389,1.37938,5.033449802,100,1,-116.37,0.01,-106.872663389,1.00319,0.00810574,-106.872663389,99.0969296545,-106.802,17.41,0.0137499,9.20523e-07,5.033449802,0.6,0.0092641,99.2691677497,1.00736,0.813162
2.59264,100,-106.622136719,1.41916,6.46764305902,100,1,-115.846,0.01,-106.622136719,1.0074,0.00629165,-106.622136719,98.819039024,-106.542,17.26,0.0140874,1.20714e-06,6.46764305902,0.6,0.0122508,99.1450833725,1.00862,0.633822
2.39935,100,-106.424655071,1.14704,6.00646077268,100,1,-115.566,0.01,-106.424655071,0.999328,0.00821969,-106.424655071,99.6744667192,-106.387,16.14,0.0114781,3.29902e-07,6.00646077268,0.6,0.00329458,99.6074175312,1.00394,0.821416
2.00249,100,-106.530954302,1.09419,4.18035874453,100,1,-115.775,0.01,-106.530954302,0.998635,0.00668745,-106.530954302,99.3994284212,-106.483,16.82,0.0109569,6.10328e-07,4.18035874453,0.6,0.00608663,99.489105677,1.00514,0.667832
2.12137,100,-106.76674826,1.19224,4.71616994897,100,1,-115.945,0.01,-106.76674826,0.995417,0.00713055,-106.76674826,99.304984296,-106.7,16.49,0.0119773,7.0697e-07,4.71616994897,0.6,0.00700504,99.2995321139,1.00705,0.709787
2.17532,100,-106.901492121,1.14466,5.01785077528,100,1,-116.066,0.01,-106.901492121,1.00786,0.00394124,-106.901492121,98.9433972477,-106.833,15.31,0.0113573,1.07867e-06,5.01785077528,0.6,0.0109568,99.2769568351,1.00728,0.39722
2.10846,100,-106.985146561,1.24964,4.9433018936,100,1,-116.259,0.01,-106.985146561,0.99426,0.0068252,-106.985146561,99.3003152,-106.916,16.27,0.0125685,7.11714e-07,4.9433018936,0.6,0.00703568,99.2462774991,1.00759,0.678602
1.9909,100,-106.671078526,1.24886,4.16391514997,100,1,-115.901,0.01,-106.671078526,1.01191,0.00806781,-106.671078526,99.4052398469,-106.616,17.39,0.0123416,6.04369e-07,4.16391514997,0.6,0.00618851,99.3718161537,1.00632,0.81639
2.24706,100,-106.909004356,1.48615,6.2769249555,100,1,-116.432,0.01,-106.909004356,0.990815,0.0047135,-106.909004356,98.2380389852,-106.807,16.25,0.0149993,1.81169e-06,6.2769249555,0.6,0.0177857,99.0444929975,1.00965,0.467021
2.26995,100,-106.827834601,1.28649,5.30745829585,100,1,-116.174,0.01,-106.827834601,1.00301,0.00782263,-106.827834601,99.2278694627,-106.782,15.9,0.0128263,7.85969e-07,5.30745829585,0.6,0.00790708,99.5109748332,1.00491,0.784618
2.0764,100,-106.93442413,1.19441,4.42837034482,100,1,-116.043,0.01,-106.93442413,1.00091,0.00885704,-106.93442413,99.6783300098,-106.904,16.63,0.0119332,3.26e-07,4.42837034482,0.6,0.00326595,99.668662549,1.00332,0.886513
2.08376,100,-107.032792173,1.10892,4.36214238307,100,1,-116.222,0.01,-107.032792173,1.00044,0.00773004,-107.032792173,99.5279271399,-106.995,17.67,0.0110843,4.79081e-07,4.36214238307,0.6,0.00479498,99.5843710405,1.00417,0.77334
2.21351,100,-106.793610726,1.23247,5.13982037072,100,1,-116.121,0.01,-106.793610726,0.997912,0.00812599,-106.793610726,99.422055152,-106.744,16.14,0.0123505,5.8717e-07,5.13982037072,0.6,0.00584721,99.4689445317,1.00534,0.810902
2.83463,100,-106.255231462,1.16408,6.90319565235,100,1,-115.236,0.01,-106.255231462,1.00375,0.00639858,-106.255231462,99.4907811903,-106.22,16.88,0.0115973,5.16985e-07,6.90319565235,0.6,0.00520869,99.615863092,1.00386,0.642257
1.94804,100,-106.490712069,1.08334,3.84388728987,100,1,-115.708,0.01,-106.490712069,0.996826,0.00856675,-106.490712069,99.8223958359,-106.474,15.74,0.0108679,1.79727e-07,3.84388728987,0.6,0.00178588,99.8013516464,1.00199,0.853956
2.10122,100,-106.846892477,1.20394,4.62786112979,100,1,-116.145,0.01,-106.846892477,1.00338,0.00871227,-106.846892477,99.5515333749,-106.81,16.99,0.0119988,4.54993e-07,4.62786112979,0.6,0.00458078,99.629397901,1.00372,0.874176
1.96294,100,-106.772329906,1.17604,4.12418513786,100,1,-115.922,0.01,-106.772329906,1.00774,0.00713855,-106.772329906,99.267672251,-106.718,17.5,0.01167,7.45193e-07,4.12418513786,0.6,0.00756779,99.424993499,1.00578,0.719382
2.19121,100,-106.607394055,1.13169,4.75488149188,100,1,-115.761,0.01,-106.607394055,0.996249,0.00775219,-106.607394055,99.507616607,-106.569,16.56,0.0113595,4.9979e-07,4.75488149188,0.6,0.00496047,99.5659202533,1.00436,0.772312
2.10994,100,-106.783873861,1.36414,4.53037972558,100,1,-115.944,0.01,-106.783873861,0.995747,0.00839021,-106.783873861,99.5067721488,-106.747,16.31,0.0136996,5.00693e-07,4.53037972558,0.6,0.00496443,99.5940305851,1.00408,0.835452
2.18972,100,-106.400627542,1.08267,4.83532667198,100,1,-115.628,0.01,-106.400627542,1.00025,0.00916235,-106.400627542,99.8745502399,-106.386,18.6,0.010824,1.26882e-07,4.83532667198,0.6,0.00126945,99.8499027165,1.0015,0.916462
2.22012,100,-106.612063093,1.32143,5.05126100403,100,1,-115.757,0.01,-106.612063093,0.987363,0.00463289,-106.612063093,98.6501341322,-106.529,16.97,0.0133835,1.38218e-06,5.05126100403,0.6,0.0134747,99.1800738642,1.00827,0.457435
2.3153,100,-106.873390694,1.14928,5.74329342408,100,1,-116.028,0.01,-106.873390694,0.997201,0.00477374,-106.873390694,98.4150214399,-106.754,17.82,0.011525,1.62678e-06,5.74329342408,0.6,0.0161768,98.7516613398,1.01264,0.476038
2.24831,100,-106.976230399,1.1668,5.21848407345,100,1,-116.191,0.01,-106.976230399,0.982802,0.00758187,-106.976230399,99.2336087594,-106.912,17.16,0.0118721,7.80135e-07,5.21848407345,0.6,0.00753533,99.3014598908,1.00703,0.745148
1.86081,100,-106.706862921,1.07425,3.53010193666,100,1,-115.911,0.01,-106.706862921,0.997492,0.00881761,-106.706862921,99.8692115197,-106.693,17.63,0.0107695,1.32272e-07,3.53010193666,0.6,0.0013161,99.8504494373,1.0015,0.879549
1.92948,100,-106.694938582,1.16457,3.78167576723,100,1,-115.802,0.01,-106.694938582,0.998719,0.00927277,-106.694938582,99.8398081312,-106.685,16.91,0.0116606,1.6207e-07,3.78167576723,0.6,0.00161656,99.8831447146,1.00117,0.926089
1.87252,100,-106.61797385,1.09363,3.77317283927,100,1,-115.731,0.01,-106.61797385,0.995983,0.00756331,-106.61797385,99.5534654354,-106.573,17.52,0.0109804,4.53096e-07,3.77317283927,0.6,0.00449462,99.5011189506,1.00501,0.753292
1.77248,100,-106.552527809,1.07499,3.28439201539,100,1,-115.588,0.01,-106.552527809,0.991414,0.00664212,-106.552527809,99.3385227156,-106.504,15.73,0.010843,6.72629e-07,3.28439201539,0.6,0.00661128,99.4677532862,1.00535,0.658509
1.96543,100,-107.031720969,1.15849,3.98137274937,100,1,-116.173,0.01,-107.031720969,0.995976,0.00756607,-107.031720969,99.5668976611,-106.991,16.47,0.0116317,4.39387e-07,3.98137274937,0.6,0.00435858,99.5518828515,1.0045,0.753563
2.30822,100,-106.384386184,1.1383,5.35479134754,100,1,-115.6,0.01,-106.384386184,0.994476,0.00868202,-106.384386184,99.791045863,-106.359,16.91,0.0114462,2.11518e-07,5.35479134754,0.6,0.00209188,99.7383544174,1.00262,0.863406
1.88534,100,-106.5489476,1.07867,3.58687427332,100,1,-115.629,0.01,-106.5489476,0.990759,0.00832269,-106.5489476,99.7982969701,-106.532,15.77,0.0108873,2.0413e-07,3.58687427332,0.6,0.00200375,99.8096044909,1.00191,0.824578
2.10957,100,-106.714142091,1.23053,4.60750044813,100,1,-115.82,0.01,-106.714142091,0.992852,0.00551859,-106.714142091,98.8518593363,-106.632,16.23,0.0123939,1.17322e-06,4.60750044813,0.6,0.0115651,99.1547164816,1.00852,0.547914
1.95388,100,-106.710011642,1.06469,3.88483360993,100,1,-115.863,0.01,-106.710011642,1.00254,0.00908527,-106.710011642,99.842812695,-106.697,15.65,0.0106199,1.59059e-07,3.88483360993,0.6,0.00159867,99.8466344018,1.00154,0.910832
1.73267,100,-106.566998312,1.13867,3.05739477469,100,1,-115.625,0.01,-106.566998312,0.991385,0.0092521,-106.566998312,99.8679995999,-106.548,15.82,0.0114856,1.33482e-07,3.05739477469,0.6,0.00131192,99.7914262918,1.00209,0.917239
2.39346,100,-107.059643982,1.16683,5.8375467611,100,1,-116.254,0.01,-107.059643982,1.0018,0.00825251,-107.059643982,99.7713743071,-107.035,16.63,0.0116474,2.31449e-07,5.8375467611,0.6,0.00232283,99.7388524823,1.00262,0.826739
1.83755,100,-106.522811229,1.09095,3.71381646758,100,1,-115.786,0.01,-106.522811229,0.994312,0.00711851,-106.522811229,99.5452529575,-106.479,16.42,0.0109719,4.61459e-07,3.71381646758,0.6,0.00456224,99.5501698033,1.00452,0.707802
1.97871,100,-106.55848529,1.41723,4.01727597552,100,1,-115.814,0.01,-106.55848529,1.00879,0.0083242,-106.55848529,99.3668108842,-106.516,15.93,0.0140488,6.43662e-07,4.01727597552,0.6,0.00655026,99.5528752651,1.00449,0.839736
2.20947,100,-106.595097014,1.12694,5.30720010696,100,1,-115.814,0.01,-106.595097014,1.00199,0.00711602,-106.595097014,99.3587124539,-106.535,16.2,0.011247,6.51937e-07,5.30720010696,0.6,0.00654536,99.3455958853,1.00659,0.713019
2.19199,100,-106.776691517,1.14604,4.9312956161,100,1,-115.904,0.01,-106.776691517,1.00876,0.00899796,-106.776691517,99.8098511294,-106.758,18.95,0.0113609,1.9247e-07,4.9312956161,0.6,0.00195858,99.7948928181,1.00206,0.907681
2.07544,100,-106.688821127,1.21425,4.60986055669,100,1,-115.836,0.01,-106.688821127,0.994998,0.00724345,-106.688821127,99.2338186751,-106.625,18.37,0.0122036,7.79898e-07,4.60986055669,0.6,0.00772115,99.3196128758,1.00685,0.720722
1.8595,100,-106.487200084,1.12165,3.58689877706,100,1,-115.567,0.01,-106.487200084,0.999954,0.00813066,-106.487200084,99.4990553034,-106.449,16.03,0.011217,5.08558e-07,3.58689877706,0.6,0.00508511,99.5620323947,1.0044,0.813028
2.05573,100,-106.60904297,1.12873,4.30444458913,100,1,-115.784,0.01,-106.60904297,0.995604,0.00830953,-106.60904297,99.7024643925,-106.584,17.55,0.0113372,3.01465e-07,4.30444458913,0.6,0.0029882,99.7315717427,1.00269,0.8273
2.19321,100,-107.062041827,1.38769,4.86182834718,100,1,-116.212,0.01,-107.062041827,0.995803,0.00822787,-107.062041827,99.0904249277,-106.993,15.96,0.0139354,9.27152e-07,4.86182834718,0.6,0.00919386,99.2817859769,1.00723,0.819333
1.7631,100,-106.198788109,1.07031,3.15302230056,100,1,-115.308,0.01,-106.198788109,1.00074,0.00915226,-106.198788109,99.9184604308,-106.191,17.49,0.0106952,8.24261e-08,3.15302230056,0.6,0.00082548,99.9099827231,1.0009,0.915902
2.65441,100,-107.06124817,1.36025,6.00496705657,100,1,-116.205,0.01,-107.06124817,1.00506,0.0077168,-107.06124817,98.9696984409,-106.982,16.24,0.0135339,1.05155e-06,6.00496705657,0.6,0.0106223,99.0881901297,1.0092,0.775588
6.20676,100,-106.048400337,2.77779,10.9746378303,100,1,-114.894,0.01,-106.048400337,1.00471,0.00510948,-106.048400337,93.4915286591,-105.634,20.48,0.0276476,7.0319e-06,10.9746378303,0.6,0.0709835,94.646315498,1.05657,0.513356
2.16601,100,-106.256172042,1.12509,4.59551114104,100,1,-115.289,0.01,-106.256172042,0.998671,0.00856636,-106.256172042,99.8149447831,-106.238,18.87,0.0112659,1.87248e-07,4.59551114104,0.6,0.00186751,99.8043320126,1.00196,0.855498
2.04805,100,-106.457869702,1.16731,4.28712192326,100,1,-115.65,0.01,-106.457869702,1.00364,0.0090925,-106.457869702,99.6944725818,-106.435,16.97,0.0116308,3.09593e-07,4.28712192326,0.6,0.00311848,99.747142436,1.00253,0.912556
1.85306,100,-106.487630882,1.16882,3.72454465942,100,1,-115.698,0.01,-106.487630882,0.991176,0.00737091,-106.487630882,99.2469866422,-106.43,16.94,0.0117923,7.66336e-07,3.72454465942,0.6,0.00752871,99.3725695436,1.00631,0.730586
1.99752,100,-106.548545619,1.10385,4.06526406284,100,1,-115.799,0.01,-106.548545619,0.997706,0.00886179,-106.548545619,99.8253474519,-106.536,15.81,0.0110639,1.7671e-07,4.06526406284,0.6,0.001759,99.8611473533,1.00139,0.884146
1.78538,100,-106.634194888,1.13876,3.19123991445,100,1,-115.666,0.01,-106.634194888,0.996906,0.0092457,-106.634194888,99.8519169954,-106.621,17.19,0.0114229,1.49792e-07,3.19123991445,0.6,0.00148867,99.8548353056,1.00145,0.92171
2.1629,100,-106.407641216,1.18876,4.68102284257,100,1,-115.556,0.01,-106.407641216,1.00561,0.00813997,-106.407641216,99.5550367671,-106.359,18.49,0.0118213,4.51494e-07,4.68102284257,0.6,0.00456576,99.4722943256,1.00531,0.818566
1.89868,100,-106.569737388,1.22462,3.55528151259,100,1,-115.666,0.01,-106.569737388,0.991781,0.00898292,-106.569737388,99.6910130806,-106.544,16.54,0.0123477,3.1304e-07,3.55528151259,0.6,0.00307915,99.7114425921,1.00289,0.890909
1.93649,100,-106.924905837,1.12104,3.77244422335,100,1,-116.017,0.01,-106.924905837,0.985531,0.00789229,-106.924905837,99.5270241411,-106.887,16.7,0.011375,4.80001e-07,3.77244422335,0.6,0.00466211,99.5786022186,1.00423,0.77781
1.9672,100,-106.609517447,1.0888,3.96397098168,100,1,-115.741,0.01,-106.609517447,1.00189,0.00962493,-106.609517447,99.9303931099,-106.602,16.52,0.0108675,7.03722e-08,3.96397098168,0.6,0.00070638,99.9236570932,1.00076,0.964309
2.26097,100,-106.781739474,1.14413,5.17191650646,100,1,-116.017,0.01,-106.781739474,1.00519,0.00913792,-106.781739474,99.7932654168,-106.761,16.69,0.0113822,2.09242e-07,5.17191650646,0.6,0.00211419,99.7559082778,1.00245,0.918532
1.80946,100,-106.76155716,1.20203,3.31293050593,100,1,-115.828,0.01,-106.76155716,1.00587,0.00902526,-106.76155716,99.6631024711,-106.734,17.76,0.0119502,3.41476e-07,3.31293050593,0.6,0.00345495,99.6987978656,1.00302,0.907822
2.49576,100,-106.448964277,1.11921,6.33615049455,100,1,-115.717,0.01,-106.448964277,1.00561,0.00783599,-106.448964277,99.6611967971,-106.41,18.13,0.0111297,3.43388e-07,6.33615049455,0.6,0.00347251,99.5952721557,1.00406,0.787994
1.9694,100,-106.662278352,1.29687,3.9258066139,100,1,-115.767,0.01,-106.662278352,1.00737,0.00840236,-106.662278352,99.4877700538,-106.611,18.36,0.0128739,5.20018e-07,3.9258066139,0.6,0.00527707,99.4807405821,1.00522,0.846426
2.05961,100,-106.573430768,1.17681,4.30431314766,100,1,-115.761,0.01,-106.573430768,0.994501,0.00881068,-106.573430768,99.7546662834,-106.547,18.63,0.0118332,2.48428e-07,4.30431314766,0.6,0.00245703,99.7024831108,1.00298,0.876222
1.61378,100,-106.686660841,1.13046,2.64003739357,100,1,-115.718,0.01,-106.686660841,0.992759,0.00730576,-106.686660841,99.6180291944,-106.658,16.17,0.011387,3.87295e-07,2.64003739357,0.6,0.00381707,99.6987386195,1.00302,0.725286
1.99676,100,-106.769560952,1.21455,4.11157647956,100,1,-115.938,0.01,-106.769560952,0.991873,0.00877264,-106.769560952,99.7409333579,-106.742,17.01,0.012245,2.62323e-07,4.11157647956,0.6,0.00258076,99.7081359294,1.00293,0.870134
2.11115,100,-106.40434832,1.20324,4.35928732368,100,1,-115.555,0.01,-106.40434832,1.00637,0.00804877,-106.40434832,99.5247957975,-106.366,16.35,0.0119562,4.82288e-07,4.35928732368,0.6,0.00488451,99.5757889783,1.00426,0.810004
1.98417,100,-106.272862143,1.10053,3.97182242134,100,1,-115.384,0.01,-106.272862143,1.00185,0.00746024,-106.272862143,99.5217049218,-106.232,17.93,0.010985,4.8545e-07,3.97182242134,0.6,0.00487244,99.5465076221,1.00456,0.747401
2.08939,100,-106.510087744,1.18232,4.51173976902,100,1,-115.873,0.01,-106.510087744,1.00306,0.00899526,-106.510087744,99.7645157419,-106.49,18.98,0.0117872,2.38434e-07,4.51173976902,0.6,0.00239893,99.7815978624,1.00219,0.902274
2.57058,100,-106.070017173,1.07421,6.29019677331,100,1,-115.058,0.01,-106.070017173,1.00297,0.00849709,-106.070017173,99.7716017713,-106.046,16.97,0.0107103,2.31266e-07,6.29019677331,0.6,0.00232641,99.7192064077,1.00282,0.852231
1.99763,100,-106.424392319,1.1439,4.05385683834,100,1,-115.506,0.01,-106.424392319,0.999194,0.0081281,-106.424392319,99.6217728307,-106.393,17.36,0.0114482,3.83508e-07,4.05385683834,0.6,0.0038289,99.6480734558,1.00353,0.812155
2.06743,100,-106.824952245,1.20383,4.29480352541,100,1,-116.058,0.01,-106.824952245,0.99242,0.00755666,-106.824952245,99.5920417027,-106.793,16.1,0.0121302,4.13718e-07,4.29480352541,0.6,0.0040747,99.6304036936,1.00371,0.749938
