Bound,ESSClassic,MinVanillaIw,AvgVanillaIw,VarNormIw,MaxNormIw,MinNormIw,ESSRenyi,IterType,Delta,J,eRenyi2,BatchSize,VarVanillaIw,VarDiscRet,AvgEpLen,VarJ,AvgRet,AvgDiscRet,MaxVanillaIw,EpsThisIter,AvgNormIw,VarRet,VanillaAvgRet
85.0751,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.0751,1.0,500,,76.4145679733,500.0,8.69773,85.0751486508,85.0751486508,1.0,100,0.01,76.4145679733,85.0751486508
86.2753,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.2753,1.0,500,,38.0419904594,500.0,7.62209,87.4753781993,87.4753781993,1.0,100,0.005,38.0419904594,87.4753781993
85.3732,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.3732,1.0,500,,52.6246985852,500.0,7.59766,83.5690376179,83.5690376179,1.0,100,0.00333333,52.6246985852,83.5690376179
84.4983,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,84.4983,1.0,500,,126.382114098,500.0,8.76752,81.873487545,81.873487545,1.0,100,0.0025,126.382114098,81.873487545
84.6462,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.6462,1.0,500,,66.3181135761,500.0,8.64373,85.2377001895,85.2377001895,1.0,100,0.002,66.3181135761,85.2377001895
82.6911,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,82.6911,1.0,500,,113.276081662,500.0,10.5898,82.6910724501,82.6910724501,1.0,100,0.01,113.276081662,82.6910724501
84.9151,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.9151,1.0,500,,30.1696647342,500.0,8.71504,87.1391505469,87.1391505469,1.0,100,0.005,30.1696647342,87.1391505469
85.2721,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.2721,1.0,500,,51.955001608,500.0,8.24831,85.9860782265,85.9860782265,1.0,100,0.00333333,51.955001608,85.9860782265
85.1346,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.1346,1.0,500,,23.0115912371,500.0,7.53512,84.7220699873,84.7220699873,1.0,100,0.0025,23.0115912371,84.7220699873
85.2794,500.000006643,1.0,1.0,1.30582e-19,0.002,0.002,500.0,1,1.0,85.2794,1.0,500,2.808e-14,76.7683302328,500.0,7.79143,85.8584696216,85.8584696216,1.0,100,0.002,76.7683302328,85.8584696216
87.6645,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,87.6645,1.0,500,,23.6289402447,500.0,4.83659,87.6644926636,87.6644926636,1.0,100,0.01,23.6289402447,87.6644926636
87.5447,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,87.5447,1.0,500,,6.1806280193,500.0,3.84319,87.4249130882,87.4249130882,1.0,100,0.005,6.1806280193,87.4249130882
86.3628,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.3628,1.0,500,,61.449044054,500.0,5.73747,83.9990434361,83.9990434361,1.0,100,0.00333333,61.449044054,83.9990434361
85.6051,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.6051,1.0,500,,92.3975697685,500.0,7.01995,83.3320641001,83.3320641001,1.0,100,0.0025,92.3975697685,83.3320641001
85.6544,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.6544,1.0,500,,39.3565696832,500.0,6.87212,85.8516342018,85.8516342018,1.0,100,0.002,39.3565696832,85.8516342018
79.4469,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,79.4469,1.0,500,,97.8998928757,500.0,9.84484,79.4468908893,79.4468908893,1.0,100,0.01,97.8998928757,79.4468908893
81.7448,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,81.7448,1.0,500,,100.810632426,500.0,10.1805,84.0427056446,84.0427056446,1.0,100,0.005,100.810632426,84.0427056446
81.9605,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,81.9605,1.0,500,,105.773779575,500.0,10.2026,82.3918150761,82.3918150761,1.0,100,0.00333333,105.773779575,82.3918150761
83.5456,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,83.5456,1.0,500,,17.6133348564,500.0,9.4851,88.3009841887,88.3009841887,1.0,100,0.0025,17.6133348564,88.3009841887
83.6023,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,83.6023,1.0,500,,66.6844558339,500.0,9.22984,83.8291168259,83.8291168259,1.0,100,0.002,66.6844558339,83.8291168259
87.9101,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,87.9101,1.0,500,,20.6396485835,500.0,4.52032,87.9100835409,87.9100835409,1.0,100,0.01,20.6396485835,87.9100835409
87.9602,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,87.9602,1.0,500,,13.2764764726,500.0,4.09768,88.0103522186,88.0103522186,1.0,100,0.005,13.2764764726,88.0103522186
87.1082,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,87.1082,1.0,500,,69.7037135268,500.0,5.9706,85.4041902739,85.4041902739,1.0,100,0.00333333,69.7037135268,85.4041902739
86.9711,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.9711,1.0,500,,17.0294401483,500.0,5.56841,86.5598710696,86.5598710696,1.0,100,0.0025,17.0294401483,86.5598710696
86.7241,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,86.7241,1.0,500,,71.1313777844,500.0,6.25571,85.735964118,85.735964118,1.0,100,0.002,71.1313777844,85.735964118
84.6324,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,84.6324,1.0,500,,34.8132169564,500.0,5.8707,84.6324145734,84.6324145734,1.0,100,0.01,34.8132169564,84.6324145734
83.9301,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,83.9301,1.0,500,,52.7758926687,500.0,6.62192,83.2278467653,83.2278467653,1.0,100,0.005,52.7758926687,83.2278467653
83.495,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,83.495,1.0,500,,93.4802879853,500.0,7.77562,82.624911363,82.624911363,1.0,100,0.00333333,93.4802879853,82.624911363
83.0322,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,83.0322,1.0,500,,75.3307995028,500.0,8.03942,81.6436664386,81.6436664386,1.0,100,0.0025,75.3307995028,81.6436664386
83.1842,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,83.1842,1.0,500,,43.8388312691,500.0,7.77678,83.7919527036,83.7919527036,1.0,100,0.002,43.8388312691,83.7919527036
84.9618,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,84.9618,1.0,500,,80.2270706873,500.0,8.91206,84.9617980666,84.9617980666,1.0,100,0.01,80.2270706873,84.9617980666
84.0725,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.0725,1.0,500,,75.8582742484,500.0,8.83477,83.183149293,83.183149293,1.0,100,0.005,75.8582742484,83.183149293
84.169,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.169,1.0,500,,84.7944289892,500.0,8.9463,84.3621392856,84.3621392856,1.0,100,0.00333333,84.7944289892,84.3621392856
83.2556,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,83.2556,1.0,500,,104.745380497,500.0,9.40503,80.515411452,80.515411452,1.0,100,0.0025,104.745380497,80.515411452
84.0259,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.0259,1.0,500,,28.5356845887,500.0,8.87623,87.1072726327,87.1072726327,1.0,100,0.002,28.5356845887,87.1072726327
79.7822,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,79.7822,1.0,500,,147.04873208,500.0,12.0656,79.7821705562,79.7821705562,1.0,100,0.01,147.04873208,79.7821705562
82.8547,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,82.8547,1.0,500,,28.7935214229,500.0,9.82255,85.9272528445,85.9272528445,1.0,100,0.005,28.7935214229,85.9272528445
82.9312,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,82.9312,1.0,500,,57.5140618736,500.0,9.12759,83.0841681378,83.0841681378,1.0,100,0.00333333,57.5140618736,83.0841681378
83.6297,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,83.6297,1.0,500,,83.0228069369,500.0,9.1922,85.7251368923,85.7251368923,1.0,100,0.0025,83.0228069369,85.7251368923
84.256,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.256,1.0,500,,48.3773544618,500.0,8.87382,86.7609652937,86.7609652937,1.0,100,0.002,48.3773544618,86.7609652937
86.5437,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,86.5437,1.0,500,,27.3710831074,500.0,5.20551,86.5436848185,86.5436848185,1.0,100,0.01,27.3710831074,86.5436848185
86.6633,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.6633,1.0,500,,7.24078200529,500.0,4.14091,86.7828220394,86.7828220394,1.0,100,0.005,7.24078200529,86.7828220394
85.3799,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.3799,1.0,500,,88.2066412102,500.0,6.62072,82.8130454756,82.8130454756,1.0,100,0.00333333,88.2066412102,82.8130454756
86.0032,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.0032,1.0,500,,78.623165075,500.0,7.3144,87.8733434104,87.8733434104,1.0,100,0.0025,78.623165075,87.8733434104
84.884,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.884,1.0,500,,106.655812819,500.0,8.30232,80.4073351138,80.4073351138,1.0,100,0.002,106.655812819,80.4073351138
80.6931,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,80.6931,1.0,500,,109.271537553,500.0,10.4009,80.6931343411,80.6931343411,1.0,100,0.01,109.271537553,80.6931343411
83.9604,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,83.9604,1.0,500,,39.0499615703,500.0,9.17029,87.2276845073,87.2276845073,1.0,100,0.005,39.0499615703,87.2276845073
84.7621,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.7621,1.0,500,,14.420376146,500.0,7.88079,86.3653222875,86.3653222875,1.0,100,0.00333333,14.420376146,86.3653222875
85.4074,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.4074,1.0,500,,16.7192387101,500.0,7.20885,87.3434410362,87.3434410362,1.0,100,0.0025,16.7192387101,87.3434410362
86.413,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,86.413,1.0,500,,18.7918479623,500.0,7.02425,90.4355862757,90.4355862757,1.0,100,0.002,18.7918479623,90.4355862757
82.9086,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,82.9086,1.0,500,,73.711515876,500.0,8.5425,82.9085649692,82.9085649692,1.0,100,0.01,73.711515876,82.9085649692
84.5099,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.5099,1.0,500,,45.5886447357,500.0,7.8497,86.1112190523,86.1112190523,1.0,100,0.005,45.5886447357,86.1112190523
84.7405,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.7405,1.0,500,,71.7761433589,500.0,8.05426,85.2016994651,85.2016994651,1.0,100,0.00333333,71.7761433589,85.2016994651
86.0425,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.0425,1.0,500,,19.2183279889,500.0,7.64826,89.9487494783,89.9487494783,1.0,100,0.0025,19.2183279889,89.9487494783
85.9159,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.9159,1.0,500,,26.1780724162,500.0,7.21416,85.4095357758,85.4095357758,1.0,100,0.002,26.1780724162,85.4095357758
88.6701,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,88.6701,1.0,500,,10.780222147,500.0,3.26686,88.6700832556,88.6700832556,1.0,100,0.01,10.780222147,88.6700832556
84.0227,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.0227,1.0,500,,61.7286437475,500.0,7.58219,79.3754215526,79.3754215526,1.0,100,0.005,61.7286437475,79.3754215526
84.3601,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.3601,1.0,500,,34.9532079907,500.0,7.07733,85.0348386649,85.0348386649,1.0,100,0.00333333,34.9532079907,85.0348386649
84.8703,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,84.8703,1.0,500,,77.8461073518,500.0,7.5904,86.4007995608,86.4007995608,1.0,100,0.0025,77.8461073518,86.4007995608
84.854,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.854,1.0,500,,27.3242202878,500.0,7.17653,84.7887566645,84.7887566645,1.0,100,0.002,27.3242202878,84.7887566645
87.87,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,87.87,1.0,500,,12.8271782258,500.0,3.56355,87.8700262377,87.8700262377,1.0,100,0.01,12.8271782258,87.8700262377
86.6549,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.6549,1.0,500,,91.1264791423,500.0,7.27555,85.4396882312,85.4396882312,1.0,100,0.005,91.1264791423,85.4396882312
85.2703,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.2703,1.0,500,,97.9701054069,500.0,8.453,82.5012327753,82.5012327753,1.0,100,0.00333333,97.9701054069,82.5012327753
86.3602,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.3602,1.0,500,,9.66566525481,500.0,7.71657,89.629696039,89.629696039,1.0,100,0.0025,9.66566525481,89.629696039
86.1464,500.000458153,0.999996,1.0,6.12933e-18,0.00200001,0.00199999,500.0,1,1.0,86.1464,1.0,500,1.50967e-12,112.430111907,500.0,8.37139,85.2910327558,85.2910327558,1.0,100,0.002,112.430111907,85.2910327558
91.7964,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,91.7964,1.0,500,,11.4765391278,500.0,3.37072,91.7964147474,91.7964147474,1.0,100,0.01,11.4765391278,91.7964147474
89.3595,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,89.3595,1.0,500,,15.7236260472,500.0,4.40486,86.9225076544,86.9225076544,1.0,100,0.005,15.7236260472,86.9225076544
89.1208,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,89.1208,1.0,500,,24.0225509508,500.0,4.58002,88.6434944984,88.6434944984,1.0,100,0.00333333,24.0225509508,88.6434944984
87.5556,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,87.5556,1.0,500,,82.3619895188,500.0,6.5929,82.8601131972,82.8601131972,1.0,100,0.0025,82.3619895188,82.8601131972
86.9863,500.000169983,0.999941,1.0,1.22671e-15,0.00200006,0.00199988,500.0,1,1.0,86.9863,1.0,500,3.06514e-10,141.982861246,500.0,8.0112,84.7084871539,84.7084871539,1.00003,100,0.002,141.982861246,84.7084871539
80.8752,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,80.8752,1.0,500,,73.1597685866,500.0,8.51047,80.8751982267,80.8751982267,1.0,100,0.01,73.1597685866,80.8751982267
84.4534,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.4534,1.0,500,,16.1070871096,500.0,7.54919,88.0315000188,88.0315000188,1.0,100,0.005,16.1070871096,88.0315000188
86.2137,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.2137,1.0,500,,4.98849642179,500.0,6.7703,89.7342219187,89.7342219187,1.0,100,0.00333333,4.98849642179,89.7342219187
86.6618,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.6618,1.0,500,,6.33737299734,500.0,6.04557,88.0064671856,88.0064671856,1.0,100,0.0025,6.33737299734,88.0064671856
85.9214,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.9214,1.0,500,,71.255843475,500.0,6.74839,82.959621946,82.959621946,1.0,100,0.002,71.255843475,82.959621946
86.4282,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,86.4282,1.0,500,,66.9165762717,500.0,8.13925,86.4282079221,86.4282079221,1.0,100,0.01,66.9165762717,86.4282079221
85.0954,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,85.0954,1.0,500,,164.425293858,500.0,10.7838,83.7626134777,83.7626134777,1.0,100,0.005,164.425293858,83.7626134777
85.0619,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.0619,1.0,500,,55.7055782243,500.0,9.79348,84.9948212171,84.9948212171,1.0,100,0.00333333,55.7055782243,84.9948212171
84.3062,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,84.3062,1.0,500,,102.468282449,500.0,9.95028,82.0392050496,82.0392050496,1.0,100,0.0025,102.468282449,82.0392050496
84.047,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.047,1.0,500,,122.842934753,500.0,10.1881,83.0102404574,83.0102404574,1.0,100,0.002,122.842934753,83.0102404574
89.4563,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,89.4563,1.0,500,,4.43588236088,500.0,2.0956,89.4563466306,89.4563466306,1.0,100,0.01,4.43588236088,89.4563466306
87.6648,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,87.6648,1.0,500,,17.360638689,500.0,3.74153,85.8731859467,85.8731859467,1.0,100,0.005,17.360638689,85.8731859467
86.9606,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.9606,1.0,500,,13.5013560786,500.0,3.84447,85.5521874018,85.5521874018,1.0,100,0.00333333,13.5013560786,85.5521874018
87.1238,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,87.1238,1.0,500,,19.9330741679,500.0,4.01227,87.6136469604,87.6136469604,1.0,100,0.0025,19.9330741679,87.6136469604
86.7747,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,86.7747,1.0,500,,48.4111736213,500.0,4.79079,85.3781491447,85.3781491447,1.0,100,0.002,48.4111736213,85.3781491447
85.3227,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.3227,1.0,500,,125.068817046,500.0,11.1274,85.3226581874,85.3226581874,1.0,100,0.01,125.068817046,85.3226581874
84.461,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.461,1.0,500,,105.980955779,500.0,10.729,83.599246422,83.599246422,1.0,100,0.005,105.980955779,83.599246422
85.1691,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.1691,1.0,500,,31.6806487124,500.0,9.39143,86.5853639074,86.5853639074,1.0,100,0.00333333,31.6806487124,86.5853639074
85.5583,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.5583,1.0,500,,30.6623801049,500.0,8.61352,86.7261073675,86.7261073675,1.0,100,0.0025,30.6623801049,86.7261073675
85.3498,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.3498,1.0,500,,47.0081235364,500.0,8.29674,84.5154228744,84.5154228744,1.0,100,0.002,47.0081235364,84.5154228744
86.8676,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,86.8676,1.0,500,,16.8827924118,500.0,4.08827,86.8675673655,86.8675673655,1.0,100,0.01,16.8827924118,86.8675673655
85.8972,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,85.8972,1.0,500,,37.1426456854,500.0,5.26158,84.926819128,84.926819128,1.0,100,0.005,37.1426456854,84.926819128
85.7154,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.7154,1.0,500,,47.0909254153,500.0,5.83629,85.3516323848,85.3516323848,1.0,100,0.00333333,47.0909254153,85.3516323848
85.3747,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.3747,1.0,500,,54.7233019697,500.0,6.28003,84.3530213566,84.3530213566,1.0,100,0.0025,54.7233019697,84.3530213566
84.8216,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,84.8216,1.0,500,,49.040730444,500.0,6.51805,82.6089491276,82.6089491276,1.0,100,0.002,49.040730444,82.6089491276
87.2571,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,87.2571,1.0,500,,13.2647017099,500.0,3.62382,87.257102945,87.257102945,1.0,100,0.01,13.2647017099,87.257102945
87.3884,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,87.3884,1.0,500,,21.2190614962,500.0,4.13361,87.5196869484,87.5196869484,1.0,100,0.005,21.2190614962,87.5196869484
87.4012,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,87.4012,1.0,500,,33.3223260777,500.0,4.73158,87.4266861939,87.4266861939,1.0,100,0.00333333,33.3223260777,87.4266861939
86.0847,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.0847,1.0,500,,104.182555488,500.0,6.91198,82.135177492,82.135177492,1.0,100,0.0025,104.182555488,82.135177492
85.7958,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.7958,1.0,500,,85.9347400341,500.0,7.45449,84.6400676395,84.6400676395,1.0,100,0.002,85.9347400341,84.6400676395
90.3837,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,90.3837,1.0,500,,6.01121911617,500.0,2.43949,90.3836967074,90.3836967074,1.0,100,0.01,6.01121911617,90.3836967074
86.2994,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.2994,1.0,500,,111.591016319,500.0,8.65417,82.2150872822,82.2150872822,1.0,100,0.005,111.591016319,82.2150872822
87.908,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,87.908,1.0,500,,4.74084079566,500.0,7.52791,91.1251904759,91.1251904759,1.0,100,0.00333333,4.74084079566,91.1251904759
86.8513,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.8513,1.0,500,,35.7863861158,500.0,7.39656,83.6811226938,83.6811226938,1.0,100,0.0025,35.7863861158,83.6811226938
87.4953,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,87.4953,1.0,500,,33.6255844138,500.0,7.21695,90.0714187179,90.0714187179,1.0,100,0.002,33.6255844138,90.0714187179
85.0108,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.0108,1.0,500,,85.8944264048,500.0,9.22147,85.0107574282,85.0107574282,1.0,100,0.01,85.8944264048,85.0107574282
83.489,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,83.489,1.0,500,,107.481143113,500.0,9.90134,81.967288208,81.967288208,1.0,100,0.005,107.481143113,81.967288208
84.7575,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.7575,1.0,500,,24.5871409671,500.0,8.75726,87.2944904386,87.2944904386,1.0,100,0.00333333,24.5871409671,87.2944904386
85.0964,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.0964,1.0,500,,106.770063621,500.0,9.18081,86.112863016,86.112863016,1.0,100,0.0025,106.770063621,86.112863016
85.2598,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.2598,1.0,500,,29.4809798757,500.0,8.56586,85.9135607108,85.9135607108,1.0,100,0.002,29.4809798757,85.9135607108
85.4715,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.4715,1.0,500,,53.7623637187,500.0,7.29553,85.4714460427,85.4714460427,1.0,100,0.01,53.7623637187,85.4714460427
85.4897,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,85.4897,1.0,500,,55.3025637977,500.0,7.34762,85.5079928036,85.5079928036,1.0,100,0.005,55.3025637977,85.5079928036
86.4182,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.4182,1.0,500,,23.8164185123,500.0,6.75095,88.2752933205,88.2752933205,1.0,100,0.00333333,23.8164185123,88.2752933205
85.811,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.811,1.0,500,,46.4408514152,500.0,6.83973,83.9892545862,83.9892545862,1.0,100,0.0025,46.4408514152,83.9892545862
85.2607,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.2607,1.0,500,,46.5099248637,500.0,6.91708,83.0592501965,83.0592501965,1.0,100,0.002,46.5099248637,83.0592501965
81.8507,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,81.8507,1.0,500,,67.8434299237,500.0,8.19543,81.8506744213,81.8506744213,1.0,100,0.01,67.8434299237,81.8506744213
82.901,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,82.901,1.0,500,,50.3863778656,500.0,7.72185,83.9513018545,83.9513018545,1.0,100,0.005,50.3863778656,83.9513018545
82.7202,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,82.7202,1.0,500,,61.0614862263,500.0,7.74383,82.3585391834,82.3585391834,1.0,100,0.00333333,61.0614862263,82.3585391834
82.4483,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,82.4483,1.0,500,,64.2370250703,500.0,7.81636,81.6328747526,81.6328747526,1.0,100,0.0025,64.2370250703,81.6328747526
82.729,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,82.729,1.0,500,,93.6124075114,500.0,8.22963,83.8518458863,83.8518458863,1.0,100,0.002,93.6124075114,83.8518458863
84.4404,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,84.4404,1.0,500,,50.4147480416,500.0,7.06474,84.440400064,84.440400064,1.0,100,0.01,50.4147480416,84.440400064
85.9471,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,85.9471,1.0,500,,82.0278166771,500.0,8.23584,87.4537118355,87.4537118355,1.0,100,0.005,82.0278166771,87.4537118355
85.8273,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.8273,1.0,500,,30.6329496648,500.0,7.44022,85.5878675641,85.5878675641,1.0,100,0.00333333,30.6329496648,85.5878675641
86.4707,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.4707,1.0,500,,8.11357270055,500.0,6.69087,88.4009378431,88.4009378431,1.0,100,0.0025,8.11357270055,88.4009378431
