eRenyi2,IterType,AvgDiscRet,VarJ,ESSClassic,Bound,Delta,MaxVanillaIw,AvgVanillaIw,AvgNormIw,AvgEpLen,VarDiscRet,MinVanillaIw,VarRet,J,ESSRenyi,AvgRet,VarNormIw,VarVanillaIw,MinNormIw,EpsThisIter,VanillaAvgRet,MaxNormIw,BatchSize
1.0,2,-83.3609228474,77.4589,100.0,-147.08,0.3,1.0,1.0,0.01,115.96,6060.48492728,1.0,6060.48492728,-83.3609,200.0,-83.3609228474,3.50449e-18,,0.01,100,-83.3609228474,0.01,200
1.0857,1,-82.6453887099,63.7583,185.921691104,-126.3,0.3,1.81151,1.03426,0.005,114.26,6094.38339058,0.359957,6094.38339058,-79.3521,184.212843083,-82.6453887099,1.90254e-06,0.0814057,0.00174017,100,-82.6453887099,0.00875752,200
1.0,2,-69.6598747173,50.6393,100.0,-133.378,0.3,1.0,1.0,0.01,99.47,2590.23945132,1.0,2590.23945132,-69.6599,200.0,-69.6598747173,3.50449e-18,,0.01,100,-69.6598747173,0.01,200
1.00872,1,-74.9858582571,53.8323,198.039370038,-117.155,0.3,1.76479,1.00052,0.005,105.36,3776.59364539,0.855193,3776.59364539,-71.903,198.271958688,-74.9858582571,2.48739e-07,0.00995987,0.00427375,100,-74.9858582571,0.0088194,200
1.0,2,-83.0183770002,77.4075,100.0,-146.738,0.3,1.0,1.0,0.01,114.85,6052.44465129,1.0,6052.44465129,-83.0184,200.0,-83.0183770002,3.50449e-18,,0.01,100,-83.0183770002,0.01,200
1.03939,1,-76.9447824621,67.1849,193.41908719,-124.067,0.3,1.52432,1.00119,0.005,107.35,4999.9408053,0.544147,4999.9408053,-78.1316,192.420692717,-76.9447824621,8.5489e-07,0.0342772,0.00271749,100,-76.9447824621,0.00761251,200
1.0,2,-75.9291169637,61.1441,100.0,-139.648,0.3,1.0,1.0,0.01,106.56,3776.36495,1.0,3776.36495,-75.9291,200.0,-75.9291169637,3.50449e-18,,0.01,100,-75.9291169637,0.01,200
1.07782,1,-76.220066897,39.8213,185.023958754,-118.432,0.3,1.36064,1.01314,0.005,107.57,3773.03020552,0.108245,3773.03020552,-71.6549,185.559340233,-76.220066897,2.03371e-06,0.0835,0.000534209,100,-76.220066897,0.00671498,200
1.0,2,-83.1441862717,77.5151,100.0,-146.864,0.3,1.0,1.0,0.01,115.07,6069.28760515,1.0,6069.28760515,-83.1442,200.0,-83.1441862717,3.50449e-18,,0.01,100,-83.1441862717,0.01,200
1.02029,1,-82.4406618702,73.7929,195.865228288,-127.324,0.3,1.60922,1.00598,0.005,114.01,6064.33743668,0.695731,6064.33743668,-81.8125,196.022833556,-82.4406618702,5.30409e-07,0.021471,0.00345797,100,-82.4406618702,0.00799825,200
1.0,2,-77.8760020377,61.0283,100.0,-141.595,0.3,1.0,1.0,0.01,109.26,3762.07535148,1.0,3762.07535148,-77.876,200.0,-77.8760020377,3.50449e-18,,0.01,100,-77.8760020377,0.01,200
1.03942,1,-78.5732353038,57.4791,191.16185194,-122.285,0.3,2.3341,0.999141,0.005,109.76,4929.23081167,0.380199,4929.23081167,-76.3485,192.415308019,-78.5732353038,1.16165e-06,0.0463862,0.00190263,100,-78.5732353038,0.0116805,200
1.0,2,-73.2454868293,50.8,100.0,-136.958,0.3,1.0,1.0,0.01,103.82,2606.70468992,1.0,2606.70468992,-73.2455,200.0,-73.2454868293,3.50449e-18,,0.01,100,-73.2454868293,0.01,200
1.11446,1,-91.4132377407,55.9865,177.561020549,-122.805,0.3,1.74321,0.994183,0.005,123.76,9413.99284956,0.027932,9413.99284956,-75.2355,179.459207598,-91.4132377407,3.17521e-06,0.125535,0.000140477,100,-91.4132377407,0.00876705,200
1.0,2,-78.9550534882,69.7031,100.0,-142.668,0.3,1.0,1.0,0.01,110.38,4907.59635585,1.0,4907.59635585,-78.9551,200.0,-78.9550534882,3.50449e-18,,0.01,100,-78.9550534882,0.01,200
1.01468,1,-79.0826023711,67.2203,196.735977587,-123.738,0.3,1.5787,0.996277,0.005,110.88,4919.50820244,0.572998,4919.50820244,-78.3519,197.106124133,-79.0826023711,4.16851e-07,0.0165501,0.00287569,100,-79.0826023711,0.00792297,200
1.0,2,-82.5922596495,77.5916,100.0,-146.31,0.3,1.0,1.0,0.01,114.21,6081.27166688,1.0,6081.27166688,-82.5923,200.0,-82.5922596495,3.50449e-18,,0.01,100,-82.5922596495,0.01,200
1.08622,1,-79.817052014,59.9619,182.968856753,-124.477,0.3,2.03557,1.01384,0.005,111.17,4924.72772936,0.159886,4924.72772936,-77.518,184.124152318,-79.817052014,2.33875e-06,0.0961576,0.000788514,100,-79.817052014,0.0100389,200
1.0,2,-91.1136573096,96.6462,100.0,-154.833,0.3,1.0,1.0,0.01,123.54,9434.83394959,1.0,9434.83394959,-91.1137,200.0,-91.1136573096,3.50449e-18,,0.01,100,-91.1136573096,0.01,200
1.01934,1,-69.4432462829,70.6896,197.672027703,-124.852,0.3,1.49284,0.997827,0.005,99.14,1346.16785253,0.651775,1346.16785253,-79.3615,196.206275316,-69.4432462829,2.95904e-07,0.0117848,0.00326597,100,-69.4432462829,0.00748044,200
1.0,2,-77.4937929679,70.0288,100.0,-141.214,0.3,1.0,1.0,0.01,108.03,4953.575537,1.0,4953.575537,-77.4938,200.0,-77.4937929679,3.50449e-18,,0.01,100,-77.4937929679,0.01,200
1.04082,1,-81.4816854839,69.3029,191.157950483,-123.589,0.3,1.65978,1.01407,0.005,113.08,6126.45782171,0.420627,6126.45782171,-77.6223,192.155787924,-81.4816854839,1.16219e-06,0.0478056,0.00207394,100,-81.4816854839,0.00818371,200
1.0,2,-90.1377881257,90.3791,100.0,-153.856,0.3,1.0,1.0,0.01,123.05,8250.88436945,1.0,8250.88436945,-90.1378,200.0,-90.1377881257,3.50449e-18,,0.01,100,-90.1377881257,0.01,200
1.02057,1,-72.308898934,69.8027,196.435324059,-125.769,0.3,1.72256,0.997644,0.005,103.14,2591.24584485,0.875906,2591.24584485,-80.2528,195.969392398,-72.308898934,4.55952e-07,0.0181522,0.00438987,100,-72.308898934,0.00863312,200
1.0,2,-90.8088237609,90.0604,100.0,-154.528,0.3,1.0,1.0,0.01,124.66,8192.81026168,1.0,8192.81026168,-90.8088,200.0,-90.8088237609,3.50449e-18,,0.01,100,-90.8088237609,0.01,200
1.06011,1,-94.3690838246,84.2377,184.371500305,-135.659,0.3,3.75424,0.994643,0.005,128.31,9262.30190564,0.488626,9262.30190564,-89.2676,188.660054073,-94.3690838246,2.12982e-06,0.0842825,0.00245629,100,-94.3690838246,0.0188723,200
1.0,2,-82.4585435009,77.5728,100.0,-146.178,0.3,1.0,1.0,0.01,114.35,6078.32587977,1.0,6078.32587977,-82.4585,200.0,-82.4585435009,3.50449e-18,,0.01,100,-82.4585435009,0.01,200
1.02542,1,-73.0459061326,60.6696,195.514141925,-122.194,0.3,1.4485,0.976904,0.005,103.7,2560.15712713,0.375441,2560.15712713,-76.5682,195.042766561,-73.0459061326,5.76475e-07,0.0220062,0.00192158,100,-73.0459061326,0.00741373,200
1.0,2,-80.1224924822,69.7182,100.0,-143.84,0.3,1.0,1.0,0.01,112.04,4909.72781493,1.0,4909.72781493,-80.1225,200.0,-80.1224924822,3.50449e-18,,0.01,100,-80.1224924822,0.01,200
1.02725,1,-75.2047718398,59.3039,194.972972296,-122.036,0.3,1.75807,0.98868,0.005,106.1,3746.20606265,0.767601,3746.20606265,-76.371,194.695353912,-75.2047718398,6.47816e-07,0.0253293,0.00388195,100,-75.2047718398,0.00889097,200
1.0,2,-96.7763181515,101.286,100.0,-160.496,0.3,1.0,1.0,0.01,130.59,10362.5627934,1.0,10362.5627934,-96.7763,200.0,-96.7763181515,3.50449e-18,,0.01,100,-96.7763181515,0.01,200
1.06401,1,-85.0983701487,84.5098,187.181516707,-134.26,0.3,2.37001,1.0229,0.005,117.25,7213.51837139,0.76697,7213.51837139,-87.7839,187.968490895,-85.0983701487,1.72065e-06,0.0720148,0.00374898,100,-85.0983701487,0.0115847,200
1.0,2,-80.3365808478,69.9544,100.0,-144.056,0.3,1.0,1.0,0.01,111.94,4943.04571568,1.0,4943.04571568,-80.3366,200.0,-80.3365808478,3.50449e-18,,0.01,100,-80.3365808478,0.01,200
1.0141,1,-70.9791260773,52.7034,196.197392387,-120.372,0.3,2.27597,0.997889,0.005,101.65,1410.81090062,0.894468,1410.81090062,-74.999,197.219240977,-70.9791260773,4.86971e-07,0.0193967,0.0044818,100,-70.9791260773,0.011404,200
1.0,2,-95.8962687635,101.627,100.0,-159.616,0.3,1.0,1.0,0.01,129.34,10432.3401164,1.0,10432.3401164,-95.8963,200.0,-95.8962687635,3.50449e-18,,0.01,100,-95.8962687635,0.01,200
1.08349,1,-82.971507809,81.9491,180.906841358,-132.921,0.3,2.77294,0.975714,0.005,115.1,6039.03801852,0.236171,6039.03801852,-86.0209,184.589175272,-82.971507809,2.6518e-06,0.100982,0.00121025,100,-82.971507809,0.0142098,200
1.0,2,-80.146672603,69.9012,100.0,-143.863,0.3,1.0,1.0,0.01,112.24,4935.53077073,1.0,4935.53077073,-80.1467,200.0,-80.146672603,3.50449e-18,,0.01,100,-80.146672603,0.01,200
1.14931,1,-78.2201654235,50.256,174.683896672,-121.902,0.3,1.52988,1.02374,0.005,109.11,4923.71403782,0.0103011,4923.71403782,-73.5997,174.017707736,-78.2201654235,3.64134e-06,0.152652,5.03113e-05,100,-78.2201654235,0.00747202,200
1.0,2,-68.8501566473,36.1792,100.0,-132.566,0.3,1.0,1.0,0.01,98.88,1322.15840048,1.0,1322.15840048,-68.8502,200.0,-68.8501566473,3.50449e-18,,0.01,100,-68.8501566473,0.01,200
1.05337,1,-93.1046263583,65.4879,185.110198653,-124.549,0.3,3.24019,0.987454,0.005,126.29,9357.94275505,0.0904189,9357.94275505,-78.3064,189.866292937,-93.1046263583,2.02104e-06,0.078826,0.000457838,100,-93.1046263583,0.0164068,200
1.0,2,-71.5955660111,50.7468,100.0,-135.314,0.3,1.0,1.0,0.01,101.55,2601.25299424,1.0,2601.25299424,-71.5956,200.0,-71.5955660111,3.50449e-18,,0.01,100,-71.5955660111,0.01,200
1.04849,1,-87.0153872864,60.1534,179.480576063,-123.055,0.3,4.7893,1.03012,0.005,119.43,7211.70417645,0.821497,7211.70417645,-76.9194,190.750108864,-87.0153872864,2.87253e-06,0.121926,0.0039874,100,-87.0153872864,0.0232464,200
1.0,2,-77.6118696119,70.0718,100.0,-141.33,0.3,1.0,1.0,0.01,108.13,4959.65527452,1.0,4959.65527452,-77.6119,200.0,-77.6118696119,3.50449e-18,,0.01,100,-77.6118696119,0.01,200
1.03306,1,-82.7659133402,66.659,194.166580673,-124.295,0.3,1.89742,1.00507,0.005,114.21,6104.04521075,0.842684,6104.04521075,-78.5,193.599315389,-82.7659133402,7.5486e-07,0.0305013,0.00419217,100,-82.7659133402,0.00943922,200
1.0,2,-73.6640119767,50.331,100.0,-137.383,0.3,1.0,1.0,0.01,104.47,2558.80081766,1.0,2558.80081766,-73.664,200.0,-73.6640119767,3.50449e-18,,0.01,100,-73.6640119767,0.01,200
1.01617,1,-86.1054809628,65.9252,197.287142244,-124.506,0.3,1.55811,0.992779,0.005,117.99,7179.31937895,0.890417,7179.31937895,-79.0867,196.81741065,-86.1054809628,3.45484e-07,0.0136205,0.00448447,100,-86.1054809628,0.0078472,200
1.0,2,-71.5555665599,50.5342,100.0,-135.275,0.3,1.0,1.0,0.01,101.97,2579.50125239,1.0,2579.50125239,-71.5556,200.0,-71.5555665599,3.50449e-18,,0.01,100,-71.5555665599,0.01,200
1.02727,1,-84.3451572299,65.4282,194.891733513,-122.274,0.3,1.47851,0.983096,0.005,115.87,7261.29946839,0.605511,7261.29946839,-76.6072,194.691490431,-84.3451572299,6.58576e-07,0.0254599,0.00307962,100,-84.3451572299,0.00751967,200
1.0,2,-81.1457592274,69.738,100.0,-144.865,0.3,1.0,1.0,0.01,113.16,4912.51296809,1.0,4912.51296809,-81.1458,200.0,-81.1457592274,3.50449e-18,,0.01,100,-81.1457592274,0.01,200
1.01046,1,-68.448339116,54.2183,197.947930729,-119.596,0.3,1.35367,0.996519,0.005,98.05,1398.00819519,0.71297,1398.00819519,-74.3047,197.929348497,-68.448339116,2.60478e-07,0.0103467,0.0035773,100,-68.448339116,0.00679202,200
1.0,2,-77.5222867727,61.0387,100.0,-141.241,0.3,1.0,1.0,0.01,108.96,3763.35332398,1.0,3763.35332398,-77.5223,200.0,-77.5222867727,3.50449e-18,,0.01,100,-77.5222867727,0.01,200
1.05371,1,-121.693934205,97.7252,190.421950838,-143.145,0.3,1.85501,0.987453,0.005,159.54,16930.1249809,0.275222,16930.1249809,-96.8939,189.806363121,-121.693934205,1.2638e-06,0.0492914,0.0013936,100,-121.693934205,0.00939291,200
1.0,2,-90.8743150304,90.2946,100.0,-154.594,0.3,1.0,1.0,0.01,124.13,8235.46288574,1.0,8235.46288574,-90.8743,200.0,-90.8743150304,3.50449e-18,,0.01,100,-90.8743150304,0.01,200
1.0337,1,-81.8154464282,79.7608,193.557266051,-130.519,0.3,1.79165,1.01562,0.005,113.18,6075.57801742,0.81756,6075.57801742,-84.7097,193.48033744,-81.8154464282,8.36337e-07,0.0345065,0.00402494,100,-81.8154464282,0.00882049,200
1.0,2,-80.9941097985,77.9281,100.0,-144.714,0.3,1.0,1.0,0.01,111.62,6134.13719811,1.0,6134.13719811,-80.9941,200.0,-80.9941097985,3.50449e-18,,0.01,100,-80.9941097985,0.01,200
1.01835,1,-86.7432906437,77.6061,196.319644873,-128.43,0.3,1.66573,1.00427,0.005,119.64,7123.76846429,0.64841,7123.76846429,-82.9615,196.395877109,-86.7432906437,4.71023e-07,0.0190021,0.00322828,100,-86.7432906437,0.00829327,200
1.0,2,-73.6069737257,61.2525,100.0,-137.321,0.3,1.0,1.0,0.01,103.43,3789.77265468,1.0,3789.77265468,-73.607,200.0,-73.6069737257,3.50449e-18,,0.01,100,-73.6069737257,0.01,200
1.01486,1,-77.0568119614,57.677,197.391027455,-120.062,0.3,1.35372,1.00569,0.005,107.84,3737.58276976,0.621224,3737.58276976,-74.6762,197.071163423,-77.0568119614,3.32092e-07,0.0134353,0.00308855,100,-77.0568119614,0.00673033,200
1.0,2,-82.4975548711,77.7252,100.0,-146.217,0.3,1.0,1.0,0.01,113.96,6102.2325462,1.0,6102.2325462,-82.4976,200.0,-82.4975548711,3.50449e-18,,0.01,100,-82.4975548711,0.01,200
1.09354,1,-74.4286916669,55.1271,181.899391059,-122.38,0.3,1.43412,0.973774,0.005,104.78,2609.76724079,0.0709644,2609.76724079,-75.2632,182.89220618,-74.4286916669,2.50023e-06,0.0948322,0.000364378,100,-74.4286916669,0.00736373,200
1.0,2,-86.3440337072,84.89,100.0,-150.066,0.3,1.0,1.0,0.01,118.16,7279.10562747,1.0,7279.10562747,-86.344,200.0,-86.3440337072,3.50449e-18,,0.01,100,-86.3440337072,0.01,200
1.0523,1,-82.712028985,73.0584,178.98985872,-128.316,0.3,4.54832,1.02742,0.005,114.01,6107.87127175,0.525176,6107.87127175,-82.094,190.059098023,-82.712028985,2.94929e-06,0.12453,0.0025558,100,-82.712028985,0.0221346,200
1.0,2,-82.1203085974,77.6906,100.0,-145.84,0.3,1.0,1.0,0.01,113.5,6096.7945296,1.0,6096.7945296,-82.1203,200.0,-82.1203085974,3.50449e-18,,0.01,100,-82.1203085974,0.01,200
1.05104,1,-77.9249292,62.1331,190.119069009,-123.75,0.3,1.65366,0.988965,0.005,109.56,3718.48425854,0.410708,3718.48425854,-77.5583,190.288115431,-77.9249292,1.30583e-06,0.0510867,0.00207645,100,-77.9249292,0.00836057,200
1.0,2,-86.1807953389,84.3573,100.0,-149.9,0.3,1.0,1.0,0.01,118.81,7188.03620857,1.0,7188.03620857,-86.1808,200.0,-86.1807953389,3.50449e-18,,0.01,100,-86.1807953389,0.01,200
1.02591,1,-82.9418238199,78.1311,194.807484902,-129.143,0.3,1.1853,0.998011,0.005,115.05,6036.15188262,0.293924,6036.15188262,-83.5065,194.948599048,-82.9418238199,6.69719e-07,0.0266823,0.00147255,100,-82.9418238199,0.00593833,200
1.0,2,-87.3795290902,84.1714,100.0,-151.099,0.3,1.0,1.0,0.01,119.45,7156.38443517,1.0,7156.38443517,-87.3795,200.0,-87.3795290902,3.50449e-18,,0.01,100,-87.3795290902,0.01,200
1.08928,1,-84.0972664714,74.7028,180.696798614,-127.657,0.3,1.40204,0.969568,0.005,115.84,7266.25949689,0.0170707,7266.25949689,-80.6325,183.608182098,-84.0972664714,2.68408e-06,0.100928,8.80324e-05,100,-84.0972664714,0.00723024,200
1.0,2,-75.5017359962,61.2451,100.0,-139.221,0.3,1.0,1.0,0.01,106.05,3788.85548527,1.0,3788.85548527,-75.5017,200.0,-75.5017359962,3.50449e-18,,0.01,100,-75.5017359962,0.01,200
1.02571,1,-82.9867248757,63.9476,189.820721959,-123.649,0.3,3.07332,1.02756,0.005,115.09,6077.52618372,0.865579,6077.52618372,-78.0172,194.987365558,-82.9867248757,1.34737e-06,0.0569068,0.00421181,100,-82.9867248757,0.0149544,200
1.0,2,-81.6089166813,77.5654,100.0,-145.328,0.3,1.0,1.0,0.01,112.98,6077.16831523,1.0,6077.16831523,-81.6089,200.0,-81.6089166813,3.50449e-18,,0.01,100,-81.6089166813,0.01,200
1.05969,1,-89.9156413801,76.9017,189.289594654,-129.558,0.3,1.7768,1.00724,0.005,123.28,8244.20110395,0.473911,8244.20110395,-83.1763,188.734271597,-89.9156413801,1.42166e-06,0.0576932,0.00235251,100,-89.9156413801,0.0088201,200
1.0,2,-74.9218937664,61.1627,100.0,-138.641,0.3,1.0,1.0,0.01,105.11,3778.66280019,1.0,3778.66280019,-74.9219,200.0,-74.9218937664,3.50449e-18,,0.01,100,-74.9218937664,0.01,200
1.0381,1,-86.7057640818,68.3208,191.614393062,-124.917,0.3,1.52416,0.994606,0.005,119.05,7193.41755062,0.560958,7193.41755062,-79.0106,192.659887159,-86.7057640818,1.09958e-06,0.0435099,0.00282,100,-86.7057640818,0.00766213,200
1.0,2,-75.2713993217,61.0834,100.0,-138.99,0.3,1.0,1.0,0.01,106.62,3768.8713821,1.0,3768.8713821,-75.2714,200.0,-75.2713993217,3.50449e-18,,0.01,100,-75.2713993217,0.01,200
1.00975,1,-85.5371700841,72.1329,196.402214885,-125.262,0.3,2.06298,1.01141,0.005,117.63,7207.95834244,0.920164,7207.95834244,-79.9826,198.068570015,-85.5371700841,4.60265e-07,0.018833,0.00454893,100,-85.5371700841,0.0101986,200
1.0,2,-90.855856591,90.1903,100.0,-154.576,0.3,1.0,1.0,0.01,124.33,8216.44991499,1.0,8216.44991499,-90.8559,200.0,-90.855856591,3.50449e-18,,0.01,100,-90.855856591,0.01,200
1.0529,1,-88.9801582272,81.9447,190.883137,-133.516,0.3,2.14784,1.00167,0.005,121.98,8289.79628761,0.801652,8289.79628761,-87.2825,189.951333594,-88.9801582272,1.20004e-06,0.0481618,0.00400159,100,-88.9801582272,0.0107213,200
1.0,2,-74.7761778907,61.2677,100.0,-138.495,0.3,1.0,1.0,0.01,105.15,3791.65199768,1.0,3791.65199768,-74.7762,200.0,-74.7761778907,3.50449e-18,,0.01,100,-74.7761778907,0.01,200
1.02666,1,-79.7282726197,59.1787,194.33592069,-121.606,0.3,1.58658,0.994434,0.005,111.09,4939.9586243,0.720237,4939.9586243,-75.9538,194.806828242,-79.7282726197,7.32312e-07,0.0289673,0.00362135,100,-79.7282726197,0.00797729,200
1.0,2,-83.2161494748,77.2978,100.0,-146.94,0.3,1.0,1.0,0.01,115.19,6035.30982555,1.0,6035.30982555,-83.2161,200.0,-83.2161494748,3.50449e-18,,0.01,100,-83.2161494748,0.01,200
1.01717,1,-102.890805687,94.4058,197.021653943,-137.718,0.3,1.58639,0.994837,0.005,137.73,12419.2933771,0.87472,12419.2933771,-92.2738,196.62342265,-102.890805687,3.79817e-07,0.0150362,0.0043963,100,-102.890805687,0.00797313,200
1.0,2,-66.5035981499,36.6976,100.0,-130.222,0.3,1.0,1.0,0.01,95.3,1360.3194742,1.0,1360.3194742,-66.5036,200.0,-66.5035981499,3.50449e-18,,0.01,100,-66.5035981499,0.01,200
1.00667,1,-72.2094076942,42.7793,198.944344633,-114.252,0.3,1.21596,0.993141,0.005,102.5,2600.75697543,0.754839,2600.75697543,-69.0459,198.675427362,-72.2094076942,1.33329e-07,0.00526026,0.00380026,100,-72.2094076942,0.00612178,200
1.0,2,-85.8726314151,84.4869,100.0,-149.597,0.3,1.0,1.0,0.01,118.51,7210.13219163,1.0,7210.13219163,-85.8726,200.0,-85.8726314151,3.50449e-18,,0.01,100,-85.8726314151,0.01,200
1.05174,1,-75.5839167091,63.3632,189.858429806,-124.42,0.3,2.30826,1.02674,0.005,106.2,3775.06837294,0.70246,3775.06837294,-78.209,190.16125131,-75.5839167091,1.34213e-06,0.0565949,0.00342081,100,-75.5839167091,0.0112407,200
1.0,2,-85.3713375069,84.4537,100.0,-149.09,0.3,1.0,1.0,0.01,117.31,7204.46734875,1.0,7204.46734875,-85.3713,200.0,-85.3713375069,3.50449e-18,,0.01,100,-85.3713375069,0.01,200
1.06837,1,-93.3148058176,83.1288,187.032980635,-132.859,0.3,1.8839,1.00059,0.005,126.44,9310.19570998,0.137845,9310.19570998,-86.2864,187.201901519,-93.3148058176,1.74197e-06,0.0697614,0.000688817,100,-93.3148058176,0.0094139,200
1.0,2,-78.9453498533,69.966,100.0,-142.664,0.3,1.0,1.0,0.01,109.96,4944.6887654,1.0,4944.6887654,-78.9454,200.0,-78.9453498533,3.50449e-18,,0.01,100,-78.9453498533,0.01,200
1.04935,1,-87.4227229565,72.2127,190.497965826,-126.95,0.3,1.276,0.994262,0.005,120.54,7125.26618077,0.255643,7125.26618077,-80.7951,190.593783385,-87.4227229565,1.25326e-06,0.0495567,0.00128559,100,-87.4227229565,0.00641682,200
1.0,2,-76.3147233509,61.0968,100.0,-140.034,0.3,1.0,1.0,0.01,107.54,3770.52380652,1.0,3770.52380652,-76.3147,200.0,-76.3147233509,3.50449e-18,,0.01,100,-76.3147233509,0.01,200
1.04861,1,-93.799004894,75.0379,192.380351092,-128.6,0.3,1.25967,1.03346,0.005,127.74,9312.60957781,0.276908,9312.60957781,-82.4612,190.728532232,-93.799004894,9.95148e-07,0.042514,0.00133972,100,-93.799004894,0.00609448,200
1.0,2,-83.6528017543,77.2932,100.0,-147.372,0.3,1.0,1.0,0.01,116.23,6034.57964637,1.0,6034.57964637,-83.6528,200.0,-83.6528017543,3.50449e-18,,0.01,100,-83.6528017543,0.01,200
1.09986,1,-76.6625529268,62.468,178.720068826,-122.791,0.3,1.62912,0.974013,0.005,106.47,4963.48491515,0.0861996,4963.48491515,-75.5383,181.841096534,-76.6625529268,2.99167e-06,0.113528,0.000442497,100,-76.6625529268,0.00836292,200
1.0,2,-69.7085359742,36.4984,100.0,-133.422,0.3,1.0,1.0,0.01,99.87,1345.58948164,1.0,1345.58948164,-69.7085,200.0,-69.7085359742,3.50449e-18,,0.01,100,-69.7085359742,0.01,200
1.02149,1,-83.7762524314,60.539,195.951852114,-121.166,0.3,1.4446,0.998631,0.005,114.82,7295.80774804,0.611417,7295.80774804,-75.6286,195.792950658,-83.7762524314,5.19066e-07,0.0207058,0.00306127,100,-83.7762524314,0.00723293,200
1.0,2,-91.538284315,90.106,100.0,-155.258,0.3,1.0,1.0,0.01,124.77,8201.10855941,1.0,8201.10855941,-91.5383,200.0,-91.538284315,3.50449e-18,,0.01,100,-91.538284315,0.01,200
1.04,1,-82.4300717218,77.1085,191.169817395,-131.08,0.3,2.85239,1.0111,0.005,113.82,6065.32537555,0.564821,6065.32537555,-85.1306,192.306883769,-82.4300717218,1.16057e-06,0.0474589,0.0027931,100,-82.4300717218,0.0141054,200
1.0,2,-78.688388575,70.2571,100.0,-142.407,0.3,1.0,1.0,0.01,109.2,4985.91595857,1.0,4985.91595857,-78.6884,200.0,-78.688388575,3.50449e-18,,0.01,100,-78.688388575,0.01,200
1.03301,1,-78.0328529981,65.5656,193.877492473,-122.458,0.3,1.82817,0.980046,0.005,108.87,4979.30037519,0.507867,4979.30037519,-76.6635,193.608788113,-78.0328529981,7.93448e-07,0.0304839,0.00259104,100,-78.0328529981,0.00932695,200
1.0,2,-78.2163562824,70.0053,100.0,-141.935,0.3,1.0,1.0,0.01,108.84,4950.24171418,1.0,4950.24171418,-78.2164,200.0,-78.2163562824,3.50449e-18,,0.01,100,-78.2163562824,0.01,200
1.03197,1,-68.1784086649,48.4698,194.758333068,-117.588,0.3,1.22243,1.02203,0.005,97.7,1350.58926887,0.293319,1350.58926887,-71.8172,193.803362526,-68.1784086649,6.76227e-07,0.0282542,0.00143498,100,-68.1784086649,0.00598038,200
1.0,2,-83.0341546173,77.497,100.0,-146.754,0.3,1.0,1.0,0.01,114.86,6066.44772059,1.0,6066.44772059,-83.0342,200.0,-83.0341546173,3.50449e-18,,0.01,100,-83.0341546173,0.01,200
1.04301,1,-71.5925378729,58.2221,190.281753454,-121.186,0.3,1.44504,0.990636,0.005,101.24,2588.18811149,0.200256,2588.18811149,-75.1708,191.753242345,-71.5925378729,1.28325e-06,0.0503731,0.00101074,100,-71.5925378729,0.0072935,200
1.0,2,-73.9578011602,61.3474,100.0,-137.677,0.3,1.0,1.0,0.01,104.23,3801.52289501,1.0,3801.52289501,-73.9578,200.0,-73.9578011602,3.50449e-18,,0.01,100,-73.9578011602,0.01,200
1.01925,1,-78.5204909143,63.5929,195.914130094,-120.815,0.3,1.41493,1.00038,0.005,109.58,4953.09423362,0.331401,4953.09423362,-75.3271,196.222430589,-78.5204909143,5.24004e-07,0.0209762,0.00165637,100,-78.5204909143,0.00707193,200
1.0,2,-74.9556993812,61.0247,100.0,-138.675,0.3,1.0,1.0,0.01,104.89,3761.63434443,1.0,3761.63434443,-74.9557,200.0,-74.9556993812,3.50449e-18,,0.01,100,-74.9556993812,0.01,200
1.02464,1,-72.5308321147,49.1874,194.796008106,-118.255,0.3,1.61003,1.0033,0.005,102.49,2571.06798983,0.446912,2571.06798983,-72.6477,195.191148625,-72.5308321147,6.71224e-07,0.0270263,0.00222721,100,-72.5308321147,0.00802367,200
1.0,2,-70.5195328096,50.9902,100.0,-134.238,0.3,1.0,1.0,0.01,100.27,2626.26296832,1.0,2626.26296832,-70.5195,200.0,-70.5195328096,3.50449e-18,,0.01,100,-70.5195328096,0.01,200
1.0214,1,-79.839314975,56.9926,196.231067926,-119.754,0.3,1.16568,1.00352,0.005,111.36,4940.58186738,0.44336,4940.58186738,-74.2184,195.809175054,-79.839314975,4.82576e-07,0.0194392,0.00220902,100,-79.839314975,0.00580794,200
1.0,2,-97.2636557987,101.311,100.0,-160.983,0.3,1.0,1.0,0.01,131.58,10367.5505496,1.0,10367.5505496,-97.2637,200.0,-97.2636557987,3.50449e-18,,0.01,100,-97.2636557987,0.01,200
1.05484,1,-81.9296659753,87.8056,187.543211674,-133.314,0.3,1.29329,0.983227,0.005,113.74,6164.68353946,0.191695,6164.68353946,-87.0387,189.602605875,-81.9296659753,1.66887e-06,0.0645343,0.000974827,100,-81.9296659753,0.00657676,200
1.0,2,-74.4873921321,61.0438,100.0,-138.207,0.3,1.0,1.0,0.01,103.99,3763.98606472,1.0,3763.98606472,-74.4874,200.0,-74.4873921321,3.50449e-18,,0.01,100,-74.4873921321,0.01,200
1.02753,1,-84.7965569964,69.1528,195.561381805,-123.807,0.3,1.25715,1.02171,0.005,116.67,7238.35374026,0.370567,7238.35374026,-78.1346,194.641798501,-84.7965569964,5.70277e-07,0.0238125,0.00181346,100,-84.7965569964,0.00615214,200
