AvgNormIw,VarRet,EpsThisIter,Bound,AvgRet,ESSClassic,VarDiscRet,MaxNormIw,AvgDiscRet,BatchSize,AvgEpLen,MinVanillaIw,IterType,MaxVanillaIw,MinNormIw,ESSRenyi,VanillaAvgRet,J,AvgVanillaIw,VarVanillaIw,VarNormIw,eRenyi2,VarJ
0.010000002,97.68204630469043,100,17.022861,-4.319181093165107,1.2232354932876641,97.68204630469043,0.904009,-4.319181093165107,100,500.0,0.00022651028,1,453.9427,4.510863e-07,16.673673819474967,-4.319181093165107,24.351694,5.02144,2056.6772,0.008156608,5.9974785,23.21979
0.009999999,97.68204630469043,100,-45.480873,-4.319181093165107,4.926089379116928,244.67083390966252,0.26947173,1.510185201882819,200,500.0,0.0022029213,,4414.8105,1.3446218e-07,2.6082578647515455,-4.319181093165107,0.036416396,163.83205,523264.84,0.0019495029,76.679535,35.925747
0.0050000013,173.99471264204084,100,23.342209,-5.324070340966304,1.1148133082580858,173.99471264204084,0.94707185,-5.324070340966304,200,500.0,0.0069177495,1,3200.2825,2.0471962e-06,38.17839798158868,-5.324070340966304,30.631716,16.895668,51183.266,0.0044824677,5.2385645,20.005238
0.009999998,210.46803902910497,100,-4.767982,-0.23937635880451075,100.0,210.46803902910497,0.01,-0.23937635880451075,200,500.0,1.0,2,1.0,0.01,200.0,-0.23937635880451075,-0.23937643,1.0,,3.5044917e-18,1.0,14.434796
0.005,173.99471264204084,100,-5.983137,-5.324070340966304,28.567794477822602,235.93741587526918,0.102173164,1.0084139131346261,300,500.0,0.0003124724,,144.55568,2.208581e-07,46.9591297090917,-5.324070340966304,4.165847,7.0740533,301.80698,0.00015077613,6.388534,24.946716
0.0033333332,179.08264090949922,100,35.77698,-4.429070097385061,1.113478167200393,179.08264090949922,0.94755757,-4.429070097385061,300,500.0,0.0003811741,1,5777.702,6.25135e-08,27.8737597607576,-4.429070097385061,44.308163,20.324894,111258.02,0.0029924866,10.762811,28.54799
0.009999998,273.2157888690467,100,-2.0254202,1.8498866380795473,100.0,273.2157888690467,0.01,1.8498866380795473,300,500.0,1.0,2,1.0,0.01,300.0,1.8498866380795473,1.8498864,1.0,,3.5044917e-18,1.0,16.446386
0.0049999994,274.29698530069385,100,0.42509985,3.8965408138825666,200.00000010221265,274.29698530069385,0.005,3.8965408138825666,300,500.0,1.0,2,1.0,0.005,300.0,3.8965408138825666,3.8965406,1.0,,2.179301e-19,1.0,16.520456
0.0033333336,179.08264090949922,100,-20.57807,-4.429070097385061,12.699321692706995,268.4432279735776,0.1712358,3.613012889356325,400,500.0,0.0001730792,,2623.4731,1.1296992e-08,7.364931951134953,-4.429070097385061,7.3312507,51.06941,59200.836,0.00025221083,54.31143,54.432526
0.0024999997,164.19821523319348,100,36.897408,-3.994448500620142,1.0990178369051034,164.19821523319348,0.9538586,-3.994448500620142,400,500.0,2.7788783e-05,1,6955.362,3.8109547e-09,37.188075923432514,-3.994448500620142,44.283337,18.229542,120920.22,0.002274194,10.756136,33.49455
0.009999998,316.69306008383813,100,-1.7443895,3.243681395023749,100.0,316.69306008383813,0.01,3.243681395023749,400,500.0,1.0,2,1.0,0.01,400.0,3.243681395023749,3.243681,1.0,,3.5044917e-18,1.0,17.706669
0.0049999994,239.47259753453656,100,-1.1999338,2.3271650650420814,200.00000010221265,239.47259753453656,0.005,2.3271650650420814,400,500.0,1.0,2,1.0,0.005,400.0,2.3271650650420814,2.327165,1.0,,2.179301e-19,1.0,15.436167
0.0033333336,219.41351883983717,100,0.35592175,3.23578533017193,299.999969473632,219.41351883983717,0.0033333334,3.23578533017193,400,500.0,1.0,2,1.0,0.0033333334,400.0,3.23578533017193,3.2357855,1.0,,5.4391416e-20,1.0,14.787905
0.0025,164.19821523319348,100,-25.710026,-3.994448500620142,3.248653757441495,230.63523933422226,0.5406283,3.2386460154482757,500,500.0,0.00014377397,,35985.742,2.1599744e-09,5.009631554808133,-3.994448500620142,-0.7936586,166.40703,3390356.8,0.0007652124,99.80774,36.006794
0.002,168.92163011513364,100,24.047462,-3.9029973312207296,1.11552445127676,168.92163011513364,0.94675124,-3.9029973312207296,500,500.0,0.0002944005,1,8754.774,3.1836805e-08,41.49626794143249,-3.9029973312207296,31.03948,18.49435,153274.03,0.0017924635,12.049276,22.947102
0.009999998,216.6707951359819,100,-1.9251324,1.77771664028427,100.0,216.6707951359819,0.01,1.77771664028427,500,500.0,1.0,2,1.0,0.01,500.0,1.77771664028427,1.7777165,1.0,,3.5044917e-18,1.0,14.645957
0.0049999994,207.62162309994824,100,0.043715715,2.812482735549652,200.00000010221265,207.62162309994824,0.005,2.812482735549652,500,500.0,1.0,2,1.0,0.005,500.0,2.812482735549652,2.8124824,1.0,,2.179301e-19,1.0,14.373013
0.0033333336,203.78635910539893,100,0.52572656,3.0089317909377162,299.999969473632,203.78635910539893,0.0033333334,3.0089317909377162,500,500.0,1.0,2,1.0,0.0033333334,500.0,3.0089317909377162,3.0089316,1.0,,5.4391416e-20,1.0,14.251563
0.0024999997,211.74673035791628,100,1.0438089,3.1943280199282342,400.0,211.74673035791628,0.0025,3.1943280199282342,500,500.0,1.0,2,1.0,0.0025,500.0,3.1943280199282342,3.1943278,1.0,,5.434597e-20,1.0,14.533319
0.002,209.0188419692745,100,31.908043,3.1888229915533493,1.1763926925465813,209.0188419692745,0.92184204,3.1888229915533493,500,500.0,3.7747482e-06,1,7437.3467,4.6787135e-10,41.927875525979765,3.1888229915533493,40.787956,16.135838,110623.43,0.0016995117,11.9252405,41.424088
0.009999998,414.5554179423197,100,5.697667,11.58185107287851,100.0,414.5554179423197,0.01,11.58185107287851,500,500.0,1.0,2,1.0,0.01,500.0,11.58185107287851,11.581851,1.0,,3.5044917e-18,1.0,20.258575
0.0049999994,418.0086721358031,100,8.542767,12.703513633540286,200.00000010221265,418.0086721358031,0.005,12.703513633540286,500,500.0,1.0,2,1.0,0.005,500.0,12.703513633540286,12.703513,1.0,,2.179301e-19,1.0,20.394083
0.0033333336,437.5323862933464,100,8.766771,12.736581887299064,299.999969473632,437.5323862933464,0.0033333334,12.736581887299064,500,500.0,1.0,2,1.0,0.0033333334,500.0,12.736581887299064,12.736582,1.0,,5.4391416e-20,1.0,20.882383
0.0024999997,432.8418715045523,100,9.436783,12.874739371532405,400.0,432.8418715045523,0.0025,12.874739371532405,500,500.0,1.0,2,1.0,0.0025,500.0,12.874739371532405,12.87474,1.0,,5.434597e-20,1.0,20.77883
0.0020000006,410.408989446994,100,56.58306,12.996899530710154,1.1375085621665395,410.408989446994,0.93757355,12.996899530710154,500,500.0,0.0001396914,1,7236.3574,1.8099017e-08,31.5079100606765,12.996899530710154,68.83263,15.436352,104709.22,0.0017577441,15.869031,53.13984
0.009999998,495.7674967627997,100,22.753439,29.502800822529707,100.0,495.7674967627997,0.01,29.502800822529707,500,500.0,1.0,2,1.0,0.01,500.0,29.502800822529707,29.5028,1.0,,3.5044917e-18,1.0,22.154226
0.0049999994,515.5187602850248,100,25.26542,30.43013498702646,200.00000010221265,515.5187602850248,0.005,30.43013498702646,500,500.0,1.0,2,1.0,0.005,500.0,30.43013498702646,30.430134,1.0,,2.179301e-19,1.0,22.648205
0.0033333336,546.0230305958025,100,25.108189,29.325160001015163,299.999969473632,546.0230305958025,0.0033333334,29.325160001015163,500,500.0,1.0,2,1.0,0.0033333334,500.0,29.325160001015163,29.32516,1.0,,5.4391416e-20,1.0,23.328157
