eRenyi2,VarDiscRet,AvgVanillaIw,ESSRenyi,VanillaAvgRet,VarVanillaIw,AvgRet,VarNormIw,MinVanillaIw,AvgEpLen,VarRet,ESSClassic,J,MinNormIw,AvgDiscRet,VarJ,MaxVanillaIw,MaxNormIw,BatchSize,AvgNormIw,Bound
27.07004,13018.855883392824,1.148967,3.6941209147340315,99.04351339013674,83.903465,99.04351339013674,0.0063557196,,10.91,13018.855883392824,1.564415959405437,499.31534,,99.04351339013674,637.0239,91.14783,0.79330236,100,0.010000002,232.23502
28.700998,394287.94052934524,1.2569326,3.4841993624360685,425.92912188136046,120.49348,425.92912188136046,0.0076267514,1.227213e-31,43.6,394287.94052934524,1.3071070928906936,4487.308,9.763555e-34,425.92912188136046,4621.9287,109.80433,0.87358963,100,0.010000002,2234.5715
14.368374,1257631.2496719575,1.2526884,6.959729813467538,905.0367315257747,41.276184,905.0367315257747,0.0026303497,2.5732815e-13,91.49,1257631.2496719575,3.698162271547454,4666.4062,2.0542072e-15,905.0367315257747,1942.5917,39.3549,0.3141635,100,0.01,3071.3
3.5562804,2670624.287688671,0.9311456,28.11926773723544,3247.808369499844,2.9906135,3247.808369499844,0.0003449253,1.05515995e-14,325.47,2670624.287688671,22.651285260795877,4837.127,1.1331846e-16,3247.808369499844,544.7159,9.553703,0.1026016,100,0.01,4043.558
1.2009625,259279.32548807916,0.9896193,83.2665436089321,4821.93598981765,0.24993286,4821.93598981765,2.5520369e-05,0.05776949,482.35,259279.32548807916,79.83064685125889,4968.996,0.0005837547,4821.93598981765,112.80512,1.7962224,0.01815064,100,0.01,4507.8364
1.0402501,147914.01467191873,1.0172305,96.13073198682137,4952.145435322385,0.04170906,4952.145435322385,4.030804e-06,0.19726132,495.26,147914.01467191873,96.16262318782695,4983.56,0.0019391999,4952.145435322385,115.083275,1.3411804,0.0131846275,100,0.01,4554.3643
1.0458677,101780.9883912808,1.0056586,95.61438962934898,4959.898243833083,0.04305474,4959.898243833083,4.2571587e-06,0.28683844,496.03,101780.9883912808,95.95586037528899,4988.2026,0.0028522448,4959.898243833083,92.31397,1.2827127,0.012754953,100,0.01,4557.8496
1.0000007,0.09365962653765818,0.99983406,99.99992847447743,4999.770420404086,2.0484722e-06,4999.770420404086,2.0491493e-10,0.99182886,500.0,0.09365962653765818,99.99979015715941,4999.7715,0.009919935,4999.770420404086,0.30382043,1.0024434,0.010026098,100,0.010000002,4578.961
1.0167341,27952.178618094335,1.006517,98.3541298705684,4983.071324420689,0.017600063,4983.071324420689,1.737289e-06,0.39654922,498.34,27952.178618094335,98.30916237312442,4991.488,0.0039398163,4983.071324420689,83.15821,1.1559469,0.011484623,100,0.01,4567.171
1.0418521,140685.46860110757,0.983173,95.98291197776031,4962.319700731826,0.051687602,4962.319700731826,5.3472004e-06,0.14759657,496.26,140685.46860110757,94.97243310468481,4985.0464,0.0015012268,4962.319700731826,148.20879,1.2875669,0.013096036,100,0.01,4555.52
1.0876296,276472.11025252624,0.9967263,91.94306957551642,4928.352794245522,0.084497415,4928.352794245522,8.505337e-06,0.040262774,492.88,276472.11025252624,92.23367738708625,4982.443,0.00040395014,4928.352794245522,115.26473,1.3527126,0.013571556,100,0.009999999,4543.5815
1.0000001,0.10974969516825459,1.0000002,99.99998807907247,4999.80748428476,1.0842235e-07,4999.80748428476,1.0842248e-11,0.99857146,500.0,0.10974969516825459,99.9999885559118,4999.808,0.009985712,4999.80748428476,0.3293208,1.000559,0.010005588,100,0.01,4578.9976
1.0640576,253907.09037571016,1.0100956,93.97987578257671,4942.9059385932205,0.07257093,4942.9059385932205,7.112752e-06,0.24010175,494.34,253907.09037571016,93.4215972136681,4980.259,0.0023770202,4942.9059385932205,154.47371,1.4590168,0.014444344,100,0.010000002,4546.179
1.0000026,0.02584055117801741,0.9998754,99.9997377402508,4999.849042295524,2.5894221e-06,4999.849042295524,2.5900707e-10,0.9955807,500.0,0.02584055117801741,99.9997443839265,4999.85,0.009957047,4999.849042295524,0.15979202,1.0033618,0.0100348685,100,0.01,4579.039
1.0492548,139846.5219279223,0.98377955,95.30573734629115,4947.691452299052,0.05881991,4947.691452299052,6.077553e-06,0.11640927,494.81,139846.5219279223,94.32469220264535,4988.8027,0.0011832862,4947.691452299052,82.64735,1.2804049,0.013015161,100,0.01,4557.7534
1.0000027,0.05032213013584487,0.99997795,99.99972581938579,4999.85293558883,1.4654701e-06,4999.85293558883,1.465538e-10,0.9960705,500.0,0.05032213013584487,99.999843594147,4999.8535,0.009960924,4999.85293558883,0.22258593,1.0023158,0.010023379,100,0.01,4579.0425
1.0000056,1.0336990015618974,0.9999543,99.99943971947827,4999.755493279266,5.6206236e-06,4999.755493279266,5.6211413e-10,0.9899218,500.0,1.0336990015618974,99.99942395687627,4999.757,0.00989967,4999.755493279266,1.0024556,1.0048928,0.010049388,100,0.01,4578.9453
1.0000005,0.04165908939899848,0.9999497,99.99995231630692,4999.8500857743775,1.4224195e-06,4999.8500857743775,1.4225592e-10,0.9940326,500.0,0.04165908939899848,99.99986266413495,4999.851,0.009940826,4999.8500857743775,0.2024764,1.001481,0.010015314,100,0.01,4579.0405
1.0058692,4306.681180462804,0.9919888,99.41650957673775,4990.513751523556,0.007917853,4990.513751523556,8.046256e-07,0.6856791,499.09,4306.681180462804,99.20971481064254,4993.211,0.006912166,4990.513751523556,46.529526,1.0927567,0.0110158175,100,0.01,4571.1675
1.0,0.024353803325816194,1.0,100.0,4999.862511061223,,4999.862511061223,3.5044917e-18,1.0,500.0,0.024353803325816194,100.0,4999.863,0.01,4999.862511061223,0.1552699,1.0,0.01,100,0.009999998,4579.0522
1.0000005,0.041384638216943444,0.9999681,99.99995231630692,4999.851921946495,1.1721818e-06,4999.851921946495,1.172257e-10,0.9952056,500.0,0.041384638216943444,99.99987792590622,4999.8525,0.009952373,4999.851921946495,0.2018422,1.0017889,0.010018208,100,0.010000002,4579.042
1.0000007,0.036069464711595126,0.99984,99.99992847447743,4999.844920162415,1.3795502e-06,4999.844920162415,1.379991e-10,0.9964535,500.0,0.036069464711595126,99.99987409496576,4999.8457,0.009966129,4999.844920162415,0.18876593,1.0019189,0.0100207925,100,0.01,4579.035
