VarRet,VanillaAvgRet,Bound,eRenyi2,MaxNormIw,J,MinNormIw,ESSRenyi,BatchSize,MaxVanillaIw,AvgRet,VarJ,AvgDiscRet,VarVanillaIw,MinVanillaIw,AvgNormIw,ESSClassic,AvgEpLen,VarDiscRet,AvgVanillaIw,VarNormIw
147.71774704680467,-3.9900398857361323,33.88123,1.0000015,0.9999979,37.659668,1.8380918e-23,99.99984502816375,100,361014.28,-3.9900398857361323,0.0009302813,-3.9900398857361323,1303313200.0,6.635788e-18,0.01,1.0000041549645984,500.0,147.71774704680467,3610.1504,0.00999996
400.21314922516433,3.90732778034552,46.072487,6.6788836,0.92364794,60.050972,2.3566095e-06,14.972562287270446,100,857.8268,3.90732778034552,33.878006,3.90732778034552,7347.7417,0.0021886723,0.010000002,1.1718656779649805,500.0,400.21314922516433,9.287378,0.008518588
378.51670533821033,7.325360283343379,52.22319,1.0000098,0.9960402,57.712376,6.455653e-10,99.99902249338096,100,33193.41,7.325360283343379,1.1105555,7.325360283343379,11017167.0,2.1513704e-05,0.009999998,1.0079639901384174,500.0,378.51670533821033,333.25372,0.009920191
472.3833684263267,21.76415022749874,51.294273,5.5296164,0.9224426,64.66913,1.2067775e-06,18.084437249136503,100,654.50525,21.76415022749874,27.299206,21.76415022749874,4277.011,0.00085625076,0.01,1.1750023542800379,500.0,472.3833684263267,7.0953493,0.008495577
458.16267863417323,28.952799586829734,67.28017,1.0000021,0.9999994,73.932434,,99.99978542373924,100,164582.23,28.952799586829734,0.00015868063,28.952799586829734,270873180.0,,0.01,1.0000011392484378,500.0,458.16267863417323,1645.8232,0.00999999
516.9782219392977,11.551786832437472,50.622013,1.0000083,0.99877137,55.698833,5.435722e-09,99.9991655419364,100,58483.31,11.551786832437472,0.265933,11.551786832437472,34202144.0,0.00031829005,0.009999999,1.0024612147552279,500.0,516.9782219392977,585.5525,0.0099752005
553.6961197700058,14.766699353675444,56.994164,4.015454,0.952622,69.01472,1.9442932e-05,24.903785374141865,100,1190.388,14.766699353675444,21.752398,14.766699353675444,14156.378,0.024295714,0.01,1.1018854014139081,500.0,553.6961197700058,12.495911,0.009066013
639.9425741036611,22.924539216075797,51.267433,3.693363,0.9076448,64.05791,7.5679404e-06,27.07559514706747,100,786.9039,22.924539216075797,24.744677,22.924539216075797,6181.6187,0.006561203,0.01,1.2133121574698724,500.0,639.9425741036611,8.669734,0.008224145
493.99151341979166,35.71846029342556,60.358795,4.402289,0.87235785,75.10805,1.2825764e-05,22.71545597295746,100,631.5504,35.71846029342556,30.228556,35.71846029342556,3978.887,0.009285314,0.01,1.3130749663436911,500.0,493.99151341979166,7.2395797,0.007591627
607.4307979183666,43.50745155897537,63.70681,4.2301044,0.84269613,78.63838,2.2507452e-07,23.640078221907995,100,364.78278,43.50745155897537,27.608398,43.50745155897537,1327.3595,9.7429314e-05,0.010000002,1.4058975049295181,500.0,607.4307979183666,4.3287582,0.00708373
449.94815464737036,53.28818302791501,74.957344,3.3642302,0.90923136,89.12684,2.2702272e-05,29.724482382185766,100,751.56885,53.28818302791501,24.459114,53.28818302791501,5638.39,0.018765653,0.01,1.2092461184203034,500.0,449.94815464737036,8.26598,0.008252139
