Weights,StdIW,MeanEntropy,OptimizationReturnMin,VarianceInit,MaxIW,MinIWNorm,OptimizationReturnMean,TimestepsSoFar,Bound,EpisodesSoFar,ESSRenyi,MinIW,StdIWNorm,MeanIWNorm,ESSClassic,InitialBound,TimeElapsed,InitialReturnMax,EmpiricalD2,ReturnMeanIW,ReturnStepMax,MeanIW,Iteration,J_sample_variance,OptimizationReturnMax,ReturnStepMaxmin,MaxIWNorm,EpLenMean,EpRewMean,InitialReturnMean,EpThisIter,InitialReturnMin,LearnableVariance,InitialReturnStd
[-1.44   1.607 -2.434 -1.638 -2.695],0.8218122,-1.2930181,,-1,3.7454953,0.0033319276,349.98938,4761265,1080.8496,39850,30.694368,0.16659638,0.016436243,0.023666818,33.731155,944.7643,28443.46008515358,1759.8262,1.6289634,1469.8822,10.0,1.1833408,797,1324305.2,860.24036,10.0,0.0749099,125.98,1249.5751749492993,1249.5752,50,899.5858,True,212.01726
[-1.445  1.609 -2.441 -1.627 -2.712],2.7943573,-1.3018922,,-1,14.949845,0.0009083928,273.35712,4767281,1120.8573,39900,14.972371,0.04541964,0.055887144,0.029351082,10.809489,865.6362,28493.16829609871,1889.8284,3.3394845,1719.0247,10.0,1.467554,798,2189951.2,970.22144,10.0,0.2989969,120.32,1192.9640300939961,1192.9641,50,919.60693,True,200.98721
[-1.452  1.62  -2.441 -1.611 -2.721],0.14317234,-1.303879,,-1,1.484319,0.015080181,323.88162,4773700,886.5641,39950,48.42431,0.75400907,0.0028634467,0.020543363,49.0471,861.37634,28548.910532951355,2379.813,1.0325392,1305.4124,10.0,1.0271682,799,1044014.56,1430.1226,10.0,0.029686378,128.38,1273.5720575006403,1273.572,50,949.6904,True,256.25406
[-1.45   1.618 -2.44  -1.614 -2.723],0.91566914,-1.2956581,,-1,4.5233583,0.0030299055,355.3825,4780276,997.5475,40000,32.564762,0.15149528,0.018313382,0.02348109,31.089191,863.32837,28602.7911529541,2549.7915,1.5354019,1544.7856,10.0,1.1740545,800,1648898.6,1600.2087,10.0,0.09046716,131.52,1304.9652714248507,1304.9653,50,949.58276,True,379.60797
[-1.446  1.619 -2.442 -1.618 -2.715],3.6711156,-1.295422,,-1,26.535042,0.0009643381,315.88947,4786355,1260.1616,40050,17.313454,0.048216905,0.073422305,0.031087408,7.6009674,874.7618,28648.35749554634,1909.7753,2.8879275,1822.2906,10.0,1.5543704,801,2335421.0,1020.1201,10.0,0.5307008,121.58,1205.5446384248644,1205.5447,50,889.65515,True,220.03429
[-1.453  1.627 -2.442 -1.602 -2.714],0.9239424,-1.2852175,,-1,4.5046244,0.0021224767,313.96518,4792724,1150.8105,40100,27.763409,0.10612384,0.018478848,0.025969295,33.193367,884.2643,28690.86621260643,2189.8228,1.8009316,1659.811,10.0,1.2984648,802,1903959.0,1240.2351,10.0,0.09009249,127.38,1263.5528088703436,1263.5529,50,949.58765,True,272.81674
[-1.446  1.62  -2.441 -1.614 -2.704],0.5855113,-1.3087188,,-1,2.6325612,0.0020514694,338.32907,4798765,975.4258,40150,35.40104,0.10257348,0.011710227,0.023053637,39.74503,846.393,28733.93082022667,2029.794,1.4123878,1393.2461,10.0,1.1526818,803,1105160.5,1170.1594,10.0,0.052651223,120.82,1197.963617246318,1197.9636,50,859.6345,True,195.45784
[-1.448  1.618 -2.439 -1.621 -2.728],17.786718,-1.2921025,,-1,126.923805,0.00018795017,299.1203,4805010,2354.336,40200,2.5982754,0.009397509,0.35573435,0.071217015,1.926724,852.5553,28776.20090675354,2229.8352,19.243534,4048.5793,10.0,3.5608506,804,15777964.0,1290.1814,10.0,2.538476,124.9,1238.774119135592,1238.7742,50,939.6538,True,247.53944
[-1.451  1.635 -2.442 -1.607 -2.711],4.3556323,-1.3112057,,-1,25.344557,8.382779e-05,326.085,4811340,1518.052,40250,5.337105,0.00419139,0.08711265,0.038632993,8.217641,874.7322,28815.524142742157,2199.7979,9.368375,2684.2588,10.0,1.9316494,805,14700434.0,1270.1346,10.0,0.50689113,126.6,1255.7481947764074,1255.7482,50,929.6632,True,273.04355
[-1.438  1.631 -2.443 -1.617 -2.73 ],0.8082993,-1.3108673,,-1,4.1031427,0.0041966927,303.7256,4817558,976.704,40300,33.626957,0.20983465,0.016165987,0.022759177,33.232857,892.1752,28858.124205350876,1969.8275,1.4869024,1392.7391,10.0,1.1379589,806,1256180.8,1040.1937,10.0,0.082062855,124.36,1233.3593779252737,1233.3594,50,929.6338,True,233.72128
[-1.438  1.627 -2.441 -1.622 -2.73 ],28.5002,-1.3070679,,-1,203.84967,6.8955e-05,288.15524,4823798,2887.9954,40350,0.85396284,0.00344775,0.570004,0.09755125,1.422795,879.2631,28904.797159910202,2069.8145,58.550556,5631.196,10.0,4.877562,807,47080536.0,1120.2042,10.0,4.0769935,124.8,1237.7654624808324,1237.7655,50,949.6102,True,251.1336
[-1.436  1.641 -2.438 -1.608 -2.726],0.67450595,-1.2990115,,-1,3.889454,0.0026815315,299.7839,4830096,1054.105,40400,34.558117,0.13407658,0.013490118,0.024113137,38.08116,873.5272,28955.765750408173,2169.8013,1.446838,1506.1593,10.0,1.205657,808,1487945.0,1220.2373,10.0,0.077789076,125.96,1249.347808813081,1249.3478,50,949.5639,True,266.9108
[-1.433  1.636 -2.438 -1.617 -2.718],2.709957,-1.2945702,,-1,12.718262,0.00087240426,375.7787,4836574,1116.6688,40450,11.766961,0.043620214,0.05419914,0.027792165,10.409902,935.5188,29006.931483268738,2019.7849,4.2491856,1837.8071,10.0,1.3896083,809,3289007.0,1110.2079,10.0,0.25436524,129.56,1285.3556958524857,1285.3557,50,909.577,True,274.0083
[-1.43   1.643 -2.442 -1.617 -2.714],21.219004,-1.2935334,,-1,147.7061,1.1408519e-05,277.275,4842760,2895.822,40500,0.67123306,0.00057042594,0.42438,0.089175254,2.1143842,839.0054,29056.6418633461,2239.7573,74.48978,6244.0107,10.0,4.4587626,810,142356580.0,1290.0896,10.0,2.9541218,123.72,1226.9427182232473,1226.9429,50,949.6677,True,259.4512
[-1.432  1.628 -2.439 -1.628 -2.712],4.3185368,-1.2904022,,-1,30.548712,0.0011789401,309.87134,4849009,1258.0874,40550,9.016316,0.058947004,0.08637073,0.031077618,5.7313685,927.8385,29107.171714305878,1799.8204,5.5455017,1992.1959,10.0,1.5538809,811,4785600.0,870.1152,10.0,0.6109742,124.98,1239.5766118197055,1239.5767,50,929.70526,True,221.98322
[-1.435  1.64  -2.445 -1.612 -2.709],0.20422319,-1.2874155,,-1,1.459389,0.013185399,337.26935,4855495,861.71936,40600,47.75156,0.6592699,0.004084463,0.020269103,48.04887,840.12195,29155.41194009781,2579.7817,1.0470862,1318.9495,10.0,1.0134552,812,1074093.5,1630.0979,10.0,0.029187778,129.72,1286.953136752545,1286.9531,50,949.6838,True,322.84595
[-1.435  1.642 -2.443 -1.609 -2.706],0.9828244,-1.2829587,,-1,5.581163,0.0016008574,367.49496,4861931,1071.7365,40650,27.624453,0.08004287,0.019656487,0.023872662,29.797918,932.2984,29198.741807937622,1989.8262,1.8099906,1535.4117,10.0,1.193633,813,1456734.5,1080.3748,10.0,0.11162326,128.72,1276.946365034744,1276.9463,50,909.4514,True,272.02893
[-1.434  1.636 -2.444 -1.617 -2.702],0.30992326,-1.2830354,,-1,1.8457764,0.008550918,287.77133,4868069,883.83954,40700,45.954235,0.4275459,0.006198465,0.0205001,45.81174,867.50085,29245.747235059738,2019.8401,1.088039,1248.7614,10.0,1.025005,814,981947.8,1090.2639,10.0,0.03691553,122.76,1217.3474900194153,1217.3475,50,929.5762,True,226.01434
[-1.435  1.635 -2.441 -1.615 -2.702],0.30915356,-1.2854013,,-1,1.9237522,0.0060300604,320.30997,4874570,991.82874,40750,45.13166,0.30150303,0.006183071,0.02111132,46.04992,950.51984,29291.929740667343,1959.7994,1.1078697,1349.1152,10.0,1.0555661,815,1126487.9,990.1422,10.0,0.038475044,130.02,1289.9671847484594,1289.9672,50,969.6572,True,239.78554
[-1.436  1.633 -2.442 -1.617 -2.704],0.4375789,-1.2837069,,-1,2.3087454,0.0072164033,312.7962,4880883,975.7877,40800,42.153137,0.36082017,0.008751578,0.021491027,42.88797,916.37756,29332.91368174553,1939.8333,1.1861514,1341.7152,10.0,1.0745515,816,1104123.1,1000.2628,10.0,0.046174906,126.26,1252.3666151620262,1252.3666,50,939.57043,True,229.47302
[-1.436  1.629 -2.44  -1.62  -2.703],0.49147615,-1.2839346,,-1,3.0646763,0.0074546896,317.10898,4887268,962.89685,40850,40.89342,0.3727345,0.009829522,0.021634791,41.4448,901.3451,29381.509860277176,2109.8335,1.2226906,1366.9766,10.0,1.0817397,817,1157814.9,1160.1636,10.0,0.061293524,127.7,1266.7788927902996,1266.7789,50,949.6699,True,223.71489
[-1.44   1.629 -2.441 -1.619 -2.703],1.3957334,-1.2736208,,-1,5.675153,0.00128654,326.96948,4893752,1178.6555,40900,20.819935,0.064327,0.027914666,0.026847847,24.026327,915.94824,29431.922479629517,2139.8145,2.4015446,1753.0127,10.0,1.3423924,818,2171041.8,1180.2089,10.0,0.113503054,129.68,1286.5750707087732,1286.5751,50,959.6056,True,249.63255
[-1.44   1.637 -2.444 -1.611 -2.693],0.3044659,-1.2797726,,-1,1.8731134,0.010808077,342.6982,4900315,1007.65063,40950,44.998116,0.54040384,0.006089318,0.020982191,46.115936,957.7324,29479.458990097046,1989.8085,1.1111577,1370.9459,10.0,1.0491097,819,1121432.5,1030.1293,10.0,0.037462268,131.26,1302.377400468863,1302.3773,50,959.6792,True,217.5659
[-1.443  1.641 -2.449 -1.606 -2.699],21.27033,-1.2792958,,-1,152.1882,0.00025539874,355.7775,4906643,1547.8071,41000,1.3019952,0.0127699375,0.42540658,0.07624133,1.55601,870.89154,29525.17499089241,2219.772,38.4026,3930.3972,10.0,3.812066,820,15309381.0,1320.1821,10.0,3.0437639,126.56,1255.3673776721039,1255.3674,50,899.58984,True,233.19707
[-1.45   1.631 -2.449 -1.606 -2.698],0.26059303,-1.2761222,,-1,1.7165666,0.012565623,345.4573,4913119,924.9419,41050,46.57889,0.6282812,0.0052118604,0.020828169,47.05369,895.2861,29573.925734996796,2249.794,1.0734476,1328.6744,10.0,1.0414084,821,1054186.4,1310.2894,10.0,0.03433133,129.52,1284.961839233341,1284.9618,50,939.5045,True,264.0906
[-1.448  1.63  -2.448 -1.611 -2.695],2.755544,-1.2782438,,-1,15.10274,0.00062325125,391.90335,4919827,1061.2085,41100,13.519128,0.031162564,0.055110876,0.0291894,10.953596,896.6653,29622.35878777504,2509.7944,3.6984634,1897.2146,10.0,1.45947,822,3104911.5,1570.3235,10.0,0.3020548,134.16,1331.3743238287584,1331.3743,50,939.47095,True,322.9397
[-1.451  1.623 -2.452 -1.623 -2.697],0.3577458,-1.2747073,,-1,2.203752,0.009705549,323.2738,4926293,1004.8003,41150,42.792572,0.48527744,0.007154915,0.021532862,45.028442,908.8799,29662.16736960411,2159.8376,1.1684271,1409.1737,10.0,1.0766431,823,1249698.4,1200.1366,10.0,0.04407504,129.32,1282.9748590150277,1282.9749,50,959.70105,True,268.30255
[-1.447  1.621 -2.452 -1.629 -2.694],0.6759675,-1.2733144,,-1,3.8347566,0.0067858403,316.17255,4932523,943.30334,41200,37.333076,0.33929202,0.013519349,0.021763526,36.078148,901.5121,29698.353653907776,1929.8103,1.3392949,1330.1273,10.0,1.0881763,824,1159521.5,1010.2177,10.0,0.07669513,124.6,1235.7650966248857,1235.7651,50,919.5926,True,234.42235
[-1.451  1.621 -2.445 -1.626 -2.692],1.5595478,-1.2805293,,-1,7.7823434,0.0020676707,354.93524,4938947,1126.2031,41250,21.11066,0.10338354,0.031190954,0.028423846,22.68417,819.06946,29732.547408103943,2629.8179,2.3684716,1827.207,10.0,1.4211925,825,2562008.2,1710.1858,10.0,0.15564686,128.48,1274.5673379740736,1274.5674,50,919.63214,True,313.69647
[-1.444  1.621 -2.443 -1.631 -2.699],0.5999208,-1.2819786,,-1,2.8440137,0.005344262,292.2787,4945158,958.86633,41300,35.248363,0.2672131,0.011998415,0.024103401,40.070705,814.56683,29773.505271434784,2409.8203,1.4185055,1455.9858,10.0,1.20517,826,1425131.8,1470.1389,10.0,0.056880273,124.22,1231.9600662128246,1231.9601,50,939.6814,True,286.40387
[-1.439  1.621 -2.442 -1.635 -2.701],0.3707891,-1.3004751,,-1,1.8271419,0.0089438595,323.2663,4951474,869.41614,41350,44.581245,0.44719297,0.007415782,0.02077418,44.348713,839.04785,29815.239197731018,2389.787,1.1215478,1307.7739,10.0,1.0387089,827,1059151.6,1460.0823,10.0,0.036542837,126.32,1252.9710973873305,1252.9711,50,929.7048,True,291.21063
[-1.437  1.619 -2.454 -1.63  -2.719],0.26241907,-1.3036381,,-1,1.9822959,0.013080375,323.23138,4957739,893.73553,41400,47.22309,0.65401876,0.0052483813,0.020852912,47.021397,858.29156,29855.933697223663,2219.831,1.058804,1289.3647,10.0,1.0426457,828,1003167.9,1300.2848,10.0,0.039645918,125.3,1242.7776461746403,1242.7777,50,919.54626,True,247.96603
[-1.439  1.622 -2.454 -1.626 -2.723],0.10598819,-1.3088341,,-1,1.224627,0.014233956,429.99078,4964188,904.38904,41450,49.12229,0.7116978,0.0021197638,0.02047436,49.469734,879.497,29896.00339436531,2309.8286,1.0178678,1308.0215,10.0,1.023718,829,849487.8,1460.2483,10.0,0.02449254,128.98,1279.5710895945224,1279.571,50,849.5803,True,283.78214
[-1.44   1.623 -2.454 -1.624 -2.728],5.0872316,-1.3103788,,-1,35.54757,0.0018306217,302.49008,4970450,1369.4037,41500,10.155973,0.09153109,0.10174462,0.03464429,5.194802,836.90125,29934.507006406784,2339.775,4.923211,2268.6091,10.0,1.7322148,830,5596349.5,1400.1028,10.0,0.7109514,125.24,1242.1621763647295,1242.1622,50,939.6721,True,279.19604
[-1.443  1.635 -2.452 -1.61  -2.729],16.90421,-1.3063928,,-1,121.42403,0.00071676756,318.75143,4976843,2418.7598,41550,5.0325227,0.03583838,0.33808416,0.066094935,1.8406341,899.4646,29979.540323495865,2129.811,9.935375,3581.5298,10.0,3.3047466,831,11162581.0,1180.2039,10.0,2.4284804,127.86,1268.3586062576721,1268.3586,50,949.6072,True,241.77727
[-1.448  1.646 -2.45  -1.593 -2.725],0.4477423,-1.3074989,,-1,2.7436457,0.0068586543,380.7572,4983596,996.8874,41600,41.045116,0.34293273,0.008954845,0.020726025,42.134563,935.08325,30027.197418928146,2339.7798,1.2181717,1444.1781,10.0,1.0363013,832,1282457.2,1380.192,10.0,0.05487291,135.06,1340.3449578470486,1340.345,50,959.58777,True,289.82578
[-1.452  1.647 -2.449 -1.588 -2.726],0.1422573,-1.301319,,-1,1.5254723,0.015041698,292.4992,4989858,931.6964,41650,48.882977,0.7520849,0.0028451462,0.020321427,49.038742,906.129,30063.300072669983,1939.8207,1.022851,1271.5004,10.0,1.0160713,833,1027669.9,990.204,10.0,0.030509446,125.24,1242.115910158846,1242.116,50,949.6167,True,239.59471
[-1.452  1.647 -2.447 -1.586 -2.72 ],0.20739315,-1.3088988,,-1,1.5247405,0.011839463,595.7876,4995986,954.30414,41700,47.40763,0.5919732,0.004147863,0.02085427,48.09726,905.319,30095.057690143585,1789.8049,1.0546825,1272.6705,10.0,1.0427135,834,491763.8,1170.2701,10.0,0.03049481,122.56,1215.3223536327191,1215.3224,50,619.5348,True,216.53477
[-1.45   1.647 -2.45  -1.587 -2.728],0.76820093,-1.314453,,-1,4.2468643,0.0051094866,327.34406,5002321,1072.241,41750,31.900902,0.25547433,0.015364018,0.024604386,35.973087,894.77106,30125.077791690826,2089.8413,1.5673538,1525.4071,10.0,1.2302194,835,1456905.8,1160.4431,10.0,0.08493728,126.7,1256.7422026754182,1256.7422,50,929.39813,True,217.69374
[-1.446  1.643 -2.453 -1.596 -2.733],0.379613,-1.3120581,,-1,2.3409836,0.0091100475,365.18777,5008846,1006.21265,41800,43.400055,0.4555024,0.00759226,0.020589843,44.015327,960.5051,30161.121928215027,1929.7703,1.1520723,1364.9744,10.0,1.0294921,836,1093854.0,1000.207,10.0,0.046819672,130.5,1294.751084838923,1294.7511,50,929.5633,True,251.27687
[-1.45   1.645 -2.454 -1.594 -2.731],0.076694004,-1.3085318,,-1,1.2125231,0.017226249,368.93875,5015440,913.7313,41850,49.611633,0.86131245,0.0015338798,0.020226322,49.714096,898.0788,30197.6019179821,2369.833,1.0078281,1325.8019,10.0,1.0113162,837,1024704.3,1430.2261,10.0,0.02425046,131.88,1308.5457489052358,1308.5458,50,939.607,True,301.95096
[-1.449  1.644 -2.453 -1.595 -2.727],0.2290663,-1.3180077,,-1,1.5828297,0.009893327,345.39798,5021966,964.94617,41900,48.5376,0.49466637,0.004581326,0.020890273,47.70564,912.1886,30224.172337055206,2209.7876,1.0301292,1353.4158,10.0,1.0445138,838,1098313.8,1260.2505,10.0,0.031656593,130.52,1294.935069781402,1294.935,50,949.5371,True,280.77628
[-1.45   1.644 -2.453 -1.595 -2.737],0.436237,-1.3211784,,-1,2.2107043,0.0040466273,367.32797,5028601,890.4004,41950,43.430603,0.20233136,0.008724741,0.020762859,42.496204,866.443,30247.365561008453,2599.7676,1.1512619,1373.5507,10.0,1.038143,839,1139192.9,1650.3596,10.0,0.044214085,132.7,1316.7359866773477,1316.736,50,949.408,True,336.4617
[-1.449  1.64  -2.452 -1.597 -2.74 ],1.0907215,-1.322266,,-1,5.4600797,0.003408963,416.2457,5035331,1259.4053,42000,23.882818,0.17044815,0.02181443,0.026293084,29.61485,956.4647,30275.263437271118,2189.8208,2.0935552,1808.2019,10.0,1.3146544,840,2162210.8,1270.3137,10.0,0.10920159,134.6,1335.7527884753936,1335.7528,50,919.5071,True,316.3439
[-1.454  1.638 -2.453 -1.595 -2.741],7.1850743,-1.286502,,-1,51.35338,0.00043403398,316.56128,5041563,1298.3577,42050,1.7256219,0.0217017,0.14370148,0.038650986,3.373143,865.5189,30301.057948350906,2139.8047,28.97506,3293.3762,10.0,1.9325491,841,81313220.0,1220.2219,10.0,1.0270675,124.64,1236.1439641428085,1236.144,50,919.5827,True,227.91376
[-1.448  1.647 -2.456 -1.597 -2.705],0.98650384,-1.2895634,,-1,4.452037,0.0040139793,332.3239,5048074,1080.3369,42100,27.421885,0.20069897,0.019730076,0.023413086,29.237478,923.0652,30326.842900037766,2129.8037,1.8233612,1578.4598,10.0,1.1706544,842,1635851.9,1170.1697,10.0,0.089040734,130.22,1291.957987018894,1291.958,50,959.6341,True,252.8022
[-1.45   1.642 -2.46  -1.605 -2.709],1.08994,-1.2839364,,-1,4.7335377,0.0032891098,328.48578,5054616,952.87146,42150,28.097202,0.16445549,0.021798797,0.023495441,26.87029,846.1295,30349.833214521408,2609.77,1.7795366,1555.8701,10.0,1.174772,843,1839647.8,1640.101,10.0,0.09467075,130.84,1298.1548597531414,1298.1548,50,969.66907,True,292.77655
[-1.447  1.646 -2.462 -1.604 -2.703],0.47057545,-1.276596,,-1,2.7116954,0.007170609,354.80637,5061089,1004.3404,42200,41.60895,0.35853046,0.009411508,0.021788692,42.138042,943.1548,30379.05142712593,1969.8397,1.2016644,1378.3503,10.0,1.0894347,844,1158503.2,1040.305,10.0,0.05423391,129.46,1284.3410478672827,1284.3411,50,929.53467,True,254.1443
[-1.443  1.64  -2.456 -1.607 -2.696],2.0831406,-1.2571441,,-1,14.192299,0.0011434334,294.14658,5067359,1236.6921,42250,13.537369,0.057171673,0.04166281,0.02675651,14.600292,912.9645,30406.42065024376,1909.7949,3.69348,1872.4111,10.0,1.3378257,845,5429761.0,960.19073,10.0,0.28384596,125.4,1243.750725143872,1243.7506,50,949.6042,True,243.76201
[-1.448  1.636 -2.461 -1.607 -2.676],0.813364,-1.2435783,,-1,4.024997,0.0071800095,366.22964,5074039,1074.2681,42300,32.43687,0.35900047,0.016267281,0.024206946,34.444855,882.39325,30436.16946220398,2559.8137,1.5414557,1624.7391,10.0,1.2103474,846,1708759.6,1600.2773,10.0,0.08049994,133.6,1325.766008817266,1325.766,50,959.5364,True,294.36386
[-1.448  1.641 -2.466 -1.609 -2.663],0.3715565,-1.2429839,,-1,2.3617952,0.010544626,335.38297,5080415,952.1974,42350,42.602768,0.52723134,0.00743113,0.021863163,44.82186,871.8274,30463.737357378006,2269.766,1.1736326,1378.0975,10.0,1.0931581,847,1168664.0,1340.1868,10.0,0.047235902,127.52,1264.962333342211,1264.9624,50,929.5794,True,277.31693
[-1.45   1.639 -2.467 -1.61  -2.662],0.88540345,-1.2471191,,-1,5.216766,0.005791937,278.38467,5086456,1024.5532,42400,32.455032,0.28959686,0.017708069,0.02300653,31.398472,903.54456,30487.43378162384,1699.778,1.5405931,1389.9769,10.0,1.1503265,848,1242868.6,780.2079,10.0,0.104335316,120.82,1197.95471621373,1197.9547,50,919.57007,True,168.30405
[-1.451  1.646 -2.469 -1.604 -2.666],0.17929298,-1.2482263,,-1,1.505862,0.013322961,280.0,5092505,858.80493,42450,48.31954,0.66614807,0.0035858597,0.02036432,48.49631,847.9486,30515.17496585846,2029.8057,1.0347781,1216.4388,10.0,1.0182159,849,958337.94,1110.2844,10.0,0.03011724,120.98,1199.5212898236837,1199.5214,50,919.5213,True,234.10088
[-1.45   1.646 -2.468 -1.605 -2.667],0.25699225,-1.2450075,,-1,1.7779686,0.012344448,376.84586,5099038,933.8815,42500,46.4208,0.6172224,0.0051398445,0.020778151,47.11688,898.0156,30549.35804796219,2299.8071,1.0771034,1347.2913,10.0,1.0389075,850,1058841.0,1380.2991,10.0,0.03555937,130.66,1296.3539907338848,1296.354,50,919.5081,True,306.79678
[-1.447  1.645 -2.467 -1.607 -2.664],5.361424,-1.2360361,,-1,35.13219,0.0014814407,291.82733,5105646,1521.0187,42550,5.088055,0.07407204,0.10722847,0.04080728,6.3253493,945.9249,30580.87270784378,2109.7747,9.826938,2666.5469,10.0,2.0403643,851,6972819.5,1090.2533,10.0,0.7026438,132.16,1311.3486847885379,1311.3486,50,1019.52136,True,285.96143
[-1.453  1.64  -2.457 -1.594 -2.655],0.39639723,-1.2318726,,-1,2.003266,0.0068603214,323.5128,5112013,890.7814,42600,43.475338,0.3430161,0.007927945,0.021773344,44.14708,819.7754,30612.85224032402,2559.759,1.1500773,1366.2515,10.0,1.0886672,852,1160952.5,1620.133,10.0,0.040065322,127.34,1263.138715209221,1263.1387,50,939.6259,True,273.5165
[-1.454  1.637 -2.454 -1.595 -2.651],0.41044253,-1.2269287,,-1,1.8796353,0.004560016,306.86804,5118296,951.1611,42650,42.20619,0.22800082,0.00820885,0.021268258,43.51721,898.22723,30642.49316716194,2009.8143,1.1846604,1330.0514,10.0,1.0634129,853,1148769.2,1070.3451,10.0,0.037592705,125.66,1246.3372961056846,1246.3373,50,939.46924,True,252.19403
[-1.452  1.636 -2.455 -1.603 -2.646],0.17774867,-1.2216766,,-1,1.5954142,0.013323254,340.3186,5124696,970.70087,42700,47.971516,0.6661627,0.0035549726,0.020856695,48.588387,932.0359,30673.8096203804,1949.7864,1.0422852,1315.48,10.0,1.0428349,854,1010746.56,1020.35614,10.0,0.03190828,128.0,1269.7488152042426,1269.7488,50,929.43024,True,234.53653
[-1.453  1.636 -2.455 -1.603 -2.641],0.8661997,-1.2217411,,-1,3.878498,0.002252179,326.3138,5131127,922.3318,42750,31.55486,0.112608954,0.017323993,0.022723652,31.621174,870.6865,30709.057144641876,2339.8208,1.584542,1432.4785,10.0,1.1361827,855,1304326.6,1390.1794,10.0,0.07756996,128.62,1275.955248152021,1275.9552,50,949.6414,True,290.2768
[-1.457  1.634 -2.463 -1.613 -2.641],0.35879734,-1.2235729,,-1,1.9618952,0.009300085,296.00183,5137206,1014.3317,42800,41.47202,0.46500427,0.0071759466,0.02223037,45.28168,911.1327,30738.64898300171,1699.7999,1.2056322,1337.602,10.0,1.1115185,856,1104577.8,790.2551,10.0,0.039237905,121.58,1205.5466140119547,1205.5466,50,909.5448,True,190.12054
[-1.46   1.636 -2.462 -1.606 -2.643],8.9588995,-1.2196004,,-1,63.314972,6.272116e-05,344.56213,5143678,1401.2039,42850,4.3809514,0.003136058,0.17917798,0.04932802,3.5225744,832.1256,30773.88568496704,2609.7869,11.413046,2928.3003,10.0,2.466401,857,7723087.5,1670.1951,10.0,1.2662994,129.44,1284.1539858487513,1284.1539,50,939.59186,True,325.04053
[-1.469  1.63  -2.46  -1.604 -2.639],0.4797599,-1.2187498,,-1,3.0597363,0.0084757935,332.45538,5149939,932.08624,42900,42.774334,0.42378968,0.009595198,0.02102477,41.381165,911.15356,30805.21746969223,1909.8064,1.1689253,1289.724,10.0,1.0512384,858,988987.5,1000.32007,10.0,0.061194725,125.22,1241.941711854022,1241.9418,50,909.4863,True,218.01097
[-1.465  1.629 -2.461 -1.609 -2.638],1.1431321,-1.22223,,-1,6.110989,0.004902948,311.82706,5156247,1003.97,42950,27.7349,0.2451474,0.022862641,0.024948781,27.17749,839.15216,30836.199972867966,2379.7654,1.8027828,1557.4048,10.0,1.2474391,859,1619121.9,1440.2528,10.0,0.12221978,126.16,1251.3396408557815,1251.3397,50,939.5126,True,281.8861
[-1.461  1.632 -2.463 -1.609 -2.641],2.1531646,-1.2109376,,-1,13.524298,0.0010894041,276.8665,5162180,1150.164,43000,13.745316,0.054470204,0.043063283,0.029257054,15.790444,868.0803,30865.36448121071,1779.7317,3.637603,1738.0901,10.0,1.4628528,860,2326559.0,880.2592,10.0,0.27048594,118.66,1176.3389242343035,1176.3389,50,899.4725,True,185.52473
[-1.461  1.641 -2.463 -1.6   -2.63 ],1.0392569,-1.2126302,,-1,6.271005,0.0023909851,369.36435,5168726,1032.941,43050,28.550386,0.11954926,0.020785134,0.02244752,26.919771,945.64526,30896.283345222473,2039.7429,1.7512897,1500.477,10.0,1.1223762,861,1409830.4,1110.168,10.0,0.1254201,130.92,1298.9392387543453,1298.9393,50,929.5749,True,277.43143
[-1.457  1.644 -2.465 -1.6   -2.632],16.552801,-1.1995853,,-1,117.139465,0.00019590283,319.26706,5175172,1791.6211,43100,2.5896502,0.009795141,0.33105603,0.0678695,2.0166771,726.4486,30929.62004327774,3189.7195,19.307627,4219.2236,10.0,3.3934743,862,26489918.0,2230.0623,10.0,2.3427892,128.92,1278.924285140657,1278.9243,50,959.6572,True,355.81064
[-1.468  1.64  -2.462 -1.594 -2.619],1.5235054,-1.2356087,,-1,7.652156,0.002433549,321.03113,5181677,1045.0205,43150,24.368317,0.12167744,0.030470109,0.02580165,20.880217,909.7327,30954.201866149902,2199.8022,2.0518446,1590.7992,10.0,1.2900825,863,1767023.1,1230.0837,10.0,0.15304312,130.1,1290.7496165352861,1290.7496,50,969.7185,True,277.74133
[-1.477  1.651 -2.478 -1.588 -2.655],78.14698,-1.2354085,,-1,558.7119,2.7221236e-05,1110.5651,5188280,7060.5566,43200,0.1998197,0.0013610618,1.5629395,0.23783208,1.1315788,846.20667,30981.412194490433,2679.759,250.22557,14402.689,10.0,11.891604,864,6116080000.0,2479.9695,10.0,11.174238,132.06,1310.354581814626,1310.3546,50,199.78947,True,356.77887
[-1.461  1.655 -2.48  -1.6   -2.654],0.9594413,-1.2371864,,-1,5.129262,0.0052799764,438.52264,5194621,967.14,43250,30.89656,0.26399884,0.019188825,0.023066878,29.550467,892.5049,31011.873393297195,2109.7874,1.6183031,1432.0076,10.0,1.153344,865,1102015.6,1290.3792,10.0,0.102585234,126.82,1257.930792470638,1257.9309,50,819.40814,True,251.85352
